"โรงพยาบาล","B","A","อัตรา(100)"
"10947  :  โรงพยาบาลเขมราฐ","922","1","0.11"
"10948  :  โรงพยาบาลนาจะหลวย","1,313","3","0.23"
"10949  :  โรงพยาบาลน้ำยืน","258","1","0.39"
"10950  :  โรงพยาบาลบุณฑริก","260","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","20","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","103","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","0","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","2","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","220","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","229","0","0.00"
"10959  :  โรงพยาบาลสำโรง","449","1","0.22"
"10960  :  โรงพยาบาลดอนมดแดง","69","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","218","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","225","1","0.44"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","203","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","427","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","1,762","2","0.11"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","94","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","66","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","1","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","118","1","0.85"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","597","15","2.51"
"10966  :  โรงพยาบาลป่าติ้ว","530","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","453","10","2.21"
"10968  :  โรงพยาบาลค้อวัง","248","1","0.40"
"10969  :  โรงพยาบาลไทยเจริญ","281","3","1.07"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","627","7","1.12"
"11921  :  โรงพยาบาลนายแพทย์หาญ","163","5","3.07"
"04007  :  โรงพยาบาลซับใหญ่","217","2","0.92"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","755","30","3.97"
"10971  :  โรงพยาบาลคอนสวรรค์","139","2","1.44"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","434","14","3.23"
"10973  :  โรงพยาบาลหนองบัวแดง","925","27","2.92"
"10974  :  โรงพยาบาลจัตุรัส","731","11","1.50"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","646","9","1.39"
"10976  :  โรงพยาบาลหนองบัวระเหว","323","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","1,045","1","0.10"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","905","4","0.44"
"10979  :  โรงพยาบาลบ้านแท่น","344","18","5.23"
"10980  :  โรงพยาบาลแก้งคร้อ","795","1","0.13"
"10981  :  โรงพยาบาลคอนสาร","246","27","10.98"
"10982  :  โรงพยาบาลภักดีชุมพล","213","3","1.41"
"10983  :  โรงพยาบาลเนินสง่า","198","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","1,268","1","0.08"
"10985  :  โรงพยาบาลชานุมาน","547","5","0.91"
"10986  :  โรงพยาบาลปทุมราชวงศา","538","11","2.04"
"10987  :  โรงพยาบาลพนา","537","10","1.86"
"10988  :  โรงพยาบาลเสนางคนิคม","810","12","1.48"
"10989  :  โรงพยาบาลหัวตะพาน","276","1","0.36"
"10990  :  โรงพยาบาลลืออำนาจ","369","23","6.23"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","446","11","2.47"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0.00"
"11046  :  โรงพยาบาลเซกา","9","0","0.00"
"11047  :  โรงพยาบาลปากคาด","428","7","1.64"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","579","19","3.28"
"11050  :  โรงพยาบาลบุ่งคล้า","126","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","4","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","1","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","848","2","0.24"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","10","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","0","0","0.00"
"11000  :  โรงพยาบาลน้ำพอง","630","7","1.11"
"11001  :  โรงพยาบาลอุบลรัตน์","2","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","460","1","0.22"
"11004  :  โรงพยาบาลพล","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","1","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","18","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","1,040","7","0.67"
"11010  :  โรงพยาบาลชนบท","16","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","2","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","0","0","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","20","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","2","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","0","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","515","22","4.27"
"11014  :  โรงพยาบาลหนองวัวซอ","535","22","4.11"
"11015  :  โรงพยาบาลกุมภวาปี","984","2","0.20"
"11016  :  โรงพยาบาลห้วยเกิ้ง","128","6","4.69"
"11017  :  โรงพยาบาลโนนสะอาด","698","4","0.57"
"11018  :  โรงพยาบาลหนองหาน","1,008","11","1.09"
"11019  :  โรงพยาบาลทุ่งฝน","287","8","2.79"
"11020  :  โรงพยาบาลไชยวาน","835","0","0.00"
"11021  :  โรงพยาบาลศรีธาตุ","402","8","1.99"
"11022  :  โรงพยาบาลวังสามหมอ","835","1","0.12"
"11023  :  โรงพยาบาลบ้านผือ","751","22","2.93"
"11024  :  โรงพยาบาลน้ำโสม","1,052","0","0.00"
"11025  :  โรงพยาบาลเพ็ญ","920","19","2.07"
"11026  :  โรงพยาบาลสร้างคอม","511","7","1.37"
"11027  :  โรงพยาบาลหนองแสง","559","4","0.72"
"11028  :  โรงพยาบาลนายูง","355","16","4.51"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","303","16","5.28"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","1,119","1","0.09"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","696","4","0.57"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","162","8","4.94"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","144","0","0.00"
"10705  :  โรงพยาบาลเลย","872","54","6.19"
"11030  :  โรงพยาบาลนาด้วง","346","15","4.34"
"11031  :  โรงพยาบาลเชียงคาน","688","4","0.58"
"11032  :  โรงพยาบาลปากชม","326","16","4.91"
"11033  :  โรงพยาบาลนาแห้ว","58","4","6.90"
"11034  :  โรงพยาบาลภูเรือ","319","14","4.39"
"11035  :  โรงพยาบาลท่าลี่","145","11","7.59"
"11036  :  โรงพยาบาลวังสะพุง","691","21","3.04"
"11037  :  โรงพยาบาลภูกระดึง","528","31","5.87"
"11038  :  โรงพยาบาลภูหลวง","297","18","6.06"
"11039  :  โรงพยาบาลผาขาว","460","4","0.87"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","367","25","6.81"
"14133  :  โรงพยาบาลเอราวัณ","485","9","1.86"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","47","3","6.38"
"10706  :  โรงพยาบาลหนองคาย","1,562","32","2.05"
"11042  :  โรงพยาบาลโพนพิสัย","357","0","0.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","456","0","0.00"
"11045  :  โรงพยาบาลสังคม","176","15","8.52"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","1,315","0","0.00"
"14558  :  โรงพยาบาลพิสัยเวช","947","0","0.00"
"21356  :  โรงพยาบาลสระใคร","148","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","86","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","275","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","81","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","12","0","0.00"
"11051  :  โรงพยาบาลแกดำ","320","20","6.25"
"11052  :  โรงพยาบาลโกสุมพิสัย","835","24","2.87"
"11053  :  โรงพยาบาลกันทรวิชัย","350","22","6.29"
"11054  :  โรงพยาบาลเชียงยืน","774","10","1.29"
"11055  :  โรงพยาบาลบรบือ","785","11","1.40"
"11056  :  โรงพยาบาลนาเชือก","585","1","0.17"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","933","21","2.25"
"11058  :  โรงพยาบาลวาปีปทุม","617","22","3.57"
"11059  :  โรงพยาบาลนาดูน","289","9","3.11"
"11060  :  โรงพยาบาลยางสีสุราช","735","19","2.59"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","28,590","772","2.70"
"24704  :  โรงพยาบาลกุดรัง","21","2","9.52"
"28843  :  โรงพยาบาลชื่นชม","48","4","8.33"
"10708  :  โรงพยาบาลร้อยเอ็ด","567","1","0.18"
"11061  :  โรงพยาบาลเกษตรวิสัย","755","0","0.00"
"11062  :  โรงพยาบาลปทุมรัตต์","646","0","0.00"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","867","0","0.00"
"11064  :  โรงพยาบาลธวัชบุรี","434","0","0.00"
"11065  :  โรงพยาบาลพนมไพร","788","0","0.00"
"11066  :  โรงพยาบาลโพนทอง","885","1","0.11"
"11067  :  โรงพยาบาลโพธิ์ชัย","1,224","0","0.00"
"11068  :  โรงพยาบาลหนองพอก","383","0","0.00"
"11069  :  โรงพยาบาลเสลภูมิ","793","5","0.63"
"11070  :  โรงพยาบาลสุวรรณภูมิ","1,335","0","0.00"
"11071  :  โรงพยาบาลเมืองสรวง","224","0","0.00"
"11072  :  โรงพยาบาลโพนทราย","606","2","0.33"
"11073  :  โรงพยาบาลอาจสามารถ","793","1","0.13"
"11074  :  โรงพยาบาลเมยวดี","396","0","0.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","368","0","0.00"
"11076  :  โรงพยาบาลจังหาร","398","0","0.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","200","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","735","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","136","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","166","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","209","5","2.39"
"10709  :  โรงพยาบาลกาฬสินธุ์","737","1","0.14"
"11077  :  โรงพยาบาลนามน","1,057","0","0.00"
"11078  :  โรงพยาบาลกมลาไสย","823","2","0.24"
"11079  :  โรงพยาบาลร่องคำ","465","13","2.80"
"11080  :  โรงพยาบาลเขาวง","880","13","1.48"
"11081  :  โรงพยาบาลยางตลาด","1,274","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","403","19","4.71"
"11083  :  โรงพยาบาลสหัสขันธ์","336","6","1.79"
"11084  :  โรงพยาบาลคำม่วง","740","20","2.70"
"11085  :  โรงพยาบาลท่าคันโท","845","14","1.66"
"11086  :  โรงพยาบาลหนองกุงศรี","563","1","0.18"
"11087  :  โรงพยาบาลสมเด็จ","1,300","9","0.69"
"11088  :  โรงพยาบาลห้วยผึ้ง","634","1","0.16"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","1,074","0","0.00"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","870","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","225","2","0.89"
"28790  :  โรงพยาบาลดอนจาน","235","1","0.43"
"28791  :  โรงพยาบาลสามชัย","77","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","804","2","0.25"
"11090  :  โรงพยาบาลกุดบาก","250","7","2.80"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","389","6","1.54"
"11092  :  โรงพยาบาลพังโคน","674","19","2.82"
"11093  :  โรงพยาบาลวาริชภูมิ","553","14","2.53"
"11094  :  โรงพยาบาลนิคมน้ำอูน","144","5","3.47"
"11095  :  โรงพยาบาลวานรนิวาส","860","6","0.70"
"11096  :  โรงพยาบาลคำตากล้า","728","92","12.64"
"11097  :  โรงพยาบาลบ้านม่วง","642","13","2.02"
"11098  :  โรงพยาบาลอากาศอำนวย","942","33","3.50"
"11099  :  โรงพยาบาลส่องดาว","697","36","5.16"
"11100  :  โรงพยาบาลเต่างอย","210","1","0.48"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","423","3","0.71"
"11102  :  โรงพยาบาลเจริญศิลป์","821","17","2.07"
"11103  :  โรงพยาบาลโพนนาแก้ว","108","3","2.78"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","1,637","10","0.61"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","1,894","15","0.79"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","258","4","1.55"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","1","0","0.00"
"10711  :  โรงพยาบาลนครพนม","20","0","0.00"
"11104  :  โรงพยาบาลปลาปาก","491","0","0.00"
"11105  :  โรงพยาบาลท่าอุเทน","235","0","0.00"
"11106  :  โรงพยาบาลบ้านแพง","477","18","3.77"
"11107  :  โรงพยาบาลนาทม","159","1","0.63"
"11108  :  โรงพยาบาลเรณูนคร","348","4","1.15"
"11109  :  โรงพยาบาลนาแก","438","0","0.00"
"11110  :  โรงพยาบาลศรีสงคราม","443","0","0.00"
"11111  :  โรงพยาบาลนาหว้า","739","68","9.20"
"11112  :  โรงพยาบาลโพนสวรรค์","340","0","0.00"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","90","3","3.33"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","287","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","1,665","0","0.00"
"11113  :  โรงพยาบาลนิคมคำสร้อย","362","0","0.00"
"11114  :  โรงพยาบาลดอนตาล","386","0","0.00"
"11115  :  โรงพยาบาลดงหลวง","566","0","0.00"
"11116  :  โรงพยาบาลคำชะอี","223","0","0.00"
"11117  :  โรงพยาบาลหว้านใหญ่","156","6","3.85"
"11118  :  โรงพยาบาลหนองสูง","111","0","0.00"
"06009  :  โรงพยาบาลแม่ตื่น","0","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","0","0","0.00"
"11119  :  โรงพยาบาลจอมทอง","0","0","0.00"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","0","0","0.00"
"11121  :  โรงพยาบาลเชียงดาว","0","0","0.00"
"11122  :  โรงพยาบาลดอยสะเก็ด","0","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","0","0","0.00"
"11125  :  โรงพยาบาลฝาง","0","0","0.00"
"11126  :  โรงพยาบาลแม่อาย","0","0","0.00"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","0","0","0.00"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0.00"
"11132  :  โรงพยาบาลฮอด","0","0","0.00"
"11133  :  โรงพยาบาลดอยเต่า","0","0","0.00"
"11134  :  โรงพยาบาลอมก๋อย","0","0","0.00"
"11135  :  โรงพยาบาลสารภี","0","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","0","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","0","0","0.00"
"11138  :  โรงพยาบาลแม่วาง","0","0","0.00"
"11139  :  โรงพยาบาลแม่ออน","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","0","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","0","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00"
"10714  :  โรงพยาบาลลำพูน","85","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","633","0","0.00"
"11141  :  โรงพยาบาลบ้านโฮ่ง","528","5","0.95"
"11142  :  โรงพยาบาลลี้","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","582","0","0.00"
"11144  :  โรงพยาบาลป่าซาง","365","0","0.00"
"11145  :  โรงพยาบาลบ้านธิ","682","10","1.47"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","545","1","0.18"
"24956  :  โรงพยาบาลเวียงหนองล่อง","178","1","0.56"
"10672  :  โรงพยาบาลลำปาง","1,878","5","0.27"
"11146  :  โรงพยาบาลแม่เมาะ","685","36","5.26"
"11147  :  โรงพยาบาลเกาะคา","109","0","0.00"
"11148  :  โรงพยาบาลเสริมงาม","303","0","0.00"
"11149  :  โรงพยาบาลงาว","159","0","0.00"
"11150  :  โรงพยาบาลแจ้ห่ม","317","0","0.00"
"11151  :  โรงพยาบาลวังเหนือ","357","0","0.00"
"11152  :  โรงพยาบาลเถิน","336","3","0.89"
"11153  :  โรงพยาบาลแม่พริก","253","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","374","0","0.00"
"11155  :  โรงพยาบาลสบปราบ","350","34","9.71"
"11156  :  โรงพยาบาลห้างฉัตร","572","0","0.00"
"11157  :  โรงพยาบาลเมืองปาน","194","0","0.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","1,060","1","0.09"
"11158  :  โรงพยาบาลตรอน","194","0","0.00"
"11159  :  โรงพยาบาลท่าปลา","542","10","1.85"
"11160  :  โรงพยาบาลน้ำปาด","357","3","0.84"
"11161  :  โรงพยาบาลฟากท่า","119","0","0.00"
"11162  :  โรงพยาบาลบ้านโคก","244","0","0.00"
"11163  :  โรงพยาบาลพิชัย","223","3","1.35"
"11164  :  โรงพยาบาลลับแล","329","12","3.65"
"11165  :  โรงพยาบาลทองแสนขัน","242","1","0.41"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","1,137","10","0.88"
"10715  :  โรงพยาบาลแพร่","0","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","0","0","0.00"
"11167  :  โรงพยาบาลลอง","0","0","0.00"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00"
"11170  :  โรงพยาบาลสอง","0","0","0.00"
"11171  :  โรงพยาบาลวังชิ้น","0","0","0.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","0","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","0","0","0.00"
"10716  :  โรงพยาบาลน่าน","18,323","1,469","8.02"
"11173  :  โรงพยาบาลแม่จริม","105","16","15.24"
"11174  :  โรงพยาบาลบ้านหลวง","67","5","7.46"
"11175  :  โรงพยาบาลนาน้อย","146","12","8.22"
"11176  :  โรงพยาบาลท่าวังผา","178","10","5.62"
"11177  :  โรงพยาบาลเวียงสา","251","3","1.20"
"11178  :  โรงพยาบาลทุ่งช้าง","130","13","10.00"
"11179  :  โรงพยาบาลเชียงกลาง","71","0","0.00"
"11180  :  โรงพยาบาลนาหมื่น","149","13","8.72"
"11181  :  โรงพยาบาลสันติสุข","102","16","15.69"
"11182  :  โรงพยาบาลบ่อเกลือ","154","3","1.95"
"11183  :  โรงพยาบาลสองแคว","28","8","28.57"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","94","7","7.45"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","207","55","26.57"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","61","0","0.00"
"25017  :  โรงพยาบาลภูเพียง","0","0","0.00"
"10717  :  โรงพยาบาลพะเยา","1","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","7","1","14.29"
"11184  :  โรงพยาบาลจุน","72","4","5.56"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","371","19","5.12"
"11187  :  โรงพยาบาลปง","139","1","0.72"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","737","59","8.01"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","0","0","0.00"
"11189  :  โรงพยาบาลเทิง","0","0","0.00"
"11190  :  โรงพยาบาลพาน","0","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","0","0","0.00"
"11192  :  โรงพยาบาลแม่จัน","0","0","0.00"
"11193  :  โรงพยาบาลเชียงแสน","0","0","0.00"
"11194  :  โรงพยาบาลแม่สาย","0","0","0.00"
"11195  :  โรงพยาบาลแม่สรวย","0","0","0.00"
"11196  :  โรงพยาบาลเวียงป่าเป้า","0","0","0.00"
"11197  :  โรงพยาบาลพญาเม็งราย","0","0","0.00"
"11198  :  โรงพยาบาลเวียงแก่น","0","0","0.00"
"11199  :  โรงพยาบาลขุนตาล","0","0","0.00"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","0","0","0.00"
"11201  :  โรงพยาบาลแม่ลาว","0","0","0.00"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","0","0","0.00"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","0","0","0.00"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","0","0","0.00"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","0","0","0.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","727","0","0.00"
"11203  :  โรงพยาบาลขุนยวม","207","0","0.00"
"11204  :  โรงพยาบาลปาย","176","0","0.00"
"11205  :  โรงพยาบาลแม่สะเรียง","1,054","0","0.00"
"11206  :  โรงพยาบาลแม่ลาน้อย","278","0","0.00"
"11207  :  โรงพยาบาลสบเมย","175","0","0.00"
"11208  :  โรงพยาบาลปางมะผ้า","271","9","3.32"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","0","0","0.00"
"11209  :  โรงพยาบาลโกรกพระ","499","3","0.60"
"11210  :  โรงพยาบาลชุมแสง","226","0","0.00"
"11211  :  โรงพยาบาลหนองบัว","572","0","0.00"
"11212  :  โรงพยาบาลบรรพตพิสัย","333","0","0.00"
"11213  :  โรงพยาบาลเก้าเลี้ยว","1,361","6","0.44"
"11214  :  โรงพยาบาลตาคลี","419","1","0.24"
"11215  :  โรงพยาบาลท่าตะโก","461","12","2.60"
"11216  :  โรงพยาบาลไพศาลี","204","0","0.00"
"11217  :  โรงพยาบาลพยุหะคีรี","605","0","0.00"
"11218  :  โรงพยาบาลลาดยาว","470","0","0.00"
