"โรงพยาบาล","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
								2558 (A)","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
                                  2559 (B)","ผลการดำเนินงานในรอบปีงบประมาณ 2559 (A-B)/A*100"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","0","0","0","0","0","0","0","0","0","0","0","0"
"10857  :  โรงพยาบาลกบินทร์บุรี","167","109","4","0","8","6","26","43","95","94","-550","0"
"10858  :  โรงพยาบาลนาดี","207","231","225","270","226","248","225","214","-9","-7","0","21"
"10859  :  โรงพยาบาลบ้านสร้าง","151","150","150","151","130","185","180","186","14","-23","-20","-23"
"10860  :  โรงพยาบาลประจันตคาม","279","308","304","326","139","15","266","104","50","95","13","68"
"10861  :  โรงพยาบาลศรีมหาโพธิ","99","120","88","87","127","132","161","152","-28","-10","-83","-75"
"10862  :  โรงพยาบาลศรีมโหสถ","91","0","0","0","0","0","0","0","100","0","0","0"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","31","19","4","11","6","9","3","4","81","53","25","64"
"10698  :  โรงพยาบาลนครนายก","25","7","6","2","2","2","3","3","92","71","50","-50"
"10863  :  โรงพยาบาลปากพลี","0","0","0","0","0","0","0","0","0","0","0","0"
"10864  :  โรงพยาบาลบ้านนา","87","0","0","0","0","0","86","130","100","0","0","0"
"10865  :  โรงพยาบาลองครักษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0","0","0","0","0","0","0","0","0"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","3","1","1","1","1","2","1","0","67","-100","0"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","413","477","423","480","650","545","306","427","-57","-14","28","11"
"10866  :  โรงพยาบาลคลองหาด","78","49","50","47","1","3","5","3","99","94","90","94"
"10867  :  โรงพยาบาลตาพระยา","9","7","7","13","27","21","16","14","-200","-200","-129","-8"
"10868  :  โรงพยาบาลวังน้ำเย็น","229","38","0","63","235","100","59","94","-3","-163","0","-49"
"10869  :  โรงพยาบาลวัฒนานคร","1","1","1","46","190","63","54","63","-18,900","-6,200","-5,300","-37"
"10870  :  โรงพยาบาลอรัญประเทศ","322","89","27","25","75","47","28","40","77","47","-4","-60"
"13817  :  โรงพยาบาลเขาฉกรรจ์","96","65","58","37","103","49","30","23","-7","25","48","38"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","3","0","0","0","0","0","0","0","100","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0","0","2","5","1","2","0","0","0","0"
"10871  :  โรงพยาบาลครบุรี","0","0","0","1","0","0","0","0","0","0","0","100"
"10872  :  โรงพยาบาลเสิงสาง","0","0","0","0","0","0","0","0","0","0","0","0"
"10873  :  โรงพยาบาลคง","2","0","0","0","0","0","0","0","100","0","0","0"
"10874  :  โรงพยาบาลบ้านเหลื่อม","0","0","0","0","19","11","10","7","0","0","0","0"
"10875  :  โรงพยาบาลจักราช","4","2","0","0","0","0","0","0","100","100","0","0"
"10876  :  โรงพยาบาลโชคชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10877  :  โรงพยาบาลด่านขุนทด","30","0","0","0","0","0","0","0","100","0","0","0"
"10878  :  โรงพยาบาลโนนไทย","13","0","0","0","0","0","0","0","100","0","0","0"
"10879  :  โรงพยาบาลโนนสูง","0","0","0","0","0","0","0","0","0","0","0","0"
"10880  :  โรงพยาบาลขามสะแกแสง","0","0","0","0","0","0","0","0","0","0","0","0"
"10881  :  โรงพยาบาลบัวใหญ่","1","0","0","0","0","0","0","0","100","0","0","0"
"10882  :  โรงพยาบาลประทาย","0","0","0","0","0","0","0","0","0","0","0","0"
"10883  :  โรงพยาบาลปักธงชัย","5","3","0","3","0","3","2","4","100","0","0","-33"
"10884  :  โรงพยาบาลพิมาย","18","0","20","13","0","0","0","0","100","0","100","100"
"10885  :  โรงพยาบาลห้วยแถลง","0","0","0","0","0","0","0","0","0","0","0","0"
"10886  :  โรงพยาบาลชุมพวง","2","0","0","1","0","0","0","0","100","0","0","100"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0","0","0","0","0","0","0","0","0","0"
"10888  :  โรงพยาบาลขามทะเลสอ","7","1","2","2","1","0","0","2","86","100","100","0"
"10889  :  โรงพยาบาลสีคิ้ว","2","0","0","0","0","0","0","0","100","0","0","0"
"10890  :  โรงพยาบาลปากช่องนานา","105","133","71","3","0","0","0","0","100","100","100","100"
"10891  :  โรงพยาบาลหนองบุญมาก","0","0","0","0","0","0","0","0","0","0","0","0"
"10892  :  โรงพยาบาลแก้งสนามนาง","0","0","0","0","0","0","0","0","0","0","0","0"
"10893  :  โรงพยาบาลโนนแดง","0","0","0","0","0","0","0","0","0","0","0","0"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","0","0","0","0","0","0","0","0","0","0","0"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","12","9","12","15","15","11","17","6","-25","-22","-42","60"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0","0","0","0","0","0","0","0","0","0","0","0"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0","0","0","0","0","0","0","0","0","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0","0","0","0","0","0","0","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0","0","0","0","0","0","0","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","10","3","0","0","0","0","0","0","100","100","0","0"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","3","0","0","0","1","1","0","0","67","0","0","0"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0","0","0","0","0","0","0","0","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0","0","0","0","0","0","0","0","0","0"
"27839  :  โรงพยาบาลบัวลาย","0","0","0","0","0","0","0","0","0","0","0","0"
"27840  :  โรงพยาบาลสีดา","0","0","0","0","0","0","0","0","0","0","0","0"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0","0","0","0","0","0","0","0","0"
"10895  :  โรงพยาบาลคูเมือง","0","1","11","2","12","0","0","0","0","100","100","100"
"10896  :  โรงพยาบาลกระสัง","28","0","0","0","0","0","0","0","100","0","0","0"
"10897  :  โรงพยาบาลนางรอง","1","0","0","0","0","0","0","0","100","0","0","0"
"10898  :  โรงพยาบาลหนองกี่","0","0","0","0","0","0","0","0","0","0","0","0"
"10899  :  โรงพยาบาลละหานทราย","22","0","0","0","11","0","0","0","50","0","0","0"
"10900  :  โรงพยาบาลประโคนชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0","0","0","0","0","0","0","0","0","0"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0","0","0","0","0","0","0","0","0","0"
"10904  :  โรงพยาบาลลำปลายมาศ","32","0","0","0","0","0","0","0","100","0","0","0"
"10905  :  โรงพยาบาลสตึก","28","0","0","0","0","0","1","23","100","0","0","0"
"10906  :  โรงพยาบาลปะคำ","0","0","0","0","0","0","0","0","0","0","0","0"
"10907  :  โรงพยาบาลนาโพธิ์","33","19","0","0","0","0","0","0","100","100","0","0"
"10908  :  โรงพยาบาลหนองหงส์","0","0","0","0","0","0","0","0","0","0","0","0"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10910  :  โรงพยาบาลห้วยราช","27","9","2","8","0","0","0","0","100","100","100","100"
"10911  :  โรงพยาบาลโนนสุวรรณ","4","0","0","0","0","0","0","0","100","0","0","0"
"10912  :  โรงพยาบาลชำนิ","2","1","0","0","0","0","0","0","100","100","0","0"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","0","0","0","0","0","0","0","0","0","0","0"
"10914  :  โรงพยาบาลโนนดินแดง","12","0","0","0","0","0","0","0","100","0","0","0"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0","0","0","0","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0","0","0","0","0","0","0","0","0","0"
"23578  :  โรงพยาบาลแคนดง","24","18","14","0","16","12","18","6","33","33","-29","0"
"28020  :  โรงพยาบาลบ้านด่าน","0","0","0","0","0","0","0","0","0","0","0","0"
"10668  :  โรงพยาบาลสุรินทร์","676","731","676","659","593","573","519","536","12","22","23","19"
"10915  :  โรงพยาบาลชุมพลบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10916  :  โรงพยาบาลท่าตูม","0","0","0","0","0","0","0","0","0","0","0","0"
"10917  :  โรงพยาบาลจอมพระ","0","2","0","0","0","0","0","1","0","100","0","0"
"10918  :  โรงพยาบาลปราสาท","2","0","1","0","1","2","1","0","50","0","0","0"
"10919  :  โรงพยาบาลกาบเชิง","0","0","0","0","0","0","0","0","0","0","0","0"
"10920  :  โรงพยาบาลรัตนบุรี","1","0","1","0","0","0","0","1","100","0","100","0"
"10921  :  โรงพยาบาลสนม","0","0","0","0","0","0","0","0","0","0","0","0"
"10922  :  โรงพยาบาลศีขรภูมิ","0","0","0","0","0","0","0","0","0","0","0","0"
"10923  :  โรงพยาบาลสังขะ","4","7","5","3","1","6","3","4","75","14","40","-33"
"10924  :  โรงพยาบาลลำดวน","0","0","0","0","0","0","0","0","0","0","0","0"
"10925  :  โรงพยาบาลสำโรงทาบ","0","0","0","0","0","0","0","0","0","0","0","0"
"10926  :  โรงพยาบาลบัวเชด","0","2","3","2","1","1","3","1","0","50","0","50"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","1","0","0","0","0","0","0","0","100","0","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0","0","0"
"27842  :  โรงพยาบาลเขวาสินรินทร์","0","0","17","0","0","1","1","4","0","0","94","0"
"27843  :  โรงพยาบาลศรีณรงค์","0","0","0","0","0","0","0","0","0","0","0","0"
"27844  :  โรงพยาบาลโนนนารายณ์","1","0","0","0","0","0","0","0","100","0","0","0"
"10700  :  โรงพยาบาลศรีสะเกษ","293","257","294","328","329","339","256","232","-12","-32","13","29"
"10927  :  โรงพยาบาลยางชุมน้อย","22","11","24","12","22","11","11","412","0","0","54","-3,333"
"10928  :  โรงพยาบาลกันทรารมย์","35","27","18","27","22","18","29","16","37","33","-61","41"
"10929  :  โรงพยาบาลกันทรลักษ์","23","7","15","37","43","27","22","17","-87","-286","-47","54"
"10930  :  โรงพยาบาลขุขันธ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10931  :  โรงพยาบาลไพรบึง","9","2","3","317","6","5","20","2","33","-150","-567","99"
"10932  :  โรงพยาบาลปรางค์กู่","4","6","11","85","133","190","6","9","-3,225","-3,067","45","89"
"10933  :  โรงพยาบาลขุนหาญ","19","9","10","12","18","14","6","11","5","-56","40","8"
"10934  :  โรงพยาบาลราษีไศล","4","6","13","13","13","11","16","13","-225","-83","-23","0"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","29","18","60","75","52","37","36","28","-79","-106","40","63"
"10936  :  โรงพยาบาลบึงบูรพ์","37","27","37","47","52","28","62","58","-41","-4","-68","-23"
"10937  :  โรงพยาบาลห้วยทับทัน","23","22","24","23","32","15","49","27","-39","32","-104","-17"
"10938  :  โรงพยาบาลโนนคูณ","12","5","2","7","12","14","10","4","0","-180","-400","43"
"10939  :  โรงพยาบาลศรีรัตนะ","16","13","20","16","21","10","13","6","-31","23","35","63"
"10940  :  โรงพยาบาลวังหิน","35","19","14","28","31","49","26","14","11","-158","-86","50"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","18","8","14","9","29","15","14","8","-61","-88","0","11"
"10942  :  โรงพยาบาลภูสิงห์","4","8","4","8","9","10","9","3","-125","-25","-125","63"
"10943  :  โรงพยาบาลเมืองจันทร์","1","0","1","3","4","4","6","8","-300","0","-500","-167"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","14","8","5","6","11","8","5","7","21","0","0","-17"
"28014  :  โรงพยาบาลพยุห์","4","10","4","4","0","0","1","2","100","100","75","50"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","9","1","10","4","13","5","3","3","-44","-400","70","25"
"28016  :  โรงพยาบาลศิลาลาด","0","1","1","4","4","1","1","1","0","0","0","75"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","45","50","45","47","45","51","50","26","0","-2","-11","45"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0","0","0","0","0","2","0","0","0","0"
"10945  :  โรงพยาบาลโขงเจียม","0","0","0","0","0","0","0","1","0","0","0","0"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","1","0","4","0","1","0","0","0","0"
"10947  :  โรงพยาบาลเขมราฐ","0","0","0","2","2","1","0","0","0","0","0","100"
"10948  :  โรงพยาบาลนาจะหลวย","0","0","0","0","0","0","0","0","0","0","0","0"
"10949  :  โรงพยาบาลน้ำยืน","0","0","1","5","1","1","1","1","0","0","0","80"
"10950  :  โรงพยาบาลบุณฑริก","36","21","1","0","0","1","0","0","100","95","100","0"
"10951  :  โรงพยาบาลตระการพืชผล","0","0","0","0","0","0","0","0","0","0","0","0"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","0","0","0","1","1","2","0","0","0","0","0","100"
"10953  :  โรงพยาบาลม่วงสามสิบ","0","0","0","0","0","0","0","0","0","0","0","0"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","1","1","1","1","1","0","0","0","0","100"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","1","0","0","2","0","1","0","1","100","0","0","50"
"10957  :  โรงพยาบาลตาลสุม","0","0","0","0","0","0","0","0","0","0","0","0"
"10958  :  โรงพยาบาลโพธิ์ไทร","0","2","0","2","1","1","0","0","0","50","0","100"
"10959  :  โรงพยาบาลสำโรง","0","1","1","0","0","0","0","0","0","100","100","0"
"10960  :  โรงพยาบาลดอนมดแดง","0","0","0","1","0","0","0","0","0","0","0","100"
"10961  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","1","0","0","0","0"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","0","0","0","0","0","0","0","0","0","0","0","0"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0","0","0","0","0","0","0","0","0","0"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0","0","0","0","0","0","0","0","0","0"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0","0","0","0","0","0","0","0","0","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0","0","0","0","0","0","0","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0","0","0","0","0","0","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0","2","0","4","4","2","0","0","0","0"
"24032  :  โรงพยาบาลนาตาล","0","0","1","0","0","0","0","0","0","0","100","0"
"24821  :  โรงพยาบาลนาเยีย","0","1","0","1","0","0","1","0","0","100","0","100"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0","0","17","1","1","0","0","0","0"
"27968  :  โรงพยาบาลน้ำขุ่น","0","1","0","1","0","1","1","0","0","0","0","100"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","2","2","0","2","0","0","0","0","100","100","0"
"10701  :  โรงพยาบาลยโสธร","173","0","20","81","94","70","84","76","46","0","-320","6"
"10963  :  โรงพยาบาลทรายมูล","0","0","0","0","0","0","0","0","0","0","0","0"
"10964  :  โรงพยาบาลกุดชุม","1","1","5","3","0","1","5","5","100","0","0","-67"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","0","0","0","0","0","0","0","0","0","0","0","0"
"10966  :  โรงพยาบาลป่าติ้ว","0","2","0","0","1","0","3","1","0","100","0","0"
"10967  :  โรงพยาบาลมหาชนะชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10968  :  โรงพยาบาลค้อวัง","0","2","0","5","1","0","0","0","0","100","0","100"
"10969  :  โรงพยาบาลไทยเจริญ","0","0","0","0","0","0","0","0","0","0","0","0"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","0","2","0","0","0","0","0","0","0","100","0","0"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0","0","0","0","0","0","0","0","0","0"
"04007  :  โรงพยาบาลซับใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"10702  :  โรงพยาบาลชัยภูมิ","11","8","3","6","15","14","23","16","-36","-75","-667","-167"
"10970  :  โรงพยาบาลบ้านเขว้า","0","0","0","0","0","0","0","0","0","0","0","0"
"10971  :  โรงพยาบาลคอนสวรรค์","1","0","2","2","187","179","186","208","-18,600","0","-9,200","-10,300"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10973  :  โรงพยาบาลหนองบัวแดง","0","0","0","0","0","0","0","0","0","0","0","0"
"10974  :  โรงพยาบาลจัตุรัส","53","29","34","53","78","52","17","32","-47","-79","50","40"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","0","0","0","0","0","0","0","0","0","0","0","0"
"10976  :  โรงพยาบาลหนองบัวระเหว","0","1","0","1","0","0","1","1","0","100","0","0"
"10977  :  โรงพยาบาลเทพสถิต","11","0","0","0","0","0","0","0","100","0","0","0"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","0","0","0","0","15","10","23","85","0","0","0","0"
"10979  :  โรงพยาบาลบ้านแท่น","0","0","0","0","0","0","0","0","0","0","0","0"
"10980  :  โรงพยาบาลแก้งคร้อ","0","0","0","0","0","0","0","0","0","0","0","0"
"10981  :  โรงพยาบาลคอนสาร","1","0","0","0","0","0","0","0","100","0","0","0"
"10982  :  โรงพยาบาลภักดีชุมพล","25","8","7","17","34","1","8","7","-36","88","-14","59"
"10983  :  โรงพยาบาลเนินสง่า","29","35","20","16","25","28","31","20","14","20","-55","-25"
"10703  :  โรงพยาบาลอำนาจเจริญ","1","1","3","79","1","0","0","0","0","100","100","100"
"10985  :  โรงพยาบาลชานุมาน","0","1","2","1","3","10","4","2","0","-900","-100","-100"
"10986  :  โรงพยาบาลปทุมราชวงศา","0","0","0","0","0","0","7","6","0","0","0","0"
"10987  :  โรงพยาบาลพนา","0","0","0","0","1","0","0","0","0","0","0","0"
"10988  :  โรงพยาบาลเสนางคนิคม","0","0","0","0","0","6","2","6","0","0","0","0"
"10989  :  โรงพยาบาลหัวตะพาน","45","12","10","12","27","13","12","6","40","-8","-20","50"
"10990  :  โรงพยาบาลลืออำนาจ","0","0","0","0","0","0","0","0","0","0","0","0"
"11040  :  โรงพยาบาลบึงกาฬ","2","0","0","0","0","0","0","0","100","0","0","0"
"11041  :  โรงพยาบาลพรเจริญ","54","56","62","47","45","54","75","65","17","4","-21","-38"
"11043  :  โรงพยาบาลโซ่พิสัย","33","17","13","15","23","15","16","91","30","12","-23","-507"
"11046  :  โรงพยาบาลเซกา","2","3","0","0","0","0","0","0","100","100","0","0"
"11047  :  โรงพยาบาลปากคาด","10","29","9","5","30","5","10","3","-200","83","-11","40"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0","0","0","0","0","0","0","0","0","0"
"11049  :  โรงพยาบาลศรีวิไล","64","68","62","66","77","59","58","72","-20","13","6","-9"
"11050  :  โรงพยาบาลบุ่งคล้า","28","24","25","18","21","19","17","20","25","21","32","-11"
"10704  :  โรงพยาบาลหนองบัวลำภู","2","3","56","344","363","302","190","2","-18,050","-9,967","-239","99"
"10991  :  โรงพยาบาลนากลาง","8","6","14","9","16","8","10","0","-100","-33","29","100"
"10992  :  โรงพยาบาลโนนสัง","96","131","110","128","124","121","124","0","-29","8","-13","100"
"10993  :  โรงพยาบาลศรีบุญเรือง","223","218","193","209","218","238","232","0","2","-9","-20","100"
"10994  :  โรงพยาบาลสุวรรณคูหา","81","63","59","61","74","72","51","14","9","-14","14","77"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","48","53","49","45","44","47","25","0","8","11","49","100"
"10670  :  โรงพยาบาลขอนแก่น","82","85","76","102","101","90","89","117","-23","-6","-17","-15"
"10995  :  โรงพยาบาลบ้านฝาง","1","0","0","2","0","0","1","0","100","0","0","100"
"10996  :  โรงพยาบาลพระยืน","0","0","41","0","14","179","3","1","0","0","93","0"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0","0","0","0","0","0","0","0","0","0"
"10998  :  โรงพยาบาลชุมแพ","10","7","2","4","4","3","3","5","60","57","-50","-25"
"10999  :  โรงพยาบาลสีชมพู","0","0","0","0","0","0","0","0","0","0","0","0"
"11000  :  โรงพยาบาลน้ำพอง","2","0","0","1","2","2","1","1","0","0","0","0"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0","0","0","0","0","0","0","0","0","0"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0","0","0","0","0","0","0","0","0","0"
"11003  :  โรงพยาบาลเปือยน้อย","0","0","0","0","0","0","0","0","0","0","0","0"
"11004  :  โรงพยาบาลพล","0","4","3","3","4","1","4","1","0","75","-33","67"
"11005  :  โรงพยาบาลแวงใหญ่","75","36","1","1","0","1","13","4","100","97","-1,200","-300"
"11006  :  โรงพยาบาลแวงน้อย","0","0","0","0","1","0","1","1","0","0","0","0"
"11007  :  โรงพยาบาลหนองสองห้อง","1","0","5","0","3","1","2","0","-200","0","60","0"
"11008  :  โรงพยาบาลภูเวียง","0","0","0","0","0","0","0","0","0","0","0","0"
"11009  :  โรงพยาบาลมัญจาคีรี","0","0","2","0","1","3","0","2","0","0","100","0"
"11010  :  โรงพยาบาลชนบท","0","3","2","1","0","1","1","0","0","67","50","100"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0","0","1","7","2","7","0","0","0","0"
"11012  :  โรงพยาบาลภูผาม่าน","1","0","0","0","0","0","0","0","100","0","0","0"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","0","0","0","0","0","0","0","0","0","0","0","0"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0","0","0","0","0","0","0","0","0","0"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0","0","0","0","0","0","0","0","0","0"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0","0","0","0","0","0","0","0","0","0"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0","0","0","0","0","1","0","0","0","0"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","29","50","106","159","119","131","0","0","-310","-162"
"14132  :  โรงพยาบาลซำสูง","0","1","1","2","2","0","1","0","0","100","0","100"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0","0","0","0","0","0","0","0","0","0"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0","0","0","0","0","0","0","0","0","0"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0","0","0","0","0","0","0","0","0","0"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0","0","0","0","0","0","0","0","0","0"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","0","0","0","0","0","0","0","0","0","0","0","0"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0","0","0","0","0","0","0","0","0","0"
"10671  :  โรงพยาบาลอุดรธานี","3","0","0","1","0","2","2","1","100","0","0","0"
"11013  :  โรงพยาบาลกุดจับ","0","0","0","0","0","0","0","0","0","0","0","0"
"11014  :  โรงพยาบาลหนองวัวซอ","36","52","32","8","9","1","2","3","75","98","94","63"
"11015  :  โรงพยาบาลกุมภวาปี","0","0","0","0","0","0","0","0","0","0","0","0"
"11016  :  โรงพยาบาลห้วยเกิ้ง","3","0","0","0","1","0","0","0","67","0","0","0"
"11017  :  โรงพยาบาลโนนสะอาด","96","114","61","38","2","13","12","16","98","89","80","58"
"11018  :  โรงพยาบาลหนองหาน","1","0","0","0","0","0","0","0","100","0","0","0"
"11019  :  โรงพยาบาลทุ่งฝน","0","0","0","0","0","0","0","0","0","0","0","0"
"11020  :  โรงพยาบาลไชยวาน","1","0","0","0","0","0","0","0","100","0","0","0"
"11021  :  โรงพยาบาลศรีธาตุ","43","31","32","26","26","25","26","19","40","19","19","27"
"11022  :  โรงพยาบาลวังสามหมอ","1","0","0","0","0","0","0","0","100","0","0","0"
"11023  :  โรงพยาบาลบ้านผือ","23","22","4","3","3","1","2","3","87","95","50","0"
"11024  :  โรงพยาบาลน้ำโสม","0","0","0","0","0","0","0","0","0","0","0","0"
"11025  :  โรงพยาบาลเพ็ญ","0","0","0","0","0","0","0","0","0","0","0","0"
"11026  :  โรงพยาบาลสร้างคอม","2","5","3","5","6","7","7","8","-200","-40","-133","-60"
"11027  :  โรงพยาบาลหนองแสง","12","13","13","22","13","22","14","14","-8","-69","-8","36"
"11028  :  โรงพยาบาลนายูง","0","0","0","0","0","0","0","0","0","0","0","0"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","0","0","5","0","5","7","12","5","0","0","-140","0"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","39","24","82","0","0","0","0","0","100","100","100","0"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0","0","2","5","2","1","0","0","0","0"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0","0","0","0","0","0","0","0","0","0"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0","0","0","0","0","0","0","0","0","0"
"25058  :  โรงพยาบาลกู่แก้ว","6","0","0","0","0","0","0","0","100","0","0","0"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0","0","0","0","0","0","0","0","0","0"
"10705  :  โรงพยาบาลเลย","10","0","0","0","0","0","202","257","100","0","0","0"
"11030  :  โรงพยาบาลนาด้วง","0","0","0","0","0","0","0","0","0","0","0","0"
"11031  :  โรงพยาบาลเชียงคาน","1","0","0","0","0","0","0","0","100","0","0","0"
"11032  :  โรงพยาบาลปากชม","0","0","0","0","0","0","0","0","0","0","0","0"
"11033  :  โรงพยาบาลนาแห้ว","0","0","0","0","0","0","0","0","0","0","0","0"
"11034  :  โรงพยาบาลภูเรือ","0","0","0","0","0","0","0","0","0","0","0","0"
"11035  :  โรงพยาบาลท่าลี่","0","0","0","0","0","0","0","0","0","0","0","0"
"11036  :  โรงพยาบาลวังสะพุง","0","0","0","0","0","0","0","0","0","0","0","0"
