"โรงพยาบาล","B","A","อัตรา(100)"
"10947  :  โรงพยาบาลเขมราฐ","1,351","1","0.07"
"10948  :  โรงพยาบาลนาจะหลวย","1,326","11","0.83"
"10949  :  โรงพยาบาลน้ำยืน","769","1","0.13"
"10950  :  โรงพยาบาลบุณฑริก","516","3","0.58"
"10951  :  โรงพยาบาลตระการพืชผล","115","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","682","1","0.15"
"10953  :  โรงพยาบาลม่วงสามสิบ","86","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","2","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","258","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","274","0","0.00"
"10959  :  โรงพยาบาลสำโรง","552","3","0.54"
"10960  :  โรงพยาบาลดอนมดแดง","354","1","0.28"
"10961  :  โรงพยาบาลสิรินธร","440","4","0.91"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","515","1","0.19"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","7","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","309","1","0.32"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","1,587","2","0.13"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","119","1","0.84"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","85","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","50","1","2.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","123","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","822","15","1.82"
"10966  :  โรงพยาบาลป่าติ้ว","534","2","0.37"
"10967  :  โรงพยาบาลมหาชนะชัย","536","12","2.24"
"10968  :  โรงพยาบาลค้อวัง","353","1","0.28"
"10969  :  โรงพยาบาลไทยเจริญ","332","7","2.11"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","749","11","1.47"
"11921  :  โรงพยาบาลนายแพทย์หาญ","198","4","2.02"
"04007  :  โรงพยาบาลซับใหญ่","248","1","0.40"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","842","17","2.02"
"10971  :  โรงพยาบาลคอนสวรรค์","236","3","1.27"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","500","31","6.20"
"10973  :  โรงพยาบาลหนองบัวแดง","952","37","3.89"
"10974  :  โรงพยาบาลจัตุรัส","776","14","1.80"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","649","10","1.54"
"10976  :  โรงพยาบาลหนองบัวระเหว","336","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","1,117","22","1.97"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","1,077","5","0.46"
"10979  :  โรงพยาบาลบ้านแท่น","483","17","3.52"
"10980  :  โรงพยาบาลแก้งคร้อ","882","10","1.13"
"10981  :  โรงพยาบาลคอนสาร","292","22","7.53"
"10982  :  โรงพยาบาลภักดีชุมพล","239","0","0.00"
"10983  :  โรงพยาบาลเนินสง่า","223","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","1,094","18","1.65"
"10985  :  โรงพยาบาลชานุมาน","584","3","0.51"
"10986  :  โรงพยาบาลปทุมราชวงศา","547","8","1.46"
"10987  :  โรงพยาบาลพนา","443","3","0.68"
"10988  :  โรงพยาบาลเสนางคนิคม","819","8","0.98"
"10989  :  โรงพยาบาลหัวตะพาน","264","2","0.76"
"10990  :  โรงพยาบาลลืออำนาจ","367","17","4.63"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","505","12","2.38"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0.00"
"11046  :  โรงพยาบาลเซกา","0","0","0.00"
"11047  :  โรงพยาบาลปากคาด","448","13","2.90"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","438","9","2.05"
"11050  :  โรงพยาบาลบุ่งคล้า","116","2","1.72"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","3","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","7","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","2","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","792","1","0.13"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","2","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","593","0","0.00"
"11000  :  โรงพยาบาลน้ำพอง","607","5","0.82"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","319","2","0.63"
"11004  :  โรงพยาบาลพล","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","6","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","600","2","0.33"
"11010  :  โรงพยาบาลชนบท","60","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","0","0","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","107","1","0.93"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","1","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","183","1","0.55"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","174","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","464","13","2.80"
"11014  :  โรงพยาบาลหนองวัวซอ","560","15","2.68"
"11015  :  โรงพยาบาลกุมภวาปี","1,036","0","0.00"
"11016  :  โรงพยาบาลห้วยเกิ้ง","117","4","3.42"
"11017  :  โรงพยาบาลโนนสะอาด","578","3","0.52"
"11018  :  โรงพยาบาลหนองหาน","851","10","1.18"
"11019  :  โรงพยาบาลทุ่งฝน","387","9","2.33"
"11020  :  โรงพยาบาลไชยวาน","815","6","0.74"
"11021  :  โรงพยาบาลศรีธาตุ","382","12","3.14"
"11022  :  โรงพยาบาลวังสามหมอ","769","8","1.04"
"11023  :  โรงพยาบาลบ้านผือ","785","34","4.33"
"11024  :  โรงพยาบาลน้ำโสม","832","27","3.25"
"11025  :  โรงพยาบาลเพ็ญ","947","13","1.37"
"11026  :  โรงพยาบาลสร้างคอม","513","2","0.39"
"11027  :  โรงพยาบาลหนองแสง","568","5","0.88"
"11028  :  โรงพยาบาลนายูง","359","5","1.39"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","325","10","3.08"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","1,214","0","0.00"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","103","1","0.97"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","2","0","0.00"
"10705  :  โรงพยาบาลเลย","927","29","3.13"
"11030  :  โรงพยาบาลนาด้วง","430","18","4.19"
"11031  :  โรงพยาบาลเชียงคาน","732","16","2.19"
"11032  :  โรงพยาบาลปากชม","340","30","8.82"
"11033  :  โรงพยาบาลนาแห้ว","61","5","8.20"
"11034  :  โรงพยาบาลภูเรือ","249","17","6.83"
"11035  :  โรงพยาบาลท่าลี่","165","8","4.85"
"11036  :  โรงพยาบาลวังสะพุง","663","12","1.81"
"11037  :  โรงพยาบาลภูกระดึง","536","7","1.31"
"11038  :  โรงพยาบาลภูหลวง","321","20","6.23"
"11039  :  โรงพยาบาลผาขาว","524","21","4.01"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","410","33","8.05"
"14133  :  โรงพยาบาลเอราวัณ","424","5","1.18"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","46","1","2.17"
"10706  :  โรงพยาบาลหนองคาย","1,613","0","0.00"
"11042  :  โรงพยาบาลโพนพิสัย","412","0","0.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","505","0","0.00"
"11045  :  โรงพยาบาลสังคม","220","7","3.18"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","1,343","6","0.45"
"14558  :  โรงพยาบาลพิสัยเวช","973","4","0.41"
"21356  :  โรงพยาบาลสระใคร","170","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","98","1","1.02"
"28811  :  โรงพยาบาลเฝ้าไร่","279","3","1.08"
"28815  :  โรงพยาบาลรัตนวาปี","90","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","4","0","0.00"
"11051  :  โรงพยาบาลแกดำ","371","20","5.39"
"11052  :  โรงพยาบาลโกสุมพิสัย","959","26","2.71"
"11053  :  โรงพยาบาลกันทรวิชัย","343","3","0.87"
"11054  :  โรงพยาบาลเชียงยืน","672","8","1.19"
"11055  :  โรงพยาบาลบรบือ","912","3","0.33"
"11056  :  โรงพยาบาลนาเชือก","366","4","1.09"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","727","19","2.61"
"11058  :  โรงพยาบาลวาปีปทุม","734","22","3.00"
"11059  :  โรงพยาบาลนาดูน","251","13","5.18"
"11060  :  โรงพยาบาลยางสีสุราช","179","1","0.56"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","16,974","513","3.02"
"24704  :  โรงพยาบาลกุดรัง","83","0","0.00"
"28843  :  โรงพยาบาลชื่นชม","248","5","2.02"
"10708  :  โรงพยาบาลร้อยเอ็ด","23","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","644","7","1.09"
"11062  :  โรงพยาบาลปทุมรัตต์","295","6","2.03"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","923","0","0.00"
"11064  :  โรงพยาบาลธวัชบุรี","345","0","0.00"
"11065  :  โรงพยาบาลพนมไพร","1","0","0.00"
"11066  :  โรงพยาบาลโพนทอง","697","1","0.14"
"11067  :  โรงพยาบาลโพธิ์ชัย","704","0","0.00"
"11068  :  โรงพยาบาลหนองพอก","417","0","0.00"
"11069  :  โรงพยาบาลเสลภูมิ","506","3","0.59"
"11070  :  โรงพยาบาลสุวรรณภูมิ","904","2","0.22"
"11071  :  โรงพยาบาลเมืองสรวง","215","0","0.00"
"11072  :  โรงพยาบาลโพนทราย","363","1","0.28"
"11073  :  โรงพยาบาลอาจสามารถ","843","19","2.25"
"11074  :  โรงพยาบาลเมยวดี","247","10","4.05"
"11075  :  โรงพยาบาลศรีสมเด็จ","320","0","0.00"
"11076  :  โรงพยาบาลจังหาร","278","1","0.36"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","2,996","80","2.67"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","697","21","3.01"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","83","1","1.20"
"27989  :  โรงพยาบาลเชียงขวัญ","109","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","124","3","2.42"
"10709  :  โรงพยาบาลกาฬสินธุ์","663","0","0.00"
"11077  :  โรงพยาบาลนามน","957","0","0.00"
"11078  :  โรงพยาบาลกมลาไสย","867","0","0.00"
"11079  :  โรงพยาบาลร่องคำ","425","6","1.41"
"11080  :  โรงพยาบาลเขาวง","559","20","3.58"
"11081  :  โรงพยาบาลยางตลาด","1,177","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","465","26","5.59"
"11083  :  โรงพยาบาลสหัสขันธ์","383","7","1.83"
"11084  :  โรงพยาบาลคำม่วง","581","12","2.07"
"11085  :  โรงพยาบาลท่าคันโท","857","8","0.93"
"11086  :  โรงพยาบาลหนองกุงศรี","517","0","0.00"
"11087  :  โรงพยาบาลสมเด็จ","1,013","10","0.99"
"11088  :  โรงพยาบาลห้วยผึ้ง","658","0","0.00"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","1,198","0","0.00"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","187","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","266","2","0.75"
"28790  :  โรงพยาบาลดอนจาน","267","4","1.50"
"28791  :  โรงพยาบาลสามชัย","98","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","820","45","5.49"
"11090  :  โรงพยาบาลกุดบาก","290","11","3.79"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","442","5","1.13"
"11092  :  โรงพยาบาลพังโคน","770","36","4.68"
"11093  :  โรงพยาบาลวาริชภูมิ","586","20","3.41"
"11094  :  โรงพยาบาลนิคมน้ำอูน","172","3","1.74"
"11095  :  โรงพยาบาลวานรนิวาส","0","0","0.00"
"11096  :  โรงพยาบาลคำตากล้า","815","52","6.38"
"11097  :  โรงพยาบาลบ้านม่วง","717","8","1.12"
"11098  :  โรงพยาบาลอากาศอำนวย","953","39","4.09"
"11099  :  โรงพยาบาลส่องดาว","529","21","3.97"
"11100  :  โรงพยาบาลเต่างอย","175","11","6.29"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","459","12","2.61"
"11102  :  โรงพยาบาลเจริญศิลป์","604","9","1.49"
"11103  :  โรงพยาบาลโพนนาแก้ว","191","13","6.81"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","2,482","6","0.24"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","2,128","24","1.13"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","222","2","0.90"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","154","1","0.65"
"11104  :  โรงพยาบาลปลาปาก","626","19","3.04"
"11105  :  โรงพยาบาลท่าอุเทน","281","8","2.85"
"11106  :  โรงพยาบาลบ้านแพง","480","39","8.13"
"11107  :  โรงพยาบาลนาทม","190","0","0.00"
"11108  :  โรงพยาบาลเรณูนคร","532","1","0.19"
"11109  :  โรงพยาบาลนาแก","447","5","1.12"
"11110  :  โรงพยาบาลศรีสงคราม","545","25","4.59"
"11111  :  โรงพยาบาลนาหว้า","985","40","4.06"
"11112  :  โรงพยาบาลโพนสวรรค์","515","6","1.17"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","159","5","3.14"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","276","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","2,961","0","0.00"
"11113  :  โรงพยาบาลนิคมคำสร้อย","342","19","5.56"
"11114  :  โรงพยาบาลดอนตาล","386","6","1.55"
"11115  :  โรงพยาบาลดงหลวง","624","3","0.48"
"11116  :  โรงพยาบาลคำชะอี","309","6","1.94"
"11117  :  โรงพยาบาลหว้านใหญ่","160","9","5.63"
"11118  :  โรงพยาบาลหนองสูง","99","0","0.00"
"06009  :  โรงพยาบาลแม่ตื่น","422","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","0","0","0.00"
"11119  :  โรงพยาบาลจอมทอง","727","2","0.28"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","569","0","0.00"
"11121  :  โรงพยาบาลเชียงดาว","1,042","9","0.86"
"11122  :  โรงพยาบาลดอยสะเก็ด","0","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","846","3","0.35"
"11125  :  โรงพยาบาลฝาง","1,178","4","0.34"
"11126  :  โรงพยาบาลแม่อาย","186","1","0.54"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","446","11","2.47"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0.00"
"11131  :  โรงพยาบาลหางดง","421","1","0.24"
"11132  :  โรงพยาบาลฮอด","449","10","2.23"
"11133  :  โรงพยาบาลดอยเต่า","96","7","7.29"
"11134  :  โรงพยาบาลอมก๋อย","672","13","1.93"
"11135  :  โรงพยาบาลสารภี","0","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","0","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","219","4","1.83"
"11138  :  โรงพยาบาลแม่วาง","307","1","0.33"
"11139  :  โรงพยาบาลแม่ออน","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","41","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","126","3","2.38"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","311","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","222","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","118","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","116","0","0.00"
"10714  :  โรงพยาบาลลำพูน","5","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","458","25","5.46"
"11141  :  โรงพยาบาลบ้านโฮ่ง","455","1","0.22"
"11142  :  โรงพยาบาลลี้","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","332","20","6.02"
"11144  :  โรงพยาบาลป่าซาง","367","14","3.81"
"11145  :  โรงพยาบาลบ้านธิ","637","36","5.65"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","205","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","111","3","2.70"
"10672  :  โรงพยาบาลลำปาง","3,600","13","0.36"
"11146  :  โรงพยาบาลแม่เมาะ","632","23","3.64"
"11147  :  โรงพยาบาลเกาะคา","103","4","3.88"
"11148  :  โรงพยาบาลเสริมงาม","283","16","5.65"
"11149  :  โรงพยาบาลงาว","134","9","6.72"
"11150  :  โรงพยาบาลแจ้ห่ม","309","28","9.06"
"11151  :  โรงพยาบาลวังเหนือ","294","7","2.38"
"11152  :  โรงพยาบาลเถิน","331","5","1.51"
"11153  :  โรงพยาบาลแม่พริก","265","23","8.68"
"11154  :  โรงพยาบาลแม่ทะ","327","14","4.28"
"11155  :  โรงพยาบาลสบปราบ","385","21","5.45"
"11156  :  โรงพยาบาลห้างฉัตร","619","13","2.10"
"11157  :  โรงพยาบาลเมืองปาน","237","3","1.27"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","1,480","1","0.07"
"11158  :  โรงพยาบาลตรอน","255","0","0.00"
"11159  :  โรงพยาบาลท่าปลา","437","7","1.60"
"11160  :  โรงพยาบาลน้ำปาด","343","2","0.58"
"11161  :  โรงพยาบาลฟากท่า","186","0","0.00"
"11162  :  โรงพยาบาลบ้านโคก","368","0","0.00"
"11163  :  โรงพยาบาลพิชัย","238","8","3.36"
"11164  :  โรงพยาบาลลับแล","262","7","2.67"
"11165  :  โรงพยาบาลทองแสนขัน","304","0","0.00"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","531","6","1.13"
"10715  :  โรงพยาบาลแพร่","0","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","250","23","9.20"
"11167  :  โรงพยาบาลลอง","657","45","6.85"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00"
"11170  :  โรงพยาบาลสอง","421","13","3.09"
"11171  :  โรงพยาบาลวังชิ้น","258","3","1.16"
"11172  :  โรงพยาบาลหนองม่วงไข่","130","3","2.31"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","745","20","2.68"
"10716  :  โรงพยาบาลน่าน","11,181","793","7.09"
"11173  :  โรงพยาบาลแม่จริม","131","24","18.32"
"11174  :  โรงพยาบาลบ้านหลวง","117","6","5.13"
"11175  :  โรงพยาบาลนาน้อย","208","20","9.62"
"11176  :  โรงพยาบาลท่าวังผา","203","5","2.46"
"11177  :  โรงพยาบาลเวียงสา","322","1","0.31"
"11178  :  โรงพยาบาลทุ่งช้าง","144","9","6.25"
"11179  :  โรงพยาบาลเชียงกลาง","126","11","8.73"
"11180  :  โรงพยาบาลนาหมื่น","165","11","6.67"
"11181  :  โรงพยาบาลสันติสุข","145","5","3.45"
"11182  :  โรงพยาบาลบ่อเกลือ","142","7","4.93"
"11183  :  โรงพยาบาลสองแคว","46","12","26.09"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","144","3","2.08"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","135","30","22.22"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","70","10","14.29"
"25017  :  โรงพยาบาลภูเพียง","0","0","0.00"
"10717  :  โรงพยาบาลพะเยา","0","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0.00"
"11184  :  โรงพยาบาลจุน","123","5","4.07"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","338","19","5.62"
"11187  :  โรงพยาบาลปง","80","0","0.00"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","42","1","2.38"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","1,993","4","0.20"
"11189  :  โรงพยาบาลเทิง","507","16","3.16"
"11190  :  โรงพยาบาลพาน","18","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","121","2","1.65"
"11192  :  โรงพยาบาลแม่จัน","0","0","0.00"
"11193  :  โรงพยาบาลเชียงแสน","255","0","0.00"
"11194  :  โรงพยาบาลแม่สาย","1,343","1","0.07"
"11195  :  โรงพยาบาลแม่สรวย","242","9","3.72"
"11196  :  โรงพยาบาลเวียงป่าเป้า","574","0","0.00"
"11197  :  โรงพยาบาลพญาเม็งราย","129","8","6.20"
"11198  :  โรงพยาบาลเวียงแก่น","618","2","0.32"
"11199  :  โรงพยาบาลขุนตาล","209","0","0.00"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","301","0","0.00"
"11201  :  โรงพยาบาลแม่ลาว","116","1","0.86"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","139","0","0.00"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","906","0","0.00"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","132","8","6.06"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","40","1","2.50"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","895","0","0.00"
"11203  :  โรงพยาบาลขุนยวม","273","0","0.00"
"11204  :  โรงพยาบาลปาย","318","1","0.31"
"11205  :  โรงพยาบาลแม่สะเรียง","658","3","0.46"
"11206  :  โรงพยาบาลแม่ลาน้อย","235","6","2.55"
"11207  :  โรงพยาบาลสบเมย","157","0","0.00"
"11208  :  โรงพยาบาลปางมะผ้า","239","12","5.02"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","49","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","0","0","0.00"
"11209  :  โรงพยาบาลโกรกพระ","374","0","0.00"
"11210  :  โรงพยาบาลชุมแสง","208","0","0.00"
"11211  :  โรงพยาบาลหนองบัว","511","5","0.98"
"11212  :  โรงพยาบาลบรรพตพิสัย","286","13","4.55"
"11213  :  โรงพยาบาลเก้าเลี้ยว","235","1","0.43"
"11214  :  โรงพยาบาลตาคลี","402","5","1.24"
"11215  :  โรงพยาบาลท่าตะโก","430","1","0.23"
"11216  :  โรงพยาบาลไพศาลี","605","6","0.99"
"11217  :  โรงพยาบาลพยุหะคีรี","411","0","0.00"
"11218  :  โรงพยาบาลลาดยาว","402","0","0.00"
