"ชื่อกลุ่ม","ราย","LOS","วัน/ราย","ค่ารักษา","บาท/ราย","AdjRW","CMI","รับ Refer(ราย)","CMI Refer"
"05511 Acute MI w thrombol inj, w mild CC","2","2","1.00","27,420.25","13,710.13","5.0124","2.5062","0","0.0000"
"05514 Acute MI w thrombol inj, w mod to cat CC","1","2","2.00","39,238.75","39,238.75","3.0457","3.0457","0","0.0000"
"05520 Acute MI w major comp, not transferred, no CC","647","1,709","2.64","11,798,154.43","18,434.62","1,010.4491","1.5617","183","1.5532"
"05522 Acute MI w major comp, not transferred, w mild to mod CC","265","1,272","4.80","8,575,152.78","32,854.99","755.9061","2.8525","89","2.8000"
"05523 Acute MI w major comp, not transferred, w severe CC","653","4,895","7.50","31,753,631.50","49,306.88","3,021.3387","4.6269","190","4.8360"
"05524 Acute MI w major comp, not transferred, w catas CC","515","5,250","10.19","37,031,587.14","73,184.95","2,494.0534","4.8428","135","4.8156"
"05530 Acute MI, not transferred, no CC","142","277","1.95","2,298,880.18","16,304.11","150.0642","1.0568","45","0.9973"
"05531 Acute MI, not transferred, w mild CC","54","142","2.63","846,139.66","15,964.90","72.7075","1.3464","17","1.3132"
"05532 Acute MI, not transferred, w mod CC","26","51","1.96","308,795.11","11,876.74","43.3372","1.6668","8","1.5964"
"05533 Acute MI, not transferred, w severe CC","46","230","5.00","1,206,208.94","26,221.93","100.7180","2.1895","11","2.2716"
"05534 Acute MI, not transferred, w catas CC","8","33","4.13","215,548.83","26,943.60","22.5725","2.8216","4","2.8466"
"05540 Infective endocarditis, no CC","16","102","6.38","535,446.20","33,465.39","37.1568","2.3223","3","2.1041"
"05542 Infective endocarditis, w mild to mod CC","15","197","13.13","1,750,061.41","116,670.76","118.1040","7.8736","9","7.2329"
"05543 Infective endocarditis, w severe CC","4","21","5.25","55,926.00","13,981.50","13.5087","3.3772","1","3.2131"
"05544 Infective endocarditis, w catas CC","34","473","13.91","3,245,130.35","95,445.01","210.6132","6.1945","15","6.2122"
"05550 Heart failure and shock, no CC","391","1,279","3.27","5,601,768.23","14,550.05","258.8234","0.6620","52","0.6645"
"05551 Heart failure and shock, w mild CC","463","2,172","4.69","10,330,044.33","22,505.54","611.1436","1.3200","87","1.3222"
"05552 Heart failure and shock, w mod CC","522","3,270","6.26","17,597,480.93","33,841.31","1,239.6479","2.3748","114","2.5669"
"05553 Heart failure and shock, w severe CC","674","5,134","7.62","28,217,066.01","42,241.12","1,910.0225","2.8339","145","3.3226"
"05554 Heart failure and shock, w catas CC","933","10,279","11.02","59,075,795.88","63,865.73","3,488.3492","3.7389","247","3.8684"
"05560 Venous thrombosis, no CC","4","27","6.75","69,916.30","17,479.08","3.8034","0.9508","0","0.0000"
"05561 Venous thrombosis, w mild CC","9","125","13.89","498,723.31","55,413.70","17.0351","1.8928","1","1.2513"
"05562 Venous thrombosis, w mod CC","15","155","10.33","638,906.25","42,593.75","49.8232","3.3215","4","3.4184"
"05563 Venous thrombosis, w severe CC","13","93","7.15","299,071.80","23,005.52","32.0807","2.4677","0","0.0000"
"05564 Venous thrombosis, w catas CC","15","182","12.13","894,623.80","59,641.59","57.0696","3.8046","2","3.8002"
"05580 Peripheral vascular disorders, not transferred, no CC","107","417","3.90","3,593,716.93","33,902.99","133.9472","1.2518","30","1.2456"
"05581 Peripheral vascular disorders, not transferred, w mild CC","36","147","4.08","913,413.73","26,097.54","83.1914","2.3109","13","2.3163"
"05582 Peripheral vascular disorders, not transferred, w mod CC","62","407","6.56","3,023,891.22","49,571.99","236.8479","3.8201","17","3.8713"
"05583 Peripheral vascular disorders, not transferred, w severe CC","59","303","5.14","1,678,029.06","28,441.17","144.1359","2.4430","21","2.4375"
"05584 Peripheral vascular disorders, not transferred, w catas CC","77","538","6.99","3,418,831.73","44,400.41","328.1504","4.2617","21","4.2254"
"05590 Coronary atherosclerosis, no CC","27","128","4.74","621,228.23","23,893.39","14.5661","0.5395","3","0.5561"
"05591 Coronary atherosclerosis, w mild CC","27","79","2.93","444,420.10","16,460.00","23.6832","0.8772","3","0.8380"
"05592 Coronary atherosclerosis, w mod CC","30","87","2.90","656,390.75","22,634.16","44.8897","1.4963","7","1.6051"
"05593 Coronary atherosclerosis, w severe CC","66","421","6.38","2,338,878.13","35,437.55","130.4133","1.9760","20","2.2586"
"05594 Coronary atherosclerosis, w catas CC","85","871","10.25","5,702,529.82","68,705.18","336.2747","3.9562","18","3.6157"
"05600 Hypertension, no CC","10","1,973","197.30","437,164.75","43,716.48","5.0985","0.5098","1","0.3341"
"05601 Hypertension, w mild CC","12","49","4.08","286,452.25","23,871.02","9.8053","0.8171","1","0.8421"
"05602 Hypertension, w mod CC","9","32","3.56","155,196.00","17,244.00","11.3822","1.2647","4","1.9991"
"05603 Hypertension, w severe CC","13","59","4.54","231,834.55","17,833.43","19.3676","1.4898","3","1.5764"
"05604 Hypertension, w catas CC","25","280","11.20","1,514,229.81","63,092.91","82.8913","3.3157","7","3.3977"
"05610 Congenital heart disease, no CC","4","14","3.50","55,421.50","18,473.83","3.9918","0.9980","1","0.9613"
"05611 Congenital heart disease, w mild CC","6","48","8.00","318,399.30","53,066.55","9.9502","1.6584","2","2.1059"
"05612 Congenital heart disease, w mod CC","9","99","11.00","938,087.51","104,231.95","36.0688","4.0076","4","4.1408"
"05613 Congenital heart disease, w severe CC","3","14","4.67","68,077.25","22,692.42","7.6590","2.5530","2","2.5225"
"05614 Congenital heart disease, w catas CC","8","58","7.25","376,324.50","53,760.64","33.6775","4.2097","3","4.2670"
"05620 Valvular disorders, no CC","42","173","4.12","869,254.35","20,696.53","35.3803","0.8424","13","0.8743"
"05621 Valvular disorders, w mild CC","21","119","5.67","698,892.49","33,280.59","53.3722","2.5415","8","2.5036"
"05622 Valvular disorders, w mod CC","22","255","11.59","1,538,634.74","69,937.94","105.2776","4.7853","8","5.0726"
"05623 Valvular disorders, w severe CC","18","94","5.22","401,102.25","22,283.46","18.9365","1.0520","6","1.0476"
"05624 Valvular disorders, w catas CC","40","296","7.40","1,944,999.55","48,624.99","123.4520","3.0863","17","3.0790"
"05630 Major arrhythmia and cardiac arrest, no CC","351","495","1.41","4,316,826.66","12,440.42","279.8895","0.7974","117","0.7996"
"05631 Major arrhythmia and cardiac arrest, w mild CC","198","503","2.54","4,710,231.98","23,789.05","350.8205","1.7718","70","1.7680"
"05632 Major arrhythmia and cardiac arrest, w mod CC","69","226","3.28","1,596,982.56","23,144.67","169.8494","2.4616","20","2.4166"
"05633 Major arrhythmia and cardiac arrest, w severe CC","172","831","4.83","6,027,879.20","35,667.92","550.6128","3.2012","52","3.5868"
"05634 Major arrhythmia and cardiac arrest, w catas CC","143","1,500","10.49","7,681,115.40","54,092.36","460.2357","3.2184","46","3.1857"
"05640 Non-major arrhythmia and conduction dis, no CC","44","84","1.91","577,694.16","13,129.41","20.9169","0.4754","9","0.4796"
"05641 Non-major arrhythmia and conduction dis, w mild CC","53","137","2.58","780,797.37","14,732.03","46.5466","0.8782","10","0.8865"
"05642 Non-major arrhythmia and conduction dis, w mod CC","26","97","3.73","534,955.90","20,575.23","36.2683","1.3949","3","1.4895"
"05643 Non-major arrhythmia and conduction dis, w severe CC","72","304","4.22","1,773,432.85","25,334.76","108.1386","1.5019","12","1.4228"
"05644 Non-major arrhythmia and conduction dis, w catas CC","99","835","8.43","4,849,088.30","48,980.69","297.8840","3.0089","25","2.8066"
"05650 Unstable angina, no CC","4","9","2.25","31,475.35","7,868.84","2.4872","0.6218","1","0.6218"
"05652 Unstable angina, w mod CC","3","3","1.00","33,869.75","11,289.92","2.9990","0.9997","0","0.0000"
"05653 Unstable angina, w severe CC","13","56","4.31","235,733.88","19,644.49","17.4194","1.3400","3","1.3236"
"05654 Unstable angina, w catas CC","13","110","8.46","558,569.75","46,547.48","40.1386","3.0876","2","3.0120"
"05660 Syncope and collapse, no CC","10","55","5.50","199,039.75","19,903.98","4.2270","0.4227","1","0.3602"
"05661 Syncope and collapse, w mild CC","7","13","1.86","50,508.50","7,215.50","4.3344","0.6192","1","0.6192"
"05662 Syncope and collapse, w mod CC","1","15","15.00","45,422.00","45,422.00","0.4993","0.4993","0","0.0000"
"05663 Syncope and collapse, w severe CC","4","16","4.00","73,635.50","18,408.88","6.1923","1.5481","0","0.0000"
"05670 Chest pain, no CC","1","1","1.00","5,147.70","5,147.70","0.3468","0.3468","0","0.0000"
"05673 Chest pain, w severe CC","1","1","1.00","7,904.75","7,904.75","0.6179","0.6179","0","0.0000"
"05680 Other circulatory system diagnoses, no CC","74","265","3.58","1,358,765.08","18,613.22","55.6910","0.7526","15","0.7485"
"05681 Other circulatory system diagnoses, w mild CC","107","540","5.05","3,074,749.07","29,564.89","238.6962","2.2308","42","2.1546"
"05682 Other circulatory system diagnoses, w mod CC","50","317","6.34","2,045,742.91","42,619.64","173.1419","3.4628","12","4.1625"
"05683 Other circulatory system diagnoses, w severe CC","111","956","8.61","6,771,673.99","62,125.45","457.0703","4.1178","41","5.1118"
"05684 Other circulatory system diagnoses, w catas CC","134","1,363","10.17","8,001,971.99","61,083.76","562.3469","4.1966","37","4.1645"
"06010 Stomach, esophagus & duodenal proc for malig, no CC","7","172","24.57","661,011.25","94,430.18","27.3547","3.9078","3","3.8243"
"06011 Stomach, esophagus & duodenal proc for malig, w mild CC","36","707","19.64","4,254,277.92","118,174.39","241.5620","6.7101","11","6.6297"
"06012 Stomach, esophagus & duodenal proc for malig, w mod CC","1","45","45.00","122,738.40","122,738.40","7.4225","7.4225","0","0.0000"
"06013 Stomach, esophagus & duodenal proc for malig, w severe CC","13","251","19.31","1,211,851.28","93,219.33","111.7246","8.5942","1","8.5942"
"06014 Stomach, esophagus & duodenal proc for malig, w catas CC","36","919","25.53","5,911,597.05","164,211.03","391.3160","10.8699","7","10.8795"
"06020 Stomach, esophagus & duodenal procedure, no CC","31","237","7.65","2,245,718.12","77,438.56","83.4797","2.6929","15","2.5935"
"06021 Stomach, esophagus & duodenal procedure, w mild CC","111","1,577","14.21","16,320,381.82","147,030.47","623.7466","5.6193","53","5.4969"
"06022 Stomach, esophagus & duodenal procedure, w mod CC","6","16","2.67","264,576.60","44,096.10","20.1214","3.3536","5","3.3422"
"06023 Stomach, esophagus & duodenal procedure, w severe CC","11","112","10.18","1,104,908.85","100,446.26","46.2668","4.2061","6","4.2445"
"06024 Stomach, esophagus & duodenal procedure, w catas CC","162","3,108","19.19","29,615,807.77","185,098.80","1,057.4684","6.5276","66","6.5303"
"06030 Major small & large bowel procedure, no CC","122","971","7.96","10,347,699.62","85,518.18","550.0573","4.5087","53","4.5222"
"06031 Major small & large bowel procedure, w mild CC","149","1,831","12.29","22,837,475.36","153,271.65","1,170.4959","7.8557","67","7.9938"
"06032 Major small & large bowel procedure, w mod CC","55","865","15.73","10,857,049.34","197,400.90","566.3185","10.2967","25","10.0370"
"06033 Major small & large bowel procedure, w severe CC","84","2,026","24.12","20,031,056.50","238,464.96","951.2317","11.3242","35","12.2729"
"06034 Major small & large bowel procedure, w catas CC","295","4,148","14.06","46,459,549.75","158,025.68","2,905.8788","9.8504","109","9.8272"
"06040 Rectal resection, no CC","1","9","9.00","55,949.00","55,949.00","5.0255","5.0255","0","0.0000"
"06042 Rectal resection, w mild to mod CC","2","10","5.00","93,914.00","46,957.00","11.9250","5.9625","0","0.0000"
"06043 Rectal resection, w severe CC","1","23","23.00","230,344.00","230,344.00","7.3494","7.3494","1","7.3494"
"06044 Rectal resection, w catas CC","28","393","14.04","4,756,508.47","169,875.30","249.1110","8.8968","14","8.8679"
"06050 Peritoneal adhesiolysis, no CC","2","61","30.50","309,495.10","154,747.55","10.1236","5.0618","1","2.8010"
"06052 Peritoneal adhesiolysis, w mild to mod CC","14","222","15.86","1,798,576.87","128,469.78","120.4801","8.6057","6","8.6787"
"06053 Peritoneal adhesiolysis, w severe CC","2","28","14.00","247,663.00","123,831.50","7.7296","3.8648","0","0.0000"
"06054 Peritoneal adhesiolysis, w catas CC","16","275","17.19","1,878,960.91","117,435.06","105.8135","6.6133","4","6.5671"
"06070 Appendectomy, no CC","2","4","2.00","46,686.15","23,343.08","2.4254","1.2127","0","0.0000"
"06071 Appendectomy, w mild CC","4","6","1.50","66,598.90","16,649.73","5.7819","1.4455","1","1.4106"
"06072 Appendectomy, w mod CC","8","41","5.13","441,398.66","63,056.95","18.4265","2.3033","3","2.3499"
"06074 Appendectomy, w catas CC","18","233","12.94","1,991,237.65","110,624.31","109.2222","6.0679","7","5.7601"
"06080 Minor small & large bowel procedure, no CC","1","1","1.00","59,380.25","59,380.25","2.2853","2.2853","0","0.0000"
"06084 Minor small & large bowel procedure, w catas CC","3","29","9.67","249,395.30","83,131.77","17.8377","5.9459","1","5.9459"
"06090 Anal & stomal procedure, no CC","4","106","26.50","440,111.75","110,027.94","6.4422","1.6106","0","0.0000"
"06091 Anal & stomal procedure, w mild CC","5","55","11.00","457,261.83","91,452.37","9.8275","1.9655","1","1.7847"
"06092 Anal & stomal procedure, w mod CC","9","143","15.89","1,389,206.09","154,356.23","42.2300","4.6922","2","4.6925"
"06093 Anal & stomal procedure, w severe CC","1","3","3.00","18,057.00","18,057.00","1.5317","1.5317","0","0.0000"
"06094 Anal & stomal procedure, w catas CC","4","66","16.50","177,075.00","59,025.00","17.6025","4.4006","2","4.2557"
"06100 Inguinal & femoral hernia procedure age > 14, no CC","1","5","5.00","37,234.25","37,234.25","1.2345","1.2345","0","0.0000"
"06102 Inguinal & femoral hernia procedure age > 14, w mod CC","7","87","12.43","870,094.05","124,299.15","32.9483","4.7069","2","4.7069"
"06104 Inguinal & femoral hernia procedure age > 14, w catas CC","9","96","10.67","641,730.37","71,303.37","21.1152","2.3461","3","2.3264"
"06113 Hernia proc, exc ing & femoral age > 14, w severe CC","1","5","5.00","49,627.25","49,627.25","2.5813","2.5813","1","2.5813"
"06114 Hernia proc, exc ing & femoral age > 14, w catas CC","1","1","1.00","22,978.00","22,978.00","3.7676","3.7676","0","0.0000"
"06130 Other digestive system OR proc for malig, no CC","4","35","8.75","114,605.70","28,651.43","13.5153","3.3788","0","0.0000"
"06132 Other digestive system OR proc for malig, w mild to mod CC","1","29","29.00","90,537.15","90,537.15","3.5633","3.5633","0","0.0000"
"06133 Other digestive system OR proc for malig, w severe CC","6","63","10.50","314,279.75","52,379.96","32.3412","5.3902","1","5.3902"
"06134 Other digestive system OR proc for malig, w catas CC","9","205","22.78","1,075,998.00","119,555.33","73.2325","8.1369","2","8.1824"
"06140 Other digestive system OR procedure, no CC","23","236","10.26","1,230,985.58","61,549.28","60.7601","2.6417","7","2.7451"
"06141 Other digestive system OR procedure, w mild CC","16","97","6.06","1,201,219.08","75,076.19","70.4550","4.4034","4","4.2167"
"06142 Other digestive system OR procedure, w mod CC","33","545","16.52","4,486,361.73","140,198.80","242.4966","7.3484","14","7.0795"
"06144 Other digestive system OR procedure, w catas CC","74","1,274","17.22","10,810,485.01","146,087.64","475.3709","6.4239","30","6.4128"
"06160 Complex therapeutic gastro for maj dig dis, no CC","11","30","2.73","363,096.50","33,008.77","16.0243","1.4568","6","1.4086"
"06161 Complex therapeutic gastro for maj dig dis, w mild CC","44","291","6.61","2,646,367.24","60,144.71","127.9897","2.9089","23","2.6783"
"06162 Complex therapeutic gastro for maj dig dis, w mod CC","42","261","6.21","3,476,419.66","82,771.90","183.3491","4.3655","19","4.3461"
"06163 Complex therapeutic gastro for maj dig dis, w severe CC","45","311","6.91","3,756,744.07","83,483.20","300.6536","6.6812","15","6.9123"
"06164 Complex therapeutic gastro for maj dig dis, w catas CC","99","1,136","11.47","11,793,444.34","119,125.70","756.6526","7.6430","45","7.8081"
"06173 Compl thera gastrosc for non-major dig dis, not same day, w severe CC","12","83","6.92","649,782.25","54,148.52","41.3944","3.4495","4","3.4186"
"06174 Compl thera gastrosc for non-major dig dis, not same day, w catas CC","55","679","12.35","6,735,629.16","122,465.98","326.5642","5.9375","20","5.9166"
"06190 Other gastroscopy for major dig dis, not same day, no CC","30","124","4.13","980,132.24","32,671.07","43.9734","1.4658","11","1.5646"
"06191 Other gastroscopy for major dig dis, not same day, w mild CC","37","268","7.24","1,937,209.14","53,811.37","104.1446","2.8147","17","3.1318"
"06192 Other gastroscopy for major dig dis, not same day, w mod CC","73","1,069","14.64","6,673,299.15","92,684.71","449.6035","6.1590","19","5.9435"
"06193 Other gastroscopy for major dig dis, not same day, w severe CC","48","526","10.96","2,173,025.06","45,271.36","114.3577","2.3825","16","2.3677"
"06194 Other gastroscopy for major dig dis, not same day, w catas CC","123","1,830","14.88","12,474,757.26","102,252.11","671.0566","5.4557","28","5.4544"
"06209 Other gastroscopy for major dig dis, same day, w or wo CC","2","2","1.00","42,004.75","21,002.38","1.5134","0.7567","0","0.0000"
"06210 Other gastroscopy for non-major dig dis, not same day, no CC","8","59","7.38","364,533.36","45,566.67","7.7417","0.9677","3","0.9096"
"06211 Other gastroscopy for non-major dig dis, not same day, w mild CC","18","128","7.11","783,035.41","46,060.91","47.3208","2.6289","8","2.4587"
"06212 Other gastroscopy for non-major dig dis, not same day, w mod CC","17","488","28.71","3,415,318.09","200,901.06","109.2243","6.4250","5","6.1733"
"06213 Other gastroscopy for non-major dig dis, not same day, w severe CC","19","157","8.26","865,516.80","48,084.27","40.6548","2.1397","3","2.1692"
"06214 Other gastroscopy for non-major dig dis, not same day, w catas CC","35","455","13.00","3,668,004.40","107,882.48","169.4089","4.8403","15","4.8398"
"06234 Complex therapeutic colonoscopy, w sev to cat CC","1","7","7.00","50,701.50","50,701.50","5.9564","5.9564","1","5.9564"
"06241 Other colonoscopy, not same day, w mild CC","4","68","17.00","268,560.50","67,140.13","8.8801","2.2200","1","3.6445"
"06242 Other colonoscopy, not same day, w mod CC","14","100","7.14","667,341.81","47,667.27","42.3482","3.0249","2","3.1426"
"06243 Other colonoscopy, not same day, w severe CC","25","516","20.64","2,245,528.91","89,821.16","122.1867","4.8875","6","6.0897"
"06244 Other colonoscopy, not same day, w catas CC","17","296","17.41","1,834,502.15","107,911.89","87.6673","5.1569","3","5.1569"
"06279 Lap stomach, esophagus & duodenal proc, w or wo CC","4","66","16.50","510,143.90","127,535.98","39.8338","9.9584","1","10.8611"
"06284 Lap peritoneal adhesiolysis, w sev to cat CC","2","19","9.50","207,018.50","103,509.25","14.6036","7.3018","2","7.3018"
"06299 Laparoscopic appendectomy, w or wo CC","2","6","3.00","88,619.50","44,309.75","4.0250","2.0125","2","2.0125"
"06300 Stomach, esophagus & duodenal resect for malig, no CC","7","45","6.43","673,732.00","96,247.43","46.0402","6.5772","1","7.1691"
"06301 Stomach, esophagus & duodenal resect for malig, w mild CC","7","186","26.57","1,159,644.55","165,663.51","68.1111","9.7302","3","8.8461"
"06303 Stomach, esophagus & duodenal resect for malig, w mod to sev CC","2","14","7.00","356,462.50","178,231.25","20.5198","10.2599","0","0.0000"
"06304 Stomach, esophagus & duodenal resect for malig, w catas CC","6","98","16.33","1,688,525.10","281,420.85","87.1276","14.5213","4","14.4603"
"06313 Stomach, esophagus & duodenal resection, w mod to sev CC","2","6","3.00","183,085.75","91,542.88","19.7862","9.8931","1","9.8931"
"06314 Stomach, esophagus & duodenal resection, w catas CC","10","144","14.40","2,416,400.96","241,640.10","123.4070","12.3407","6","12.3407"
"06320 Appendectomy for complicate Dx, no CC","2","7","3.50","174,276.00","87,138.00","2.9037","1.4518","1","1.4891"
"06323 Appendectomy for complicate Dx, w severe CC","4","18","4.50","515,802.85","128,950.71","22.8991","5.7248","2","4.2105"
"06324 Appendectomy for complicate Dx, w catas CC","14","204","14.57","1,808,528.40","129,180.60","65.5996","4.6857","6","4.6752"
"06334 Trach for digestive system diseases w mech vent 96+ hr, w mild to cat CC","79","5,193","65.73","35,988,812.13","455,554.58","2,800.0503","35.4437","32","35.4130"
"06349 Trach for digestive system diseases, w or wo CC","5","204","40.80","1,234,259.30","308,564.83","155.0230","31.0046","4","31.0046"
"06500 Digestive malignancy, not transferred, no CC","601","3,521","5.86","9,792,647.65","16,625.89","578.5720","0.9627","45","0.9266"
"06501 Digestive malignancy, not transferred, w mild CC","182","1,220","6.70","4,436,662.34","24,648.12","322.5004","1.7720","32","1.8572"
"06502 Digestive malignancy, not transferred, w mod CC","53","577","10.89","2,071,142.35","39,829.66","158.0535","2.9821","7","4.0023"
"06503 Digestive malignancy, not transferred, w severe CC","161","868","5.39","2,811,806.04","17,796.24","232.7943","1.4459","13","1.4313"
"06504 Digestive malignancy, not transferred, w catas CC","179","1,375","7.68","5,191,817.61","29,004.57","403.0467","2.2517","24","2.2561"
"06510 G.I. hemorrhage, age > 64, no CC","206","475","2.31","3,461,134.57","17,049.92","136.8665","0.6644","51","0.6612"
"06511 G.I. hemorrhage, age > 64, w mild CC","372","959","2.58","7,449,100.57","20,464.56","469.9765","1.2634","100","1.2664"
"06512 G.I. hemorrhage, age > 64, w mod CC","279","960","3.44","8,587,586.09","31,114.44","687.4172","2.4639","91","2.5368"
"06513 G.I. hemorrhage, age > 64, w severe CC","266","1,377","5.18","9,319,483.11","35,035.65","678.5436","2.5509","80","2.8473"
"06514 G.I. hemorrhage, age > 64, w catas CC","376","2,425","6.45","20,463,883.00","55,158.71","1,667.6501","4.4352","126","4.4224"
"06520 G.I. hemorrhage, age < 65, no CC","11","45","4.09","361,419.75","32,856.34","6.6156","0.6014","4","0.6237"
"06521 G.I. hemorrhage, age < 65, w mild CC","5","9","1.80","54,168.50","10,833.70","3.6320","0.7264","0","0.0000"
"06522 G.I. hemorrhage, age < 65, w mod CC","17","27","1.59","281,075.00","16,533.82","16.4951","0.9703","5","0.9703"
"06523 G.I. hemorrhage, age < 65, w severe CC","149","473","3.17","3,943,198.84","26,824.48","216.4330","1.4526","42","1.4428"
"06524 G.I. hemorrhage, age < 65, w catas CC","364","1,529","4.20","16,754,864.54","47,064.23","1,339.7478","3.6806","156","3.6717"
"06530 Complicated peptic ulcer, no CC","1","1","1.00","4,550.00","4,550.00","0.5584","0.5584","0","0.0000"
"06532 Complicated peptic ulcer, w mild to mod CC","2","2","1.00","8,804.75","4,402.38","1.4724","0.7362","0","0.0000"
"06533 Complicated peptic ulcer, w severe CC","3","39","13.00","150,002.75","50,000.92","3.1184","1.0395","1","0.9731"
"06534 Complicated peptic ulcer, w catas CC","9","54","6.00","396,403.25","44,044.81","29.9676","3.3297","3","3.4093"
"06541 Uncomplicated peptic ulcer, w mild CC","2","2","1.00","22,984.00","11,492.00","1.0241","0.5120","0","0.0000"
"06543 Uncomplicated peptic ulcer, w severe CC","2","7","3.50","30,801.25","15,400.63","1.4054","0.7027","1","0.7027"
"06544 Uncomplicated peptic ulcer, w catas CC","4","32","8.00","228,670.50","57,167.63","4.9205","1.2301","2","1.2189"
"06554 Inflammatory bowel disease, w sev to cat CC","3","28","9.33","175,893.50","58,631.17","5.5035","1.8345","1","1.8468"
"06560 G.I. obstruction, not transferred, no CC","65","236","3.63","940,281.37","14,925.10","49.2479","0.7577","24","0.7011"
"06561 G.I. obstruction, not transferred, w mild CC","38","158","4.16","1,301,593.50","34,252.46","66.9066","1.7607","8","1.8466"
"06562 G.I. obstruction, not transferred, w mod CC","16","137","8.56","761,649.50","50,776.63","56.8338","3.5521","3","2.3749"
"06563 G.I. obstruction, not transferred, w severe CC","38","182","4.79","703,783.99","19,021.19","43.8037","1.1527","5","1.1779"
"06564 G.I. obstruction, not transferred, w catas CC","39","196","5.03","1,258,781.00","32,276.44","113.6214","2.9134","9","2.8702"
"06570 Gastroenteritis age > 9, no CC","100","281","2.81","1,321,320.52","13,213.21","31.4918","0.3149","6","0.2894"
"06571 Gastroenteritis age > 9, w mild CC","183","495","2.70","2,890,296.91","15,968.49","113.6296","0.6209","46","0.6233"
"06572 Gastroenteritis age > 9, w mod CC","224","931","4.16","6,470,672.99","29,147.18","303.1680","1.3534","74","1.3457"
"06573 Gastroenteritis age > 9, w severe CC","371","1,839","4.96","11,270,427.82","30,793.52","671.6912","1.8105","106","2.1178"
"06574 Gastroenteritis age > 9, w catas CC","405","3,098","7.65","20,825,220.37","52,456.47","779.4509","1.9246","109","2.0337"
"06580 Gastroenteritis age < 10, no CC","6","11","1.83","83,251.75","13,875.29","1.4160","0.2360","1","0.2225"
"06581 Gastroenteritis age < 10, w mild CC","2","2","1.00","9,812.00","4,906.00","0.7192","0.3596","1","0.3596"
"06582 Gastroenteritis age < 10, w mod CC","4","4","1.00","52,659.80","13,164.95","2.3644","0.5911","2","0.5911"
"06583 Gastroenteritis age < 10, w severe CC","6","26","4.33","128,452.26","21,408.71","6.2566","1.0428","1","0.8622"
"06584 Gastroenteritis age < 10, w catas CC","8","46","5.75","285,679.00","35,709.88","22.5560","2.8195","2","3.3071"
"06600 Other digestive system diagnoses, not transferred, no CC","265","1,164","4.39","6,582,651.31","25,317.89","249.6435","0.9421","69","0.9067"
"06601 Other digestive system diagnoses, not transferred, w mild CC","134","663","4.95","5,022,580.88","37,763.77","354.2599","2.6437","49","2.6250"
"06602 Other digestive system diagnoses, not transferred, w mod CC","76","379","4.99","2,755,116.82","36,734.89","250.8223","3.3003","23","3.3618"
"06603 Other digestive system diagnoses, not transferred, w severe CC","156","1,034","6.63","6,057,394.47","39,851.28","431.3482","2.7651","38","3.5368"
"06604 Other digestive system diagnoses, not transferred, w catas CC","267","2,284","8.55","14,485,443.71","54,456.56","1,015.9258","3.8193","88","3.7735"
"06610 Abdominal pain or mesenteric adenitis, no CC","8","33","4.13","89,031.65","11,128.96","2.8765","0.3596","0","0.0000"
"06611 Abdominal pain or mesenteric adenitis, w mild CC","4","6","1.50","21,022.00","5,255.50","1.7516","0.4379","0","0.0000"
"06612 Abdominal pain or mesenteric adenitis, w mod CC","7","8","1.14","58,017.00","8,288.14","3.8171","0.5453","0","0.0000"
"06613 Abdominal pain or mesenteric adenitis, w severe CC","7","25","3.57","147,148.43","21,021.20","6.5506","0.9358","0","0.0000"
"06614 Abdominal pain or mesenteric adenitis, w catas CC","2","19","9.50","65,072.58","32,536.29","2.6216","1.3108","1","1.3108"
"06620 Intestinal helminthiases age > 9, no CC","1","4","4.00","16,149.00","16,149.00","0.5763","0.5763","0","0.0000"
"06621 Intestinal helminthiases age > 9, w mild CC","1","17","17.00","327.00","327.00","1.6140","1.6140","0","0.0000"
"06624 Intestinal helminthiases age > 9, w catas CC","3","29","9.67","238,248.45","79,416.15","5.1516","1.7172","3","1.7172"
"06640 Oesophagitis, gastritis and dyspepsia age > 9, no CC","11","29","2.64","86,382.60","7,852.96","3.1561","0.2869","1","0.2590"
"06641 Oesophagitis, gastritis and dyspepsia age > 9, w mild CC","2","3","1.50","16,564.55","8,282.28","0.7784","0.3892","0","0.0000"
"06642 Oesophagitis, gastritis and dyspepsia age > 9, w mod CC","5","32","6.40","140,773.30","28,154.66","3.4055","0.6811","0","0.0000"
"06643 Oesophagitis, gastritis and dyspepsia age > 9, w severe CC","9","38","4.22","209,905.00","23,322.78","8.4501","0.9389","3","0.8526"
"06644 Oesophagitis, gastritis and dyspepsia age > 9, w catas CC","5","28","5.60","174,830.25","34,966.05","3.8801","0.7760","1","0.7324"
"06652 Oesophagitis, gastritis and dyspepsia age < 10, w mod CC","2","4","2.00","37,275.00","18,637.50","1.0322","0.5161","0","0.0000"
"06660 Miscellneous digestive disorders age > 9, no CC","26","115","4.42","662,523.75","25,481.68","14.2127","0.5466","6","0.5038"
"06661 Miscellneous digestive disorders age > 9, w mild CC","22","154","7.00","669,267.80","30,421.26","38.1679","1.7349","4","2.0544"
"06662 Miscellneous digestive disorders age > 9, w mod CC","6","41","6.83","148,693.00","24,782.17","13.5183","2.2530","1","3.2746"
"06663 Miscellneous digestive disorders age > 9, w severe CC","26","120","4.62","787,537.94","30,289.92","85.5640","3.2909","11","3.2476"
