"ชื่อกลุ่ม","ราย","LOS","วัน/ราย","ค่ารักษา","บาท/ราย","AdjRW","CMI","รับ Refer(ราย)","CMI Refer"
"05300 Acute MI w single vessel PTCA wo stent, no CC","4","6","1.50","528,224.00","132,056.00","32.8918","8.2230","4","8.2230"
"05303 Acute MI w single vessel PTCA wo stent, w mild to sev CC","3","3","1.00","324,226.25","108,075.42","27.6977","9.2326","2","9.3122"
"05304 Acute MI w single vessel PTCA wo stent, w catas CC","38","163","4.29","7,385,725.85","194,361.21","433.7291","11.4139","14","11.4270"
"05314 Peripheral stent insertion, w mild to cat CC","2","67","33.50","1,246,598.60","623,299.30","19.2580","9.6290","0","0.0000"
"05324 Multiple cardiac valve proc with cardiac cath, w mild to cat CC","3","39","13.00","1,516,005.25","505,335.08","64.9542","21.6514","1","21.6514"
"05334 Multiple cardiac valve procedures, w mild to cat CC","7","165","23.57","4,735,925.96","676,560.85","112.5201","16.0743","2","16.0743"
"05344 Trach for CVS diseases w mech vent 96+ hr, w mild to cat CC","91","4,942","54.31","35,911,732.27","394,634.42","3,457.0379","37.9894","29","37.9861"
"05359 Trach for CVS diseases, w or wo CC","10","568","56.80","6,892,126.25","689,212.63","354.4210","35.4421","4","35.4421"
"05362 Multiple wound debridement, w mild to mod CC","5","230","46.00","1,540,319.20","308,063.84","42.3519","8.4704","1","9.0974"
"05364 Multiple wound debridement, w catas CC","1","49","49.00","55.00","55.00","9.4472","9.4472","0","0.0000"
"05500 Acute MI w major comp w thrombol inj, no CC","53","75","1.42","1,247,346.45","24,457.77","119.7298","2.2591","6","2.2950"
"05502 Acute MI w major comp w thrombol inj, w mild to mod CC","10","42","4.20","661,628.00","73,514.22","27.8832","2.7883","2","2.8759"
"05503 Acute MI w major comp w thrombol inj, w severe CC","18","65","3.61","695,772.55","38,654.03","59.0525","3.2807","3","3.2060"
"05504 Acute MI w major comp w thrombol inj, w catas CC","31","203","6.55","2,505,338.28","80,817.36","175.3637","5.6569","6","5.8330"
"05510 Acute MI w thrombol inj, no CC","7","21","3.00","191,355.37","27,336.48","14.5650","2.0807","2","2.4255"
"05511 Acute MI w thrombol inj, w mild CC","1","1","1.00","17,045.50","17,045.50","2.4457","2.4457","0","0.0000"
"05514 Acute MI w thrombol inj, w mod to cat CC","4","33","8.25","230,358.25","57,589.56","11.9865","2.9966","2","2.9391"
"05520 Acute MI w major comp, not transferred, no CC","698","1,904","2.73","14,152,114.33","20,569.93","1,090.0520","1.5617","181","1.5417"
"05522 Acute MI w major comp, not transferred, w mild to mod CC","276","1,280","4.64","9,793,931.71","35,614.30","809.9548","2.9346","83","2.9936"
"05523 Acute MI w major comp, not transferred, w severe CC","645","5,074","7.87","39,289,457.55","61,103.36","3,075.8770","4.7688","186","4.7774"
"05524 Acute MI w major comp, not transferred, w catas CC","522","5,239","10.04","37,057,502.05","71,127.64","2,529.5368","4.8459","152","4.8177"
"05530 Acute MI, not transferred, no CC","151","359","2.38","2,998,116.11","19,855.07","164.3680","1.0885","34","1.1278"
"05531 Acute MI, not transferred, w mild CC","44","77","1.75","683,016.25","15,523.10","57.7449","1.3124","10","1.3018"
"05532 Acute MI, not transferred, w mod CC","43","125","2.91","899,918.15","20,928.33","72.3070","1.6816","7","1.6585"
"05533 Acute MI, not transferred, w severe CC","38","171","4.50","1,097,190.35","28,873.43","85.3001","2.2447","11","2.3789"
"05534 Acute MI, not transferred, w catas CC","2","9","4.50","37,654.00","18,827.00","5.6646","2.8323","0","0.0000"
"05540 Infective endocarditis, no CC","20","117","5.85","1,073,882.30","53,694.12","46.2157","2.3108","4","2.2697"
"05542 Infective endocarditis, w mild to mod CC","22","449","20.41","2,891,171.76","131,416.90","181.9903","8.2723","5","7.3505"
"05543 Infective endocarditis, w severe CC","9","122","13.56","378,181.00","42,020.11","31.0138","3.4460","1","3.3858"
"05544 Infective endocarditis, w catas CC","50","714","14.28","4,319,590.72","91,906.19","310.1209","6.2024","16","6.1434"
"05550 Heart failure and shock, no CC","481","1,714","3.56","8,237,661.93","17,233.60","321.9980","0.6694","47","0.6304"
"05551 Heart failure and shock, w mild CC","557","2,464","4.42","12,605,951.40","22,754.42","732.5656","1.3176","79","1.2923"
"05552 Heart failure and shock, w mod CC","619","4,047","6.54","22,693,748.04","36,721.28","1,493.7005","2.4131","122","2.5290"
"05553 Heart failure and shock, w severe CC","765","5,611","7.33","33,886,674.43","44,354.29","2,301.6441","3.0087","177","3.5153"
"05554 Heart failure and shock, w catas CC","993","10,279","10.35","65,606,739.69","66,269.43","3,664.9342","3.6908","261","3.8369"
"05560 Venous thrombosis, no CC","2","7","3.50","33,455.00","16,727.50","2.2908","1.1454","0","0.0000"
"05561 Venous thrombosis, w mild CC","10","69","6.90","285,866.05","28,586.61","14.5783","1.4578","2","1.3705"
"05562 Venous thrombosis, w mod CC","18","238","13.22","1,330,582.75","73,921.26","63.0455","3.5025","4","3.7156"
"05563 Venous thrombosis, w severe CC","10","56","5.60","268,551.55","26,855.16","24.8350","2.4835","0","0.0000"
"05564 Venous thrombosis, w catas CC","9","110","12.22","533,371.00","59,263.44","33.9514","3.7724","2","3.6673"
"05580 Peripheral vascular disorders, not transferred, no CC","118","439","3.72","3,523,418.34","29,859.48","148.2490","1.2563","29","1.2852"
"05581 Peripheral vascular disorders, not transferred, w mild CC","46","165","3.59","1,464,295.44","31,832.51","99.4491","2.1619","18","2.0873"
"05582 Peripheral vascular disorders, not transferred, w mod CC","108","854","7.91","7,698,282.22","71,280.39","432.9843","4.0091","26","3.7817"
"05583 Peripheral vascular disorders, not transferred, w severe CC","69","264","3.83","1,905,166.46","27,611.11","167.9188","2.4336","12","2.4456"
"05584 Peripheral vascular disorders, not transferred, w catas CC","79","739","9.35","5,703,891.12","72,201.15","339.4785","4.2972","23","4.2606"
"05590 Coronary atherosclerosis, no CC","27","94","3.48","451,436.88","17,362.96","14.9458","0.5535","5","0.4879"
"05591 Coronary atherosclerosis, w mild CC","26","107","4.12","522,010.44","20,077.32","24.4752","0.9414","3","0.8014"
"05592 Coronary atherosclerosis, w mod CC","26","60","2.31","501,733.65","19,297.45","36.4757","1.4029","3","1.0413"
"05593 Coronary atherosclerosis, w severe CC","70","564","8.06","2,380,575.48","34,501.09","149.4503","2.1350","10","2.3977"
"05594 Coronary atherosclerosis, w catas CC","65","429","6.60","3,465,618.32","53,317.20","235.3718","3.6211","17","3.7517"
"05600 Hypertension, no CC","27","208","7.70","1,431,853.80","53,031.62","8.6392","0.3200","11","0.3233"
"05601 Hypertension, w mild CC","7","51","7.29","124,374.00","17,767.71","7.6160","1.0880","3","1.4664"
"05602 Hypertension, w mod CC","14","60","4.29","505,376.75","36,098.34","21.3966","1.5283","1","1.9100"
"05603 Hypertension, w severe CC","22","148","6.73","919,052.12","41,775.10","42.8183","1.9463","5","2.3424"
"05604 Hypertension, w catas CC","30","344","11.47","2,124,163.31","70,805.44","97.4339","3.2478","6","2.5398"
"05610 Congenital heart disease, no CC","3","4","1.33","144,900.50","48,300.17","2.5664","0.8555","2","0.8026"
"05611 Congenital heart disease, w mild CC","4","25","6.25","205,320.00","51,330.00","6.3630","1.5907","2","1.6817"
"05612 Congenital heart disease, w mod CC","14","264","18.86","1,678,967.65","119,926.26","62.7702","4.4836","7","4.7081"
"05613 Congenital heart disease, w severe CC","5","43","8.60","240,125.00","48,025.00","12.8525","2.5705","2","2.5879"
"05614 Congenital heart disease, w catas CC","8","137","17.13","772,840.69","96,605.09","34.3920","4.2990","4","4.2741"
"05620 Valvular disorders, no CC","34","154","4.53","1,613,675.52","47,461.04","29.8349","0.9041","5","1.1747"
"05621 Valvular disorders, w mild CC","12","64","5.33","422,749.38","35,229.12","30.0391","2.5033","2","2.7973"
"05622 Valvular disorders, w mod CC","21","234","11.14","1,777,690.79","84,651.94","103.7149","4.9388","11","5.4699"
"05623 Valvular disorders, w severe CC","16","54","3.38","240,282.20","15,017.64","16.6359","1.0397","3","0.9975"
"05624 Valvular disorders, w catas CC","57","460","8.07","3,345,768.00","58,697.68","176.8160","3.1020","24","3.0692"
"05630 Major arrhythmia and cardiac arrest, no CC","313","617","1.97","4,636,072.49","15,101.21","255.9332","0.8177","90","0.8074"
"05631 Major arrhythmia and cardiac arrest, w mild CC","189","378","2.00","4,243,557.23","22,452.68","333.6641","1.7654","56","1.8110"
"05632 Major arrhythmia and cardiac arrest, w mod CC","68","312","4.59","2,495,382.69","36,696.80","177.8371","2.6153","15","2.7758"
"05633 Major arrhythmia and cardiac arrest, w severe CC","164","741","4.52","6,624,667.55","40,893.01","527.5642","3.2169","46","3.1565"
"05634 Major arrhythmia and cardiac arrest, w catas CC","141","817","5.79","7,255,348.45","51,823.92","447.7805","3.1757","50","3.1768"
"05640 Non-major arrhythmia and conduction dis, no CC","44","202","4.59","989,418.52","22,486.78","24.1199","0.5482","3","0.7100"
"05641 Non-major arrhythmia and conduction dis, w mild CC","64","184","2.88","1,429,205.59","22,331.34","59.9588","0.9369","11","0.8842"
"05642 Non-major arrhythmia and conduction dis, w mod CC","21","98","4.67","521,730.33","24,844.30","29.2313","1.3920","3","1.5340"
"05643 Non-major arrhythmia and conduction dis, w severe CC","76","370","4.87","1,930,404.71","25,400.06","97.7071","1.2856","18","1.2814"
"05644 Non-major arrhythmia and conduction dis, w catas CC","91","738","8.11","4,509,636.92","50,107.08","279.5342","3.0718","25","3.0748"
"05650 Unstable angina, no CC","3","8","2.67","32,728.25","10,909.42","1.8654","0.6218","0","0.0000"
"05651 Unstable angina, w mild CC","2","4","2.00","37,363.25","18,681.63","1.5146","0.7573","0","0.0000"
"05652 Unstable angina, w mod CC","2","5","2.50","23,650.00","11,825.00","2.0238","1.0119","1","1.0486"
"05653 Unstable angina, w severe CC","12","30","2.50","237,601.25","19,800.10","15.7879","1.3157","2","1.3552"
"05654 Unstable angina, w catas CC","9","109","12.11","582,575.00","64,730.56","28.3964","3.1552","1","3.1212"
"05660 Syncope and collapse, no CC","4","4","1.00","46,994.69","11,748.67","1.4408","0.3602","0","0.0000"
"05661 Syncope and collapse, w mild CC","3","7","2.33","28,089.25","9,363.08","1.8576","0.6192","0","0.0000"
"05662 Syncope and collapse, w mod CC","2","2","1.00","31,390.00","15,695.00","2.2618","1.1309","0","0.0000"
"05663 Syncope and collapse, w severe CC","2","23","11.50","124,898.60","62,449.30","3.0855","1.5428","0","0.0000"
"05670 Chest pain, no CC","3","9","3.00","56,226.50","18,742.17","1.0806","0.3602","0","0.0000"
"05680 Other circulatory system diagnoses, no CC","68","179","2.63","1,350,196.19","20,457.52","49.0843","0.7218","13","0.7369"
"05681 Other circulatory system diagnoses, w mild CC","62","412","6.65","2,536,984.03","41,589.90","134.3057","2.1662","14","2.1108"
"05682 Other circulatory system diagnoses, w mod CC","56","372","6.64","2,442,616.63","44,411.21","179.5992","3.2071","12","3.5353"
"05683 Other circulatory system diagnoses, w severe CC","107","896","8.37","7,518,026.34","72,288.71","511.0459","4.7761","28","4.7704"
"05684 Other circulatory system diagnoses, w catas CC","129","1,334","10.34","8,408,756.83","65,693.41","542.9104","4.2086","42","4.1538"
"05690 Acute MI, transferred, no CC","2","4","2.00","16,618.00","16,618.00","1.4080","0.7040","1","0.7040"
"05692 Acute MI, transferred, w mod CC","1","1","1.00","28,546.25","28,546.25","2.5600","2.5600","0","0.0000"
"06010 Stomach, esophagus & duodenal proc for malig, no CC","8","153","19.13","753,942.18","94,242.77","32.3233","4.0404","1","4.3319"
"06011 Stomach, esophagus & duodenal proc for malig, w mild CC","36","717","19.92","4,845,712.89","134,603.14","243.0641","6.7518","8","6.8429"
"06012 Stomach, esophagus & duodenal proc for malig, w mod CC","1","16","16.00","146,881.50","146,881.50","7.4225","7.4225","0","0.0000"
"06013 Stomach, esophagus & duodenal proc for malig, w severe CC","13","349","26.85","1,338,077.60","102,929.05","111.7480","8.5960","2","8.5942"
"06014 Stomach, esophagus & duodenal proc for malig, w catas CC","37","740","20.00","4,328,811.21","116,994.90","402.5415","10.8795","7","10.8795"
"06020 Stomach, esophagus & duodenal procedure, no CC","27","152","5.63","1,718,805.46","66,107.90","71.3093","2.6411","8","2.6147"
"06021 Stomach, esophagus & duodenal procedure, w mild CC","93","1,342","14.43","14,904,667.56","160,265.24","512.5045","5.5108","37","5.5518"
"06022 Stomach, esophagus & duodenal procedure, w mod CC","2","15","7.50","124,019.75","62,009.88","6.8208","3.4104","1","3.4104"
"06023 Stomach, esophagus & duodenal procedure, w severe CC","13","189","14.54","1,659,975.50","127,690.42","55.2495","4.2500","5","4.2424"
"06024 Stomach, esophagus & duodenal procedure, w catas CC","175","2,547","14.55","32,571,150.88","186,120.86","1,140.6063","6.5178","58","6.5203"
"06030 Major small & large bowel procedure, no CC","116","994","8.57","12,806,069.34","110,397.15","541.8653","4.6713","36","4.4945"
"06031 Major small & large bowel procedure, w mild CC","146","2,330","15.96","25,640,608.54","175,620.61","1,175.0941","8.0486","54","7.9751"
"06032 Major small & large bowel procedure, w mod CC","73","1,460","20.00","16,965,179.05","232,399.71","792.7334","10.8594","22","10.7715"
"06033 Major small & large bowel procedure, w severe CC","103","2,081","20.20","22,317,416.66","216,673.95","1,171.5008","11.3738","37","10.6613"
"06034 Major small & large bowel procedure, w catas CC","326","4,379","13.43","49,919,191.69","153,126.35","3,209.8732","9.8462","123","9.8227"
"06040 Rectal resection, no CC","3","35","11.67","88,312.50","29,437.50","14.9910","4.9970","2","4.9828"
"06042 Rectal resection, w mild to mod CC","2","25","12.50","190,859.00","95,429.50","12.2308","6.1154","0","0.0000"
"06043 Rectal resection, w severe CC","1","1","1.00","70,529.00","70,529.00","6.9819","6.9819","1","6.9819"
"06044 Rectal resection, w catas CC","21","289","13.76","3,778,279.40","179,918.07","187.4397","8.9257","4","8.9257"
"06050 Peritoneal adhesiolysis, no CC","4","22","5.50","231,749.30","57,937.33","10.4981","2.6245","2","2.4486"
"06052 Peritoneal adhesiolysis, w mild to mod CC","18","348","19.33","2,675,935.12","148,663.06","154.3722","8.5762","8","8.5510"
"06053 Peritoneal adhesiolysis, w severe CC","2","16","8.00","132,961.50","66,480.75","7.7296","3.8648","1","3.8648"
"06054 Peritoneal adhesiolysis, w catas CC","12","147","12.25","1,447,215.30","120,601.28","79.8024","6.6502","4","6.6502"
"06070 Appendectomy, no CC","2","3","1.50","27,031.00","13,515.50","2.3163","1.1582","0","0.0000"
"06071 Appendectomy, w mild CC","1","5","5.00","40,313.25","40,313.25","1.5501","1.5501","0","0.0000"
"06072 Appendectomy, w mod CC","3","12","4.00","167,491.25","55,830.42","7.1800","2.3933","2","2.4150"
"06073 Appendectomy, w severe CC","3","24","8.00","235,498.75","78,499.58","10.7713","3.5904","0","0.0000"
"06074 Appendectomy, w catas CC","19","187","9.84","2,057,564.36","108,292.86","112.8359","5.9387","10","6.6398"
"06080 Minor small & large bowel procedure, no CC","2","8","4.00","66,025.00","33,012.50","5.0060","2.5030","1","2.2853"
"06084 Minor small & large bowel procedure, w catas CC","3","55","18.33","326,966.07","108,988.69","17.8377","5.9459","0","0.0000"
"06090 Anal & stomal procedure, no CC","1","10","10.00","45,691.00","45,691.00","0.9288","0.9288","0","0.0000"
"06091 Anal & stomal procedure, w mild CC","6","84","14.00","242,630.00","48,526.00","12.7229","2.1205","2","2.8724"
"06092 Anal & stomal procedure, w mod CC","11","275","25.00","1,860,116.84","169,101.53","54.1487","4.9226","3","4.6925"
"06094 Anal & stomal procedure, w catas CC","6","47","7.83","382,266.89","63,711.15","26.6589","4.4432","2","4.3677"
"06100 Inguinal & femoral hernia procedure age > 14, no CC","3","9","3.00","69,834.50","23,278.17","3.4731","1.1577","0","0.0000"
"06101 Inguinal & femoral hernia procedure age > 14, w mild CC","2","5","2.50","70,846.00","35,423.00","4.0566","2.0283","1","2.0283"
"06102 Inguinal & femoral hernia procedure age > 14, w mod CC","7","50","7.14","550,068.33","78,581.19","28.7534","4.1076","0","0.0000"
"06103 Inguinal & femoral hernia procedure age > 14, w severe CC","3","18","6.00","169,222.40","56,407.47","4.5285","1.5095","2","1.4943"
"06104 Inguinal & femoral hernia procedure age > 14, w catas CC","8","128","16.00","1,042,071.03","130,258.88","18.8391","2.3549","5","2.3324"
"06114 Hernia proc, exc ing & femoral age > 14, w catas CC","7","66","9.43","795,000.83","113,571.55","27.7613","3.9659","2","3.9659"
"06130 Other digestive system OR proc for malig, no CC","2","28","14.00","63,416.08","31,708.04","7.0758","3.5379","0","0.0000"
"06132 Other digestive system OR proc for malig, w mild to mod CC","2","47","23.50","240,123.94","120,061.97","7.1266","3.5633","0","0.0000"
"06133 Other digestive system OR proc for malig, w severe CC","3","139","46.33","610,650.25","203,550.08","16.3582","5.4527","0","0.0000"
"06134 Other digestive system OR proc for malig, w catas CC","13","358","27.54","2,379,589.29","183,045.33","106.3712","8.1824","2","8.1824"
"06140 Other digestive system OR procedure, no CC","25","124","4.96","1,355,530.03","54,221.20","60.6744","2.4270","6","2.4602"
"06141 Other digestive system OR procedure, w mild CC","14","72","5.14","871,798.40","62,271.31","59.6985","4.2642","5","4.4170"
"06142 Other digestive system OR procedure, w mod CC","32","531","16.59","5,632,266.31","176,008.32","229.1963","7.1624","7","6.7744"
"06143 Other digestive system OR procedure, w severe CC","3","30","10.00","107,973.00","35,991.00","12.6639","4.2213","0","0.0000"
"06144 Other digestive system OR procedure, w catas CC","66","1,139","17.26","10,024,375.96","151,884.48","423.6126","6.4184","20","6.3422"
"06160 Complex therapeutic gastro for maj dig dis, no CC","7","19","2.71","199,412.75","28,487.54","10.3314","1.4759","1","1.2696"
"06161 Complex therapeutic gastro for maj dig dis, w mild CC","27","125","4.63","1,755,411.25","65,015.23","79.3615","2.9393","10","2.9108"
"06162 Complex therapeutic gastro for maj dig dis, w mod CC","49","395","8.06","4,240,864.17","86,548.25","231.4254","4.7230","14","4.3178"
"06163 Complex therapeutic gastro for maj dig dis, w severe CC","63","570","9.05","6,036,714.05","95,820.86","425.7995","6.7587","21","6.4398"
"06164 Complex therapeutic gastro for maj dig dis, w catas CC","118","1,644","13.93","17,093,099.58","144,856.78","943.5484","7.9962","40","8.2278"
"06172 Compl thera gastrosc for non-major dig dis, not same day, w mild to mod CC","3","24","8.00","132,667.00","44,222.33","6.3966","2.1322","0","0.0000"
"06173 Compl thera gastrosc for non-major dig dis, not same day, w severe CC","12","52","4.33","969,190.00","80,765.83","41.1966","3.4330","4","3.4619"
"06174 Compl thera gastrosc for non-major dig dis, not same day, w catas CC","47","403","8.57","4,971,746.40","105,781.84","277.4616","5.9034","14","5.9251"
"06190 Other gastroscopy for major dig dis, not same day, no CC","28","165","5.89","1,481,849.47","52,923.20","41.4129","1.4790","2","1.3004"
"06191 Other gastroscopy for major dig dis, not same day, w mild CC","32","330","10.31","2,308,012.70","72,125.40","97.8351","3.0573","11","3.1436"
"06192 Other gastroscopy for major dig dis, not same day, w mod CC","111","1,658","14.94","12,604,397.62","114,585.43","662.0638","5.9645","26","5.8934"
"06193 Other gastroscopy for major dig dis, not same day, w severe CC","40","417","10.43","2,384,173.53","59,604.34","95.1962","2.3799","13","2.3642"
"06194 Other gastroscopy for major dig dis, not same day, w catas CC","121","1,550","12.81","12,455,217.94","102,935.69","660.0083","5.4546","38","5.4511"
"06209 Other gastroscopy for major dig dis, same day, w or wo CC","1","1","1.00","16,684.25","16,684.25","0.7567","0.7567","0","0.0000"
"06210 Other gastroscopy for non-major dig dis, not same day, no CC","7","26","3.71","251,689.25","35,955.61","7.1407","1.0201","0","0.0000"
"06211 Other gastroscopy for non-major dig dis, not same day, w mild CC","16","111","6.94","1,115,723.35","69,732.71","42.3144","2.6447","2","2.7103"
"06212 Other gastroscopy for non-major dig dis, not same day, w mod CC","21","325","15.48","2,745,198.17","130,723.72","117.7442","5.6069","5","4.1827"
"06213 Other gastroscopy for non-major dig dis, not same day, w severe CC","12","149","12.42","702,956.25","63,905.11","25.7356","2.1446","4","2.1036"
"06214 Other gastroscopy for non-major dig dis, not same day, w catas CC","35","442","12.63","3,595,026.70","105,736.08","169.7990","4.8514","10","4.8340"
"06234 Complex therapeutic colonoscopy, w sev to cat CC","2","21","10.50","177,423.50","88,711.75","11.9128","5.9564","1","5.9564"
"06240 Other colonoscopy, not same day, no CC","3","22","7.33","104,170.75","34,723.58","2.5749","0.8583","1","0.9199"
"06241 Other colonoscopy, not same day, w mild CC","3","53","17.67","212,415.70","70,805.23","5.6541","1.8847","1","1.4374"
"06242 Other colonoscopy, not same day, w mod CC","9","86","9.56","550,126.41","61,125.16","25.2637","2.8071","1","1.6164"
"06243 Other colonoscopy, not same day, w severe CC","17","334","19.65","2,231,106.06","131,241.53","76.9061","4.5239","4","5.3630"
"06244 Other colonoscopy, not same day, w catas CC","13","254","19.54","1,280,489.13","98,499.16","67.0397","5.1569","4","5.1569"
"06259 Other colonoscopy, same day, w or wo CC","2","2","1.00","41,083.00","20,541.50","1.0556","0.5278","0","0.0000"
"06279 Lap stomach, esophagus & duodenal proc, w or wo CC","3","81","27.00","741,372.91","247,124.30","32.1163","10.7054","3","10.7054"
"06284 Lap peritoneal adhesiolysis, w sev to cat CC","1","45","45.00","179,893.00","179,893.00","7.3018","7.3018","0","0.0000"
"06300 Stomach, esophagus & duodenal resect for malig, no CC","3","31","10.33","360,950.50","120,316.83","19.3401","6.4467","1","5.3338"
"06301 Stomach, esophagus & duodenal resect for malig, w mild CC","9","166","18.44","2,939,285.07","326,587.23","85.5742","9.5082","1","10.8333"
"06304 Stomach, esophagus & duodenal resect for malig, w catas CC","11","327","29.73","3,012,135.93","273,830.54","161.0763","14.6433","2","14.6433"
"06311 Stomach, esophagus & duodenal resection, w mild CC","1","26","26.00","217,060.25","217,060.25","6.5375","6.5375","0","0.0000"
"06313 Stomach, esophagus & duodenal resection, w mod to sev CC","1","30","30.00","210,539.50","210,539.50","9.8931","9.8931","0","0.0000"
"06314 Stomach, esophagus & duodenal resection, w catas CC","27","643","23.81","7,117,725.23","263,619.45","333.1989","12.3407","14","12.3407"
"06323 Appendectomy for complicate Dx, w severe CC","9","53","5.89","479,840.90","53,315.66","40.6924","4.5214","2","6.2819"
"06324 Appendectomy for complicate Dx, w catas CC","18","152","8.44","1,684,496.25","93,583.13","84.1539","4.6752","5","4.7145"
"06334 Trach for digestive system diseases w mech vent 96+ hr, w mild to cat CC","91","4,766","52.37","40,852,453.61","448,928.06","3,222.3827","35.4108","34","35.4164"
"06349 Trach for digestive system diseases, w or wo CC","7","371","53.00","3,220,133.04","460,019.01","217.0322","31.0046","3","31.0046"
"06500 Digestive malignancy, not transferred, no CC","583","2,838","4.87","8,704,974.64","15,086.61","536.9529","0.9210","41","0.8809"
"06501 Digestive malignancy, not transferred, w mild CC","194","1,508","7.77","5,642,143.02","29,233.90","361.7743","1.8648","15","1.8915"
"06502 Digestive malignancy, not transferred, w mod CC","45","538","11.96","1,952,206.28","43,382.36","126.4362","2.8097","10","3.2201"
"06503 Digestive malignancy, not transferred, w severe CC","116","706","6.09","2,645,107.09","23,202.69","167.8279","1.4468","11","1.4495"
"06504 Digestive malignancy, not transferred, w catas CC","142","923","6.50","3,990,562.02","28,102.55","319.3776","2.2491","14","2.2514"
"06510 G.I. hemorrhage, age > 64, no CC","234","566","2.42","3,996,408.44","17,151.97","155.8941","0.6662","48","0.6560"
"06511 G.I. hemorrhage, age > 64, w mild CC","354","1,014","2.86","8,322,022.85","23,575.14","457.3147","1.2918","78","1.2459"
"06512 G.I. hemorrhage, age > 64, w mod CC","307","1,255","4.09","11,019,194.76","36,366.98","768.7096","2.5039","84","2.5475"
"06513 G.I. hemorrhage, age > 64, w severe CC","237","1,054","4.45","8,707,014.03","36,894.13","598.1390","2.5238","57","2.7503"
"06514 G.I. hemorrhage, age > 64, w catas CC","354","2,258","6.38","20,321,740.81","57,406.05","1,576.0018","4.4520","107","4.5617"
"06520 G.I. hemorrhage, age < 65, no CC","30","165","5.50","2,275,607.70","75,853.59","18.1759","0.6059","13","0.6123"
"06521 G.I. hemorrhage, age < 65, w mild CC","7","7","1.00","53,990.25","7,712.89","5.0848","0.7264","0","0.0000"
"06522 G.I. hemorrhage, age < 65, w mod CC","19","73","3.84","723,067.00","38,056.16","18.7724","0.9880","3","1.0112"
"06523 G.I. hemorrhage, age < 65, w severe CC","140","371","2.65","3,539,802.53","25,284.30","202.3832","1.4456","37","1.4190"
"06524 G.I. hemorrhage, age < 65, w catas CC","406","1,537","3.79","18,596,067.69","45,916.22","1,492.7242","3.6767","181","3.6847"
"06530 Complicated peptic ulcer, no CC","2","3","1.50","12,625.50","6,312.75","1.1168","0.5584","0","0.0000"
"06532 Complicated peptic ulcer, w mild to mod CC","6","33","5.50","104,600.01","17,433.34","4.7720","0.7953","2","0.8305"
"06533 Complicated peptic ulcer, w severe CC","4","9","2.25","91,070.75","22,767.69","3.7562","0.9390","1","0.9731"
"06534 Complicated peptic ulcer, w catas CC","10","27","2.70","267,295.10","26,729.51","32.8995","3.2900","1","3.1706"
"06541 Uncomplicated peptic ulcer, w mild CC","3","10","3.33","40,127.22","13,375.74","1.5423","0.5141","1","0.5141"
"06543 Uncomplicated peptic ulcer, w severe CC","5","47","9.40","334,175.50","66,835.10","3.5371","0.7074","2","0.6781"
"06544 Uncomplicated peptic ulcer, w catas CC","1","4","4.00","66,636.00","66,636.00","1.2189","1.2189","1","1.2189"
"06552 Inflammatory bowel disease, w mild to mod CC","1","1","1.00","1,176.00","1,176.00","1.6158","1.6158","0","0.0000"
"06554 Inflammatory bowel disease, w sev to cat CC","6","76","12.67","418,450.50","69,741.75","11.0808","1.8468","0","0.0000"
"06560 G.I. obstruction, not transferred, no CC","74","298","4.03","2,124,887.20","28,714.69","57.1015","0.7716","24","0.7005"
"06561 G.I. obstruction, not transferred, w mild CC","34","178","5.24","753,163.63","22,151.87","58.5207","1.7212","3","1.7906"
"06562 G.I. obstruction, not transferred, w mod CC","20","150","7.50","664,917.25","33,245.86","62.1089","3.1054","2","0.6955"
"06563 G.I. obstruction, not transferred, w severe CC","41","156","3.80","906,878.24","22,671.96","46.6616","1.1381","11","1.1318"
"06564 G.I. obstruction, not transferred, w catas CC","44","252","5.73","2,019,678.60","45,901.79","128.1988","2.9136","13","2.8825"
"06570 Gastroenteritis age > 9, no CC","90","286","3.18","1,348,232.74","14,980.36","30.7712","0.3419","8","0.3182"
"06571 Gastroenteritis age > 9, w mild CC","208","704","3.38","3,629,575.64","17,705.25","134.8887","0.6485","35","0.6179"
"06572 Gastroenteritis age > 9, w mod CC","230","1,033","4.49","7,032,247.81","30,574.99","306.4051","1.3322","64","1.3172"
"06573 Gastroenteritis age > 9, w severe CC","342","1,496","4.37","10,836,516.50","31,685.72","634.6482","1.8557","68","1.7449"
"06574 Gastroenteritis age > 9, w catas CC","382","2,840","7.43","21,825,774.87","58,047.27","785.2526","2.0556","109","2.0311"
"06581 Gastroenteritis age < 10, w mild CC","2","4","2.00","8,477.25","4,238.63","0.7192","0.3596","0","0.0000"
"06582 Gastroenteritis age < 10, w mod CC","2","2","1.00","52,062.00","26,031.00","1.1822","0.5911","1","0.5911"
"06583 Gastroenteritis age < 10, w severe CC","3","16","5.33","505,730.50","168,576.83","5.2362","1.7454","2","1.7296"
"06584 Gastroenteritis age < 10, w catas CC","2","6","3.00","93,915.00","46,957.50","3.1249","1.5625","0","0.0000"
"06600 Other digestive system diagnoses, not transferred, no CC","236","1,141","4.83","7,050,521.46","30,002.22","216.0679","0.9155","58","0.8359"
"06601 Other digestive system diagnoses, not transferred, w mild CC","122","645","5.29","5,209,566.00","42,701.36","316.1870","2.5917","32","2.6268"
"06602 Other digestive system diagnoses, not transferred, w mod CC","79","699","8.85","5,357,176.00","68,681.74","280.7318","3.5536","9","3.6644"
