"ชื่อกลุ่ม","ราย","LOS","วัน/ราย","ค่ารักษา","บาท/ราย","AdjRW","CMI","รับ Refer(ราย)","CMI Refer"
"05324 Multiple cardiac valve proc with cardiac cath, w mild to cat CC","2","38","19.00","836,528.00","418,264.00","43.3028","21.6514","0","0.0000"
"05334 Multiple cardiac valve procedures, w mild to cat CC","12","155","12.92","4,732,487.50","394,373.96","192.0750","16.0062","7","15.9595"
"05340 Trach for CVS diseases w mech vent 96+ hr, no CC","1","25","25.00","125,643.00","125,643.00","35.6757","35.6757","0","0.0000"
"05344 Trach for CVS diseases w mech vent 96+ hr, w mild to cat CC","150","10,223","68.15","74,072,835.51","497,133.12","5,702.1813","38.0145","36","38.0087"
"05359 Trach for CVS diseases, w or wo CC","10","685","68.50","4,903,128.75","490,312.88","354.9556","35.4956","2","35.4421"
"05362 Multiple wound debridement, w mild to mod CC","1","60","60.00","195,010.75","195,010.75","5.6000","5.6000","0","0.0000"
"05363 Multiple wound debridement, w severe CC","1","10","10.00","35,978.00","35,978.00","6.4373","6.4373","1","6.4373"
"05364 Multiple wound debridement, w catas CC","6","153","25.50","816,166.00","136,027.67","56.6832","9.4472","3","9.4472"
"05374 Complex cardiothoracic procedures, w catas CC","1","3","3.00","141,089.00","141,089.00","17.7742","17.7742","0","0.0000"
"05500 Acute MI w major comp w thrombol inj, no CC","8","10","1.25","153,296.49","19,162.06","19.4591","2.4324","3","2.4250"
"05502 Acute MI w major comp w thrombol inj, w mild to mod CC","21","36","1.71","457,160.25","21,769.54","57.9150","2.7579","5","2.7715"
"05503 Acute MI w major comp w thrombol inj, w severe CC","53","196","3.70","1,982,253.25","37,401.00","171.8961","3.2433","12","3.3083"
"05504 Acute MI w major comp w thrombol inj, w catas CC","56","438","7.82","3,989,809.00","73,885.35","320.9769","5.7317","7","5.7949"
"05510 Acute MI w thrombol inj, no CC","3","3","1.00","33,717.50","11,239.17","6.8247","2.2749","1","2.2749"
"05511 Acute MI w thrombol inj, w mild CC","1","1","1.00","21,353.00","21,353.00","2.4748","2.4748","0","0.0000"
"05514 Acute MI w thrombol inj, w mod to cat CC","2","2","1.00","33,773.00","16,886.50","5.6650","2.8325","1","2.8325"
"05520 Acute MI w major comp, not transferred, no CC","132","305","2.31","1,847,656.33","14,434.82","236.0775","1.7885","34","1.7897"
"05522 Acute MI w major comp, not transferred, w mild to mod CC","243","684","2.81","3,664,518.18","15,462.10","494.8939","2.0366","51","2.0254"
"05523 Acute MI w major comp, not transferred, w severe CC","597","2,595","4.35","15,056,131.45","26,003.68","2,183.7765","3.6579","156","3.6567"
"05524 Acute MI w major comp, not transferred, w catas CC","728","6,365","8.74","38,471,224.61","54,802.31","3,510.4397","4.8220","199","4.8352"
"05530 Acute MI, not transferred, no CC","80","149","1.86","747,801.76","9,711.71","98.7737","1.2347","15","1.2219"
"05531 Acute MI, not transferred, w mild CC","25","79","3.16","417,172.25","17,382.18","35.4036","1.4161","4","1.3896"
"05532 Acute MI, not transferred, w mod CC","33","102","3.09","454,002.25","14,187.57","53.5667","1.6232","10","1.6398"
"05533 Acute MI, not transferred, w severe CC","59","238","4.03","1,156,935.47","19,947.16","124.0964","2.1033","17","2.1124"
"05534 Acute MI, not transferred, w catas CC","11","42","3.82","252,554.75","22,959.52","30.4971","2.7725","3","2.7083"
"05542 Infective endocarditis, w mild to mod CC","2","13","6.50","21,785.00","10,892.50","5.0158","2.5079","0","0.0000"
"05543 Infective endocarditis, w severe CC","11","124","11.27","447,079.63","40,643.60","37.5203","3.4109","6","3.3916"
"05544 Infective endocarditis, w catas CC","45","507","11.27","3,068,831.22","68,196.25","278.7992","6.1955","15","6.1665"
"05550 Heart failure and shock, no CC","95","343","3.61","1,079,719.70","11,609.89","55.6354","0.5856","7","0.5726"
"05551 Heart failure and shock, w mild CC","14","55","3.93","244,862.00","17,490.14","10.6196","0.7585","1","0.8046"
"05552 Heart failure and shock, w mod CC","173","582","3.36","1,929,980.22","11,556.77","152.4276","0.8811","29","0.8776"
"05553 Heart failure and shock, w severe CC","582","2,551","4.38","10,302,808.52","17,980.47","875.3422","1.5040","113","1.4940"
"05554 Heart failure and shock, w catas CC","1,179","10,549","8.95","52,303,357.60","45,402.22","3,793.1995","3.2173","256","3.2120"
"05562 Venous thrombosis, w mod CC","10","61","6.10","154,532.15","15,453.22","18.4558","1.8456","4","1.8437"
"05563 Venous thrombosis, w severe CC","14","186","13.29","596,691.00","42,620.79","35.0400","2.5029","2","2.4985"
"05564 Venous thrombosis, w catas CC","26","359","13.81","1,044,008.70","41,760.35","98.8893","3.8034","10","3.7433"
"05579 Skin ulcers for circulatory disorders, w or wo CC","1","5","5.00","12,891.00","12,891.00","1.3721","1.3721","0","0.0000"
"05580 Peripheral vascular disorders, not transferred, no CC","22","61","2.77","473,756.00","22,559.81","17.5240","0.7965","9","0.7813"
"05581 Peripheral vascular disorders, not transferred, w mild CC","16","76","4.75","251,974.75","15,748.42","17.8330","1.1146","2","1.0825"
"05582 Peripheral vascular disorders, not transferred, w mod CC","14","45","3.21","284,312.25","20,308.02","26.7014","1.9072","3","1.8940"
"05583 Peripheral vascular disorders, not transferred, w severe CC","100","440","4.40","2,060,903.67","21,029.63","243.2992","2.4330","25","2.4273"
"05584 Peripheral vascular disorders, not transferred, w catas CC","100","848","8.48","4,031,326.10","41,560.06","426.3219","4.2632","20","4.2800"
"05590 Coronary atherosclerosis, no CC","14","26","1.86","145,602.35","10,400.17","6.1936","0.4424","2","0.4424"
"05591 Coronary atherosclerosis, w mild CC","1","1","1.00","6,782.00","6,782.00","0.6228","0.6228","0","0.0000"
"05592 Coronary atherosclerosis, w mod CC","14","26","1.86","147,250.25","10,517.88","11.0860","0.7919","2","0.7920"
"05593 Coronary atherosclerosis, w severe CC","37","163","4.41","805,036.65","21,757.75","35.8852","0.9699","9","0.9857"
"05594 Coronary atherosclerosis, w catas CC","68","586","8.62","2,905,426.53","44,021.61","177.8568","2.6155","15","2.6311"
"05600 Hypertension, no CC","9","51","5.67","212,316.50","23,590.72","2.4534","0.2726","0","0.0000"
"05601 Hypertension, w mild CC","4","13","3.25","61,523.00","15,380.75","1.4724","0.3681","1","0.3681"
"05602 Hypertension, w mod CC","1","2","2.00","20,132.00","20,132.00","0.4210","0.4210","0","0.0000"
"05603 Hypertension, w severe CC","15","103","6.87","303,184.30","23,321.87","9.0328","0.6022","2","0.5853"
"05604 Hypertension, w catas CC","29","245","8.45","1,416,671.50","48,850.74","58.4738","2.0163","11","2.0046"
"05610 Congenital heart disease, no CC","6","10","1.67","25,447.00","4,241.17","3.8628","0.6438","0","0.0000"
"05612 Congenital heart disease, w mod CC","5","19","3.80","91,489.00","18,297.80","5.6990","1.1398","1","1.2863"
"05613 Congenital heart disease, w severe CC","9","40","4.44","215,507.00","23,945.22","22.3925","2.4881","0","0.0000"
"05614 Congenital heart disease, w catas CC","17","115","6.76","863,149.75","53,946.86","71.7365","4.2198","6","4.2956"
"05620 Valvular disorders, no CC","5","27","5.40","59,239.75","11,847.95","2.7718","0.5544","2","0.5463"
"05621 Valvular disorders, w mild CC","1","2","2.00","7,163.00","7,163.00","0.6138","0.6138","0","0.0000"
"05622 Valvular disorders, w mod CC","4","36","9.00","104,635.00","26,158.75","2.7514","0.6879","0","0.0000"
"05623 Valvular disorders, w severe CC","19","40","2.11","181,661.75","10,092.32","19.4782","1.0252","2","1.0351"
"05624 Valvular disorders, w catas CC","51","427","8.37","2,023,458.00","40,469.16","157.2883","3.0841","9","3.1012"
"05630 Major arrhythmia and cardiac arrest, no CC","85","107","1.26","675,816.75","8,142.37","58.4116","0.6872","30","0.6857"
"05631 Major arrhythmia and cardiac arrest, w mild CC","22","40","1.82","283,088.00","12,867.64","22.3761","1.0171","6","1.0171"
"05632 Major arrhythmia and cardiac arrest, w mod CC","50","173","3.46","512,201.25","11,134.81","72.2866","1.4457","10","1.4290"
"05633 Major arrhythmia and cardiac arrest, w severe CC","254","627","2.47","3,548,115.27","14,601.30","456.4394","1.7970","66","1.7831"
"05634 Major arrhythmia and cardiac arrest, w catas CC","275","1,374","5.00","9,429,068.18","35,183.09","868.9235","3.1597","80","3.1453"
"05640 Non-major arrhythmia and conduction dis, no CC","17","72","4.24","213,323.25","12,548.43","7.0157","0.4127","3","0.4013"
"05641 Non-major arrhythmia and conduction dis, w mild CC","9","40","4.44","220,494.00","24,499.33","4.5824","0.5092","1","0.4998"
"05642 Non-major arrhythmia and conduction dis, w mod CC","15","87","5.80","321,119.00","21,407.93","8.4802","0.5653","3","0.5578"
"05643 Non-major arrhythmia and conduction dis, w severe CC","62","199","3.21","1,047,652.00","17,174.62","51.9237","0.8375","13","0.8245"
"05644 Non-major arrhythmia and conduction dis, w catas CC","87","556","6.39","3,580,343.65","41,631.90","178.3929","2.0505","20","2.0707"
"05650 Unstable angina, no CC","10","56","5.60","268,533.75","26,853.38","6.3195","0.6320","1","0.6218"
"05652 Unstable angina, w mod CC","4","4","1.00","21,462.00","5,365.50","3.9006","0.9752","0","0.0000"
"05653 Unstable angina, w severe CC","30","140","4.67","526,744.75","18,812.31","40.1305","1.3377","4","1.3315"
"05654 Unstable angina, w catas CC","40","296","7.40","1,480,666.78","37,016.67","123.2895","3.0822","7","3.1159"
"05660 Syncope and collapse, no CC","1","1","1.00","2,296.00","2,296.00","0.2705","0.2705","0","0.0000"
"05661 Syncope and collapse, w mild CC","1","3","3.00","12,757.00","12,757.00","0.3538","0.3538","0","0.0000"
"05663 Syncope and collapse, w severe CC","5","14","2.80","51,488.00","10,297.60","2.6780","0.5356","0","0.0000"
"05664 Syncope and collapse, w catas CC","2","5","2.50","34,588.00","17,294.00","2.1419","1.0709","0","0.0000"
"05672 Chest pain, w mod CC","2","2","1.00","11,803.00","5,901.50","1.0546","0.5273","0","0.0000"
"05680 Other circulatory system diagnoses, no CC","12","31","2.58","101,275.00","8,439.58","6.7688","0.5641","2","0.5576"
"05681 Other circulatory system diagnoses, w mild CC","3","6","2.00","14,998.00","4,999.33","2.1430","0.7143","0","0.0000"
"05682 Other circulatory system diagnoses, w mod CC","24","70","2.92","349,076.75","15,177.25","21.6414","0.9017","2","0.9101"
"05683 Other circulatory system diagnoses, w severe CC","68","223","3.28","1,316,330.94","19,357.81","97.9576","1.4406","13","1.4377"
"05684 Other circulatory system diagnoses, w catas CC","145","1,289","8.89","7,289,667.68","52,069.05","602.8938","4.1579","49","4.1460"
"06010 Stomach, esophagus & duodenal proc for malig, no CC","8","142","17.75","449,479.00","56,184.88","34.5518","4.3190","0","0.0000"
"06011 Stomach, esophagus & duodenal proc for malig, w mild CC","1","4","4.00","17,302.00","17,302.00","5.2772","5.2772","0","0.0000"
"06012 Stomach, esophagus & duodenal proc for malig, w mod CC","3","47","15.67","527,499.00","175,833.00","22.2675","7.4225","1","7.4225"
"06013 Stomach, esophagus & duodenal proc for malig, w severe CC","10","205","20.50","754,439.70","75,443.97","85.9378","8.5938","2","8.5921"
"06014 Stomach, esophagus & duodenal proc for malig, w catas CC","52","1,298","24.96","6,528,546.40","128,010.71","564.6270","10.8582","11","10.8786"
"06021 Stomach, esophagus & duodenal procedure, w mild CC","2","13","6.50","126,059.00","63,029.50","5.3466","2.6733","0","0.0000"
"06022 Stomach, esophagus & duodenal procedure, w mod CC","5","36","7.20","311,964.00","62,392.80","17.0516","3.4103","0","0.0000"
"06023 Stomach, esophagus & duodenal procedure, w severe CC","26","232","8.92","1,649,187.50","63,430.29","109.2989","4.2038","12","4.1894"
"06024 Stomach, esophagus & duodenal procedure, w catas CC","258","3,157","12.24","29,329,770.41","115,927.95","1,680.5434","6.5137","87","6.5146"
"06030 Major small & large bowel procedure, no CC","16","186","11.63","1,095,663.80","68,478.99","56.2737","3.5171","5","3.5084"
"06032 Major small & large bowel procedure, w mod CC","14","182","13.00","1,325,885.30","94,706.09","68.0017","4.8573","7","4.9018"
"06033 Major small & large bowel procedure, w severe CC","48","778","16.21","4,101,517.85","87,266.34","245.9533","5.1240","17","5.0872"
"06034 Major small & large bowel procedure, w catas CC","463","6,665","14.40","57,195,578.26","127,668.70","4,556.2963","9.8408","140","9.8391"
"06040 Rectal resection, no CC","1","3","3.00","54,811.75","54,811.75","5.0255","5.0255","0","0.0000"
"06042 Rectal resection, w mild to mod CC","1","11","11.00","57,214.00","57,214.00","6.1154","6.1154","0","0.0000"
"06043 Rectal resection, w severe CC","5","22","4.40","276,946.00","55,389.20","36.3795","7.2759","2","7.1657"
"06044 Rectal resection, w catas CC","37","576","15.57","5,033,859.75","139,829.44","330.3560","8.9285","9","8.9274"
"06050 Peritoneal adhesiolysis, no CC","1","2","2.00","42,858.00","42,858.00","2.0961","2.0961","0","0.0000"
"06052 Peritoneal adhesiolysis, w mild to mod CC","1","42","42.00","115,071.00","115,071.00","3.0034","3.0034","0","0.0000"
"06053 Peritoneal adhesiolysis, w severe CC","1","21","21.00","119,772.00","119,772.00","3.8648","3.8648","1","3.8648"
"06054 Peritoneal adhesiolysis, w catas CC","25","419","16.76","2,434,674.00","97,386.96","164.7994","6.5920","11","6.5747"
"06070 Appendectomy, no CC","4","11","2.75","184,831.95","46,207.99","4.5872","1.1468","1","1.1468"
"06071 Appendectomy, w mild CC","1","17","17.00","24,641.00","24,641.00","1.2777","1.2777","0","0.0000"
"06072 Appendectomy, w mod CC","1","1","1.00","39,493.00","39,493.00","1.4377","1.4377","0","0.0000"
"06074 Appendectomy, w catas CC","10","106","10.60","756,825.00","75,682.50","32.8867","3.2887","2","3.3052"
"06083 Minor small & large bowel procedure, w severe CC","1","1","1.00","3,330.00","3,330.00","3.5062","3.5062","0","0.0000"
"06084 Minor small & large bowel procedure, w catas CC","6","74","12.33","718,394.50","119,732.42","35.3781","5.8964","1","5.9459"
"06092 Anal & stomal procedure, w mod CC","1","1","1.00","27,462.00","27,462.00","1.1201","1.1201","0","0.0000"
"06094 Anal & stomal procedure, w catas CC","6","43","7.17","383,087.00","63,847.83","26.8782","4.4797","2","4.4797"
"06100 Inguinal & femoral hernia procedure age > 14, no CC","2","4","2.00","20,884.00","10,442.00","2.2386","1.1193","1","1.1193"
"06103 Inguinal & femoral hernia procedure age > 14, w severe CC","3","19","6.33","104,210.75","34,736.92","4.5285","1.5095","1","1.5399"
"06104 Inguinal & femoral hernia procedure age > 14, w catas CC","6","65","10.83","545,861.79","90,976.97","14.1360","2.3560","2","2.3560"
"06112 Hernia proc, exc ing & femoral age > 14, w mild to mod CC","1","27","27.00","124,556.00","124,556.00","1.8775","1.8775","1","1.8775"
"06114 Hernia proc, exc ing & femoral age > 14, w catas CC","6","49","8.17","479,346.25","79,891.04","23.5971","3.9328","3","3.9659"
"06130 Other digestive system OR proc for malig, no CC","3","71","23.67","163,529.00","54,509.67","8.7277","2.9092","0","0.0000"
"06132 Other digestive system OR proc for malig, w mild to mod CC","2","61","30.50","174,724.25","87,362.13","7.1876","3.5938","0","0.0000"
"06133 Other digestive system OR proc for malig, w severe CC","6","49","8.17","171,860.00","28,643.33","32.3412","5.3902","2","5.3902"
"06134 Other digestive system OR proc for malig, w catas CC","17","341","20.06","1,987,762.40","116,927.20","138.6913","8.1583","5","8.1824"
"06140 Other digestive system OR procedure, no CC","2","8","4.00","71,457.00","35,728.50","3.4642","1.7321","1","1.6877"
"06142 Other digestive system OR procedure, w mod CC","5","20","4.00","155,422.50","31,084.50","18.8764","3.7753","3","3.0788"
"06143 Other digestive system OR procedure, w severe CC","8","22","2.75","296,679.25","37,084.91","32.7149","4.0894","3","4.0806"
"06144 Other digestive system OR procedure, w catas CC","108","1,561","14.45","9,758,096.80","91,197.17","695.5058","6.4399","41","6.4224"
"06160 Complex therapeutic gastro for maj dig dis, no CC","5","11","2.20","177,394.00","35,478.80","11.1479","2.2296","3","2.1992"
"06161 Complex therapeutic gastro for maj dig dis, w mild CC","2","11","5.50","98,347.00","49,173.50","5.5282","2.7641","1","2.7641"
"06162 Complex therapeutic gastro for maj dig dis, w mod CC","6","21","3.50","195,075.00","32,512.50","19.0436","3.1739","2","3.1206"
"06163 Complex therapeutic gastro for maj dig dis, w severe CC","19","158","8.32","1,293,227.00","68,064.58","81.6254","4.2961","9","4.2970"
"06164 Complex therapeutic gastro for maj dig dis, w catas CC","81","916","11.31","7,924,124.75","97,828.70","519.6841","6.4159","31","6.4667"
"06170 Compl thera gastrosc for non-major dig dis, not same day, no CC","2","5","2.50","82,465.00","41,232.50","3.5090","1.7545","2","1.7545"
"06172 Compl thera gastrosc for non-major dig dis, not same day, w mild to mod CC","1","1","1.00","24,348.00","24,348.00","2.0266","2.0266","1","2.0266"
"06173 Compl thera gastrosc for non-major dig dis, not same day, w severe CC","14","65","4.64","621,113.75","47,777.98","47.6047","3.4003","8","3.3959"
"06174 Compl thera gastrosc for non-major dig dis, not same day, w catas CC","45","336","7.47","3,542,069.88","80,501.59","265.0744","5.8905","17","5.9117"
"06190 Other gastroscopy for major dig dis, not same day, no CC","9","81","9.00","315,141.50","35,015.72","11.7854","1.3095","1","1.3009"
"06191 Other gastroscopy for major dig dis, not same day, w mild CC","5","45","9.00","220,799.75","44,159.95","6.7398","1.3480","1","1.3608"
"06192 Other gastroscopy for major dig dis, not same day, w mod CC","6","51","8.50","169,438.75","28,239.79","11.4149","1.9025","1","1.9327"
"06193 Other gastroscopy for major dig dis, not same day, w severe CC","56","499","8.91","2,523,662.56","45,884.77","133.4262","2.3826","11","2.3895"
"06194 Other gastroscopy for major dig dis, not same day, w catas CC","226","2,646","11.71","18,228,111.52","83,233.39","1,231.8094","5.4505","61","5.4574"
"06209 Other gastroscopy for major dig dis, same day, w or wo CC","12","12","1.00","219,295.25","19,935.93","9.0804","0.7567","5","0.7567"
"06212 Other gastroscopy for non-major dig dis, not same day, w mod CC","1","4","4.00","17,557.25","17,557.25","1.6371","1.6371","1","1.6371"
"06213 Other gastroscopy for non-major dig dis, not same day, w severe CC","12","100","8.33","589,243.50","49,103.63","28.5885","2.3824","2","2.1575"
"06214 Other gastroscopy for non-major dig dis, not same day, w catas CC","41","364","8.88","2,698,509.00","69,192.54","196.9308","4.8032","16","4.7801"
"06229 Other gastroscopy for non-major dig dis, same day, w or wo CC","1","1","1.00","28,340.00","28,340.00","0.3493","0.3493","1","0.3493"
"06234 Complex therapeutic colonoscopy, w sev to cat CC","4","38","9.50","167,743.00","41,935.75","23.8256","5.9564","1","5.9564"
"06240 Other colonoscopy, not same day, no CC","2","52","26.00","93,274.00","46,637.00","1.8178","0.9089","1","0.8906"
"06241 Other colonoscopy, not same day, w mild CC","2","43","21.50","100,755.00","50,377.50","2.9177","1.4588","0","0.0000"
"06242 Other colonoscopy, not same day, w mod CC","1","40","40.00","113,903.00","113,903.00","1.6765","1.6765","0","0.0000"
"06243 Other colonoscopy, not same day, w severe CC","5","26","5.20","145,260.75","36,315.19","13.7895","2.7579","3","2.7579"
"06244 Other colonoscopy, not same day, w catas CC","22","352","16.00","2,121,988.50","96,454.02","113.4380","5.1563","7","5.1559"
"06269 Dilation of intestine, w or wo CC","1","29","29.00","130,502.00","130,502.00","2.4800","2.4800","0","0.0000"
"06279 Lap stomach, esophagus & duodenal proc, w or wo CC","1","2","2.00","69,057.00","69,057.00","10.8611","10.8611","0","0.0000"
"06284 Lap peritoneal adhesiolysis, w sev to cat CC","2","21","10.50","184,917.75","92,458.88","14.6036","7.3018","0","0.0000"
"06300 Stomach, esophagus & duodenal resect for malig, no CC","1","32","32.00","174,591.00","174,591.00","6.8372","6.8372","0","0.0000"
"06301 Stomach, esophagus & duodenal resect for malig, w mild CC","5","89","17.80","809,394.00","161,878.80","43.8420","8.7684","0","0.0000"
"06303 Stomach, esophagus & duodenal resect for malig, w mod to sev CC","5","69","13.80","493,977.50","98,795.50","51.2995","10.2599","2","10.2599"
"06304 Stomach, esophagus & duodenal resect for malig, w catas CC","23","661","28.74","4,117,078.50","187,139.93","337.0026","14.6523","3","14.6433"
"06313 Stomach, esophagus & duodenal resection, w mod to sev CC","6","104","17.33","532,335.75","106,467.15","58.8639","9.8107","2","9.8931"
"06314 Stomach, esophagus & duodenal resection, w catas CC","22","342","15.55","4,062,273.90","184,648.81","270.8763","12.3126","10","12.2789"
"06320 Appendectomy for complicate Dx, no CC","6","18","3.00","96,551.25","16,091.88","8.8601","1.4767","2","1.4891"
"06322 Appendectomy for complicate Dx, w mild to mod CC","2","3","1.50","75,177.00","37,588.50","3.8620","1.9310","0","0.0000"
"06323 Appendectomy for complicate Dx, w severe CC","3","9","3.00","43,514.00","14,504.67","6.8974","2.2991","1","2.3784"
"06324 Appendectomy for complicate Dx, w catas CC","23","203","8.83","1,516,647.90","68,938.54","108.4335","4.7145","10","4.7145"
"06334 Trach for digestive system diseases w mech vent 96+ hr, w mild to cat CC","126","6,987","55.45","49,911,025.98","402,508.27","4,462.7107","35.4183","45","35.4123"
"06349 Trach for digestive system diseases, w or wo CC","22","1,138","51.73","8,289,639.00","394,744.71","682.0966","31.0044","11","31.0042"
"06500 Digestive malignancy, not transferred, no CC","172","926","5.38","1,721,448.06","10,626.22","158.4842","0.9214","14","0.9114"
"06501 Digestive malignancy, not transferred, w mild CC","97","830","8.56","2,049,730.69","21,351.36","116.4419","1.2004","7","1.1749"
"06502 Digestive malignancy, not transferred, w mod CC","52","498","9.58","1,185,007.75","22,788.61","71.4842","1.3747","2","1.3153"
"06503 Digestive malignancy, not transferred, w severe CC","245","1,657","6.76","4,319,649.59","17,998.54","354.6934","1.4477","23","1.4627"
"06504 Digestive malignancy, not transferred, w catas CC","239","1,889","7.90","5,629,252.76","24,056.64","538.0008","2.2510","30","2.2565"
"06510 G.I. hemorrhage, age > 64, no CC","10","13","1.30","76,131.00","7,613.10","5.9050","0.5905","0","0.0000"
"06511 G.I. hemorrhage, age > 64, w mild CC","14","22","1.57","144,669.50","10,333.54","9.5441","0.6817","4","0.6962"
"06512 G.I. hemorrhage, age > 64, w mod CC","19","54","2.84","286,903.75","15,100.20","18.1710","0.9564","3","0.9780"
"06513 G.I. hemorrhage, age > 64, w severe CC","179","601","3.36","3,036,012.47","17,549.21","298.0783","1.6652","32","1.6367"
"06514 G.I. hemorrhage, age > 64, w catas CC","331","1,590","4.80","10,838,668.20","33,870.84","1,195.5604","3.6120","80","3.6159"
"06520 G.I. hemorrhage, age < 65, no CC","11","14","1.27","193,708.29","17,609.84","6.4757","0.5887","6","0.5887"
"06521 G.I. hemorrhage, age < 65, w mild CC","18","29","1.61","227,833.56","12,657.42","13.0748","0.7264","2","0.7264"
"06522 G.I. hemorrhage, age < 65, w mod CC","26","51","1.96","319,516.00","12,780.64","25.2278","0.9703","5","0.9703"
"06523 G.I. hemorrhage, age < 65, w severe CC","238","576","2.42","5,417,246.07","23,553.24","344.4062","1.4471","77","1.4321"
"06524 G.I. hemorrhage, age < 65, w catas CC","593","2,211","3.73","20,389,376.47","35,896.79","2,180.6589","3.6773","182","3.6590"
"06530 Complicated peptic ulcer, no CC","3","3","1.00","19,821.00","6,607.00","1.6752","0.5584","1","0.5584"
"06532 Complicated peptic ulcer, w mild to mod CC","8","42","5.25","140,117.25","17,514.66","6.1999","0.7750","4","0.7778"
"06533 Complicated peptic ulcer, w severe CC","13","51","3.92","317,997.00","28,908.82","12.2941","0.9457","3","0.9277"
"06534 Complicated peptic ulcer, w catas CC","15","145","9.67","1,227,951.80","81,863.45","50.3050","3.3537","4","3.3496"
"06543 Uncomplicated peptic ulcer, w severe CC","1","1","1.00","9,215.00","9,215.00","0.6535","0.6535","0","0.0000"
"06544 Uncomplicated peptic ulcer, w catas CC","1","1","1.00","468.50","468.50","1.1336","1.1336","0","0.0000"
"06554 Inflammatory bowel disease, w sev to cat CC","3","57","19.00","135,843.00","67,921.50","5.5674","1.8558","1","1.8468"
"06560 G.I. obstruction, not transferred, no CC","15","33","2.20","131,149.75","8,743.32","7.5248","0.5017","5","0.5028"
"06561 G.I. obstruction, not transferred, w mild CC","7","23","3.29","87,404.00","12,486.29","4.6889","0.6698","1","0.6357"
"06562 G.I. obstruction, not transferred, w mod CC","11","43","3.91","169,554.00","15,414.00","7.9640","0.7240","2","0.6955"
"06563 G.I. obstruction, not transferred, w severe CC","47","173","3.68","646,931.00","13,764.49","53.8588","1.1459","9","1.1391"
"06564 G.I. obstruction, not transferred, w catas CC","66","422","6.39","2,176,983.75","33,492.06","193.3233","2.9291","18","2.9418"
"06570 Gastroenteritis age > 9, no CC","29","163","5.62","417,794.75","14,921.24","6.6851","0.2305","3","0.2238"
"06571 Gastroenteritis age > 9, w mild CC","30","91","3.03","372,374.25","12,840.49","12.4690","0.4156","6","0.4191"
"06572 Gastroenteritis age > 9, w mod CC","41","112","2.73","414,469.00","10,361.73","26.9495","0.6573","11","0.6574"
"06573 Gastroenteritis age > 9, w severe CC","298","1,118","3.75","5,499,490.71","19,228.99","315.0255","1.0571","78","1.0437"
"06574 Gastroenteritis age > 9, w catas CC","565","3,734","6.61","19,608,405.36","36,244.74","688.7362","1.2190","148","1.2090"
"06580 Gastroenteritis age < 10, no CC","2","5","2.50","8,954.00","4,477.00","0.4450","0.2225","0","0.0000"
"06581 Gastroenteritis age < 10, w mild CC","1","1","1.00","6,130.00","6,130.00","0.2884","0.2884","1","0.2884"
"06582 Gastroenteritis age < 10, w mod CC","2","4","2.00","11,729.00","5,864.50","1.0468","0.5234","0","0.0000"
"06583 Gastroenteritis age < 10, w severe CC","6","23","3.83","175,396.00","29,232.67","5.3544","0.8924","0","0.0000"
"06584 Gastroenteritis age < 10, w catas CC","5","70","14.00","488,581.25","97,716.25","8.0713","1.6143","0","0.0000"
"06600 Other digestive system diagnoses, not transferred, no CC","9","38","4.22","172,272.85","19,141.43","5.1322","0.5702","2","0.5995"
"06601 Other digestive system diagnoses, not transferred, w mild CC","17","49","2.88","256,759.00","15,103.47","12.5307","0.7371","5","0.7431"
"06602 Other digestive system diagnoses, not transferred, w mod CC","37","135","3.65","547,564.25","15,210.12","35.6445","0.9634","7","0.9450"
"06603 Other digestive system diagnoses, not transferred, w severe CC","234","1,189","5.08","5,811,235.68","25,713.43","354.1066","1.5133","73","1.4951"
"06604 Other digestive system diagnoses, not transferred, w catas CC","440","2,984","6.78","17,375,354.69","40,787.22","1,669.6198","3.7946","124","3.7852"
"06610 Abdominal pain or mesenteric adenitis, no CC","5","6","1.20","28,099.00","5,619.80","1.2430","0.2486","0","0.0000"
"06612 Abdominal pain or mesenteric adenitis, w mod CC","2","5","2.50","44,227.00","22,113.50","0.8710","0.4355","1","0.4355"
"06613 Abdominal pain or mesenteric adenitis, w severe CC","10","43","4.30","82,022.00","8,202.20","5.8062","0.5806","1","0.5700"
"06614 Abdominal pain or mesenteric adenitis, w catas CC","2","2","1.00","30,020.00","15,010.00","2.4380","1.2190","0","0.0000"
"06640 Oesophagitis, gastritis and dyspepsia age > 9, no CC","11","13","1.18","55,276.00","5,025.09","2.6345","0.2395","0","0.0000"
"06641 Oesophagitis, gastritis and dyspepsia age > 9, w mild CC","1","7","7.00","10,544.00","10,544.00","0.3638","0.3638","0","0.0000"
"06642 Oesophagitis, gastritis and dyspepsia age > 9, w mod CC","4","6","1.50","20,437.00","5,109.25","1.4272","0.3568","1","0.3568"
"06643 Oesophagitis, gastritis and dyspepsia age > 9, w severe CC","14","66","4.71","173,234.52","12,373.89","6.6248","0.4732","2","0.4752"
"06644 Oesophagitis, gastritis and dyspepsia age > 9, w catas CC","7","18","2.57","78,401.00","11,200.14","5.3472","0.7639","0","0.0000"
"06654 Oesophagitis, gastritis and dyspepsia age < 10, w sev to cat CC","2","3","1.50","6,871.00","3,435.50","0.8322","0.4161","0","0.0000"
"06660 Miscellneous digestive disorders age > 9, no CC","4","41","10.25","162,632.50","40,658.13","1.8482","0.4621","0","0.0000"
