"ชื่อกลุ่ม","ทั้งหมด","ไตรมาส1","ไตรมาส2","ไตรมาส3","ไตรมาส4"
"จำนวน","ผลรวมAdjRW","CMI","จำนวน","ผลรวมAdjRW","CMI","จำนวน","ผลรวมAdjRW","CMI","จำนวน","ผลรวมAdjRW","CMI","จำนวน","ผลรวมAdjRW","CMI"
"03100 Other ear, nose, mouth & throat procedures, no CC","705","935.8386","1.3274","524","696.4971","1.3292","142","187.9835","1.3238","35","46.3917","1.3255","2","2.5447","1.2724"
"03102 Other ear, nose, mouth & throat procedures, w mild to mod CC","87","226.1313","2.5992","49","123.4117","2.5186","26","66.4302","2.5550","11","34.3458","3.1223","0","0.0000","0.0000"
"03103 Other ear, nose, mouth & throat procedures, w severe CC","76","215.0752","2.8299","34","96.1396","2.8276","32","90.6176","2.8318","9","25.4862","2.8318","0","0.0000","0.0000"
"03104 Other ear, nose, mouth & throat procedures, w catas CC","45","168.3169","3.7404","25","93.5175","3.7407","11","40.9607","3.7237","9","33.8387","3.7599","0","0.0000","0.0000"
"03119 Myringotomy with tube insertion, w or wo CC","42","33.0847","0.7877","20","15.7619","0.7881","13","10.2470","0.7882","8","6.2896","0.7862","0","0.0000","0.0000"
"03120 Dental extractions and restorations, no CC","421","323.5139","0.7684","257","196.7726","0.7657","115","88.7678","0.7719","43","33.3521","0.7756","3","2.3165","0.7722"
"03122 Dental extractions and restorations, w mild to mod CC","135","124.6255","0.9232","72","66.4653","0.9231","42","38.7188","0.9219","19","17.5841","0.9255","0","0.0000","0.0000"
"03124 Dental extractions and restorations, w sev to cat CC","78","129.7060","1.6629","29","48.2696","1.6645","29","48.0964","1.6585","20","33.3400","1.6670","0","0.0000","0.0000"
"03130 Pharyngeal and laryngeal procedures, no CC","45","53.2809","1.1840","32","37.8636","1.1832","7","8.2796","1.1828","5","5.9549","1.1910","0","0.0000","0.0000"
"03132 Pharyngeal and laryngeal procedures, w mild to mod CC","3","4.0057","1.3352","2","2.6762","1.3381","0","0.0000","0.0000","1","1.3295","1.3295","0","0.0000","0.0000"
"03133 Pharyngeal and laryngeal procedures, w severe CC","3","8.6698","2.8899","1","2.9389","2.9389","1","2.9389","2.9389","1","2.7920","2.7920","0","0.0000","0.0000"
"03134 Pharyngeal and laryngeal procedures, w catas CC","3","10.5285","3.5095","1","3.5095","3.5095","0","0.0000","0.0000","1","3.5095","3.5095","1","3.5095","3.5095"
"03140 Minor head and neck procedures, no CC","892","1,428.4605","1.6014","672","1,075.4348","1.6003","177","286.3150","1.6176","35","55.6858","1.5910","2","3.1829","1.5915"
"03142 Minor head and neck procedures, w mild to mod CC","111","249.1923","2.2450","64","155.7443","2.4335","33","64.5313","1.9555","11","20.4884","1.8626","1","4.6881","4.6881"
"03143 Minor head and neck procedures, w severe CC","93","396.8111","4.2668","49","215.4516","4.3970","26","116.1107","4.4658","17","61.8625","3.6390","0","0.0000","0.0000"
"03144 Minor head and neck procedures, w catas CC","39","227.9635","5.8452","17","99.3327","5.8431","15","87.6819","5.8455","6","35.1058","5.8510","0","0.0000","0.0000"
"03150 Mastoidectomy & inner ear procedures, no CC","46","88.4276","1.9223","23","44.4012","1.9305","13","24.9935","1.9226","9","17.0861","1.8985","0","0.0000","0.0000"
"03152 Mastoidectomy & inner ear procedures, w mild to mod CC","1","2.0061","2.0061","0","0.0000","0.0000","1","2.0061","2.0061","0","0.0000","0.0000","0","0.0000","0.0000"
"03154 Mastoidectomy & inner ear procedures, w sev to cat CC","1","3.3448","3.3448","0","0.0000","0.0000","0","0.0000","0.0000","1","3.3448","3.3448","0","0.0000","0.0000"
"03160 Major sinus procedures, no CC","292","596.0432","2.0412","215","438.8807","2.0413","70","142.8700","2.0410","5","10.2050","2.0410","0","0.0000","0.0000"
"03162 Major sinus procedures, w mild to mod CC","26","80.9655","3.1141","12","37.3644","3.1137","8","24.9189","3.1149","6","18.6822","3.1137","0","0.0000","0.0000"
"03163 Major sinus procedures, w severe CC","20","90.6690","4.5335","8","36.2576","4.5322","7","31.6074","4.5153","5","22.8040","4.5608","0","0.0000","0.0000"
"03164 Major sinus procedures, w catas CC","6","44.4690","7.4115","1","7.4115","7.4115","2","14.8230","7.4115","2","14.8230","7.4115","0","0.0000","0.0000"
"03170 Tympanoplasty and other ear procedures, no CC","154","161.0609","1.0459","84","87.8304","1.0456","56","58.5796","1.0461","14","14.6509","1.0465","0","0.0000","0.0000"
"03174 Tympanoplasty and other ear procedures, w mild to cat CC","56","78.5232","1.4022","3","4.2066","1.4022","51","71.5122","1.4022","2","2.8044","1.4022","0","0.0000","0.0000"
"03189 Trach for ENT diseases w mech vent 96+ hr, w or wo CC","12","279.9120","23.3260","4","93.3040","23.3260","3","69.9780","23.3260","5","116.6300","23.3260","0","0.0000","0.0000"
"03199 Trach for ENT diseases, w or wo CC","7","95.8468","13.6924","4","54.7696","13.6924","1","13.6924","13.6924","2","27.3848","13.6924","0","0.0000","0.0000"
"03200 Laryngectomy, no CC","7","40.7435","5.8205","3","17.4615","5.8205","3","17.4615","5.8205","1","5.8205","5.8205","0","0.0000","0.0000"
"03202 Laryngectomy, w mild to mod CC","5","39.6560","7.9312","2","15.8624","7.9312","2","15.8624","7.9312","1","7.9312","7.9312","0","0.0000","0.0000"
"03203 Laryngectomy, w severe CC","4","33.2500","8.3125","0","0.0000","0.0000","1","8.3125","8.3125","3","24.9375","8.3125","0","0.0000","0.0000"
"03204 Laryngectomy, w catas CC","6","59.5456","9.9243","4","39.8180","9.9545","1","9.8638","9.8638","1","9.8638","9.8638","0","0.0000","0.0000"
"03210 Major head and neck proc w reconstruction, no CC","21","109.1568","5.1979","11","57.0462","5.1860","7","36.4679","5.2097","1","5.2233","5.2233","1","5.2097","5.2097"
"03213 Major head and neck proc w reconstruction, w mild to sev CC","10","87.6731","8.7673","6","52.6551","8.7759","4","35.0180","8.7545","0","0.0000","0.0000","0","0.0000","0.0000"
"03214 Major head and neck proc w reconstruction, w catas CC","8","94.8253","11.8532","6","71.0706","11.8451","1","11.9096","11.9096","0","0.0000","0.0000","0","0.0000","0.0000"
"03220 Trach w other proc for upper airway obstruction, no CC","28","143.3460","5.1195","13","66.5535","5.1195","9","46.0755","5.1195","4","20.4780","5.1195","0","0.0000","0.0000"
"03222 Trach w other proc for upper airway obstruction, w mild to mod CC","23","172.7860","7.5124","10","75.2880","7.5288","6","45.1728","7.5288","6","44.7964","7.4661","0","0.0000","0.0000"
"03223 Trach w other proc for upper airway obstruction, w severe CC","22","199.4498","9.0659","10","90.6590","9.0659","6","54.3954","9.0659","5","45.3295","9.0659","0","0.0000","0.0000"
"03224 Trach w other proc for upper airway obstruction, w catas CC","42","574.3463","13.6749","18","246.2669","13.6815","11","150.9169","13.7197","9","122.4405","13.6045","0","0.0000","0.0000"
"03230 Trach for upper airway obstruction, no CC","121","251.9611","2.0823","83","172.8809","2.0829","28","58.2422","2.0801","7","14.5866","2.0838","0","0.0000","0.0000"
"03232 Trach for upper airway obstruction, w mild to mod CC","54","182.5045","3.3797","28","94.7467","3.3838","19","64.1307","3.3753","5","16.8765","3.3753","0","0.0000","0.0000"
"03233 Trach for upper airway obstruction, w severe CC","67","390.6368","5.8304","38","221.5552","5.8304","23","134.0992","5.8304","5","29.1520","5.8304","0","0.0000","0.0000"
"03234 Trach for upper airway obstruction, w catas CC","64","450.4900","7.0389","38","267.4136","7.0372","20","140.7440","7.0372","5","35.2952","7.0590","0","0.0000","0.0000"
"03500 Ear, nose, mouth and throat malignancy, no CC","853","591.8146","0.6938","475","328.8819","0.6924","251","172.4004","0.6869","116","83.0968","0.7164","7","4.7839","0.6834"
"03501 Ear, nose, mouth and throat malignancy, w mild CC","352","298.3811","0.8477","167","137.5276","0.8235","104","86.9122","0.8357","76","69.0971","0.9092","5","4.8442","0.9688"
"03502 Ear, nose, mouth and throat malignancy, w mod CC","171","191.8055","1.1217","81","94.1131","1.1619","53","54.9870","1.0375","34","40.1545","1.1810","1","0.8706","0.8706"
"03503 Ear, nose, mouth and throat malignancy, w severe CC","368","481.9345","1.3096","203","265.7899","1.3093","124","162.7063","1.3121","37","48.2271","1.3034","3","3.9780","1.3260"
"03504 Ear, nose, mouth and throat malignancy, w catas CC","145","317.3710","2.1888","73","160.4218","2.1976","45","98.1470","2.1810","26","56.6016","2.1770","0","0.0000","0.0000"
"03510 Dysequilibrium, no CC","10,250","2,100.7674","0.2050","7,328","1,500.8586","0.2048","2,742","561.2056","0.2047","118","26.2646","0.2226","1","0.1998","0.1998"
"03511 Dysequilibrium, w mild CC","1,804","547.5657","0.3035","1,193","355.8049","0.2982","473","145.6502","0.3079","129","43.0455","0.3337","4","1.5170","0.3793"
"03512 Dysequilibrium, w mod CC","1,025","352.2187","0.3436","599","202.8725","0.3387","325","108.3241","0.3333","95","38.4913","0.4052","3","1.6221","0.5407"
"03513 Dysequilibrium, w severe CC","1,292","495.3748","0.3834","852","326.2216","0.3829","351","134.4173","0.3830","81","31.7199","0.3916","2","0.7540","0.3770"
"03514 Dysequilibrium, w catas CC","108","113.3825","1.0498","43","41.7740","0.9715","36","39.8102","1.1058","27","29.2487","1.0833","1","1.7500","1.7500"
"03520 Epistaxis, no CC","4,143","1,348.1190","0.3254","2,288","732.9752","0.3204","1,402","466.3444","0.3326","447","146.6676","0.3281","5","1.7440","0.3488"
"03521 Epistaxis, w mild CC","1,460","833.4331","0.5708","724","403.9257","0.5579","438","255.2023","0.5827","283","165.6538","0.5853","14","8.0588","0.5756"
"03522 Epistaxis, w mod CC","369","394.8029","1.0699","173","188.8339","1.0915","114","120.0830","1.0534","73","77.7253","1.0647","8","7.4662","0.9333"
"03523 Epistaxis, w severe CC","194","262.6487","1.3539","86","116.5979","1.3558","75","89.7788","1.1971","32","55.4831","1.7338","0","0.0000","0.0000"
"03524 Epistaxis, w catas CC","28","100.3149","3.5827","6","21.5184","3.5864","14","39.2206","2.8015","7","33.2759","4.7537","1","6.3000","6.3000"
"03530 Otitis media and URI, no CC","18,506","4,801.8012","0.2595","13,143","3,410.2560","0.2595","5,086","1,319.5878","0.2595","112","29.1600","0.2604","0","0.0000","0.0000"
"03531 Otitis media and URI, w mild CC","2,167","754.7244","0.3483","1,399","487.3003","0.3483","678","236.0907","0.3482","61","21.2414","0.3482","2","0.6960","0.3480"
"03532 Otitis media and URI, w mod CC","3,578","1,457.9356","0.4075","2,473","1,007.6986","0.4075","1,013","412.6976","0.4074","50","20.4265","0.4085","4","1.6284","0.4071"
"03533 Otitis media and URI, w severe CC","1,236","690.8464","0.5589","751","419.9921","0.5592","402","224.2669","0.5579","67","37.6252","0.5616","7","3.9382","0.5626"
"03534 Otitis media and URI, w catas CC","82","82.2529","1.0031","34","34.0727","1.0021","36","36.2016","1.0056","12","11.9786","0.9982","0","0.0000","0.0000"
"03540 Epiglottitis and cellulitis of face & neck, no CC","1,224","667.0912","0.5450","797","434.6622","0.5454","345","188.1311","0.5453","73","39.5177","0.5413","2","1.0580","0.5290"
"03541 Epiglottitis and cellulitis of face & neck, w mild CC","211","166.3296","0.7883","93","73.5881","0.7913","72","56.6655","0.7870","45","35.2816","0.7840","1","0.7944","0.7944"
"03542 Epiglottitis and cellulitis of face & neck, w mod CC","134","107.0388","0.7988","59","47.0256","0.7970","47","37.5709","0.7994","28","22.4423","0.8015","0","0.0000","0.0000"
"03543 Epiglottitis and cellulitis of face & neck, w severe CC","201","331.3012","1.6483","98","161.8691","1.6517","69","113.4032","1.6435","33","54.3678","1.6475","0","0.0000","0.0000"
"03544 Epiglottitis and cellulitis of face & neck, w catas CC","42","161.1281","3.8364","12","45.4560","3.7880","14","53.6327","3.8309","16","62.0394","3.8775","0","0.0000","0.0000"
"03550 Nasal trauma and deformity, no CC","653","382.1693","0.5853","386","226.3484","0.5864","204","119.4344","0.5855","48","28.1937","0.5874","4","2.3408","0.5852"
"03551 Nasal trauma and deformity, w mild CC","170","117.0790","0.6887","80","55.0960","0.6887","67","46.1429","0.6887","21","14.4627","0.6887","1","0.6887","0.6887"
"03552 Nasal trauma and deformity, w mod CC","93","88.6295","0.9530","45","42.9180","0.9537","30","28.4538","0.9485","15","14.4191","0.9613","1","0.9688","0.9688"
"03554 Nasal trauma and deformity, w sev to cat CC","53","82.6471","1.5594","23","36.1849","1.5733","20","30.7486","1.5374","10","15.7136","1.5714","0","0.0000","0.0000"
"03560 Other ear, nose, mouth and throat diagnoses, no CC","1,201","777.0673","0.6470","822","531.7225","0.6469","291","188.4514","0.6476","80","51.6478","0.6456","3","1.9359","0.6453"
"03561 Other ear, nose, mouth and throat diagnoses, w mild CC","168","147.4795","0.8779","81","71.1607","0.8785","50","43.6714","0.8734","35","30.9181","0.8834","0","0.0000","0.0000"
"03562 Other ear, nose, mouth and throat diagnoses, w mod CC","152","157.0528","1.0332","80","82.7447","1.0343","46","47.2765","1.0278","23","23.9522","1.0414","2","2.0284","1.0142"
"03563 Other ear, nose, mouth and throat diagnoses, w severe CC","129","253.5939","1.9658","61","119.7917","1.9638","43","84.4154","1.9631","23","45.4136","1.9745","1","1.9866","1.9866"
"03564 Other ear, nose, mouth and throat diagnoses, w catas CC","32","132.8286","4.1509","12","49.1408","4.0951","12","50.5793","4.2149","5","20.5832","4.1166","2","8.3502","4.1751"
"03570 Dental & oral disorders, no CC","2,542","1,171.1422","0.4607","1,773","815.2940","0.4598","645","297.0497","0.4605","101","48.2935","0.4782","4","1.8923","0.4731"
"03571 Dental & oral disorders, w mild CC","871","626.0896","0.7188","563","406.4817","0.7220","230","160.7906","0.6991","63","48.4797","0.7695","4","3.0202","0.7551"
"03572 Dental & oral disorders, w mod CC","506","430.8180","0.8514","253","229.7850","0.9082","178","141.7784","0.7965","67","53.6002","0.8000","3","2.1582","0.7194"
"03573 Dental & oral disorders, w severe CC","341","372.1966","1.0915","177","192.6280","1.0883","96","105.3555","1.0975","63","68.7373","1.0911","1","1.1107","1.1107"
"03574 Dental & oral disorders, w catas CC","26","61.3409","2.3593","9","21.2214","2.3579","11","25.7483","2.3408","6","14.3712","2.3952","0","0.0000","0.0000"
"03580 ENT & mouth malignancy with chemo- and radiother, no CC","74","332.4869","4.4931","48","215.9337","4.4986","23","103.0345","4.4798","3","13.5187","4.5062","0","0.0000","0.0000"
"03581 ENT & mouth malignancy with chemo- and radiother, w mild CC","18","91.2030","5.0668","5","25.5670","5.1134","10","50.4101","5.0410","3","15.2259","5.0753","0","0.0000","0.0000"
"03582 ENT & mouth malignancy with chemo- and radiother, w mod CC","9","55.6435","6.1826","4","24.8566","6.2142","3","18.6740","6.2247","2","12.1129","6.0565","0","0.0000","0.0000"
"03583 ENT & mouth malignancy with chemo- and radiother, w severe CC","24","195.2443","8.1352","16","129.4205","8.0888","4","32.9944","8.2486","4","32.8294","8.2074","0","0.0000","0.0000"
"03584 ENT & mouth malignancy with chemo- and radiother, w catas CC","5","53.4500","10.6900","5","53.4500","10.6900","0","0.0000","0.0000","0","0.0000","0.0000","0","0.0000","0.0000"
"03590 ENT & mouth malignancy with chemotherapy, no CC","510","617.3571","1.2105","431","516.7921","1.1991","55","70.1239","1.2750","13","16.2379","1.2491","0","0.0000","0.0000"
"03591 ENT & mouth malignancy with chemotherapy, w mild CC","72","111.9586","1.5550","57","88.4632","1.5520","12","18.9894","1.5825","3","4.5060","1.5020","0","0.0000","0.0000"
"03592 ENT & mouth malignancy with chemotherapy, w mod CC","23","39.6114","1.7222","14","23.8435","1.7031","5","8.7281","1.7456","4","7.0398","1.7600","0","0.0000","0.0000"
"03593 ENT & mouth malignancy with chemotherapy, w severe CC","26","58.3373","2.2437","16","35.9968","2.2498","5","11.0915","2.2183","5","11.2490","2.2498","0","0.0000","0.0000"
"03594 ENT & mouth malignancy with chemotherapy, w catas CC","11","57.3306","5.2119","9","46.8702","5.2078","1","5.2194","5.2194","1","5.2410","5.2410","0","0.0000","0.0000"
"03600 ENT & mouth malignancy with radiotherapy, no CC","114","329.5601","2.8909","94","258.0595","2.7453","14","49.5556","3.5397","6","21.9450","3.6575","0","0.0000","0.0000"
"03601 ENT & mouth malignancy with radiotherapy, w mild CC","27","118.1165","4.3747","16","74.9636","4.6852","8","31.3473","3.9184","3","11.8056","3.9352","0","0.0000","0.0000"
"03602 ENT & mouth malignancy with radiotherapy, w mod CC","17","87.7420","5.1613","8","50.4309","6.3039","8","33.0904","4.1363","1","4.2207","4.2207","0","0.0000","0.0000"
"03603 ENT & mouth malignancy with radiotherapy, w severe CC","33","188.2376","5.7042","16","91.5302","5.7206","14","79.6245","5.6875","3","17.0829","5.6943","0","0.0000","0.0000"
"03604 ENT & mouth malignancy with radiotherapy, w catas CC","13","94.9725","7.3056","7","51.1053","7.3008","5","36.5560","7.3112","1","7.3112","7.3112","0","0.0000","0.0000"
"03610 ENT & mouth malignancy with diagnostic proc, no CC","268","299.4464","1.1173","183","204.2527","1.1161","65","73.3029","1.1277","15","16.7098","1.1140","0","0.0000","0.0000"
"03612 ENT & mouth malignancy with diagnostic proc, w mild to mod CC","79","110.2346","1.3954","42","53.1942","1.2665","25","31.5154","1.2606","11","24.2601","2.2055","1","1.2649","1.2649"
"03613 ENT & mouth malignancy with diagnostic proc, w severe CC","42","96.0854","2.2877","19","43.4837","2.2886","17","38.9248","2.2897","4","9.0485","2.2621","1","2.3142","2.3142"
"03614 ENT & mouth malignancy with diagnostic proc, w catas CC","27","135.2123","5.0079","12","60.2089","5.0174","9","44.9218","4.9913","5","25.0680","5.0136","0","0.0000","0.0000"
"03620 ENT & mouth malignancy with blood transfusion, no CC","133","126.6886","0.9525","55","51.9812","0.9451","33","32.3631","0.9807","39","36.1920","0.9280","5","4.8445","0.9689"
"03622 ENT & mouth malignancy with blood transfusion, w mild to mod CC","264","513.9829","1.9469","136","263.3200","1.9362","84","161.6933","1.9249","43","87.2425","2.0289","0","0.0000","0.0000"
"03623 ENT & mouth malignancy with blood transfusion, w severe CC","143","305.0913","2.1335","71","151.3684","2.1319","48","102.4101","2.1335","24","51.3128","2.1380","0","0.0000","0.0000"
"03624 ENT & mouth malignancy with blood transfusion, w catas CC","104","471.4988","4.5336","48","218.0130","4.5419","33","149.3240","4.5250","22","99.5913","4.5269","0","0.0000","0.0000"
"04010 Major chest procedures, no CC","118","637.0126","5.3984","89","480.1366","5.3948","16","87.0570","5.4411","6","32.0066","5.3344","1","6.4900","6.4900"
"04012 Major chest procedures, w mild to mod CC","65","513.2346","7.8959","49","389.1043","7.9409","12","96.4207","8.0351","3","20.7822","6.9274","0","0.0000","0.0000"
"04013 Major chest procedures, w severe CC","78","648.8533","8.3186","55","457.8035","8.3237","11","91.5816","8.3256","10","82.8208","8.2821","0","0.0000","0.0000"
"04014 Major chest procedures, w catas CC","101","934.1946","9.2495","76","702.9336","9.2491","21","194.2426","9.2496","3","27.7718","9.2573","0","0.0000","0.0000"
"04020 Other resp system procedures, no CC","277","619.7119","2.2372","170","381.3758","2.2434","81","180.4685","2.2280","18","40.1628","2.2313","2","4.4048","2.2024"
"04022 Other resp system procedures, w mild to mod CC","102","473.9198","4.6463","72","357.1055","4.9598","21","85.9267","4.0917","7","24.7552","3.5365","0","0.0000","0.0000"
"04023 Other resp system procedures, w severe CC","169","767.8264","4.5434","98","447.8986","4.5704","46","210.2308","4.5702","22","100.5490","4.5704","1","4.5740","4.5740"
"04024 Other resp system procedures, w catas CC","274","1,748.2009","6.3803","161","1,027.2674","6.3805","82","523.0837","6.3791","26","165.8202","6.3777","0","0.0000","0.0000"
"04030 Ventilator support, no CC","1,787","4,425.3728","2.4764","1,348","3,341.3526","2.4787","359","887.5771","2.4724","57","140.8628","2.4713","0","0.0000","0.0000"
"04031 Ventilator support, w mild CC","1,068","3,793.0935","3.5516","751","2,681.9717","3.5712","245","856.4936","3.4959","55","204.6722","3.7213","2","6.8445","3.4223"
"04032 Ventilator support, w mod CC","1,444","8,438.6745","5.8440","1,041","6,105.9598","5.8655","322","1,899.1703","5.8980","64","371.8987","5.8109","0","0.0000","0.0000"
"04033 Ventilator support, w severe CC","4,077","16,467.4574","4.0391","2,995","12,124.9641","4.0484","858","3,443.5105","4.0134","110","456.3834","4.1489","0","0.0000","0.0000"
"04034 Ventilator support, w catas CC","6,665","45,397.5837","6.8113","5,022","34,239.8657","6.8180","1,328","9,025.5172","6.7963","139","949.1958","6.8287","0","0.0000","0.0000"
"04050 Trach for resp diseases w mech vent 96+ hr, no CC","21","446.2683","21.2509","10","212.2370","21.2237","8","170.3602","21.2950","3","63.6711","21.2237","0","0.0000","0.0000"
"04051 Trach for resp diseases w mech vent 96+ hr, w mild CC","20","488.8060","24.4403","13","317.7239","24.4403","3","73.3209","24.4403","4","97.7612","24.4403","0","0.0000","0.0000"
"04053 Trach for resp diseases w mech vent 96+ hr, w mod to sev CC","160","4,271.9505","26.6997","89","2,375.4022","26.6899","53","1,415.7885","26.7130","15","400.7456","26.7164","0","0.0000","0.0000"
"04054 Trach for resp diseases w mech vent 96+ hr, w catas CC","433","12,433.1893","28.7141","305","8,757.7449","28.7139","95","2,728.2750","28.7187","13","373.2354","28.7104","0","0.0000","0.0000"
"04060 Trach for resp diseases, no CC","20","320.5996","16.0300","6","96.0828","16.0138","9","144.4478","16.0498","5","80.0690","16.0138","0","0.0000","0.0000"
"04062 Trach for resp diseases, w mild to mod CC","25","454.6981","18.1879","7","127.1956","18.1708","12","218.4735","18.2061","6","109.0290","18.1715","0","0.0000","0.0000"
"04063 Trach for resp diseases, w severe CC","58","1,195.0198","20.6038","30","618.2258","20.6075","18","370.8060","20.6003","8","164.7144","20.5893","0","0.0000","0.0000"
"04064 Trach for resp diseases, w catas CC","82","1,890.4121","23.0538","32","737.9263","23.0602","34","783.8073","23.0532","13","299.5546","23.0427","1","23.0413","23.0413"
"04070 Noninvasive ventilation, no CC","652","1,234.3851","1.8932","489","921.1580","1.8838","103","198.0476","1.9228","17","32.3486","1.9029","0","0.0000","0.0000"
"04072 Noninvasive ventilation, w mild to mod CC","262","892.0241","3.4047","162","547.1076","3.3772","58","203.1699","3.5029","15","54.8525","3.6568","1","3.2183","3.2183"
"04073 Noninvasive ventilation, w severe CC","239","943.3710","3.9472","154","607.8174","3.9469","59","232.9707","3.9487","12","47.2395","3.9366","1","3.9531","3.9531"
"04074 Noninvasive ventilation, w catas CC","100","565.0689","5.6507","63","356.2776","5.6552","20","113.1660","5.6583","10","56.0172","5.6017","0","0.0000","0.0000"
"04080 Other minor resp system procedures, no CC","367","444.3869","1.2109","228","275.6225","1.2089","117","142.1242","1.2147","22","26.6402","1.2109","0","0.0000","0.0000"
"04082 Other minor resp system procedures, w mild to mod CC","25","46.3920","1.8557","11","20.3604","1.8509","12","22.3128","1.8594","2","3.7188","1.8594","0","0.0000","0.0000"
"04083 Other minor resp system procedures, w severe CC","22","56.4674","2.5667","10","25.6670","2.5667","9","23.1003","2.5667","3","7.7001","2.5667","0","0.0000","0.0000"
"04084 Other minor resp system procedures, w catas CC","17","62.9356","3.7021","6","22.3440","3.7240","7","26.0680","3.7240","3","10.7996","3.5999","1","3.7240","3.7240"
"04509 Cystic fibrosis, w or wo CC","4","4.3065","1.0766","3","3.2874","1.0958","1","1.0191","1.0191","0","0.0000","0.0000","0","0.0000","0.0000"
"04510 Pulmonary embolism, no CC","212","474.2223","2.2369","104","230.4970","2.2163","62","137.6162","2.2196","42","97.3515","2.3179","3","6.6546","2.2182"
"04512 Pulmonary embolism, w mild to mod CC","132","413.1131","3.1296","64","184.5087","2.8829","37","116.5228","3.1493","28","94.8768","3.3885","3","17.2048","5.7349"
"04513 Pulmonary embolism, w severe CC","163","508.6623","3.1206","89","276.7014","3.1090","39","122.0753","3.1301","31","97.1965","3.1354","0","0.0000","0.0000"
"04514 Pulmonary embolism, w catas CC","52","246.4557","4.7395","26","123.2039","4.7386","17","80.6244","4.7426","8","37.8539","4.7317","0","0.0000","0.0000"
"04520 Respiratory infection/inflammation, no CC","40,784","22,232.9690","0.5451","30,181","16,464.1043","0.5455","9,911","5,392.3275","0.5441","277","151.6139","0.5473","0","0.0000","0.0000"
"04521 Respiratory infection/inflammation, w mild CC","10,936","9,838.0665","0.8996","8,270","7,436.5313","0.8992","2,470","2,226.9590","0.9016","109","98.5647","0.9043","0","0.0000","0.0000"
"04522 Respiratory infection/inflammation, w mod CC","9,371","9,620.4877","1.0266","6,932","7,173.7951","1.0349","2,300","2,296.9025","0.9987","73","88.3559","1.2104","0","0.0000","0.0000"
"04523 Respiratory infection/inflammation, w severe CC","13,493","20,347.7330","1.5080","9,856","14,900.3510","1.5118","3,178","4,761.5479","1.4983","137","205.9831","1.5035","0","0.0000","0.0000"
"04524 Respiratory infection/inflammation, w catas CC","3,671","12,020.9791","3.2746","2,690","8,830.0906","3.2826","852","2,767.5289","3.2483","96","317.6535","3.3089","3","9.4596","3.1532"
"04530 Sleep apnea, no CC","410","250.1362","0.6101","292","176.9597","0.6060","97","59.5456","0.6139","20","13.0232","0.6512","0","0.0000","0.0000"
"04534 Sleep apnea, w mild to cat CC","49","55.3987","1.1306","20","22.5950","1.1298","17","19.1648","1.1273","12","13.6389","1.1366","0","0.0000","0.0000"
"04540 Pulmonary edema and respiratory failure, not transferred, no CC","168","145.7757","0.8677","51","43.4676","0.8523","59","49.1054","0.8323","55","50.7636","0.9230","2","1.7081","0.8541"
"04542 Pulmonary edema and respiratory failure, not transferred, w mild to mod CC","108","80.7360","0.7476","43","32.1514","0.7477","39","29.2050","0.7488","24","17.8644","0.7444","1","0.7576","0.7576"
"04543 Pulmonary edema and respiratory failure, not transferred, w severe CC","168","193.4372","1.1514","82","94.5669","1.1533","61","69.7053","1.1427","22","25.6922","1.1678","2","2.3152","1.1576"
"04544 Pulmonary edema and respiratory failure, not transferred, w catas CC","55","180.4450","3.2808","24","78.6940","3.2789","18","58.8910","3.2717","12","39.5478","3.2957","0","0.0000","0.0000"
"04550 Chronic obstructive pulmonary disease, no CC","16,255","8,759.9050","0.5389","11,292","6,086.5970","0.5390","4,706","2,533.6935","0.5384","121","67.1897","0.5553","0","0.0000","0.0000"
"04551 Chronic obstructive pulmonary disease, w mild CC","3,801","3,035.0553","0.7985","2,713","2,166.6751","0.7986","954","757.2576","0.7938","102","86.5050","0.8481","3","2.4945","0.8315"
"04552 Chronic obstructive pulmonary disease, w mod CC","2,022","1,815.7701","0.8980","1,293","1,161.3101","0.8982","639","564.5571","0.8835","82","83.6713","1.0204","2","1.5579","0.7790"
"04553 Chronic obstructive pulmonary disease, w severe CC","6,825","6,524.0245","0.9559","4,797","4,582.8340","0.9554","1,886","1,805.4376","0.9573","60","57.8978","0.9650","0","0.0000","0.0000"
"04554 Chronic obstructive pulmonary disease, w catas CC","1,572","2,657.2929","1.6904","1,032","1,745.6331","1.6915","471","786.5082","1.6699","59","108.2967","1.8355","1","1.6506","1.6506"
"04560 Major chest trauma, no CC","941","442.8521","0.4706","585","275.9662","0.4717","250","115.7510","0.4630","91","44.1761","0.4855","3","1.5420","0.5140"
"04561 Major chest trauma, w mild CC","205","222.7600","1.0866","101","108.0444","1.0697","67","71.8177","1.0719","36","42.1729","1.1715","0","0.0000","0.0000"
"04562 Major chest trauma, w mod CC","220","232.2269","1.0556","112","118.1096","1.0546","75","79.3591","1.0581","30","31.6555","1.0552","2","2.0365","1.0183"
"04563 Major chest trauma, w severe CC","133","222.1256","1.6701","64","106.9468","1.6710","42","70.0643","1.6682","25","41.7355","1.6694","1","1.6995","1.6995"
"04564 Major chest trauma, w catas CC","22","91.5380","4.1608","11","47.1376","4.2852","6","25.6997","4.2833","5","18.7007","3.7401","0","0.0000","0.0000"
"04570 Respiratory signs and symptoms, no CC","1,943","800.5322","0.4120","1,180","483.2640","0.4095","620","254.3539","0.4102","118","53.0058","0.4492","5","2.0825","0.4165"
