"โรงพยาบาล","สัญชาติ (คน)","OPD","IPD","ค่าใช้จ่าย (บาท)"
"เมียนมาร์","กัมพูชา","ลาว","เวียดนาม","อื่นๆ","คน","ครั้ง","คน","ครั้ง","ทั้งหมด","เรียกเก็บได้","ฟรี"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10837  :  โรงพยาบาลสองพี่น้อง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10839  :  โรงพยาบาลมะขาม","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10843  :  โรงพยาบาลนายายอาม","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10696  :  โรงพยาบาลตราด","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10845  :  โรงพยาบาลคลองใหญ่","12","707","1","1","7","0","0","728","791","2,411,027.00","839,098.00","1,571,929.00"
"10846  :  โรงพยาบาลเขาสมิง","772","1,989","81","1","63","2,893","6,220","306","348","5,052,414.00","2,789,801.00","2,262,613.00"
"10847  :  โรงพยาบาลบ่อไร่","760","439","21","0","643","1,863","4,563","194","206","3,306,256.00","1,559,661.00","1,746,595.00"
"10848  :  โรงพยาบาลแหลมงอบ","846","1,337","13","1","115","2,312","3,735","0","0","3,704,187.00","2,468,763.00","1,235,424.00"
"10849  :  โรงพยาบาลเกาะกูด","13","37","1","0","6","57","164","10","12","83,978.00","26,303.00","57,675.00"
"13816  :  โรงพยาบาลเกาะช้าง","216","2,688","10","0","942","3,856","7,494","0","0","5,238,802.00","3,316,955.00","1,921,847.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10850  :  โรงพยาบาลบางคล้า","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10855  :  โรงพยาบาลสนามชัยเขต","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10856  :  โรงพยาบาลแปลงยาว","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13747  :  โรงพยาบาลราชสาส์น","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","59","64","15","0","45","183","603","0","0","459,859.00","453,489.00","6,370.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","464","795","205","4","166","1,632","3,296","239","259","3,267,961.00","853,657.00","2,414,304.00"
"10858  :  โรงพยาบาลนาดี","0","1","0","0","0","1","1","0","0","5,830.00","5,830.00","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","302","283","54","0","22","661","1,285","0","0","667,054.00","573,167.00","93,887.00"
"10860  :  โรงพยาบาลประจันตคาม","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","0","2","0","0","3","5","6","0","0","240.00","0.00","240.00"
"10862  :  โรงพยาบาลศรีมโหสถ","66","184","20","1","10","272","600","32","33","309,464.00","228,753.00","80,711.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","0","1","0","0","0","0","0","1","1","3,318.00","3,318.00","0.00"
"10698  :  โรงพยาบาลนครนายก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10863  :  โรงพยาบาลปากพลี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10864  :  โรงพยาบาลบ้านนา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10865  :  โรงพยาบาลองครักษ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","54","1,371","71","6","219","1,715","3,345","579","655","9,395,445.00","4,962,152.00","4,433,293.00"
"10866  :  โรงพยาบาลคลองหาด","3","1,349","16","1","21","1,371","2,581","395","408","1,673,590.00","1,439,536.00","234,054.00"
"10867  :  โรงพยาบาลตาพระยา","0","997","4","0","39","987","1,956","193","222","1,081,975.00","804,886.00","277,089.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","21","422","30","2","410","880","1,620","152","174","975,216.00","292,326.00","682,890.00"
"10869  :  โรงพยาบาลวัฒนานคร","20","912","21","2","183","1,138","1,760","202","206","1,138,027.00","763,013.00","375,014.00"
"10870  :  โรงพยาบาลอรัญประเทศ","13","656","37","8","29","731","2,145","154","249","1,886,556.00","1,305,980.00","580,576.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","11","219","17","0","29","276","621","51","56","293,280.00","70,891.00","222,389.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10871  :  โรงพยาบาลครบุรี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10872  :  โรงพยาบาลเสิงสาง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10873  :  โรงพยาบาลคง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10875  :  โรงพยาบาลจักราช","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10876  :  โรงพยาบาลโชคชัย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10878  :  โรงพยาบาลโนนไทย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10879  :  โรงพยาบาลโนนสูง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10882  :  โรงพยาบาลประทาย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10883  :  โรงพยาบาลปักธงชัย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10884  :  โรงพยาบาลพิมาย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10886  :  โรงพยาบาลชุมพวง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10893  :  โรงพยาบาลโนนแดง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"27839  :  โรงพยาบาลบัวลาย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"27840  :  โรงพยาบาลสีดา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10895  :  โรงพยาบาลคูเมือง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10896  :  โรงพยาบาลกระสัง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10897  :  โรงพยาบาลนางรอง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10898  :  โรงพยาบาลหนองกี่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10899  :  โรงพยาบาลละหานทราย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10900  :  โรงพยาบาลประโคนชัย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10905  :  โรงพยาบาลสตึก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10906  :  โรงพยาบาลปะคำ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10908  :  โรงพยาบาลหนองหงส์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10910  :  โรงพยาบาลห้วยราช","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10912  :  โรงพยาบาลชำนิ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"23578  :  โรงพยาบาลแคนดง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10916  :  โรงพยาบาลท่าตูม","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10917  :  โรงพยาบาลจอมพระ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10918  :  โรงพยาบาลปราสาท","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10919  :  โรงพยาบาลกาบเชิง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10921  :  โรงพยาบาลสนม","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10923  :  โรงพยาบาลสังขะ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10924  :  โรงพยาบาลลำดวน","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10926  :  โรงพยาบาลบัวเชด","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10930  :  โรงพยาบาลขุขันธ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10931  :  โรงพยาบาลไพรบึง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10933  :  โรงพยาบาลขุนหาญ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10934  :  โรงพยาบาลราษีไศล","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10938  :  โรงพยาบาลโนนคูณ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10940  :  โรงพยาบาลวังหิน","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10942  :  โรงพยาบาลภูสิงห์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"28014  :  โรงพยาบาลพยุห์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"28016  :  โรงพยาบาลศิลาลาด","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","82","111","4,536","92","512","5,333","5,740","2,004","2,381","139,298,434.00","65,122,829.00","74,175,605.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","6","0","306","0","7","318","873","68","74","2,121,671.00","797,955.00","1,323,716.00"
"10945  :  โรงพยาบาลโขงเจียม","3","1","1,288","1","125","1,418","3,577","205","234","6,902,217.00","4,449,119.00","2,453,098.00"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10947  :  โรงพยาบาลเขมราฐ","1","1","2,842","0","27","2,865","5,532","665","733","34,059,452.00","38,203,955.00","-4,144,503.00"
"10948  :  โรงพยาบาลนาจะหลวย","2","1","44","0","19","66","173","9","13","121,938.00","37,568.00","84,370.00"
"10949  :  โรงพยาบาลน้ำยืน","3","18","20","0","9","26","40","35","38","685,807.00","89,230.00","596,577.00"
"10950  :  โรงพยาบาลบุณฑริก","2","1","490","0","13","423","721","134","152","2,807,427.00","2,724,259.00","83,168.00"
"10951  :  โรงพยาบาลตระการพืชผล","0","1","62","1","27","90","186","16","18","1,076,195.00","1,782,642.00","-706,447.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","0","1","64","1","9","75","202","16","16","562,617.00","354,445.00","208,172.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","4","2","76","0","18","100","195","15","17","173,042.72","29,645.00","143,397.72"
"10954  :  โรงพยาบาลวารินชำราบ","17","3","150","3","40","213","640","28","31","2,200,562.00","4,025,582.00","-1,825,020.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","13","6","272","1","96","388","1,012","64","66","2,986,769.00","588,723.00","2,398,046.00"
"10957  :  โรงพยาบาลตาลสุม","0","0","20","1","5","26","54","6","7","97,210.00","46,710.00","50,500.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10959  :  โรงพยาบาลสำโรง","1","1","27","1","13","43","111","3","4","120,171.00","261,710.00","-141,539.00"
"10960  :  โรงพยาบาลดอนมดแดง","0","0","10","0","3","13","41","4","5","110,998.00","103,480.00","7,518.00"
"10961  :  โรงพยาบาลสิรินธร","0","1","1,406","3","38","1,448","2,520","13","13","5,215,574.00","16,936,559.00","-11,720,985.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","1","0","9","0","18","28","107","1","1","34,242.00","29,670.00","4,572.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","19","8","302","3","70","402","730","94","104","1,314,053.00","600,176.00","713,877.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","21","17","86","124","319","0","0","102,804.02","0.00","102,804.02"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","82","20","272","5","252","631","1,458","53","58","837,069.00","125,370.00","711,699.00"
"24032  :  โรงพยาบาลนาตาล","0","0","538","0","4","542","1,241","67","74","2,492,943.81","1,007,494.00","1,485,449.81"
"24821  :  โรงพยาบาลนาเยีย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10701  :  โรงพยาบาลยโสธร","40","4","86","6","123","259","2,348","58","150","2,563,156.00","552,011.00","2,011,145.00"
"10963  :  โรงพยาบาลทรายมูล","3","0","12","0","6","21","72","2","2","59,064.00","0.00","59,064.00"
"10964  :  โรงพยาบาลกุดชุม","4","0","26","1","39","69","173","11","13","92,606.00","46,218.00","46,388.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","15","3","24","0","100","142","363","16","21","205,156.00","840.00","204,316.00"
"10966  :  โรงพยาบาลป่าติ้ว","1","0","8","0","8","17","94","2","2","22,843.00","5,405.00","17,438.00"
"10967  :  โรงพยาบาลมหาชนะชัย","1","0","4","0","8","13","56","1","1","36,822.00","0.00","36,822.00"
"10968  :  โรงพยาบาลค้อวัง","1","1","3","0","1","6","19","0","0","7,579.00","5,645.00","1,934.00"
"10969  :  โรงพยาบาลไทยเจริญ","0","1","10","0","7","17","38","2","2","15,245.00","0.00","15,245.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","4","0","37","0","88","129","444","30","33","534,778.00","0.00","534,778.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"04007  :  โรงพยาบาลซับใหญ่","0","0","0","0","1","1","1","0","0","100.00","0.00","100.00"
"10702  :  โรงพยาบาลชัยภูมิ","179","14","48","2","128","371","628","0","0","385,292.00","195,097.00","190,195.00"
"10970  :  โรงพยาบาลบ้านเขว้า","4","1","14","0","10","29","67","0","0","22,573.00","8,430.00","14,143.00"
"10971  :  โรงพยาบาลคอนสวรรค์","0","2","0","0","0","2","12","0","0","4,008.00","3,940.00","68.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","18","3","22","0","119","162","431","4","4","149,760.00","38,397.00","111,363.00"
"10973  :  โรงพยาบาลหนองบัวแดง","7","1","6","0","9","22","50","1","1","33,707.00","3,875.00","29,832.00"
"10974  :  โรงพยาบาลจัตุรัส","37","9","19","0","18","83","236","0","0","81,115.00","15,777.00","65,338.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","15","27","14","0","30","86","284","9","11","117,875.00","70,789.00","47,086.00"
"10976  :  โรงพยาบาลหนองบัวระเหว","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10977  :  โรงพยาบาลเทพสถิต","6","10","12","0","5","33","63","3","3","48,378.00","41,918.00","6,460.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","9","1","8","0","16","34","333","0","0","131,219.00","38,188.00","93,031.00"
"10979  :  โรงพยาบาลบ้านแท่น","0","0","6","0","0","6","34","1","1","13,009.00","9,400.00","3,609.00"
"10980  :  โรงพยาบาลแก้งคร้อ","44","7","53","1","65","170","397","0","0","258,119.00","124,521.00","133,598.00"
"10981  :  โรงพยาบาลคอนสาร","7","0","23","0","37","67","157","10","13","116,037.00","13,005.00","103,032.00"
"10982  :  โรงพยาบาลภักดีชุมพล","15","5","9","0","29","58","164","3","3","74,525.00","50,033.00","24,492.00"
"10983  :  โรงพยาบาลเนินสง่า","3","0","1","0","10","14","21","0","0","5,886.00","4,551.00","1,335.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","3","0","66","6","104","88","140","109","129","1,058,335.00","348,943.00","709,392.00"
"10985  :  โรงพยาบาลชานุมาน","2","1","745","0","8","738","1,715","152","164","1,325,365.00","825,911.00","499,454.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","0","3","83","0","16","102","236","19","22","152,775.00","84,562.00","68,213.00"
"10987  :  โรงพยาบาลพนา","1","0","16","0","17","34","102","3","3","36,904.00","0.00","36,904.00"
"10988  :  โรงพยาบาลเสนางคนิคม","3","0","37","0","12","52","162","6","6","99,765.00","28,789.00","70,976.00"
"10989  :  โรงพยาบาลหัวตะพาน","4","1","9","0","88","102","181","9","9","71,677.00","12,211.00","59,466.00"
"10990  :  โรงพยาบาลลืออำนาจ","4","2","15","0","6","27","52","2","2","20,986.00","9,226.00","11,760.00"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11041  :  โรงพยาบาลพรเจริญ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11046  :  โรงพยาบาลเซกา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11047  :  โรงพยาบาลปากคาด","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11049  :  โรงพยาบาลศรีวิไล","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11050  :  โรงพยาบาลบุ่งคล้า","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10991  :  โรงพยาบาลนากลาง","5","3","54","2","81","145","310","19","20","190,959.00","25,606.00","165,353.00"
"10992  :  โรงพยาบาลโนนสัง","1","0","16","0","62","79","249","9","11","140,550.00","17,008.00","123,542.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","6","0","33","38","97","3","3","42,638.00","1,936.00","40,702.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","2","1","14","1","128","146","309","9","9","122,375.00","11,941.00","110,434.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","1","0","17","0","10","28","53","5","5","42,446.00","14,210.00","28,236.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
