"โรงพยาบาล","2564","2565"
"ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์"
"10874  :  โรงพยาบาลบ้านเหลื่อม","74","11","78","10","70","12","72","10","62","6","69","6","72","8","60","3","0","0","0","0","0","0","0","0"
"10875  :  โรงพยาบาลจักราช","19","1","35","1","23","1","28","2","21","4","17","1","18","1","0","0","0","0","0","0","0","0","0","0"
"10876  :  โรงพยาบาลโชคชัย","44","25","57","26","69","25","56","19","52","10","54","7","55","6","52","5","0","0","0","0","0","0","0","0"
"10877  :  โรงพยาบาลด่านขุนทด","1","0","2","0","1","0","1","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10878  :  โรงพยาบาลโนนไทย","22","5","18","1","21","3","26","4","23","3","23","1","23","1","10","2","0","0","0","0","0","0","0","0"
"10879  :  โรงพยาบาลโนนสูง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10880  :  โรงพยาบาลขามสะแกแสง","24","10","7","1","18","3","7","0","12","1","14","2","27","5","15","2","0","0","0","0","0","0","0","0"
"10881  :  โรงพยาบาลบัวใหญ่","5","0","9","0","4","0","6","2","5","0","9","1","6","0","7","0","0","0","0","0","0","0","0","0"
"10882  :  โรงพยาบาลประทาย","26","7","30","4","15","1","29","3","15","0","31","2","25","4","11","1","0","0","0","0","0","0","0","0"
"10883  :  โรงพยาบาลปักธงชัย","12","0","13","1","13","1","9","2","16","3","21","2","25","5","0","0","0","0","0","0","0","0","0","0"
"10884  :  โรงพยาบาลพิมาย","22","1","18","0","16","3","20","0","25","1","27","1","14","1","16","1","0","0","0","0","0","0","0","0"
"10885  :  โรงพยาบาลห้วยแถลง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10886  :  โรงพยาบาลชุมพวง","24","0","14","1","25","3","20","1","21","7","25","4","16","4","12","1","0","0","0","0","0","0","0","0"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10888  :  โรงพยาบาลขามทะเลสอ","5","0","4","1","3","1","11","0","7","0","7","0","9","0","2","1","0","0","0","0","0","0","0","0"
"10889  :  โรงพยาบาลสีคิ้ว","10","1","6","0","8","0","8","2","10","0","17","3","4","1","0","0","0","0","0","0","0","0","0","0"
"10890  :  โรงพยาบาลปากช่องนานา","88","10","89","11","85","11","101","6","125","12","105","7","89","11","0","0","0","0","0","0","0","0","0","0"
"10891  :  โรงพยาบาลหนองบุญมาก","3","0","10","0","0","0","15","4","12","3","15","2","7","2","13","0","0","0","0","0","0","0","0","0"
"10892  :  โรงพยาบาลแก้งสนามนาง","13","1","12","0","8","1","8","0","11","4","14","1","14","0","0","0","0","0","0","0","0","0","0","0"
"10893  :  โรงพยาบาลโนนแดง","0","0","0","0","2","0","1","0","2","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0","0","422","1","1,557","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","8","1","5","0","14","2","3","0","19","2","25","1","22","4","18","1","0","0","0","0","0","0","0","0"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","5","0","14","2","14","2","4","0","5","0","9","0","4","1","0","0","0","0","0","0","0","0","0","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","3","0","6","1","3","0","1","0","9","0","9","2","8","0","0","0","0","0","0","0","0","0","0","0"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","2","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","68","7","55","9","28","8","19","1","24","7","18","2","6","0","0","0","0","0","0","0","0","0","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27839  :  โรงพยาบาลบัวลาย","1","0","2","0","5","0","2","0","2","0","5","0","2","0","0","0","0","0","0","0","0","0","0","0"
"27840  :  โรงพยาบาลสีดา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27841  :  โรงพยาบาลเทพารักษ์","2","0","4","0","6","0","8","1","7","0","1","0","4","0","5","1","0","0","0","0","0","0","0","0"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10895  :  โรงพยาบาลคูเมือง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10896  :  โรงพยาบาลกระสัง","12","5","19","3","16","2","20","4","12","3","25","5","14","3","4","1","0","0","0","0","0","0","0","0"
"10897  :  โรงพยาบาลนางรอง","17","2","16","1","16","1","22","1","23","4","24","3","17","0","22","1","0","0","0","0","0","0","0","0"
"10898  :  โรงพยาบาลหนองกี่","11","1","18","1","25","3","28","6","29","2","39","4","33","6","38","8","0","0","0","0","0","0","0","0"
"10899  :  โรงพยาบาลละหานทราย","0","0","2","0","2","0","2","1","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"10900  :  โรงพยาบาลประโคนชัย","10","0","10","2","24","2","17","0","13","1","14","1","20","2","11","1","0","0","0","0","0","0","0","0"
"10901  :  โรงพยาบาลบ้านกรวด","25","3","18","1","6","3","19","5","29","3","16","4","17","3","21","1","0","0","0","0","0","0","0","0"
"10902  :  โรงพยาบาลพุทไธสง","18","0","14","0","19","1","16","0","19","0","15","0","12","1","16","0","0","0","0","0","0","0","0","0"
"10904  :  โรงพยาบาลลำปลายมาศ","5","1","2","0","1","0","1","0","1","0","5","2","4","2","0","0","0","0","0","0","0","0","0","0"
"10905  :  โรงพยาบาลสตึก","4","0","2","0","6","1","3","0","1","0","5","1","8","1","9","2","0","0","0","0","0","0","0","0"
"10906  :  โรงพยาบาลปะคำ","10","1","4","0","13","0","18","2","10","1","11","1","4","1","12","2","0","0","0","0","0","0","0","0"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10908  :  โรงพยาบาลหนองหงส์","64","4","80","6","71","8","61","8","63","12","70","8","59","8","69","7","0","0","0","0","0","0","0","0"
"10909  :  โรงพยาบาลพลับพลาชัย","4","1","5","1","1","0","3","0","3","1","4","0","10","2","12","1","0","0","0","0","0","0","0","0"
"10910  :  โรงพยาบาลห้วยราช","4","0","2","0","12","1","6","1","6","1","7","0","8","0","3","0","0","0","0","0","0","0","0","0"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10912  :  โรงพยาบาลชำนิ","4","0","4","1","7","1","3","2","4","0","6","0","10","2","0","0","0","0","0","0","0","0","0","0"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","37","5","15","2","27","2","34","2","21","1","33","5","25","4","30","3","0","0","0","0","0","0","0","0"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0","0","0","0","1","0","0","0","1","0","0","0","3","1","0","0","0","0","0","0","0","0"
"23578  :  โรงพยาบาลแคนดง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28020  :  โรงพยาบาลบ้านด่าน","0","0","1","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10668  :  โรงพยาบาลสุรินทร์","400","45","390","37","425","38","440","42","343","37","406","49","367","36","0","0","0","0","0","0","0","0","0","0"
"10915  :  โรงพยาบาลชุมพลบุรี","2","0","1","0","0","0","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10916  :  โรงพยาบาลท่าตูม","13","6","19","10","19","3","10","1","19","2","33","2","26","3","16","2","0","0","0","0","0","0","0","0"
"10917  :  โรงพยาบาลจอมพระ","38","5","41","4","35","3","36","5","41","1","35","3","25","3","0","0","0","0","0","0","0","0","0","0"
"10918  :  โรงพยาบาลปราสาท","36","4","52","8","73","12","51","8","52","6","48","4","44","0","57","6","0","0","0","0","0","0","0","0"
"10919  :  โรงพยาบาลกาบเชิง","19","3","13","4","19","4","6","2","14","2","9","2","7","0","6","0","0","0","0","0","0","0","0","0"
"10920  :  โรงพยาบาลรัตนบุรี","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10921  :  โรงพยาบาลสนม","27","3","25","0","27","4","43","8","32","3","33","3","24","3","17","3","0","0","0","0","0","0","0","0"
"10922  :  โรงพยาบาลศีขรภูมิ","153","15","111","20","124","8","145","17","138","10","133","10","111","9","0","0","0","0","0","0","0","0","0","0"
"10923  :  โรงพยาบาลสังขะ","20","0","17","3","25","3","25","4","28","2","24","2","21","3","0","0","0","0","0","0","0","0","0","0"
"10924  :  โรงพยาบาลลำดวน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10925  :  โรงพยาบาลสำโรงทาบ","1","0","2","0","3","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"10926  :  โรงพยาบาลบัวเชด","30","5","22","2","43","4","21","5","23","2","25","1","16","0","16","5","0","0","0","0","0","0","0","0"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","1","0","4","1","3","0","1","1","4","1","4","1","7","1","9","0","0","0","0","0","0","0","0","0"
"27842  :  โรงพยาบาลเขวาสินรินทร์","14","2","13","1","10","2","11","1","12","2","5","0","7","0","3","0","0","0","0","0","0","0","0","0"
"27843  :  โรงพยาบาลศรีณรงค์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10700  :  โรงพยาบาลศรีสะเกษ","77","11","76","4","96","10","113","11","91","8","137","6","114","9","106","7","11","3","0","0","0","0","0","0"
"10927  :  โรงพยาบาลยางชุมน้อย","4","2","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10928  :  โรงพยาบาลกันทรารมย์","181","25","71","11","153","17","184","22","175","24","189","22","173","15","142","21","0","0","0","0","0","0","0","0"
"10929  :  โรงพยาบาลกันทรลักษ์","3","2","11","1","2","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10930  :  โรงพยาบาลขุขันธ์","76","8","88","11","72","13","83","5","82","10","70","6","65","3","1","0","0","0","0","0","0","0","0","0"
"10931  :  โรงพยาบาลไพรบึง","42","5","44","7","40","6","29","2","36","4","22","3","29","3","27","3","0","0","0","0","0","0","0","0"
"10932  :  โรงพยาบาลปรางค์กู่","52","6","78","9","92","11","68","7","75","5","64","12","64","5","66","5","6","2","0","0","0","0","0","0"
"10933  :  โรงพยาบาลขุนหาญ","6","6","11","7","4","2","2","0","2","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10934  :  โรงพยาบาลราษีไศล","10","0","4","0","0","0","3","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","76","4","81","7","106","10","77","6","88","10","44","6","69","5","82","11","2","1","0","0","0","0","0","0"
"10936  :  โรงพยาบาลบึงบูรพ์","8","0","3","0","14","0","20","0","8","0","10","1","8","2","11","3","0","0","0","0","0","0","0","0"
"10937  :  โรงพยาบาลห้วยทับทัน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10938  :  โรงพยาบาลโนนคูณ","54","5","83","8","79","9","64","10","53","7","79","9","71","8","55","5","0","0","0","0","0","0","0","0"
"10939  :  โรงพยาบาลศรีรัตนะ","103","7","118","14","72","6","126","20","74","11","105","14","75","8","2","0","0","0","0","0","0","0","0","0"
"10940  :  โรงพยาบาลวังหิน","100","12","68","10","80","8","86","11","62","5","56","4","71","3","59","6","0","0","0","0","0","0","0","0"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","1","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0"
"10942  :  โรงพยาบาลภูสิงห์","37","4","53","6","25","2","36","5","28","3","42","4","23","1","26","2","0","0","0","0","0","0","0","0"
"10943  :  โรงพยาบาลเมืองจันทร์","32","2","34","3","31","3","27","5","21","2","28","1","32","5","38","3","0","0","0","0","0","0","0","0"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28014  :  โรงพยาบาลพยุห์","51","9","56","7","56","5","66","8","52","6","63","5","49","11","44","3","0","0","0","0","0","0","0","0"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","19","2","24","6","23","2","20","3","14","0","23","2","5","2","19","2","0","0","0","0","0","0","0","0"
"28016  :  โรงพยาบาลศิลาลาด","2","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10945  :  โรงพยาบาลโขงเจียม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10947  :  โรงพยาบาลเขมราฐ","6","1","5","0","3","0","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10948  :  โรงพยาบาลนาจะหลวย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10950  :  โรงพยาบาลบุณฑริก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10951  :  โรงพยาบาลตระการพืชผล","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10953  :  โรงพยาบาลม่วงสามสิบ","2","0","2","0","4","1","0","0","2","0","3","0","1","0","1","0","0","0","0","0","0","0","0","0"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","1","0","2","0","2","1","1","0","3","0","4","1","2","0","2","0","0","0","0","0","0","0","0","0"
"10957  :  โรงพยาบาลตาลสุม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10958  :  โรงพยาบาลโพธิ์ไทร","1","1","1","0","2","0","0","0","1","0","3","1","0","0","1","0","0","0","0","0","0","0","0","0"
"10959  :  โรงพยาบาลสำโรง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10960  :  โรงพยาบาลดอนมดแดง","1","0","2","0","0","0","2","1","1","0","4","0","1","0","4","0","0","0","0","0","0","0","0","0"
"10961  :  โรงพยาบาลสิรินธร","0","0","0","0","4","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","47","2","49","4","62","4","54","6","34","5","40","7","37","4","0","0","0","0","0","0","0","0","0","0"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","9","1","3","0","3","0","3","0","1","0","5","0","3","0","0","0","0","0","0","0","0","0","0","0"
"24032  :  โรงพยาบาลนาตาล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24821  :  โรงพยาบาลนาเยีย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27968  :  โรงพยาบาลน้ำขุ่น","18","1","14","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10701  :  โรงพยาบาลยโสธร","3","0","5","0","1","1","1","0","1","1","5","0","2","0","0","0","0","0","0","0","0","0","0","0"
"10963  :  โรงพยาบาลทรายมูล","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10964  :  โรงพยาบาลกุดชุม","75","7","75","8","67","3","58","6","46","6","56","4","51","7","0","0","0","0","0","0","0","0","0","0"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","0","0","0","0","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10966  :  โรงพยาบาลป่าติ้ว","1","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10967  :  โรงพยาบาลมหาชนะชัย","4","1","10","0","6","0","9","0","14","0","7","1","5","1","5","1","2","1","0","0","0","0","0","0"
"10968  :  โรงพยาบาลค้อวัง","1","0","5","0","3","1","0","0","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0"
"10969  :  โรงพยาบาลไทยเจริญ","2","0","0","0","0","0","0","0","0","0","6","1","5","0","28","2","0","0","0","0","0","0","0","0"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","3","0","1","0","2","0","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"04007  :  โรงพยาบาลซับใหญ่","11","1","12","1","5","1","0","0","8","0","6","0","4","0","8","1","0","0","0","0","0","0","0","0"
"10702  :  โรงพยาบาลชัยภูมิ","13","2","10","1","11","1","14","3","21","3","3","0","6","0","4","0","0","0","0","0","0","0","0","0"
"10970  :  โรงพยาบาลบ้านเขว้า","0","0","2","0","0","0","2","0","3","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10971  :  โรงพยาบาลคอนสวรรค์","116","11","113","10","95","9","105","13","93","16","136","20","117","30","99","29","0","0","0","0","0","0","0","0"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10973  :  โรงพยาบาลหนองบัวแดง","8","0","12","1","5","0","11","3","8","0","8","1","10","1","10","3","0","0","0","0","0","0","0","0"
"10974  :  โรงพยาบาลจัตุรัส","12","1","11","2","8","2","5","0","17","1","13","1","9","1","6","0","0","0","0","0","0","0","0","0"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","87","11","119","12","132","14","133","12","96","16","108","17","123","7","100","10","0","0","0","0","0","0","0","0"
"10976  :  โรงพยาบาลหนองบัวระเหว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10977  :  โรงพยาบาลเทพสถิต","0","0","1","1","1","0","4","1","1","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","36","8","36","5","23","1","33","8","22","3","24","3","19","1","22","1","0","0","0","0","0","0","0","0"
"10979  :  โรงพยาบาลบ้านแท่น","55","6","62","14","44","3","50","3","67","7","68","6","50","4","49","7","0","0","0","0","0","0","0","0"
"10980  :  โรงพยาบาลแก้งคร้อ","9","1","4","0","12","0","10","1","8","2","25","4","12","0","11","0","0","0","0","0","0","0","0","0"
"10981  :  โรงพยาบาลคอนสาร","18","0","17","7","12","0","12","3","15","1","14","2","10","0","13","2","0","0","0","0","0","0","0","0"
"10982  :  โรงพยาบาลภักดีชุมพล","0","0","1","0","0","0","2","0","2","0","7","1","1","0","0","0","0","0","0","0","0","0","0","0"
"10983  :  โรงพยาบาลเนินสง่า","22","2","16","1","27","2","15","0","13","1","16","0","9","0","11","1","0","0","0","0","0","0","0","0"
"10703  :  โรงพยาบาลอำนาจเจริญ","8","0","8","0","8","0","3","0","3","0","4","0","4","0","1","0","0","0","0","0","0","0","0","0"
"10985  :  โรงพยาบาลชานุมาน","1","0","3","0","0","0","1","0","4","1","3","0","0","0","8","0","0","0","0","0","0","0","0","0"
"10986  :  โรงพยาบาลปทุมราชวงศา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10987  :  โรงพยาบาลพนา","5","0","0","0","2","0","1","0","1","0","1","0","3","0","3","0","0","0","0","0","0","0","0","0"
"10988  :  โรงพยาบาลเสนางคนิคม","73","12","78","4","95","7","83","9","66","13","75","7","64","5","80","10","0","0","0","0","0","0","0","0"
"10989  :  โรงพยาบาลหัวตะพาน","1","1","3","0","56","7","53","8","51","1","43","3","35","4","36","9","0","0","0","0","0","0","0","0"
"10990  :  โรงพยาบาลลืออำนาจ","3","1","7","2","11","1","3","1","4","1","5","1","5","0","8","0","0","0","0","0","0","0","0","0"
"11040  :  โรงพยาบาลบึงกาฬ","2","0","2","0","0","0","2","0","1","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0"
"11041  :  โรงพยาบาลพรเจริญ","0","0","2","0","2","1","2","0","4","1","2","0","3","0","4","0","0","0","0","0","0","0","0","0"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11046  :  โรงพยาบาลเซกา","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11047  :  โรงพยาบาลปากคาด","59","13","35","2","40","4","60","6","58","3","55","4","36","3","62","5","5","0","0","0","0","0","0","0"
"11048  :  โรงพยาบาลบึงโขงหลง","8","1","5","1","7","0","3","0","2","1","0","0","6","0","4","0","0","0","0","0","0","0","0","0"
"11049  :  โรงพยาบาลศรีวิไล","95","7","88","9","80","3","75","7","88","11","81","6","77","10","56","2","9","1","0","0","0","0","0","0"
"11050  :  โรงพยาบาลบุ่งคล้า","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10991  :  โรงพยาบาลนากลาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10992  :  โรงพยาบาลโนนสัง","0","0","2","1","2","0","1","0","1","0","1","0","1","0","2","1","0","0","0","0","0","0","0","0"
"10993  :  โรงพยาบาลศรีบุญเรือง","21","2","28","1","40","4","36","6","45","8","43","6","24","2","0","0","0","0","0","0","0","0","0","0"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10996  :  โรงพยาบาลพระยืน","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10997  :  โรงพยาบาลหนองเรือ","6","0","1","0","0","0","1","0","9","0","7","0","3","0","0","0","0","0","0","0","0","0","0","0"
