"โรงพยาบาล","2562","2563"
"ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์"
"31327  :  โรงพยาบาลคลองเขื่อน","65","10","60","8","47","4","58","3","67","4","85","5","71","4","77","10","92","10","67","6","72","7","83","7"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","14","2","25","3","32","4","45","2","22","3","22","5","7","1","15","2","20","0","20","2","11","0","12","0"
"10857  :  โรงพยาบาลกบินทร์บุรี","0","0","0","0","0","0","11","2","22","2","37","1","31","3","13","5","20","1","27","4","38","6","35","5"
"10858  :  โรงพยาบาลนาดี","0","0","0","0","1","0","1","0","5","0","7","1","27","1","17","0","4","1","8","1","9","1","14","1"
"10859  :  โรงพยาบาลบ้านสร้าง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10860  :  โรงพยาบาลประจันตคาม","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"10861  :  โรงพยาบาลศรีมหาโพธิ","0","0","107","11","179","17","141","24","102","10","0","0","23","3","192","19","136","14","162","12","175","15","192","18"
"10862  :  โรงพยาบาลศรีมโหสถ","10","0","8","0","12","2","2","0","12","1","9","0","6","0","10","2","10","4","6","2","5","0","1","0"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","0","0","1","0","3","0","1","0","1","0","1","0","1","0","0","0","2","0","1","0","1","0","4","0"
"10698  :  โรงพยาบาลนครนายก","29","3","28","0","28","4","29","0","33","6","37","7","17","0","32","8","27","4","13","2","30","1","20","3"
"10863  :  โรงพยาบาลปากพลี","0","0","1","0","18","2","17","2","20","1","43","5","42","2","33","1","34","4","36","4","45","6","45","7"
"10864  :  โรงพยาบาลบ้านนา","77","11","77","5","69","7","118","11","148","23","145","12","130","10","107","7","105","8","96","11","95","12","111","11"
"10865  :  โรงพยาบาลองครักษ์","15","1","18","1","26","2","27","2","22","3","26","4","26","3","33","5","41","4","32","9","48","5","28","4"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10866  :  โรงพยาบาลคลองหาด","162","18","146","17","184","25","181","23","186","24","199","17","158","12","157","20","155","22","153","16","192","19","168","21"
"10867  :  โรงพยาบาลตาพระยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10868  :  โรงพยาบาลวังน้ำเย็น","34","2","26","5","27","7","32","3","111","36","150","51","161","74","31","7","37","5","35","5","30","3","39","5"
"10869  :  โรงพยาบาลวัฒนานคร","25","9","20","7","11","1","33","3","23","3","31","4","23","3","28","6","25","5","64","49","134","99","77","61"
"10870  :  โรงพยาบาลอรัญประเทศ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13817  :  โรงพยาบาลเขาฉกรรจ์","0","0","1","1","0","0","4","0","4","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","232","25","215","25","276","25","215","25","172","22","184","19","170","13","188","16","207","21","211","27","211","24","183","17"
"10871  :  โรงพยาบาลครบุรี","24","4","38","12","23","9","36","19","33","11","37","15","9","2","15","2","16","0","33","18","54","42","12","0"
"10872  :  โรงพยาบาลเสิงสาง","17","3","83","15","25","1","20","0","17","1","90","70","93","65","32","12","29","9","37","11","40","23","42","27"
"10873  :  โรงพยาบาลคง","23","3","31","4","27","10","32","9","49","10","55","6","30","14","24","2","25","11","23","8","57","39","24","11"
"10874  :  โรงพยาบาลบ้านเหลื่อม","144","18","173","47","137","31","106","24","149","63","160","44","148","46","135","25","131","35","118","12","115","22","160","59"
"10875  :  โรงพยาบาลจักราช","16","1","15","0","8","1","18","2","7","1","21","1","10","1","17","3","21","5","5","0","13","1","12","2"
"10876  :  โรงพยาบาลโชคชัย","52","29","27","8","67","27","99","47","105","43","59","11","52","13","57","31","52","15","56","9","63","28","32","4"
"10877  :  โรงพยาบาลด่านขุนทด","21","3","27","0","23","3","36","3","38","0","32","2","17","4","30","3","21","1","24","2","22","4","16","1"
"10878  :  โรงพยาบาลโนนไทย","35","6","31","3","71","14","141","12","43","4","24","1","21","4","44","3","40","5","49","6","50","10","62","8"
"10879  :  โรงพยาบาลโนนสูง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10880  :  โรงพยาบาลขามสะแกแสง","44","27","40","33","45","34","33","15","27","14","14","3","30","11","40","25","20","12","29","13","17","1","20","14"
"10881  :  โรงพยาบาลบัวใหญ่","3","1","3","0","6","2","2","1","2","0","2","0","4","0","4","0","0","0","1","0","4","1","2","0"
"10882  :  โรงพยาบาลประทาย","26","7","14","2","21","5","37","5","34","12","31","5","25","5","23","7","22","7","15","4","31","3","25","2"
"10883  :  โรงพยาบาลปักธงชัย","23","4","17","1","16","1","137","16","150","17","79","7","21","2","34","3","35","5","35","2","19","7","18","2"
"10884  :  โรงพยาบาลพิมาย","35","3","35","2","29","3","37","2","38","4","29","1","40","2","26","5","34","1","36","2","33","4","26","2"
"10885  :  โรงพยาบาลห้วยแถลง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10886  :  โรงพยาบาลชุมพวง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10888  :  โรงพยาบาลขามทะเลสอ","8","0","11","4","7","0","3","0","8","0","49","5","3","0","7","0","21","3","21","1","19","2","27","1"
"10889  :  โรงพยาบาลสีคิ้ว","5","0","0","0","0","0","0","0","1","0","0","0","0","0","2","1","1","0","0","0","4","0","9","1"
"10890  :  โรงพยาบาลปากช่องนานา","45","4","20","2","20","0","28","5","41","5","78","5","53","5","72","4","49","2","43","6","35","3","59","6"
"10891  :  โรงพยาบาลหนองบุญมาก","6","1","16","4","9","1","12","2","11","2","20","4","17","3","9","0","15","2","9","1","10","3","17","1"
"10892  :  โรงพยาบาลแก้งสนามนาง","35","2","21","1","11","0","15","0","36","3","16","1","16","2","27","1","25","2","11","0","17","2","17","2"
"10893  :  โรงพยาบาลโนนแดง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","0","0","0","0","0","0","0","2","0","6","1","3","0","3","0","1","0","0","0","3","0","3","1"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0","0","17","3","11","1","8","1","18","1","9","2","14","4","11","1","10","1","7","0","3","0","11","2"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","9","0","8","0","8","1","9","1","5","0","4","0","7","0","8","0","8","2","4","1","7","0","9","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","2","0","0","0","2","1","1","1","1","0","1","0","7","2","1","0","1","0"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","3","0","4","0","3","0","4","1","6","1","1","0","10","0","5","0","1","0","1","0","4","0","1","0"
"27839  :  โรงพยาบาลบัวลาย","3","0","2","0","4","0","1","0","2","0","3","0","3","0","1","0","7","1","3","0","0","0","2","0"
"27840  :  โรงพยาบาลสีดา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","1","0","0","0","3","0","1","0","2","0","1","0","0","0","0","0","1","0","6","0","0","0"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10895  :  โรงพยาบาลคูเมือง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10896  :  โรงพยาบาลกระสัง","68","49","58","44","31","16","42","10","19","6","52","9","20","4","17","3","19","6","7","2","10","0","9","2"
"10897  :  โรงพยาบาลนางรอง","37","2","37","3","26","4","38","3","25","0","24","5","22","5","31","3","15","1","26","2","23","1","29","2"
"10898  :  โรงพยาบาลหนองกี่","55","51","50","44","16","10","7","7","4","4","9","9","0","0","14","6","16","3","6","1","0","0","0","0"
"10899  :  โรงพยาบาลละหานทราย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10900  :  โรงพยาบาลประโคนชัย","16","1","7","0","8","0","13","2","15","3","11","1","10","2","14","1","8","1","13","2","5","0","16","2"
"10901  :  โรงพยาบาลบ้านกรวด","74","54","23","12","20","2","31","5","22","3","16","0","15","3","15","1","48","23","85","57","92","56","15","1"
"10902  :  โรงพยาบาลพุทไธสง","9","2","7","1","10","2","7","1","8","0","5","0","5","0","5","1","13","1","20","2","13","0","17","2"
"10904  :  โรงพยาบาลลำปลายมาศ","2","0","9","1","0","0","0","0","1","0","3","1","2","0","3","0","1","0","3","2","6","2","2","0"
"10905  :  โรงพยาบาลสตึก","13","0","7","0","13","0","3","0","5","0","7","0","8","0","8","0","3","0","5","0","4","0","3","1"
"10906  :  โรงพยาบาลปะคำ","9","1","4","1","4","1","22","1","7","1","13","0","16","1","10","1","7","0","13","3","5","1","8","4"
"10907  :  โรงพยาบาลนาโพธิ์","10","4","25","11","29","19","15","8","17","3","14","2","194","166","107","76","63","40","83","66","40","24","14","3"
"10908  :  โรงพยาบาลหนองหงส์","99","38","136","79","92","21","160","23","142","49","93","15","68","8","62","7","56","6","58","6","208","60","130","60"
"10909  :  โรงพยาบาลพลับพลาชัย","24","11","4","1","218","31","47","6","6","0","8","0","12","2","9","2","7","0","6","0","10","1","8","1"
"10910  :  โรงพยาบาลห้วยราช","7","0","4","0","5","0","4","0","3","1","4","0","6","1","7","0","4","1","7","1","2","1","4","1"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10912  :  โรงพยาบาลชำนิ","4","0","3","0","4","0","4","0","4","0","8","1","9","1","7","1","5","2","3","0","3","1","5","1"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","49","5","48","5","43","4","42","3","37","1","48","8","52","3","39","3","36","4","48","7","36","3","38","3"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","5","2","6","0","7","0","15","1","9","1","14","2","3","0","4","1","4","1","1","0","2","0","4","0"
"23578  :  โรงพยาบาลแคนดง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28020  :  โรงพยาบาลบ้านด่าน","1","0","0","0","1","0","0","0","2","0","1","0","4","0","1","0","1","0","1","0","2","0","1","0"
"10668  :  โรงพยาบาลสุรินทร์","414","44","434","43","365","31","396","44","362","37","381","33","306","35","350","38","470","58","449","48","443","49","430","45"
"10915  :  โรงพยาบาลชุมพลบุรี","24","13","17","12","1","0","19","16","27","22","12","2","8","0","0","0","7","1","1","0","0","0","0","0"
"10916  :  โรงพยาบาลท่าตูม","133","18","108","9","133","9","76","4","91","14","135","27","55","9","216","66","84","21","90","18","54","7","66","26"
"10917  :  โรงพยาบาลจอมพระ","81","9","103","12","110","12","91","11","106","14","101","10","72","5","106","10","98","11","110","12","79","12","101","9"
"10918  :  โรงพยาบาลปราสาท","67","9","59","4","212","25","214","38","125","25","105","12","66","2","61","9","72","13","90","20","54","9","54","2"
"10919  :  โรงพยาบาลกาบเชิง","18","4","14","2","12","0","13","1","11","1","13","2","5","0","15","2","9","1","11","2","11","1","10","1"
"10920  :  โรงพยาบาลรัตนบุรี","0","0","0","0","69","7","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10921  :  โรงพยาบาลสนม","18","4","15","1","20","0","16","1","10","2","3","0","7","1","10","1","5","1","13","1","25","4","20","1"
"10922  :  โรงพยาบาลศีขรภูมิ","239","11","194","26","166","11","383","53","332","57","218","30","146","18","164","13","207","15","166","11","232","59","169","33"
"10923  :  โรงพยาบาลสังขะ","2","0","15","1","0","0","18","0","22","1","1","0","3","0","2","0","1","0","2","0","0","0","0","0"
"10924  :  โรงพยาบาลลำดวน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10925  :  โรงพยาบาลสำโรงทาบ","2","0","2","0","3","0","1","0","0","0","1","0","2","0","1","0","0","0","0","0","0","0","0","0"
"10926  :  โรงพยาบาลบัวเชด","27","2","39","2","56","5","30","1","35","9","34","8","28","2","19","3","25","5","25","3","28","2","14","0"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","3","0","5","1","3","0","6","2","2","0","5","0","6","2","8","2","10","1","7","1","7","1","38","32"
"27842  :  โรงพยาบาลเขวาสินรินทร์","7","1","65","39","44","11","41","3","47","4","45","6","44","2","32","5","23","1","23","1","27","1","25","3"
"27843  :  โรงพยาบาลศรีณรงค์","59","50","0","0","5","1","1","1","5","0","0","0","2","0","0","0","3","0","4","1","0","0","2","0"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10700  :  โรงพยาบาลศรีสะเกษ","129","16","98","10","91","5","127","21","133","17","85","13","88","9","80","7","111","17","109","9","126","17","103","5"
"10927  :  โรงพยาบาลยางชุมน้อย","23","16","14","6","12","2","13","1","12","3","13","0","13","3","17","2","4","1","15","2","14","0","9","2"
"10928  :  โรงพยาบาลกันทรารมย์","257","26","230","25","242","15","238","20","220","19","316","67","184","37","254","35","170","18","21","1","210","26","205","24"
"10929  :  โรงพยาบาลกันทรลักษ์","58","40","120","65","27","16","10","4","2","1","13","2","3","1","102","54","64","25","8","2","3","1","2","0"
"10930  :  โรงพยาบาลขุขันธ์","123","15","143","15","131","11","113","13","104","12","132","16","106","8","127","15","144","11","94","7","127","13","139","14"
"10931  :  โรงพยาบาลไพรบึง","1","0","4","0","1","0","3","0","21","18","15","11","4","0","10","2","3","0","280","225","3","0","7","1"
"10932  :  โรงพยาบาลปรางค์กู่","141","41","130","28","111","17","99","10","103","38","79","7","77","4","112","32","81","6","139","42","100","9","94","19"
"10933  :  โรงพยาบาลขุนหาญ","4","0","1","0","10","0","42","13","29","6","27","9","8","3","2","0","4","1","15","6","14","6","11","6"
"10934  :  โรงพยาบาลราษีไศล","5","0","4","1","7","0","4","0","3","0","11","4","6","0","13","2","10","0","5","0","4","1","10","1"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","72","11","93","9","81","11","67","9","67","7","81","7","80","6","78","10","73","8","73","10","41","2","58","2"
"10936  :  โรงพยาบาลบึงบูรพ์","18","1","19","2","21","2","8","0","13","1","14","3","15","1","13","2","18","6","14","1","20","1","38","26"
"10937  :  โรงพยาบาลห้วยทับทัน","2","0","1","0","0","0","0","0","1","0","2","0","1","1","0","0","3","0","3","0","1","0","1","0"
"10938  :  โรงพยาบาลโนนคูณ","129","21","113","12","115","21","121","13","125","13","117","14","128","19","146","31","126","11","120","21","110","17","99","6"
"10939  :  โรงพยาบาลศรีรัตนะ","240","52","198","28","113","12","140","22","183","31","189","38","101","15","128","17","146","19","110","17","147","53","106","21"
"10940  :  โรงพยาบาลวังหิน","119","16","168","27","143","14","202","36","131","19","140","20","99","9","201","21","172","20","133","22","122","22","142","13"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","1","0","2","0","0","0","4","0","12","3","1","0","3","1","0","0","3","0","1","0","9","5","1","0"
"10942  :  โรงพยาบาลภูสิงห์","26","4","26","1","71","12","78","23","53","9","30","3","31","5","36","1","57","10","70","11","54","10","45","4"
"10943  :  โรงพยาบาลเมืองจันทร์","34","5","34","3","27","2","45","1","54","16","44","9","30","2","35","4","47","5","38","3","37","4","36","3"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","15","15","3","2","4","4","29","19","0","0","4","3","3","2","2","1","1","0","1","0","0","0","0","0"
"28014  :  โรงพยาบาลพยุห์","109","11","87","8","76","10","140","19","114","19","101","12","61","4","57","3","83","8","99","13","125","24","80","11"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","0","0","0","0","0","0","0","0","83","37","0","0","0","0","2","0","0","0","1","0","1","0","0","0"
"28016  :  โรงพยาบาลศิลาลาด","37","19","3","1","4","3","3","1","3","1","1","0","114","63","59","36","6","4","0","0","10","6","1","0"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10944  :  โรงพยาบาลศรีเมืองใหม่","1","0","1","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10945  :  โรงพยาบาลโขงเจียม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10947  :  โรงพยาบาลเขมราฐ","11","0","13","1","10","1","19","1","20","2","19","1","7","0","9","0","10","1","6","0","11","0","10","1"
"10948  :  โรงพยาบาลนาจะหลวย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10950  :  โรงพยาบาลบุณฑริก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10951  :  โรงพยาบาลตระการพืชผล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","0","0","0","0","5","5","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"10953  :  โรงพยาบาลม่วงสามสิบ","2","0","2","0","2","0","4","0","2","0","5","1","2","2","0","0","1","0","4","0","0","0","0","0"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","7","1","3","0","0","0","4","0","3","0","1","0","4","0","5","2","2","0","5","1","2","0","1","0"
"10957  :  โรงพยาบาลตาลสุม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10958  :  โรงพยาบาลโพธิ์ไทร","71","12","49","5","71","7","57","4","35","5","46","10","17","2","5","0","75","6","59","3","2","0","1","0"
"10959  :  โรงพยาบาลสำโรง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10960  :  โรงพยาบาลดอนมดแดง","3","0","2","0","3","0","3","0","2","1","18","7","4","0","0","0","1","0","3","1","3","0","2","0"
"10961  :  โรงพยาบาลสิรินธร","0","0","3","0","2","1","2","0","1","0","4","0","0","0","1","0","0","0","0","0","0","0","2","0"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","88","32","54","5","48","7","85","25","73","13","63","4","49","6","12","1","54","3","55","6","47","3","46","8"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","8","1","6","0","7","1","4","0","7","0","11","2","4","0","8","0","8","1","8","2","6","0","8","2"
"24032  :  โรงพยาบาลนาตาล","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24821  :  โรงพยาบาลนาเยีย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27968  :  โรงพยาบาลน้ำขุ่น","21","1","18","4","37","6","14","2","22","4","25","3","22","3","41","5","36","3","36","3","16","2","15","1"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10701  :  โรงพยาบาลยโสธร","2","0","6","1","5","1","7","1","11","0","4","0","10","1","5","0","2","0","1","0","3","1","6","1"
"10963  :  โรงพยาบาลทรายมูล","2","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","1","0","0","0"
"10964  :  โรงพยาบาลกุดชุม","56","7","65","7","60","3","0","0","31","3","70","8","62","4","48","6","85","7","70","3","56","7","68","9"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","1","0","2","0","5","0","0","0","2","0","2","0","4","0","2","2","0","0","1","0","1","0","3","0"
"10966  :  โรงพยาบาลป่าติ้ว","1","0","0","0","1","0","0","0","0","0","1","0","1","0","3","0","0","0","1","0","0","0","0","0"
"10967  :  โรงพยาบาลมหาชนะชัย","4","0","5","0","4","1","2","0","3","0","8","1","6","0","7","0","7","1","9","1","6","0","4","2"
"10968  :  โรงพยาบาลค้อวัง","0","0","2","1","0","0","1","1","1","0","1","0","3","0","1","0","0","0","0","0","0","0","1","0"
"10969  :  โรงพยาบาลไทยเจริญ","9","0","4","0","6","2","2","0","4","1","3","2","5","0","0","0","0","0","2","0","0","0","0","0"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","30","28","10","10","3","2","63","60","65","61","1","1","2","0","0","0","0","0","61","56","3","1","0","0"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0","0","0","0","3","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"04007  :  โรงพยาบาลซับใหญ่","5","4","4","0","1","0","0","0","0","0","8","1","9","0","22","13","38","26","34","24","5","1","20","11"
"10702  :  โรงพยาบาลชัยภูมิ","36","2","25","0","25","2","26","2","21","5","36","4","23","1","35","5","40","3","28","2","24","0","16","4"
"10970  :  โรงพยาบาลบ้านเขว้า","33","2","16","0","23","2","14","2","16","3","16","1","7","0","7","2","8","0","20","2","11","0","12","2"
"10971  :  โรงพยาบาลคอนสวรรค์","112","29","183","43","181","53","193","51","198","45","199","53","185","52","193","40","179","45","165","38","189","61","178","49"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","83","8","129","28","89","12","62","4","86","13","44","3","19","2","143","12","53","4","124","13","304","178","139","15"
"10973  :  โรงพยาบาลหนองบัวแดง","18","1","13","3","22","5","28","3","23","2","32","7","21","2","10","0","17","1","11","3","20","3","7","2"
"10974  :  โรงพยาบาลจัตุรัส","12","2","14","3","16","6","8","1","13","1","13","1","12","2","10","1","16","3","12","1","9","0","2","0"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","21","5","10","1","7","0","6","0","8","0","7","1","9","2","7","2","7","2","110","11","140","19","139","20"
"10976  :  โรงพยาบาลหนองบัวระเหว","3","3","8","5","0","0","1","1","6","0","15","4","1","1","2","0","1","0","4","0","3","0","1","0"
"10977  :  โรงพยาบาลเทพสถิต","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","2","0","5","0","9","1"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","20","0","33","3","14","3","35","6","26","3","26","1","11","1","16","0","26","4","31","1","37","3","35","4"
"10979  :  โรงพยาบาลบ้านแท่น","4","0","1","0","17","14","31","31","1","0","39","14","138","66","61","7","91","34","75","19","84","30","98","41"
"10980  :  โรงพยาบาลแก้งคร้อ","6","0","2","1","10","0","0","0","7","1","9","2","2","0","4","0","14","0","15","3","56","2","30","2"
