"โรงพยาบาล","ภาคเรียนที่  1 ปีการศึกษา 2563","ภาคเรียนที่  2 ปีการศึกษา 2563"
"นักเรียน","ได้รับวัคซีน","ร้อยละ","นักเรียน","ได้รับวัคซีน","ร้อยละ"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","77","0","0.00","77","72","93.51"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","105","0","0.00","106","93","87.74"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","58","58","100.00","59","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","17","0","0.00","17","16","94.12"
"27840  :  โรงพยาบาลสีดา","60","55","91.67","60","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","74","0","0.00","77","65","84.42"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","169","0","0.00","208","167","80.29"
"10896  :  โรงพยาบาลกระสัง","192","142","73.96","174","0","0.00"
"10897  :  โรงพยาบาลนางรอง","965","173","17.93","920","460","50.00"
"10898  :  โรงพยาบาลหนองกี่","611","396","64.81","579","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","681","417","61.23","670","108","16.12"
"10900  :  โรงพยาบาลประโคนชัย","539","187","34.69","537","222","41.34"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0.00","0","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0.00","0","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","0","0","0.00","0","0","0.00"
"10906  :  โรงพยาบาลปะคำ","0","0","0.00","0","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0.00","0","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","0","0","0.00","0","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0.00","0","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","0","0","0.00","0","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0.00","0","0","0.00"
"10912  :  โรงพยาบาลชำนิ","0","0","0.00","0","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","0","0.00","0","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0.00","0","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","100","81","81.00","101","0","0.00"
"23578  :  โรงพยาบาลแคนดง","147","2","1.36","147","27","18.37"
"28020  :  โรงพยาบาลบ้านด่าน","93","0","0.00","103","88","85.44"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","119","0","0.00","119","32","26.89"
"10916  :  โรงพยาบาลท่าตูม","257","0","0.00","259","215","83.01"
"10917  :  โรงพยาบาลจอมพระ","190","0","0.00","222","180","81.08"
"10918  :  โรงพยาบาลปราสาท","392","0","0.00","400","280","70.00"
"10919  :  โรงพยาบาลกาบเชิง","117","0","0.00","122","100","81.97"
"10920  :  โรงพยาบาลรัตนบุรี","190","96","50.53","192","82","42.71"
"10921  :  โรงพยาบาลสนม","103","0","0.00","107","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","339","0","0.00","335","235","70.15"
"10923  :  โรงพยาบาลสังขะ","163","0","0.00","161","9","5.59"
"10924  :  โรงพยาบาลลำดวน","104","70","67.31","98","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","120","0","0.00","121","116","95.87"
"10926  :  โรงพยาบาลบัวเชด","135","0","0.00","136","47","34.56"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","28","0","0.00","26","15","57.69"
"27842  :  โรงพยาบาลเขวาสินรินทร์","19","0","0.00","19","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","38","22","57.89","38","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","13","0","0.00","13","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","381","0","0.00","408","1","0.25"
"10927  :  โรงพยาบาลยางชุมน้อย","244","0","0.00","215","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","217","0","0.00","207","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","719","107","14.88","642","288","44.86"
"10930  :  โรงพยาบาลขุขันธ์","380","0","0.00","381","344","90.29"
"10931  :  โรงพยาบาลไพรบึง","194","0","0.00","178","151","84.83"
"10932  :  โรงพยาบาลปรางค์กู่","44","0","0.00","108","39","36.11"
"10933  :  โรงพยาบาลขุนหาญ","170","0","0.00","169","153","90.53"
"10934  :  โรงพยาบาลราษีไศล","186","2","1.08","230","164","71.30"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","533","0","0.00","505","384","76.04"
"10936  :  โรงพยาบาลบึงบูรพ์","65","32","49.23","39","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","67","0","0.00","84","67","79.76"
"10938  :  โรงพยาบาลโนนคูณ","28","0","0.00","27","20","74.07"
"10939  :  โรงพยาบาลศรีรัตนะ","62","0","0.00","63","60","95.24"
"10940  :  โรงพยาบาลวังหิน","38","0","0.00","92","35","38.04"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","61","0","0.00","69","54","78.26"
"10942  :  โรงพยาบาลภูสิงห์","96","0","0.00","98","83","84.69"
"10943  :  โรงพยาบาลเมืองจันทร์","14","0","0.00","15","14","93.33"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","99","0","0.00","128","100","78.13"
"28014  :  โรงพยาบาลพยุห์","14","0","0.00","24","11","45.83"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","4","0","0.00","4","4","100.00"
"28016  :  โรงพยาบาลศิลาลาด","51","0","0.00","50","49","98.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","82","0","0.00","87","1","1.15"
"10946  :  โรงพยาบาลเขื่องใน","221","0","0.00","220","218","99.09"
"10947  :  โรงพยาบาลเขมราฐ","239","0","0.00","240","124","51.67"
"10948  :  โรงพยาบาลนาจะหลวย","239","0","0.00","249","24","9.64"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","329","0","0.00","329","315","95.74"
"10951  :  โรงพยาบาลตระการพืชผล","242","0","0.00","269","242","89.96"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","143","0","0.00","124","1","0.81"
"10953  :  โรงพยาบาลม่วงสามสิบ","425","286","67.29","320","4","1.25"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","81","0","0.00","120","59","49.17"
"10958  :  โรงพยาบาลโพธิ์ไทร","341","0","0.00","124","114","91.94"
"10959  :  โรงพยาบาลสำโรง","97","2","2.06","101","66","65.35"
"10960  :  โรงพยาบาลดอนมดแดง","53","0","0.00","49","2","4.08"
"10961  :  โรงพยาบาลสิรินธร","252","0","0.00","162","125","77.16"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","201","0","0.00","73","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","116","0","0.00","116","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","603","0","0.00","613","4","0.65"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","15","0","0.00","15","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","92","0","0.00","53","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","272","0","0.00","329","0","0.00"
"10966  :  โรงพยาบาลป่าติ้ว","66","0","0.00","74","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","121","0","0.00","136","104","76.47"
"10968  :  โรงพยาบาลค้อวัง","63","0","0.00","76","62","81.58"
"10969  :  โรงพยาบาลไทยเจริญ","46","0","0.00","57","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","76","0","0.00","161","0","0.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","76","0","0.00","77","71","92.21"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","110","0","0.00","108","99","91.67"
"10971  :  โรงพยาบาลคอนสวรรค์","163","159","97.55","163","0","0.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","160","110","68.75","162","0","0.00"
"10973  :  โรงพยาบาลหนองบัวแดง","251","0","0.00","250","1","0.40"
"10974  :  โรงพยาบาลจัตุรัส","234","0","0.00","235","34","14.47"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","146","0","0.00","148","146","98.65"
"10976  :  โรงพยาบาลหนองบัวระเหว","43","0","0.00","43","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","237","1","0.42","241","222","92.12"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","375","0","0.00","375","0","0.00"
"10979  :  โรงพยาบาลบ้านแท่น","176","168","95.45","175","0","0.00"
"10980  :  โรงพยาบาลแก้งคร้อ","478","0","0.00","481","382","79.42"
"10981  :  โรงพยาบาลคอนสาร","37","0","0.00","38","33","86.84"
"10982  :  โรงพยาบาลภักดีชุมพล","63","50","79.37","64","0","0.00"
"10983  :  โรงพยาบาลเนินสง่า","31","1","3.23","31","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","69","0","0.00","73","0","0.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","216","0","0.00","224","130","58.04"
"10987  :  โรงพยาบาลพนา","93","90","96.77","93","0","0.00"
"10988  :  โรงพยาบาลเสนางคนิคม","86","0","0.00","86","78","90.70"
"10989  :  โรงพยาบาลหัวตะพาน","92","0","0.00","99","83","83.84"
"10990  :  โรงพยาบาลลืออำนาจ","108","0","0.00","108","2","1.85"
"11040  :  โรงพยาบาลบึงกาฬ","139","109","78.42","141","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","275","121","44.00","284","0","0.00"
"11043  :  โรงพยาบาลโซ่พิสัย","63","0","0.00","65","1","1.54"
"11046  :  โรงพยาบาลเซกา","47","0","0.00","48","0","0.00"
"11047  :  โรงพยาบาลปากคาด","200","136","68.00","231","2","0.87"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","225","168","74.67","226","0","0.00"
"11050  :  โรงพยาบาลบุ่งคล้า","34","0","0.00","34","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","0","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","218","5","2.29","159","0","0.00"
"11000  :  โรงพยาบาลน้ำพอง","104","78","75.00","168","1","0.60"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00","0","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","58","0","0.00","64","46","71.88"
"11004  :  โรงพยาบาลพล","0","0","0.00","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00","0","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","97","85","87.63","97","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","155","0","0.00","256","0","0.00"
"11010  :  โรงพยาบาลชนบท","0","0","0.00","0","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00","0","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","511","51","9.98","510","395","77.45"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0.00","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","112","61","54.46","136","65","47.79"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","353","0","0.00","311","198","63.67"
"11014  :  โรงพยาบาลหนองวัวซอ","200","169","84.50","200","10","5.00"
"11015  :  โรงพยาบาลกุมภวาปี","794","0","0.00","607","1","0.16"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00","0","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","365","106","29.04","227","8","3.52"
"11018  :  โรงพยาบาลหนองหาน","551","0","0.00","397","278","70.03"
"11019  :  โรงพยาบาลทุ่งฝน","147","92","62.59","115","0","0.00"
"11020  :  โรงพยาบาลไชยวาน","264","0","0.00","175","0","0.00"
"11021  :  โรงพยาบาลศรีธาตุ","10","9","90.00","10","0","0.00"
"11022  :  โรงพยาบาลวังสามหมอ","202","0","0.00","218","141","64.68"
"11023  :  โรงพยาบาลบ้านผือ","406","1","0.25","411","374","91.00"
"11024  :  โรงพยาบาลน้ำโสม","281","1","0.36","282","158","56.03"
"11025  :  โรงพยาบาลเพ็ญ","378","0","0.00","411","0","0.00"
"11026  :  โรงพยาบาลสร้างคอม","106","0","0.00","140","104","74.29"
"11027  :  โรงพยาบาลหนองแสง","174","0","0.00","199","0","0.00"
"11028  :  โรงพยาบาลนายูง","52","33","63.46","52","0","0.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","22","0","0.00","36","21","58.33"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","482","0","0.00","525","403","76.76"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00","0","0","0.00"
"10705  :  โรงพยาบาลเลย","743","581","78.20","877","0","0.00"
"11030  :  โรงพยาบาลนาด้วง","109","102","93.58","110","0","0.00"
"11031  :  โรงพยาบาลเชียงคาน","209","173","82.78","254","0","0.00"
"11032  :  โรงพยาบาลปากชม","83","81","97.59","100","0","0.00"
"11033  :  โรงพยาบาลนาแห้ว","153","0","0.00","54","0","0.00"
"11034  :  โรงพยาบาลภูเรือ","133","55","41.35","62","0","0.00"
"11035  :  โรงพยาบาลท่าลี่","129","63","48.84","83","0","0.00"
"11036  :  โรงพยาบาลวังสะพุง","370","0","0.00","272","98","36.03"
"11037  :  โรงพยาบาลภูกระดึง","270","0","0.00","179","0","0.00"
"11038  :  โรงพยาบาลภูหลวง","162","59","36.42","68","0","0.00"
"11039  :  โรงพยาบาลผาขาว","194","0","0.00","146","0","0.00"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","525","141","26.86","202","8","3.96"
"14133  :  โรงพยาบาลเอราวัณ","300","137","45.67","230","0","0.00"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","242","192","79.34","205","1","0.49"
"10706  :  โรงพยาบาลหนองคาย","565","1","0.18","593","67","11.30"
"11042  :  โรงพยาบาลโพนพิสัย","129","0","0.00","133","1","0.75"
"11044  :  โรงพยาบาลศรีเชียงใหม่","248","1","0.40","172","0","0.00"
"11045  :  โรงพยาบาลสังคม","86","0","0.00","89","85","95.51"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","318","0","0.00","446","1","0.22"
"14558  :  โรงพยาบาลพิสัยเวช","262","0","0.00","235","2","0.85"
"21356  :  โรงพยาบาลสระใคร","22","21","95.45","22","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","0","0.00","0","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","49","5","10.20","50","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","3","0","0.00","2","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0.00","0","0","0.00"
"11051  :  โรงพยาบาลแกดำ","44","0","0.00","47","0","0.00"
"11052  :  โรงพยาบาลโกสุมพิสัย","406","117","28.82","411","0","0.00"
"11053  :  โรงพยาบาลกันทรวิชัย","146","13","8.90","154","0","0.00"
"11054  :  โรงพยาบาลเชียงยืน","232","215","92.67","237","0","0.00"
"11055  :  โรงพยาบาลบรบือ","291","268","92.10","318","1","0.31"
"11056  :  โรงพยาบาลนาเชือก","193","132","68.39","258","0","0.00"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","455","1","0.22","458","3","0.66"
"11058  :  โรงพยาบาลวาปีปทุม","469","393","83.80","489","0","0.00"
"11059  :  โรงพยาบาลนาดูน","68","0","0.00","69","66","95.65"
"11060  :  โรงพยาบาลยางสีสุราช","61","0","0.00","63","0","0.00"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","235","1","0.43","235","1","0.43"
"24704  :  โรงพยาบาลกุดรัง","22","0","0.00","21","0","0.00"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00","0","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","123","0","0.00","38","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","274","0","0.00","275","261","94.91"
"11062  :  โรงพยาบาลปทุมรัตต์","241","0","0.00","207","193","93.24"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","301","156","51.83","233","0","0.00"
"11064  :  โรงพยาบาลธวัชบุรี","63","0","0.00","45","20","44.44"
"11065  :  โรงพยาบาลพนมไพร","258","186","72.09","243","1","0.41"
"11066  :  โรงพยาบาลโพนทอง","400","0","0.00","399","347","86.97"
"11067  :  โรงพยาบาลโพธิ์ชัย","170","78","45.88","127","0","0.00"
"11068  :  โรงพยาบาลหนองพอก","342","1","0.29","343","19","5.54"
"11069  :  โรงพยาบาลเสลภูมิ","577","2","0.35","554","3","0.54"
"11070  :  โรงพยาบาลสุวรรณภูมิ","526","396","75.29","448","0","0.00"
"11071  :  โรงพยาบาลเมืองสรวง","88","0","0.00","77","0","0.00"
"11072  :  โรงพยาบาลโพนทราย","72","58","80.56","72","0","0.00"
"11073  :  โรงพยาบาลอาจสามารถ","207","191","92.27","207","0","0.00"
"11074  :  โรงพยาบาลเมยวดี","79","64","81.01","80","1","1.25"
"11075  :  โรงพยาบาลศรีสมเด็จ","153","20","13.07","131","87","66.41"
"11076  :  โรงพยาบาลจังหาร","24","0","0.00","39","0","0.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0.00","0","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0.00","0","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","5","4","80.00","39","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","7","6","85.71","39","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","33","0","0.00","51","0","0.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","405","322","79.51","407","1","0.25"
"11077  :  โรงพยาบาลนามน","130","106","81.54","131","0","0.00"
"11078  :  โรงพยาบาลกมลาไสย","193","0","0.00","212","0","0.00"
"11079  :  โรงพยาบาลร่องคำ","62","21","33.87","140","53","37.86"
"11080  :  โรงพยาบาลเขาวง","181","170","93.92","187","0","0.00"
"11081  :  โรงพยาบาลยางตลาด","227","201","88.55","257","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","0","0","0.00","0","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","40","0","0.00","59","0","0.00"
"11084  :  โรงพยาบาลคำม่วง","172","61","35.47","170","0","0.00"
"11085  :  โรงพยาบาลท่าคันโท","131","82","62.60","143","0","0.00"
"11086  :  โรงพยาบาลหนองกุงศรี","194","162","83.51","237","0","0.00"
"11087  :  โรงพยาบาลสมเด็จ","416","406","97.60","417","0","0.00"
"11088  :  โรงพยาบาลห้วยผึ้ง","219","158","72.15","249","0","0.00"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","384","0","0.00","452","345","76.33"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","43","0","0.00","43","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","71","0","0.00","53","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","37","0","0.00","38","0","0.00"
"28791  :  โรงพยาบาลสามชัย","79","61","77.22","63","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","187","0","0.00","195","0","0.00"
"11090  :  โรงพยาบาลกุดบาก","204","114","55.88","117","1","0.85"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","347","0","0.00","228","0","0.00"
"11092  :  โรงพยาบาลพังโคน","310","1","0.32","295","1","0.34"
"11093  :  โรงพยาบาลวาริชภูมิ","177","0","0.00","178","170","95.51"
"11094  :  โรงพยาบาลนิคมน้ำอูน","164","0","0.00","126","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","404","2","0.50","369","1","0.27"
"11096  :  โรงพยาบาลคำตากล้า","143","46","32.17","197","0","0.00"
"11097  :  โรงพยาบาลบ้านม่วง","223","1","0.45","211","136","64.45"
"11098  :  โรงพยาบาลอากาศอำนวย","265","0","0.00","248","1","0.40"
"11099  :  โรงพยาบาลส่องดาว","130","1","0.77","132","1","0.76"
"11100  :  โรงพยาบาลเต่างอย","93","0","0.00","97","90","92.78"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","124","121","97.58","209","0","0.00"
"11102  :  โรงพยาบาลเจริญศิลป์","118","112","94.92","119","0","0.00"
"11103  :  โรงพยาบาลโพนนาแก้ว","47","0","0.00","48","0","0.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","768","651","84.77","741","3","0.40"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","147","0","0.00","147","1","0.68"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","53","0","0.00","63","0","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","102","67","65.69","169","0","0.00"
"11104  :  โรงพยาบาลปลาปาก","169","0","0.00","173","1","0.58"
"11105  :  โรงพยาบาลท่าอุเทน","78","0","0.00","77","0","0.00"
"11106  :  โรงพยาบาลบ้านแพง","193","0","0.00","196","0","0.00"
"11107  :  โรงพยาบาลนาทม","55","0","0.00","55","0","0.00"
"11108  :  โรงพยาบาลเรณูนคร","167","0","0.00","166","0","0.00"
"11109  :  โรงพยาบาลนาแก","357","0","0.00","357","1","0.28"
"11110  :  โรงพยาบาลศรีสงคราม","244","0","0.00","247","201","81.38"
"11111  :  โรงพยาบาลนาหว้า","187","0","0.00","187","0","0.00"
"11112  :  โรงพยาบาลโพนสวรรค์","116","0","0.00","117","2","1.71"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","16","15","93.75","17","0","0.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","36","0","0.00","59","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","600","0","0.00","764","306","40.05"
"11113  :  โรงพยาบาลนิคมคำสร้อย","95","0","0.00","101","18","17.82"
"11114  :  โรงพยาบาลดอนตาล","128","1","0.78","126","85","67.46"
"11115  :  โรงพยาบาลดงหลวง","111","0","0.00","115","0","0.00"
"11116  :  โรงพยาบาลคำชะอี","199","2","1.01","199","1","0.50"
"11117  :  โรงพยาบาลหว้านใหญ่","46","0","0.00","24","18","75.00"
