"โรงพยาบาล","รวมทุกกลุ่มเป้าหมาย","บุคลากรทางการแพทย์และสาธารณสุข","ประชาชนกลุ่มเสี่ยง","กลุ่มอื่นๆ"
"หญิงตั้งครรภ์อายุครรภ์4 เดือนขึ้นไป","เด็ก 6 เดือนถึง 2 ปี","ผู้ป่วยโรคเรื้อรัง","ผู้สูงอายุ 65 ปีขึ้นไป","ผู้พิการทางสมอง","ผู้ป่วยโรคอ้วน"
"รวมผู้ป่วยเรื้อรังทั้งหมด","ปอดอุดกั้นเรื้อรัง","หอบหืด","หัวใจ","หลอดเลือดสมอง","ไตวาย","ผู้ป่วยมะเร็งทีได้รับเคมีบำบัด","เบาหวาน","ธาลัสซีเมีย","ภูมิคุ้มกันบกพร่อง(รวมผู้ติดเชื้อ HIVที่มีอาการ)"
"ในช่วง","ก่อนช่วง","หลัง","ในช่วง","ก่อนช่วง","หลัง","ในช่วง","ก่อนช่วง","หลัง","ในช่วง","ก่อนช่วง","หลัง","ในช่วง","ก่อนช่วง","หลัง","ในช่วง","ก่อนช่วง","หลัง","ในช่วง","ก่อนช่วง","หลัง","ในช่วง","ก่อนช่วง","หลัง","ในช่วง","ก่อนช่วง","หลัง","ในช่วง","ก่อนช่วง","หลัง","ในช่วง","ก่อนช่วง","หลัง","ในช่วง","ก่อนช่วง","หลัง","ในช่วง","ก่อนช่วง","หลัง","ในช่วง","ก่อนช่วง","หลัง","ในช่วง","ก่อนช่วง","หลัง","ในช่วง","ก่อนช่วง","หลัง","ในช่วง","ก่อนช่วง","หลัง","ในช่วง","ก่อนช่วง","หลัง"
"10796  :  โรงพยาบาลลำสนธิ","628","0","73","51","0","5","15","0","0","18","0","1","273","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","196","0","1","0","0","0","0","0","0","72","0","63"
"10797  :  โรงพยาบาลหนองม่วง","519","0","174","0","0","9","0","0","1","0","0","0","264","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","178","0","25","0","0","0","1","0","0","76","0","104"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","4,862","0","618","111","0","11","2","0","1","0","0","0","1,073","0","37","29","0","1","123","0","1","186","0","2","72","0","2","22","0","2","24","0","2","822","0","13","10","0","0","14","0","8","2,228","0","6","6","0","1","17","0","7","1,425","0","555"
"10693  :  โรงพยาบาลอินทร์บุรี","4,171","0","127","121","0","0","1","0","0","4","0","0","1,149","0","63","40","0","1","132","0","1","98","0","5","50","0","4","34","0","10","42","0","1","827","0","53","9","0","0","95","0","0","1,469","0","41","8","0","0","25","0","1","1,394","0","22"
"10798  :  โรงพยาบาลบางระจัน","260","0","23","57","0","1","0","0","0","0","0","0","112","0","1","3","0","0","14","0","0","14","0","0","5","0","0","4","0","0","2","0","1","90","0","1","0","0","0","0","0","0","82","0","6","0","0","0","0","0","1","9","0","14"
"10799  :  โรงพยาบาลค่ายบางระจัน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10800  :  โรงพยาบาลพรหมบุรี","228","0","3","5","0","0","2","0","0","0","0","0","118","0","0","1","0","0","2","0","0","13","0","0","3","0","0","7","0","0","1","0","0","117","0","0","0","0","0","0","0","0","82","0","0","0","0","0","1","0","0","20","0","3"
"10801  :  โรงพยาบาลท่าช้าง","731","0","192","36","0","0","0","0","0","0","0","0","231","0","0","4","0","0","28","0","0","20","0","0","9","0","0","6","0","0","5","0","0","199","0","0","1","0","0","6","0","0","305","0","0","1","0","0","4","0","0","154","0","192"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10802  :  โรงพยาบาลมโนรมย์","452","0","11","28","0","1","1","0","0","0","0","0","157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","138","0","6","0","0","0","3","0","0","124","0","4"
"10803  :  โรงพยาบาลวัดสิงห์","642","0","0","35","0","0","3","0","0","6","0","0","199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","146","0","0","0","0","0","2","0","0","248","0","0"
"10804  :  โรงพยาบาลสรรพยา","248","0","205","0","0","6","0","0","1","0","0","0","72","0","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52","0","25","0","0","0","0","0","1","100","0","91"
"10805  :  โรงพยาบาลสรรคบุรี","499","0","0","19","0","0","12","0","0","2","0","0","152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","113","0","0","0","0","0","1","0","0","162","0","0"
"10806  :  โรงพยาบาลหันคา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27974  :  โรงพยาบาลหนองมะโมง","81","0","16","0","0","9","2","0","0","8","0","0","54","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","4","0","5"
"27975  :  โรงพยาบาลเนินขาม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10661  :  โรงพยาบาลสระบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10695  :  โรงพยาบาลพระพุทธบาท","3,649","0","211","8","0","0","8","0","1","15","0","0","1,183","0","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","972","0","23","1","0","0","1","0","0","1,391","0","125"
"10807  :  โรงพยาบาลแก่งคอย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10808  :  โรงพยาบาลหนองแค","465","0","0","59","0","0","4","0","0","0","0","0","73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","0","0","0","0","0","1","0","0","288","0","0"
"10809  :  โรงพยาบาลวิหารแดง","464","0","495","1","0","0","0","0","0","0","0","0","373","0","350","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","0","53","0","0","0","1","0","5","52","0","87"
"10810  :  โรงพยาบาลหนองแซง","112","0","64","0","0","0","1","0","0","0","0","0","61","0","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","12","0","0","0","0","0","0","21","0","11"
"10811  :  โรงพยาบาลบ้านหมอ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10812  :  โรงพยาบาลดอนพุด","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10813  :  โรงพยาบาลหนองโดน","303","0","283","0","0","6","0","0","1","0","0","0","227","0","173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39","0","25","0","0","0","2","0","1","30","0","74"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","337","0","0","19","0","0","4","0","0","4","0","0","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","0","0","0","0","0","1","0","0","154","0","0"
"10815  :  โรงพยาบาลมวกเหล็ก","543","0","86","2","0","0","5","0","1","0","0","0","257","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","0","4","0","0","0","3","0","1","174","0","63"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10662  :  โรงพยาบาลชลบุรี","2,390","0","813","610","0","162","31","0","12","3","0","0","758","0","270","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","175","0","134","0","0","0","6","0","4","751","0","181"
"10817  :  โรงพยาบาลบ้านบึง","5,001","0","0","341","0","0","16","0","0","12","0","0","2,236","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,377","0","0","0","0","0","7","0","0","986","0","0"
"10818  :  โรงพยาบาลหนองใหญ่","754","0","14","66","0","0","5","0","0","1","0","0","247","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","162","0","0","0","0","0","2","0","1","230","0","0"
"10819  :  โรงพยาบาลบางละมุง","5,748","0","3","6","0","0","70","0","0","77","0","3","2,741","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","114","0","0","0","0","0","49","0","0","2,580","0","0"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","1,295","0","0","98","0","0","49","0","0","0","0","0","559","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","0","0","0","0","0","1","0","0","239","0","0"
"10821  :  โรงพยาบาลพานทอง","2,233","0","752","132","0","45","22","0","3","1","0","0","1,041","0","205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","489","0","284","0","0","0","2","0","2","516","0","210"
"10822  :  โรงพยาบาลพนัสนิคม","1,058","0","16","141","0","0","11","0","0","1","0","0","368","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","4","0","0","0","1","0","0","320","0","4"
"10823  :  โรงพยาบาลแหลมฉบัง","1,961","0","330","55","0","206","62","0","10","0","0","0","747","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","181","0","7","0","0","0","52","0","0","700","0","86"
"10824  :  โรงพยาบาลเกาะสีชัง","237","0","9","37","0","0","1","0","0","0","0","0","145","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","2","0","0","0","1","0","0","28","0","4"
"10825  :  โรงพยาบาลสัตหีบกม10","1,411","0","498","119","0","0","23","0","32","1","0","1","886","0","310","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","203","0","58","0","0","0","18","0","5","139","0","82"
"10826  :  โรงพยาบาลบ่อทอง","467","0","0","83","0","0","2","0","0","0","0","0","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59","0","0","0","0","0","0","0","0","262","0","0"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","137","0","6","0","0","0","0","0","0","0","0","0","54","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","1","0","0","0","0","0","0","51","0","4"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","259","0","23","2","0","0","0","0","0","13","0","14","134","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63","0","0","0","0","0","4","0","0","40","0","8"
"28005  :  โรงพยาบาลเมืองพัทยา","1,061","0","442","7","0","4","127","0","4","251","0","136","143","0","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63","0","8","0","0","1","2","0","0","461","0","250"
"28006  :  โรงพยาบาลเกาะจันทร์","775","0","1","48","0","0","56","0","0","12","0","1","180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","0","0","0","388","0","0"
"10663  :  โรงพยาบาลระยอง","2,155","0","487","71","0","5","18","0","2","3","0","3","883","0","232","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","357","0","75","0","0","0","12","0","2","747","0","129"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","1,679","0","1","34","0","0","34","0","0","15","0","0","892","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","136","0","0","0","0","0","1","0","0","463","0","1"
"10828  :  โรงพยาบาลบ้านฉาง","1,132","0","459","30","0","22","142","0","42","1","0","2","619","0","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","138","0","86","0","0","0","1","0","0","192","0","162"
"10829  :  โรงพยาบาลแกลง","574","0","0","156","0","0","4","0","0","0","0","0","230","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","0","0","0","0","0","1","0","0","143","0","0"
"10830  :  โรงพยาบาลวังจันทร์","568","0","15","99","0","2","5","0","0","0","0","0","261","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","119","0","2","0","0","0","0","0","0","71","0","11"
"10831  :  โรงพยาบาลบ้านค่าย","190","0","182","11","0","43","3","0","0","0","0","0","132","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","16","0","0","0","1","0","0","23","0","67"
"10832  :  โรงพยาบาลปลวกแดง","587","0","111","58","0","8","3","0","0","0","0","0","385","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","14","0","0","0","1","0","0","115","0","72"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","361","0","27","0","0","0","28","0","0","0","0","0","239","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52","0","2","0","0","0","1","0","0","18","0","4"
"23962  :  โรงพยาบาลนิคมพัฒนา","265","0","0","0","0","0","0","0","0","0","0","0","115","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","0","0","0","57","0","0"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10834  :  โรงพยาบาลขลุง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10835  :  โรงพยาบาลท่าใหม่","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"10836  :  โรงพยาบาลเขาสุกิม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10837  :  โรงพยาบาลสองพี่น้อง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","1,451","0","0","15","0","0","19","0","0","19","0","0","514","0","0","43","0","0","87","0","0","14","0","0","20","0","0","5","0","0","6","0","0","399","0","0","2","0","0","27","0","0","593","0","0","2","0","0","4","0","0","285","0","0"
"10839  :  โรงพยาบาลมะขาม","237","0","39","35","0","6","0","0","0","0","0","0","71","0","2","4","0","0","7","0","0","1","0","0","0","0","0","0","0","0","1","0","0","21","0","1","0","0","0","40","0","1","49","0","4","1","0","0","3","0","1","78","0","26"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10841  :  โรงพยาบาลสอยดาว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10842  :  โรงพยาบาลแก่งหางแมว","163","0","0","6","0","0","0","0","0","0","0","0","49","0","0","8","0","0","15","0","0","1","0","0","1","0","0","0","0","0","0","0","0","29","0","0","0","0","0","1","0","0","30","0","0","1","0","0","0","0","0","77","0","0"
"10843  :  โรงพยาบาลนายายอาม","259","0","6","5","0","0","0","0","0","0","0","0","112","0","0","1","0","0","5","0","0","3","0","0","3","0","0","4","0","0","3","0","0","100","0","0","0","0","0","6","0","0","81","0","0","0","0","0","2","0","0","59","0","6"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","1,064","0","0","0","0","0","20","0","0","2","0","0","373","0","0","24","0","0","52","0","0","11","0","0","27","0","0","3","0","0","12","0","0","204","0","0","3","0","0","84","0","0","576","0","0","4","0","0","6","0","0","83","0","0"
"10696  :  โรงพยาบาลตราด","2,496","0","228","38","0","4","3","0","0","8","0","0","491","0","11","17","0","0","39","0","0","26","0","1","25","0","0","11","0","0","28","0","2","317","0","5","9","0","1","86","0","0","1,213","0","2","11","0","0","19","0","2","713","0","209"
"10845  :  โรงพยาบาลคลองใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10846  :  โรงพยาบาลเขาสมิง","32","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0"
"10847  :  โรงพยาบาลบ่อไร่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10848  :  โรงพยาบาลแหลมงอบ","1,111","0","0","29","0","0","5","0","0","12","0","0","309","0","0","10","0","0","36","0","0","21","0","0","16","0","0","6","0","0","3","0","0","230","0","0","3","0","0","28","0","0","619","0","0","3","0","0","3","0","0","131","0","0"
"10849  :  โรงพยาบาลเกาะกูด","234","0","0","13","0","0","2","0","0","0","0","0","55","0","0","4","0","0","2","0","0","5","0","0","4","0","0","0","0","0","7","0","0","40","0","0","0","0","0","2","0","0","80","0","0","0","0","0","3","0","0","81","0","0"
"13816  :  โรงพยาบาลเกาะช้าง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10697  :  โรงพยาบาลพุทธโสธร","905","0","0","568","0","0","4","0","0","1","0","0","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61","0","0","0","0","0","0","0","0","202","0","0"
"10833  :  โรงพยาบาลท่าตะเกียบ","115","0","0","0","0","0","0","0","0","0","0","0","82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","0","0","0","0","7","0","0"
"10850  :  โรงพยาบาลบางคล้า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"10852  :  โรงพยาบาลบางปะกง","13","0","2","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0"
"10853  :  โรงพยาบาลบ้านโพธิ์","7","0","621","0","0","22","0","0","6","0","0","0","6","0","228","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","0","0","0","0","0","1","1","0","282"
"10854  :  โรงพยาบาลพนมสารคาม","5,398","0","225","258","0","2","34","0","1","7","0","0","2,820","0","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,058","0","11","0","0","0","6","0","0","844","0","172"
"10855  :  โรงพยาบาลสนามชัยเขต","1,196","0","113","11","0","4","3","0","0","0","0","0","788","0","68","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","0","21","0","0","0","9","0","0","153","0","11"
"10856  :  โรงพยาบาลแปลงยาว","2,460","0","3","14","0","0","2","0","0","1","0","0","1,139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","700","0","1","0","0","0","0","0","0","518","0","2"
"13747  :  โรงพยาบาลราชสาส์น","587","0","33","24","0","0","2","0","0","1","0","0","179","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","280","0","0","0","0","0","0","0","0","99","0","3"
"31327  :  โรงพยาบาลคลองเขื่อน","599","0","89","16","0","0","2","0","0","2","0","2","224","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","241","0","37","0","0","0","0","0","0","114","0","19"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","467","0","4","6","0","0","0","0","0","1","0","2","250","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","162","0","0","0","0","0","0","0","0","45","0","1"
"10857  :  โรงพยาบาลกบินทร์บุรี","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10858  :  โรงพยาบาลนาดี","281","0","0","0","0","0","1","0","0","0","0","0","98","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","0","0","0","0","0","1","0","0","101","0","0"
"10859  :  โรงพยาบาลบ้านสร้าง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10860  :  โรงพยาบาลประจันตคาม","175","0","1","0","0","0","2","0","0","0","0","0","146","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","13","0","1"
"10861  :  โรงพยาบาลศรีมหาโพธิ","168","0","0","2","0","0","0","0","0","0","0","0","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55","0","0","0","0","0","0","0","0","43","0","0"
"10862  :  โรงพยาบาลศรีมโหสถ","801","0","113","42","0","5","1","0","0","1","0","0","489","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","173","0","57","0","0","0","20","0","1","64","0","19"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","1,017","0","237","12","0","1","2","0","0","0","0","0","342","0","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","133","0","36","0","0","0","14","0","5","509","0","132"
