"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ","หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ","หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ","หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ","หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","275","17","6.18","65","3","4.62","83","0","0.00","63","5","7.94","64","9","14.06"
"10818  :  โรงพยาบาลหนองใหญ่","32","2","6.25","10","0","0.00","8","0","0.00","11","2","18.18","3","0","0.00"
"10819  :  โรงพยาบาลบางละมุง","33","8","24.24","15","7","46.67","6","1","16.67","7","0","0.00","5","0","0.00"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","12","3","25.00","2","0","0.00","6","0","0.00","2","1","50.00","2","2","100.00"
"10821  :  โรงพยาบาลพานทอง","108","14","12.96","27","1","3.70","26","2","7.69","29","7","24.14","26","4","15.38"
"10822  :  โรงพยาบาลพนัสนิคม","31","4","12.90","10","0","0.00","10","1","10.00","4","1","25.00","7","2","28.57"
"10823  :  โรงพยาบาลแหลมฉบัง","345","55","15.94","123","23","18.70","86","3","3.49","60","10","16.67","76","19","25.00"
"10824  :  โรงพยาบาลเกาะสีชัง","21","8","38.10","6","2","33.33","4","1","25.00","7","4","57.14","4","1","25.00"
"10825  :  โรงพยาบาลสัตหีบกม10","114","35","30.70","38","10","26.32","20","0","0.00","27","11","40.74","29","14","48.28"
"10826  :  โรงพยาบาลบ่อทอง","30","3","10.00","8","3","37.50","7","0","0.00","5","0","0.00","10","0","0.00"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","16","4","25.00","6","0","0.00","4","0","0.00","3","2","66.67","3","2","66.67"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","293","18","6.14","97","3","3.09","80","4","5.00","60","5","8.33","56","6","10.71"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","30","5","16.67","6","1","16.67","4","0","0.00","9","2","22.22","11","2","18.18"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","135","2","1.48","87","0","0.00","39","1","2.56","7","0","0.00","2","1","50.00"
"10828  :  โรงพยาบาลบ้านฉาง","69","16","23.19","20","11","55.00","18","0","0.00","21","0","0.00","10","5","50.00"
"10829  :  โรงพยาบาลแกลง","18","0","0.00","4","0","0.00","6","0","0.00","3","0","0.00","5","0","0.00"
"10830  :  โรงพยาบาลวังจันทร์","18","2","11.11","5","2","40.00","6","0","0.00","5","0","0.00","2","0","0.00"
"10831  :  โรงพยาบาลบ้านค่าย","30","4","13.33","9","0","0.00","4","0","0.00","4","0","0.00","13","4","30.77"
"10832  :  โรงพยาบาลปลวกแดง","190","2","1.05","47","1","2.13","40","0","0.00","45","1","2.22","58","0","0.00"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","8","5","62.50","3","3","100.00","1","1","100.00","3","0","0.00","1","1","100.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","16","1","6.25","4","1","25.00","6","0","0.00","3","0","0.00","3","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","20","0","0.00","2","0","0.00","4","0","0.00","7","0","0.00","7","0","0.00"
"10837  :  โรงพยาบาลสองพี่น้อง","43","4","9.30","12","0","0.00","11","1","9.09","6","0","0.00","14","3","21.43"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","84","13","15.48","28","6","21.43","21","0","0.00","16","0","0.00","19","7","36.84"
"10839  :  โรงพยาบาลมะขาม","11","0","0.00","5","0","0.00","4","0","0.00","2","0","0.00","0","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","34","4","11.76","9","0","0.00","15","0","0.00","4","0","0.00","6","4","66.67"
"10843  :  โรงพยาบาลนายายอาม","25","8","32.00","10","4","40.00","4","1","25.00","6","0","0.00","5","3","60.00"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","23","5","21.74","8","2","25.00","7","2","28.57","3","0","0.00","5","1","20.00"
"10696  :  โรงพยาบาลตราด","22","2","9.09","6","0","0.00","6","0","0.00","7","0","0.00","3","2","66.67"
"10845  :  โรงพยาบาลคลองใหญ่","75","9","12.00","17","0","0.00","20","0","0.00","22","2","9.09","16","7","43.75"
"10846  :  โรงพยาบาลเขาสมิง","57","8","14.04","17","3","17.65","13","0","0.00","12","0","0.00","15","5","33.33"
"10847  :  โรงพยาบาลบ่อไร่","37","4","10.81","13","0","0.00","6","0","0.00","8","0","0.00","10","4","40.00"
"10848  :  โรงพยาบาลแหลมงอบ","35","6","17.14","8","0","0.00","8","1","12.50","2","0","0.00","17","5","29.41"
"10849  :  โรงพยาบาลเกาะกูด","17","1","5.88","6","0","0.00","3","0","0.00","4","0","0.00","4","1","25.00"
"13816  :  โรงพยาบาลเกาะช้าง","8","1","12.50","3","0","0.00","0","0","0.00","2","0","0.00","3","1","33.33"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","24","5","20.83","7","0","0.00","5","0","0.00","7","0","0.00","5","5","100.00"
"10850  :  โรงพยาบาลบางคล้า","46","3","6.52","12","0","0.00","11","1","9.09","7","0","0.00","16","2","12.50"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","12","8","66.67","4","4","100.00","2","1","50.00","2","1","50.00","4","2","50.00"
"10854  :  โรงพยาบาลพนมสารคาม","44","14","31.82","9","4","44.44","16","3","18.75","7","3","42.86","12","4","33.33"
"10855  :  โรงพยาบาลสนามชัยเขต","44","6","13.64","12","1","8.33","11","0","0.00","8","0","0.00","13","5","38.46"
"10856  :  โรงพยาบาลแปลงยาว","70","6","8.57","21","0","0.00","15","0","0.00","20","2","10.00","14","4","28.57"
"13747  :  โรงพยาบาลราชสาส์น","45","7","15.56","14","1","7.14","7","0","0.00","10","1","10.00","14","5","35.71"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","9","1","11.11","5","0","0.00","2","0","0.00","1","0","0.00","1","1","100.00"
"10858  :  โรงพยาบาลนาดี","22","1","4.55","8","0","0.00","8","0","0.00","5","0","0.00","1","1","100.00"
"10859  :  โรงพยาบาลบ้านสร้าง","12","0","0.00","8","0","0.00","2","0","0.00","1","0","0.00","1","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","24","2","8.33","10","0","0.00","8","0","0.00","2","0","0.00","4","2","50.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","51","3","5.88","10","0","0.00","13","0","0.00","13","0","0.00","15","3","20.00"
"10862  :  โรงพยาบาลศรีมโหสถ","49","2","4.08","14","0","0.00","14","0","0.00","7","0","0.00","14","2","14.29"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","10","0","0.00","4","0","0.00","2","0","0.00","2","0","0.00","2","0","0.00"
"10698  :  โรงพยาบาลนครนายก","61","2","3.28","17","1","5.88","13","0","0.00","23","1","4.35","8","0","0.00"
"10863  :  โรงพยาบาลปากพลี","6","1","16.67","5","1","20.00","0","0","0.00","1","0","0.00","0","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","18","0","0.00","6","0","0.00","8","0","0.00","4","0","0.00","0","0","0.00"
"10865  :  โรงพยาบาลองครักษ์","5","1","20.00","2","0","0.00","0","0","0.00","3","1","33.33","0","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","50","14","28.00","12","4","33.33","12","1","8.33","15","2","13.33","11","7","63.64"
"10867  :  โรงพยาบาลตาพระยา","18","0","0.00","6","0","0.00","4","0","0.00","4","0","0.00","4","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","54","21","38.89","24","5","20.83","12","6","50.00","10","5","50.00","8","5","62.50"
"10869  :  โรงพยาบาลวัฒนานคร","77","14","18.18","16","1","6.25","21","2","9.52","18","3","16.67","22","8","36.36"
"10870  :  โรงพยาบาลอรัญประเทศ","29","0","0.00","9","0","0.00","7","0","0.00","9","0","0.00","4","0","0.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","19","7","36.84","5","1","20.00","3","2","66.67","6","2","33.33","5","2","40.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","43","10","23.26","14","6","42.86","14","0","0.00","9","0","0.00","6","4","66.67"
"10872  :  โรงพยาบาลเสิงสาง","28","12","42.86","7","5","71.43","5","1","20.00","9","1","11.11","7","5","71.43"
"10873  :  โรงพยาบาลคง","20","1","5.00","8","0","0.00","5","0","0.00","3","0","0.00","4","1","25.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","9","1","11.11","6","1","16.67","2","0","0.00","0","0","0.00","1","0","0.00"
"10875  :  โรงพยาบาลจักราช","40","3","7.50","17","0","0.00","8","0","0.00","7","1","14.29","8","2","25.00"
"10876  :  โรงพยาบาลโชคชัย","63","10","15.87","15","6","40.00","10","0","0.00","19","0","0.00","19","4","21.05"
"10877  :  โรงพยาบาลด่านขุนทด","28","1","3.57","16","1","6.25","6","0","0.00","5","0","0.00","1","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","38","11","28.95","19","7","36.84","3","0","0.00","11","0","0.00","5","4","80.00"
"10879  :  โรงพยาบาลโนนสูง","33","2","6.06","8","0","0.00","10","0","0.00","7","0","0.00","8","2","25.00"
"10880  :  โรงพยาบาลขามสะแกแสง","25","1","4.00","7","1","14.29","3","0","0.00","12","0","0.00","3","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","25","0","0.00","5","0","0.00","11","0","0.00","4","0","0.00","5","0","0.00"
"10882  :  โรงพยาบาลประทาย","29","0","0.00","11","0","0.00","3","0","0.00","11","0","0.00","4","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","38","0","0.00","12","0","0.00","13","0","0.00","7","0","0.00","6","0","0.00"
"10884  :  โรงพยาบาลพิมาย","35","10","28.57","9","2","22.22","7","0","0.00","11","2","18.18","8","6","75.00"
"10885  :  โรงพยาบาลห้วยแถลง","39","0","0.00","9","0","0.00","7","0","0.00","14","0","0.00","9","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","67","3","4.48","23","2","8.70","16","0","0.00","8","0","0.00","20","1","5.00"
"10887  :  โรงพยาบาลสูงเนิน","81","5","6.17","24","1","4.17","29","0","0.00","21","1","4.76","7","3","42.86"
"10888  :  โรงพยาบาลขามทะเลสอ","26","0","0.00","7","0","0.00","6","0","0.00","2","0","0.00","11","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","49","1","2.04","25","1","4.00","9","0","0.00","5","0","0.00","10","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","14","0","0.00","3","0","0.00","5","0","0.00","3","0","0.00","3","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","23","1","4.35","7","1","14.29","2","0","0.00","7","0","0.00","7","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","28","2","7.14","2","0","0.00","6","0","0.00","8","0","0.00","12","2","16.67"
"10893  :  โรงพยาบาลโนนแดง","19","4","21.05","10","1","10.00","4","0","0.00","1","0","0.00","4","3","75.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","4","1","25.00","3","1","33.33","0","0","0.00","0","0","0.00","1","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","5","0","0.00","2","0","0.00","0","0","0.00","2","0","0.00","1","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","13","0","0.00","6","0","0.00","5","0","0.00","2","0","0.00","0","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","22","1","4.55","8","0","0.00","2","0","0.00","6","0","0.00","6","1","16.67"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","35","2","5.71","11","2","18.18","8","0","0.00","8","0","0.00","8","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","1","1","100.00","1","1","100.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","22","0","0.00","1","0","0.00","10","0","0.00","8","0","0.00","3","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","35","2","5.71","5","0","0.00","7","0","0.00","9","0","0.00","14","2","14.29"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","8","1","12.50","4","0","0.00","3","1","33.33","1","0","0.00","0","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","13","0","0.00","2","0","0.00","4","0","0.00","5","0","0.00","2","0","0.00"
"27840  :  โรงพยาบาลสีดา","4","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","2","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","17","4","23.53","4","2","50.00","6","1","16.67","5","1","20.00","2","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","54","3","5.56","17","1","5.88","12","0","0.00","15","0","0.00","10","2","20.00"
"10896  :  โรงพยาบาลกระสัง","53","1","1.89","20","0","0.00","11","0","0.00","14","0","0.00","8","1","12.50"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","33","8","24.24","10","3","30.00","6","0","0.00","7","0","0.00","10","5","50.00"
"10899  :  โรงพยาบาลละหานทราย","34","0","0.00","12","0","0.00","5","0","0.00","12","0","0.00","5","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","41","0","0.00","8","0","0.00","9","0","0.00","19","0","0.00","5","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","54","18","33.33","24","11","45.83","16","5","31.25","5","0","0.00","9","2","22.22"
"10902  :  โรงพยาบาลพุทไธสง","16","0","0.00","8","0","0.00","4","0","0.00","3","0","0.00","1","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","67","8","11.94","18","0","0.00","12","0","0.00","15","0","0.00","22","8","36.36"
"10906  :  โรงพยาบาลปะคำ","12","0","0.00","11","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","13","0","0.00","7","0","0.00","2","0","0.00","3","0","0.00","1","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","7","0","0.00","4","0","0.00","1","0","0.00","1","0","0.00","1","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","25","4","16.00","8","2","25.00","5","1","20.00","9","0","0.00","3","1","33.33"
"10910  :  โรงพยาบาลห้วยราช","18","0","0.00","3","0","0.00","5","0","0.00","7","0","0.00","3","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","30","3","10.00","9","1","11.11","8","0","0.00","9","1","11.11","4","1","25.00"
"10912  :  โรงพยาบาลชำนิ","7","2","28.57","1","1","100.00","0","0","0.00","4","0","0.00","2","1","50.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","9","2","22.22","4","1","25.00","4","0","0.00","0","0","0.00","1","1","100.00"
"10914  :  โรงพยาบาลโนนดินแดง","15","0","0.00","7","0","0.00","4","0","0.00","3","0","0.00","1","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","17","1","5.88","5","1","20.00","1","0","0.00","6","0","0.00","5","0","0.00"
"23578  :  โรงพยาบาลแคนดง","26","4","15.38","6","0","0.00","5","0","0.00","8","0","0.00","7","4","57.14"
"28020  :  โรงพยาบาลบ้านด่าน","32","7","21.88","14","4","28.57","4","0","0.00","7","0","0.00","7","3","42.86"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","27","2","7.41","3","0","0.00","7","2","28.57","9","0","0.00","8","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","89","13","14.61","26","0","0.00","22","2","9.09","17","0","0.00","24","11","45.83"
"10917  :  โรงพยาบาลจอมพระ","44","10","22.73","9","1","11.11","10","0","0.00","14","2","14.29","11","7","63.64"
"10918  :  โรงพยาบาลปราสาท","77","16","20.78","21","4","19.05","19","0","0.00","20","2","10.00","17","10","58.82"
"10919  :  โรงพยาบาลกาบเชิง","36","4","11.11","11","1","9.09","10","0","0.00","7","0","0.00","8","3","37.50"
"10920  :  โรงพยาบาลรัตนบุรี","40","7","17.50","11","2","18.18","9","1","11.11","11","0","0.00","9","4","44.44"
"10921  :  โรงพยาบาลสนม","11","7","63.64","6","5","83.33","0","0","0.00","0","0","0.00","5","2","40.00"
"10922  :  โรงพยาบาลศีขรภูมิ","38","3","7.89","16","0","0.00","4","0","0.00","10","0","0.00","8","3","37.50"
"10923  :  โรงพยาบาลสังขะ","53","3","5.66","17","2","11.76","11","0","0.00","13","1","7.69","12","0","0.00"
"10924  :  โรงพยาบาลลำดวน","25","5","20.00","7","2","28.57","8","1","12.50","3","0","0.00","7","2","28.57"
"10925  :  โรงพยาบาลสำโรงทาบ","16","1","6.25","7","1","14.29","6","0","0.00","2","0","0.00","1","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","35","2","5.71","17","0","0.00","5","0","0.00","5","1","20.00","8","1","12.50"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","14","4","28.57","5","2","40.00","1","0","0.00","4","0","0.00","4","2","50.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","9","0","0.00","2","0","0.00","3","0","0.00","1","0","0.00","3","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","13","0","0.00","5","0","0.00","2","0","0.00","1","0","0.00","5","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","32","12","37.50","5","2","40.00","3","2","66.67","7","2","28.57","17","6","35.29"
"10927  :  โรงพยาบาลยางชุมน้อย","23","4","17.39","7","1","14.29","6","0","0.00","4","1","25.00","6","2","33.33"
"10928  :  โรงพยาบาลกันทรารมย์","49","15","30.61","10","2","20.00","10","2","20.00","9","4","44.44","20","7","35.00"
"10929  :  โรงพยาบาลกันทรลักษ์","83","40","48.19","26","12","46.15","18","7","38.89","19","9","47.37","20","12","60.00"
"10930  :  โรงพยาบาลขุขันธ์","43","8","18.60","16","2","12.50","10","2","20.00","7","1","14.29","10","3","30.00"
"10931  :  โรงพยาบาลไพรบึง","46","30","65.22","8","5","62.50","9","8","88.89","14","6","42.86","15","11","73.33"
"10932  :  โรงพยาบาลปรางค์กู่","27","21","77.78","11","10","90.91","5","2","40.00","7","6","85.71","4","3","75.00"
"10933  :  โรงพยาบาลขุนหาญ","47","26","55.32","12","7","58.33","8","3","37.50","13","4","30.77","14","12","85.71"
"10934  :  โรงพยาบาลราษีไศล","43","4","9.30","12","0","0.00","6","1","16.67","15","1","6.67","10","2","20.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","36","20","55.56","9","4","44.44","10","7","70.00","12","7","58.33","5","2","40.00"
"10936  :  โรงพยาบาลบึงบูรพ์","13","10","76.92","3","3","100.00","5","2","40.00","4","4","100.00","1","1","100.00"
"10937  :  โรงพยาบาลห้วยทับทัน","31","14","45.16","8","4","50.00","5","4","80.00","6","1","16.67","12","5","41.67"
"10938  :  โรงพยาบาลโนนคูณ","13","10","76.92","3","2","66.67","5","4","80.00","4","3","75.00","1","1","100.00"
"10939  :  โรงพยาบาลศรีรัตนะ","31","27","87.10","10","10","100.00","7","6","85.71","7","5","71.43","7","6","85.71"
"10940  :  โรงพยาบาลวังหิน","21","15","71.43","8","5","62.50","4","4","100.00","4","3","75.00","5","3","60.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","25","15","60.00","7","4","57.14","5","4","80.00","5","1","20.00","8","6","75.00"
"10942  :  โรงพยาบาลภูสิงห์","43","30","69.77","16","14","87.50","6","4","66.67","11","6","54.55","10","6","60.00"
"10943  :  โรงพยาบาลเมืองจันทร์","10","3","30.00","1","0","0.00","3","0","0.00","5","3","60.00","1","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","7","1","14.29","2","1","50.00","3","0","0.00","2","0","0.00","0","0","0.00"
"28014  :  โรงพยาบาลพยุห์","5","2","40.00","0","0","0.00","1","0","0.00","2","2","100.00","2","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","9","3","33.33","2","1","50.00","1","0","0.00","3","0","0.00","3","2","66.67"
"28016  :  โรงพยาบาลศิลาลาด","11","8","72.73","5","4","80.00","1","1","100.00","2","1","50.00","3","2","66.67"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","17","3","17.65","4","0","0.00","7","1","14.29","2","0","0.00","4","2","50.00"
"10945  :  โรงพยาบาลโขงเจียม","46","7","15.22","16","0","0.00","8","1","12.50","18","2","11.11","4","4","100.00"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","31","6","19.35","4","0","0.00","6","0","0.00","7","0","0.00","14","6","42.86"
"10948  :  โรงพยาบาลนาจะหลวย","32","0","0.00","17","0","0.00","4","0","0.00","6","0","0.00","5","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","52","5","9.62","17","4","23.53","12","1","8.33","14","0","0.00","9","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","16","0","0.00","4","0","0.00","6","0","0.00","4","0","0.00","2","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","41","2","4.88","11","0","0.00","4","0","0.00","15","1","6.67","11","1","9.09"
"10953  :  โรงพยาบาลม่วงสามสิบ","27","1","3.70","4","1","25.00","14","0","0.00","3","0","0.00","6","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","10","2","20.00","4","1","25.00","2","0","0.00","1","0","0.00","3","1","33.33"
"10957  :  โรงพยาบาลตาลสุม","17","6","35.29","0","0","0.00","5","0","0.00","4","1","25.00","8","5","62.50"
"10958  :  โรงพยาบาลโพธิ์ไทร","34","9","26.47","9","3","33.33","9","0","0.00","9","0","0.00","7","6","85.71"
"10959  :  โรงพยาบาลสำโรง","43","2","4.65","22","2","9.09","2","0","0.00","11","0","0.00","8","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","18","3","16.67","3","2","66.67","3","0","0.00","9","0","0.00","3","1","33.33"
"10961  :  โรงพยาบาลสิรินธร","39","6","15.38","10","1","10.00","16","1","6.25","5","1","20.00","8","3","37.50"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","18","6","33.33","6","3","50.00","5","1","20.00","5","1","20.00","2","1","50.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
