"โรงพยาบาล","2563","2564"
"ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์","ทั้งหมด","อายุลงท้ายด้วยศูนย์"
"10868  :  โรงพยาบาลวังน้ำเย็น","78","40","48","8","45","7","36","1","29","1","55","4","50","4","38","3","52","5","30","3","35","2","45","6"
"10869  :  โรงพยาบาลวัฒนานคร","17","3","23","6","31","17","24","6","43","15","60","22","15","1","12","0","11","0","22","2","23","2","20","3"
"10870  :  โรงพยาบาลอรัญประเทศ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13817  :  โรงพยาบาลเขาฉกรรจ์","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","6","0","1","0","0","0","0","0"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","201","23","199","23","192","21","0","0","175","21","192","25","2","0","167","9","177","25","150","19","0","0","132","11"
"10871  :  โรงพยาบาลครบุรี","21","0","13","1","29","3","22","0","20","1","22","4","22","0","20","1","24","6","18","1","7","0","17","0"
"10872  :  โรงพยาบาลเสิงสาง","92","51","38","15","34","5","50","18","20","5","43","16","57","17","37","6","30","1","29","5","37","10","22","0"
"10873  :  โรงพยาบาลคง","49","36","18","8","33","18","34","19","12","6","38","15","61","44","14","4","22","10","15","6","7","1","3","1"
"10874  :  โรงพยาบาลบ้านเหลื่อม","120","46","125","31","106","28","124","28","118","30","123","30","124","20","104","24","96","21","63","8","72","8","64","2"
"10875  :  โรงพยาบาลจักราช","15","1","16","0","18","2","14","0","20","1","26","1","16","0","18","0","32","1","24","2","13","1","10","1"
"10876  :  โรงพยาบาลโชคชัย","37","2","53","14","47","9","44","24","61","29","85","31","77","30","34","7","37","14","40","19","36","10","24","13"
"10877  :  โรงพยาบาลด่านขุนทด","20","0","15","0","22","2","24","6","22","2","17","1","0","0","3","0","0","0","3","0","1","0","2","0"
"10878  :  โรงพยาบาลโนนไทย","37","5","52","9","54","4","47","3","31","3","80","8","70","9","55","4","55","7","29","2","21","4","33","2"
"10879  :  โรงพยาบาลโนนสูง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10880  :  โรงพยาบาลขามสะแกแสง","22","5","10","1","25","17","16","8","14","2","18","3","8","1","36","26","29","22","13","1","7","0","15","1"
"10881  :  โรงพยาบาลบัวใหญ่","6","0","11","1","18","2","10","1","11","0","14","0","10","0","13","2","9","0","2","1","10","1","4","0"
"10882  :  โรงพยาบาลประทาย","32","4","25","3","27","2","20","3","31","5","31","3","23","3","21","1","19","1","19","3","20","1","14","1"
"10883  :  โรงพยาบาลปักธงชัย","1","0","3","0","5","0","6","1","13","1","3","1","19","2","6","0","16","1","6","0","10","1","15","1"
"10884  :  โรงพยาบาลพิมาย","35","1","29","0","22","0","34","4","29","4","40","4","27","4","34","3","23","4","28","3","28","2","26","0"
"10885  :  โรงพยาบาลห้วยแถลง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10886  :  โรงพยาบาลชุมพวง","32","6","18","0","15","3","24","5","18","3","25","2","12","1","21","1","15","1","16","0","19","3","20","3"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10888  :  โรงพยาบาลขามทะเลสอ","6","0","16","1","9","0","10","1","9","2","7","1","11","0","2","0","7","2","7","1","8","1","1","1"
"10889  :  โรงพยาบาลสีคิ้ว","14","0","17","1","17","1","9","0","4","0","5","0","1","0","11","1","7","0","0","0","3","2","6","1"
"10890  :  โรงพยาบาลปากช่องนานา","50","4","60","5","58","4","40","5","57","1","64","5","58","2","39","3","104","6","23","5","79","5","56","3"
"10891  :  โรงพยาบาลหนองบุญมาก","7","1","11","2","8","0","18","3","9","2","17","5","13","3","16","4","15","0","8","2","9","0","1","0"
"10892  :  โรงพยาบาลแก้งสนามนาง","13","1","14","4","10","2","8","1","13","0","15","2","16","2","9","2","10","0","5","0","9","0","4","0"
"10893  :  โรงพยาบาลโนนแดง","3","0","3","0","6","1","3","0","3","2","7","3","1","0","6","2","2","0","3","0","2","0","1","0"
"10894  :  โรงพยาบาลวังน้ำเขียว","7","0","6","0","7","0","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","10","2","9","2","9","0","10","1","8","2","14","2","6","0","14","1","9","2","8","1","5","1","1","0"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","4","0","14","1","10","1","16","0","9","0","10","0","9","1","6","2","8","2","9","1","5","2","10","4"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","3","0","2","0","2","0","3","1","3","0","3","0","0","0","9","1","4","1","5","0","11","1","6","1"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","0","0","0","0","0","0","0","0","4","0","17","2","3","0","6","3","4","1","4","0","1","0","0","0"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","8","0","8","1","96","26","12","1","15","1","43","4","15","2","1","1","2","0","1","0","1","0","6","1"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","2","1","4","0","0","0","1","0","2","0","0","0","1","0","2","1","1","0","1","0","0","0"
"27839  :  โรงพยาบาลบัวลาย","4","0","4","1","1","0","2","0","5","0","4","0","4","0","2","0","1","0","3","0","1","0","1","0"
"27840  :  โรงพยาบาลสีดา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0","0","5","0","2","0","7","2","4","0","1","0","2","0","1","1","10","0","2","1","1","0"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10895  :  โรงพยาบาลคูเมือง","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10896  :  โรงพยาบาลกระสัง","16","1","25","3","24","3","23","7","22","8","53","18","20","4","4","0","16","0","6","1","6","0","11","1"
"10897  :  โรงพยาบาลนางรอง","27","1","23","2","26","3","21","2","24","4","12","0","8","1","9","1","20","1","7","1","18","3","16","2"
"10898  :  โรงพยาบาลหนองกี่","1","0","0","0","0","0","1","0","36","2","33","3","29","3","19","2","26","2","22","3","20","2","21","2"
"10899  :  โรงพยาบาลละหานทราย","0","0","1","0","2","0","2","0","0","0","2","0","0","0","1","0","8","0","4","0","1","0","0","0"
"10900  :  โรงพยาบาลประโคนชัย","21","2","26","1","20","3","19","1","13","1","19","1","10","0","16","1","15","0","18","0","11","1","7","1"
"10901  :  โรงพยาบาลบ้านกรวด","16","0","19","1","11","0","22","1","22","1","34","7","11","1","30","1","13","0","12","2","24","1","18","2"
"10902  :  โรงพยาบาลพุทไธสง","11","0","7","1","18","2","13","1","14","2","22","3","13","1","13","3","18","0","11","0","16","0","20","2"
"10904  :  โรงพยาบาลลำปลายมาศ","4","0","3","1","2","0","0","0","3","1","1","0","1","0","2","0","5","2","3","0","1","0","3","1"
"10905  :  โรงพยาบาลสตึก","5","1","6","1","10","1","5","1","3","0","6","0","4","1","7","0","9","0","3","0","4","0","7","0"
"10906  :  โรงพยาบาลปะคำ","14","2","13","3","9","3","3","0","2","1","5","0","6","2","3","0","5","2","6","0","6","0","5","0"
"10907  :  โรงพยาบาลนาโพธิ์","8","1","32","12","27","6","5","1","27","14","15","2","7","0","1","0","1","1","0","0","0","0","0","0"
"10908  :  โรงพยาบาลหนองหงส์","130","34","113","26","96","13","77","6","113","20","148","34","74","7","80","6","72","12","65","6","40","4","46","5"
"10909  :  โรงพยาบาลพลับพลาชัย","7","1","4","0","10","4","13","1","167","47","10","1","8","2","5","0","0","0","4","0","0","0","0","0"
"10910  :  โรงพยาบาลห้วยราช","10","1","13","2","10","2","4","0","5","0","5","0","7","0","2","0","5","0","5","1","9","1","9","1"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10912  :  โรงพยาบาลชำนิ","6","1","4","0","1","0","5","0","7","1","6","1","2","0","0","0","14","2","4","0","4","2","5","4"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","38","2","33","3","48","6","53","6","37","5","48","6","40","2","36","4","33","1","22","6","27","4","22","4"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","1","0","1","0","1","0","2","0","5","0","2","0","3","0","5","1","0","0","0","0","0","0"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","2","1","2","0","5","1","2","0","1","0","6","0","3","0","1","0","1","0","1","0","0","0","3","1"
"23578  :  โรงพยาบาลแคนดง","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28020  :  โรงพยาบาลบ้านด่าน","3","0","0","0","0","0","1","0","1","0","1","0","3","0","0","0","1","0","1","0","0","0","0","0"
"10668  :  โรงพยาบาลสุรินทร์","428","35","393","41","455","51","419","45","426","39","503","64","390","35","388","42","508","50","425","39","320","28","288","32"
"10915  :  โรงพยาบาลชุมพลบุรี","2","0","6","1","7","0","10","0","5","0","2","0","8","1","6","0","3","0","6","0","6","0","7","0"
"10916  :  โรงพยาบาลท่าตูม","59","5","91","23","84","31","60","10","39","18","74","27","59","22","31","1","32","7","44","14","14","7","16","7"
"10917  :  โรงพยาบาลจอมพระ","88","10","79","6","61","8","67","6","46","5","69","8","80","9","61","10","71","9","59","5","41","5","52","9"
"10918  :  โรงพยาบาลปราสาท","40","1","49","6","149","24","95","14","74","9","70","10","40","7","55","10","72","10","48","8","58","5","35","2"
"10919  :  โรงพยาบาลกาบเชิง","10","1","19","1","10","0","16","3","18","0","21","2","21","1","14","3","7","1","10","1","8","1","11","0"
"10920  :  โรงพยาบาลรัตนบุรี","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10921  :  โรงพยาบาลสนม","11","1","27","1","17","0","20","3","10","0","25","2","36","4","23","2","35","3","29","1","17","1","15","2"
"10922  :  โรงพยาบาลศีขรภูมิ","182","18","142","17","160","11","182","18","116","9","129","13","161","18","140","21","112","8","118","13","86","6","118","11"
"10923  :  โรงพยาบาลสังขะ","22","3","22","3","32","3","37","3","36","3","35","7","40","3","35","5","34","3","47","8","18","2","26","3"
"10924  :  โรงพยาบาลลำดวน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10925  :  โรงพยาบาลสำโรงทาบ","1","0","0","0","1","1","2","2","0","0","1","0","2","0","3","1","0","0","0","0","0","0","0","0"
"10926  :  โรงพยาบาลบัวเชด","31","0","30","2","19","0","18","1","18","2","30","5","34","3","25","2","20","2","24","2","29","3","25","4"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","6","2","10","4","5","1","6","1","6","0","7","0","10","1","9","1","12","0","5","1","3","0","5","0"
"27842  :  โรงพยาบาลเขวาสินรินทร์","26","3","12","2","16","0","19","3","14","4","9","1","19","1","24","2","21","2","11","3","9","0","11","0"
"27843  :  โรงพยาบาลศรีณรงค์","2","0","0","0","4","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10700  :  โรงพยาบาลศรีสะเกษ","126","18","121","19","125","17","138","12","110","7","145","16","113","11","123","18","131","13","120","12","84","8","65","10"
"10927  :  โรงพยาบาลยางชุมน้อย","10","1","7","0","7","2","8","0","9","0","10","0","8","2","4","1","2","0","5","0","2","0","4","0"
"10928  :  โรงพยาบาลกันทรารมย์","206","29","236","38","275","27","250","16","207","24","268","36","180","24","162","19","140","23","172","22","143","10","130","22"
"10929  :  โรงพยาบาลกันทรลักษ์","6","3","12","1","16","3","14","1","277","59","92","20","5","2","3","1","2","1","4","2","5","2","0","0"
"10930  :  โรงพยาบาลขุขันธ์","140","24","157","15","151","18","93","4","101","11","147","17","120","13","109","8","107","11","64","7","56","3","63","4"
"10931  :  โรงพยาบาลไพรบึง","5","1","4","0","5","2","290","97","117","28","54","7","39","3","28","0","41","6","29","2","27","4","25","1"
"10932  :  โรงพยาบาลปรางค์กู่","89","8","100","8","76","9","87","6","65","11","88","8","92","12","84","9","92","6","73","7","51","6","65","4"
"10933  :  โรงพยาบาลขุนหาญ","3","1","0","0","16","5","82","29","93","31","28","11","17","10","2","0","6","1","10","3","34","28","15","9"
"10934  :  โรงพยาบาลราษีไศล","8","0","8","0","13","2","11","3","8","1","16","2","9","0","10","2","8","1","7","1","6","2","6","1"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","81","7","84","7","94","9","104","10","55","7","112","7","103","11","98","14","82","9","91","7","96","10","81","2"
"10936  :  โรงพยาบาลบึงบูรพ์","14","5","16","8","12","2","8","0","17","3","9","1","5","0","5","0","8","0","8","1","8","1","8","0"
"10937  :  โรงพยาบาลห้วยทับทัน","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10938  :  โรงพยาบาลโนนคูณ","112","16","84","6","123","14","100","11","102","8","99","14","100","15","63","9","66","4","51","5","66","4","47","2"
"10939  :  โรงพยาบาลศรีรัตนะ","90","15","100","7","176","23","110","10","142","18","151","14","122","10","103","10","103","12","70","7","85","10","79","7"
"10940  :  โรงพยาบาลวังหิน","144","14","138","13","154","20","114","14","99","14","94","13","100","5","75","8","94","9","78","8","74","4","83","11"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","3","2","2","0","1","0","16","5","24","9","8","7","7","3","2","0","2","1","2","0","9","8","0","0"
"10942  :  โรงพยาบาลภูสิงห์","41","1","32","2","39","3","163","42","67","17","53","7","42","6","50","8","44","7","35","10","57","18","43","5"
"10943  :  โรงพยาบาลเมืองจันทร์","37","0","32","3","45","4","31","1","73","14","61","11","34","1","37","3","39","2","41","0","20","0","52","25"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28014  :  โรงพยาบาลพยุห์","83","7","66","11","76","6","66","8","74","13","82","10","66","10","69","4","59","4","39","6","64","8","57","6"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","0","0","3","1","5","1","1","0","0","0","33","12","5","1","15","6","26","1","13","1","18","1","0","0"
"28016  :  โรงพยาบาลศิลาลาด","18","16","32","28","11","7","70","25","17","10","3","1","0","0","0","0","0","0","3","2","1","1","0","0"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10945  :  โรงพยาบาลโขงเจียม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10947  :  โรงพยาบาลเขมราฐ","9","0","6","1","8","2","9","2","10","1","14","1","10","0","23","2","13","0","2","0","4","0","5","2"
"10948  :  โรงพยาบาลนาจะหลวย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10950  :  โรงพยาบาลบุณฑริก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10951  :  โรงพยาบาลตระการพืชผล","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10953  :  โรงพยาบาลม่วงสามสิบ","3","0","1","0","3","1","1","0","2","0","5","0","1","0","1","0","3","0","3","0","4","0","1","0"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","1","0","2","0","1","0","2","0","8","0","1","0","2","0","2","0","0","0","4","0","1","0","1","1"
"10957  :  โรงพยาบาลตาลสุม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10958  :  โรงพยาบาลโพธิ์ไทร","16","2","3","0","6","2","1","0","3","0","3","0","4","1","17","2","4","1","2","0","5","2","13","0"
"10959  :  โรงพยาบาลสำโรง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10960  :  โรงพยาบาลดอนมดแดง","4","2","2","0","1","0","0","0","1","0","1","1","3","0","7","0","5","0","1","0","0","0","1","0"
"10961  :  โรงพยาบาลสิรินธร","0","0","0","0","1","0","0","0","4","0","0","0","1","0","1","0","6","0","0","0","0","0","0","0"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","55","7","39","4","36","7","25","1","49","6","46","2","35","4","44","3","62","4","44","2","38","4","40","1"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","3","1","4","0","6","0","2","0","4","0","11","1","7","1","3","0","5","2","6","1","2","1"
"24032  :  โรงพยาบาลนาตาล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24821  :  โรงพยาบาลนาเยีย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27968  :  โรงพยาบาลน้ำขุ่น","11","1","17","1","24","2","15","2","17","1","12","1","17","2","14","3","17","2","14","2","16","1","14","1"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10701  :  โรงพยาบาลยโสธร","2","0","8","2","1","1","10","4","8","1","2","0","3","1","11","0","2","1","17","0","2","1","6","0"
"10963  :  โรงพยาบาลทรายมูล","0","0","1","0","0","0","0","0","0","0","1","0","3","1","0","0","4","2","0","0","0","0","0","0"
"10964  :  โรงพยาบาลกุดชุม","59","6","41","8","55","6","47","3","48","8","65","9","75","9","85","7","79","8","57","5","52","5","64","6"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","3","0","2","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0"
"10966  :  โรงพยาบาลป่าติ้ว","3","0","0","0","0","0","0","0","1","0","1","0","2","0","1","0","1","1","0","0","1","0","1","0"
"10967  :  โรงพยาบาลมหาชนะชัย","8","1","4","0","0","0","3","0","1","0","1","0","3","0","3","1","1","0","1","0","2","1","2","0"
"10968  :  โรงพยาบาลค้อวัง","4","0","4","0","1","0","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10969  :  โรงพยาบาลไทยเจริญ","0","0","0","0","0","0","0","0","4","0","2","0","2","0","0","0","0","0","2","0","1","0","0","0"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","0","0","0","0","4","0","0","0","0","0","1","0","1","0","3","0","4","1","2","0","2","0","1","0"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"04007  :  โรงพยาบาลซับใหญ่","14","7","6","2","6","1","12","3","34","31","25","17","22","10","8","1","5","2","4","2","8","1","3","0"
"10702  :  โรงพยาบาลชัยภูมิ","20","1","21","3","17","3","14","1","11","2","13","1","19","3","11","3","16","3","21","3","15","1","3","1"
"10970  :  โรงพยาบาลบ้านเขว้า","9","0","10","0","20","3","21","2","10","0","3","0","6","1","6","0","2","1","6","3","4","0","2","1"
"10971  :  โรงพยาบาลคอนสวรรค์","173","37","181","46","145","43","153","44","144","36","166","57","156","48","132","31","120","11","88","8","114","11","98","11"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","122","20","103","9","102","8","98","9","44","1","90","48","9","5","1","0","0","0","1","0","0","0","0","0"
"10973  :  โรงพยาบาลหนองบัวแดง","11","3","25","1","14","1","12","1","26","5","26","1","18","3","16","1","24","2","12","0","6","1","3","0"
"10974  :  โรงพยาบาลจัตุรัส","8","0","5","0","9","2","7","4","16","1","7","0","2","0","3","0","10","1","2","1","21","3","1","0"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","139","16","121","13","121","22","88","11","131","14","107","14","155","21","169","19","145","14","96","13","109","20","105","13"
"10976  :  โรงพยาบาลหนองบัวระเหว","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"10977  :  โรงพยาบาลเทพสถิต","3","1","4","0","11","1","10","1","6","1","4","0","2","0","1","0","0","0","0","0","0","0","0","0"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","37","6","28","2","30","3","49","6","42","3","58","7","31","1","41","3","14","1","29","2","25","1","29","6"
"10979  :  โรงพยาบาลบ้านแท่น","45","8","43","6","80","29","61","20","49","4","82","10","66","5","57","3","42","3","50","5","38","5","37","3"
"10980  :  โรงพยาบาลแก้งคร้อ","47","3","52","7","20","0","16","0","14","2","20","1","8","0","19","2","7","1","6","0","6","0","5","1"
"10981  :  โรงพยาบาลคอนสาร","58","11","56","5","40","8","23","5","37","12","34","9","30","8","33","8","23","2","30","3","21","1","15","2"
"10982  :  โรงพยาบาลภักดีชุมพล","4","1","3","0","0","0","4","0","5","1","9","2","11","1","7","1","8","1","1","1","2","0","3","1"
"10983  :  โรงพยาบาลเนินสง่า","62","17","42","8","58","12","63","11","89","29","92","20","45","6","47","4","45","2","32","5","25","1","22","1"
"10703  :  โรงพยาบาลอำนาจเจริญ","9","0","19","1","6","0","14","2","8","0","16","2","6","0","9","0","4","0","11","1","19","2","2","0"
"10985  :  โรงพยาบาลชานุมาน","23","11","7","1","6","2","7","1","7","1","12","1","5","0","10","1","13","1","6","2","1","0","2","0"
"10986  :  โรงพยาบาลปทุมราชวงศา","0","0","5","2","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10987  :  โรงพยาบาลพนา","0","0","1","0","2","1","1","0","2","1","0","0","0","0","1","0","1","0","3","0","1","0","0","0"
"10988  :  โรงพยาบาลเสนางคนิคม","67","5","91","7","95","12","82","7","89","10","92","8","74","3","72","9","80","12","77","8","67","10","88","8"
"10989  :  โรงพยาบาลหัวตะพาน","10","1","4","0","6","0","7","2","6","0","11","0","6","1","3","1","3","1","3","0","4","0","3","0"
"10990  :  โรงพยาบาลลืออำนาจ","51","4","39","12","48","4","22","4","10","2","14","2","8","0","5","1","4","0","3","0","5","1","7","0"
"11040  :  โรงพยาบาลบึงกาฬ","8","2","8","1","5","0","9","1","4","0","7","0","1","0","2","1","3","0","1","0","2","0","0","0"
"11041  :  โรงพยาบาลพรเจริญ","1","1","9","0","6","0","9","2","11","2","4","1","1","1","1","0","3","0","4","0","3","1","6","0"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11046  :  โรงพยาบาลเซกา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11047  :  โรงพยาบาลปากคาด","116","11","123","12","111","12","88","9","54","10","67","6","94","12","68","8","77","10","54","3","51","5","57","5"
"11048  :  โรงพยาบาลบึงโขงหลง","13","5","4","1","2","1","6","0","8","1","8","3","10","2","5","0","5","0","8","1","3","0","8","2"
"11049  :  โรงพยาบาลศรีวิไล","109","8","94","6","87","4","68","3","72","6","97","9","69","6","72","7","99","6","80","6","60","10","56","3"
"11050  :  โรงพยาบาลบุ่งคล้า","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
