"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ","หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ","หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ","หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ","หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","283","56","19.79","83","18","21.69","66","12","18.18","73","12","16.44","61","14","22.95"
"10818  :  โรงพยาบาลหนองใหญ่","48","8","16.67","10","2","20.00","8","2","25.00","15","3","20.00","15","1","6.67"
"10819  :  โรงพยาบาลบางละมุง","82","40","48.78","21","7","33.33","38","20","52.63","14","7","50.00","9","6","66.67"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","8","4","50.00","4","3","75.00","3","0","0.00","1","1","100.00","0","0","0.00"
"10821  :  โรงพยาบาลพานทอง","74","20","27.03","26","9","34.62","17","4","23.53","16","3","18.75","15","4","26.67"
"10822  :  โรงพยาบาลพนัสนิคม","49","9","18.37","14","3","21.43","17","4","23.53","6","1","16.67","12","1","8.33"
"10823  :  โรงพยาบาลแหลมฉบัง","247","88","35.63","60","23","38.33","64","20","31.25","52","19","36.54","71","26","36.62"
"10824  :  โรงพยาบาลเกาะสีชัง","14","9","64.29","4","3","75.00","2","0","0.00","5","4","80.00","3","2","66.67"
"10825  :  โรงพยาบาลสัตหีบกม10","125","62","49.60","32","11","34.38","23","13","56.52","39","21","53.85","31","17","54.84"
"10826  :  โรงพยาบาลบ่อทอง","29","12","41.38","10","3","30.00","6","3","50.00","5","2","40.00","8","4","50.00"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","10","1","10.00","6","1","16.67","2","0","0.00","1","0","0.00","1","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","193","40","20.73","59","10","16.95","38","9","23.68","43","10","23.26","53","11","20.75"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","111","39","35.14","27","11","40.74","25","5","20.00","28","10","35.71","31","13","41.94"
"28006  :  โรงพยาบาลเกาะจันทร์","21","8","38.10","8","3","37.50","2","1","50.00","4","1","25.00","7","3","42.86"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","23","0","0.00","8","0","0.00","4","0","0.00","3","0","0.00","8","0","0.00"
"10828  :  โรงพยาบาลบ้านฉาง","53","15","28.30","17","4","23.53","9","0","0.00","12","6","50.00","15","5","33.33"
"10829  :  โรงพยาบาลแกลง","25","8","32.00","10","4","40.00","5","1","20.00","7","3","42.86","3","0","0.00"
"10830  :  โรงพยาบาลวังจันทร์","29","15","51.72","7","3","42.86","11","6","54.55","6","2","33.33","5","4","80.00"
"10831  :  โรงพยาบาลบ้านค่าย","21","6","28.57","5","1","20.00","6","2","33.33","5","2","40.00","5","1","20.00"
"10832  :  โรงพยาบาลปลวกแดง","274","46","16.79","68","16","23.53","61","12","19.67","72","10","13.89","73","8","10.96"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","7","3","42.86","3","1","33.33","1","0","0.00","1","1","100.00","2","1","50.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","28","2","7.14","6","0","0.00","6","0","0.00","10","1","10.00","6","1","16.67"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","18","1","5.56","2","0","0.00","5","0","0.00","7","1","14.29","4","0","0.00"
"10837  :  โรงพยาบาลสองพี่น้อง","30","13","43.33","11","6","54.55","2","2","100.00","8","4","50.00","9","1","11.11"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","56","12","21.43","14","3","21.43","10","1","10.00","19","4","21.05","13","4","30.77"
"10839  :  โรงพยาบาลมะขาม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","55","34","61.82","16","9","56.25","13","7","53.85","13","10","76.92","13","8","61.54"
"10843  :  โรงพยาบาลนายายอาม","17","12","70.59","3","2","66.67","2","2","100.00","5","3","60.00","7","5","71.43"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","26","10","38.46","9","2","22.22","5","1","20.00","4","2","50.00","8","5","62.50"
"10696  :  โรงพยาบาลตราด","9","2","22.22","1","0","0.00","2","1","50.00","2","0","0.00","4","1","25.00"
"10845  :  โรงพยาบาลคลองใหญ่","68","30","44.12","19","10","52.63","12","2","16.67","14","4","28.57","23","14","60.87"
"10846  :  โรงพยาบาลเขาสมิง","53","26","49.06","12","6","50.00","12","6","50.00","16","9","56.25","13","5","38.46"
"10847  :  โรงพยาบาลบ่อไร่","30","13","43.33","8","3","37.50","9","4","44.44","7","4","57.14","6","2","33.33"
"10848  :  โรงพยาบาลแหลมงอบ","45","2","4.44","11","1","9.09","8","1","12.50","13","0","0.00","13","0","0.00"
"10849  :  โรงพยาบาลเกาะกูด","11","1","9.09","5","1","20.00","1","0","0.00","0","0","0.00","5","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","6","1","16.67","2","1","50.00","0","0","0.00","3","0","0.00","1","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","21","0","0.00","5","0","0.00","4","0","0.00","7","0","0.00","5","0","0.00"
"10850  :  โรงพยาบาลบางคล้า","65","17","26.15","18","4","22.22","18","4","22.22","14","4","28.57","15","5","33.33"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","16","3","18.75","0","0","0.00","6","2","33.33","3","1","33.33","7","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","43","27","62.79","12","8","66.67","6","6","100.00","15","7","46.67","10","6","60.00"
"10855  :  โรงพยาบาลสนามชัยเขต","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","50","21","42.00","15","3","20.00","14","8","57.14","14","6","42.86","7","4","57.14"
"13747  :  โรงพยาบาลราชสาส์น","35","21","60.00","13","7","53.85","10","7","70.00","4","3","75.00","8","4","50.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","5","1","20.00","1","0","0.00","3","1","33.33","0","0","0.00","1","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","85","2","2.35","19","0","0.00","21","2","9.52","26","0","0.00","19","0","0.00"
"10858  :  โรงพยาบาลนาดี","33","9","27.27","15","5","33.33","4","1","25.00","2","2","100.00","12","1","8.33"
"10859  :  โรงพยาบาลบ้านสร้าง","20","2","10.00","7","0","0.00","2","1","50.00","5","1","20.00","6","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","25","3","12.00","8","1","12.50","5","1","20.00","9","1","11.11","3","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","60","2","3.33","22","1","4.55","16","1","6.25","13","0","0.00","9","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","28","1","3.57","3","0","0.00","5","0","0.00","11","0","0.00","9","1","11.11"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","3","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00"
"10698  :  โรงพยาบาลนครนายก","44","23","52.27","14","7","50.00","15","10","66.67","13","4","30.77","2","2","100.00"
"10863  :  โรงพยาบาลปากพลี","4","1","25.00","1","1","100.00","1","0","0.00","1","0","0.00","1","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","31","8","25.81","9","2","22.22","9","2","22.22","9","2","22.22","4","2","50.00"
"10865  :  โรงพยาบาลองครักษ์","10","2","20.00","5","1","20.00","2","0","0.00","3","1","33.33","0","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","47","21","44.68","12","5","41.67","14","6","42.86","8","5","62.50","13","5","38.46"
"10867  :  โรงพยาบาลตาพระยา","14","1","7.14","0","0","0.00","6","1","16.67","4","0","0.00","4","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","73","18","24.66","22","5","22.73","18","5","27.78","19","5","26.32","14","3","21.43"
"10869  :  โรงพยาบาลวัฒนานคร","54","23","42.59","23","10","43.48","10","3","30.00","13","6","46.15","8","4","50.00"
"10870  :  โรงพยาบาลอรัญประเทศ","37","1","2.70","18","0","0.00","8","0","0.00","3","0","0.00","8","1","12.50"
"13817  :  โรงพยาบาลเขาฉกรรจ์","19","0","0.00","10","0","0.00","1","0","0.00","4","0","0.00","4","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","46","41","89.13","7","5","71.43","12","11","91.67","12","12","100.00","15","13","86.67"
"10872  :  โรงพยาบาลเสิงสาง","61","52","85.25","21","20","95.24","18","16","88.89","10","7","70.00","12","9","75.00"
"10873  :  โรงพยาบาลคง","24","13","54.17","6","4","66.67","6","5","83.33","4","1","25.00","8","3","37.50"
"10874  :  โรงพยาบาลบ้านเหลื่อม","6","3","50.00","3","1","33.33","1","1","100.00","1","1","100.00","1","0","0.00"
"10875  :  โรงพยาบาลจักราช","48","4","8.33","14","1","7.14","10","2","20.00","10","1","10.00","14","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","66","36","54.55","19","9","47.37","15","10","66.67","21","11","52.38","11","6","54.55"
"10877  :  โรงพยาบาลด่านขุนทด","32","21","65.63","10","7","70.00","4","3","75.00","9","4","44.44","9","7","77.78"
"10878  :  โรงพยาบาลโนนไทย","46","28","60.87","7","5","71.43","16","10","62.50","18","10","55.56","5","3","60.00"
"10879  :  โรงพยาบาลโนนสูง","44","25","56.82","11","7","63.64","15","6","40.00","10","8","80.00","8","4","50.00"
"10880  :  โรงพยาบาลขามสะแกแสง","22","18","81.82","7","5","71.43","6","5","83.33","5","4","80.00","4","4","100.00"
"10881  :  โรงพยาบาลบัวใหญ่","20","11","55.00","5","4","80.00","5","3","60.00","6","2","33.33","4","2","50.00"
"10882  :  โรงพยาบาลประทาย","28","18","64.29","10","6","60.00","2","1","50.00","8","6","75.00","8","5","62.50"
"10883  :  โรงพยาบาลปักธงชัย","27","10","37.04","7","4","57.14","4","0","0.00","7","1","14.29","9","5","55.56"
"10884  :  โรงพยาบาลพิมาย","41","20","48.78","15","7","46.67","10","5","50.00","9","4","44.44","7","4","57.14"
"10885  :  โรงพยาบาลห้วยแถลง","39","21","53.85","7","4","57.14","15","7","46.67","13","9","69.23","4","1","25.00"
"10886  :  โรงพยาบาลชุมพวง","59","39","66.10","19","12","63.16","14","8","57.14","15","11","73.33","11","8","72.73"
"10887  :  โรงพยาบาลสูงเนิน","70","32","45.71","23","10","43.48","26","15","57.69","11","6","54.55","10","1","10.00"
"10888  :  โรงพยาบาลขามทะเลสอ","30","9","30.00","8","4","50.00","7","3","42.86","8","1","12.50","7","1","14.29"
"10889  :  โรงพยาบาลสีคิ้ว","96","16","16.67","31","4","12.90","20","4","20.00","24","5","20.83","21","3","14.29"
"10890  :  โรงพยาบาลปากช่องนานา","49","10","20.41","19","4","21.05","9","0","0.00","15","4","26.67","6","2","33.33"
"10891  :  โรงพยาบาลหนองบุญมาก","18","8","44.44","6","4","66.67","4","1","25.00","5","3","60.00","3","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","16","12","75.00","6","5","83.33","5","5","100.00","3","1","33.33","2","1","50.00"
"10893  :  โรงพยาบาลโนนแดง","16","14","87.50","4","3","75.00","3","3","100.00","5","4","80.00","4","4","100.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","6","6","100.00","2","2","100.00","2","2","100.00","0","0","0.00","2","2","100.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","11","5","45.45","3","1","33.33","2","1","50.00","3","1","33.33","3","2","66.67"
"11608  :  โรงพยาบาลลำทะเมนชัย","12","8","66.67","8","6","75.00","1","0","0.00","0","0","0.00","3","2","66.67"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","31","12","38.71","9","4","44.44","3","1","33.33","15","4","26.67","4","3","75.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","38","4","10.53","15","1","6.67","4","2","50.00","15","0","0.00","4","1","25.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","19","11","57.89","5","3","60.00","4","3","75.00","7","3","42.86","3","2","66.67"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","9","5","55.56","4","1","25.00","3","2","66.67","2","2","100.00","0","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","6","0","0.00","2","0","0.00","0","0","0.00","3","0","0.00","1","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","23","12","52.17","13","6","46.15","3","2","66.67","3","1","33.33","4","3","75.00"
"27839  :  โรงพยาบาลบัวลาย","6","5","83.33","1","1","100.00","2","2","100.00","1","1","100.00","2","1","50.00"
"27840  :  โรงพยาบาลสีดา","7","5","71.43","2","2","100.00","0","0","0.00","4","2","50.00","1","1","100.00"
"27841  :  โรงพยาบาลเทพารักษ์","18","5","27.78","8","4","50.00","6","1","16.67","2","0","0.00","2","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","52","43","82.69","20","20","100.00","11","10","90.91","10","6","60.00","11","7","63.64"
"10896  :  โรงพยาบาลกระสัง","40","36","90.00","9","8","88.89","6","5","83.33","15","13","86.67","10","10","100.00"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","44","36","81.82","12","11","91.67","10","10","100.00","9","7","77.78","13","8","61.54"
"10899  :  โรงพยาบาลละหานทราย","45","33","73.33","18","16","88.89","7","6","85.71","12","7","58.33","8","4","50.00"
"10900  :  โรงพยาบาลประโคนชัย","38","26","68.42","19","14","73.68","12","9","75.00","4","1","25.00","3","2","66.67"
"10901  :  โรงพยาบาลบ้านกรวด","43","35","81.40","18","15","83.33","11","9","81.82","10","9","90.00","4","2","50.00"
"10902  :  โรงพยาบาลพุทไธสง","19","16","84.21","9","7","77.78","5","4","80.00","5","5","100.00","0","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","47","46","97.87","14","14","100.00","18","18","100.00","10","9","90.00","5","5","100.00"
"10906  :  โรงพยาบาลปะคำ","27","20","74.07","13","11","84.62","5","5","100.00","3","3","100.00","6","1","16.67"
"10907  :  โรงพยาบาลนาโพธิ์","6","6","100.00","3","3","100.00","2","2","100.00","1","1","100.00","0","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","17","11","64.71","2","1","50.00","5","2","40.00","7","5","71.43","3","3","100.00"
"10909  :  โรงพยาบาลพลับพลาชัย","17","12","70.59","6","5","83.33","7","6","85.71","4","1","25.00","0","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","22","19","86.36","8","8","100.00","4","4","100.00","6","4","66.67","4","3","75.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","27","24","88.89","11","11","100.00","4","4","100.00","5","4","80.00","7","5","71.43"
"10912  :  โรงพยาบาลชำนิ","4","3","75.00","2","2","100.00","1","0","0.00","0","0","0.00","1","1","100.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","6","5","83.33","1","1","100.00","2","2","100.00","2","2","100.00","1","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","24","19","79.17","8","8","100.00","5","4","80.00","8","7","87.50","3","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","28","21","75.00","7","7","100.00","8","3","37.50","10","9","90.00","3","2","66.67"
"23578  :  โรงพยาบาลแคนดง","15","11","73.33","2","2","100.00","5","4","80.00","5","4","80.00","3","1","33.33"
"28020  :  โรงพยาบาลบ้านด่าน","39","36","92.31","14","12","85.71","15","15","100.00","10","9","90.00","0","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","29","21","72.41","6","6","100.00","7","6","85.71","5","3","60.00","11","6","54.55"
"10916  :  โรงพยาบาลท่าตูม","62","28","45.16","15","7","46.67","17","10","58.82","18","6","33.33","12","5","41.67"
"10917  :  โรงพยาบาลจอมพระ","56","34","60.71","21","13","61.90","11","7","63.64","11","6","54.55","13","8","61.54"
"10918  :  โรงพยาบาลปราสาท","52","41","78.85","10","9","90.00","13","8","61.54","10","9","90.00","19","15","78.95"
"10919  :  โรงพยาบาลกาบเชิง","26","21","80.77","7","6","85.71","6","4","66.67","2","2","100.00","11","9","81.82"
"10920  :  โรงพยาบาลรัตนบุรี","47","35","74.47","10","8","80.00","11","9","81.82","13","7","53.85","13","11","84.62"
"10921  :  โรงพยาบาลสนม","30","17","56.67","4","2","50.00","6","2","33.33","13","7","53.85","7","6","85.71"
"10922  :  โรงพยาบาลศีขรภูมิ","36","18","50.00","15","8","53.33","10","4","40.00","6","5","83.33","5","1","20.00"
"10923  :  โรงพยาบาลสังขะ","35","14","40.00","14","3","21.43","9","5","55.56","6","2","33.33","6","4","66.67"
"10924  :  โรงพยาบาลลำดวน","29","18","62.07","8","5","62.50","6","4","66.67","7","4","57.14","8","5","62.50"
"10925  :  โรงพยาบาลสำโรงทาบ","24","8","33.33","12","2","16.67","5","3","60.00","4","1","25.00","3","2","66.67"
"10926  :  โรงพยาบาลบัวเชด","41","29","70.73","10","4","40.00","14","11","78.57","4","4","100.00","13","10","76.92"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","12","10","83.33","2","2","100.00","4","4","100.00","2","1","50.00","4","3","75.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","10","1","10.00","3","0","0.00","4","1","25.00","3","0","0.00","0","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","11","3","27.27","3","0","0.00","3","1","33.33","5","2","40.00","0","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","8","1","12.50","3","1","33.33","0","0","0.00","4","0","0.00","1","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","80","43","53.75","21","13","61.90","15","8","53.33","22","13","59.09","22","9","40.91"
"10927  :  โรงพยาบาลยางชุมน้อย","19","7","36.84","6","3","50.00","2","0","0.00","6","3","50.00","5","1","20.00"
"10928  :  โรงพยาบาลกันทรารมย์","39","23","58.97","12","7","58.33","9","7","77.78","3","1","33.33","15","8","53.33"
"10929  :  โรงพยาบาลกันทรลักษ์","61","40","65.57","16","8","50.00","15","12","80.00","14","10","71.43","16","10","62.50"
"10930  :  โรงพยาบาลขุขันธ์","39","21","53.85","10","7","70.00","11","6","54.55","5","2","40.00","13","6","46.15"
"10931  :  โรงพยาบาลไพรบึง","43","38","88.37","11","11","100.00","6","6","100.00","13","9","69.23","13","12","92.31"
"10932  :  โรงพยาบาลปรางค์กู่","32","23","71.88","9","7","77.78","6","5","83.33","8","4","50.00","9","7","77.78"
"10933  :  โรงพยาบาลขุนหาญ","35","24","68.57","14","8","57.14","6","5","83.33","6","4","66.67","9","7","77.78"
"10934  :  โรงพยาบาลราษีไศล","23","16","69.57","5","5","100.00","4","3","75.00","8","5","62.50","6","3","50.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","23","19","82.61","7","7","100.00","5","5","100.00","7","4","57.14","4","3","75.00"
"10936  :  โรงพยาบาลบึงบูรพ์","19","15","78.95","4","4","100.00","7","5","71.43","5","3","60.00","3","3","100.00"
"10937  :  โรงพยาบาลห้วยทับทัน","26","21","80.77","7","7","100.00","7","6","85.71","8","6","75.00","4","2","50.00"
"10938  :  โรงพยาบาลโนนคูณ","16","10","62.50","2","1","50.00","5","4","80.00","2","2","100.00","7","3","42.86"
"10939  :  โรงพยาบาลศรีรัตนะ","19","10","52.63","4","2","50.00","4","1","25.00","7","4","57.14","4","3","75.00"
"10940  :  โรงพยาบาลวังหิน","15","9","60.00","6","4","66.67","3","2","66.67","3","1","33.33","3","2","66.67"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","18","12","66.67","4","3","75.00","4","3","75.00","4","3","75.00","6","3","50.00"
"10942  :  โรงพยาบาลภูสิงห์","28","27","96.43","9","9","100.00","6","5","83.33","6","6","100.00","7","7","100.00"
"10943  :  โรงพยาบาลเมืองจันทร์","3","3","100.00","1","1","100.00","0","0","0.00","1","1","100.00","1","1","100.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","16","11","68.75","4","3","75.00","2","2","100.00","6","6","100.00","4","0","0.00"
"28014  :  โรงพยาบาลพยุห์","7","3","42.86","1","1","100.00","0","0","0.00","5","1","20.00","1","1","100.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","9","4","44.44","2","2","100.00","0","0","0.00","3","2","66.67","4","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","14","5","35.71","4","1","25.00","1","0","0.00","6","3","50.00","3","1","33.33"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","43","7","16.28","18","1","5.56","4","1","25.00","10","2","20.00","11","3","27.27"
"10945  :  โรงพยาบาลโขงเจียม","48","29","60.42","13","8","61.54","11","5","45.45","20","12","60.00","4","4","100.00"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","79","47","59.49","19","10","52.63","11","8","72.73","18","8","44.44","31","21","67.74"
"10948  :  โรงพยาบาลนาจะหลวย","54","18","33.33","15","9","60.00","15","7","46.67","19","1","5.26","5","1","20.00"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","45","0","0.00","17","0","0.00","7","0","0.00","12","0","0.00","9","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","16","5","31.25","7","1","14.29","7","3","42.86","0","0","0.00","2","1","50.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","18","2","11.11","5","2","40.00","8","0","0.00","2","0","0.00","3","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","53","12","22.64","16","7","43.75","13","1","7.69","15","3","20.00","9","1","11.11"
"10954  :  โรงพยาบาลวารินชำราบ","16","3","18.75","4","1","25.00","5","0","0.00","3","0","0.00","4","2","50.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","28","11","39.29","6","2","33.33","8","3","37.50","5","3","60.00","9","3","33.33"
"10957  :  โรงพยาบาลตาลสุม","23","0","0.00","5","0","0.00","5","0","0.00","5","0","0.00","8","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","35","9","25.71","15","7","46.67","6","1","16.67","6","1","16.67","8","0","0.00"
"10959  :  โรงพยาบาลสำโรง","24","6","25.00","3","0","0.00","5","0","0.00","5","0","0.00","11","6","54.55"
"10960  :  โรงพยาบาลดอนมดแดง","17","9","52.94","1","1","100.00","6","3","50.00","6","3","50.00","4","2","50.00"
"10961  :  โรงพยาบาลสิรินธร","38","6","15.79","12","2","16.67","8","3","37.50","11","1","9.09","7","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","21","11","52.38","4","2","50.00","5","2","40.00","5","3","60.00","7","4","57.14"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
