"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ","หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ","หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ","หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ","หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","308","30","9.74","67","9","13.43","81","8","9.88","83","6","7.23","77","7","9.09"
"10818  :  โรงพยาบาลหนองใหญ่","51","6","11.76","14","1","7.14","18","1","5.56","11","2","18.18","8","2","25.00"
"10819  :  โรงพยาบาลบางละมุง","10","2","20.00","4","1","25.00","2","0","0.00","1","0","0.00","3","1","33.33"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","8","5","62.50","2","1","50.00","3","2","66.67","0","0","0.00","3","2","66.67"
"10821  :  โรงพยาบาลพานทอง","71","27","38.03","24","8","33.33","18","8","44.44","13","3","23.08","16","8","50.00"
"10822  :  โรงพยาบาลพนัสนิคม","30","4","13.33","7","2","28.57","4","1","25.00","10","1","10.00","9","0","0.00"
"10823  :  โรงพยาบาลแหลมฉบัง","290","79","27.24","83","25","30.12","71","16","22.54","76","15","19.74","60","23","38.33"
"10824  :  โรงพยาบาลเกาะสีชัง","20","8","40.00","7","4","57.14","6","1","16.67","3","2","66.67","4","1","25.00"
"10825  :  โรงพยาบาลสัตหีบกม10","59","33","55.93","16","8","50.00","11","8","72.73","17","10","58.82","15","7","46.67"
"10826  :  โรงพยาบาลบ่อทอง","59","4","6.78","12","0","0.00","13","1","7.69","19","1","5.26","15","2","13.33"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","11","2","18.18","1","0","0.00","2","0","0.00","2","0","0.00","6","2","33.33"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","180","48","26.67","69","20","28.99","49","16","32.65","48","7","14.58","14","5","35.71"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","6","1","16.67","1","0","0.00","0","0","0.00","2","0","0.00","3","1","33.33"
"28005  :  โรงพยาบาลเมืองพัทยา","310","112","36.13","82","37","45.12","78","14","17.95","89","25","28.09","61","36","59.02"
"28006  :  โรงพยาบาลเกาะจันทร์","22","4","18.18","7","2","28.57","3","2","66.67","9","0","0.00","3","0","0.00"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","29","2","6.90","8","1","12.50","11","0","0.00","6","1","16.67","4","0","0.00"
"10828  :  โรงพยาบาลบ้านฉาง","53","10","18.87","13","3","23.08","14","0","0.00","14","2","14.29","12","5","41.67"
"10829  :  โรงพยาบาลแกลง","30","5","16.67","9","0","0.00","9","2","22.22","5","1","20.00","7","2","28.57"
"10830  :  โรงพยาบาลวังจันทร์","20","6","30.00","7","2","28.57","2","2","100.00","6","2","33.33","5","0","0.00"
"10831  :  โรงพยาบาลบ้านค่าย","36","8","22.22","7","0","0.00","9","3","33.33","10","1","10.00","10","4","40.00"
"10832  :  โรงพยาบาลปลวกแดง","210","6","2.86","54","4","7.41","45","1","2.22","62","1","1.61","49","0","0.00"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","11","5","45.45","6","2","33.33","2","1","50.00","3","2","66.67","0","0","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","20","7","35.00","2","0","0.00","4","2","50.00","4","2","50.00","10","3","30.00"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","18","1","5.56","5","0","0.00","5","0","0.00","7","1","14.29","1","0","0.00"
"10837  :  โรงพยาบาลสองพี่น้อง","24","8","33.33","8","2","25.00","6","1","16.67","3","1","33.33","7","4","57.14"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","73","19","26.03","13","5","38.46","21","6","28.57","19","3","15.79","20","5","25.00"
"10839  :  โรงพยาบาลมะขาม","5","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","3","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","45","28","62.22","13","8","61.54","7","4","57.14","12","7","58.33","13","9","69.23"
"10843  :  โรงพยาบาลนายายอาม","19","11","57.89","5","3","60.00","1","1","100.00","7","5","71.43","6","2","33.33"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","46","6","13.04","11","1","9.09","12","1","8.33","13","1","7.69","10","3","30.00"
"10696  :  โรงพยาบาลตราด","12","5","41.67","3","2","66.67","3","1","33.33","3","0","0.00","3","2","66.67"
"10845  :  โรงพยาบาลคลองใหญ่","53","25","47.17","10","3","30.00","8","6","75.00","15","8","53.33","20","8","40.00"
"10846  :  โรงพยาบาลเขาสมิง","67","33","49.25","14","8","57.14","16","8","50.00","17","10","58.82","20","7","35.00"
"10847  :  โรงพยาบาลบ่อไร่","27","4","14.81","7","1","14.29","2","0","0.00","10","1","10.00","8","2","25.00"
"10848  :  โรงพยาบาลแหลมงอบ","37","5","13.51","8","0","0.00","8","1","12.50","10","2","20.00","11","2","18.18"
"10849  :  โรงพยาบาลเกาะกูด","6","0","0.00","1","0","0.00","1","0","0.00","1","0","0.00","3","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","7","2","28.57","2","1","50.00","3","0","0.00","1","0","0.00","1","1","100.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","29","6","20.69","7","4","57.14","3","0","0.00","8","1","12.50","11","1","9.09"
"10850  :  โรงพยาบาลบางคล้า","62","14","22.58","21","3","14.29","16","5","31.25","11","3","27.27","14","3","21.43"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","11","3","27.27","5","1","20.00","3","1","33.33","2","1","50.00","1","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","42","16","38.10","13","4","30.77","14","5","35.71","13","7","53.85","2","0","0.00"
"10855  :  โรงพยาบาลสนามชัยเขต","43","17","39.53","10","5","50.00","15","6","40.00","10","3","30.00","8","3","37.50"
"10856  :  โรงพยาบาลแปลงยาว","79","25","31.65","23","9","39.13","13","4","30.77","20","6","30.00","23","6","26.09"
"13747  :  โรงพยาบาลราชสาส์น","37","15","40.54","9","3","33.33","8","3","37.50","12","5","41.67","8","4","50.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","8","1","12.50","5","1","20.00","2","0","0.00","1","0","0.00","0","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","98","1","1.02","29","0","0.00","26","0","0.00","20","1","5.00","23","0","0.00"
"10858  :  โรงพยาบาลนาดี","47","15","31.91","16","4","25.00","14","5","35.71","12","5","41.67","5","1","20.00"
"10859  :  โรงพยาบาลบ้านสร้าง","33","0","0.00","13","0","0.00","3","0","0.00","6","0","0.00","11","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","31","7","22.58","8","4","50.00","5","0","0.00","8","0","0.00","10","3","30.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","53","1","1.89","18","0","0.00","15","1","6.67","5","0","0.00","15","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","50","0","0.00","13","0","0.00","15","0","0.00","14","0","0.00","8","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","3","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","1","0","0.00"
"10698  :  โรงพยาบาลนครนายก","48","24","50.00","10","3","30.00","13","7","53.85","13","7","53.85","12","7","58.33"
"10863  :  โรงพยาบาลปากพลี","7","3","42.86","1","1","100.00","1","1","100.00","2","1","50.00","3","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","31","11","35.48","6","2","33.33","7","2","28.57","5","0","0.00","13","7","53.85"
"10865  :  โรงพยาบาลองครักษ์","21","2","9.52","3","0","0.00","4","0","0.00","7","1","14.29","7","1","14.29"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","58","19","32.76","18","7","38.89","17","3","17.65","12","2","16.67","11","7","63.64"
"10867  :  โรงพยาบาลตาพระยา","19","1","5.26","5","0","0.00","7","0","0.00","4","1","25.00","3","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","64","20","31.25","19","8","42.11","14","2","14.29","15","4","26.67","16","6","37.50"
"10869  :  โรงพยาบาลวัฒนานคร","71","37","52.11","22","15","68.18","21","10","47.62","11","4","36.36","17","8","47.06"
"10870  :  โรงพยาบาลอรัญประเทศ","53","1","1.89","13","0","0.00","15","0","0.00","13","0","0.00","12","1","8.33"
"13817  :  โรงพยาบาลเขาฉกรรจ์","20","3","15.00","9","3","33.33","6","0","0.00","3","0","0.00","2","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","54","33","61.11","18","13","72.22","11","4","36.36","13","9","69.23","12","7","58.33"
"10872  :  โรงพยาบาลเสิงสาง","58","36","62.07","14","7","50.00","14","4","28.57","12","10","83.33","18","15","83.33"
"10873  :  โรงพยาบาลคง","26","17","65.38","12","8","66.67","6","5","83.33","3","2","66.67","5","2","40.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","9","6","66.67","5","2","40.00","0","0","0.00","2","2","100.00","2","2","100.00"
"10875  :  โรงพยาบาลจักราช","43","5","11.63","10","1","10.00","10","1","10.00","12","1","8.33","11","2","18.18"
"10876  :  โรงพยาบาลโชคชัย","76","51","67.11","27","21","77.78","13","7","53.85","19","11","57.89","17","12","70.59"
"10877  :  โรงพยาบาลด่านขุนทด","52","39","75.00","12","8","66.67","16","15","93.75","12","10","83.33","12","6","50.00"
"10878  :  โรงพยาบาลโนนไทย","42","22","52.38","13","5","38.46","9","4","44.44","8","4","50.00","12","9","75.00"
"10879  :  โรงพยาบาลโนนสูง","47","8","17.02","17","1","5.88","11","3","27.27","11","2","18.18","8","2","25.00"
"10880  :  โรงพยาบาลขามสะแกแสง","42","10","23.81","12","8","66.67","7","1","14.29","12","1","8.33","11","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","25","7","28.00","6","4","66.67","9","1","11.11","4","0","0.00","6","2","33.33"
"10882  :  โรงพยาบาลประทาย","48","26","54.17","15","5","33.33","6","3","50.00","15","10","66.67","12","8","66.67"
"10883  :  โรงพยาบาลปักธงชัย","28","13","46.43","7","3","42.86","14","9","64.29","4","0","0.00","3","1","33.33"
"10884  :  โรงพยาบาลพิมาย","43","11","25.58","13","6","46.15","9","1","11.11","11","2","18.18","10","2","20.00"
"10885  :  โรงพยาบาลห้วยแถลง","39","23","58.97","12","3","25.00","12","8","66.67","8","6","75.00","7","6","85.71"
"10886  :  โรงพยาบาลชุมพวง","55","18","32.73","13","6","46.15","13","6","46.15","18","2","11.11","11","4","36.36"
"10887  :  โรงพยาบาลสูงเนิน","131","58","44.27","41","14","34.15","22","14","63.64","38","15","39.47","30","15","50.00"
"10888  :  โรงพยาบาลขามทะเลสอ","30","9","30.00","8","2","25.00","7","1","14.29","3","1","33.33","12","5","41.67"
"10889  :  โรงพยาบาลสีคิ้ว","76","7","9.21","26","3","11.54","18","1","5.56","18","2","11.11","14","1","7.14"
"10890  :  โรงพยาบาลปากช่องนานา","37","13","35.14","11","5","45.45","7","2","28.57","7","3","42.86","12","3","25.00"
"10891  :  โรงพยาบาลหนองบุญมาก","22","9","40.91","9","2","22.22","3","0","0.00","9","6","66.67","1","1","100.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","25","12","48.00","6","3","50.00","8","3","37.50","5","1","20.00","6","5","83.33"
"10893  :  โรงพยาบาลโนนแดง","20","12","60.00","3","2","66.67","7","5","71.43","7","4","57.14","3","1","33.33"
"10894  :  โรงพยาบาลวังน้ำเขียว","12","8","66.67","5","2","40.00","4","3","75.00","1","1","100.00","2","2","100.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","16","8","50.00","2","1","50.00","2","0","0.00","7","4","57.14","5","3","60.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","17","4","23.53","4","1","25.00","6","3","50.00","4","0","0.00","3","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","43","18","41.86","11","4","36.36","12","5","41.67","9","5","55.56","11","4","36.36"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","41","5","12.20","11","2","18.18","10","1","10.00","10","2","20.00","10","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","4","2","50.00","2","1","50.00","2","1","50.00","0","0","0.00","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","16","1","6.25","2","0","0.00","6","0","0.00","4","0","0.00","4","1","25.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","15","2","13.33","4","0","0.00","4","0","0.00","4","0","0.00","3","2","66.67"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","19","13","68.42","6","2","33.33","6","5","83.33","3","2","66.67","4","4","100.00"
"27839  :  โรงพยาบาลบัวลาย","12","10","83.33","4","4","100.00","4","4","100.00","2","2","100.00","2","0","0.00"
"27840  :  โรงพยาบาลสีดา","3","1","33.33","2","0","0.00","0","0","0.00","0","0","0.00","1","1","100.00"
"27841  :  โรงพยาบาลเทพารักษ์","23","10","43.48","5","2","40.00","7","3","42.86","6","2","33.33","5","3","60.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","66","59","89.39","15","14","93.33","15","15","100.00","16","16","100.00","20","14","70.00"
"10896  :  โรงพยาบาลกระสัง","40","36","90.00","11","10","90.91","8","8","100.00","10","10","100.00","11","8","72.73"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","39","27","69.23","11","8","72.73","10","5","50.00","5","5","100.00","13","9","69.23"
"10899  :  โรงพยาบาลละหานทราย","44","31","70.45","11","10","90.91","8","8","100.00","11","10","90.91","14","3","21.43"
"10900  :  โรงพยาบาลประโคนชัย","70","50","71.43","22","17","77.27","19","14","73.68","17","11","64.71","12","8","66.67"
"10901  :  โรงพยาบาลบ้านกรวด","74","69","93.24","24","23","95.83","12","10","83.33","18","18","100.00","20","18","90.00"
"10902  :  โรงพยาบาลพุทไธสง","26","22","84.62","12","10","83.33","4","3","75.00","7","6","85.71","3","3","100.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","67","19","28.36","20","7","35.00","16","4","25.00","14","1","7.14","17","7","41.18"
"10906  :  โรงพยาบาลปะคำ","23","20","86.96","5","5","100.00","6","6","100.00","8","8","100.00","4","1","25.00"
"10907  :  โรงพยาบาลนาโพธิ์","13","10","76.92","2","2","100.00","3","2","66.67","4","3","75.00","4","3","75.00"
"10908  :  โรงพยาบาลหนองหงส์","6","5","83.33","0","0","0.00","2","2","100.00","1","1","100.00","3","2","66.67"
"10909  :  โรงพยาบาลพลับพลาชัย","20","13","65.00","2","2","100.00","5","4","80.00","8","5","62.50","5","2","40.00"
"10910  :  โรงพยาบาลห้วยราช","24","20","83.33","5","5","100.00","5","5","100.00","8","6","75.00","6","4","66.67"
"10911  :  โรงพยาบาลโนนสุวรรณ","17","12","70.59","5","5","100.00","3","3","100.00","4","2","50.00","5","2","40.00"
"10912  :  โรงพยาบาลชำนิ","13","11","84.62","4","4","100.00","1","1","100.00","4","3","75.00","4","3","75.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","5","5","100.00","2","2","100.00","0","0","0.00","2","2","100.00","1","1","100.00"
"10914  :  โรงพยาบาลโนนดินแดง","27","18","66.67","10","8","80.00","6","6","100.00","2","2","100.00","9","2","22.22"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","33","22","66.67","13","9","69.23","8","7","87.50","7","4","57.14","5","2","40.00"
"23578  :  โรงพยาบาลแคนดง","24","16","66.67","3","3","100.00","5","5","100.00","10","5","50.00","6","3","50.00"
"28020  :  โรงพยาบาลบ้านด่าน","38","31","81.58","12","10","83.33","5","5","100.00","11","10","90.91","10","6","60.00"
"10668  :  โรงพยาบาลสุรินทร์","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","33","7","21.21","15","2","13.33","7","2","28.57","5","1","20.00","6","2","33.33"
"10916  :  โรงพยาบาลท่าตูม","82","48","58.54","22","14","63.64","26","15","57.69","21","13","61.90","13","6","46.15"
"10917  :  โรงพยาบาลจอมพระ","49","27","55.10","14","8","57.14","9","8","88.89","9","7","77.78","17","4","23.53"
"10918  :  โรงพยาบาลปราสาท","68","34","50.00","17","9","52.94","22","11","50.00","14","6","42.86","15","8","53.33"
"10919  :  โรงพยาบาลกาบเชิง","38","25","65.79","8","5","62.50","7","5","71.43","7","6","85.71","16","9","56.25"
"10920  :  โรงพยาบาลรัตนบุรี","42","25","59.52","12","6","50.00","14","8","57.14","6","2","33.33","10","9","90.00"
"10921  :  โรงพยาบาลสนม","29","4","13.79","10","0","0.00","6","0","0.00","7","2","28.57","6","2","33.33"
"10922  :  โรงพยาบาลศีขรภูมิ","38","16","42.11","7","5","71.43","12","9","75.00","8","0","0.00","11","2","18.18"
"10923  :  โรงพยาบาลสังขะ","52","9","17.31","12","2","16.67","14","3","21.43","19","4","21.05","7","0","0.00"
"10924  :  โรงพยาบาลลำดวน","48","27","56.25","14","9","64.29","7","3","42.86","15","8","53.33","12","7","58.33"
"10925  :  โรงพยาบาลสำโรงทาบ","17","2","11.76","2","0","0.00","2","1","50.00","6","0","0.00","7","1","14.29"
"10926  :  โรงพยาบาลบัวเชด","58","3","5.17","11","0","0.00","12","2","16.67","19","1","5.26","16","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","17","9","52.94","3","1","33.33","7","2","28.57","2","2","100.00","5","4","80.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","6","2","33.33","2","0","0.00","2","1","50.00","1","1","100.00","1","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","17","4","23.53","9","3","33.33","1","1","100.00","3","0","0.00","4","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","7","1","14.29","2","0","0.00","2","0","0.00","1","0","0.00","2","1","50.00"
"10700  :  โรงพยาบาลศรีสะเกษ","54","19","35.19","5","1","20.00","8","1","12.50","17","6","35.29","24","11","45.83"
"10927  :  โรงพยาบาลยางชุมน้อย","21","19","90.48","8","8","100.00","1","1","100.00","5","5","100.00","7","5","71.43"
"10928  :  โรงพยาบาลกันทรารมย์","27","16","59.26","6","1","16.67","6","3","50.00","4","4","100.00","11","8","72.73"
"10929  :  โรงพยาบาลกันทรลักษ์","54","37","68.52","20","16","80.00","11","8","72.73","12","7","58.33","11","6","54.55"
"10930  :  โรงพยาบาลขุขันธ์","67","47","70.15","17","12","70.59","14","9","64.29","15","12","80.00","21","14","66.67"
"10931  :  โรงพยาบาลไพรบึง","64","57","89.06","13","12","92.31","11","9","81.82","18","16","88.89","22","20","90.91"
"10932  :  โรงพยาบาลปรางค์กู่","30","19","63.33","11","7","63.64","6","3","50.00","8","7","87.50","5","2","40.00"
"10933  :  โรงพยาบาลขุนหาญ","28","21","75.00","8","6","75.00","7","5","71.43","5","4","80.00","8","6","75.00"
"10934  :  โรงพยาบาลราษีไศล","39","32","82.05","11","10","90.91","11","9","81.82","11","11","100.00","6","2","33.33"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","24","18","75.00","3","1","33.33","5","4","80.00","8","7","87.50","8","6","75.00"
"10936  :  โรงพยาบาลบึงบูรพ์","22","19","86.36","6","4","66.67","8","7","87.50","3","3","100.00","5","5","100.00"
"10937  :  โรงพยาบาลห้วยทับทัน","27","26","96.30","7","7","100.00","8","8","100.00","9","9","100.00","3","2","66.67"
"10938  :  โรงพยาบาลโนนคูณ","8","7","87.50","1","1","100.00","2","2","100.00","3","2","66.67","2","2","100.00"
"10939  :  โรงพยาบาลศรีรัตนะ","27","25","92.59","7","7","100.00","8","8","100.00","6","6","100.00","6","4","66.67"
"10940  :  โรงพยาบาลวังหิน","18","16","88.89","5","5","100.00","4","4","100.00","4","4","100.00","5","3","60.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","15","6","40.00","3","0","0.00","5","2","40.00","3","1","33.33","4","3","75.00"
"10942  :  โรงพยาบาลภูสิงห์","37","25","67.57","9","5","55.56","7","2","28.57","13","11","84.62","8","7","87.50"
"10943  :  โรงพยาบาลเมืองจันทร์","2","2","100.00","0","0","0.00","0","0","0.00","2","2","100.00","0","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","13","12","92.31","2","2","100.00","2","2","100.00","4","4","100.00","5","4","80.00"
"28014  :  โรงพยาบาลพยุห์","13","12","92.31","4","4","100.00","7","6","85.71","1","1","100.00","1","1","100.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","6","6","100.00","2","2","100.00","3","3","100.00","1","1","100.00","0","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","12","10","83.33","2","1","50.00","2","2","100.00","4","4","100.00","4","3","75.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","49","8","16.33","7","3","42.86","11","0","0.00","16","2","12.50","15","3","20.00"
"10945  :  โรงพยาบาลโขงเจียม","23","17","73.91","8","6","75.00","3","2","66.67","5","3","60.00","7","6","85.71"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","74","46","62.16","29","17","58.62","14","11","78.57","17","11","64.71","14","7","50.00"
"10948  :  โรงพยาบาลนาจะหลวย","63","13","20.63","16","0","0.00","17","1","5.88","16","8","50.00","14","4","28.57"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","51","0","0.00","14","0","0.00","13","0","0.00","10","0","0.00","14","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","24","4","16.67","6","1","16.67","5","0","0.00","8","2","25.00","5","1","20.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","26","7","26.92","12","5","41.67","6","0","0.00","5","0","0.00","3","2","66.67"
"10953  :  โรงพยาบาลม่วงสามสิบ","26","5","19.23","7","0","0.00","4","1","25.00","5","1","20.00","10","3","30.00"
"10954  :  โรงพยาบาลวารินชำราบ","19","1","5.26","8","0","0.00","4","0","0.00","5","1","20.00","2","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","42","15","35.71","11","1","9.09","6","1","16.67","16","8","50.00","9","5","55.56"
"10957  :  โรงพยาบาลตาลสุม","20","2","10.00","2","1","50.00","3","0","0.00","5","1","20.00","10","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","39","29","74.36","7","6","85.71","12","9","75.00","12","7","58.33","8","7","87.50"
"10959  :  โรงพยาบาลสำโรง","30","4","13.33","9","0","0.00","7","1","14.29","5","0","0.00","9","3","33.33"
"10960  :  โรงพยาบาลดอนมดแดง","15","6","40.00","2","2","100.00","4","2","50.00","8","2","25.00","1","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","24","5","20.83","4","2","50.00","4","0","0.00","4","0","0.00","12","3","25.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","15","8","53.33","6","3","50.00","2","1","50.00","1","0","0.00","6","4","66.67"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
