"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ","หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ","หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ","หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ","หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","268","7","2.61","67","3","4.48","75","3","4.00","54","0","0.00","72","1","1.39"
"10818  :  โรงพยาบาลหนองใหญ่","46","1","2.17","14","0","0.00","7","0","0.00","9","0","0.00","16","1","6.25"
"10819  :  โรงพยาบาลบางละมุง","96","25","26.04","20","6","30.00","16","1","6.25","17","0","0.00","43","18","41.86"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","3","1","33.33","1","0","0.00","0","0","0.00","1","0","0.00","1","1","100.00"
"10821  :  โรงพยาบาลพานทอง","94","1","1.06","32","1","3.13","24","0","0.00","15","0","0.00","23","0","0.00"
"10822  :  โรงพยาบาลพนัสนิคม","46","2","4.35","12","0","0.00","11","1","9.09","8","0","0.00","15","1","6.67"
"10823  :  โรงพยาบาลแหลมฉบัง","593","47","7.93","186","9","4.84","145","0","0.00","134","6","4.48","128","32","25.00"
"10824  :  โรงพยาบาลเกาะสีชัง","27","6","22.22","6","2","33.33","4","0","0.00","7","0","0.00","10","4","40.00"
"10825  :  โรงพยาบาลสัตหีบกม10","133","33","24.81","32","8","25.00","29","1","3.45","33","4","12.12","39","20","51.28"
"10826  :  โรงพยาบาลบ่อทอง","37","3","8.11","10","0","0.00","12","1","8.33","8","0","0.00","7","2","28.57"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","20","0","0.00","8","0","0.00","7","0","0.00","3","0","0.00","2","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","467","18","3.85","138","8","5.80","124","3","2.42","132","2","1.52","73","5","6.85"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","30","1","3.33","10","0","0.00","4","0","0.00","8","0","0.00","8","1","12.50"
"28005  :  โรงพยาบาลเมืองพัทยา","87","28","32.18","28","19","67.86","22","3","13.64","25","1","4.00","12","5","41.67"
"28006  :  โรงพยาบาลเกาะจันทร์","39","3","7.69","10","0","0.00","9","0","0.00","6","0","0.00","14","3","21.43"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","71","1","1.41","24","0","0.00","19","1","5.26","17","0","0.00","11","0","0.00"
"10828  :  โรงพยาบาลบ้านฉาง","79","20","25.32","14","6","42.86","24","0","0.00","21","2","9.52","20","12","60.00"
"10829  :  โรงพยาบาลแกลง","31","0","0.00","9","0","0.00","5","0","0.00","7","0","0.00","10","0","0.00"
"10830  :  โรงพยาบาลวังจันทร์","29","4","13.79","9","2","22.22","5","0","0.00","8","0","0.00","7","2","28.57"
"10831  :  โรงพยาบาลบ้านค่าย","23","2","8.70","8","1","12.50","5","0","0.00","6","0","0.00","4","1","25.00"
"10832  :  โรงพยาบาลปลวกแดง","162","1","0.62","37","0","0.00","34","0","0.00","39","0","0.00","52","1","1.92"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","12","0","0.00","3","0","0.00","4","0","0.00","3","0","0.00","2","0","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","21","0","0.00","6","0","0.00","5","0","0.00","6","0","0.00","4","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","19","2","10.53","7","1","14.29","4","0","0.00","5","1","20.00","3","0","0.00"
"10837  :  โรงพยาบาลสองพี่น้อง","30","1","3.33","8","0","0.00","7","0","0.00","7","1","14.29","8","0","0.00"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","77","7","9.09","32","6","18.75","24","0","0.00","19","1","5.26","2","0","0.00"
"10839  :  โรงพยาบาลมะขาม","10","0","0.00","1","0","0.00","2","0","0.00","2","0","0.00","5","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","30","0","0.00","16","0","0.00","6","0","0.00","6","0","0.00","2","0","0.00"
"10843  :  โรงพยาบาลนายายอาม","16","0","0.00","7","0","0.00","5","0","0.00","2","0","0.00","2","0","0.00"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","29","2","6.90","10","2","20.00","8","0","0.00","4","0","0.00","7","0","0.00"
"10696  :  โรงพยาบาลตราด","15","1","6.67","2","0","0.00","4","0","0.00","3","0","0.00","6","1","16.67"
"10845  :  โรงพยาบาลคลองใหญ่","78","0","0.00","26","0","0.00","17","0","0.00","19","0","0.00","16","0","0.00"
"10846  :  โรงพยาบาลเขาสมิง","66","2","3.03","19","0","0.00","13","0","0.00","19","0","0.00","15","2","13.33"
"10847  :  โรงพยาบาลบ่อไร่","44","0","0.00","10","0","0.00","11","0","0.00","14","0","0.00","9","0","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","46","2","4.35","12","1","8.33","8","0","0.00","10","1","10.00","16","0","0.00"
"10849  :  โรงพยาบาลเกาะกูด","18","0","0.00","4","0","0.00","8","0","0.00","1","0","0.00","5","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","5","0","0.00","3","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","2","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","30","2","6.67","11","0","0.00","5","0","0.00","6","1","16.67","8","1","12.50"
"10850  :  โรงพยาบาลบางคล้า","73","5","6.85","17","1","5.88","14","0","0.00","27","0","0.00","15","4","26.67"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","11","0","0.00","1","0","0.00","1","0","0.00","7","0","0.00","2","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","56","8","14.29","11","0","0.00","16","0","0.00","12","0","0.00","17","8","47.06"
"10855  :  โรงพยาบาลสนามชัยเขต","33","1","3.03","11","0","0.00","10","0","0.00","6","0","0.00","6","1","16.67"
"10856  :  โรงพยาบาลแปลงยาว","87","2","2.30","24","0","0.00","20","1","5.00","21","0","0.00","22","1","4.55"
"13747  :  โรงพยาบาลราชสาส์น","51","1","1.96","14","0","0.00","13","0","0.00","11","0","0.00","13","1","7.69"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","7","0","0.00","1","0","0.00","1","0","0.00","4","0","0.00","1","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","45","0","0.00","15","0","0.00","17","0","0.00","6","0","0.00","7","0","0.00"
"10858  :  โรงพยาบาลนาดี","34","0","0.00","7","0","0.00","12","0","0.00","6","0","0.00","9","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","23","0","0.00","8","0","0.00","4","0","0.00","8","0","0.00","3","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","51","0","0.00","18","0","0.00","12","0","0.00","12","0","0.00","9","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","47","0","0.00","13","0","0.00","10","0","0.00","10","0","0.00","14","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","61","3","4.92","21","2","9.52","19","1","5.26","11","0","0.00","10","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","9","0","0.00","2","0","0.00","1","0","0.00","3","0","0.00","3","0","0.00"
"10698  :  โรงพยาบาลนครนายก","57","0","0.00","27","0","0.00","18","0","0.00","7","0","0.00","5","0","0.00"
"10863  :  โรงพยาบาลปากพลี","6","0","0.00","4","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","31","1","3.23","7","0","0.00","9","0","0.00","6","0","0.00","9","1","11.11"
"10865  :  โรงพยาบาลองครักษ์","7","0","0.00","1","0","0.00","3","0","0.00","1","0","0.00","2","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","2","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","79","8","10.13","19","0","0.00","14","0","0.00","21","2","9.52","25","6","24.00"
"10867  :  โรงพยาบาลตาพระยา","18","1","5.56","9","0","0.00","4","1","25.00","3","0","0.00","2","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","120","1","0.83","33","0","0.00","36","0","0.00","19","0","0.00","32","1","3.13"
"10869  :  โรงพยาบาลวัฒนานคร","66","7","10.61","16","4","25.00","11","0","0.00","17","0","0.00","22","3","13.64"
"10870  :  โรงพยาบาลอรัญประเทศ","47","0","0.00","28","0","0.00","11","0","0.00","5","0","0.00","3","0","0.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","38","0","0.00","14","0","0.00","9","0","0.00","9","0","0.00","6","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","49","2","4.08","14","0","0.00","12","0","0.00","12","0","0.00","11","2","18.18"
"10872  :  โรงพยาบาลเสิงสาง","47","10","21.28","15","2","13.33","9","0","0.00","11","0","0.00","12","8","66.67"
"10873  :  โรงพยาบาลคง","27","0","0.00","10","0","0.00","5","0","0.00","8","0","0.00","4","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","32","2","6.25","6","0","0.00","12","0","0.00","7","0","0.00","7","2","28.57"
"10875  :  โรงพยาบาลจักราช","59","8","13.56","19","4","21.05","12","2","16.67","14","0","0.00","14","2","14.29"
"10876  :  โรงพยาบาลโชคชัย","79","33","41.77","25","17","68.00","24","5","20.83","13","0","0.00","17","11","64.71"
"10877  :  โรงพยาบาลด่านขุนทด","50","6","12.00","11","0","0.00","14","0","0.00","10","0","0.00","15","6","40.00"
"10878  :  โรงพยาบาลโนนไทย","45","3","6.67","7","0","0.00","15","0","0.00","8","0","0.00","15","3","20.00"
"10879  :  โรงพยาบาลโนนสูง","36","2","5.56","9","1","11.11","8","0","0.00","9","0","0.00","10","1","10.00"
"10880  :  โรงพยาบาลขามสะแกแสง","23","6","26.09","11","6","54.55","9","0","0.00","2","0","0.00","1","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","25","2","8.00","7","1","14.29","6","0","0.00","5","0","0.00","7","1","14.29"
"10882  :  โรงพยาบาลประทาย","23","0","0.00","5","0","0.00","6","0","0.00","4","0","0.00","8","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","35","0","0.00","7","0","0.00","13","0","0.00","5","0","0.00","10","0","0.00"
"10884  :  โรงพยาบาลพิมาย","42","8","19.05","11","3","27.27","10","0","0.00","13","1","7.69","8","4","50.00"
"10885  :  โรงพยาบาลห้วยแถลง","37","4","10.81","9","2","22.22","11","1","9.09","11","0","0.00","6","1","16.67"
"10886  :  โรงพยาบาลชุมพวง","56","4","7.14","16","0","0.00","15","0","0.00","12","1","8.33","13","3","23.08"
"10887  :  โรงพยาบาลสูงเนิน","149","1","0.67","44","0","0.00","43","0","0.00","38","0","0.00","24","1","4.17"
"10888  :  โรงพยาบาลขามทะเลสอ","30","1","3.33","13","1","7.69","8","0","0.00","6","0","0.00","3","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","121","8","6.61","39","2","5.13","38","0","0.00","19","0","0.00","25","6","24.00"
"10890  :  โรงพยาบาลปากช่องนานา","35","0","0.00","9","0","0.00","13","0","0.00","7","0","0.00","6","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","19","0","0.00","4","0","0.00","6","0","0.00","4","0","0.00","5","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","21","1","4.76","6","0","0.00","7","1","14.29","3","0","0.00","5","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","18","3","16.67","6","0","0.00","3","0","0.00","5","0","0.00","4","3","75.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","18","2","11.11","4","0","0.00","6","1","16.67","4","1","25.00","4","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","3","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","16","1","6.25","7","0","0.00","3","0","0.00","3","0","0.00","3","1","33.33"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","35","2","5.71","11","0","0.00","8","0","0.00","10","2","20.00","6","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","58","4","6.90","24","4","16.67","13","0","0.00","16","0","0.00","5","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","6","0","0.00","3","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","4","0","0.00","1","0","0.00","1","0","0.00","1","0","0.00","1","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","11","0","0.00","3","0","0.00","3","0","0.00","1","0","0.00","4","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","40","7","17.50","21","6","28.57","15","1","6.67","3","0","0.00","1","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","6","0","0.00","2","0","0.00","1","0","0.00","2","0","0.00","1","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","15","1","6.67","6","0","0.00","3","0","0.00","1","0","0.00","5","1","20.00"
"27839  :  โรงพยาบาลบัวลาย","16","1","6.25","5","0","0.00","3","0","0.00","5","0","0.00","3","1","33.33"
"27840  :  โรงพยาบาลสีดา","14","0","0.00","1","0","0.00","2","0","0.00","5","0","0.00","6","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","20","1","5.00","5","0","0.00","7","0","0.00","5","1","20.00","3","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","100","6","6.00","26","3","11.54","28","0","0.00","17","0","0.00","29","3","10.34"
"10896  :  โรงพยาบาลกระสัง","33","2","6.06","10","1","10.00","9","0","0.00","8","1","12.50","6","0","0.00"
"10897  :  โรงพยาบาลนางรอง","105","1","0.95","40","1","2.50","27","0","0.00","17","0","0.00","21","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","38","10","26.32","11","2","18.18","9","0","0.00","9","0","0.00","9","8","88.89"
"10899  :  โรงพยาบาลละหานทราย","38","0","0.00","7","0","0.00","11","0","0.00","9","0","0.00","11","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","44","1","2.27","15","1","6.67","5","0","0.00","10","0","0.00","14","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","96","9","9.38","19","3","15.79","30","0","0.00","20","0","0.00","27","6","22.22"
"10902  :  โรงพยาบาลพุทไธสง","42","3","7.14","13","0","0.00","12","0","0.00","9","1","11.11","8","2","25.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","92","0","0.00","28","0","0.00","23","0","0.00","19","0","0.00","22","0","0.00"
"10906  :  โรงพยาบาลปะคำ","33","3","9.09","12","3","25.00","6","0","0.00","10","0","0.00","5","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","12","1","8.33","3","0","0.00","3","0","0.00","3","0","0.00","3","1","33.33"
"10908  :  โรงพยาบาลหนองหงส์","17","0","0.00","8","0","0.00","3","0","0.00","2","0","0.00","4","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","26","9","34.62","12","6","50.00","2","1","50.00","6","0","0.00","6","2","33.33"
"10910  :  โรงพยาบาลห้วยราช","17","0","0.00","8","0","0.00","2","0","0.00","3","0","0.00","4","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","30","1","3.33","11","1","9.09","11","0","0.00","6","0","0.00","2","0","0.00"
"10912  :  โรงพยาบาลชำนิ","18","0","0.00","8","0","0.00","6","0","0.00","2","0","0.00","2","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","13","2","15.38","5","0","0.00","6","0","0.00","0","0","0.00","2","2","100.00"
"10914  :  โรงพยาบาลโนนดินแดง","27","5","18.52","10","2","20.00","8","0","0.00","2","0","0.00","7","3","42.86"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","9","0","0.00","3","0","0.00","0","0","0.00","4","0","0.00","2","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","11","0","0.00","4","0","0.00","1","0","0.00","5","0","0.00","1","0","0.00"
"23578  :  โรงพยาบาลแคนดง","34","2","5.88","13","0","0.00","4","0","0.00","7","0","0.00","10","2","20.00"
"28020  :  โรงพยาบาลบ้านด่าน","39","5","12.82","11","2","18.18","9","0","0.00","8","0","0.00","11","3","27.27"
"10668  :  โรงพยาบาลสุรินทร์","56","1","1.79","8","0","0.00","10","0","0.00","10","0","0.00","28","1","3.57"
"10915  :  โรงพยาบาลชุมพลบุรี","42","13","30.95","12","4","33.33","6","2","33.33","11","1","9.09","13","6","46.15"
"10916  :  โรงพยาบาลท่าตูม","97","4","4.12","20","1","5.00","30","2","6.67","23","0","0.00","24","1","4.17"
"10917  :  โรงพยาบาลจอมพระ","37","0","0.00","9","0","0.00","9","0","0.00","12","0","0.00","7","0","0.00"
"10918  :  โรงพยาบาลปราสาท","84","17","20.24","22","10","45.45","19","0","0.00","26","0","0.00","17","7","41.18"
"10919  :  โรงพยาบาลกาบเชิง","60","4","6.67","14","0","0.00","14","0","0.00","8","0","0.00","24","4","16.67"
"10920  :  โรงพยาบาลรัตนบุรี","58","11","18.97","23","5","21.74","13","0","0.00","14","1","7.14","8","5","62.50"
"10921  :  โรงพยาบาลสนม","21","1","4.76","1","0","0.00","3","0","0.00","9","0","0.00","8","1","12.50"
"10922  :  โรงพยาบาลศีขรภูมิ","62","4","6.45","19","0","0.00","15","1","6.67","14","0","0.00","14","3","21.43"
"10923  :  โรงพยาบาลสังขะ","59","9","15.25","18","7","38.89","9","0","0.00","22","0","0.00","10","2","20.00"
"10924  :  โรงพยาบาลลำดวน","50","1","2.00","15","0","0.00","20","1","5.00","11","0","0.00","4","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","22","1","4.55","9","0","0.00","7","0","0.00","5","0","0.00","1","1","100.00"
"10926  :  โรงพยาบาลบัวเชด","66","1","1.52","15","1","6.67","13","0","0.00","25","0","0.00","13","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","4","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00","1","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","18","3","16.67","2","0","0.00","3","0","0.00","6","0","0.00","7","3","42.86"
"27842  :  โรงพยาบาลเขวาสินรินทร์","8","0","0.00","0","0","0.00","4","0","0.00","3","0","0.00","1","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","11","2","18.18","4","2","50.00","3","0","0.00","2","0","0.00","2","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","5","1","20.00","2","1","50.00","2","0","0.00","1","0","0.00","0","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","29","4","13.79","6","0","0.00","5","0","0.00","8","0","0.00","10","4","40.00"
"10927  :  โรงพยาบาลยางชุมน้อย","8","1","12.50","2","0","0.00","4","0","0.00","1","0","0.00","1","1","100.00"
"10928  :  โรงพยาบาลกันทรารมย์","34","7","20.59","10","1","10.00","10","2","20.00","5","0","0.00","9","4","44.44"
"10929  :  โรงพยาบาลกันทรลักษ์","73","8","10.96","19","0","0.00","19","0","0.00","19","2","10.53","16","6","37.50"
"10930  :  โรงพยาบาลขุขันธ์","49","2","4.08","10","0","0.00","11","0","0.00","7","0","0.00","21","2","9.52"
"10931  :  โรงพยาบาลไพรบึง","77","17","22.08","18","9","50.00","23","1","4.35","23","0","0.00","13","7","53.85"
"10932  :  โรงพยาบาลปรางค์กู่","20","1","5.00","10","0","0.00","3","0","0.00","4","0","0.00","3","1","33.33"
"10933  :  โรงพยาบาลขุนหาญ","37","9","24.32","7","2","28.57","8","0","0.00","10","2","20.00","12","5","41.67"
"10934  :  โรงพยาบาลราษีไศล","29","0","0.00","12","0","0.00","3","0","0.00","6","0","0.00","8","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","26","4","15.38","11","0","0.00","8","0","0.00","2","0","0.00","5","4","80.00"
"10936  :  โรงพยาบาลบึงบูรพ์","12","4","33.33","3","2","66.67","2","0","0.00","3","0","0.00","4","2","50.00"
"10937  :  โรงพยาบาลห้วยทับทัน","19","4","21.05","5","0","0.00","6","0","0.00","2","0","0.00","6","4","66.67"
"10938  :  โรงพยาบาลโนนคูณ","9","2","22.22","3","0","0.00","3","0","0.00","0","0","0.00","3","2","66.67"
"10939  :  โรงพยาบาลศรีรัตนะ","17","8","47.06","5","0","0.00","3","0","0.00","2","1","50.00","7","7","100.00"
"10940  :  โรงพยาบาลวังหิน","24","8","33.33","6","3","50.00","6","0","0.00","6","1","16.67","6","4","66.67"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","12","0","0.00","5","0","0.00","2","0","0.00","4","0","0.00","1","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","41","5","12.20","9","0","0.00","13","0","0.00","8","0","0.00","11","5","45.45"
"10943  :  โรงพยาบาลเมืองจันทร์","7","2","28.57","1","0","0.00","0","0","0.00","3","0","0.00","3","2","66.67"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","12","0","0.00","5","0","0.00","4","0","0.00","1","0","0.00","2","0","0.00"
"28014  :  โรงพยาบาลพยุห์","11","0","0.00","2","0","0.00","2","0","0.00","2","0","0.00","5","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","2","1","50.00","0","0","0.00","1","0","0.00","0","0","0.00","1","1","100.00"
"28016  :  โรงพยาบาลศิลาลาด","8","0","0.00","3","0","0.00","2","0","0.00","2","0","0.00","1","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","41","0","0.00","11","0","0.00","9","0","0.00","9","0","0.00","12","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","88","2","2.27","23","1","4.35","24","0","0.00","14","0","0.00","27","1","3.70"
"10948  :  โรงพยาบาลนาจะหลวย","60","0","0.00","15","0","0.00","16","0","0.00","14","0","0.00","15","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","55","4","7.27","19","0","0.00","11","0","0.00","11","1","9.09","14","3","21.43"
"10951  :  โรงพยาบาลตระการพืชผล","43","2","4.65","11","1","9.09","15","0","0.00","10","0","0.00","7","1","14.29"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","37","0","0.00","9","0","0.00","6","0","0.00","8","0","0.00","14","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","34","0","0.00","13","0","0.00","8","0","0.00","6","0","0.00","7","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","29","1","3.45","7","1","14.29","8","0","0.00","5","0","0.00","9","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","36","11","30.56","9","7","77.78","8","0","0.00","7","0","0.00","12","4","33.33"
"10959  :  โรงพยาบาลสำโรง","57","2","3.51","11","2","18.18","17","0","0.00","15","0","0.00","14","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","23","3","13.04","7","3","42.86","4","0","0.00","8","0","0.00","4","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","70","9","12.86","20","4","20.00","14","0","0.00","17","1","5.88","19","4","21.05"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","35","3","8.57","8","0","0.00","10","1","10.00","9","0","0.00","8","2","25.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
