"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ"
"13817  :  โรงพยาบาลเขาฉกรรจ์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10873  :  โรงพยาบาลคง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10875  :  โรงพยาบาลจักราช","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10882  :  โรงพยาบาลประทาย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10884  :  โรงพยาบาลพิมาย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27840  :  โรงพยาบาลสีดา","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10896  :  โรงพยาบาลกระสัง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10897  :  โรงพยาบาลนางรอง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10906  :  โรงพยาบาลปะคำ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10912  :  โรงพยาบาลชำนิ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"23578  :  โรงพยาบาลแคนดง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10917  :  โรงพยาบาลจอมพระ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10918  :  โรงพยาบาลปราสาท","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10921  :  โรงพยาบาลสนม","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10923  :  โรงพยาบาลสังขะ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10924  :  โรงพยาบาลลำดวน","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10931  :  โรงพยาบาลไพรบึง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10940  :  โรงพยาบาลวังหิน","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"28014  :  โรงพยาบาลพยุห์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10959  :  โรงพยาบาลสำโรง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10701  :  โรงพยาบาลยโสธร","955","393","0","0","393","41.15","235","118","0","0","118","50.21","172","85","0","0","85","49.42","214","82","0","0","82","38.32","334","108","0","0","108","32.34"
"10963  :  โรงพยาบาลทรายมูล","179","38","0","0","38","21.23","46","13","0","0","13","28.26","28","10","0","0","10","35.71","38","7","0","0","7","18.42","67","8","0","0","8","11.94"
"10964  :  โรงพยาบาลกุดชุม","138","45","0","0","45","32.61","17","6","0","0","6","35.29","32","12","0","0","12","37.50","41","12","0","0","12","29.27","48","15","0","0","15","31.25"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","74","19","0","0","19","25.68","16","5","0","0","5","31.25","12","3","0","0","3","25.00","30","8","0","0","8","26.67","16","3","0","0","3","18.75"
"10966  :  โรงพยาบาลป่าติ้ว","20","6","0","0","6","30.00","5","1","0","0","1","20.00","5","3","0","0","3","60.00","5","1","0","0","1","20.00","5","1","0","0","1","20.00"
