"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"รวม I60-I69","I60-I62","I63","I64-I69","รวม I60-I69","I60-I62","I63","I64-I69","รวม I60-I69","I60-I62","I63","I64-I69","รวม I60-I69","I60-I62","I63","I64-I69","รวม I60-I69","I60-I62","I63","I64-I69"
"B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ"
"10819  :  โรงพยาบาลบางละมุง","526","28","5.32","74","16","21.62","441","11","2.49","11","1","9.09","118","5","4.24","13","4","30.77","102","1","0.98","3","0","0.00","140","6","4.29","22","2","9.09","117","4","3.42","1","0","0.00","139","8","5.76","16","5","31.25","121","3","2.48","2","0","0.00","129","9","6.98","23","5","21.74","101","3","2.97","5","1","20.00"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","48","1","2.08","0","0","0.00","20","0","0.00","28","1","3.57","12","0","0.00","0","0","0.00","11","0","0.00","1","0","0.00","14","0","0.00","0","0","0.00","5","0","0.00","9","0","0.00","10","0","0.00","0","0","0.00","2","0","0.00","8","0","0.00","12","1","8.33","0","0","0.00","2","0","0.00","10","1","10.00"
"10821  :  โรงพยาบาลพานทอง","180","11","6.11","22","6","27.27","32","1","3.13","139","5","3.60","32","3","9.38","2","0","0.00","7","1","14.29","23","2","8.70","52","3","5.77","8","2","25.00","8","0","0.00","43","1","2.33","49","1","2.04","4","1","25.00","15","0","0.00","32","0","0.00","47","4","8.51","8","3","37.50","2","0","0.00","41","2","4.88"
"10822  :  โรงพยาบาลพนัสนิคม","303","22","7.26","41","11","26.83","235","10","4.26","101","3","2.97","46","3","6.52","8","1","12.50","36","2","5.56","5","0","0.00","102","9","8.82","21","6","28.57","69","3","4.35","57","2","3.51","61","5","8.20","5","2","40.00","46","3","6.52","22","0","0.00","94","5","5.32","7","2","28.57","84","2","2.38","17","1","5.88"
"10823  :  โรงพยาบาลแหลมฉบัง","210","13","6.19","29","8","27.59","112","4","3.57","69","1","1.45","48","4","8.33","7","4","57.14","21","0","0.00","20","0","0.00","51","5","9.80","6","2","33.33","27","3","11.11","18","0","0.00","56","3","5.36","9","2","22.22","34","1","2.94","13","0","0.00","55","1","1.82","7","0","0.00","30","0","0.00","18","1","5.56"
"10824  :  โรงพยาบาลเกาะสีชัง","9","0","0.00","0","0","0.00","5","0","0.00","4","0","0.00","3","0","0.00","0","0","0.00","3","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","3","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00"
"10825  :  โรงพยาบาลสัตหีบกม10","126","9","7.14","29","8","27.59","86","1","1.16","25","1","4.00","28","2","7.14","9","1","11.11","17","1","5.88","3","0","0.00","33","3","9.09","6","3","50.00","23","0","0.00","6","0","0.00","34","2","5.88","8","2","25.00","22","0","0.00","8","0","0.00","31","2","6.45","6","2","33.33","24","0","0.00","8","1","12.50"
"10826  :  โรงพยาบาลบ่อทอง","90","5","5.56","12","2","16.67","29","0","0.00","57","3","5.26","23","2","8.70","5","1","20.00","5","0","0.00","15","1","6.67","23","2","8.70","2","1","50.00","7","0","0.00","18","1","5.56","21","1","4.76","3","0","0.00","5","0","0.00","15","1","6.67","23","0","0.00","2","0","0.00","12","0","0.00","9","0","0.00"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","602","61","10.13","220","46","20.91","365","13","3.56","19","2","10.53","125","10","8.00","38","8","21.05","81","2","2.47","6","0","0.00","136","12","8.82","49","8","16.33","82","3","3.66","5","1","20.00","161","19","11.80","61","14","22.95","95","5","5.26","6","0","0.00","180","20","11.11","72","16","22.22","107","3","2.80","2","1","50.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","89","8","8.99","30","6","20.00","46","1","2.17","13","1","7.69","20","3","15.00","5","2","40.00","10","0","0.00","5","1","20.00","18","0","0.00","8","0","0.00","8","0","0.00","2","0","0.00","25","2","8.00","5","2","40.00","19","0","0.00","1","0","0.00","26","3","11.54","12","2","16.67","9","1","11.11","5","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","82","6","7.32","15","6","40.00","54","0","0.00","13","0","0.00","17","2","11.76","5","2","40.00","12","0","0.00","0","0","0.00","21","0","0.00","4","0","0.00","12","0","0.00","5","0","0.00","26","2","7.69","3","2","66.67","19","0","0.00","4","0","0.00","18","2","11.11","3","2","66.67","11","0","0.00","4","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","61","4","6.56","6","1","16.67","7","3","42.86","50","0","0.00","7","0","0.00","1","0","0.00","0","0","0.00","6","0","0.00","18","2","11.11","0","0","0.00","4","2","50.00","15","0","0.00","16","2","12.50","2","1","50.00","3","1","33.33","12","0","0.00","20","0","0.00","3","0","0.00","0","0","0.00","17","0","0.00"
"10663  :  โรงพยาบาลระยอง","1,333","216","16.20","553","174","31.46","746","41","5.50","34","1","2.94","328","63","19.21","162","49","30.25","163","14","8.59","3","0","0.00","332","52","15.66","135","45","33.33","183","6","3.28","14","1","7.14","322","52","16.15","118","40","33.90","193","12","6.22","11","0","0.00","351","49","13.96","138","40","28.99","207","9","4.35","6","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","105","2","1.90","3","1","33.33","75","1","1.33","28","0","0.00","24","0","0.00","1","0","0.00","16","0","0.00","7","0","0.00","18","1","5.56","1","1","100.00","12","0","0.00","6","0","0.00","29","0","0.00","0","0","0.00","25","0","0.00","4","0","0.00","34","1","2.94","1","0","0.00","22","1","4.55","11","0","0.00"
"10828  :  โรงพยาบาลบ้านฉาง","60","1","1.67","6","0","0.00","48","1","2.08","6","0","0.00","15","0","0.00","1","0","0.00","12","0","0.00","2","0","0.00","14","1","7.14","2","0","0.00","10","1","10.00","2","0","0.00","17","0","0.00","2","0","0.00","14","0","0.00","1","0","0.00","14","0","0.00","1","0","0.00","12","0","0.00","1","0","0.00"
"10829  :  โรงพยาบาลแกลง","402","9","2.24","15","4","26.67","299","5","1.67","88","0","0.00","111","3","2.70","3","2","66.67","48","1","2.08","60","0","0.00","98","3","3.06","3","1","33.33","82","2","2.44","13","0","0.00","109","3","2.75","4","1","25.00","96","2","2.08","9","0","0.00","84","0","0.00","5","0","0.00","73","0","0.00","6","0","0.00"
"10830  :  โรงพยาบาลวังจันทร์","17","0","0.00","2","0","0.00","12","0","0.00","3","0","0.00","6","0","0.00","0","0","0.00","5","0","0.00","1","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","7","0","0.00","1","0","0.00","6","0","0.00","0","0","0.00"
"10831  :  โรงพยาบาลบ้านค่าย","11","0","0.00","0","0","0.00","5","0","0.00","9","0","0.00","2","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00","3","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00","4","0","0.00","0","0","0.00","1","0","0.00","4","0","0.00","2","0","0.00","0","0","0.00","2","0","0.00","1","0","0.00"
"10832  :  โรงพยาบาลปลวกแดง","45","3","6.67","5","1","20.00","38","1","2.63","4","1","25.00","14","0","0.00","2","0","0.00","11","0","0.00","1","0","0.00","12","2","16.67","1","0","0.00","10","1","10.00","2","1","50.00","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","18","1","5.56","2","1","50.00","16","0","0.00","1","0","0.00"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","14","1","7.14","1","0","0.00","10","1","10.00","7","0","0.00","3","0","0.00","0","0","0.00","1","0","0.00","3","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","6","1","16.67","0","0","0.00","5","1","20.00","1","0","0.00","4","0","0.00","1","0","0.00","3","0","0.00","2","0","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","2","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","1,767","194","10.98","499","142","28.46","1,208","51","4.22","64","3","4.69","442","53","11.99","138","41","29.71","294","12","4.08","10","0","0.00","455","58","12.75","135","42","31.11","306","16","5.23","17","2","11.76","418","42","10.05","101","27","26.73","298","15","5.03","19","0","0.00","452","41","9.07","125","32","25.60","310","8","2.58","18","1","5.56"
"10834  :  โรงพยาบาลขลุง","60","5","8.33","8","3","37.50","19","0","0.00","33","2","6.06","14","2","14.29","2","1","50.00","4","0","0.00","8","1","12.50","14","1","7.14","1","0","0.00","4","0","0.00","9","1","11.11","15","1","6.67","3","1","33.33","3","0","0.00","9","0","0.00","17","1","5.88","2","1","50.00","8","0","0.00","7","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","38","3","7.89","5","0","0.00","14","2","14.29","19","1","5.26","13","1","7.69","2","0","0.00","2","0","0.00","9","1","11.11","5","1","20.00","2","0","0.00","1","1","100.00","2","0","0.00","6","0","0.00","0","0","0.00","3","0","0.00","3","0","0.00","14","1","7.14","1","0","0.00","8","1","12.50","5","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","17","1","5.88","2","1","50.00","6","0","0.00","14","1","7.14","4","1","25.00","1","1","100.00","1","0","0.00","3","1","33.33","5","0","0.00","1","0","0.00","2","0","0.00","4","0","0.00","5","0","0.00","0","0","0.00","2","0","0.00","4","0","0.00","3","0","0.00","0","0","0.00","1","0","0.00","3","0","0.00"
"10837  :  โรงพยาบาลสองพี่น้อง","23","2","8.70","2","1","50.00","9","1","11.11","15","0","0.00","5","1","20.00","1","1","100.00","3","0","0.00","2","0","0.00","3","0","0.00","0","0","0.00","0","0","0.00","3","0","0.00","10","1","10.00","0","0","0.00","4","1","25.00","6","0","0.00","5","0","0.00","1","0","0.00","2","0","0.00","4","0","0.00"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","79","4","5.06","8","2","25.00","54","2","3.70","20","0","0.00","17","0","0.00","0","0","0.00","13","0","0.00","4","0","0.00","23","1","4.35","4","0","0.00","16","1","6.25","6","0","0.00","18","1","5.56","0","0","0.00","14","1","7.14","4","0","0.00","21","2","9.52","4","2","50.00","11","0","0.00","6","0","0.00"
"10839  :  โรงพยาบาลมะขาม","63","7","11.11","14","5","35.71","42","2","4.76","7","0","0.00","16","4","25.00","4","2","50.00","11","2","18.18","1","0","0.00","14","0","0.00","3","0","0.00","8","0","0.00","3","0","0.00","13","1","7.69","2","1","50.00","9","0","0.00","2","0","0.00","20","2","10.00","5","2","40.00","14","0","0.00","1","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","44","3","6.82","6","2","33.33","16","0","0.00","22","1","4.55","10","1","10.00","2","1","50.00","6","0","0.00","2","0","0.00","6","1","16.67","2","1","50.00","2","0","0.00","2","0","0.00","17","1","5.88","1","0","0.00","6","0","0.00","10","1","10.00","11","0","0.00","1","0","0.00","2","0","0.00","8","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","97","9","9.28","19","2","10.53","71","6","8.45","12","2","16.67","34","4","11.76","5","1","20.00","27","3","11.11","5","0","0.00","14","3","21.43","1","1","100.00","12","1","8.33","2","1","50.00","22","1","4.55","5","0","0.00","15","1","6.67","3","1","33.33","27","1","3.70","8","0","0.00","17","1","5.88","2","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","52","1","1.92","11","0","0.00","38","1","2.63","9","0","0.00","11","0","0.00","2","0","0.00","8","0","0.00","2","0","0.00","15","0","0.00","3","0","0.00","11","0","0.00","3","0","0.00","13","1","7.69","3","0","0.00","9","1","11.11","2","0","0.00","13","0","0.00","3","0","0.00","10","0","0.00","2","0","0.00"
"10843  :  โรงพยาบาลนายายอาม","52","1","1.92","12","1","8.33","12","0","0.00","35","1","2.86","8","0","0.00","1","0","0.00","4","0","0.00","4","0","0.00","17","0","0.00","6","0","0.00","4","0","0.00","10","0","0.00","13","0","0.00","0","0","0.00","3","0","0.00","11","0","0.00","14","1","7.14","5","1","20.00","1","0","0.00","10","1","10.00"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","17","1","5.88","1","1","100.00","1","0","0.00","15","0","0.00","6","0","0.00","0","0","0.00","0","0","0.00","6","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","5","0","0.00","0","0","0.00","0","0","0.00","5","0","0.00","5","1","20.00","1","1","100.00","0","0","0.00","4","0","0.00"
"10696  :  โรงพยาบาลตราด","671","87","12.97","167","59","35.33","480","26","5.42","24","2","8.33","164","19","11.59","41","14","34.15","118","5","4.24","5","0","0.00","183","26","14.21","48","17","35.42","127","8","6.30","8","1","12.50","161","17","10.56","39","11","28.21","118","6","5.08","4","0","0.00","163","25","15.34","39","17","43.59","117","7","5.98","7","1","14.29"
"10845  :  โรงพยาบาลคลองใหญ่","10","0","0.00","1","0","0.00","5","0","0.00","4","0","0.00","2","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","5","0","0.00","1","0","0.00","4","0","0.00","0","0","0.00"
"10846  :  โรงพยาบาลเขาสมิง","17","1","5.88","7","0","0.00","8","1","12.50","2","0","0.00","6","0","0.00","1","0","0.00","4","0","0.00","1","0","0.00","3","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","4","0","0.00","2","0","0.00","1","0","0.00","1","0","0.00","4","1","25.00","2","0","0.00","2","1","50.00","0","0","0.00"
"10847  :  โรงพยาบาลบ่อไร่","20","0","0.00","7","0","0.00","6","0","0.00","8","0","0.00","6","0","0.00","3","0","0.00","0","0","0.00","4","0","0.00","5","0","0.00","1","0","0.00","2","0","0.00","2","0","0.00","3","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00","6","0","0.00","2","0","0.00","2","0","0.00","2","0","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","8","0","0.00","3","0","0.00","2","0","0.00","3","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","3","0","0.00","2","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00"
"10849  :  โรงพยาบาลเกาะกูด","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","2","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","1,428","193","13.52","419","144","34.37","972","48","4.94","37","1","2.70","335","31","9.25","94","21","22.34","237","10","4.22","4","0","0.00","369","69","18.70","124","51","41.13","238","18","7.56","7","0","0.00","349","42","12.03","93","34","36.56","246","8","3.25","10","0","0.00","375","51","13.60","108","38","35.19","251","12","4.78","16","1","6.25"
"10833  :  โรงพยาบาลท่าตะเกียบ","57","0","0.00","7","0","0.00","10","0","0.00","45","0","0.00","20","0","0.00","4","0","0.00","4","0","0.00","15","0","0.00","13","0","0.00","0","0","0.00","1","0","0.00","12","0","0.00","9","0","0.00","3","0","0.00","2","0","0.00","4","0","0.00","15","0","0.00","0","0","0.00","3","0","0.00","14","0","0.00"
"10850  :  โรงพยาบาลบางคล้า","81","1","1.23","11","0","0.00","67","1","1.49","15","0","0.00","15","0","0.00","0","0","0.00","15","0","0.00","1","0","0.00","13","0","0.00","2","0","0.00","10","0","0.00","3","0","0.00","18","0","0.00","3","0","0.00","15","0","0.00","3","0","0.00","35","1","2.86","6","0","0.00","27","1","3.70","8","0","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","100","1","1.00","4","0","0.00","65","1","1.54","34","0","0.00","26","0","0.00","1","0","0.00","10","0","0.00","16","0","0.00","24","1","4.17","2","0","0.00","17","1","5.88","5","0","0.00","24","0","0.00","0","0","0.00","15","0","0.00","10","0","0.00","26","0","0.00","1","0","0.00","23","0","0.00","3","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","134","1","0.75","12","0","0.00","38","0","0.00","108","1","0.93","40","0","0.00","4","0","0.00","15","0","0.00","33","0","0.00","37","0","0.00","3","0","0.00","9","0","0.00","29","0","0.00","27","0","0.00","2","0","0.00","8","0","0.00","21","0","0.00","30","1","3.33","3","0","0.00","6","0","0.00","25","1","4.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","54","1","1.85","3","0","0.00","22","0","0.00","36","1","2.78","14","0","0.00","1","0","0.00","7","0","0.00","6","0","0.00","8","1","12.50","1","0","0.00","5","0","0.00","6","1","16.67","14","0","0.00","0","0","0.00","6","0","0.00","8","0","0.00","18","0","0.00","1","0","0.00","4","0","0.00","16","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","235","6","2.55","16","0","0.00","86","1","1.16","140","5","3.57","57","1","1.75","5","0","0.00","23","0","0.00","29","1","3.45","48","0","0.00","3","0","0.00","10","0","0.00","35","0","0.00","69","3","4.35","6","0","0.00","17","1","5.88","46","2","4.35","61","2","3.28","2","0","0.00","36","0","0.00","30","2","6.67"
"10855  :  โรงพยาบาลสนามชัยเขต","126","3","2.38","14","0","0.00","24","1","4.17","90","2","2.22","38","1","2.63","4","0","0.00","5","1","20.00","29","0","0.00","39","1","2.56","6","0","0.00","3","0","0.00","32","1","3.13","22","0","0.00","2","0","0.00","6","0","0.00","14","0","0.00","27","1","3.70","2","0","0.00","10","0","0.00","15","1","6.67"
"10856  :  โรงพยาบาลแปลงยาว","71","0","0.00","10","0","0.00","35","0","0.00","26","0","0.00","22","0","0.00","1","0","0.00","5","0","0.00","16","0","0.00","21","0","0.00","4","0","0.00","7","0","0.00","10","0","0.00","15","0","0.00","3","0","0.00","12","0","0.00","0","0","0.00","13","0","0.00","2","0","0.00","11","0","0.00","0","0","0.00"
"13747  :  โรงพยาบาลราชสาส์น","14","0","0.00","0","0","0.00","11","0","0.00","3","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","3","0","0.00","0","0","0.00","2","0","0.00","1","0","0.00","7","0","0.00","0","0","0.00","7","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","4","0","0.00","1","0","0.00","3","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00","2","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","963","142","14.75","298","103","34.56","629","37","5.88","36","2","5.56","230","40","17.39","85","26","30.59","138","14","10.14","7","0","0.00","233","38","16.31","80","29","36.25","144","8","5.56","9","1","11.11","241","30","12.45","51","18","35.29","180","11","6.11","10","1","10.00","259","34","13.13","82","30","36.59","167","4","2.40","10","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","356","48","13.48","86","35","40.70","262","12","4.58","8","1","12.50","70","9","12.86","14","6","42.86","55","3","5.45","1","0","0.00","102","14","13.73","23","9","39.13","75","4","5.33","4","1","25.00","94","14","14.89","22","12","54.55","69","2","2.90","3","0","0.00","90","11","12.22","27","8","29.63","63","3","4.76","0","0","0.00"
"10858  :  โรงพยาบาลนาดี","73","1","1.37","15","1","6.67","37","0","0.00","21","0","0.00","13","0","0.00","5","0","0.00","5","0","0.00","3","0","0.00","18","0","0.00","3","0","0.00","8","0","0.00","7","0","0.00","22","1","4.55","5","1","20.00","13","0","0.00","4","0","0.00","20","0","0.00","2","0","0.00","11","0","0.00","7","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","8","0","0.00","1","0","0.00","1","0","0.00","6","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","3","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","15","0","0.00","1","0","0.00","1","0","0.00","13","0","0.00","3","0","0.00","0","0","0.00","0","0","0.00","3","0","0.00","4","0","0.00","0","0","0.00","0","0","0.00","4","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","6","0","0.00","1","0","0.00","1","0","0.00","4","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","7","0","0.00","2","0","0.00","2","0","0.00","3","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","4","0","0.00","1","0","0.00","1","0","0.00","2","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","25","1","4.00","5","1","20.00","11","0","0.00","9","0","0.00","6","0","0.00","2","0","0.00","2","0","0.00","2","0","0.00","9","0","0.00","2","0","0.00","4","0","0.00","3","0","0.00","7","1","14.29","1","1","100.00","4","0","0.00","2","0","0.00","3","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00"
"10698  :  โรงพยาบาลนครนายก","689","85","12.34","210","48","22.86","442","34","7.69","39","3","7.69","173","29","16.76","61","17","27.87","106","11","10.38","6","1","16.67","164","17","10.37","44","9","20.45","113","8","7.08","7","0","0.00","181","19","10.50","49","10","20.41","115","7","6.09","19","2","10.53","171","20","11.70","56","12","21.43","108","8","7.41","7","0","0.00"
"10863  :  โรงพยาบาลปากพลี","32","1","3.13","1","0","0.00","14","0","0.00","17","1","5.88","6","0","0.00","1","0","0.00","1","0","0.00","4","0","0.00","8","0","0.00","0","0","0.00","3","0","0.00","5","0","0.00","10","0","0.00","0","0","0.00","8","0","0.00","2","0","0.00","8","1","12.50","0","0","0.00","2","0","0.00","6","1","16.67"
"10864  :  โรงพยาบาลบ้านนา","61","2","3.28","6","0","0.00","5","0","0.00","50","2","4.00","19","1","5.26","2","0","0.00","0","0","0.00","17","1","5.88","5","0","0.00","1","0","0.00","0","0","0.00","4","0","0.00","18","1","5.56","0","0","0.00","0","0","0.00","18","1","5.56","19","0","0.00","3","0","0.00","5","0","0.00","11","0","0.00"
"10865  :  โรงพยาบาลองครักษ์","49","0","0.00","2","0","0.00","33","0","0.00","14","0","0.00","10","0","0.00","0","0","0.00","9","0","0.00","1","0","0.00","12","0","0.00","1","0","0.00","11","0","0.00","0","0","0.00","10","0","0.00","0","0","0.00","6","0","0.00","4","0","0.00","17","0","0.00","1","0","0.00","7","0","0.00","9","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","2","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","231","0","0.00","63","0","0.00","132","0","0.00","36","0","0.00","54","0","0.00","13","0","0.00","31","0","0.00","10","0","0.00","64","0","0.00","15","0","0.00","41","0","0.00","8","0","0.00","56","0","0.00","19","0","0.00","26","0","0.00","11","0","0.00","57","0","0.00","16","0","0.00","34","0","0.00","7","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","895","105","11.73","292","68","23.29","591","37","6.26","12","0","0.00","184","15","8.15","58","10","17.24","124","5","4.03","2","0","0.00","208","33","15.87","69","20","28.99","136","13","9.56","3","0","0.00","221","27","12.22","68","18","26.47","150","9","6.00","3","0","0.00","282","30","10.64","97","20","20.62","181","10","5.52","4","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","14","0","0.00","1","0","0.00","1","0","0.00","12","0","0.00","3","0","0.00","0","0","0.00","0","0","0.00","3","0","0.00","6","0","0.00","0","0","0.00","0","0","0.00","6","0","0.00","4","0","0.00","0","0","0.00","1","0","0.00","3","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","41","3","7.32","7","2","28.57","22","0","0.00","24","2","8.33","5","0","0.00","1","0","0.00","2","0","0.00","4","0","0.00","12","1","8.33","3","1","33.33","7","0","0.00","8","1","12.50","8","1","12.50","0","0","0.00","4","0","0.00","6","1","16.67","16","1","6.25","3","1","33.33","9","0","0.00","6","0","0.00"
