"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ"
"10854  :  โรงพยาบาลพนมสารคาม","184","3","0","1","4","2.17","59","1","0","0","1","1.69","58","1","0","0","1","1.72","39","0","0","1","1","2.56","28","1","0","0","1","3.57"
"10855  :  โรงพยาบาลสนามชัยเขต","58","3","0","1","4","6.90","19","1","0","0","1","5.26","6","0","0","0","0","0.00","18","0","0","0","0","0.00","15","2","0","1","3","20.00"
"10856  :  โรงพยาบาลแปลงยาว","11","1","0","0","1","9.09","5","1","0","0","1","20.00","3","0","0","0","0","0.00","2","0","0","0","0","0.00","1","0","0","0","0","0.00"
"13747  :  โรงพยาบาลราชสาส์น","5","1","0","0","1","20.00","0","0","0","0","0","0.00","4","0","0","0","0","0.00","1","1","0","0","1","100.00","0","0","0","0","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","11","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00","7","0","0","0","0","0.00","2","0","0","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","410","145","2","3","148","36.10","98","25","0","0","25","25.51","88","35","1","2","37","42.05","125","48","0","1","49","39.20","99","37","1","0","37","37.37"
"10857  :  โรงพยาบาลกบินทร์บุรี","193","83","0","0","83","43.01","37","16","0","0","16","43.24","58","21","0","0","21","36.21","65","27","0","0","27","41.54","33","19","0","0","19","57.58"
"10858  :  โรงพยาบาลนาดี","43","9","0","0","9","20.93","10","1","0","0","1","10.00","10","1","0","0","1","10.00","11","5","0","0","5","45.45","12","2","0","0","2","16.67"
"10859  :  โรงพยาบาลบ้านสร้าง","13","0","0","0","0","0.00","2","0","0","0","0","0.00","5","0","0","0","0","0.00","4","0","0","0","0","0.00","2","0","0","0","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","6","0","0","0","0","0.00","4","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","20","0","0","0","0","0.00","5","0","0","0","0","0.00","1","0","0","0","0","0.00","10","0","0","0","0","0.00","4","0","0","0","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","15","1","0","0","1","6.67","2","0","0","0","0","0.00","7","1","0","0","1","14.29","0","0","0","0","0","0.00","6","0","0","0","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","21","7","0","0","7","33.33","6","1","0","0","1","16.67","4","2","0","0","2","50.00","3","2","0","0","2","66.67","8","2","0","0","2","25.00"
"10698  :  โรงพยาบาลนครนายก","167","72","0","2","74","44.31","43","16","0","1","17","39.53","55","28","0","1","29","52.73","49","23","0","0","23","46.94","20","5","0","0","5","25.00"
"10863  :  โรงพยาบาลปากพลี","17","1","0","0","1","5.88","5","0","0","0","0","0.00","4","1","0","0","1","25.00","4","0","0","0","0","0.00","4","0","0","0","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","33","1","0","0","1","3.03","8","0","0","0","0","0.00","10","0","0","0","0","0.00","10","1","0","0","1","10.00","5","0","0","0","0","0.00"
"10865  :  โรงพยาบาลองครักษ์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","3","1","0","0","1","33.33","2","1","0","0","1","50.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","284","0","0","0","0","0.00","66","0","0","0","0","0.00","49","0","0","0","0","0.00","85","0","0","0","0","0.00","84","0","0","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","395","180","0","4","184","46.58","94","54","0","0","54","57.45","84","42","0","0","42","50.00","105","46","0","3","49","46.67","112","38","0","1","39","34.82"
"10866  :  โรงพยาบาลคลองหาด","17","1","0","1","2","11.76","1","0","0","1","1","100.00","3","0","0","0","0","0.00","8","0","0","0","0","0.00","5","1","0","0","1","20.00"
"10867  :  โรงพยาบาลตาพระยา","25","0","0","2","2","8.00","4","0","0","0","0","0.00","10","0","0","2","2","20.00","5","0","0","0","0","0.00","6","0","0","0","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","35","4","0","0","4","11.43","5","1","0","0","1","20.00","14","0","0","0","0","0.00","8","2","0","0","2","25.00","8","1","0","0","1","12.50"
"10869  :  โรงพยาบาลวัฒนานคร","31","3","0","0","3","9.68","11","0","0","0","0","0.00","7","2","0","0","2","28.57","9","0","0","0","0","0.00","4","1","0","0","1","25.00"
"10870  :  โรงพยาบาลอรัญประเทศ","74","34","0","1","35","47.30","24","11","0","0","11","45.83","9","5","0","0","5","55.56","18","12","0","0","12","66.67","23","6","0","1","7","30.43"
"13817  :  โรงพยาบาลเขาฉกรรจ์","12","2","0","0","2","16.67","3","0","0","0","0","0.00","3","1","0","0","1","33.33","4","1","0","0","1","25.00","2","0","0","0","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","1,707","835","3","21","856","50.15","470","226","1","5","231","49.15","356","177","0","4","181","50.84","528","265","0","5","270","51.14","353","167","2","7","174","49.29"
"10871  :  โรงพยาบาลครบุรี","94","11","0","0","11","11.70","23","1","0","0","1","4.35","30","4","0","0","4","13.33","22","3","0","0","3","13.64","19","3","0","0","3","15.79"
"10872  :  โรงพยาบาลเสิงสาง","39","3","0","1","4","10.26","7","0","0","0","0","0.00","14","0","0","1","1","7.14","7","1","0","0","1","14.29","11","2","0","0","2","18.18"
"10873  :  โรงพยาบาลคง","15","2","0","0","2","13.33","7","0","0","0","0","0.00","7","2","0","0","2","28.57","0","0","0","0","0","0.00","1","0","0","0","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","48","3","0","2","5","10.42","21","2","0","1","3","14.29","12","1","0","1","2","16.67","11","0","0","0","0","0.00","4","0","0","0","0","0.00"
"10875  :  โรงพยาบาลจักราช","54","2","0","0","2","3.70","14","0","0","0","0","0.00","10","0","0","0","0","0.00","17","2","0","0","2","11.76","13","0","0","0","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","55","1","0","0","1","1.82","17","0","0","0","0","0.00","8","0","0","0","0","0.00","15","1","0","0","1","6.67","15","0","0","0","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","127","4","0","1","5","3.94","25","0","0","0","0","0.00","37","2","0","0","2","5.41","36","1","0","1","2","5.56","29","1","0","0","1","3.45"
"10878  :  โรงพยาบาลโนนไทย","65","9","0","0","9","13.85","23","2","0","0","2","8.70","13","3","0","0","3","23.08","16","3","0","0","3","18.75","13","1","0","0","1","7.69"
"10879  :  โรงพยาบาลโนนสูง","28","1","0","0","1","3.57","8","0","0","0","0","0.00","7","0","0","0","0","0.00","4","0","0","0","0","0.00","9","1","0","0","1","11.11"
"10880  :  โรงพยาบาลขามสะแกแสง","2","0","0","0","0","0.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","323","15","0","12","27","8.36","133","4","0","3","7","5.26","85","6","0","4","10","11.76","63","3","0","3","6","9.52","42","2","0","2","4","9.52"
"10882  :  โรงพยาบาลประทาย","91","2","0","2","4","4.40","4","0","0","0","0","0.00","42","1","0","2","3","7.14","14","0","0","0","0","0.00","31","1","0","0","1","3.23"
"10883  :  โรงพยาบาลปักธงชัย","51","3","0","0","3","5.88","12","0","0","0","0","0.00","10","1","0","0","1","10.00","15","1","0","0","1","6.67","14","1","0","0","1","7.14"
"10884  :  โรงพยาบาลพิมาย","116","3","0","2","5","4.31","30","0","0","0","0","0.00","31","0","0","1","1","3.23","26","0","0","0","0","0.00","29","3","0","1","4","13.79"
"10885  :  โรงพยาบาลห้วยแถลง","39","0","0","2","2","5.13","7","0","0","0","0","0.00","6","0","0","0","0","0.00","13","0","0","1","1","7.69","13","0","0","1","1","7.69"
"10886  :  โรงพยาบาลชุมพวง","50","3","0","2","5","10.00","22","1","0","1","2","9.09","7","0","0","1","1","14.29","11","1","0","0","1","9.09","10","1","0","0","1","10.00"
"10887  :  โรงพยาบาลสูงเนิน","60","3","0","1","4","6.67","18","1","0","1","2","11.11","10","0","0","0","0","0.00","15","0","0","0","0","0.00","17","2","0","0","2","11.76"
"10888  :  โรงพยาบาลขามทะเลสอ","7","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00","2","0","0","0","0","0.00","3","0","0","0","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","59","4","0","1","5","8.47","11","0","0","0","0","0.00","11","0","0","0","0","0.00","28","2","0","1","3","10.71","9","2","0","0","2","22.22"
"10890  :  โรงพยาบาลปากช่องนานา","259","55","0","2","57","22.01","79","22","0","1","23","29.11","66","13","0","0","13","19.70","60","9","0","1","10","16.67","54","11","0","0","11","20.37"
"10891  :  โรงพยาบาลหนองบุญมาก","35","5","0","0","5","14.29","6","0","0","0","0","0.00","7","2","0","0","2","28.57","8","0","0","0","0","0.00","14","3","0","0","3","21.43"
"10892  :  โรงพยาบาลแก้งสนามนาง","24","0","0","0","0","0.00","8","0","0","0","0","0.00","4","0","0","0","0","0.00","7","0","0","0","0","0.00","5","0","0","0","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","19","1","0","0","1","5.26","3","0","0","0","0","0.00","11","1","0","0","1","9.09","3","0","0","0","0","0.00","2","0","0","0","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","6","0","0","0","0","0.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00","2","0","0","0","0","0.00","2","0","0","0","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","25","5","0","0","5","20.00","7","1","0","0","1","14.29","2","1","0","0","1","50.00","8","3","0","0","3","37.50","8","0","0","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","19","0","0","0","0","0.00","7","0","0","0","0","0.00","2","0","0","0","0","0.00","7","0","0","0","0","0.00","3","0","0","0","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","11","0","0","0","0","0.00","4","0","0","0","0","0.00","6","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","20","2","0","0","2","10.00","5","0","0","0","0","0.00","7","1","0","0","1","14.29","6","1","0","0","1","16.67","2","0","0","0","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","115","18","0","1","19","16.52","26","3","0","0","3","11.54","30","5","0","0","5","16.67","26","8","0","0","8","30.77","33","2","0","1","3","9.09"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","2","0","0","0","0","0.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","20","0","0","0","0","0.00","2","0","0","0","0","0.00","2","0","0","0","0","0.00","9","0","0","0","0","0.00","7","0","0","0","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","8","0","0","0","0","0.00","2","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","5","0","0","0","0","0.00"
"27840  :  โรงพยาบาลสีดา","5","0","0","0","0","0.00","0","0","0","0","0","0.00","3","0","0","0","0","0.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","49","2","0","0","2","4.08","11","1","0","0","1","9.09","13","0","0","0","0","0.00","14","1","0","0","1","7.14","11","0","0","0","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","975","387","6","120","507","52.00","228","79","2","33","112","49.12","271","104","2","41","145","53.51","257","117","0","28","145","56.42","219","87","2","18","105","47.95"
"10895  :  โรงพยาบาลคูเมือง","60","2","0","1","3","5.00","20","1","0","0","1","5.00","23","1","0","0","1","4.35","10","0","0","1","1","10.00","7","0","0","0","0","0.00"
"10896  :  โรงพยาบาลกระสัง","21","0","0","1","1","4.76","8","0","0","1","1","12.50","6","0","0","0","0","0.00","5","0","0","0","0","0.00","2","0","0","0","0","0.00"
"10897  :  โรงพยาบาลนางรอง","198","30","0","7","37","18.69","51","7","0","2","9","17.65","44","4","0","0","4","9.09","54","12","0","4","16","29.63","49","7","0","1","8","16.33"
"10898  :  โรงพยาบาลหนองกี่","66","1","0","5","6","9.09","17","1","0","1","2","11.76","18","0","0","2","2","11.11","25","0","0","2","2","8.00","6","0","0","0","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","54","1","0","0","1","1.85","16","1","0","0","1","6.25","9","0","0","0","0","0.00","14","0","0","0","0","0.00","15","0","0","0","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","120","2","0","2","4","3.33","35","1","0","1","2","5.71","29","0","0","0","0","0.00","32","0","0","1","1","3.13","24","1","0","0","1","4.17"
"10901  :  โรงพยาบาลบ้านกรวด","29","0","0","2","2","6.90","7","0","0","0","0","0.00","5","0","0","0","0","0.00","8","0","0","0","0","0.00","9","0","0","2","2","22.22"
"10902  :  โรงพยาบาลพุทไธสง","61","1","0","1","2","3.28","14","0","0","0","0","0.00","14","0","0","0","0","0.00","23","1","0","1","2","8.70","10","0","0","0","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","133","3","0","0","3","2.26","31","0","0","0","0","0.00","31","1","0","0","1","3.23","37","2","0","0","2","5.41","34","0","0","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","87","4","1","1","5","5.75","29","1","0","1","2","6.90","21","0","1","0","0","0.00","15","2","0","0","2","13.33","22","1","0","0","1","4.55"
"10906  :  โรงพยาบาลปะคำ","53","0","0","0","0","0.00","8","0","0","0","0","0.00","4","0","0","0","0","0.00","18","0","0","0","0","0.00","23","0","0","0","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","34","0","0","0","0","0.00","10","0","0","0","0","0.00","9","0","0","0","0","0.00","7","0","0","0","0","0.00","8","0","0","0","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","13","0","0","0","0","0.00","3","0","0","0","0","0.00","0","0","0","0","0","0.00","5","0","0","0","0","0.00","5","0","0","0","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","24","0","0","1","1","4.17","10","0","0","0","0","0.00","5","0","0","0","0","0.00","3","0","0","0","0","0.00","6","0","0","1","1","16.67"
"10910  :  โรงพยาบาลห้วยราช","15","0","0","0","0","0.00","3","0","0","0","0","0.00","2","0","0","0","0","0.00","6","0","0","0","0","0.00","4","0","0","0","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","24","0","0","1","1","4.17","12","0","0","0","0","0.00","3","0","0","0","0","0.00","4","0","0","1","1","25.00","5","0","0","0","0","0.00"
"10912  :  โรงพยาบาลชำนิ","20","1","0","0","1","5.00","5","1","0","0","1","20.00","6","0","0","0","0","0.00","7","0","0","0","0","0.00","2","0","0","0","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","8","0","0","0","0","0.00","0","0","0","0","0","0.00","3","0","0","0","0","0.00","5","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","15","1","0","0","1","6.67","2","0","0","0","0","0.00","1","0","0","0","0","0.00","7","1","0","0","1","14.29","5","0","0","0","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","9","0","0","0","0","0.00","2","0","0","0","0","0.00","2","0","0","0","0","0.00","2","0","0","0","0","0.00","3","0","0","0","0","0.00"
"23578  :  โรงพยาบาลแคนดง","29","0","0","0","0","0.00","9","0","0","0","0","0.00","5","0","0","0","0","0.00","8","0","0","0","0","0.00","7","0","0","0","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","8","0","0","0","0","0.00","0","0","0","0","0","0.00","3","0","0","0","0","0.00","3","0","0","0","0","0.00","2","0","0","0","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","1,078","404","4","143","547","50.74","290","103","1","29","132","45.52","249","88","2","45","133","53.41","282","119","1","40","159","56.38","257","94","0","29","123","47.86"
"10915  :  โรงพยาบาลชุมพลบุรี","18","0","0","0","0","0.00","7","0","0","0","0","0.00","7","0","0","0","0","0.00","2","0","0","0","0","0.00","2","0","0","0","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","79","1","0","3","4","5.06","22","1","0","0","1","4.55","15","0","0","1","1","6.67","21","0","0","2","2","9.52","21","0","0","0","0","0.00"
"10917  :  โรงพยาบาลจอมพระ","39","0","0","1","1","2.56","7","0","0","0","0","0.00","3","0","0","0","0","0.00","14","0","0","1","1","7.14","15","0","0","0","0","0.00"
"10918  :  โรงพยาบาลปราสาท","163","39","0","6","45","27.61","40","12","0","0","12","30.00","43","10","0","4","14","32.56","43","10","0","1","11","25.58","37","7","0","1","8","21.62"
"10919  :  โรงพยาบาลกาบเชิง","63","1","0","0","1","1.59","15","0","0","0","0","0.00","15","1","0","0","1","6.67","12","0","0","0","0","0.00","21","0","0","0","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","37","5","0","2","7","18.92","7","2","0","1","3","42.86","8","1","0","0","1","12.50","11","1","0","0","1","9.09","11","1","0","1","2","18.18"
"10921  :  โรงพยาบาลสนม","14","2","0","0","2","14.29","8","1","0","0","1","12.50","1","0","0","0","0","0.00","3","1","0","0","1","33.33","2","0","0","0","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","50","4","0","3","7","14.00","13","0","0","0","0","0.00","7","0","0","0","0","0.00","13","3","0","2","5","38.46","17","1","0","1","2","11.76"
"10923  :  โรงพยาบาลสังขะ","149","5","2","8","13","8.72","43","3","1","3","6","13.95","24","0","0","2","2","8.33","41","1","1","2","3","7.32","41","1","0","1","2","4.88"
"10924  :  โรงพยาบาลลำดวน","96","2","0","1","3","3.13","20","1","0","0","1","5.00","28","0","0","1","1","3.57","31","0","0","0","0","0.00","17","1","0","0","1","5.88"
"10925  :  โรงพยาบาลสำโรงทาบ","34","0","0","0","0","0.00","5","0","0","0","0","0.00","8","0","0","0","0","0.00","14","0","0","0","0","0.00","7","0","0","0","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","54","0","0","2","2","3.70","10","0","0","0","0","0.00","15","0","0","1","1","6.67","9","0","0","0","0","0.00","20","0","0","1","1","5.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","31","1","0","0","1","3.23","4","0","0","0","0","0.00","5","0","0","0","0","0.00","11","1","0","0","1","9.09","11","0","0","0","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","8","0","0","0","0","0.00","1","0","0","0","0","0.00","2","0","0","0","0","0.00","4","0","0","0","0","0.00","1","0","0","0","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","29","1","0","1","2","6.90","8","0","0","1","1","12.50","4","0","0","0","0","0.00","11","0","0","0","0","0.00","6","1","0","0","1","16.67"
"27844  :  โรงพยาบาลโนนนารายณ์","7","0","0","0","0","0.00","1","0","0","0","0","0.00","2","0","0","0","0","0.00","3","0","0","0","0","0.00","1","0","0","0","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","815","345","0","71","416","51.04","123","51","0","6","57","46.34","129","58","0","14","72","55.81","261","113","0","18","131","50.19","302","123","0","33","156","51.66"
"10927  :  โรงพยาบาลยางชุมน้อย","41","0","0","0","0","0.00","10","0","0","0","0","0.00","8","0","0","0","0","0.00","15","0","0","0","0","0.00","8","0","0","0","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","68","0","0","2","2","2.94","12","0","0","0","0","0.00","15","0","0","1","1","6.67","22","0","0","1","1","4.55","19","0","0","0","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","81","1","0","3","4","4.94","35","1","0","0","1","2.86","36","0","0","3","3","8.33","5","0","0","0","0","0.00","5","0","0","0","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","128","5","0","1","6","4.69","33","2","0","1","3","9.09","29","0","0","0","0","0.00","43","0","0","0","0","0.00","23","3","0","0","3","13.04"
"10931  :  โรงพยาบาลไพรบึง","35","2","1","0","2","5.71","3","0","1","0","0","0.00","16","0","0","0","0","0.00","9","2","0","0","2","22.22","7","0","0","0","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","60","0","0","0","0","0.00","4","0","0","0","0","0.00","9","0","0","0","0","0.00","31","0","0","0","0","0.00","16","0","0","0","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","114","2","0","2","4","3.51","27","2","0","0","2","7.41","26","0","0","1","1","3.85","31","0","0","0","0","0.00","30","0","0","1","1","3.33"
"10934  :  โรงพยาบาลราษีไศล","187","4","2","1","5","2.67","39","0","1","1","1","2.56","46","0","1","0","0","0.00","64","3","0","0","3","4.69","38","1","0","0","1","2.63"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","284","2","1","3","5","1.76","56","0","0","2","2","3.57","56","0","0","0","0","0.00","93","1","1","0","1","1.08","79","1","0","1","2","2.53"
"10936  :  โรงพยาบาลบึงบูรพ์","8","0","0","0","0","0.00","3","0","0","0","0","0.00","2","0","0","0","0","0.00","2","0","0","0","0","0.00","1","0","0","0","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","49","3","0","2","5","10.20","21","3","0","0","3","14.29","9","0","0","1","1","11.11","14","0","0","1","1","7.14","5","0","0","0","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","41","0","0","2","2","4.88","9","0","0","1","1","11.11","12","0","0","1","1","8.33","14","0","0","0","0","0.00","6","0","0","0","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","87","0","0","3","3","3.45","35","0","0","0","0","0.00","18","0","0","1","1","5.56","22","0","0","2","2","9.09","12","0","0","0","0","0.00"
"10940  :  โรงพยาบาลวังหิน","71","0","0","2","2","2.82","23","0","0","0","0","0.00","27","0","0","0","0","0.00","8","0","0","0","0","0.00","13","0","0","2","2","15.38"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","16","0","0","0","0","0.00","9","0","0","0","0","0.00","3","0","0","0","0","0.00","4","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","66","0","0","0","0","0.00","15","0","0","0","0","0.00","13","0","0","0","0","0.00","14","0","0","0","0","0.00","24","0","0","0","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","15","0","0","0","0","0.00","7","0","0","0","0","0.00","7","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","37","0","0","2","2","5.41","7","0","0","1","1","14.29","12","0","0","0","0","0.00","5","0","0","0","0","0.00","13","0","0","1","1","7.69"
"28014  :  โรงพยาบาลพยุห์","25","0","0","0","0","0.00","6","0","0","0","0","0.00","6","0","0","0","0","0.00","8","0","0","0","0","0.00","5","0","0","0","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","23","3","0","0","3","13.04","6","1","0","0","1","16.67","3","0","0","0","0","0.00","7","1","0","0","1","14.29","7","1","0","0","1","14.29"
"28016  :  โรงพยาบาลศิลาลาด","11","1","0","1","2","18.18","8","1","0","1","2","25.00","1","0","0","0","0","0.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","1,399","474","3","291","765","54.68","308","113","1","59","172","55.84","368","127","0","86","213","57.88","435","140","2","90","230","52.87","288","94","0","56","150","52.08"
"10944  :  โรงพยาบาลศรีเมืองใหม่","27","1","1","1","2","7.41","5","0","1","0","0","0.00","9","1","0","1","2","22.22","9","0","0","0","0","0.00","4","0","0","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","9","0","0","0","0","0.00","2","0","0","0","0","0.00","1","0","0","0","0","0.00","4","0","0","0","0","0.00","2","0","0","0","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","58","1","0","1","2","3.45","21","0","0","0","0","0.00","18","0","0","0","0","0.00","19","1","0","1","2","10.53","0","0","0","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","45","0","1","3","3","6.67","8","0","0","1","1","12.50","9","0","0","1","1","11.11","10","0","1","1","1","10.00","18","0","0","0","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","7","0","0","1","1","14.29","1","0","0","0","0","0.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00","4","0","0","1","1","25.00"
"10949  :  โรงพยาบาลน้ำยืน","26","0","0","0","0","0.00","11","0","0","0","0","0.00","7","0","0","0","0","0.00","5","0","0","0","0","0.00","3","0","0","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","25","0","0","0","0","0.00","17","0","0","0","0","0.00","4","0","0","0","0","0.00","2","0","0","0","0","0.00","2","0","0","0","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","117","3","0","8","11","9.40","22","0","0","3","3","13.64","15","0","0","1","1","6.67","45","1","0","3","4","8.89","35","2","0","1","3","8.57"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","29","0","0","1","1","3.45","3","0","0","0","0","0.00","4","0","0","0","0","0.00","8","0","0","0","0","0.00","14","0","0","1","1","7.14"
"10953  :  โรงพยาบาลม่วงสามสิบ","34","2","0","0","2","5.88","7","0","0","0","0","0.00","8","0","0","0","0","0.00","7","1","0","0","1","14.29","12","1","0","0","1","8.33"
