"โรงพยาบาล","รวม","ไตรมาส1","ไตรมาส2","ไตรมาส3","ไตรมาส4"
"B","A","%","A","%","A","%","A","%","A","%"
"10836  :  โรงพยาบาลเขาสุกิม","416","8","1.92","5","1.20","2","0.48","1","0.24","0","0.00"
"10837  :  โรงพยาบาลสองพี่น้อง","251","1","0.40","1","0.40","0","0.00","0","0.00","0","0.00"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","55","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10839  :  โรงพยาบาลมะขาม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","56","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10843  :  โรงพยาบาลนายายอาม","259","7","2.70","3","1.16","3","1.16","1","0.39","0","0.00"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","179","1","0.56","0","0.00","0","0.00","1","0.56","0","0.00"
"10696  :  โรงพยาบาลตราด","251","3","1.20","3","1.20","0","0.00","0","0.00","0","0.00"
"10845  :  โรงพยาบาลคลองใหญ่","10","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10846  :  โรงพยาบาลเขาสมิง","919","5","0.54","0","0.00","3","0.33","2","0.22","0","0.00"
"10847  :  โรงพยาบาลบ่อไร่","759","6","0.79","4","0.53","2","0.26","0","0.00","0","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","234","10","4.27","3","1.28","4","1.71","3","1.28","0","0.00"
"10849  :  โรงพยาบาลเกาะกูด","70","3","4.29","3","4.29","0","0.00","0","0.00","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","100","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","131","1","0.76","0","0.00","1","0.76","0","0.00","0","0.00"
"10850  :  โรงพยาบาลบางคล้า","604","5","0.83","2","0.33","3","0.50","0","0.00","0","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","3","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","138","3","2.17","2","1.45","1","0.72","0","0.00","0","0.00"
"10855  :  โรงพยาบาลสนามชัยเขต","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","6","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13747  :  โรงพยาบาลราชสาส์น","60","1","1.67","0","0.00","1","1.67","0","0.00","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","5","1","20.00","0","0.00","1","20.00","0","0.00","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","294","1","0.34","0","0.00","0","0.00","1","0.34","0","0.00"
"10858  :  โรงพยาบาลนาดี","448","6","1.34","4","0.89","2","0.45","0","0.00","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","331","7","2.11","3","0.91","4","1.21","0","0.00","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","1,016","12","1.18","3","0.30","7","0.69","2","0.20","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","126","1","0.79","1","0.79","0","0.00","0","0.00","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","308","8","2.60","5","1.62","2","0.65","1","0.32","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","136","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10698  :  โรงพยาบาลนครนายก","816","19","2.33","7","0.86","6","0.74","6","0.74","0","0.00"
"10863  :  โรงพยาบาลปากพลี","46","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","78","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10865  :  โรงพยาบาลองครักษ์","172","12","6.98","4","2.33","5","2.91","3","1.74","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","311","9","2.89","2","0.64","4","1.29","3","0.96","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","51","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","124","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","197","7","3.55","5","2.54","1","0.51","1","0.51","0","0.00"
"10870  :  โรงพยาบาลอรัญประเทศ","256","5","1.95","2","0.78","3","1.17","0","0.00","0","0.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","204","5","2.45","2","0.98","2","0.98","1","0.49","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10871  :  โรงพยาบาลครบุรี","314","9","2.87","2","0.64","6","1.91","1","0.32","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","553","16","2.89","3","0.54","11","1.99","2","0.36","0","0.00"
"10873  :  โรงพยาบาลคง","208","8","3.85","3","1.44","3","1.44","2","0.96","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","491","7","1.43","1","0.20","5","1.02","1","0.20","0","0.00"
"10875  :  โรงพยาบาลจักราช","261","6","2.30","0","0.00","5","1.92","1","0.38","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","582","17","2.92","9","1.55","8","1.37","0","0.00","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","291","8","2.75","6","2.06","2","0.69","0","0.00","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","435","8","1.84","2","0.46","1","0.23","5","1.15","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","122","3","2.46","2","1.64","1","0.82","0","0.00","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","80","3","3.75","1","1.25","2","2.50","0","0.00","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","166","1","0.60","1","0.60","0","0.00","0","0.00","0","0.00"
"10882  :  โรงพยาบาลประทาย","210","4","1.90","0","0.00","3","1.43","1","0.48","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","48","1","2.08","1","2.08","0","0.00","0","0.00","0","0.00"
"10884  :  โรงพยาบาลพิมาย","598","14","2.34","7","1.17","5","0.84","2","0.33","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","309","4","1.29","2","0.65","1","0.32","1","0.32","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","833","7","0.84","4","0.48","3","0.36","0","0.00","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","1,365","33","2.42","16","1.17","10","0.73","7","0.51","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","630","10","1.59","6","0.95","4","0.63","0","0.00","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","663","4","0.60","2","0.30","2","0.30","0","0.00","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","27","1","3.70","0","0.00","1","3.70","0","0.00","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","20","1","5.00","1","5.00","0","0.00","0","0.00","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","459","5","1.09","3","0.65","2","0.44","0","0.00","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","246","2","0.81","1","0.41","1","0.41","0","0.00","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","34","1","2.94","0","0.00","0","0.00","1","2.94","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","110","1","0.91","0","0.00","1","0.91","0","0.00","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","10","2","20.00","2","20.00","0","0.00","0","0.00","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","612","7","1.14","3","0.49","4","0.65","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","174","2","1.15","1","0.57","1","0.57","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","77","2","2.60","1","1.30","1","1.30","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","310","3","0.97","2","0.65","1","0.32","0","0.00","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","10","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","196","4","2.04","3","1.53","1","0.51","0","0.00","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","97","3","3.09","0","0.00","3","3.09","0","0.00","0","0.00"
"27840  :  โรงพยาบาลสีดา","52","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","96","1","1.04","1","1.04","0","0.00","0","0.00","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","139","10","7.19","5","3.60","1","0.72","4","2.88","0","0.00"
"10896  :  โรงพยาบาลกระสัง","7","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","198","2","1.01","1","0.51","1","0.51","0","0.00","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","145","10","6.90","2","1.38","4","2.76","4","2.76","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","130","2","1.54","1","0.77","0","0.00","1","0.77","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","34","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","540","9","1.67","2","0.37","5","0.93","2","0.37","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","25","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10906  :  โรงพยาบาลปะคำ","346","10","2.89","4","1.16","5","1.45","1","0.29","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","464","12","2.59","2","0.43","8","1.72","2","0.43","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","71","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","31","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","13","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","289","7","2.42","3","1.04","4","1.38","0","0.00","0","0.00"
"10912  :  โรงพยาบาลชำนิ","362","6","1.66","5","1.38","0","0.00","1","0.28","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","81","1","1.23","1","1.23","0","0.00","0","0.00","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","189","2","1.06","0","0.00","1","0.53","1","0.53","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","10","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23578  :  โรงพยาบาลแคนดง","194","3","1.55","0","0.00","2","1.03","1","0.52","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","123","2","1.63","1","0.81","1","0.81","0","0.00","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","1","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","307","12","3.91","4","1.30","5","1.63","3","0.98","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","77","1","1.30","0","0.00","1","1.30","0","0.00","0","0.00"
"10917  :  โรงพยาบาลจอมพระ","181","4","2.21","1","0.55","2","1.10","1","0.55","0","0.00"
"10918  :  โรงพยาบาลปราสาท","66","5","7.58","1","1.52","4","6.06","0","0.00","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","70","2","2.86","0","0.00","2","2.86","0","0.00","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","110","4","3.64","3","2.73","0","0.00","1","0.91","0","0.00"
"10921  :  โรงพยาบาลสนม","320","6","1.88","2","0.63","4","1.25","0","0.00","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","117","10","8.55","2","1.71","4","3.42","4","3.42","0","0.00"
"10923  :  โรงพยาบาลสังขะ","349","5","1.43","3","0.86","1","0.29","1","0.29","0","0.00"
"10924  :  โรงพยาบาลลำดวน","535","7","1.31","4","0.75","2","0.37","1","0.19","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","238","2","0.84","1","0.42","1","0.42","0","0.00","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","121","3","2.48","0","0.00","2","1.65","1","0.83","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","1","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","3","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","25","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","107","2","1.87","0","0.00","2","1.87","0","0.00","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","62","2","3.23","0","0.00","1","1.61","1","1.61","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","16","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","49","2","4.08","1","2.04","1","2.04","0","0.00","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","60","1","1.67","0","0.00","1","1.67","0","0.00","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","13","2","15.38","1","7.69","1","7.69","0","0.00","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","204","3","1.47","0","0.00","3","1.47","0","0.00","0","0.00"
"10931  :  โรงพยาบาลไพรบึง","133","5","3.76","2","1.50","3","2.26","0","0.00","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","500","3","0.60","3","0.60","0","0.00","0","0.00","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","586","10","1.71","4","0.68","5","0.85","1","0.17","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","143","5","3.50","5","3.50","0","0.00","0","0.00","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","227","5","2.20","1","0.44","3","1.32","1","0.44","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","463","17","3.67","10","2.16","6","1.30","1","0.22","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","518","3","0.58","1","0.19","2","0.39","0","0.00","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","128","1","0.78","1","0.78","0","0.00","0","0.00","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","383","6","1.57","0","0.00","4","1.04","2","0.52","0","0.00"
"10940  :  โรงพยาบาลวังหิน","257","1","0.39","1","0.39","0","0.00","0","0.00","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","8","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","160","6","3.75","3","1.88","3","1.88","0","0.00","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","98","6","6.12","3","3.06","3","3.06","0","0.00","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","3","1","33.33","1","33.33","0","0.00","0","0.00","0","0.00"
"28014  :  โรงพยาบาลพยุห์","237","6","2.53","3","1.27","2","0.84","1","0.42","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","134","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","543","8","1.47","4","0.74","3","0.55","1","0.18","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","103","3","2.91","1","0.97","2","1.94","0","0.00","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","248","3","1.21","1","0.40","0","0.00","2","0.81","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","126","4","3.17","1","0.79","3","2.38","0","0.00","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","68","1","1.47","1","1.47","0","0.00","0","0.00","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","50","2","4.00","1","2.00","1","2.00","0","0.00","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","281","5","1.78","0","0.00","3","1.07","2","0.71","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","241","4","1.66","2","0.83","2","0.83","0","0.00","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","746","19","2.55","5","0.67","12","1.61","2","0.27","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","235","4","1.70","1","0.43","3","1.28","0","0.00","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","260","8","3.08","6","2.31","2","0.77","0","0.00","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","205","3","1.46","1","0.49","2","0.98","0","0.00","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","116","3","2.59","3","2.59","0","0.00","0","0.00","0","0.00"
"10959  :  โรงพยาบาลสำโรง","124","2","1.61","0","0.00","2","1.61","0","0.00","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","94","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","53","1","1.89","1","1.89","0","0.00","0","0.00","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","183","3","1.64","0","0.00","3","1.64","0","0.00","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","120","3","2.50","1","0.83","1","0.83","1","0.83","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","1","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","38","6","15.79","3","7.89","1","2.63","2","5.26","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","75","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","42","3","7.14","2","4.76","1","2.38","0","0.00","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","268","2","0.75","1","0.37","0","0.00","1","0.37","0","0.00"
"10966  :  โรงพยาบาลป่าติ้ว","17","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","107","2","1.87","2","1.87","0","0.00","0","0.00","0","0.00"
"10968  :  โรงพยาบาลค้อวัง","251","3","1.20","1","0.40","1","0.40","1","0.40","0","0.00"
"10969  :  โรงพยาบาลไทยเจริญ","217","4","1.84","2","0.92","2","0.92","0","0.00","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","126","3","2.38","2","1.59","0","0.00","1","0.79","0","0.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","1","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","26","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","42","1","2.38","1","2.38","0","0.00","0","0.00","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","201","5","2.49","1","0.50","3","1.49","1","0.50","0","0.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","181","2","1.10","1","0.55","0","0.00","1","0.55","0","0.00"
"10973  :  โรงพยาบาลหนองบัวแดง","130","3","2.31","2","1.54","1","0.77","0","0.00","0","0.00"
"10974  :  โรงพยาบาลจัตุรัส","32","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","1,138","30","2.64","7","0.62","15","1.32","8","0.70","0","0.00"
"10976  :  โรงพยาบาลหนองบัวระเหว","30","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","21","2","9.52","0","0.00","1","4.76","0","0.00","1","4.76"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","428","9","2.10","5","1.17","3","0.70","1","0.23","0","0.00"
"10979  :  โรงพยาบาลบ้านแท่น","94","3","3.19","0","0.00","1","1.06","2","2.13","0","0.00"
"10980  :  โรงพยาบาลแก้งคร้อ","574","6","1.05","1","0.17","4","0.70","1","0.17","0","0.00"
"10981  :  โรงพยาบาลคอนสาร","297","8","2.69","6","2.02","2","0.67","0","0.00","0","0.00"
"10982  :  โรงพยาบาลภักดีชุมพล","24","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10983  :  โรงพยาบาลเนินสง่า","339","8","2.36","3","0.88","5","1.47","0","0.00","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","198","6","3.03","2","1.01","2","1.01","2","1.01","0","0.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","260","5","1.92","1","0.38","3","1.15","1","0.38","0","0.00"
"10987  :  โรงพยาบาลพนา","97","1","1.03","0","0.00","0","0.00","1","1.03","0","0.00"
"10988  :  โรงพยาบาลเสนางคนิคม","26","2","7.69","2","7.69","0","0.00","0","0.00","0","0.00"
"10989  :  โรงพยาบาลหัวตะพาน","1","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10990  :  โรงพยาบาลลืออำนาจ","58","1","1.72","0","0.00","0","0.00","1","1.72","0","0.00"
"11040  :  โรงพยาบาลบึงกาฬ","611","6","0.98","1","0.16","4","0.65","1","0.16","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","504","12","2.38","0","0.00","7","1.39","5","0.99","0","0.00"
"11043  :  โรงพยาบาลโซ่พิสัย","76","2","2.63","1","1.32","1","1.32","0","0.00","0","0.00"
"11046  :  โรงพยาบาลเซกา","230","4","1.74","0","0.00","2","0.87","2","0.87","0","0.00"
"11047  :  โรงพยาบาลปากคาด","122","3","2.46","0","0.00","3","2.46","0","0.00","0","0.00"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","583","7","1.20","3","0.51","4","0.69","0","0.00","0","0.00"
"11050  :  โรงพยาบาลบุ่งคล้า","45","1","2.22","0","0.00","1","2.22","0","0.00","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","2","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","56","2","3.57","0","0.00","1","1.79","1","1.79","0","0.00"
