"โรงพยาบาล","จำนวนสงสัยป่วย (คน)(B)","จำนวนที่ร้อยละ 30","จำนวนที่พื้นที่กำหนดเป็นเป้าหมาย","มีผลการวัดความดันโลหิตที่บ้าน(A)","ร้อยละ"
"10915  :  โรงพยาบาลชุมพลบุรี","282","85","35","35","12.41"
"10916  :  โรงพยาบาลท่าตูม","251","76","67","67","26.69"
"10917  :  โรงพยาบาลจอมพระ","356","107","111","111","31.18"
"10918  :  โรงพยาบาลปราสาท","203","61","30","30","14.78"
"10919  :  โรงพยาบาลกาบเชิง","109","33","0","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","63","19","63","63","100.00"
"10921  :  โรงพยาบาลสนม","134","41","14","14","10.45"
"10922  :  โรงพยาบาลศีขรภูมิ","161","49","13","13","8.07"
"10923  :  โรงพยาบาลสังขะ","120","36","14","14","11.67"
"10924  :  โรงพยาบาลลำดวน","152","46","21","21","13.82"
"10925  :  โรงพยาบาลสำโรงทาบ","48","15","14","14","29.17"
"10926  :  โรงพยาบาลบัวเชด","386","116","375","374","96.89"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","1","1","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","23","7","6","6","26.09"
"27842  :  โรงพยาบาลเขวาสินรินทร์","84","26","11","11","13.10"
"27843  :  โรงพยาบาลศรีณรงค์","251","76","59","59","23.51"
"27844  :  โรงพยาบาลโนนนารายณ์","19","6","18","18","94.74"
"10700  :  โรงพยาบาลศรีสะเกษ","92","28","1","1","1.09"
"10927  :  โรงพยาบาลยางชุมน้อย","9","3","6","6","66.67"
"10928  :  โรงพยาบาลกันทรารมย์","189","57","26","26","13.76"
"10929  :  โรงพยาบาลกันทรลักษ์","13","4","12","12","92.31"
"10930  :  โรงพยาบาลขุขันธ์","277","84","139","139","50.18"
"10931  :  โรงพยาบาลไพรบึง","465","140","70","70","15.05"
"10932  :  โรงพยาบาลปรางค์กู่","41","13","6","6","14.63"
"10933  :  โรงพยาบาลขุนหาญ","242","73","92","92","38.02"
"10934  :  โรงพยาบาลราษีไศล","142","43","56","56","39.44"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","277","84","34","34","12.27"
"10936  :  โรงพยาบาลบึงบูรพ์","173","52","66","66","38.15"
"10937  :  โรงพยาบาลห้วยทับทัน","255","77","128","128","50.20"
"10938  :  โรงพยาบาลโนนคูณ","108","33","41","40","37.04"
"10939  :  โรงพยาบาลศรีรัตนะ","50","15","25","25","50.00"
"10940  :  โรงพยาบาลวังหิน","47","15","0","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","45","14","14","14","31.11"
"10942  :  โรงพยาบาลภูสิงห์","263","79","38","38","14.45"
"10943  :  โรงพยาบาลเมืองจันทร์","52","16","35","35","67.31"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","174","53","43","43","24.71"
"28014  :  โรงพยาบาลพยุห์","101","31","62","62","61.39"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","45","14","32","32","71.11"
"28016  :  โรงพยาบาลศิลาลาด","95","29","0","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","6","2","1","1","16.67"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","367","111","162","162","44.14"
"10948  :  โรงพยาบาลนาจะหลวย","62","19","10","10","16.13"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","40","12","31","31","77.50"
"10951  :  โรงพยาบาลตระการพืชผล","104","32","103","103","99.04"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","207","63","30","30","14.49"
"10953  :  โรงพยาบาลม่วงสามสิบ","17","6","8","8","47.06"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","114","35","101","101","88.60"
"10958  :  โรงพยาบาลโพธิ์ไทร","73","22","14","14","19.18"
"10959  :  โรงพยาบาลสำโรง","32","10","4","4","12.50"
"10960  :  โรงพยาบาลดอนมดแดง","18","6","8","8","44.44"
"10961  :  โรงพยาบาลสิรินธร","5","2","2","2","40.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","49","15","6","6","12.24"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","51","16","0","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","9","3","7","7","77.78"
"24821  :  โรงพยาบาลนาเยีย","0","0","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","51","16","8","8","15.69"
"10701  :  โรงพยาบาลยโสธร","0","0","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","7","3","1","1","14.29"
"10966  :  โรงพยาบาลป่าติ้ว","29","9","6","6","20.69"
"10967  :  โรงพยาบาลมหาชนะชัย","22","7","22","22","100.00"
"10968  :  โรงพยาบาลค้อวัง","59","18","58","58","98.31"
"10969  :  โรงพยาบาลไทยเจริญ","42","13","22","22","52.38"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","50","15","50","50","100.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","23","7","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","54","17","29","29","53.70"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","710","213","323","323","45.49"
"10971  :  โรงพยาบาลคอนสวรรค์","237","72","199","199","83.97"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","226","68","170","170","75.22"
"10973  :  โรงพยาบาลหนองบัวแดง","505","152","458","456","90.30"
"10974  :  โรงพยาบาลจัตุรัส","253","76","225","225","88.93"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","922","277","95","95","10.30"
"10976  :  โรงพยาบาลหนองบัวระเหว","258","78","1","1","0.39"
"10977  :  โรงพยาบาลเทพสถิต","284","86","0","0","0.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","183","55","148","148","80.87"
"10979  :  โรงพยาบาลบ้านแท่น","543","163","104","104","19.15"
"10980  :  โรงพยาบาลแก้งคร้อ","102","31","11","11","10.78"
"10981  :  โรงพยาบาลคอนสาร","86","26","1","1","1.16"
"10982  :  โรงพยาบาลภักดีชุมพล","143","43","140","140","97.90"
"10983  :  โรงพยาบาลเนินสง่า","114","35","60","60","52.63"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","199","60","21","21","10.55"
"10986  :  โรงพยาบาลปทุมราชวงศา","208","63","208","208","100.00"
"10987  :  โรงพยาบาลพนา","38","12","38","38","100.00"
"10988  :  โรงพยาบาลเสนางคนิคม","18","6","5","5","27.78"
"10989  :  โรงพยาบาลหัวตะพาน","20","6","20","20","100.00"
"10990  :  โรงพยาบาลลืออำนาจ","49","15","48","48","97.96"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","338","102","2","2","0.59"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0","0","0.00"
"11046  :  โรงพยาบาลเซกา","0","0","0","0","0.00"
"11047  :  โรงพยาบาลปากคาด","454","137","97","97","21.37"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","198","60","0","0","0.00"
"11050  :  โรงพยาบาลบุ่งคล้า","34","11","34","34","100.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","89","27","0","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","35","11","1","1","2.86"
"11000  :  โรงพยาบาลน้ำพอง","403","121","66","66","16.38"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","53","16","52","52","98.11"
"11004  :  โรงพยาบาลพล","0","0","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","0","0","0","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","364","110","67","67","18.41"
"11010  :  โรงพยาบาลชนบท","0","0","0","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","0","0","0","0","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","1","1","1","1","100.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","8","3","8","8","100.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","20","6","2","2","10.00"
"11014  :  โรงพยาบาลหนองวัวซอ","410","123","44","44","10.73"
"11015  :  โรงพยาบาลกุมภวาปี","251","76","53","53","21.12"
"11016  :  โรงพยาบาลห้วยเกิ้ง","19","6","0","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","40","12","36","36","90.00"
"11018  :  โรงพยาบาลหนองหาน","462","139","108","108","23.38"
"11019  :  โรงพยาบาลทุ่งฝน","312","94","90","90","28.85"
"11020  :  โรงพยาบาลไชยวาน","88","27","10","10","11.36"
"11021  :  โรงพยาบาลศรีธาตุ","236","71","74","74","31.36"
"11022  :  โรงพยาบาลวังสามหมอ","14","5","0","0","0.00"
"11023  :  โรงพยาบาลบ้านผือ","253","76","33","33","13.04"
"11024  :  โรงพยาบาลน้ำโสม","274","83","28","28","10.22"
"11025  :  โรงพยาบาลเพ็ญ","68","21","8","8","11.76"
"11026  :  โรงพยาบาลสร้างคอม","160","48","18","16","10.00"
"11027  :  โรงพยาบาลหนองแสง","738","222","74","74","10.03"
"11028  :  โรงพยาบาลนายูง","32","10","2","2","6.25"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","31","10","31","31","100.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","44","14","30","30","68.18"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","40","12","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","9","3","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0","0","0.00"
"10705  :  โรงพยาบาลเลย","480","144","95","95","19.79"
"11030  :  โรงพยาบาลนาด้วง","49","15","49","49","100.00"
"11031  :  โรงพยาบาลเชียงคาน","95","29","0","0","0.00"
"11032  :  โรงพยาบาลปากชม","106","32","11","11","10.38"
"11033  :  โรงพยาบาลนาแห้ว","110","33","62","62","56.36"
"11034  :  โรงพยาบาลภูเรือ","208","63","100","100","48.08"
"11035  :  โรงพยาบาลท่าลี่","31","10","5","5","16.13"
"11036  :  โรงพยาบาลวังสะพุง","219","66","173","173","79.00"
"11037  :  โรงพยาบาลภูกระดึง","37","12","29","29","78.38"
"11038  :  โรงพยาบาลภูหลวง","138","42","20","20","14.49"
"11039  :  โรงพยาบาลผาขาว","85","26","13","13","15.29"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","511","154","72","72","14.09"
"14133  :  โรงพยาบาลเอราวัณ","123","37","83","83","67.48"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","25","8","0","0","0.00"
"10706  :  โรงพยาบาลหนองคาย","418","126","59","59","14.11"
"11042  :  โรงพยาบาลโพนพิสัย","376","113","372","372","98.94"
"11044  :  โรงพยาบาลศรีเชียงใหม่","450","135","50","50","11.11"
"11045  :  โรงพยาบาลสังคม","260","78","70","70","26.92"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","63","19","33","33","52.38"
"14558  :  โรงพยาบาลพิสัยเวช","5","2","2","2","40.00"
"21356  :  โรงพยาบาลสระใคร","7","3","0","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","1","1","0","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","8","3","8","8","100.00"
"28815  :  โรงพยาบาลรัตนวาปี","12","4","4","4","33.33"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0","0","0.00"
"11051  :  โรงพยาบาลแกดำ","309","93","125","125","40.45"
"11052  :  โรงพยาบาลโกสุมพิสัย","498","150","53","53","10.64"
"11053  :  โรงพยาบาลกันทรวิชัย","52","16","3","3","5.77"
"11054  :  โรงพยาบาลเชียงยืน","28","9","19","19","67.86"
"11055  :  โรงพยาบาลบรบือ","29","9","1","1","3.45"
"11056  :  โรงพยาบาลนาเชือก","47","15","40","40","85.11"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","69","21","54","54","78.26"
"11058  :  โรงพยาบาลวาปีปทุม","171","52","161","161","94.15"
"11059  :  โรงพยาบาลนาดูน","199","60","21","20","10.05"
"11060  :  โรงพยาบาลยางสีสุราช","32","10","29","29","90.63"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","328","99","21","21","6.40"
"24704  :  โรงพยาบาลกุดรัง","19","6","18","18","94.74"
"28843  :  โรงพยาบาลชื่นชม","8","3","8","8","100.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","0","0","0","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","42","13","42","42","100.00"
"11062  :  โรงพยาบาลปทุมรัตต์","161","49","0","0","0.00"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","440","132","320","319","72.50"
"11064  :  โรงพยาบาลธวัชบุรี","55","17","11","11","20.00"
"11065  :  โรงพยาบาลพนมไพร","251","76","78","78","31.08"
"11066  :  โรงพยาบาลโพนทอง","51","16","51","51","100.00"
"11067  :  โรงพยาบาลโพธิ์ชัย","334","101","331","331","99.10"
"11068  :  โรงพยาบาลหนองพอก","75","23","71","71","94.67"
"11069  :  โรงพยาบาลเสลภูมิ","28","9","22","22","78.57"
"11070  :  โรงพยาบาลสุวรรณภูมิ","350","105","197","197","56.29"
"11071  :  โรงพยาบาลเมืองสรวง","83","25","9","9","10.84"
"11072  :  โรงพยาบาลโพนทราย","68","21","67","67","98.53"
"11073  :  โรงพยาบาลอาจสามารถ","168","51","20","20","11.90"
"11074  :  โรงพยาบาลเมยวดี","0","0","0","0","0.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","23","7","2","2","8.70"
"11076  :  โรงพยาบาลจังหาร","4","2","4","4","100.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","55","17","6","5","9.09"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","28","9","1","1","3.57"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","7","3","1","1","14.29"
"27989  :  โรงพยาบาลเชียงขวัญ","14","5","0","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","86","26","10","10","11.63"
"10709  :  โรงพยาบาลกาฬสินธุ์","71","22","33","33","46.48"
"11077  :  โรงพยาบาลนามน","6","2","3","3","50.00"
"11078  :  โรงพยาบาลกมลาไสย","54","17","13","13","24.07"
"11079  :  โรงพยาบาลร่องคำ","41","13","19","19","46.34"
"11080  :  โรงพยาบาลเขาวง","77","24","16","16","20.78"
"11081  :  โรงพยาบาลยางตลาด","95","29","2","2","2.11"
"11082  :  โรงพยาบาลห้วยเม็ก","118","36","118","118","100.00"
"11083  :  โรงพยาบาลสหัสขันธ์","102","31","41","41","40.20"
"11084  :  โรงพยาบาลคำม่วง","89","27","72","72","80.90"
"11085  :  โรงพยาบาลท่าคันโท","2","1","0","0","0.00"
"11086  :  โรงพยาบาลหนองกุงศรี","110","33","15","15","13.64"
"11087  :  โรงพยาบาลสมเด็จ","5","2","3","3","60.00"
"11088  :  โรงพยาบาลห้วยผึ้ง","338","102","17","17","5.03"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","59","18","46","46","77.97"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","2","1","1","1","50.00"
"28789  :  โรงพยาบาลฆ้องชัย","75","23","16","16","21.33"
"28790  :  โรงพยาบาลดอนจาน","71","22","14","14","19.72"
"28791  :  โรงพยาบาลสามชัย","2","1","0","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","0","0","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","81","25","16","16","19.75"
"11090  :  โรงพยาบาลกุดบาก","179","54","39","39","21.79"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","733","220","100","100","13.64"
"11092  :  โรงพยาบาลพังโคน","267","81","32","30","11.24"
"11093  :  โรงพยาบาลวาริชภูมิ","115","35","48","48","41.74"
"11094  :  โรงพยาบาลนิคมน้ำอูน","26","8","4","4","15.38"
"11095  :  โรงพยาบาลวานรนิวาส","308","93","16","16","5.19"
"11096  :  โรงพยาบาลคำตากล้า","123","37","36","36","29.27"
"11097  :  โรงพยาบาลบ้านม่วง","366","110","70","70","19.13"
"11098  :  โรงพยาบาลอากาศอำนวย","220","66","60","60","27.27"
"11099  :  โรงพยาบาลส่องดาว","3","1","3","3","100.00"
"11100  :  โรงพยาบาลเต่างอย","288","87","42","42","14.58"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","264","80","66","66","25.00"
"11102  :  โรงพยาบาลเจริญศิลป์","492","148","492","492","100.00"
"11103  :  โรงพยาบาลโพนนาแก้ว","69","21","23","23","33.33"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","362","109","14","14","3.87"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","614","185","72","72","11.73"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","68","21","12","12","17.65"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","1","1","0","0","0.00"
"11104  :  โรงพยาบาลปลาปาก","7","3","0","0","0.00"
"11105  :  โรงพยาบาลท่าอุเทน","124","38","54","54","43.55"
"11106  :  โรงพยาบาลบ้านแพง","136","41","10","10","7.35"
"11107  :  โรงพยาบาลนาทม","51","16","12","12","23.53"
"11108  :  โรงพยาบาลเรณูนคร","210","63","57","55","26.19"
"11109  :  โรงพยาบาลนาแก","121","37","95","95","78.51"
"11110  :  โรงพยาบาลศรีสงคราม","58","18","58","58","100.00"
"11111  :  โรงพยาบาลนาหว้า","220","66","177","176","80.00"
"11112  :  โรงพยาบาลโพนสวรรค์","470","141","119","118","25.11"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","55","17","55","55","100.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","10","3","10","10","100.00"
"10712  :  โรงพยาบาลมุกดาหาร","414","125","37","37","8.94"
"11113  :  โรงพยาบาลนิคมคำสร้อย","260","78","29","29","11.15"
"11114  :  โรงพยาบาลดอนตาล","48","15","46","45","93.75"
"11115  :  โรงพยาบาลดงหลวง","43","13","7","7","16.28"
"11116  :  โรงพยาบาลคำชะอี","165","50","0","0","0.00"
"11117  :  โรงพยาบาลหว้านใหญ่","65","20","17","17","26.15"
"11118  :  โรงพยาบาลหนองสูง","243","73","59","59","24.28"
"06009  :  โรงพยาบาลแม่ตื่น","22","7","21","21","95.45"
"10713  :  โรงพยาบาลนครพิงค์","0","0","0","0","0.00"
"11119  :  โรงพยาบาลจอมทอง","302","91","22","22","7.28"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","309","93","39","30","9.71"
"11121  :  โรงพยาบาลเชียงดาว","900","270","67","67","7.44"
"11122  :  โรงพยาบาลดอยสะเก็ด","0","0","0","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","0","0","0","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","27","9","11","11","40.74"
"11125  :  โรงพยาบาลฝาง","637","192","106","106","16.64"
"11126  :  โรงพยาบาลแม่อาย","75","23","8","8","10.67"
"11127  :  โรงพยาบาลพร้าว","0","0","0","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","334","101","110","110","32.93"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0","0","0.00"
"11132  :  โรงพยาบาลฮอด","124","38","65","65","52.42"
"11133  :  โรงพยาบาลดอยเต่า","74","23","36","36","48.65"
"11134  :  โรงพยาบาลอมก๋อย","118","36","50","50","42.37"
"11135  :  โรงพยาบาลสารภี","0","0","0","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","0","0","0","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","7","3","4","4","57.14"
"11138  :  โรงพยาบาลแม่วาง","150","45","0","0","0.00"
"11139  :  โรงพยาบาลแม่ออน","0","0","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","61","19","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","107","33","15","15","14.02"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","240","72","4","4","1.67"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","294","89","1","1","0.34"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","47","15","0","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","91","28","0","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","117","36","12","12","10.26"
"10714  :  โรงพยาบาลลำพูน","0","0","0","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","222","67","93","92","41.44"
"11141  :  โรงพยาบาลบ้านโฮ่ง","43","13","21","21","48.84"
"11142  :  โรงพยาบาลลี้","0","0","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","100","30","11","11","11.00"
"11144  :  โรงพยาบาลป่าซาง","386","116","72","72","18.65"
"11145  :  โรงพยาบาลบ้านธิ","380","114","39","39","10.26"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","353","106","36","36","10.20"
"24956  :  โรงพยาบาลเวียงหนองล่อง","145","44","16","16","11.03"
"10672  :  โรงพยาบาลลำปาง","3,915","1,175","110","110","2.81"
"11146  :  โรงพยาบาลแม่เมาะ","543","163","56","56","10.31"
"11147  :  โรงพยาบาลเกาะคา","47","15","13","13","27.66"
"11148  :  โรงพยาบาลเสริมงาม","178","54","105","105","58.99"
"11149  :  โรงพยาบาลงาว","357","108","96","96","26.89"
"11150  :  โรงพยาบาลแจ้ห่ม","324","98","175","175","54.01"
"11151  :  โรงพยาบาลวังเหนือ","68","21","10","10","14.71"
"11152  :  โรงพยาบาลเถิน","139","42","15","15","10.79"
"11153  :  โรงพยาบาลแม่พริก","90","27","10","10","11.11"
"11154  :  โรงพยาบาลแม่ทะ","166","50","144","144","86.75"
"11155  :  โรงพยาบาลสบปราบ","240","72","23","23","9.58"
"11156  :  โรงพยาบาลห้างฉัตร","135","41","14","14","10.37"
