"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","1","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","19","7","0","0","7","36.84","4","1","0","0","1","25.00","1","1","0","0","1","100.00","10","2","0","0","2","20.00","4","3","0","0","3","75.00"
"28005  :  โรงพยาบาลเมืองพัทยา","42","15","0","0","15","35.71","11","3","0","0","3","27.27","10","4","0","0","4","40.00","6","1","0","0","1","16.67","15","7","0","0","7","46.67"
"28006  :  โรงพยาบาลเกาะจันทร์","12","1","0","0","1","8.33","2","0","0","0","0","0.00","1","0","0","0","0","0.00","4","0","0","0","0","0.00","5","1","0","0","1","20.00"
"10663  :  โรงพยาบาลระยอง","303","177","0","0","177","58.42","90","42","0","0","42","46.67","64","39","0","0","39","60.94","76","47","0","0","47","61.84","73","49","0","0","49","67.12"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","64","18","0","2","20","31.25","14","4","0","1","5","35.71","14","4","0","0","4","28.57","14","6","0","0","6","42.86","22","4","0","1","5","22.73"
"10828  :  โรงพยาบาลบ้านฉาง","22","0","0","1","1","4.55","3","0","0","0","0","0.00","2","0","0","0","0","0.00","5","0","0","1","1","20.00","12","0","0","0","0","0.00"
"10829  :  โรงพยาบาลแกลง","95","32","0","1","33","34.74","30","11","0","1","12","40.00","31","9","0","0","9","29.03","14","4","0","0","4","28.57","20","8","0","0","8","40.00"
"10830  :  โรงพยาบาลวังจันทร์","19","1","0","0","1","5.26","5","0","0","0","0","0.00","4","0","0","0","0","0.00","6","0","0","0","0","0.00","4","1","0","0","1","25.00"
"10831  :  โรงพยาบาลบ้านค่าย","10","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00","6","0","0","0","0","0.00","2","0","0","0","0","0.00"
"10832  :  โรงพยาบาลปลวกแดง","30","12","0","0","12","40.00","16","8","0","0","8","50.00","3","2","0","0","2","66.67","9","2","0","0","2","22.22","2","0","0","0","0","0.00"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","7","1","0","1","2","28.57","0","0","0","0","0","0.00","1","1","0","0","1","100.00","4","0","0","1","1","25.00","2","0","0","0","0","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","8","2","0","0","2","25.00","1","1","0","0","1","100.00","1","1","0","0","1","100.00","3","0","0","0","0","0.00","3","0","0","0","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","419","142","0","0","142","33.89","84","17","0","0","17","20.24","110","41","0","0","41","37.27","136","57","0","0","57","41.91","89","27","0","0","27","30.34"
"10834  :  โรงพยาบาลขลุง","5","2","0","0","2","40.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00","3","2","0","0","2","66.67"
"10835  :  โรงพยาบาลท่าใหม่","3","1","0","0","1","33.33","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","3","1","0","0","1","33.33"
"10836  :  โรงพยาบาลเขาสุกิม","3","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10837  :  โรงพยาบาลสองพี่น้อง","5","0","0","0","0","0.00","4","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10839  :  โรงพยาบาลมะขาม","2","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","4","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","2","0","0","0","0","0.00","1","0","0","0","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","25","2","0","1","3","12.00","18","2","0","1","3","16.67","2","0","0","0","0","0.00","2","0","0","0","0","0.00","3","0","0","0","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","5","1","0","0","1","20.00","3","1","0","0","1","33.33","0","0","0","0","0","0.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10843  :  โรงพยาบาลนายายอาม","22","2","0","0","2","9.09","3","0","0","0","0","0.00","6","0","0","0","0","0.00","4","1","0","0","1","25.00","9","1","0","0","1","11.11"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","8","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","4","0","0","0","0","0.00","3","0","0","0","0","0.00"
"10696  :  โรงพยาบาลตราด","138","81","0","2","83","60.14","42","24","0","0","24","57.14","45","30","0","2","32","71.11","23","9","0","0","9","39.13","28","18","0","0","18","64.29"
"10845  :  โรงพยาบาลคลองใหญ่","3","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00"
"10846  :  โรงพยาบาลเขาสมิง","13","3","0","0","3","23.08","2","0","0","0","0","0.00","2","0","0","0","0","0.00","5","1","0","0","1","20.00","4","2","0","0","2","50.00"
"10847  :  โรงพยาบาลบ่อไร่","17","1","0","0","1","5.88","6","1","0","0","1","16.67","4","0","0","0","0","0.00","2","0","0","0","0","0.00","5","0","0","0","0","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","11","0","0","0","0","0.00","1","0","0","0","0","0.00","3","0","0","0","0","0.00","4","0","0","0","0","0.00","3","0","0","0","0","0.00"
"10849  :  โรงพยาบาลเกาะกูด","1","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","4","1","0","0","1","25.00","2","0","0","0","0","0.00","2","1","0","0","1","50.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","501","281","2","11","292","58.28","141","75","1","2","77","54.61","127","73","0","0","73","57.48","139","66","1","8","74","53.24","94","67","0","1","68","72.34"
"10833  :  โรงพยาบาลท่าตะเกียบ","29","2","0","0","2","6.90","5","1","0","0","1","20.00","6","0","0","0","0","0.00","13","0","0","0","0","0.00","5","1","0","0","1","20.00"
"10850  :  โรงพยาบาลบางคล้า","1","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","12","2","0","0","2","16.67","3","0","0","0","0","0.00","4","1","0","0","1","25.00","3","0","0","0","0","0.00","2","1","0","0","1","50.00"
"10852  :  โรงพยาบาลบางปะกง","100","6","0","2","8","8.00","35","2","0","1","3","8.57","36","2","0","1","3","8.33","22","2","0","0","2","9.09","7","0","0","0","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","20","5","0","0","5","25.00","4","0","0","0","0","0.00","3","1","0","0","1","33.33","4","0","0","0","0","0.00","9","4","0","0","4","44.44"
"10854  :  โรงพยาบาลพนมสารคาม","426","10","0","2","12","2.82","104","3","0","2","5","4.81","91","1","0","0","1","1.10","140","1","0","0","1","0.71","91","5","0","0","5","5.49"
"10855  :  โรงพยาบาลสนามชัยเขต","83","4","0","1","5","6.02","21","1","0","0","1","4.76","19","0","0","0","0","0.00","30","1","0","0","1","3.33","13","2","0","1","3","23.08"
"10856  :  โรงพยาบาลแปลงยาว","29","0","0","0","0","0.00","12","0","0","0","0","0.00","7","0","0","0","0","0.00","5","0","0","0","0","0.00","5","0","0","0","0","0.00"
"13747  :  โรงพยาบาลราชสาส์น","10","0","0","0","0","0.00","4","0","0","0","0","0.00","5","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","2","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","292","100","0","2","102","34.93","125","40","0","0","40","32.00","59","9","0","0","9","15.25","48","27","0","1","28","58.33","60","24","0","1","25","41.67"
"10857  :  โรงพยาบาลกบินทร์บุรี","168","62","0","0","62","36.90","51","21","0","0","21","41.18","32","6","0","0","6","18.75","40","11","0","0","11","27.50","45","24","0","0","24","53.33"
"10858  :  โรงพยาบาลนาดี","27","3","0","1","4","14.81","7","2","0","0","2","28.57","5","0","0","0","0","0.00","9","1","0","0","1","11.11","6","0","0","1","1","16.67"
"10859  :  โรงพยาบาลบ้านสร้าง","4","0","0","0","0","0.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","3","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","3","0","0","0","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","9","0","0","0","0","0.00","5","0","0","0","0","0.00","2","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","4","0","0","0","0","0.00","3","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","2","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10698  :  โรงพยาบาลนครนายก","137","51","0","1","52","37.96","40","17","0","0","17","42.50","53","14","0","1","15","28.30","31","12","0","0","12","38.71","13","8","0","0","8","61.54"
"10863  :  โรงพยาบาลปากพลี","3","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","18","1","0","0","1","5.56","0","0","0","0","0","0.00","11","1","0","0","1","9.09","6","0","0","0","0","0.00","1","0","0","0","0","0.00"
"10865  :  โรงพยาบาลองครักษ์","2","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","195","0","0","0","0","0.00","37","0","0","0","0","0.00","48","0","0","0","0","0.00","50","0","0","0","0","0.00","60","0","0","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","414","187","0","5","192","46.38","100","33","0","1","34","34.00","91","46","0","2","48","52.75","123","60","0","1","61","49.59","100","48","0","1","49","49.00"
"10866  :  โรงพยาบาลคลองหาด","18","0","0","1","1","5.56","4","0","0","0","0","0.00","3","0","0","0","0","0.00","7","0","0","1","1","14.29","4","0","0","0","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","28","5","0","2","7","25.00","9","2","0","2","4","44.44","10","0","0","0","0","0.00","7","3","0","0","3","42.86","2","0","0","0","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","25","1","0","0","1","4.00","6","0","0","0","0","0.00","7","0","0","0","0","0.00","10","1","0","0","1","10.00","2","0","0","0","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","15","5","0","0","5","33.33","6","3","0","0","3","50.00","1","0","0","0","0","0.00","4","1","0","0","1","25.00","4","1","0","0","1","25.00"
"10870  :  โรงพยาบาลอรัญประเทศ","63","23","0","0","23","36.51","19","9","0","0","9","47.37","15","6","0","0","6","40.00","15","4","0","0","4","26.67","14","4","0","0","4","28.57"
"13817  :  โรงพยาบาลเขาฉกรรจ์","22","2","0","0","2","9.09","8","0","0","0","0","0.00","8","1","0","0","1","12.50","4","1","0","0","1","25.00","2","0","0","0","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","1,394","654","7","16","670","48.06","422","195","2","6","201","47.63","404","188","2","6","194","48.02","352","170","2","1","171","48.58","216","101","1","3","104","48.15"
"10871  :  โรงพยาบาลครบุรี","33","6","0","0","6","18.18","7","2","0","0","2","28.57","13","2","0","0","2","15.38","7","0","0","0","0","0.00","6","2","0","0","2","33.33"
"10872  :  โรงพยาบาลเสิงสาง","48","2","0","1","3","6.25","10","1","0","1","2","20.00","13","0","0","0","0","0.00","16","1","0","0","1","6.25","9","0","0","0","0","0.00"
"10873  :  โรงพยาบาลคง","27","3","0","1","4","14.81","8","1","0","1","2","25.00","6","1","0","0","1","16.67","7","1","0","0","1","14.29","6","0","0","0","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","35","2","0","2","4","11.43","9","0","0","0","0","0.00","6","0","0","0","0","0.00","7","0","0","0","0","0.00","13","2","0","2","4","30.77"
"10875  :  โรงพยาบาลจักราช","31","5","1","1","6","19.35","9","2","0","0","2","22.22","10","1","0","0","1","10.00","7","2","0","1","3","42.86","5","0","1","0","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","39","2","1","0","2","5.13","4","0","0","0","0","0.00","11","0","0","0","0","0.00","19","1","1","0","1","5.26","5","1","0","0","1","20.00"
"10877  :  โรงพยาบาลด่านขุนทด","100","1","1","5","6","6.00","23","0","0","1","1","4.35","24","0","0","2","2","8.33","22","0","0","0","0","0.00","31","1","1","2","3","9.68"
"10878  :  โรงพยาบาลโนนไทย","49","5","0","2","7","14.29","11","0","0","1","1","9.09","10","0","0","0","0","0.00","15","1","0","1","2","13.33","13","4","0","0","4","30.77"
"10879  :  โรงพยาบาลโนนสูง","35","3","0","1","4","11.43","7","0","0","0","0","0.00","11","1","0","0","1","9.09","9","1","0","0","1","11.11","8","1","0","1","2","25.00"
"10880  :  โรงพยาบาลขามสะแกแสง","43","3","0","0","3","6.98","12","1","0","0","1","8.33","10","0","0","0","0","0.00","14","2","0","0","2","14.29","7","0","0","0","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","97","12","0","4","16","16.49","22","4","0","0","4","18.18","29","2","0","2","4","13.79","24","2","0","1","3","12.50","22","4","0","1","5","22.73"
"10882  :  โรงพยาบาลประทาย","70","3","0","0","3","4.29","28","0","0","0","0","0.00","25","1","0","0","1","4.00","11","2","0","0","2","18.18","6","0","0","0","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","61","1","0","1","2","3.28","5","0","0","1","1","20.00","19","1","0","0","1","5.26","27","0","0","0","0","0.00","10","0","0","0","0","0.00"
"10884  :  โรงพยาบาลพิมาย","135","12","0","0","12","8.89","29","0","0","0","0","0.00","30","4","0","0","4","13.33","45","4","0","0","4","8.89","31","4","0","0","4","12.90"
"10885  :  โรงพยาบาลห้วยแถลง","29","0","0","0","0","0.00","9","0","0","0","0","0.00","5","0","0","0","0","0.00","14","0","0","0","0","0.00","1","0","0","0","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","55","1","0","3","4","7.27","16","0","0","1","1","6.25","14","0","0","1","1","7.14","13","0","0","0","0","0.00","12","1","0","1","2","16.67"
"10887  :  โรงพยาบาลสูงเนิน","33","4","0","0","4","12.12","13","1","0","0","1","7.69","9","1","0","0","1","11.11","8","2","0","0","2","25.00","3","0","0","0","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","10","2","0","0","2","20.00","2","1","0","0","1","50.00","3","0","0","0","0","0.00","2","1","0","0","1","50.00","3","0","0","0","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","35","2","0","0","2","5.71","11","1","0","0","1","9.09","5","0","0","0","0","0.00","10","1","0","0","1","10.00","9","0","0","0","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","208","67","0","3","70","33.65","68","19","0","1","20","29.41","57","21","0","0","21","36.84","55","17","0","2","19","34.55","28","10","0","0","10","35.71"
"10891  :  โรงพยาบาลหนองบุญมาก","26","2","0","1","3","11.54","4","0","0","0","0","0.00","6","0","0","0","0","0.00","6","0","0","0","0","0.00","10","2","0","1","3","30.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","12","1","0","1","2","16.67","2","0","0","0","0","0.00","4","1","0","0","1","25.00","3","0","0","0","0","0.00","3","0","0","1","1","33.33"
"10893  :  โรงพยาบาลโนนแดง","9","0","0","0","0","0.00","1","0","0","0","0","0.00","2","0","0","0","0","0.00","4","0","0","0","0","0.00","2","0","0","0","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","2","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","25","8","0","0","8","32.00","8","3","0","0","3","37.50","5","2","0","0","2","40.00","8","1","0","0","1","12.50","4","2","0","0","2","50.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","5","0","0","0","0","0.00","0","0","0","0","0","0.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00","3","0","0","0","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","8","0","0","0","0","0.00","4","0","0","0","0","0.00","0","0","0","0","0","0.00","4","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","4","3","0","0","3","75.00","3","2","0","0","2","66.67","1","1","0","0","1","100.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","82","23","0","1","24","29.27","20","8","0","0","8","40.00","21","9","0","0","9","42.86","14","2","0","0","2","14.29","27","4","0","1","5","18.52"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","128","37","0","0","37","28.91","25","12","0","0","12","48.00","30","8","0","0","8","26.67","34","8","0","0","8","23.53","39","9","0","0","9","23.08"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","4","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","3","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","8","0","0","1","1","12.50","1","0","0","0","0","0.00","0","0","0","0","0","0.00","2","0","0","0","0","0.00","5","0","0","1","1","20.00"
"27840  :  โรงพยาบาลสีดา","15","1","0","0","1","6.67","7","0","0","0","0","0.00","7","0","0","0","0","0.00","1","1","0","0","1","100.00","0","0","0","0","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","16","1","0","0","1","6.25","2","0","0","0","0","0.00","3","0","0","0","0","0.00","5","0","0","0","0","0.00","6","1","0","0","1","16.67"
"10667  :  โรงพยาบาลบุรีรัมย์","611","256","1","33","289","47.30","220","95","0","12","107","48.64","146","68","0","8","76","52.05","149","55","1","10","65","43.62","96","38","0","3","41","42.71"
"10895  :  โรงพยาบาลคูเมือง","49","1","0","2","3","6.12","4","0","0","0","0","0.00","20","0","0","0","0","0.00","18","1","0","1","2","11.11","7","0","0","1","1","14.29"
"10896  :  โรงพยาบาลกระสัง","16","1","0","0","1","6.25","5","1","0","0","1","20.00","5","0","0","0","0","0.00","3","0","0","0","0","0.00","3","0","0","0","0","0.00"
"10897  :  โรงพยาบาลนางรอง","190","46","0","4","50","26.32","46","10","0","3","13","28.26","55","13","0","1","14","25.45","55","18","0","0","18","32.73","34","5","0","0","5","14.71"
"10898  :  โรงพยาบาลหนองกี่","34","1","0","2","3","8.82","18","1","0","0","1","5.56","8","0","0","2","2","25.00","8","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","38","1","0","1","2","5.26","12","0","0","1","1","8.33","8","0","0","0","0","0.00","9","1","0","0","1","11.11","9","0","0","0","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","97","1","1","5","6","6.19","33","1","0","3","4","12.12","21","0","1","0","0","0.00","18","0","0","2","2","11.11","25","0","0","0","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","27","0","0","0","0","0.00","8","0","0","0","0","0.00","7","0","0","0","0","0.00","7","0","0","0","0","0.00","5","0","0","0","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","47","0","0","1","1","2.13","14","0","0","0","0","0.00","10","0","0","0","0","0.00","13","0","0","0","0","0.00","10","0","0","1","1","10.00"
"10904  :  โรงพยาบาลลำปลายมาศ","173","7","0","0","7","4.05","30","1","0","0","1","3.33","27","1","0","0","1","3.70","65","4","0","0","4","6.15","51","1","0","0","1","1.96"
"10905  :  โรงพยาบาลสตึก","164","5","0","4","9","5.49","36","1","0","0","1","2.78","44","3","0","1","4","9.09","57","0","0","2","2","3.51","27","1","0","1","2","7.41"
"10906  :  โรงพยาบาลปะคำ","32","0","0","1","1","3.13","7","0","0","1","1","14.29","5","0","0","0","0","0.00","10","0","0","0","0","0.00","10","0","0","0","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","37","1","0","1","2","5.41","10","0","0","0","0","0.00","9","1","0","0","1","11.11","9","0","0","1","1","11.11","9","0","0","0","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","37","1","0","0","1","2.70","10","1","0","0","1","10.00","7","0","0","0","0","0.00","12","0","0","0","0","0.00","8","0","0","0","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","10","0","0","0","0","0.00","6","0","0","0","0","0.00","3","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","20","1","0","0","1","5.00","6","0","0","0","0","0.00","6","0","0","0","0","0.00","6","1","0","0","1","16.67","2","0","0","0","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","8","0","0","0","0","0.00","3","0","0","0","0","0.00","0","0","0","0","0","0.00","4","0","0","0","0","0.00","1","0","0","0","0","0.00"
"10912  :  โรงพยาบาลชำนิ","11","2","0","0","2","18.18","2","0","0","0","0","0.00","1","0","0","0","0","0.00","3","0","0","0","0","0.00","5","2","0","0","2","40.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","11","1","0","0","1","9.09","0","0","0","0","0","0.00","5","1","0","0","1","20.00","4","0","0","0","0","0.00","2","0","0","0","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","21","0","0","0","0","0.00","8","0","0","0","0","0.00","5","0","0","0","0","0.00","5","0","0","0","0","0.00","3","0","0","0","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","13","0","0","0","0","0.00","2","0","0","0","0","0.00","4","0","0","0","0","0.00","5","0","0","0","0","0.00","2","0","0","0","0","0.00"
"23578  :  โรงพยาบาลแคนดง","18","1","0","1","2","11.11","4","1","0","0","1","25.00","4","0","0","0","0","0.00","8","0","0","1","1","12.50","2","0","0","0","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","4","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","3","0","0","0","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","1,377","597","1","149","746","54.18","308","111","0","34","145","47.08","339","129","1","43","172","50.74","387","177","0","39","216","55.81","343","180","0","33","213","62.10"
"10915  :  โรงพยาบาลชุมพลบุรี","14","0","0","0","0","0.00","5","0","0","0","0","0.00","3","0","0","0","0","0.00","4","0","0","0","0","0.00","2","0","0","0","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","105","2","0","0","2","1.90","28","1","0","0","1","3.57","25","1","0","0","1","4.00","29","0","0","0","0","0.00","23","0","0","0","0","0.00"
"10917  :  โรงพยาบาลจอมพระ","23","0","0","0","0","0.00","3","0","0","0","0","0.00","4","0","0","0","0","0.00","10","0","0","0","0","0.00","6","0","0","0","0","0.00"
"10918  :  โรงพยาบาลปราสาท","181","46","2","20","66","36.46","40","11","1","2","13","32.50","48","10","0","5","15","31.25","46","13","1","6","19","41.30","47","12","0","7","19","40.43"
"10919  :  โรงพยาบาลกาบเชิง","91","8","0","2","10","10.99","21","2","0","1","3","14.29","17","0","0","0","0","0.00","30","3","0","0","3","10.00","23","3","0","1","4","17.39"
"10920  :  โรงพยาบาลรัตนบุรี","92","6","0","7","13","14.13","21","2","0","1","3","14.29","33","1","0","4","5","15.15","22","3","0","2","5","22.73","16","0","0","0","0","0.00"
"10921  :  โรงพยาบาลสนม","13","2","0","1","3","23.08","0","0","0","0","0","0.00","3","0","0","0","0","0.00","3","2","0","0","2","66.67","7","0","0","1","1","14.29"
"10922  :  โรงพยาบาลศีขรภูมิ","122","8","0","5","13","10.66","27","1","0","1","2","7.41","18","0","0","3","3","16.67","26","2","0","0","2","7.69","51","5","0","1","6","11.76"
"10923  :  โรงพยาบาลสังขะ","112","8","0","4","12","10.71","27","0","0","1","1","3.70","24","1","0","1","2","8.33","36","5","0","1","6","16.67","25","2","0","1","3","12.00"
"10924  :  โรงพยาบาลลำดวน","149","0","0","1","1","0.67","43","0","0","1","1","2.33","37","0","0","0","0","0.00","47","0","0","0","0","0.00","22","0","0","0","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","22","0","0","0","0","0.00","8","0","0","0","0","0.00","7","0","0","0","0","0.00","7","0","0","0","0","0.00","0","0","0","0","0","0.00"
