"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ"
"13747  :  โรงพยาบาลราชสาส์น","9","0","0","0","0","0.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","6","0","0","0","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","11","0","0","0","0","0.00","6","0","0","0","0","0.00","1","0","0","0","0","0.00","2","0","0","0","0","0.00","2","0","0","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","290","117","0","3","120","41.38","117","48","0","1","49","41.88","97","43","0","2","45","46.39","56","18","0","0","18","32.14","20","8","0","0","8","40.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","164","81","0","0","81","49.39","56","26","0","0","26","46.43","44","23","0","0","23","52.27","37","21","0","0","21","56.76","27","11","0","0","11","40.74"
"10858  :  โรงพยาบาลนาดี","24","3","0","1","4","16.67","7","2","0","0","2","28.57","7","0","0","1","1","14.29","7","1","0","0","1","14.29","3","0","0","0","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","7","0","0","0","0","0.00","4","0","0","0","0","0.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","2","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","11","2","0","0","2","18.18","0","0","0","0","0","0.00","1","0","0","0","0","0.00","6","1","0","0","1","16.67","4","1","0","0","1","25.00"
"10862  :  โรงพยาบาลศรีมโหสถ","18","3","0","1","4","22.22","6","2","0","0","2","33.33","0","0","0","0","0","0.00","9","1","0","1","2","22.22","3","0","0","0","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","14","7","0","0","7","50.00","6","5","0","0","5","83.33","3","0","0","0","0","0.00","2","1","0","0","1","50.00","3","1","0","0","1","33.33"
"10698  :  โรงพยาบาลนครนายก","80","41","0","1","42","52.50","21","10","0","0","10","47.62","7","4","0","0","4","57.14","25","14","0","1","15","60.00","27","13","0","0","13","48.15"
"10863  :  โรงพยาบาลปากพลี","5","0","0","1","1","20.00","2","0","0","0","0","0.00","2","0","0","1","1","50.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","31","0","0","1","1","3.23","9","0","0","1","1","11.11","2","0","0","0","0","0.00","11","0","0","0","0","0.00","9","0","0","0","0","0.00"
"10865  :  โรงพยาบาลองครักษ์","2","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","210","0","0","0","0","0.00","67","0","0","0","0","0.00","33","0","0","0","0","0.00","66","0","0","0","0","0.00","44","0","0","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","437","171","0","7","178","40.73","119","54","0","1","55","46.22","85","30","0","1","31","36.47","102","43","0","4","47","46.08","131","44","0","1","45","34.35"
"10866  :  โรงพยาบาลคลองหาด","35","3","0","1","4","11.43","3","0","0","0","0","0.00","7","1","0","0","1","14.29","13","1","0","0","1","7.69","12","1","0","1","2","16.67"
"10867  :  โรงพยาบาลตาพระยา","28","5","0","1","6","21.43","10","1","0","0","1","10.00","5","1","0","1","2","40.00","6","2","0","0","2","33.33","7","1","0","0","1","14.29"
"10868  :  โรงพยาบาลวังน้ำเย็น","47","3","0","1","4","8.51","15","3","0","0","3","20.00","10","0","0","1","1","10.00","12","0","0","0","0","0.00","10","0","0","0","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","12","0","0","0","0","0.00","4","0","0","0","0","0.00","0","0","0","0","0","0.00","6","0","0","0","0","0.00","2","0","0","0","0","0.00"
"10870  :  โรงพยาบาลอรัญประเทศ","84","25","0","1","26","30.95","28","7","0","0","7","25.00","23","5","0","0","5","21.74","19","9","0","1","10","52.63","14","4","0","0","4","28.57"
"13817  :  โรงพยาบาลเขาฉกรรจ์","38","4","0","3","7","18.42","6","1","0","1","2","33.33","12","3","0","2","5","41.67","12","0","0","0","0","0.00","8","0","0","0","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","1,635","808","8","26","834","51.01","341","173","0","6","179","52.49","405","208","1","9","217","53.58","434","222","1","4","226","52.07","455","205","6","7","212","46.59"
"10871  :  โรงพยาบาลครบุรี","47","3","0","0","3","6.38","9","0","0","0","0","0.00","12","0","0","0","0","0.00","14","3","0","0","3","21.43","12","0","0","0","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","34","1","0","2","3","8.82","12","1","0","1","2","16.67","7","0","0","1","1","14.29","5","0","0","0","0","0.00","10","0","0","0","0","0.00"
"10873  :  โรงพยาบาลคง","24","3","0","0","3","12.50","9","1","0","0","1","11.11","4","0","0","0","0","0.00","3","0","0","0","0","0.00","8","2","0","0","2","25.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","31","4","0","0","4","12.90","9","1","0","0","1","11.11","5","0","0","0","0","0.00","11","3","0","0","3","27.27","6","0","0","0","0","0.00"
"10875  :  โรงพยาบาลจักราช","76","5","0","0","5","6.58","13","0","0","0","0","0.00","17","0","0","0","0","0.00","30","5","0","0","5","16.67","16","0","0","0","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","48","7","0","1","8","16.67","13","5","0","0","5","38.46","9","0","0","0","0","0.00","14","1","0","1","2","14.29","12","1","0","0","1","8.33"
"10877  :  โรงพยาบาลด่านขุนทด","70","3","0","0","3","4.29","18","1","0","0","1","5.56","18","1","0","0","1","5.56","18","0","0","0","0","0.00","16","1","0","0","1","6.25"
"10878  :  โรงพยาบาลโนนไทย","44","2","0","2","4","9.09","16","0","0","1","1","6.25","7","1","0","0","1","14.29","9","1","0","0","1","11.11","12","0","0","1","1","8.33"
"10879  :  โรงพยาบาลโนนสูง","20","0","0","0","0","0.00","6","0","0","0","0","0.00","2","0","0","0","0","0.00","3","0","0","0","0","0.00","9","0","0","0","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","33","0","0","0","0","0.00","8","0","0","0","0","0.00","8","0","0","0","0","0.00","6","0","0","0","0","0.00","11","0","0","0","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","139","14","0","7","21","15.11","43","6","0","1","7","16.28","33","4","0","4","8","24.24","44","4","0","1","5","11.36","19","0","0","1","1","5.26"
"10882  :  โรงพยาบาลประทาย","94","2","0","1","3","3.19","16","0","0","0","0","0.00","33","0","0","1","1","3.03","31","1","0","0","1","3.23","14","1","0","0","1","7.14"
"10883  :  โรงพยาบาลปักธงชัย","35","6","0","0","6","17.14","11","1","0","0","1","9.09","6","2","0","0","2","33.33","12","2","0","0","2","16.67","6","1","0","0","1","16.67"
"10884  :  โรงพยาบาลพิมาย","127","7","0","1","8","6.30","36","2","0","0","2","5.56","33","4","0","0","4","12.12","26","0","0","1","1","3.85","32","1","0","0","1","3.13"
"10885  :  โรงพยาบาลห้วยแถลง","35","2","0","0","2","5.71","8","0","0","0","0","0.00","7","0","0","0","0","0.00","10","0","0","0","0","0.00","10","2","0","0","2","20.00"
"10886  :  โรงพยาบาลชุมพวง","67","1","0","3","4","5.97","15","1","0","0","1","6.67","16","0","0","1","1","6.25","12","0","0","1","1","8.33","24","0","0","1","1","4.17"
"10887  :  โรงพยาบาลสูงเนิน","41","3","0","0","3","7.32","9","1","0","0","1","11.11","8","2","0","0","2","25.00","12","0","0","0","0","0.00","12","0","0","0","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","5","0","0","0","0","0.00","3","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","54","1","0","3","4","7.41","16","1","0","1","2","12.50","12","0","0","0","0","0.00","10","0","0","2","2","20.00","16","0","0","0","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","280","76","0","0","76","27.14","70","23","0","0","23","32.86","78","21","0","0","21","26.92","76","23","0","0","23","30.26","56","9","0","0","9","16.07"
"10891  :  โรงพยาบาลหนองบุญมาก","30","2","0","0","2","6.67","8","1","0","0","1","12.50","5","0","0","0","0","0.00","6","0","0","0","0","0.00","11","1","0","0","1","9.09"
"10892  :  โรงพยาบาลแก้งสนามนาง","15","1","0","2","3","20.00","6","0","0","1","1","16.67","3","0","0","0","0","0.00","3","0","0","0","0","0.00","3","1","0","1","2","66.67"
"10893  :  โรงพยาบาลโนนแดง","5","0","0","0","0","0.00","2","0","0","0","0","0.00","3","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","4","0","0","0","0","0.00","0","0","0","0","0","0.00","2","0","0","0","0","0.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","30","8","0","0","8","26.67","5","2","0","0","2","40.00","8","2","0","0","2","25.00","9","1","0","0","1","11.11","8","3","0","0","3","37.50"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","16","1","0","0","1","6.25","4","0","0","0","0","0.00","3","0","0","0","0","0.00","4","1","0","0","1","25.00","5","0","0","0","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","35","1","0","0","1","2.86","14","1","0","0","1","7.14","12","0","0","0","0","0.00","5","0","0","0","0","0.00","4","0","0","0","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","6","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","6","0","0","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","10","0","0","0","0","0.00","2","0","0","0","0","0.00","4","0","0","0","0","0.00","4","0","0","0","0","0.00","0","0","0","0","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","87","25","0","1","26","29.89","33","8","0","1","9","27.27","24","5","0","0","5","20.83","20","5","0","0","5","25.00","10","7","0","0","7","70.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","25","2","0","0","2","8.00","6","2","0","0","2","33.33","8","0","0","0","0","0.00","10","0","0","0","0","0.00","1","0","0","0","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","12","0","0","0","0","0.00","3","0","0","0","0","0.00","2","0","0","0","0","0.00","3","0","0","0","0","0.00","4","0","0","0","0","0.00"
"27840  :  โรงพยาบาลสีดา","5","0","0","0","0","0.00","2","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","2","0","0","0","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","36","2","0","1","3","8.33","14","0","0","1","1","7.14","12","1","0","0","1","8.33","5","1","0","0","1","20.00","5","0","0","0","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","832","356","3","75","431","51.80","253","103","2","32","135","53.36","213","98","0","15","113","53.05","198","85","1","15","100","50.51","168","70","0","13","83","49.40"
"10895  :  โรงพยาบาลคูเมือง","34","1","0","0","1","2.94","8","0","0","0","0","0.00","8","0","0","0","0","0.00","7","1","0","0","1","14.29","11","0","0","0","0","0.00"
"10896  :  โรงพยาบาลกระสัง","3","0","0","0","0","0.00","0","0","0","0","0","0.00","2","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10897  :  โรงพยาบาลนางรอง","166","38","0","5","43","25.90","44","12","0","1","13","29.55","35","10","0","1","11","31.43","38","7","0","2","9","23.68","49","9","0","1","10","20.41"
"10898  :  โรงพยาบาลหนองกี่","62","0","0","2","2","3.23","20","0","0","1","1","5.00","21","0","0","1","1","4.76","15","0","0","0","0","0.00","6","0","0","0","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","51","1","0","0","1","1.96","11","0","0","0","0","0.00","17","1","0","0","1","5.88","17","0","0","0","0","0.00","6","0","0","0","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","168","2","1","6","8","4.76","55","0","0","3","3","5.45","39","1","0","1","2","5.13","45","1","1","2","3","6.67","29","0","0","0","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","22","0","0","2","2","9.09","6","0","0","0","0","0.00","3","0","0","0","0","0.00","7","0","0","2","2","28.57","6","0","0","0","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","53","1","0","1","2","3.77","11","0","0","0","0","0.00","14","1","0","1","2","14.29","12","0","0","0","0","0.00","16","0","0","0","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","147","3","0","1","4","2.72","30","2","0","0","2","6.67","52","1","0","0","1","1.92","34","0","0","1","1","2.94","31","0","0","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","104","6","1","2","8","7.69","19","1","0","0","1","5.26","13","1","0","1","2","15.38","21","0","0","1","1","4.76","51","4","1","0","4","7.84"
"10906  :  โรงพยาบาลปะคำ","47","0","0","1","1","2.13","12","0","0","0","0","0.00","10","0","0","0","0","0.00","14","0","0","1","1","7.14","11","0","0","0","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","41","2","0","0","2","4.88","12","1","0","0","1","8.33","10","1","0","0","1","10.00","12","0","0","0","0","0.00","7","0","0","0","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","12","0","0","0","0","0.00","3","0","0","0","0","0.00","3","0","0","0","0","0.00","4","0","0","0","0","0.00","2","0","0","0","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","18","0","0","1","1","5.56","3","0","0","0","0","0.00","3","0","0","0","0","0.00","3","0","0","1","1","33.33","9","0","0","0","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","23","0","0","0","0","0.00","3","0","0","0","0","0.00","13","0","0","0","0","0.00","5","0","0","0","0","0.00","2","0","0","0","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","14","0","0","0","0","0.00","3","0","0","0","0","0.00","3","0","0","0","0","0.00","3","0","0","0","0","0.00","5","0","0","0","0","0.00"
"10912  :  โรงพยาบาลชำนิ","18","0","0","0","0","0.00","6","0","0","0","0","0.00","4","0","0","0","0","0.00","3","0","0","0","0","0.00","5","0","0","0","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","9","0","0","0","0","0.00","2","0","0","0","0","0.00","5","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","15","0","0","0","0","0.00","4","0","0","0","0","0.00","4","0","0","0","0","0.00","2","0","0","0","0","0.00","5","0","0","0","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","16","0","0","0","0","0.00","6","0","0","0","0","0.00","6","0","0","0","0","0.00","2","0","0","0","0","0.00","2","0","0","0","0","0.00"
"23578  :  โรงพยาบาลแคนดง","22","0","0","0","0","0.00","9","0","0","0","0","0.00","9","0","0","0","0","0.00","3","0","0","0","0","0.00","1","0","0","0","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","12","0","0","0","0","0.00","4","0","0","0","0","0.00","2","0","0","0","0","0.00","3","0","0","0","0","0.00","3","0","0","0","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","1,366","465","2","155","620","45.39","343","118","1","45","163","47.52","370","117","1","36","153","41.35","304","104","0","36","140","46.05","349","126","0","38","164","46.99"
"10915  :  โรงพยาบาลชุมพลบุรี","17","0","0","0","0","0.00","2","0","0","0","0","0.00","5","0","0","0","0","0.00","0","0","0","0","0","0.00","10","0","0","0","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","110","2","0","2","4","3.64","25","1","0","2","3","12.00","11","0","0","0","0","0.00","33","0","0","0","0","0.00","41","1","0","0","1","2.44"
"10917  :  โรงพยาบาลจอมพระ","36","0","0","1","1","2.78","11","0","0","0","0","0.00","10","0","0","0","0","0.00","8","0","0","1","1","12.50","7","0","0","0","0","0.00"
"10918  :  โรงพยาบาลปราสาท","135","34","0","11","45","33.33","31","10","0","0","10","32.26","35","8","0","5","13","37.14","21","7","0","1","8","38.10","48","9","0","5","14","29.17"
"10919  :  โรงพยาบาลกาบเชิง","73","2","0","3","5","6.85","21","1","0","2","3","14.29","13","0","0","0","0","0.00","22","1","0","1","2","9.09","17","0","0","0","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","60","6","0","1","7","11.67","9","1","0","0","1","11.11","11","1","0","0","1","9.09","22","2","0","1","3","13.64","18","2","0","0","2","11.11"
"10921  :  โรงพยาบาลสนม","9","2","0","0","2","22.22","3","2","0","0","2","66.67","3","0","0","0","0","0.00","1","0","0","0","0","0.00","2","0","0","0","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","38","3","0","1","4","10.53","2","0","0","0","0","0.00","1","0","0","0","0","0.00","10","1","0","0","1","10.00","25","2","0","1","3","12.00"
"10923  :  โรงพยาบาลสังขะ","171","6","1","9","15","8.77","59","2","1","5","7","11.86","56","3","0","3","6","10.71","29","0","0","1","1","3.45","27","1","0","0","1","3.70"
"10924  :  โรงพยาบาลลำดวน","135","1","0","1","2","1.48","31","1","0","1","2","6.45","33","0","0","0","0","0.00","38","0","0","0","0","0.00","33","0","0","0","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","30","0","0","0","0","0.00","6","0","0","0","0","0.00","5","0","0","0","0","0.00","6","0","0","0","0","0.00","13","0","0","0","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","26","1","0","1","2","7.69","3","1","0","0","1","33.33","5","0","0","0","0","0.00","8","0","0","0","0","0.00","10","0","0","1","1","10.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","1","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","40","1","0","0","1","2.50","14","0","0","0","0","0.00","15","1","0","0","1","6.67","8","0","0","0","0","0.00","3","0","0","0","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","44","0","0","0","0","0.00","28","0","0","0","0","0.00","12","0","0","0","0","0.00","2","0","0","0","0","0.00","2","0","0","0","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","48","1","0","1","2","4.17","14","0","0","0","0","0.00","12","0","0","0","0","0.00","9","1","0","1","2","22.22","13","0","0","0","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","10","0","0","0","0","0.00","3","0","0","0","0","0.00","2","0","0","0","0","0.00","5","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","997","414","0","90","504","50.55","177","66","0","18","84","47.46","301","133","0","32","165","54.82","208","98","0","15","113","54.33","311","117","0","25","142","45.66"
"10927  :  โรงพยาบาลยางชุมน้อย","16","2","1","0","2","12.50","2","1","1","0","1","50.00","1","0","0","0","0","0.00","6","0","0","0","0","0.00","7","1","0","0","1","14.29"
"10928  :  โรงพยาบาลกันทรารมย์","54","3","0","3","6","11.11","19","2","0","1","3","15.79","10","0","0","2","2","20.00","9","1","0","0","1","11.11","16","0","0","0","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","223","4","0","4","8","3.59","67","3","0","3","6","8.96","42","0","0","0","0","0.00","49","0","0","0","0","0.00","65","1","0","1","2","3.08"
"10930  :  โรงพยาบาลขุขันธ์","79","2","0","2","4","5.06","25","0","0","1","1","4.00","16","0","0","1","1","6.25","19","1","0","0","1","5.26","19","1","0","0","1","5.26"
"10931  :  โรงพยาบาลไพรบึง","27","0","0","1","1","3.70","4","0","0","0","0","0.00","6","0","0","0","0","0.00","9","0","0","1","1","11.11","8","0","0","0","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","62","1","0","0","1","1.61","20","0","0","0","0","0.00","21","0","0","0","0","0.00","8","0","0","0","0","0.00","13","1","0","0","1","7.69"
"10933  :  โรงพยาบาลขุนหาญ","122","3","0","1","4","3.28","41","1","0","1","2","4.88","24","0","0","0","0","0.00","24","0","0","0","0","0.00","33","2","0","0","2","6.06"
"10934  :  โรงพยาบาลราษีไศล","101","1","0","2","3","2.97","21","0","0","0","0","0.00","23","0","0","0","0","0.00","40","1","0","2","3","7.50","17","0","0","0","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","165","8","1","2","10","6.06","65","1","0","1","2","3.08","61","3","1","0","3","4.92","22","3","0","0","3","13.64","17","1","0","1","2","11.76"
"10936  :  โรงพยาบาลบึงบูรพ์","20","0","0","0","0","0.00","5","0","0","0","0","0.00","4","0","0","0","0","0.00","6","0","0","0","0","0.00","5","0","0","0","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","41","0","0","0","0","0.00","10","0","0","0","0","0.00","7","0","0","0","0","0.00","6","0","0","0","0","0.00","18","0","0","0","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","28","0","0","0","0","0.00","10","0","0","0","0","0.00","5","0","0","0","0","0.00","7","0","0","0","0","0.00","6","0","0","0","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","307","3","0","3","6","1.95","73","0","0","1","1","1.37","120","2","0","1","3","2.50","72","1","0","1","2","2.78","42","0","0","0","0","0.00"
"10940  :  โรงพยาบาลวังหิน","29","0","0","1","1","3.45","5","0","0","0","0","0.00","8","0","0","0","0","0.00","6","0","0","0","0","0.00","10","0","0","1","1","10.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","5","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","4","0","0","0","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","55","0","0","3","3","5.45","20","0","0","0","0","0.00","13","0","0","2","2","15.38","13","0","0","0","0","0.00","9","0","0","1","1","11.11"
"10943  :  โรงพยาบาลเมืองจันทร์","12","0","0","0","0","0.00","3","0","0","0","0","0.00","6","0","0","0","0","0.00","0","0","0","0","0","0.00","3","0","0","0","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","49","3","0","1","4","8.16","11","0","0","0","0","0.00","17","1","0","0","1","5.88","10","1","0","1","2","20.00","11","1","0","0","1","9.09"
"28014  :  โรงพยาบาลพยุห์","26","0","0","0","0","0.00","6","0","0","0","0","0.00","6","0","0","0","0","0.00","8","0","0","0","0","0.00","6","0","0","0","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","20","0","0","1","1","5.00","3","0","0","0","0","0.00","2","0","0","0","0","0.00","6","0","0","0","0","0.00","9","0","0","1","1","11.11"
"28016  :  โรงพยาบาลศิลาลาด","6","0","0","0","0","0.00","4","0","0","0","0","0.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","1,222","421","5","234","655","53.60","316","95","2","75","170","53.80","320","105","1","70","175","54.69","311","126","1","44","170","54.66","275","95","1","45","140","50.91"
"10944  :  โรงพยาบาลศรีเมืองใหม่","48","0","0","0","0","0.00","7","0","0","0","0","0.00","7","0","0","0","0","0.00","18","0","0","0","0","0.00","16","0","0","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","14","0","0","0","0","0.00","2","0","0","0","0","0.00","6","0","0","0","0","0.00","0","0","0","0","0","0.00","6","0","0","0","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","165","2","0","2","4","2.42","28","0","0","1","1","3.57","46","1","0","0","1","2.17","63","1","0","1","2","3.17","28","0","0","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","32","0","2","2","2","6.25","12","0","2","1","1","8.33","9","0","0","0","0","0.00","4","0","0","0","0","0.00","7","0","0","1","1","14.29"
"10948  :  โรงพยาบาลนาจะหลวย","25","0","0","1","1","4.00","7","0","0","0","0","0.00","6","0","0","1","1","16.67","7","0","0","0","0","0.00","5","0","0","0","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","23","0","0","0","0","0.00","7","0","0","0","0","0.00","2","0","0","0","0","0.00","6","0","0","0","0","0.00","8","0","0","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","21","1","0","1","2","9.52","2","1","0","0","1","50.00","9","0","0","0","0","0.00","3","0","0","1","1","33.33","7","0","0","0","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","80","5","0","5","10","12.50","28","1","0","1","2","7.14","21","0","0","0","0","0.00","13","0","0","1","1","7.69","18","4","0","3","7","38.89"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","27","0","0","0","0","0.00","3","0","0","0","0","0.00","12","0","0","0","0","0.00","7","0","0","0","0","0.00","5","0","0","0","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","37","1","0","0","1","2.70","11","1","0","0","1","9.09","7","0","0","0","0","0.00","7","0","0","0","0","0.00","12","0","0","0","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","266","17","1","16","33","12.41","54","1","1","2","3","5.56","78","7","0","5","12","15.38","77","6","0","3","9","11.69","57","3","0","6","9","15.79"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","62","1","0","3","4","6.45","18","1","0","1","2","11.11","17","0","0","0","0","0.00","10","0","0","1","1","10.00","17","0","0","1","1","5.88"
"10957  :  โรงพยาบาลตาลสุม","9","0","0","0","0","0.00","2","0","0","0","0","0.00","3","0","0","0","0","0.00","2","0","0","0","0","0.00","2","0","0","0","0","0.00"
