"โรงพยาบาล","B","A","อัตราต่อพัน"
"10947  :  โรงพยาบาลเขมราฐ","157","2","12.74"
"10948  :  โรงพยาบาลนาจะหลวย","309","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","78","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","116","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","208","2","9.62"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","36","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","194","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","125","1","8.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","138","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","12","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","71","0","0.00"
"10959  :  โรงพยาบาลสำโรง","17","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","45","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","90","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","21","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","3,084","5","1.62"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","8","0","0.00"
"24032  :  โรงพยาบาลนาตาล","1","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","10","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","8","1","125.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","3","0","0.00"
"10701  :  โรงพยาบาลยโสธร","2,526","7","2.77"
"10963  :  โรงพยาบาลทรายมูล","32","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","183","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","70","0","0.00"
"10966  :  โรงพยาบาลป่าติ้ว","14","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","51","0","0.00"
"10968  :  โรงพยาบาลค้อวัง","24","0","0.00"
"10969  :  โรงพยาบาลไทยเจริญ","15","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","863","1","1.16"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","0","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","3,626","28","7.72"
"10970  :  โรงพยาบาลบ้านเขว้า","144","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","65","0","0.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","298","0","0.00"
"10973  :  โรงพยาบาลหนองบัวแดง","686","0","0.00"
"10974  :  โรงพยาบาลจัตุรัส","461","1","2.17"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","286","1","3.50"
"10976  :  โรงพยาบาลหนองบัวระเหว","194","1","5.15"
"10977  :  โรงพยาบาลเทพสถิต","311","0","0.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","1,221","0","0.00"
"10979  :  โรงพยาบาลบ้านแท่น","98","0","0.00"
"10980  :  โรงพยาบาลแก้งคร้อ","663","2","3.02"
"10981  :  โรงพยาบาลคอนสาร","190","0","0.00"
"10982  :  โรงพยาบาลภักดีชุมพล","166","0","0.00"
"10983  :  โรงพยาบาลเนินสง่า","87","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","2,220","2","0.90"
"10985  :  โรงพยาบาลชานุมาน","254","0","0.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","80","1","12.50"
"10987  :  โรงพยาบาลพนา","66","0","0.00"
"10988  :  โรงพยาบาลเสนางคนิคม","40","0","0.00"
"10989  :  โรงพยาบาลหัวตะพาน","53","0","0.00"
"10990  :  โรงพยาบาลลืออำนาจ","17","0","0.00"
"11040  :  โรงพยาบาลบึงกาฬ","1,937","2","1.03"
"11041  :  โรงพยาบาลพรเจริญ","387","0","0.00"
"11043  :  โรงพยาบาลโซ่พิสัย","415","0","0.00"
"11046  :  โรงพยาบาลเซกา","766","0","0.00"
"11047  :  โรงพยาบาลปากคาด","311","0","0.00"
"11048  :  โรงพยาบาลบึงโขงหลง","465","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","188","0","0.00"
"11050  :  โรงพยาบาลบุ่งคล้า","31","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","2,976","12","4.03"
"10991  :  โรงพยาบาลนากลาง","319","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","190","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","674","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","281","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","83","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","2,134","79","37.02"
"10995  :  โรงพยาบาลบ้านฝาง","262","1","3.82"
"10996  :  โรงพยาบาลพระยืน","211","1","4.74"
"10997  :  โรงพยาบาลหนองเรือ","253","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","2,148","3","1.40"
"10999  :  โรงพยาบาลสีชมพู","78","1","12.82"
"11000  :  โรงพยาบาลน้ำพอง","554","0","0.00"
"11001  :  โรงพยาบาลอุบลรัตน์","164","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","1,025","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","75","0","0.00"
"11004  :  โรงพยาบาลพล","773","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","174","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","114","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","355","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","409","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","179","0","0.00"
"11010  :  โรงพยาบาลชนบท","164","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","185","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","92","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","530","0","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","1,568","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","165","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","41","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","0","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","2,799","55","19.65"
"11013  :  โรงพยาบาลกุดจับ","322","0","0.00"
"11014  :  โรงพยาบาลหนองวัวซอ","354","0","0.00"
"11015  :  โรงพยาบาลกุมภวาปี","1,301","1","0.77"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","166","0","0.00"
"11018  :  โรงพยาบาลหนองหาน","1,093","0","0.00"
"11019  :  โรงพยาบาลทุ่งฝน","107","0","0.00"
"11020  :  โรงพยาบาลไชยวาน","180","0","0.00"
"11021  :  โรงพยาบาลศรีธาตุ","171","0","0.00"
"11022  :  โรงพยาบาลวังสามหมอ","352","0","0.00"
"11023  :  โรงพยาบาลบ้านผือ","992","1","1.01"
"11024  :  โรงพยาบาลน้ำโสม","400","0","0.00"
"11025  :  โรงพยาบาลเพ็ญ","820","0","0.00"
"11026  :  โรงพยาบาลสร้างคอม","126","0","0.00"
"11027  :  โรงพยาบาลหนองแสง","121","0","0.00"
"11028  :  โรงพยาบาลนายูง","88","0","0.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","127","0","0.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","811","0","0.00"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","1","0","0.00"
"10705  :  โรงพยาบาลเลย","4,007","27","6.74"
"11030  :  โรงพยาบาลนาด้วง","41","0","0.00"
"11031  :  โรงพยาบาลเชียงคาน","201","0","0.00"
"11032  :  โรงพยาบาลปากชม","211","0","0.00"
"11033  :  โรงพยาบาลนาแห้ว","9","0","0.00"
"11034  :  โรงพยาบาลภูเรือ","10","0","0.00"
"11035  :  โรงพยาบาลท่าลี่","246","0","0.00"
"11036  :  โรงพยาบาลวังสะพุง","364","0","0.00"
"11037  :  โรงพยาบาลภูกระดึง","258","0","0.00"
"11038  :  โรงพยาบาลภูหลวง","103","0","0.00"
"11039  :  โรงพยาบาลผาขาว","209","0","0.00"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","994","0","0.00"
"14133  :  โรงพยาบาลเอราวัณ","176","0","0.00"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","51","0","0.00"
"10706  :  โรงพยาบาลหนองคาย","1,641","1","0.61"
"11042  :  โรงพยาบาลโพนพิสัย","1,255","0","0.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","53","0","0.00"
"11045  :  โรงพยาบาลสังคม","114","0","0.00"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","1,272","3","2.36"
"14558  :  โรงพยาบาลพิสัยเวช","0","0","0.00"
"21356  :  โรงพยาบาลสระใคร","3","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","0","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","0","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","3,605","27","7.49"
"11051  :  โรงพยาบาลแกดำ","39","0","0.00"
"11052  :  โรงพยาบาลโกสุมพิสัย","358","0","0.00"
"11053  :  โรงพยาบาลกันทรวิชัย","167","0","0.00"
"11054  :  โรงพยาบาลเชียงยืน","192","0","0.00"
"11055  :  โรงพยาบาลบรบือ","786","0","0.00"
"11056  :  โรงพยาบาลนาเชือก","242","0","0.00"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","916","0","0.00"
"11058  :  โรงพยาบาลวาปีปทุม","339","0","0.00"
"11059  :  โรงพยาบาลนาดูน","59","0","0.00"
"11060  :  โรงพยาบาลยางสีสุราช","65","0","0.00"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","0","0","0.00"
"24704  :  โรงพยาบาลกุดรัง","0","0","0.00"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","4,426","8","1.81"
"11061  :  โรงพยาบาลเกษตรวิสัย","677","0","0.00"
"11062  :  โรงพยาบาลปทุมรัตต์","52","0","0.00"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","140","0","0.00"
"11064  :  โรงพยาบาลธวัชบุรี","122","0","0.00"
"11065  :  โรงพยาบาลพนมไพร","223","0","0.00"
"11066  :  โรงพยาบาลโพนทอง","941","1","1.06"
"11067  :  โรงพยาบาลโพธิ์ชัย","175","0","0.00"
"11068  :  โรงพยาบาลหนองพอก","318","0","0.00"
"11069  :  โรงพยาบาลเสลภูมิ","329","0","0.00"
"11070  :  โรงพยาบาลสุวรรณภูมิ","589","0","0.00"
"11071  :  โรงพยาบาลเมืองสรวง","44","0","0.00"
"11072  :  โรงพยาบาลโพนทราย","13","0","0.00"
"11073  :  โรงพยาบาลอาจสามารถ","119","0","0.00"
"11074  :  โรงพยาบาลเมยวดี","13","0","0.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","23","1","43.48"
"11076  :  โรงพยาบาลจังหาร","58","0","0.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","0","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","0","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","0","0","0.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","3,387","24","7.09"
"11077  :  โรงพยาบาลนามน","138","0","0.00"
"11078  :  โรงพยาบาลกมลาไสย","533","0","0.00"
"11079  :  โรงพยาบาลร่องคำ","65","0","0.00"
"11080  :  โรงพยาบาลเขาวง","290","0","0.00"
"11081  :  โรงพยาบาลยางตลาด","954","2","2.10"
"11082  :  โรงพยาบาลห้วยเม็ก","151","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","158","0","0.00"
"11084  :  โรงพยาบาลคำม่วง","473","0","0.00"
"11085  :  โรงพยาบาลท่าคันโท","134","0","0.00"
"11086  :  โรงพยาบาลหนองกุงศรี","236","0","0.00"
"11087  :  โรงพยาบาลสมเด็จ","676","0","0.00"
"11088  :  โรงพยาบาลห้วยผึ้ง","140","0","0.00"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","625","0","0.00"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","0","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","0","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","0","0","0.00"
"28791  :  โรงพยาบาลสามชัย","0","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","2,311","41","17.74"
"11089  :  โรงพยาบาลกุสุมาลย์","266","0","0.00"
"11090  :  โรงพยาบาลกุดบาก","236","0","0.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","240","0","0.00"
"11092  :  โรงพยาบาลพังโคน","659","1","1.52"
"11093  :  โรงพยาบาลวาริชภูมิ","151","0","0.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","34","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","849","0","0.00"
"11096  :  โรงพยาบาลคำตากล้า","327","0","0.00"
"11097  :  โรงพยาบาลบ้านม่วง","467","2","4.28"
"11098  :  โรงพยาบาลอากาศอำนวย","560","1","1.79"
"11099  :  โรงพยาบาลส่องดาว","153","0","0.00"
"11100  :  โรงพยาบาลเต่างอย","84","0","0.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","192","0","0.00"
"11102  :  โรงพยาบาลเจริญศิลป์","166","0","0.00"
"11103  :  โรงพยาบาลโพนนาแก้ว","181","0","0.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","1,971","1","0.51"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","130","0","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","2,725","14","5.14"
"11104  :  โรงพยาบาลปลาปาก","256","0","0.00"
"11105  :  โรงพยาบาลท่าอุเทน","265","0","0.00"
"11106  :  โรงพยาบาลบ้านแพง","285","0","0.00"
"11107  :  โรงพยาบาลนาทม","116","0","0.00"
"11108  :  โรงพยาบาลเรณูนคร","254","0","0.00"
"11109  :  โรงพยาบาลนาแก","353","0","0.00"
"11110  :  โรงพยาบาลศรีสงคราม","579","0","0.00"
"11111  :  โรงพยาบาลนาหว้า","313","0","0.00"
"11112  :  โรงพยาบาลโพนสวรรค์","264","0","0.00"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","505","0","0.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","0","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","1,139","0","0.00"
"11113  :  โรงพยาบาลนิคมคำสร้อย","119","0","0.00"
"11114  :  โรงพยาบาลดอนตาล","110","1","9.09"
"11115  :  โรงพยาบาลดงหลวง","157","0","0.00"
"11116  :  โรงพยาบาลคำชะอี","76","0","0.00"
"11117  :  โรงพยาบาลหว้านใหญ่","48","0","0.00"
"11118  :  โรงพยาบาลหนองสูง","55","0","0.00"
"06009  :  โรงพยาบาลแม่ตื่น","0","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","2,522","0","0.00"
"11119  :  โรงพยาบาลจอมทอง","889","0","0.00"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","412","0","0.00"
"11121  :  โรงพยาบาลเชียงดาว","541","0","0.00"
"11122  :  โรงพยาบาลดอยสะเก็ด","118","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","301","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","192","0","0.00"
"11125  :  โรงพยาบาลฝาง","1,751","3","1.71"
"11126  :  โรงพยาบาลแม่อาย","501","0","0.00"
"11127  :  โรงพยาบาลพร้าว","86","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","599","0","0.00"
"11129  :  โรงพยาบาลสันกำแพง","162","0","0.00"
"11130  :  โรงพยาบาลสันทราย","626","10","15.97"
"11131  :  โรงพยาบาลหางดง","640","0","0.00"
"11132  :  โรงพยาบาลฮอด","259","0","0.00"
"11133  :  โรงพยาบาลดอยเต่า","71","0","0.00"
"11134  :  โรงพยาบาลอมก๋อย","484","0","0.00"
"11135  :  โรงพยาบาลสารภี","294","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","259","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","224","0","0.00"
"11138  :  โรงพยาบาลแม่วาง","179","0","0.00"
"11139  :  โรงพยาบาลแม่ออน","63","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","27","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","0","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","0","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","101","1","9.90"
"10714  :  โรงพยาบาลลำพูน","1,041","1","0.96"
"11140  :  โรงพยาบาลแม่ทา","53","0","0.00"
"11141  :  โรงพยาบาลบ้านโฮ่ง","70","0","0.00"
"11142  :  โรงพยาบาลลี้","262","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","81","0","0.00"
"11144  :  โรงพยาบาลป่าซาง","122","0","0.00"
"11145  :  โรงพยาบาลบ้านธิ","73","0","0.00"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","0","0.00"
"10672  :  โรงพยาบาลลำปาง","1,943","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","8","0","0.00"
"11147  :  โรงพยาบาลเกาะคา","300","0","0.00"
"11148  :  โรงพยาบาลเสริมงาม","12","0","0.00"
"11149  :  โรงพยาบาลงาว","130","0","0.00"
"11150  :  โรงพยาบาลแจ้ห่ม","41","0","0.00"
"11151  :  โรงพยาบาลวังเหนือ","95","0","0.00"
"11152  :  โรงพยาบาลเถิน","311","0","0.00"
"11153  :  โรงพยาบาลแม่พริก","9","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","30","0","0.00"
"11155  :  โรงพยาบาลสบปราบ","23","0","0.00"
"11156  :  โรงพยาบาลห้างฉัตร","27","0","0.00"
"11157  :  โรงพยาบาลเมืองปาน","34","0","0.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","1,236","16","12.94"
"11158  :  โรงพยาบาลตรอน","6","0","0.00"
"11159  :  โรงพยาบาลท่าปลา","112","0","0.00"
"11160  :  โรงพยาบาลน้ำปาด","60","0","0.00"
"11161  :  โรงพยาบาลฟากท่า","9","0","0.00"
"11162  :  โรงพยาบาลบ้านโคก","59","0","0.00"
"11163  :  โรงพยาบาลพิชัย","54","0","0.00"
"11164  :  โรงพยาบาลลับแล","30","0","0.00"
"11165  :  โรงพยาบาลทองแสนขัน","25","0","0.00"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00"
"10715  :  โรงพยาบาลแพร่","1,160","8","6.90"
"11166  :  โรงพยาบาลร้องกวาง","158","0","0.00"
"11167  :  โรงพยาบาลลอง","99","0","0.00"
"11169  :  โรงพยาบาลสูงเม่น","71","0","0.00"
"11170  :  โรงพยาบาลสอง","68","0","0.00"
"11171  :  โรงพยาบาลวังชิ้น","94","1","10.64"
"11172  :  โรงพยาบาลหนองม่วงไข่","3","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","128","0","0.00"
"10716  :  โรงพยาบาลน่าน","3,554","6","1.69"
"11173  :  โรงพยาบาลแม่จริม","104","0","0.00"
"11174  :  โรงพยาบาลบ้านหลวง","5","0","0.00"
"11175  :  โรงพยาบาลนาน้อย","75","0","0.00"
"11176  :  โรงพยาบาลท่าวังผา","111","0","0.00"
"11177  :  โรงพยาบาลเวียงสา","193","0","0.00"
"11178  :  โรงพยาบาลทุ่งช้าง","125","0","0.00"
"11179  :  โรงพยาบาลเชียงกลาง","71","0","0.00"
"11180  :  โรงพยาบาลนาหมื่น","19","0","0.00"
"11181  :  โรงพยาบาลสันติสุข","50","0","0.00"
"11182  :  โรงพยาบาลบ่อเกลือ","115","0","0.00"
"11183  :  โรงพยาบาลสองแคว","62","1","16.13"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","623","0","0.00"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","63","2","31.75"
"25017  :  โรงพยาบาลภูเพียง","0","0","0.00"
"10717  :  โรงพยาบาลพะเยา","1,670","9","5.39"
"10718  :  โรงพยาบาลเชียงคำ","680","0","0.00"
"11184  :  โรงพยาบาลจุน","60","0","0.00"
"11185  :  โรงพยาบาลเชียงม่วน","12","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","34","0","0.00"
"11187  :  โรงพยาบาลปง","135","0","0.00"
"11188  :  โรงพยาบาลแม่ใจ","33","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","2,942","3","1.02"
"11189  :  โรงพยาบาลเทิง","323","0","0.00"
"11190  :  โรงพยาบาลพาน","305","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","42","0","0.00"
"11192  :  โรงพยาบาลแม่จัน","930","0","0.00"
"11193  :  โรงพยาบาลเชียงแสน","448","0","0.00"
"11194  :  โรงพยาบาลแม่สาย","1,004","1","1.00"
"11195  :  โรงพยาบาลแม่สรวย","628","1","1.59"
"11196  :  โรงพยาบาลเวียงป่าเป้า","244","0","0.00"
"11197  :  โรงพยาบาลพญาเม็งราย","165","0","0.00"
"11198  :  โรงพยาบาลเวียงแก่น","389","0","0.00"
"11199  :  โรงพยาบาลขุนตาล","46","0","0.00"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","260","0","0.00"
"11201  :  โรงพยาบาลแม่ลาว","41","0","0.00"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","52","0","0.00"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","319","0","0.00"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","98","0","0.00"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","1","0","0.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","455","5","10.99"
"11203  :  โรงพยาบาลขุนยวม","306","3","9.80"
"11204  :  โรงพยาบาลปาย","206","1","4.85"
"11205  :  โรงพยาบาลแม่สะเรียง","920","4","4.35"
"11206  :  โรงพยาบาลแม่ลาน้อย","229","2","8.73"
"11207  :  โรงพยาบาลสบเมย","156","0","0.00"
"11208  :  โรงพยาบาลปางมะผ้า","223","1","4.48"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","1,372","0","0.00"
"11209  :  โรงพยาบาลโกรกพระ","101","0","0.00"
"11210  :  โรงพยาบาลชุมแสง","234","0","0.00"
"11211  :  โรงพยาบาลหนองบัว","312","0","0.00"
"11212  :  โรงพยาบาลบรรพตพิสัย","497","0","0.00"
"11213  :  โรงพยาบาลเก้าเลี้ยว","85","0","0.00"
"11214  :  โรงพยาบาลตาคลี","538","0","0.00"
"11215  :  โรงพยาบาลท่าตะโก","177","0","0.00"
"11216  :  โรงพยาบาลไพศาลี","209","0","0.00"
"11217  :  โรงพยาบาลพยุหะคีรี","130","0","0.00"
