"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ"
"10893  :  โรงพยาบาลโนนแดง","1","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","3","1","0","0","1","33.33","0","0","0","0","0","0.00","3","1","0","0","1","33.33","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","13","5","0","0","5","38.46","6","1","0","0","1","16.67","7","4","0","0","4","57.14","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","8","0","0","0","0","0.00","3","0","0","0","0","0.00","2","0","0","0","0","0.00","3","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","1","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","3","0","0","1","1","33.33","2","0","0","0","0","0.00","1","0","0","1","1","100.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","57","17","0","0","17","29.82","29","7","0","0","7","24.14","23","8","0","0","8","34.78","5","2","0","0","2","40.00","0","0","0","0","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","76","18","0","1","19","25.00","34","8","0","0","8","23.53","34","6","0","1","7","20.59","8","4","0","0","4","50.00","0","0","0","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","2","0","0","0","0","0.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","1","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27840  :  โรงพยาบาลสีดา","4","0","0","0","0","0.00","3","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","12","0","0","0","0","0.00","5","0","0","0","0","0.00","6","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","487","227","2","18","245","50.31","219","100","1","7","107","48.86","201","93","1","8","101","50.25","67","34","0","3","37","55.22","0","0","0","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","43","0","0","1","1","2.33","20","0","0","0","0","0.00","16","0","0","1","1","6.25","7","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10896  :  โรงพยาบาลกระสัง","11","0","0","0","0","0.00","2","0","0","0","0","0.00","5","0","0","0","0","0.00","4","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10897  :  โรงพยาบาลนางรอง","118","22","0","0","22","18.64","49","4","0","0","4","8.16","37","7","0","0","7","18.92","32","11","0","0","11","34.38","0","0","0","0","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","22","1","0","0","1","4.55","3","0","0","0","0","0.00","11","0","0","0","0","0.00","8","1","0","0","1","12.50","0","0","0","0","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","20","1","0","0","1","5.00","4","0","0","0","0","0.00","6","0","0","0","0","0.00","10","1","0","0","1","10.00","0","0","0","0","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","71","2","0","4","6","8.45","32","1","0","0","1","3.13","32","0","0","3","3","9.38","7","1","0","1","2","28.57","0","0","0","0","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","16","1","0","0","1","6.25","5","0","0","0","0","0.00","8","1","0","0","1","12.50","3","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","27","0","0","0","0","0.00","3","0","0","0","0","0.00","21","0","0","0","0","0.00","3","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","85","5","0","0","5","5.88","41","2","0","0","2","4.88","22","1","0","0","1","4.55","22","2","0","0","2","9.09","0","0","0","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","138","2","1","1","3","2.17","52","1","1","0","1","1.92","56","1","0","0","1","1.79","30","0","0","1","1","3.33","0","0","0","0","0","0.00"
"10906  :  โรงพยาบาลปะคำ","23","0","0","0","0","0.00","5","0","0","0","0","0.00","7","0","0","0","0","0.00","11","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","18","0","0","1","1","5.56","10","0","0","0","0","0.00","7","0","0","1","1","14.29","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","18","0","0","0","0","0.00","4","0","0","0","0","0.00","9","0","0","0","0","0.00","5","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","3","1","0","0","1","33.33","0","0","0","0","0","0.00","2","0","0","0","0","0.00","1","1","0","0","1","100.00","0","0","0","0","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","14","0","0","0","0","0.00","7","0","0","0","0","0.00","7","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10912  :  โรงพยาบาลชำนิ","10","0","0","0","0","0.00","5","0","0","0","0","0.00","5","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","10","1","0","0","1","10.00","9","0","0","0","0","0.00","0","0","0","0","0","0.00","1","1","0","0","1","100.00","0","0","0","0","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","28","0","0","0","0","0.00","11","0","0","0","0","0.00","14","0","0","0","0","0.00","3","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","7","0","0","1","1","14.29","3","0","0","1","1","33.33","3","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"23578  :  โรงพยาบาลแคนดง","10","0","0","0","0","0.00","2","0","0","0","0","0.00","3","0","0","0","0","0.00","5","0","0","0","0","0.00","0","0","0","0","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","844","359","0","89","448","53.08","377","165","0","41","206","54.64","328","129","0","30","159","48.48","139","65","0","18","83","59.71","0","0","0","0","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","10","1","0","0","1","10.00","5","1","0","0","1","20.00","5","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","60","2","0","1","3","5.00","29","1","0","0","1","3.45","25","1","0","1","2","8.00","6","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10917  :  โรงพยาบาลจอมพระ","13","0","1","1","1","7.69","4","0","1","0","0","0.00","6","0","0","1","1","16.67","3","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10918  :  โรงพยาบาลปราสาท","116","33","1","6","39","33.62","61","19","1","2","21","34.43","55","14","0","4","18","32.73","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","81","4","0","3","7","8.64","26","1","0","1","2","7.69","29","2","0","2","4","13.79","26","1","0","0","1","3.85","0","0","0","0","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","78","8","0","5","13","16.67","29","2","0","1","3","10.34","32","4","0","3","7","21.88","17","2","0","1","3","17.65","0","0","0","0","0","0.00"
"10921  :  โรงพยาบาลสนม","7","0","0","0","0","0.00","0","0","0","0","0","0.00","5","0","0","0","0","0.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","100","17","0","6","23","23.00","36","6","0","2","8","22.22","41","2","0","3","5","12.20","23","9","0","1","10","43.48","0","0","0","0","0","0.00"
"10923  :  โรงพยาบาลสังขะ","76","8","0","2","10","13.16","33","4","0","1","5","15.15","33","2","0","1","3","9.09","10","2","0","0","2","20.00","0","0","0","0","0","0.00"
"10924  :  โรงพยาบาลลำดวน","69","3","0","1","4","5.80","36","1","0","0","1","2.78","29","1","0","1","2","6.90","4","1","0","0","1","25.00","0","0","0","0","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","15","0","0","0","0","0.00","7","0","0","0","0","0.00","6","0","0","0","0","0.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","15","0","0","0","0","0.00","11","0","0","0","0","0.00","1","0","0","0","0","0.00","3","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","35","1","0","2","3","8.57","12","0","0","0","0","0.00","18","1","0","2","3","16.67","5","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","8","0","0","1","1","12.50","1","0","0","0","0","0.00","4","0","0","1","1","25.00","3","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","16","3","0","1","4","25.00","5","2","0","0","2","40.00","9","1","0","1","2","22.22","2","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","5","0","0","0","0","0.00","4","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","691","334","0","70","404","58.47","278","124","0","26","150","53.96","203","87","0","25","112","55.17","210","123","0","19","142","67.62","0","0","0","0","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","14","0","0","0","0","0.00","5","0","0","0","0","0.00","4","0","0","0","0","0.00","5","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","72","2","0","3","5","6.94","34","1","0","3","4","11.76","25","0","0","0","0","0.00","13","1","0","0","1","7.69","0","0","0","0","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","67","5","0","3","8","11.94","46","3","0","2","5","10.87","21","2","0","1","3","14.29","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","56","3","0","1","4","7.14","29","1","0","0","1","3.45","18","2","0","1","3","16.67","9","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10931  :  โรงพยาบาลไพรบึง","14","0","0","0","0","0.00","9","0","0","0","0","0.00","2","0","0","0","0","0.00","3","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","15","1","0","2","3","20.00","6","0","0","1","1","16.67","7","1","0","1","2","28.57","2","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","31","1","0","0","1","3.23","13","0","0","0","0","0.00","11","0","0","0","0","0.00","7","1","0","0","1","14.29","0","0","0","0","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","59","9","0","0","9","15.25","34","8","0","0","8","23.53","22","1","0","0","1","4.55","3","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","10","0","0","0","0","0.00","4","0","0","0","0","0.00","2","0","0","0","0","0.00","4","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","12","0","0","0","0","0.00","6","0","0","0","0","0.00","5","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","23","0","0","2","2","8.70","7","0","0","1","1","14.29","13","0","0","1","1","7.69","3","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","22","2","0","0","2","9.09","10","0","0","0","0","0.00","11","2","0","0","2","18.18","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","32","1","0","0","1","3.13","12","1","0","0","1","8.33","11","0","0","0","0","0.00","9","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10940  :  โรงพยาบาลวังหิน","16","1","0","0","1","6.25","9","0","0","0","0","0.00","4","1","0","0","1","25.00","3","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","2","0","0","0","0","0.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","10","0","0","0","0","0.00","6","0","0","0","0","0.00","4","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","12","0","0","0","0","0.00","5","0","0","0","0","0.00","4","0","0","0","0","0.00","3","0","0","0","0","0.00","0","0","0","0","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","23","4","0","1","5","21.74","8","0","0","0","0","0.00","8","1","0","1","2","25.00","7","3","0","0","3","42.86","0","0","0","0","0","0.00"
"28014  :  โรงพยาบาลพยุห์","12","0","0","2","2","16.67","9","0","0","1","1","11.11","2","0","0","0","0","0.00","1","0","0","1","1","100.00","0","0","0","0","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","19","0","0","0","0","0.00","5","0","0","0","0","0.00","10","0","0","0","0","0.00","4","0","0","0","0","0.00","0","0","0","0","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","9","0","0","0","0","0.00","3","0","0","0","0","0.00","2","0","0","0","0","0.00","4","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","702","333","0","121","454","64.67","351","161","0","58","219","62.39","284","134","0","53","187","65.85","67","38","0","10","48","71.64","0","0","0","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","22","0","0","3","3","13.64","11","0","0","0","0","0.00","6","0","0","2","2","33.33","5","0","0","1","1","20.00","0","0","0","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","4","0","0","0","0","0.00","4","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","100","5","0","1","6","6.00","41","2","0","1","3","7.32","40","3","0","0","3","7.50","19","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","10","1","0","1","2","20.00","6","0","0","0","0","0.00","2","0","0","0","0","0.00","2","1","0","1","2","100.00","0","0","0","0","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","13","0","0","1","1","7.69","9","0","0","0","0","0.00","4","0","0","1","1","25.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","12","1","0","0","1","8.33","11","0","0","0","0","0.00","0","0","0","0","0","0.00","1","1","0","0","1","100.00","0","0","0","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","10","0","0","0","0","0.00","4","0","0","0","0","0.00","6","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","42","4","0","3","7","16.67","21","1","0","1","2","9.52","14","1","0","2","3","21.43","7","2","0","0","2","28.57","0","0","0","0","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","11","0","0","0","0","0.00","7","0","0","0","0","0.00","1","0","0","0","0","0.00","3","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","20","0","0","0","0","0.00","10","0","0","0","0","0.00","7","0","0","0","0","0.00","3","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","25","5","0","0","5","20.00","4","2","0","0","2","50.00","16","3","0","0","3","18.75","5","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","69","1","1","1","2","2.90","20","0","0","0","0","0.00","36","1","1","0","1","2.78","13","0","0","1","1","7.69","0","0","0","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","1","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","18","0","0","0","0","0.00","11","0","0","0","0","0.00","2","0","0","0","0","0.00","5","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10959  :  โรงพยาบาลสำโรง","3","0","0","1","1","33.33","0","0","0","0","0","0.00","1","0","0","1","1","100.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","13","0","0","0","0","0.00","4","0","0","0","0","0.00","7","0","0","0","0","0.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","9","0","0","0","0","0.00","7","0","0","0","0","0.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","163","13","2","6","19","11.66","81","4","2","4","8","9.88","59","5","0","2","7","11.86","23","4","0","0","4","17.39","0","0","0","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","10","2","0","0","2","20.00","4","1","0","0","1","25.00","4","1","0","0","1","25.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","230","17","2","18","35","15.22","92","4","1","9","13","14.13","109","11","0","5","16","14.68","29","2","1","4","6","20.69","0","0","0","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","4","0","0","0","0","0.00","0","0","0","0","0","0.00","3","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","4","0","0","0","0","0.00","2","0","0","0","0","0.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","17","0","0","0","0","0.00","4","0","0","0","0","0.00","12","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10701  :  โรงพยาบาลยโสธร","449","167","1","80","247","55.01","178","57","1","44","101","56.74","175","65","0","26","91","52.00","96","45","0","10","55","57.29","0","0","0","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","2","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","12","0","0","0","0","0.00","4","0","0","0","0","0.00","5","0","0","0","0","0.00","3","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","5","0","0","0","0","0.00","1","0","0","0","0","0.00","3","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10966  :  โรงพยาบาลป่าติ้ว","18","1","0","0","1","5.56","13","0","0","0","0","0.00","1","0","0","0","0","0.00","4","1","0","0","1","25.00","0","0","0","0","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","9","0","0","0","0","0.00","5","0","0","0","0","0.00","2","0","0","0","0","0.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10968  :  โรงพยาบาลค้อวัง","3","0","0","0","0","0.00","3","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10969  :  โรงพยาบาลไทยเจริญ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","41","2","0","2","4","9.76","20","1","0","1","2","10.00","14","1","0","0","1","7.14","7","0","0","1","1","14.29","0","0","0","0","0","0.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","8","1","0","0","1","12.50","2","0","0","0","0","0.00","3","0","0","0","0","0.00","3","1","0","0","1","33.33","0","0","0","0","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","918","420","25","76","496","54.03","343","160","6","23","183","53.35","334","156","10","33","189","56.59","241","104","9","20","124","51.45","0","0","0","0","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","15","0","0","1","1","6.67","11","0","0","0","0","0.00","4","0","0","1","1","25.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","14","1","0","0","1","7.14","7","1","0","0","1","14.29","7","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","36","1","1","0","1","2.78","15","1","0","0","1","6.67","15","0","1","0","0","0.00","6","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10973  :  โรงพยาบาลหนองบัวแดง","49","1","0","0","1","2.04","22","1","0","0","1","4.55","21","0","0","0","0","0.00","6","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10974  :  โรงพยาบาลจัตุรัส","21","1","0","0","1","4.76","14","0","0","0","0","0.00","6","1","0","0","1","16.67","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","6","0","0","2","2","33.33","6","0","0","2","2","33.33","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10976  :  โรงพยาบาลหนองบัวระเหว","37","4","0","1","5","13.51","22","3","0","0","3","13.64","15","1","0","1","2","13.33","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","29","3","0","0","3","10.34","14","2","0","0","2","14.29","12","1","0","0","1","8.33","3","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","111","16","1","1","17","15.32","49","6","1","0","6","12.24","34","8","0","1","9","26.47","28","2","0","0","2","7.14","0","0","0","0","0","0.00"
"10979  :  โรงพยาบาลบ้านแท่น","25","2","0","0","2","8.00","13","0","0","0","0","0.00","12","2","0","0","2","16.67","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10980  :  โรงพยาบาลแก้งคร้อ","26","0","0","1","1","3.85","15","0","0","0","0","0.00","10","0","0","1","1","10.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10981  :  โรงพยาบาลคอนสาร","27","0","0","1","1","3.70","12","0","0","0","0","0.00","10","0","0","1","1","10.00","5","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10982  :  โรงพยาบาลภักดีชุมพล","19","0","0","0","0","0.00","7","0","0","0","0","0.00","5","0","0","0","0","0.00","7","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10983  :  โรงพยาบาลเนินสง่า","11","2","0","0","2","18.18","6","0","0","0","0","0.00","4","2","0","0","2","50.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","343","118","1","60","178","51.90","133","36","0","22","58","43.61","137","46","0","25","71","51.82","73","36","1","13","49","67.12","0","0","0","0","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","23","0","0","1","1","4.35","12","0","0","0","0","0.00","7","0","0","1","1","14.29","4","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","18","0","0","1","1","5.56","5","0","0","0","0","0.00","8","0","0","1","1","12.50","5","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10987  :  โรงพยาบาลพนา","18","0","0","0","0","0.00","3","0","0","0","0","0.00","6","0","0","0","0","0.00","9","0","0","0","0","0.00","0","0","0","0","0","0.00"
