"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"รวม I60-I69","I60-I62","I63","I64-I69","รวม I60-I69","I60-I62","I63","I64-I69","รวม I60-I69","I60-I62","I63","I64-I69","รวม I60-I69","I60-I62","I63","I64-I69","รวม I60-I69","I60-I62","I63","I64-I69"
"B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ"
"10767  :  โรงพยาบาลสามโคก","54","4","7.41","14","2","14.29","21","2","9.52","28","1","3.57","13","2","15.38","2","1","50.00","5","1","20.00","11","1","9.09","12","1","8.33","2","0","0.00","8","1","12.50","3","0","0.00","13","0","0.00","6","0","0.00","2","0","0.00","6","0","0.00","16","1","6.25","4","1","25.00","6","0","0.00","8","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","983","239","24.31","461","176","38.18","490","56","11.43","33","7","21.21","290","68","23.45","143","49","34.27","137","16","11.68","10","3","30.00","281","82","29.18","146","62","42.47","122","18","14.75","13","2","15.38","184","42","22.83","73","30","41.10","109","11","10.09","3","1","33.33","228","47","20.61","99","35","35.35","122","11","9.02","7","1","14.29"
"10688  :  โรงพยาบาลเสนา","383","66","17.23","135","56","41.48","166","7","4.22","82","3","3.66","94","17","18.09","37","15","40.54","31","1","3.23","26","1","3.85","96","15","15.63","30","13","43.33","62","2","3.23","4","0","0.00","92","17","18.48","28","12","42.86","45","3","6.67","19","2","10.53","101","17","16.83","40","16","40.00","28","1","3.57","33","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","64","1","1.56","6","1","16.67","57","0","0.00","1","0","0.00","15","0","0.00","1","0","0.00","13","0","0.00","1","0","0.00","9","0","0.00","0","0","0.00","9","0","0.00","0","0","0.00","23","0","0.00","3","0","0.00","20","0","0.00","0","0","0.00","17","1","5.88","2","1","50.00","15","0","0.00","0","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","55","2","3.64","9","0","0.00","18","1","5.56","28","1","3.57","13","1","7.69","1","0","0.00","6","1","16.67","6","0","0.00","11","1","9.09","2","0","0.00","2","0","0.00","7","1","14.29","17","0","0.00","5","0","0.00","6","0","0.00","6","0","0.00","14","0","0.00","1","0","0.00","4","0","0.00","9","0","0.00"
"10770  :  โรงพยาบาลบางไทร","53","0","0.00","5","0","0.00","39","0","0.00","9","0","0.00","11","0","0.00","2","0","0.00","9","0","0.00","0","0","0.00","8","0","0.00","0","0","0.00","8","0","0.00","0","0","0.00","13","0","0.00","1","0","0.00","10","0","0.00","2","0","0.00","21","0","0.00","2","0","0.00","12","0","0.00","7","0","0.00"
"10771  :  โรงพยาบาลบางบาล","25","1","4.00","1","0","0.00","22","1","4.55","2","0","0.00","7","1","14.29","1","0","0.00","6","1","16.67","0","0","0.00","3","0","0.00","0","0","0.00","3","0","0.00","0","0","0.00","6","0","0.00","0","0","0.00","4","0","0.00","2","0","0.00","9","0","0.00","0","0","0.00","9","0","0.00","0","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","142","4","2.82","28","0","0.00","101","3","2.97","26","3","11.54","49","3","6.12","10","0","0.00","33","2","6.06","19","3","15.79","37","0","0.00","9","0","0.00","27","0","0.00","1","0","0.00","20","0","0.00","1","0","0.00","16","0","0.00","3","0","0.00","36","1","2.78","8","0","0.00","25","1","4.00","3","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","57","0","0.00","9","0","0.00","40","0","0.00","8","0","0.00","18","0","0.00","4","0","0.00","14","0","0.00","0","0","0.00","11","0","0.00","1","0","0.00","8","0","0.00","2","0","0.00","12","0","0.00","0","0","0.00","10","0","0.00","2","0","0.00","16","0","0.00","4","0","0.00","8","0","0.00","4","0","0.00"
"10774  :  โรงพยาบาลผักไห่","39","1","2.56","4","0","0.00","12","0","0.00","23","1","4.35","10","0","0.00","2","0","0.00","3","0","0.00","5","0","0.00","12","0","0.00","0","0","0.00","4","0","0.00","8","0","0.00","4","0","0.00","0","0","0.00","1","0","0.00","3","0","0.00","13","1","7.69","2","0","0.00","4","0","0.00","7","1","14.29"
"10775  :  โรงพยาบาลภาชี","61","1","1.64","9","1","11.11","51","0","0.00","1","0","0.00","15","1","6.67","5","1","20.00","10","0","0.00","0","0","0.00","17","0","0.00","3","0","0.00","14","0","0.00","0","0","0.00","12","0","0.00","0","0","0.00","11","0","0.00","1","0","0.00","17","0","0.00","1","0","0.00","16","0","0.00","0","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","29","2","6.90","8","2","25.00","12","0","0.00","9","0","0.00","7","1","14.29","3","1","33.33","4","0","0.00","0","0","0.00","10","1","10.00","2","1","50.00","3","0","0.00","5","0","0.00","7","0","0.00","1","0","0.00","4","0","0.00","2","0","0.00","5","0","0.00","2","0","0.00","1","0","0.00","2","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","120","2","1.67","17","1","5.88","12","0","0.00","91","1","1.10","23","0","0.00","2","0","0.00","0","0","0.00","21","0","0.00","31","0","0.00","6","0","0.00","3","0","0.00","22","0","0.00","28","1","3.57","1","0","0.00","4","0","0.00","23","1","4.35","38","1","2.63","8","1","12.50","5","0","0.00","25","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","16","0","0.00","0","0","0.00","12","0","0.00","4","0","0.00","7","0","0.00","0","0","0.00","6","0","0.00","1","0","0.00","5","0","0.00","0","0","0.00","3","0","0.00","2","0","0.00","4","0","0.00","0","0","0.00","3","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10779  :  โรงพยาบาลอุทัย","88","1","1.14","12","1","8.33","58","0","0.00","38","0","0.00","22","0","0.00","2","0","0.00","15","0","0.00","6","0","0.00","18","0","0.00","2","0","0.00","12","0","0.00","9","0","0.00","27","0","0.00","4","0","0.00","17","0","0.00","11","0","0.00","21","1","4.76","4","1","25.00","14","0","0.00","12","0","0.00"
"10780  :  โรงพยาบาลมหาราช","17","0","0.00","2","0","0.00","13","0","0.00","2","0","0.00","6","0","0.00","0","0","0.00","6","0","0.00","0","0","0.00","4","0","0.00","2","0","0.00","1","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00","5","0","0.00","0","0","0.00","4","0","0.00","1","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","10","1","10.00","2","0","0.00","4","0","0.00","4","1","25.00","3","0","0.00","0","0","0.00","3","0","0.00","0","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","3","1","33.33","1","0","0.00","0","0","0.00","2","1","50.00"
"10689  :  โรงพยาบาลอ่างทอง","599","71","11.85","158","42","26.58","438","29","6.62","3","0","0.00","155","17","10.97","43","9","20.93","111","8","7.21","1","0","0.00","169","16","9.47","44","11","25.00","125","5","4.00","0","0","0.00","133","18","13.53","36","11","30.56","96","7","7.29","1","0","0.00","142","20","14.08","35","11","31.43","106","9","8.49","1","0","0.00"
"10782  :  โรงพยาบาลไชโย","32","0","0.00","3","0","0.00","16","0","0.00","13","0","0.00","6","0","0.00","1","0","0.00","1","0","0.00","4","0","0.00","10","0","0.00","1","0","0.00","6","0","0.00","3","0","0.00","9","0","0.00","1","0","0.00","5","0","0.00","3","0","0.00","7","0","0.00","0","0","0.00","4","0","0.00","3","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","74","1","1.35","15","0","0.00","56","0","0.00","7","1","14.29","16","0","0.00","2","0","0.00","15","0","0.00","1","0","0.00","20","0","0.00","7","0","0.00","13","0","0.00","0","0","0.00","21","1","4.76","0","0","0.00","19","0","0.00","3","1","33.33","17","0","0.00","6","0","0.00","9","0","0.00","3","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","102","4","3.92","9","1","11.11","41","1","2.44","52","2","3.85","23","1","4.35","1","0","0.00","4","0","0.00","18","1","5.56","13","0","0.00","1","0","0.00","5","0","0.00","7","0","0.00","33","1","3.03","4","0","0.00","10","0","0.00","19","1","5.26","33","2","6.06","3","1","33.33","22","1","4.55","8","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","46","0","0.00","8","0","0.00","32","0","0.00","6","0","0.00","20","0","0.00","3","0","0.00","13","0","0.00","4","0","0.00","13","0","0.00","1","0","0.00","11","0","0.00","1","0","0.00","9","0","0.00","3","0","0.00","5","0","0.00","1","0","0.00","4","0","0.00","1","0","0.00","3","0","0.00","0","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","153","3","1.96","16","1","6.25","84","1","1.19","118","2","1.69","52","1","1.92","3","0","0.00","29","0","0.00","47","1","2.13","33","1","3.03","5","0","0.00","15","1","6.67","26","1","3.85","38","0","0.00","1","0","0.00","29","0","0.00","24","0","0.00","30","1","3.33","7","1","14.29","11","0","0.00","21","0","0.00"
"10788  :  โรงพยาบาลสามโก้","24","0","0.00","3","0","0.00","10","0","0.00","11","0","0.00","7","0","0.00","1","0","0.00","3","0","0.00","3","0","0.00","7","0","0.00","2","0","0.00","1","0","0.00","4","0","0.00","7","0","0.00","0","0","0.00","4","0","0.00","3","0","0.00","3","0","0.00","0","0","0.00","2","0","0.00","1","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","911","161","17.67","305","111","36.39","536","46","8.58","70","4","5.71","246","45","18.29","89","30","33.71","132","13","9.85","25","2","8.00","213","39","18.31","62","27","43.55","131","12","9.16","20","0","0.00","201","35","17.41","74","24","32.43","113","10","8.85","14","1","7.14","251","42","16.73","80","30","37.50","160","11","6.88","11","1","9.09"
"10691  :  โรงพยาบาลบ้านหมี่","308","44","14.29","81","27","33.33","195","15","7.69","32","2","6.25","99","17","17.17","27","12","44.44","61","4","6.56","11","1","9.09","91","13","14.29","22","10","45.45","54","2","3.70","15","1","6.67","65","8","12.31","14","2","14.29","46","6","13.04","5","0","0.00","53","6","11.32","18","3","16.67","34","3","8.82","1","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","55","1","1.82","1","0","0.00","13","0","0.00","48","1","2.08","22","0","0.00","1","0","0.00","5","0","0.00","20","0","0.00","15","0","0.00","0","0","0.00","3","0","0.00","13","0","0.00","10","1","10.00","0","0","0.00","1","0","0.00","9","1","11.11","8","0","0.00","0","0","0.00","4","0","0.00","6","0","0.00"
"10790  :  โรงพยาบาลโคกสำโรง","83","16","19.28","24","12","50.00","21","2","9.52","38","2","5.26","27","4","14.81","7","4","57.14","4","0","0.00","16","0","0.00","14","3","21.43","6","3","50.00","3","0","0.00","5","0","0.00","16","5","31.25","3","1","33.33","8","2","25.00","5","2","40.00","26","4","15.38","8","4","50.00","6","0","0.00","12","0","0.00"
"10791  :  โรงพยาบาลชัยบาดาล","292","50","17.12","86","32","37.21","186","16","8.60","76","9","11.84","91","21","23.08","27","16","59.26","59","5","8.47","32","5","15.63","80","12","15.00","29","7","24.14","42","4","9.52","29","3","10.34","55","7","12.73","10","3","30.00","43","3","6.98","5","1","20.00","66","10","15.15","20","6","30.00","42","4","9.52","10","0","0.00"
"10792  :  โรงพยาบาลท่าวุ้ง","36","1","2.78","5","1","20.00","22","0","0.00","9","0","0.00","14","1","7.14","3","1","33.33","8","0","0.00","3","0","0.00","6","0","0.00","0","0","0.00","3","0","0.00","3","0","0.00","11","0","0.00","2","0","0.00","6","0","0.00","3","0","0.00","5","0","0.00","0","0","0.00","5","0","0.00","0","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","23","0","0.00","2","0","0.00","19","0","0.00","2","0","0.00","10","0","0.00","1","0","0.00","9","0","0.00","0","0","0.00","6","0","0.00","0","0","0.00","6","0","0.00","0","0","0.00","6","0","0.00","1","0","0.00","3","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00"
"10794  :  โรงพยาบาลสระโบสถ์","40","1","2.50","7","1","14.29","1","0","0.00","32","0","0.00","13","1","7.69","5","1","20.00","0","0","0.00","8","0","0.00","11","0","0.00","2","0","0.00","1","0","0.00","8","0","0.00","6","0","0.00","0","0","0.00","0","0","0.00","6","0","0.00","10","0","0.00","0","0","0.00","0","0","0.00","10","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","43","0","0.00","3","0","0.00","31","0","0.00","16","0","0.00","17","0","0.00","0","0","0.00","12","0","0.00","9","0","0.00","9","0","0.00","0","0","0.00","8","0","0.00","3","0","0.00","8","0","0.00","1","0","0.00","6","0","0.00","2","0","0.00","9","0","0.00","2","0","0.00","5","0","0.00","2","0","0.00"
"10796  :  โรงพยาบาลลำสนธิ","45","2","4.44","4","0","0.00","26","1","3.85","30","1","3.33","18","1","5.56","0","0","0.00","12","1","8.33","11","0","0.00","6","0","0.00","0","0","0.00","5","0","0.00","5","0","0.00","8","0","0.00","1","0","0.00","5","0","0.00","3","0","0.00","13","1","7.69","3","0","0.00","4","0","0.00","11","1","9.09"
"10797  :  โรงพยาบาลหนองม่วง","51","3","5.88","5","3","60.00","13","0","0.00","42","2","4.76","14","2","14.29","3","2","66.67","5","0","0.00","9","1","11.11","10","0","0.00","0","0","0.00","5","0","0.00","8","0","0.00","11","0","0.00","0","0","0.00","0","0","0.00","11","0","0.00","16","1","6.25","2","1","50.00","3","0","0.00","14","1","7.14"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","541","56","10.35","124","37","29.84","358","15","4.19","215","15","6.98","152","23","15.13","45","19","42.22","91","3","3.30","63","8","12.70","149","11","7.38","40","7","17.50","95","3","3.16","53","2","3.77","107","8","7.48","14","4","28.57","84","4","4.76","35","0","0.00","133","14","10.53","25","7","28.00","88","5","5.68","64","5","7.81"
"10693  :  โรงพยาบาลอินทร์บุรี","271","42","15.50","79","37","46.84","156","4","2.56","36","1","2.78","65","14","21.54","20","12","60.00","35","1","2.86","10","1","10.00","85","16","18.82","25","14","56.00","47","2","4.26","13","0","0.00","47","6","12.77","13","6","46.15","28","0","0.00","6","0","0.00","74","6","8.11","21","5","23.81","46","1","2.17","7","0","0.00"
"10798  :  โรงพยาบาลบางระจัน","75","1","1.33","7","0","0.00","41","1","2.44","46","0","0.00","17","0","0.00","3","0","0.00","10","0","0.00","8","0","0.00","17","0","0.00","1","0","0.00","9","0","0.00","7","0","0.00","13","1","7.69","0","0","0.00","11","1","9.09","7","0","0.00","28","0","0.00","3","0","0.00","11","0","0.00","24","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","51","2","3.92","6","2","33.33","30","0","0.00","35","1","2.86","11","1","9.09","2","1","50.00","6","0","0.00","5","0","0.00","13","0","0.00","1","0","0.00","10","0","0.00","8","0","0.00","14","1","7.14","1","1","100.00","9","0","0.00","11","1","9.09","13","0","0.00","2","0","0.00","5","0","0.00","11","0","0.00"
"10800  :  โรงพยาบาลพรหมบุรี","44","0","0.00","5","0","0.00","26","0","0.00","27","0","0.00","15","0","0.00","4","0","0.00","8","0","0.00","9","0","0.00","13","0","0.00","1","0","0.00","10","0","0.00","6","0","0.00","8","0","0.00","0","0","0.00","4","0","0.00","7","0","0.00","8","0","0.00","0","0","0.00","4","0","0.00","5","0","0.00"
"10801  :  โรงพยาบาลท่าช้าง","16","0","0.00","6","0","0.00","4","0","0.00","6","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","8","0","0.00","4","0","0.00","2","0","0.00","2","0","0.00","5","0","0.00","1","0","0.00","1","0","0.00","3","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","674","93","13.80","219","60","27.40","444","33","7.43","11","0","0.00","200","33","16.50","73","25","34.25","122","8","6.56","5","0","0.00","157","17","10.83","49","12","24.49","106","5","4.72","2","0","0.00","146","21","14.38","48","15","31.25","98","6","6.12","0","0","0.00","171","22","12.87","49","8","16.33","118","14","11.86","4","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","84","0","0.00","10","0","0.00","66","0","0.00","8","0","0.00","25","0","0.00","1","0","0.00","23","0","0.00","1","0","0.00","22","0","0.00","3","0","0.00","17","0","0.00","2","0","0.00","13","0","0.00","2","0","0.00","9","0","0.00","2","0","0.00","24","0","0.00","4","0","0.00","17","0","0.00","3","0","0.00"
"10803  :  โรงพยาบาลวัดสิงห์","39","0","0.00","3","0","0.00","30","0","0.00","7","0","0.00","10","0","0.00","1","0","0.00","9","0","0.00","0","0","0.00","8","0","0.00","0","0","0.00","5","0","0.00","3","0","0.00","10","0","0.00","1","0","0.00","7","0","0.00","3","0","0.00","11","0","0.00","1","0","0.00","9","0","0.00","1","0","0.00"
"10804  :  โรงพยาบาลสรรพยา","69","4","5.80","8","1","12.50","36","2","5.56","41","1","2.44","16","2","12.50","1","0","0.00","8","1","12.50","11","1","9.09","17","1","5.88","5","1","20.00","8","0","0.00","9","0","0.00","19","1","5.26","1","0","0.00","15","1","6.67","6","0","0.00","17","0","0.00","1","0","0.00","5","0","0.00","15","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","127","7","5.51","9","0","0.00","85","2","2.35","33","5","15.15","25","1","4.00","1","0","0.00","15","0","0.00","9","1","11.11","26","0","0.00","2","0","0.00","20","0","0.00","4","0","0.00","34","1","2.94","1","0","0.00","24","0","0.00","9","1","11.11","42","5","11.90","5","0","0.00","26","2","7.69","11","3","27.27"
"10806  :  โรงพยาบาลหันคา","138","1","0.72","21","0","0.00","106","0","0.00","70","1","1.43","28","0","0.00","2","0","0.00","24","0","0.00","14","0","0.00","39","1","2.56","8","0","0.00","26","0","0.00","18","1","5.56","31","0","0.00","4","0","0.00","25","0","0.00","16","0","0.00","40","0","0.00","7","0","0.00","31","0","0.00","22","0","0.00"
"27974  :  โรงพยาบาลหนองมะโมง","45","0","0.00","2","0","0.00","38","0","0.00","6","0","0.00","16","0","0.00","1","0","0.00","13","0","0.00","2","0","0.00","9","0","0.00","0","0","0.00","8","0","0.00","2","0","0.00","11","0","0.00","1","0","0.00","9","0","0.00","1","0","0.00","9","0","0.00","0","0","0.00","8","0","0.00","1","0","0.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","1,483","225","15.17","484","151","31.20","965","72","7.46","40","4","10.00","405","65","16.05","141","46","32.62","254","18","7.09","10","1","10.00","341","52","15.25","117","34","29.06","211","17","8.06","14","1","7.14","328","53","16.16","95","33","34.74","235","22","9.36","3","0","0.00","409","55","13.45","131","38","29.01","265","15","5.66","13","2","15.38"
"10695  :  โรงพยาบาลพระพุทธบาท","344","43","12.50","88","32","36.36","236","11","4.66","20","0","0.00","77","13","16.88","24","10","41.67","52","3","5.77","1","0","0.00","96","12","12.50","22","7","31.82","72","5","6.94","2","0","0.00","77","7","9.09","18","6","33.33","44","1","2.27","15","0","0.00","94","11","11.70","24","9","37.50","68","2","2.94","2","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","59","2","3.39","10","0","0.00","20","1","5.00","30","1","3.33","15","0","0.00","5","0","0.00","7","0","0.00","4","0","0.00","13","2","15.38","1","0","0.00","5","1","20.00","7","1","14.29","14","0","0.00","2","0","0.00","2","0","0.00","10","0","0.00","17","0","0.00","2","0","0.00","6","0","0.00","9","0","0.00"
"10808  :  โรงพยาบาลหนองแค","38","1","2.63","5","0","0.00","7","0","0.00","27","1","3.70","12","1","8.33","0","0","0.00","2","0","0.00","10","1","10.00","10","0","0.00","1","0","0.00","2","0","0.00","8","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","15","0","0.00","4","0","0.00","3","0","0.00","8","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","36","1","2.78","6","0","0.00","17","1","5.88","26","0","0.00","6","0","0.00","1","0","0.00","4","0","0.00","2","0","0.00","11","1","9.09","1","0","0.00","5","1","20.00","9","0","0.00","10","0","0.00","2","0","0.00","6","0","0.00","8","0","0.00","9","0","0.00","2","0","0.00","2","0","0.00","7","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","15","0","0.00","1","0","0.00","8","0","0.00","8","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","7","0","0.00","1","0","0.00","2","0","0.00","4","0","0.00","3","0","0.00","0","0","0.00","2","0","0.00","2","0","0.00","4","0","0.00","0","0","0.00","4","0","0.00","1","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","17","0","0.00","1","0","0.00","2","0","0.00","14","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","5","0","0.00","0","0","0.00","1","0","0.00","4","0","0.00","8","0","0.00","1","0","0.00","1","0","0.00","6","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00"
"10812  :  โรงพยาบาลดอนพุด","5","0","0.00","0","0","0.00","0","0","0.00","5","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","11","0","0.00","1","0","0.00","0","0","0.00","10","0","0.00","4","0","0.00","1","0","0.00","0","0","0.00","3","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00","5","0","0.00","0","0","0.00","0","0","0.00","5","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","60","0","0.00","13","0","0.00","22","0","0.00","38","0","0.00","27","0","0.00","8","0","0.00","11","0","0.00","13","0","0.00","20","0","0.00","3","0","0.00","8","0","0.00","16","0","0.00","7","0","0.00","1","0","0.00","3","0","0.00","4","0","0.00","6","0","0.00","1","0","0.00","0","0","0.00","5","0","0.00"
"10815  :  โรงพยาบาลมวกเหล็ก","50","3","6.00","6","1","16.67","5","1","20.00","46","2","4.35","9","1","11.11","2","0","0.00","2","1","50.00","7","0","0.00","6","1","16.67","1","0","0.00","2","0","0.00","5","1","20.00","12","0","0.00","0","0","0.00","1","0","0.00","12","0","0.00","23","1","4.35","3","1","33.33","0","0","0.00","22","1","4.55"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","16","0","0.00","4","0","0.00","3","0","0.00","12","0","0.00","4","0","0.00","2","0","0.00","1","0","0.00","3","0","0.00","2","0","0.00","1","0","0.00","1","0","0.00","1","0","0.00","7","0","0.00","0","0","0.00","0","0","0.00","7","0","0.00","3","0","0.00","1","0","0.00","1","0","0.00","1","0","0.00"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","1,710","291","17.02","845","200","23.67","814","83","10.20","51","8","15.69","461","65","14.10","231","43","18.61","216","20","9.26","14","2","14.29","453","78","17.22","238","59","24.79","199","17","8.54","16","2","12.50","389","81","20.82","184","48","26.09","197","30","15.23","8","3","37.50","407","67","16.46","192","50","26.04","202","16","7.92","13","1","7.69"
"10817  :  โรงพยาบาลบ้านบึง","229","23","10.04","46","13","28.26","130","9","6.92","54","1","1.85","64","6","9.38","15","3","20.00","33","3","9.09","16","0","0.00","59","5","8.47","10","3","30.00","37","2","5.41","12","0","0.00","56","5","8.93","8","2","25.00","33","3","9.09","16","0","0.00","50","7","14.00","13","5","38.46","27","1","3.70","10","1","10.00"
"10818  :  โรงพยาบาลหนองใหญ่","41","1","2.44","7","0","0.00","32","1","3.13","2","0","0.00","11","0","0.00","1","0","0.00","10","0","0.00","0","0","0.00","8","0","0.00","0","0","0.00","7","0","0.00","1","0","0.00","8","0","0.00","3","0","0.00","4","0","0.00","1","0","0.00","14","1","7.14","3","0","0.00","11","1","9.09","0","0","0.00"
"10819  :  โรงพยาบาลบางละมุง","528","42","7.95","119","30","25.21","404","12","2.97","5","0","0.00","135","13","9.63","32","11","34.38","99","2","2.02","4","0","0.00","141","13","9.22","31","8","25.81","109","5","4.59","1","0","0.00","122","7","5.74","33","5","15.15","89","2","2.25","0","0","0.00","130","9","6.92","23","6","26.09","107","3","2.80","0","0","0.00"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","43","5","11.63","11","2","18.18","19","3","15.79","13","0","0.00","15","1","6.67","4","0","0.00","6","1","16.67","5","0","0.00","10","3","30.00","5","2","40.00","3","1","33.33","2","0","0.00","8","0","0.00","1","0","0.00","6","0","0.00","1","0","0.00","10","1","10.00","1","0","0.00","4","1","25.00","5","0","0.00"
"10821  :  โรงพยาบาลพานทอง","197","11","5.58","29","7","24.14","45","2","4.44","162","4","2.47","56","2","3.57","7","0","0.00","12","1","8.33","40","1","2.50","50","6","12.00","12","5","41.67","10","0","0.00","44","3","6.82","31","2","6.45","3","1","33.33","6","1","16.67","27","0","0.00","60","1","1.67","7","1","14.29","17","0","0.00","51","0","0.00"
