"โรงพยาบาล","จำนวนสงสัยป่วย (คน)(B)","จำนวนที่ร้อยละ 30","จำนวนที่พื้นที่กำหนดเป็นเป้าหมาย","มีผลการวัดความดันโลหิตที่บ้าน(A)","ร้อยละ"
"10915  :  โรงพยาบาลชุมพลบุรี","80","24","77","77","96.25"
"10916  :  โรงพยาบาลท่าตูม","95","29","67","67","70.53"
"10917  :  โรงพยาบาลจอมพระ","195","59","152","152","77.95"
"10918  :  โรงพยาบาลปราสาท","66","20","20","20","30.30"
"10919  :  โรงพยาบาลกาบเชิง","85","26","79","79","92.94"
"10920  :  โรงพยาบาลรัตนบุรี","16","5","16","16","100.00"
"10921  :  โรงพยาบาลสนม","227","69","198","198","87.22"
"10922  :  โรงพยาบาลศีขรภูมิ","11","4","11","11","100.00"
"10923  :  โรงพยาบาลสังขะ","278","84","0","0","0.00"
"10924  :  โรงพยาบาลลำดวน","64","20","64","64","100.00"
"10925  :  โรงพยาบาลสำโรงทาบ","136","41","113","113","83.09"
"10926  :  โรงพยาบาลบัวเชด","50","15","0","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","1","1","0","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","196","59","173","173","88.27"
"27843  :  โรงพยาบาลศรีณรงค์","100","30","99","99","99.00"
"27844  :  โรงพยาบาลโนนนารายณ์","13","4","13","13","100.00"
"10700  :  โรงพยาบาลศรีสะเกษ","4","2","1","1","25.00"
"10927  :  โรงพยาบาลยางชุมน้อย","147","45","9","9","6.12"
"10928  :  โรงพยาบาลกันทรารมย์","514","155","0","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","1","1","0","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","0","0","0","0","0.00"
"10931  :  โรงพยาบาลไพรบึง","563","169","0","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","110","33","0","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","38","12","33","33","86.84"
"10934  :  โรงพยาบาลราษีไศล","19","6","19","19","100.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","10","3","10","10","100.00"
"10936  :  โรงพยาบาลบึงบูรพ์","271","82","0","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","285","86","35","35","12.28"
"10938  :  โรงพยาบาลโนนคูณ","42","13","35","35","83.33"
"10939  :  โรงพยาบาลศรีรัตนะ","69","21","31","31","44.93"
"10940  :  โรงพยาบาลวังหิน","230","69","0","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","37","12","0","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","235","71","0","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","22","7","22","22","100.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","51","16","51","51","100.00"
"28014  :  โรงพยาบาลพยุห์","123","37","85","85","69.11"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","69","21","0","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","7","3","0","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","122","37","102","102","83.61"
"10945  :  โรงพยาบาลโขงเจียม","865","260","10","10","1.16"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","75","23","51","51","68.00"
"10948  :  โรงพยาบาลนาจะหลวย","1","1","0","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","204","62","0","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","223","67","0","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","765","230","323","323","42.22"
"10953  :  โรงพยาบาลม่วงสามสิบ","3","1","3","3","100.00"
"10954  :  โรงพยาบาลวารินชำราบ","89","27","2","2","2.25"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","36","11","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","66","20","47","47","71.21"
"10958  :  โรงพยาบาลโพธิ์ไทร","165","50","161","161","97.58"
"10959  :  โรงพยาบาลสำโรง","29","9","0","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","25","8","0","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","105","32","0","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","701","211","0","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","29","9","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","2","1","0","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","136","41","0","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","104","32","12","12","11.54"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","26","8","26","26","100.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","80","24","0","0","0.00"
"10966  :  โรงพยาบาลป่าติ้ว","0","0","0","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","9","3","9","9","100.00"
"10968  :  โรงพยาบาลค้อวัง","81","25","79","79","97.53"
"10969  :  โรงพยาบาลไทยเจริญ","174","53","173","173","99.43"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","92","28","92","92","100.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","1","1","1","1","100.00"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","603","181","2","2","0.33"
"10971  :  โรงพยาบาลคอนสวรรค์","152","46","150","150","98.68"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","162","49","159","159","98.15"
"10973  :  โรงพยาบาลหนองบัวแดง","184","56","179","179","97.28"
"10974  :  โรงพยาบาลจัตุรัส","17","6","16","16","94.12"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","823","247","8","8","0.97"
"10976  :  โรงพยาบาลหนองบัวระเหว","170","51","3","3","1.76"
"10977  :  โรงพยาบาลเทพสถิต","2","1","0","0","0.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","557","168","553","553","99.28"
"10979  :  โรงพยาบาลบ้านแท่น","302","91","0","0","0.00"
"10980  :  โรงพยาบาลแก้งคร้อ","213","64","210","210","98.59"
"10981  :  โรงพยาบาลคอนสาร","118","36","118","118","100.00"
"10982  :  โรงพยาบาลภักดีชุมพล","9","3","7","7","77.78"
"10983  :  โรงพยาบาลเนินสง่า","79","24","79","79","100.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","235","71","120","120","51.06"
"10986  :  โรงพยาบาลปทุมราชวงศา","28","9","28","28","100.00"
"10987  :  โรงพยาบาลพนา","12","4","12","12","100.00"
"10988  :  โรงพยาบาลเสนางคนิคม","16","5","16","16","100.00"
"10989  :  โรงพยาบาลหัวตะพาน","56","17","40","40","71.43"
"10990  :  โรงพยาบาลลืออำนาจ","18","6","18","18","100.00"
"11040  :  โรงพยาบาลบึงกาฬ","206","62","0","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","374","113","334","334","89.30"
"11043  :  โรงพยาบาลโซ่พิสัย","92","28","92","92","100.00"
"11046  :  โรงพยาบาลเซกา","255","77","127","127","49.80"
"11047  :  โรงพยาบาลปากคาด","146","44","113","113","77.40"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","146","44","118","118","80.82"
"11050  :  โรงพยาบาลบุ่งคล้า","21","7","0","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","0","0","0","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","8","3","8","8","100.00"
"11000  :  โรงพยาบาลน้ำพอง","55","17","3","3","5.45"
"11001  :  โรงพยาบาลอุบลรัตน์","60","18","43","43","71.67"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","41","13","40","40","97.56"
"11004  :  โรงพยาบาลพล","0","0","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","74","23","0","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","0","0","0","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","13","4","13","13","100.00"
"11010  :  โรงพยาบาลชนบท","0","0","0","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","328","99","0","0","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","10","3","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","29","9","9","9","31.03"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","220","66","148","148","67.27"
"77652  :  โรงพยาบาลโนนศิลา","79","24","79","79","100.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","30","9","30","30","100.00"
"11014  :  โรงพยาบาลหนองวัวซอ","110","33","26","26","23.64"
"11015  :  โรงพยาบาลกุมภวาปี","258","78","0","0","0.00"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","2","1","1","1","50.00"
"11018  :  โรงพยาบาลหนองหาน","182","55","180","180","98.90"
"11019  :  โรงพยาบาลทุ่งฝน","163","49","108","108","66.26"
"11020  :  โรงพยาบาลไชยวาน","35","11","0","0","0.00"
"11021  :  โรงพยาบาลศรีธาตุ","88","27","77","77","87.50"
"11022  :  โรงพยาบาลวังสามหมอ","1,164","350","3","3","0.26"
"11023  :  โรงพยาบาลบ้านผือ","1","1","0","0","0.00"
"11024  :  โรงพยาบาลน้ำโสม","183","55","181","181","98.91"
"11025  :  โรงพยาบาลเพ็ญ","29","9","0","0","0.00"
"11026  :  โรงพยาบาลสร้างคอม","39","12","39","39","100.00"
"11027  :  โรงพยาบาลหนองแสง","82","25","82","82","100.00"
"11028  :  โรงพยาบาลนายูง","21","7","0","0","0.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","2","1","2","2","100.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","52","16","0","0","0.00"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","1","1","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0","0","0.00"
"10705  :  โรงพยาบาลเลย","714","215","233","233","32.63"
"11030  :  โรงพยาบาลนาด้วง","46","14","46","46","100.00"
"11031  :  โรงพยาบาลเชียงคาน","180","54","180","180","100.00"
"11032  :  โรงพยาบาลปากชม","213","64","141","141","66.20"
"11033  :  โรงพยาบาลนาแห้ว","105","32","97","97","92.38"
"11034  :  โรงพยาบาลภูเรือ","102","31","102","102","100.00"
"11035  :  โรงพยาบาลท่าลี่","17","6","17","17","100.00"
"11036  :  โรงพยาบาลวังสะพุง","578","174","0","0","0.00"
"11037  :  โรงพยาบาลภูกระดึง","7","3","0","0","0.00"
"11038  :  โรงพยาบาลภูหลวง","235","71","232","232","98.72"
"11039  :  โรงพยาบาลผาขาว","83","25","62","62","74.70"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","566","170","0","0","0.00"
"14133  :  โรงพยาบาลเอราวัณ","61","19","61","61","100.00"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","69","21","10","10","14.49"
"10706  :  โรงพยาบาลหนองคาย","343","103","56","56","16.33"
"11042  :  โรงพยาบาลโพนพิสัย","273","82","92","92","33.70"
"11044  :  โรงพยาบาลศรีเชียงใหม่","238","72","237","237","99.58"
"11045  :  โรงพยาบาลสังคม","289","87","251","251","86.85"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","212","64","194","194","91.51"
"14558  :  โรงพยาบาลพิสัยเวช","3","1","3","3","100.00"
"21356  :  โรงพยาบาลสระใคร","21","7","20","20","95.24"
"28778  :  โรงพยาบาลโพธิ์ตาก","78","24","0","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","0","0","0","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","9","3","9","9","100.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0","0","0.00"
"11051  :  โรงพยาบาลแกดำ","238","72","238","238","100.00"
"11052  :  โรงพยาบาลโกสุมพิสัย","650","195","2","2","0.31"
"11053  :  โรงพยาบาลกันทรวิชัย","25","8","18","18","72.00"
"11054  :  โรงพยาบาลเชียงยืน","633","190","362","362","57.19"
"11055  :  โรงพยาบาลบรบือ","13","4","0","0","0.00"
"11056  :  โรงพยาบาลนาเชือก","195","59","193","193","98.97"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","22","7","22","22","100.00"
"11058  :  โรงพยาบาลวาปีปทุม","210","63","206","206","98.10"
"11059  :  โรงพยาบาลนาดูน","37","12","35","35","94.59"
"11060  :  โรงพยาบาลยางสีสุราช","41","13","6","6","14.63"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","20","6","0","0","0.00"
"24704  :  โรงพยาบาลกุดรัง","47","15","44","44","93.62"
"28843  :  โรงพยาบาลชื่นชม","0","0","0","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","0","0","0","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","427","129","420","420","98.36"
"11062  :  โรงพยาบาลปทุมรัตต์","203","61","203","203","100.00"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","259","78","258","258","99.61"
"11064  :  โรงพยาบาลธวัชบุรี","275","83","5","5","1.82"
"11065  :  โรงพยาบาลพนมไพร","192","58","0","0","0.00"
"11066  :  โรงพยาบาลโพนทอง","837","252","834","834","99.64"
"11067  :  โรงพยาบาลโพธิ์ชัย","427","129","0","0","0.00"
"11068  :  โรงพยาบาลหนองพอก","381","115","2","2","0.52"
"11069  :  โรงพยาบาลเสลภูมิ","92","28","31","31","33.70"
"11070  :  โรงพยาบาลสุวรรณภูมิ","443","133","433","433","97.74"
"11071  :  โรงพยาบาลเมืองสรวง","160","48","159","159","99.38"
"11072  :  โรงพยาบาลโพนทราย","110","33","109","109","99.09"
"11073  :  โรงพยาบาลอาจสามารถ","82","25","81","81","98.78"
"11074  :  โรงพยาบาลเมยวดี","100","30","100","100","100.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","11","4","8","8","72.73"
"11076  :  โรงพยาบาลจังหาร","277","84","277","277","100.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","59","18","0","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","26","8","26","26","100.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","33","10","32","32","96.97"
"27989  :  โรงพยาบาลเชียงขวัญ","26","8","20","20","76.92"
"27990  :  โรงพยาบาลหนองฮี","170","51","160","160","94.12"
"10709  :  โรงพยาบาลกาฬสินธุ์","23","7","16","16","69.57"
"11077  :  โรงพยาบาลนามน","1","1","1","1","100.00"
"11078  :  โรงพยาบาลกมลาไสย","7","3","7","7","100.00"
"11079  :  โรงพยาบาลร่องคำ","99","30","96","96","96.97"
"11080  :  โรงพยาบาลเขาวง","14","5","14","14","100.00"
"11081  :  โรงพยาบาลยางตลาด","77","24","29","29","37.66"
"11082  :  โรงพยาบาลห้วยเม็ก","87","27","87","87","100.00"
"11083  :  โรงพยาบาลสหัสขันธ์","117","36","117","117","100.00"
"11084  :  โรงพยาบาลคำม่วง","237","72","236","236","99.58"
"11085  :  โรงพยาบาลท่าคันโท","233","70","15","15","6.44"
"11086  :  โรงพยาบาลหนองกุงศรี","147","45","139","139","94.56"
"11087  :  โรงพยาบาลสมเด็จ","23","7","23","23","100.00"
"11088  :  โรงพยาบาลห้วยผึ้ง","60","18","11","11","18.33"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","2","1","2","2","100.00"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","14","5","14","14","100.00"
"28789  :  โรงพยาบาลฆ้องชัย","22","7","22","22","100.00"
"28790  :  โรงพยาบาลดอนจาน","121","37","120","120","99.17"
"28791  :  โรงพยาบาลสามชัย","11","4","11","11","100.00"
"10710  :  โรงพยาบาลสกลนคร","0","0","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","244","74","0","0","0.00"
"11090  :  โรงพยาบาลกุดบาก","4","2","4","4","100.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","4","2","0","0","0.00"
"11092  :  โรงพยาบาลพังโคน","161","49","3","3","1.86"
"11093  :  โรงพยาบาลวาริชภูมิ","49","15","0","0","0.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","67","21","0","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","154","47","0","0","0.00"
"11096  :  โรงพยาบาลคำตากล้า","109","33","105","105","96.33"
"11097  :  โรงพยาบาลบ้านม่วง","41","13","41","41","100.00"
"11098  :  โรงพยาบาลอากาศอำนวย","124","38","0","0","0.00"
"11099  :  โรงพยาบาลส่องดาว","14","5","0","0","0.00"
"11100  :  โรงพยาบาลเต่างอย","171","52","46","46","26.90"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","265","80","211","211","79.62"
"11102  :  โรงพยาบาลเจริญศิลป์","156","47","156","156","100.00"
"11103  :  โรงพยาบาลโพนนาแก้ว","56","17","1","1","1.79"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","134","41","44","44","32.84"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","12","4","0","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","1","1","0","0","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","154","47","153","153","99.35"
"11104  :  โรงพยาบาลปลาปาก","15","5","15","15","100.00"
"11105  :  โรงพยาบาลท่าอุเทน","101","31","100","100","99.01"
"11106  :  โรงพยาบาลบ้านแพง","136","41","135","135","99.26"
"11107  :  โรงพยาบาลนาทม","167","51","0","0","0.00"
"11108  :  โรงพยาบาลเรณูนคร","492","148","385","385","78.25"
"11109  :  โรงพยาบาลนาแก","86","26","31","31","36.05"
"11110  :  โรงพยาบาลศรีสงคราม","298","90","290","290","97.32"
"11111  :  โรงพยาบาลนาหว้า","143","43","0","0","0.00"
"11112  :  โรงพยาบาลโพนสวรรค์","289","87","288","288","99.65"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","51","16","51","51","100.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","0","0","0","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","28","9","0","0","0.00"
"11113  :  โรงพยาบาลนิคมคำสร้อย","346","104","298","298","86.13"
"11114  :  โรงพยาบาลดอนตาล","465","140","0","0","0.00"
"11115  :  โรงพยาบาลดงหลวง","60","18","60","60","100.00"
"11116  :  โรงพยาบาลคำชะอี","128","39","0","0","0.00"
"11117  :  โรงพยาบาลหว้านใหญ่","101","31","73","73","72.28"
"11118  :  โรงพยาบาลหนองสูง","47","15","47","47","100.00"
"06009  :  โรงพยาบาลแม่ตื่น","111","34","0","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","0","0","0","0","0.00"
"11119  :  โรงพยาบาลจอมทอง","179","54","148","148","82.68"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","664","200","663","663","99.85"
"11121  :  โรงพยาบาลเชียงดาว","110","33","0","0","0.00"
"11122  :  โรงพยาบาลดอยสะเก็ด","0","0","0","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","0","0","0","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","222","67","222","222","100.00"
"11125  :  โรงพยาบาลฝาง","101","31","1","1","0.99"
"11126  :  โรงพยาบาลแม่อาย","130","39","75","75","57.69"
"11127  :  โรงพยาบาลพร้าว","0","0","0","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","476","143","0","0","0.00"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0","0","0.00"
"11132  :  โรงพยาบาลฮอด","21","7","0","0","0.00"
"11133  :  โรงพยาบาลดอยเต่า","138","42","20","20","14.49"
"11134  :  โรงพยาบาลอมก๋อย","77","24","0","0","0.00"
"11135  :  โรงพยาบาลสารภี","0","0","0","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","0","0","0","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","0","0","0","0","0.00"
"11138  :  โรงพยาบาลแม่วาง","91","28","0","0","0.00"
"11139  :  โรงพยาบาลแม่ออน","0","0","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","2","1","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","2","1","0","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","136","41","2","2","1.47"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","6","2","0","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","7","3","0","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","41","13","41","41","100.00"
"10714  :  โรงพยาบาลลำพูน","0","0","0","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","260","78","260","260","100.00"
"11141  :  โรงพยาบาลบ้านโฮ่ง","54","17","0","0","0.00"
"11142  :  โรงพยาบาลลี้","0","0","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","12","4","11","11","91.67"
"11144  :  โรงพยาบาลป่าซาง","15","5","0","0","0.00"
"11145  :  โรงพยาบาลบ้านธิ","303","91","8","8","2.64"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","59","18","59","59","100.00"
"10672  :  โรงพยาบาลลำปาง","0","0","0","0","0.00"
"11146  :  โรงพยาบาลแม่เมาะ","256","77","0","0","0.00"
"11147  :  โรงพยาบาลเกาะคา","13","4","0","0","0.00"
"11148  :  โรงพยาบาลเสริมงาม","137","42","0","0","0.00"
"11149  :  โรงพยาบาลงาว","138","42","42","42","30.43"
"11150  :  โรงพยาบาลแจ้ห่ม","216","65","0","0","0.00"
"11151  :  โรงพยาบาลวังเหนือ","74","23","30","30","40.54"
"11152  :  โรงพยาบาลเถิน","83","25","0","0","0.00"
"11153  :  โรงพยาบาลแม่พริก","91","28","1","1","1.10"
"11154  :  โรงพยาบาลแม่ทะ","85","26","84","84","98.82"
"11155  :  โรงพยาบาลสบปราบ","136","41","136","136","100.00"
"11156  :  โรงพยาบาลห้างฉัตร","97","30","97","97","100.00"
