"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","415","174","0","4","178","42.89","76","29","0","0","29","38.16","101","45","0","2","47","46.53","129","48","0","1","49","37.98","109","52","0","1","53","48.62"
"10866  :  โรงพยาบาลคลองหาด","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","22","2","0","2","4","18.18","3","0","0","0","0","0.00","6","0","0","0","0","0.00","8","2","0","1","3","37.50","5","0","0","1","1","20.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","74","8","0","0","8","10.81","28","4","0","0","4","14.29","16","2","0","0","2","12.50","21","2","0","0","2","9.52","9","0","0","0","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","22","5","0","0","5","22.73","3","0","0","0","0","0.00","4","2","0","0","2","50.00","8","2","0","0","2","25.00","7","1","0","0","1","14.29"
"10870  :  โรงพยาบาลอรัญประเทศ","81","21","0","1","22","27.16","27","8","0","0","8","29.63","17","5","0","0","5","29.41","21","7","0","1","8","38.10","16","1","0","0","1","6.25"
"13817  :  โรงพยาบาลเขาฉกรรจ์","21","3","0","0","3","14.29","9","0","0","0","0","0.00","3","0","0","0","0","0.00","6","1","0","0","1","16.67","3","2","0","0","2","66.67"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","1,685","842","4","23","865","51.34","451","231","3","6","237","52.55","434","217","0","5","222","51.15","479","234","1","5","239","49.90","321","160","0","7","167","52.02"
"10871  :  โรงพยาบาลครบุรี","101","13","0","0","13","12.87","26","3","0","0","3","11.54","17","2","0","0","2","11.76","25","4","0","0","4","16.00","33","4","0","0","4","12.12"
"10872  :  โรงพยาบาลเสิงสาง","74","4","0","3","7","9.46","28","1","0","0","1","3.57","21","0","0","1","1","4.76","15","0","0","2","2","13.33","10","3","0","0","3","30.00"
"10873  :  โรงพยาบาลคง","33","1","0","1","2","6.06","4","0","0","0","0","0.00","8","0","0","0","0","0.00","10","0","0","0","0","0.00","11","1","0","1","2","18.18"
"10874  :  โรงพยาบาลบ้านเหลื่อม","54","6","0","1","7","12.96","8","0","0","0","0","0.00","13","2","0","0","2","15.38","9","1","0","0","1","11.11","24","3","0","1","4","16.67"
"10875  :  โรงพยาบาลจักราช","77","7","0","0","7","9.09","23","4","0","0","4","17.39","29","2","0","0","2","6.90","20","1","0","0","1","5.00","5","0","0","0","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","83","6","0","0","6","7.23","21","3","0","0","3","14.29","18","0","0","0","0","0.00","24","1","0","0","1","4.17","20","2","0","0","2","10.00"
"10877  :  โรงพยาบาลด่านขุนทด","152","12","0","1","13","8.55","37","6","0","0","6","16.22","32","3","0","0","3","9.38","42","2","0","0","2","4.76","41","1","0","1","2","4.88"
"10878  :  โรงพยาบาลโนนไทย","41","3","0","1","4","9.76","7","0","0","0","0","0.00","9","1","0","0","1","11.11","10","0","0","0","0","0.00","15","2","0","1","3","20.00"
"10879  :  โรงพยาบาลโนนสูง","57","7","0","0","7","12.28","9","1","0","0","1","11.11","12","3","0","0","3","25.00","15","1","0","0","1","6.67","21","2","0","0","2","9.52"
"10880  :  โรงพยาบาลขามสะแกแสง","15","1","0","0","1","6.67","2","1","0","0","1","50.00","3","0","0","0","0","0.00","8","0","0","0","0","0.00","2","0","0","0","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","193","16","0","8","24","12.44","36","4","0","1","5","13.89","35","5","0","3","8","22.86","48","2","0","1","3","6.25","74","5","0","3","8","10.81"
"10882  :  โรงพยาบาลประทาย","20","3","0","0","3","15.00","9","0","0","0","0","0.00","5","1","0","0","1","20.00","1","0","0","0","0","0.00","5","2","0","0","2","40.00"
"10883  :  โรงพยาบาลปักธงชัย","42","1","0","0","1","2.38","13","0","0","0","0","0.00","11","0","0","0","0","0.00","11","1","0","0","1","9.09","7","0","0","0","0","0.00"
"10884  :  โรงพยาบาลพิมาย","190","31","0","1","32","16.84","54","12","0","0","12","22.22","48","3","0","0","3","6.25","50","8","0","1","9","18.00","38","8","0","0","8","21.05"
"10885  :  โรงพยาบาลห้วยแถลง","28","1","0","1","2","7.14","9","1","0","1","2","22.22","10","0","0","0","0","0.00","2","0","0","0","0","0.00","7","0","0","0","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","54","6","0","1","7","12.96","7","2","0","0","2","28.57","12","1","0","0","1","8.33","16","0","0","0","0","0.00","19","3","0","1","4","21.05"
"10887  :  โรงพยาบาลสูงเนิน","104","25","0","0","25","24.04","22","8","0","0","8","36.36","26","10","0","0","10","38.46","24","4","0","0","4","16.67","32","3","0","0","3","9.38"
"10888  :  โรงพยาบาลขามทะเลสอ","13","0","0","0","0","0.00","4","0","0","0","0","0.00","4","0","0","0","0","0.00","3","0","0","0","0","0.00","2","0","0","0","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","61","8","0","0","8","13.11","18","2","0","0","2","11.11","16","2","0","0","2","12.50","17","2","0","0","2","11.76","10","2","0","0","2","20.00"
"10890  :  โรงพยาบาลปากช่องนานา","225","49","0","2","51","22.67","54","20","0","1","21","38.89","42","13","0","0","13","30.95","42","6","0","0","6","14.29","87","10","0","1","11","12.64"
"10891  :  โรงพยาบาลหนองบุญมาก","41","3","0","0","3","7.32","13","1","0","0","1","7.69","14","1","0","0","1","7.14","8","1","0","0","1","12.50","6","0","0","0","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","38","0","0","2","2","5.26","7","0","0","0","0","0.00","8","0","0","1","1","12.50","15","0","0","0","0","0.00","8","0","0","1","1","12.50"
"10893  :  โรงพยาบาลโนนแดง","33","3","0","0","3","9.09","5","2","0","0","2","40.00","20","0","0","0","0","0.00","5","1","0","0","1","20.00","3","0","0","0","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","1","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","34","9","0","0","9","26.47","7","3","0","0","3","42.86","14","2","0","0","2","14.29","9","4","0","0","4","44.44","4","0","0","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","54","1","0","0","1","1.85","15","0","0","0","0","0.00","9","0","0","0","0","0.00","22","0","0","0","0","0.00","8","1","0","0","1","12.50"
"11608  :  โรงพยาบาลลำทะเมนชัย","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","2","2","0","0","2","100.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","2","2","0","0","2","100.00","0","0","0","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","16","2","0","0","2","12.50","3","0","0","0","0","0.00","4","0","0","0","0","0.00","5","0","0","0","0","0.00","4","2","0","0","2","50.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","85","16","0","0","16","18.82","9","2","0","0","2","22.22","21","5","0","0","5","23.81","25","4","0","0","4","16.00","30","5","0","0","5","16.67"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","7","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","3","0","0","0","0","0.00","3","0","0","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","19","0","0","1","1","5.26","9","0","0","0","0","0.00","7","0","0","1","1","14.29","3","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","8","0","0","0","0","0.00","2","0","0","0","0","0.00","4","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00"
"27840  :  โรงพยาบาลสีดา","6","0","0","0","0","0.00","3","0","0","0","0","0.00","0","0","0","0","0","0.00","2","0","0","0","0","0.00","1","0","0","0","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","60","0","0","2","2","3.33","0","0","0","0","0","0.00","2","0","0","0","0","0.00","17","0","0","0","0","0.00","41","0","0","2","2","4.88"
"10667  :  โรงพยาบาลบุรีรัมย์","1,004","394","8","136","530","52.79","198","67","3","26","93","46.97","214","86","4","33","119","55.61","330","142","0","45","187","56.67","262","99","1","32","131","50.00"
"10895  :  โรงพยาบาลคูเมือง","116","2","0","6","8","6.90","24","0","0","0","0","0.00","36","1","0","0","1","2.78","24","0","0","2","2","8.33","32","1","0","4","5","15.63"
"10896  :  โรงพยาบาลกระสัง","55","0","0","2","2","3.64","16","0","0","1","1","6.25","9","0","0","1","1","11.11","16","0","0","0","0","0.00","14","0","0","0","0","0.00"
"10897  :  โรงพยาบาลนางรอง","195","33","0","1","34","17.44","50","10","0","0","10","20.00","48","7","0","1","8","16.67","41","10","0","0","10","24.39","56","6","0","0","6","10.71"
"10898  :  โรงพยาบาลหนองกี่","65","3","0","3","6","9.23","19","1","0","0","1","5.26","17","2","0","0","2","11.76","22","0","0","2","2","9.09","7","0","0","1","1","14.29"
"10899  :  โรงพยาบาลละหานทราย","54","0","0","1","1","1.85","18","0","0","1","1","5.56","6","0","0","0","0","0.00","14","0","0","0","0","0.00","16","0","0","0","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","134","0","0","3","3","2.24","57","0","0","2","2","3.51","18","0","0","0","0","0.00","33","0","0","0","0","0.00","26","0","0","1","1","3.85"
"10901  :  โรงพยาบาลบ้านกรวด","54","0","0","0","0","0.00","17","0","0","0","0","0.00","12","0","0","0","0","0.00","17","0","0","0","0","0.00","8","0","0","0","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","42","0","0","3","3","7.14","10","0","0","0","0","0.00","7","0","0","1","1","14.29","12","0","0","2","2","16.67","13","0","0","0","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","107","5","0","0","5","4.67","23","0","0","0","0","0.00","35","4","0","0","4","11.43","26","1","0","0","1","3.85","23","0","0","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","77","1","0","2","3","3.90","21","0","0","1","1","4.76","14","1","0","0","1","7.14","25","0","0","1","1","4.00","17","0","0","0","0","0.00"
"10906  :  โรงพยาบาลปะคำ","43","0","0","2","2","4.65","6","0","0","0","0","0.00","7","0","0","2","2","28.57","8","0","0","0","0","0.00","22","0","0","0","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","43","2","0","4","6","13.95","11","1","0","2","3","27.27","7","1","0","0","1","14.29","11","0","0","1","1","9.09","14","0","0","1","1","7.14"
"10908  :  โรงพยาบาลหนองหงส์","9","0","0","0","0","0.00","0","0","0","0","0","0.00","3","0","0","0","0","0.00","2","0","0","0","0","0.00","4","0","0","0","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","53","0","1","1","1","1.89","21","0","0","1","1","4.76","23","0","1","0","0","0.00","7","0","0","0","0","0.00","2","0","0","0","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","38","1","0","1","2","5.26","8","0","0","0","0","0.00","10","0","0","1","1","10.00","14","1","0","0","1","7.14","6","0","0","0","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","22","0","0","1","1","4.55","5","0","0","1","1","20.00","5","0","0","0","0","0.00","5","0","0","0","0","0.00","7","0","0","0","0","0.00"
"10912  :  โรงพยาบาลชำนิ","38","0","0","0","0","0.00","5","0","0","0","0","0.00","6","0","0","0","0","0.00","19","0","0","0","0","0.00","8","0","0","0","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","20","1","0","0","1","5.00","5","0","0","0","0","0.00","6","0","0","0","0","0.00","5","1","0","0","1","20.00","4","0","0","0","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","13","1","0","0","1","7.69","5","0","0","0","0","0.00","4","1","0","0","1","25.00","3","0","0","0","0","0.00","1","0","0","0","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","15","0","0","0","0","0.00","1","0","0","0","0","0.00","8","0","0","0","0","0.00","6","0","0","0","0","0.00","0","0","0","0","0","0.00"
"23578  :  โรงพยาบาลแคนดง","41","0","1","2","2","4.88","13","0","0","1","1","7.69","7","0","0","0","0","0.00","14","0","0","1","1","7.14","7","0","1","0","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","12","0","0","0","0","0.00","4","0","0","0","0","0.00","1","0","0","0","0","0.00","4","0","0","0","0","0.00","3","0","0","0","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","844","303","3","102","405","47.99","260","95","1","30","125","48.08","194","71","1","22","93","47.94","207","64","1","26","90","43.48","183","73","0","24","97","53.01"
"10915  :  โรงพยาบาลชุมพลบุรี","25","0","0","0","0","0.00","4","0","0","0","0","0.00","6","0","0","0","0","0.00","14","0","0","0","0","0.00","1","0","0","0","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","62","5","0","1","6","9.68","8","0","0","0","0","0.00","12","1","0","1","2","16.67","18","2","0","0","2","11.11","24","2","0","0","2","8.33"
"10917  :  โรงพยาบาลจอมพระ","35","0","0","0","0","0.00","9","0","0","0","0","0.00","7","0","0","0","0","0.00","11","0","0","0","0","0.00","8","0","0","0","0","0.00"
"10918  :  โรงพยาบาลปราสาท","169","36","0","10","46","27.22","43","8","0","5","13","30.23","37","10","0","1","11","29.73","45","11","0","2","13","28.89","44","7","0","2","9","20.45"
"10919  :  โรงพยาบาลกาบเชิง","75","4","0","5","9","12.00","20","2","0","0","2","10.00","17","1","0","3","4","23.53","29","1","0","1","2","6.90","9","0","0","1","1","11.11"
"10920  :  โรงพยาบาลรัตนบุรี","65","3","1","3","6","9.23","21","1","0","1","2","9.52","19","2","1","1","3","15.79","11","0","0","1","1","9.09","14","0","0","0","0","0.00"
"10921  :  โรงพยาบาลสนม","17","1","0","0","1","5.88","2","0","0","0","0","0.00","7","0","0","0","0","0.00","7","1","0","0","1","14.29","1","0","0","0","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","84","2","0","1","3","3.57","19","0","0","0","0","0.00","15","1","0","0","1","6.67","17","0","0","0","0","0.00","33","1","0","1","2","6.06"
"10923  :  โรงพยาบาลสังขะ","116","2","2","5","7","6.03","31","0","0","2","2","6.45","28","1","1","1","2","7.14","30","0","0","1","1","3.33","27","1","1","1","2","7.41"
"10924  :  โรงพยาบาลลำดวน","129","2","0","6","8","6.20","45","0","0","3","3","6.67","29","0","0","2","2","6.90","27","2","0","1","3","11.11","28","0","0","0","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","23","1","0","0","1","4.35","7","0","0","0","0","0.00","3","0","0","0","0","0.00","6","0","0","0","0","0.00","7","1","0","0","1","14.29"
"10926  :  โรงพยาบาลบัวเชด","58","1","0","1","2","3.45","23","0","0","0","0","0.00","13","1","0","0","1","7.69","7","0","0","0","0","0.00","15","0","0","1","1","6.67"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","2","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","23","0","0","0","0","0.00","8","0","0","0","0","0.00","2","0","0","0","0","0.00","9","0","0","0","0","0.00","4","0","0","0","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","5","0","0","0","0","0.00","1","0","0","0","0","0.00","3","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","9","1","0","0","1","11.11","2","1","0","0","1","50.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00","5","0","0","0","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","19","0","0","1","1","5.26","9","0","0","0","0","0.00","3","0","0","0","0","0.00","4","0","0","0","0","0.00","3","0","0","1","1","33.33"
"10700  :  โรงพยาบาลศรีสะเกษ","949","445","0","89","534","56.27","510","253","0","54","307","60.20","186","95","0","17","112","60.22","145","54","0","12","66","45.52","108","43","0","6","49","45.37"
"10927  :  โรงพยาบาลยางชุมน้อย","32","2","0","0","2","6.25","8","0","0","0","0","0.00","14","1","0","0","1","7.14","4","0","0","0","0","0.00","6","1","0","0","1","16.67"
"10928  :  โรงพยาบาลกันทรารมย์","94","3","0","9","12","12.77","16","0","0","2","2","12.50","26","3","0","1","4","15.38","33","0","0","4","4","12.12","19","0","0","2","2","10.53"
"10929  :  โรงพยาบาลกันทรลักษ์","149","10","0","6","16","10.74","32","2","0","0","2","6.25","29","3","0","1","4","13.79","49","5","0","3","8","16.33","39","0","0","2","2","5.13"
"10930  :  โรงพยาบาลขุขันธ์","88","7","0","1","8","9.09","44","3","0","0","3","6.82","33","4","0","1","5","15.15","8","0","0","0","0","0.00","3","0","0","0","0","0.00"
"10931  :  โรงพยาบาลไพรบึง","31","0","0","0","0","0.00","8","0","0","0","0","0.00","7","0","0","0","0","0.00","12","0","0","0","0","0.00","4","0","0","0","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","44","0","0","5","5","11.36","27","0","0","3","3","11.11","5","0","0","2","2","40.00","0","0","0","0","0","0.00","12","0","0","0","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","130","4","0","5","9","6.92","27","0","0","1","1","3.70","27","2","0","0","2","7.41","36","0","0","3","3","8.33","40","2","0","1","3","7.50"
"10934  :  โรงพยาบาลราษีไศล","116","4","0","1","5","4.31","22","0","0","0","0","0.00","26","1","0","1","2","7.69","35","1","0","0","1","2.86","33","2","0","0","2","6.06"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","248","25","0","3","28","11.29","70","7","0","2","9","12.86","49","3","0","0","3","6.12","60","11","0","1","12","20.00","69","4","0","0","4","5.80"
"10936  :  โรงพยาบาลบึงบูรพ์","5","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","3","0","0","0","0","0.00","2","0","0","0","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","37","2","0","0","2","5.41","8","0","0","0","0","0.00","3","0","0","0","0","0.00","14","2","0","0","2","14.29","12","0","0","0","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","32","0","0","0","0","0.00","12","0","0","0","0","0.00","13","0","0","0","0","0.00","6","0","0","0","0","0.00","1","0","0","0","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","81","1","0","4","5","6.17","22","0","0","1","1","4.55","15","1","0","1","2","13.33","16","0","0","1","1","6.25","28","0","0","1","1","3.57"
"10940  :  โรงพยาบาลวังหิน","47","3","1","2","5","10.64","20","1","0","1","2","10.00","10","0","0","1","1","10.00","8","1","0","0","1","12.50","9","1","1","0","1","11.11"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","12","3","0","0","3","25.00","4","0","0","0","0","0.00","3","1","0","0","1","33.33","2","2","0","0","2","100.00","3","0","0","0","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","63","0","0","0","0","0.00","33","0","0","0","0","0.00","16","0","0","0","0","0.00","4","0","0","0","0","0.00","10","0","0","0","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","19","1","0","1","2","10.53","3","0","0","0","0","0.00","3","0","0","0","0","0.00","7","0","0","0","0","0.00","6","1","0","1","2","33.33"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","45","1","0","2","3","6.67","8","0","0","1","1","12.50","17","1","0","0","1","5.88","14","0","0","1","1","7.14","6","0","0","0","0","0.00"
"28014  :  โรงพยาบาลพยุห์","10","0","0","1","1","10.00","1","0","0","0","0","0.00","2","0","0","1","1","50.00","5","0","0","0","0","0.00","2","0","0","0","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","8","0","0","1","1","12.50","0","0","0","0","0","0.00","0","0","0","0","0","0.00","2","0","0","0","0","0.00","6","0","0","1","1","16.67"
"28016  :  โรงพยาบาลศิลาลาด","11","0","0","1","1","9.09","1","0","0","0","0","0.00","2","0","0","0","0","0.00","3","0","0","0","0","0.00","5","0","0","1","1","20.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","1,446","467","4","309","776","53.67","402","106","1","90","196","48.76","333","106","0","71","177","53.15","342","114","2","72","186","54.39","369","141","1","76","217","58.81"
"10944  :  โรงพยาบาลศรีเมืองใหม่","32","0","0","0","0","0.00","7","0","0","0","0","0.00","6","0","0","0","0","0.00","9","0","0","0","0","0.00","10","0","0","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","11","0","0","0","0","0.00","7","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00","2","0","0","0","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","56","2","0","1","3","5.36","16","0","0","0","0","0.00","9","1","0","1","2","22.22","17","0","0","0","0","0.00","14","1","0","0","1","7.14"
"10947  :  โรงพยาบาลเขมราฐ","36","0","4","3","3","8.33","0","0","0","0","0","0.00","3","0","1","0","0","0.00","18","0","2","2","2","11.11","15","0","1","1","1","6.67"
"10948  :  โรงพยาบาลนาจะหลวย","2","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","2","0","0","0","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","43","0","0","0","0","0.00","6","0","0","0","0","0.00","8","0","0","0","0","0.00","10","0","0","0","0","0.00","19","0","0","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","18","2","0","0","2","11.11","3","0","0","0","0","0.00","5","0","0","0","0","0.00","7","1","0","0","1","14.29","3","1","0","0","1","33.33"
"10951  :  โรงพยาบาลตระการพืชผล","105","4","1","10","14","13.33","20","0","0","1","1","5.00","19","1","0","2","3","15.79","29","2","0","4","6","20.69","37","1","1","3","4","10.81"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","27","1","0","2","3","11.11","5","0","0","1","1","20.00","8","0","0","0","0","0.00","6","1","0","1","2","33.33","8","0","0","0","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","32","0","0","0","0","0.00","4","0","0","0","0","0.00","1","0","0","0","0","0.00","19","0","0","0","0","0.00","8","0","0","0","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","168","21","1","9","30","17.86","44","3","0","0","3","6.82","29","6","1","4","10","34.48","45","7","0","1","8","17.78","50","5","0","4","9","18.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","58","2","0","1","3","5.17","7","0","0","1","1","14.29","10","0","0","0","0","0.00","26","0","0","0","0","0.00","15","2","0","0","2","13.33"
"10957  :  โรงพยาบาลตาลสุม","40","0","0","1","1","2.50","12","0","0","0","0","0.00","6","0","0","0","0","0.00","14","0","0","0","0","0.00","8","0","0","1","1","12.50"
"10958  :  โรงพยาบาลโพธิ์ไทร","13","0","1","0","0","0.00","4","0","0","0","0","0.00","1","0","0","0","0","0.00","3","0","1","0","0","0.00","5","0","0","0","0","0.00"
"10959  :  โรงพยาบาลสำโรง","34","0","1","1","1","2.94","4","0","1","0","0","0.00","11","0","0","0","0","0.00","11","0","0","0","0","0.00","8","0","0","1","1","12.50"
"10960  :  โรงพยาบาลดอนมดแดง","31","0","0","1","1","3.23","9","0","0","0","0","0.00","11","0","0","0","0","0.00","6","0","0","0","0","0.00","5","0","0","1","1","20.00"
"10961  :  โรงพยาบาลสิรินธร","3","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","2","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","114","6","1","4","10","8.77","27","3","0","1","4","14.81","14","0","0","0","0","0.00","47","2","1","0","2","4.26","26","1","0","3","4","15.38"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","1","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","279","24","3","22","46","16.49","46","5","0","3","8","17.39","61","4","1","7","11","18.03","98","13","2","6","19","19.39","74","2","0","6","8","10.81"
"24032  :  โรงพยาบาลนาตาล","23","0","0","0","0","0.00","6","0","0","0","0","0.00","3","0","0","0","0","0.00","5","0","0","0","0","0.00","9","0","0","0","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","1","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","8","0","0","0","0","0.00","1","0","0","0","0","0.00","2","0","0","0","0","0.00","1","0","0","0","0","0.00","4","0","0","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","4","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00","2","0","0","0","0","0.00"
