"โรงพยาบาล","B","A","อัตราต่อพัน"
"10948  :  โรงพยาบาลนาจะหลวย","49","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","22","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","22","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","53","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","15","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","56","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","34","1","29.41"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","49","1","20.41"
"10957  :  โรงพยาบาลตาลสุม","0","1","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","18","0","0.00"
"10959  :  โรงพยาบาลสำโรง","4","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","0","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","22","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","11","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","538","2","3.72"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","26","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","1","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","3","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","1","1","1,000.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","1","0","0.00"
"10701  :  โรงพยาบาลยโสธร","1,229","7","5.70"
"10963  :  โรงพยาบาลทรายมูล","7","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","12","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","3","0","0.00"
"10966  :  โรงพยาบาลป่าติ้ว","7","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","10","0","0.00"
"10968  :  โรงพยาบาลค้อวัง","8","0","0.00"
"10969  :  โรงพยาบาลไทยเจริญ","0","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","475","0","0.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","0","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","1,597","15","9.39"
"10970  :  โรงพยาบาลบ้านเขว้า","28","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","28","0","0.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","74","0","0.00"
"10973  :  โรงพยาบาลหนองบัวแดง","440","0","0.00"
"10974  :  โรงพยาบาลจัตุรัส","243","1","4.12"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","178","0","0.00"
"10976  :  โรงพยาบาลหนองบัวระเหว","154","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","80","0","0.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","562","0","0.00"
"10979  :  โรงพยาบาลบ้านแท่น","5","0","0.00"
"10980  :  โรงพยาบาลแก้งคร้อ","300","0","0.00"
"10981  :  โรงพยาบาลคอนสาร","74","0","0.00"
"10982  :  โรงพยาบาลภักดีชุมพล","41","0","0.00"
"10983  :  โรงพยาบาลเนินสง่า","21","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","1,444","5","3.46"
"10985  :  โรงพยาบาลชานุมาน","84","0","0.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","1","0","0.00"
"10987  :  โรงพยาบาลพนา","1","0","0.00"
"10988  :  โรงพยาบาลเสนางคนิคม","1","0","0.00"
"10989  :  โรงพยาบาลหัวตะพาน","17","0","0.00"
"10990  :  โรงพยาบาลลืออำนาจ","1","0","0.00"
"11040  :  โรงพยาบาลบึงกาฬ","394","1","2.54"
"11041  :  โรงพยาบาลพรเจริญ","58","0","0.00"
"11043  :  โรงพยาบาลโซ่พิสัย","93","0","0.00"
"11046  :  โรงพยาบาลเซกา","235","0","0.00"
"11047  :  โรงพยาบาลปากคาด","67","0","0.00"
"11048  :  โรงพยาบาลบึงโขงหลง","158","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","19","0","0.00"
"11050  :  โรงพยาบาลบุ่งคล้า","1","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","1,121","3","2.68"
"10991  :  โรงพยาบาลนากลาง","85","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","21","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","255","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","101","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","1","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","1,448","8","5.52"
"10995  :  โรงพยาบาลบ้านฝาง","90","0","0.00"
"10996  :  โรงพยาบาลพระยืน","40","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","50","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","784","1","1.28"
"10999  :  โรงพยาบาลสีชมพู","76","0","0.00"
"11000  :  โรงพยาบาลน้ำพอง","313","0","0.00"
"11001  :  โรงพยาบาลอุบลรัตน์","36","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","425","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","2","0","0.00"
"11004  :  โรงพยาบาลพล","551","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","29","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","49","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","65","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","68","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","116","0","0.00"
"11010  :  โรงพยาบาลชนบท","18","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","58","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","5","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","135","0","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","152","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","7","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","1","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","960","12","12.50"
"11013  :  โรงพยาบาลกุดจับ","61","0","0.00"
"11014  :  โรงพยาบาลหนองวัวซอ","80","0","0.00"
"11015  :  โรงพยาบาลกุมภวาปี","308","0","0.00"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","27","0","0.00"
"11018  :  โรงพยาบาลหนองหาน","460","1","2.17"
"11019  :  โรงพยาบาลทุ่งฝน","14","0","0.00"
"11020  :  โรงพยาบาลไชยวาน","39","0","0.00"
"11021  :  โรงพยาบาลศรีธาตุ","55","0","0.00"
"11022  :  โรงพยาบาลวังสามหมอ","75","0","0.00"
"11023  :  โรงพยาบาลบ้านผือ","385","1","2.60"
"11024  :  โรงพยาบาลน้ำโสม","122","1","8.20"
"11025  :  โรงพยาบาลเพ็ญ","277","0","0.00"
"11026  :  โรงพยาบาลสร้างคอม","8","0","0.00"
"11027  :  โรงพยาบาลหนองแสง","9","0","0.00"
"11028  :  โรงพยาบาลนายูง","5","0","0.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","19","0","0.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","405","0","0.00"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00"
"10705  :  โรงพยาบาลเลย","1,571","11","7.00"
"11030  :  โรงพยาบาลนาด้วง","14","0","0.00"
"11031  :  โรงพยาบาลเชียงคาน","68","0","0.00"
"11032  :  โรงพยาบาลปากชม","74","0","0.00"
"11033  :  โรงพยาบาลนาแห้ว","0","0","0.00"
"11034  :  โรงพยาบาลภูเรือ","2","0","0.00"
"11035  :  โรงพยาบาลท่าลี่","11","0","0.00"
"11036  :  โรงพยาบาลวังสะพุง","251","0","0.00"
"11037  :  โรงพยาบาลภูกระดึง","65","0","0.00"
"11038  :  โรงพยาบาลภูหลวง","22","0","0.00"
"11039  :  โรงพยาบาลผาขาว","57","0","0.00"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","396","0","0.00"
"14133  :  โรงพยาบาลเอราวัณ","38","0","0.00"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","30","0","0.00"
"10706  :  โรงพยาบาลหนองคาย","830","4","4.82"
"11042  :  โรงพยาบาลโพนพิสัย","479","0","0.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","5","0","0.00"
"11045  :  โรงพยาบาลสังคม","13","0","0.00"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","600","1","1.67"
"14558  :  โรงพยาบาลพิสัยเวช","0","0","0.00"
"21356  :  โรงพยาบาลสระใคร","0","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","4","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","0","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","1,270","11","8.66"
"11051  :  โรงพยาบาลแกดำ","12","0","0.00"
"11052  :  โรงพยาบาลโกสุมพิสัย","87","0","0.00"
"11053  :  โรงพยาบาลกันทรวิชัย","36","0","0.00"
"11054  :  โรงพยาบาลเชียงยืน","32","0","0.00"
"11055  :  โรงพยาบาลบรบือ","262","0","0.00"
"11056  :  โรงพยาบาลนาเชือก","71","0","0.00"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","226","0","0.00"
"11058  :  โรงพยาบาลวาปีปทุม","154","0","0.00"
"11059  :  โรงพยาบาลนาดูน","2","0","0.00"
"11060  :  โรงพยาบาลยางสีสุราช","4","0","0.00"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","0","0","0.00"
"24704  :  โรงพยาบาลกุดรัง","0","0","0.00"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","1,611","18","11.17"
"11061  :  โรงพยาบาลเกษตรวิสัย","280","0","0.00"
"11062  :  โรงพยาบาลปทุมรัตต์","6","0","0.00"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","19","0","0.00"
"11064  :  โรงพยาบาลธวัชบุรี","16","0","0.00"
"11065  :  โรงพยาบาลพนมไพร","87","0","0.00"
"11066  :  โรงพยาบาลโพนทอง","591","1","1.69"
"11067  :  โรงพยาบาลโพธิ์ชัย","8","0","0.00"
"11068  :  โรงพยาบาลหนองพอก","78","0","0.00"
"11069  :  โรงพยาบาลเสลภูมิ","259","1","3.86"
"11070  :  โรงพยาบาลสุวรรณภูมิ","389","0","0.00"
"11071  :  โรงพยาบาลเมืองสรวง","2","0","0.00"
"11072  :  โรงพยาบาลโพนทราย","0","0","0.00"
"11073  :  โรงพยาบาลอาจสามารถ","11","0","0.00"
"11074  :  โรงพยาบาลเมยวดี","7","0","0.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","0","0","0.00"
"11076  :  โรงพยาบาลจังหาร","8","0","0.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","1","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","0","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","0","0","0.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","1,333","0","0.00"
"11077  :  โรงพยาบาลนามน","20","0","0.00"
"11078  :  โรงพยาบาลกมลาไสย","137","0","0.00"
"11079  :  โรงพยาบาลร่องคำ","7","0","0.00"
"11080  :  โรงพยาบาลเขาวง","16","0","0.00"
"11081  :  โรงพยาบาลยางตลาด","375","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","4","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","7","0","0.00"
"11084  :  โรงพยาบาลคำม่วง","44","0","0.00"
"11085  :  โรงพยาบาลท่าคันโท","43","0","0.00"
"11086  :  โรงพยาบาลหนองกุงศรี","57","0","0.00"
"11087  :  โรงพยาบาลสมเด็จ","214","1","4.67"
"11088  :  โรงพยาบาลห้วยผึ้ง","5","0","0.00"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","502","0","0.00"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","2","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","0","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","0","0","0.00"
"28791  :  โรงพยาบาลสามชัย","0","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","793","8","10.09"
"11089  :  โรงพยาบาลกุสุมาลย์","34","0","0.00"
"11090  :  โรงพยาบาลกุดบาก","40","0","0.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","44","0","0.00"
"11092  :  โรงพยาบาลพังโคน","187","0","0.00"
"11093  :  โรงพยาบาลวาริชภูมิ","14","0","0.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","0","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","336","0","0.00"
"11096  :  โรงพยาบาลคำตากล้า","7","0","0.00"
"11097  :  โรงพยาบาลบ้านม่วง","163","0","0.00"
"11098  :  โรงพยาบาลอากาศอำนวย","94","0","0.00"
"11099  :  โรงพยาบาลส่องดาว","30","0","0.00"
"11100  :  โรงพยาบาลเต่างอย","21","0","0.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","33","0","0.00"
"11102  :  โรงพยาบาลเจริญศิลป์","30","0","0.00"
"11103  :  โรงพยาบาลโพนนาแก้ว","62","0","0.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","1,134","2","1.76"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","58","0","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","247","11","44.53"
"11104  :  โรงพยาบาลปลาปาก","87","0","0.00"
"11105  :  โรงพยาบาลท่าอุเทน","45","0","0.00"
"11106  :  โรงพยาบาลบ้านแพง","57","1","17.54"
"11107  :  โรงพยาบาลนาทม","7","0","0.00"
"11108  :  โรงพยาบาลเรณูนคร","5","0","0.00"
"11109  :  โรงพยาบาลนาแก","47","0","0.00"
"11110  :  โรงพยาบาลศรีสงคราม","379","0","0.00"
"11111  :  โรงพยาบาลนาหว้า","32","0","0.00"
"11112  :  โรงพยาบาลโพนสวรรค์","58","0","0.00"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","662","0","0.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","0","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","1,524","4","2.62"
"11113  :  โรงพยาบาลนิคมคำสร้อย","31","0","0.00"
"11114  :  โรงพยาบาลดอนตาล","5","0","0.00"
"11115  :  โรงพยาบาลดงหลวง","47","0","0.00"
"11116  :  โรงพยาบาลคำชะอี","18","0","0.00"
"11117  :  โรงพยาบาลหว้านใหญ่","9","0","0.00"
"11118  :  โรงพยาบาลหนองสูง","13","0","0.00"
"06009  :  โรงพยาบาลแม่ตื่น","14","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","967","18","18.61"
"11119  :  โรงพยาบาลจอมทอง","419","1","2.39"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","109","0","0.00"
"11121  :  โรงพยาบาลเชียงดาว","312","1","3.21"
"11122  :  โรงพยาบาลดอยสะเก็ด","45","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","101","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","30","0","0.00"
"11125  :  โรงพยาบาลฝาง","527","1","1.90"
"11126  :  โรงพยาบาลแม่อาย","239","0","0.00"
"11127  :  โรงพยาบาลพร้าว","13","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","96","0","0.00"
"11129  :  โรงพยาบาลสันกำแพง","15","0","0.00"
"11130  :  โรงพยาบาลสันทราย","710","5","7.04"
"11131  :  โรงพยาบาลหางดง","47","0","0.00"
"11132  :  โรงพยาบาลฮอด","33","1","30.30"
"11133  :  โรงพยาบาลดอยเต่า","33","0","0.00"
"11134  :  โรงพยาบาลอมก๋อย","327","0","0.00"
"11135  :  โรงพยาบาลสารภี","80","1","12.50"
"11136  :  โรงพยาบาลเวียงแหง","64","2","31.25"
"11137  :  โรงพยาบาลไชยปราการ","100","0","0.00"
"11138  :  โรงพยาบาลแม่วาง","26","0","0.00"
"11139  :  โรงพยาบาลแม่ออน","9","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","15","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","0","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","518","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","0","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","50","0","0.00"
"10714  :  โรงพยาบาลลำพูน","764","3","3.93"
"11140  :  โรงพยาบาลแม่ทา","5","0","0.00"
"11141  :  โรงพยาบาลบ้านโฮ่ง","7","0","0.00"
"11142  :  โรงพยาบาลลี้","95","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","35","0","0.00"
"11144  :  โรงพยาบาลป่าซาง","7","0","0.00"
"11145  :  โรงพยาบาลบ้านธิ","2","0","0.00"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","0","0.00"
"10672  :  โรงพยาบาลลำปาง","1,270","5","3.94"
"11146  :  โรงพยาบาลแม่เมาะ","3","0","0.00"
"11147  :  โรงพยาบาลเกาะคา","309","0","0.00"
"11148  :  โรงพยาบาลเสริมงาม","2","0","0.00"
"11149  :  โรงพยาบาลงาว","36","0","0.00"
"11150  :  โรงพยาบาลแจ้ห่ม","13","0","0.00"
"11151  :  โรงพยาบาลวังเหนือ","5","0","0.00"
"11152  :  โรงพยาบาลเถิน","120","0","0.00"
"11153  :  โรงพยาบาลแม่พริก","0","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","2","0","0.00"
"11155  :  โรงพยาบาลสบปราบ","0","0","0.00"
"11156  :  โรงพยาบาลห้างฉัตร","1","0","0.00"
"11157  :  โรงพยาบาลเมืองปาน","9","0","0.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","1,007","2","1.99"
"11158  :  โรงพยาบาลตรอน","5","0","0.00"
"11159  :  โรงพยาบาลท่าปลา","40","0","0.00"
"11160  :  โรงพยาบาลน้ำปาด","32","0","0.00"
"11161  :  โรงพยาบาลฟากท่า","7","0","0.00"
"11162  :  โรงพยาบาลบ้านโคก","14","0","0.00"
"11163  :  โรงพยาบาลพิชัย","22","0","0.00"
"11164  :  โรงพยาบาลลับแล","17","0","0.00"
"11165  :  โรงพยาบาลทองแสนขัน","15","0","0.00"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00"
"10715  :  โรงพยาบาลแพร่","970","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","3","0","0.00"
"11167  :  โรงพยาบาลลอง","4","0","0.00"
"11169  :  โรงพยาบาลสูงเม่น","3","0","0.00"
"11170  :  โรงพยาบาลสอง","6","0","0.00"
"11171  :  โรงพยาบาลวังชิ้น","4","0","0.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","0","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","4","0","0.00"
"10716  :  โรงพยาบาลน่าน","2,066","1","0.48"
"11173  :  โรงพยาบาลแม่จริม","15","0","0.00"
"11174  :  โรงพยาบาลบ้านหลวง","0","0","0.00"
"11175  :  โรงพยาบาลนาน้อย","3","0","0.00"
"11176  :  โรงพยาบาลท่าวังผา","29","0","0.00"
"11177  :  โรงพยาบาลเวียงสา","140","0","0.00"
"11178  :  โรงพยาบาลทุ่งช้าง","45","0","0.00"
"11179  :  โรงพยาบาลเชียงกลาง","3","0","0.00"
"11180  :  โรงพยาบาลนาหมื่น","5","0","0.00"
"11181  :  โรงพยาบาลสันติสุข","11","0","0.00"
"11182  :  โรงพยาบาลบ่อเกลือ","3","0","0.00"
"11183  :  โรงพยาบาลสองแคว","10","0","0.00"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","139","0","0.00"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","11","0","0.00"
"25017  :  โรงพยาบาลภูเพียง","0","0","0.00"
"10717  :  โรงพยาบาลพะเยา","846","1","1.18"
"10718  :  โรงพยาบาลเชียงคำ","578","0","0.00"
"11184  :  โรงพยาบาลจุน","5","0","0.00"
"11185  :  โรงพยาบาลเชียงม่วน","2","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","4","0","0.00"
"11187  :  โรงพยาบาลปง","25","0","0.00"
"11188  :  โรงพยาบาลแม่ใจ","3","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","2,501","7","2.80"
"11189  :  โรงพยาบาลเทิง","132","0","0.00"
"11190  :  โรงพยาบาลพาน","136","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","6","0","0.00"
"11192  :  โรงพยาบาลแม่จัน","482","1","2.07"
"11193  :  โรงพยาบาลเชียงแสน","62","1","16.13"
"11194  :  โรงพยาบาลแม่สาย","259","0","0.00"
"11195  :  โรงพยาบาลแม่สรวย","194","0","0.00"
"11196  :  โรงพยาบาลเวียงป่าเป้า","128","0","0.00"
"11197  :  โรงพยาบาลพญาเม็งราย","77","0","0.00"
"11198  :  โรงพยาบาลเวียงแก่น","240","0","0.00"
"11199  :  โรงพยาบาลขุนตาล","4","0","0.00"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","45","0","0.00"
"11201  :  โรงพยาบาลแม่ลาว","7","0","0.00"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","3","0","0.00"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","158","0","0.00"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","42","1","23.81"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","1","0","0.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","425","0","0.00"
"11203  :  โรงพยาบาลขุนยวม","145","0","0.00"
"11204  :  โรงพยาบาลปาย","158","0","0.00"
"11205  :  โรงพยาบาลแม่สะเรียง","613","9","14.68"
"11206  :  โรงพยาบาลแม่ลาน้อย","96","0","0.00"
"11207  :  โรงพยาบาลสบเมย","48","0","0.00"
"11208  :  โรงพยาบาลปางมะผ้า","111","2","18.02"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","1,240","14","11.29"
"11209  :  โรงพยาบาลโกรกพระ","14","0","0.00"
"11210  :  โรงพยาบาลชุมแสง","58","0","0.00"
"11211  :  โรงพยาบาลหนองบัว","65","0","0.00"
"11212  :  โรงพยาบาลบรรพตพิสัย","257","0","0.00"
"11213  :  โรงพยาบาลเก้าเลี้ยว","2","0","0.00"
"11214  :  โรงพยาบาลตาคลี","179","0","0.00"
"11215  :  โรงพยาบาลท่าตะโก","162","0","0.00"
"11216  :  โรงพยาบาลไพศาลี","9","0","0.00"
"11217  :  โรงพยาบาลพยุหะคีรี","0","0","0.00"
"11218  :  โรงพยาบาลลาดยาว","360","0","0.00"
"11219  :  โรงพยาบาลตากฟ้า","0","0","0.00"
"11220  :  โรงพยาบาลแม่วงก์","6","0","0.00"
