"โรงพยาบาล","B","A","อัตราต่อพัน"
"10947  :  โรงพยาบาลเขมราฐ","88","1","11.36"
"10948  :  โรงพยาบาลนาจะหลวย","157","1","6.37"
"10949  :  โรงพยาบาลน้ำยืน","15","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","33","1","30.30"
"10951  :  โรงพยาบาลตระการพืชผล","93","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","17","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","115","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","125","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","112","1","8.93"
"10957  :  โรงพยาบาลตาลสุม","3","1","333.33"
"10958  :  โรงพยาบาลโพธิ์ไทร","28","0","0.00"
"10959  :  โรงพยาบาลสำโรง","16","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","15","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","26","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","44","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","3,073","1","0.33"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","7","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","1","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","10","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","1","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","2","0","0.00"
"10701  :  โรงพยาบาลยโสธร","1,489","5","3.36"
"10963  :  โรงพยาบาลทรายมูล","12","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","86","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","14","0","0.00"
"10966  :  โรงพยาบาลป่าติ้ว","5","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","25","0","0.00"
"10968  :  โรงพยาบาลค้อวัง","3","0","0.00"
"10969  :  โรงพยาบาลไทยเจริญ","2","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","721","0","0.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","0","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","3,382","29","8.57"
"10970  :  โรงพยาบาลบ้านเขว้า","72","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","84","0","0.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","205","1","4.88"
"10973  :  โรงพยาบาลหนองบัวแดง","677","1","1.48"
"10974  :  โรงพยาบาลจัตุรัส","408","0","0.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","446","0","0.00"
"10976  :  โรงพยาบาลหนองบัวระเหว","278","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","151","1","6.62"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","1,055","0","0.00"
"10979  :  โรงพยาบาลบ้านแท่น","32","0","0.00"
"10980  :  โรงพยาบาลแก้งคร้อ","296","0","0.00"
"10981  :  โรงพยาบาลคอนสาร","176","0","0.00"
"10982  :  โรงพยาบาลภักดีชุมพล","151","0","0.00"
"10983  :  โรงพยาบาลเนินสง่า","28","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","2,100","4","1.90"
"10985  :  โรงพยาบาลชานุมาน","136","0","0.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","39","0","0.00"
"10987  :  โรงพยาบาลพนา","23","0","0.00"
"10988  :  โรงพยาบาลเสนางคนิคม","24","0","0.00"
"10989  :  โรงพยาบาลหัวตะพาน","38","0","0.00"
"10990  :  โรงพยาบาลลืออำนาจ","3","0","0.00"
"11040  :  โรงพยาบาลบึงกาฬ","1,628","1","0.61"
"11041  :  โรงพยาบาลพรเจริญ","210","0","0.00"
"11043  :  โรงพยาบาลโซ่พิสัย","335","0","0.00"
"11046  :  โรงพยาบาลเซกา","513","1","1.95"
"11047  :  โรงพยาบาลปากคาด","207","4","19.32"
"11048  :  โรงพยาบาลบึงโขงหลง","239","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","97","0","0.00"
"11050  :  โรงพยาบาลบุ่งคล้า","7","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","1,412","17","12.04"
"10991  :  โรงพยาบาลนากลาง","243","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","100","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","450","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","257","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","70","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","5,232","79","15.10"
"10995  :  โรงพยาบาลบ้านฝาง","175","1","5.71"
"10996  :  โรงพยาบาลพระยืน","116","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","130","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","1,818","1","0.55"
"10999  :  โรงพยาบาลสีชมพู","199","0","0.00"
"11000  :  โรงพยาบาลน้ำพอง","248","1","4.03"
"11001  :  โรงพยาบาลอุบลรัตน์","157","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","623","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","57","0","0.00"
"11004  :  โรงพยาบาลพล","994","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","95","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","62","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","293","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","285","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","173","0","0.00"
"11010  :  โรงพยาบาลชนบท","99","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","117","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","80","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","530","1","1.89"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","1","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","376","1","2.66"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","43","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","0","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","15","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","1,976","42","21.26"
"11013  :  โรงพยาบาลกุดจับ","190","0","0.00"
"11014  :  โรงพยาบาลหนองวัวซอ","260","0","0.00"
"11015  :  โรงพยาบาลกุมภวาปี","1,299","3","2.31"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","154","0","0.00"
"11018  :  โรงพยาบาลหนองหาน","816","0","0.00"
"11019  :  โรงพยาบาลทุ่งฝน","58","0","0.00"
"11020  :  โรงพยาบาลไชยวาน","124","0","0.00"
"11021  :  โรงพยาบาลศรีธาตุ","132","0","0.00"
"11022  :  โรงพยาบาลวังสามหมอ","219","0","0.00"
"11023  :  โรงพยาบาลบ้านผือ","1,067","0","0.00"
"11024  :  โรงพยาบาลน้ำโสม","314","0","0.00"
"11025  :  โรงพยาบาลเพ็ญ","672","0","0.00"
"11026  :  โรงพยาบาลสร้างคอม","53","0","0.00"
"11027  :  โรงพยาบาลหนองแสง","65","0","0.00"
"11028  :  โรงพยาบาลนายูง","57","0","0.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","56","1","17.86"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","689","0","0.00"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","3","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","5","0","0.00"
"10705  :  โรงพยาบาลเลย","3,867","22","5.69"
"11030  :  โรงพยาบาลนาด้วง","62","0","0.00"
"11031  :  โรงพยาบาลเชียงคาน","118","1","8.47"
"11032  :  โรงพยาบาลปากชม","111","0","0.00"
"11033  :  โรงพยาบาลนาแห้ว","4","0","0.00"
"11034  :  โรงพยาบาลภูเรือ","3","0","0.00"
"11035  :  โรงพยาบาลท่าลี่","124","1","8.06"
"11036  :  โรงพยาบาลวังสะพุง","213","0","0.00"
"11037  :  โรงพยาบาลภูกระดึง","127","0","0.00"
"11038  :  โรงพยาบาลภูหลวง","73","0","0.00"
"11039  :  โรงพยาบาลผาขาว","130","0","0.00"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","577","1","1.73"
"14133  :  โรงพยาบาลเอราวัณ","80","0","0.00"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","53","0","0.00"
"10706  :  โรงพยาบาลหนองคาย","1,744","22","12.61"
"11042  :  โรงพยาบาลโพนพิสัย","649","0","0.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","17","0","0.00"
"11045  :  โรงพยาบาลสังคม","50","0","0.00"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","880","2","2.27"
"14558  :  โรงพยาบาลพิสัยเวช","0","0","0.00"
"21356  :  โรงพยาบาลสระใคร","1","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","1","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","0","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","3,486","23","6.60"
"11051  :  โรงพยาบาลแกดำ","36","0","0.00"
"11052  :  โรงพยาบาลโกสุมพิสัย","397","0","0.00"
"11053  :  โรงพยาบาลกันทรวิชัย","115","0","0.00"
"11054  :  โรงพยาบาลเชียงยืน","104","0","0.00"
"11055  :  โรงพยาบาลบรบือ","656","0","0.00"
"11056  :  โรงพยาบาลนาเชือก","151","0","0.00"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","649","0","0.00"
"11058  :  โรงพยาบาลวาปีปทุม","281","0","0.00"
"11059  :  โรงพยาบาลนาดูน","34","0","0.00"
"11060  :  โรงพยาบาลยางสีสุราช","54","0","0.00"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","0","0","0.00"
"24704  :  โรงพยาบาลกุดรัง","0","0","0.00"
"28843  :  โรงพยาบาลชื่นชม","0","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","2,455","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","425","0","0.00"
"11062  :  โรงพยาบาลปทุมรัตต์","24","0","0.00"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","44","0","0.00"
"11064  :  โรงพยาบาลธวัชบุรี","56","0","0.00"
"11065  :  โรงพยาบาลพนมไพร","171","2","11.70"
"11066  :  โรงพยาบาลโพนทอง","1,216","0","0.00"
"11067  :  โรงพยาบาลโพธิ์ชัย","70","0","0.00"
"11068  :  โรงพยาบาลหนองพอก","219","0","0.00"
"11069  :  โรงพยาบาลเสลภูมิ","230","0","0.00"
"11070  :  โรงพยาบาลสุวรรณภูมิ","401","0","0.00"
"11071  :  โรงพยาบาลเมืองสรวง","21","0","0.00"
"11072  :  โรงพยาบาลโพนทราย","7","0","0.00"
"11073  :  โรงพยาบาลอาจสามารถ","92","0","0.00"
"11074  :  โรงพยาบาลเมยวดี","11","0","0.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","14","0","0.00"
"11076  :  โรงพยาบาลจังหาร","37","0","0.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","0","0","0.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","0","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","1","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","0","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","0","0","0.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","2,691","8","2.97"
"11077  :  โรงพยาบาลนามน","97","0","0.00"
"11078  :  โรงพยาบาลกมลาไสย","469","1","2.13"
"11079  :  โรงพยาบาลร่องคำ","42","0","0.00"
"11080  :  โรงพยาบาลเขาวง","220","0","0.00"
"11081  :  โรงพยาบาลยางตลาด","1,018","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","55","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","53","0","0.00"
"11084  :  โรงพยาบาลคำม่วง","208","0","0.00"
"11085  :  โรงพยาบาลท่าคันโท","85","0","0.00"
"11086  :  โรงพยาบาลหนองกุงศรี","156","0","0.00"
"11087  :  โรงพยาบาลสมเด็จ","610","0","0.00"
"11088  :  โรงพยาบาลห้วยผึ้ง","76","0","0.00"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","982","0","0.00"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","0","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","0","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","1","0","0.00"
"28791  :  โรงพยาบาลสามชัย","0","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","3,754","35","9.32"
"11089  :  โรงพยาบาลกุสุมาลย์","163","0","0.00"
"11090  :  โรงพยาบาลกุดบาก","177","0","0.00"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","175","0","0.00"
"11092  :  โรงพยาบาลพังโคน","923","0","0.00"
"11093  :  โรงพยาบาลวาริชภูมิ","100","0","0.00"
"11094  :  โรงพยาบาลนิคมน้ำอูน","31","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","524","0","0.00"
"11096  :  โรงพยาบาลคำตากล้า","123","0","0.00"
"11097  :  โรงพยาบาลบ้านม่วง","497","0","0.00"
"11098  :  โรงพยาบาลอากาศอำนวย","470","0","0.00"
"11099  :  โรงพยาบาลส่องดาว","137","0","0.00"
"11100  :  โรงพยาบาลเต่างอย","99","0","0.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","86","0","0.00"
"11102  :  โรงพยาบาลเจริญศิลป์","114","0","0.00"
"11103  :  โรงพยาบาลโพนนาแก้ว","121","0","0.00"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","1,459","3","2.06"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","0","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","141","0","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","2,063","16","7.76"
"11104  :  โรงพยาบาลปลาปาก","227","0","0.00"
"11105  :  โรงพยาบาลท่าอุเทน","136","0","0.00"
"11106  :  โรงพยาบาลบ้านแพง","211","0","0.00"
"11107  :  โรงพยาบาลนาทม","50","0","0.00"
"11108  :  โรงพยาบาลเรณูนคร","103","0","0.00"
"11109  :  โรงพยาบาลนาแก","241","0","0.00"
"11110  :  โรงพยาบาลศรีสงคราม","625","0","0.00"
"11111  :  โรงพยาบาลนาหว้า","187","0","0.00"
"11112  :  โรงพยาบาลโพนสวรรค์","184","0","0.00"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","776","0","0.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","10","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","3,359","17","5.06"
"11113  :  โรงพยาบาลนิคมคำสร้อย","46","0","0.00"
"11114  :  โรงพยาบาลดอนตาล","36","0","0.00"
"11115  :  โรงพยาบาลดงหลวง","86","0","0.00"
"11116  :  โรงพยาบาลคำชะอี","53","0","0.00"
"11117  :  โรงพยาบาลหว้านใหญ่","23","0","0.00"
"11118  :  โรงพยาบาลหนองสูง","16","0","0.00"
"06009  :  โรงพยาบาลแม่ตื่น","0","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","2,396","22","9.18"
"11119  :  โรงพยาบาลจอมทอง","789","0","0.00"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","218","0","0.00"
"11121  :  โรงพยาบาลเชียงดาว","659","0","0.00"
"11122  :  โรงพยาบาลดอยสะเก็ด","93","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","201","1","4.98"
"11124  :  โรงพยาบาลสะเมิง","175","0","0.00"
"11125  :  โรงพยาบาลฝาง","1,938","5","2.58"
"11126  :  โรงพยาบาลแม่อาย","357","1","2.80"
"11127  :  โรงพยาบาลพร้าว","76","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","248","0","0.00"
"11129  :  โรงพยาบาลสันกำแพง","83","0","0.00"
"11130  :  โรงพยาบาลสันทราย","704","14","19.89"
"11131  :  โรงพยาบาลหางดง","358","0","0.00"
"11132  :  โรงพยาบาลฮอด","126","0","0.00"
"11133  :  โรงพยาบาลดอยเต่า","58","0","0.00"
"11134  :  โรงพยาบาลอมก๋อย","397","0","0.00"
"11135  :  โรงพยาบาลสารภี","73","1","13.70"
"11136  :  โรงพยาบาลเวียงแหง","191","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","220","1","4.55"
"11138  :  โรงพยาบาลแม่วาง","112","0","0.00"
"11139  :  โรงพยาบาลแม่ออน","52","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","23","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","0","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","55","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","0","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","62","0","0.00"
"10714  :  โรงพยาบาลลำพูน","1,768","8","4.52"
"11140  :  โรงพยาบาลแม่ทา","14","0","0.00"
"11141  :  โรงพยาบาลบ้านโฮ่ง","43","0","0.00"
"11142  :  โรงพยาบาลลี้","189","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","79","0","0.00"
"11144  :  โรงพยาบาลป่าซาง","64","0","0.00"
"11145  :  โรงพยาบาลบ้านธิ","17","0","0.00"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","0","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","0","0","0.00"
"10672  :  โรงพยาบาลลำปาง","2,363","3","1.27"
"11146  :  โรงพยาบาลแม่เมาะ","6","0","0.00"
"11147  :  โรงพยาบาลเกาะคา","619","0","0.00"
"11148  :  โรงพยาบาลเสริมงาม","12","0","0.00"
"11149  :  โรงพยาบาลงาว","105","0","0.00"
"11150  :  โรงพยาบาลแจ้ห่ม","41","0","0.00"
"11151  :  โรงพยาบาลวังเหนือ","69","0","0.00"
"11152  :  โรงพยาบาลเถิน","345","0","0.00"
"11153  :  โรงพยาบาลแม่พริก","4","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","15","0","0.00"
"11155  :  โรงพยาบาลสบปราบ","21","0","0.00"
"11156  :  โรงพยาบาลห้างฉัตร","13","0","0.00"
"11157  :  โรงพยาบาลเมืองปาน","40","0","0.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","2,544","7","2.75"
"11158  :  โรงพยาบาลตรอน","17","0","0.00"
"11159  :  โรงพยาบาลท่าปลา","74","0","0.00"
"11160  :  โรงพยาบาลน้ำปาด","61","0","0.00"
"11161  :  โรงพยาบาลฟากท่า","7","1","142.86"
"11162  :  โรงพยาบาลบ้านโคก","57","0","0.00"
"11163  :  โรงพยาบาลพิชัย","33","0","0.00"
"11164  :  โรงพยาบาลลับแล","16","0","0.00"
"11165  :  โรงพยาบาลทองแสนขัน","27","0","0.00"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","0","0","0.00"
"10715  :  โรงพยาบาลแพร่","2,151","4","1.86"
"11166  :  โรงพยาบาลร้องกวาง","65","0","0.00"
"11167  :  โรงพยาบาลลอง","47","0","0.00"
"11169  :  โรงพยาบาลสูงเม่น","41","0","0.00"
"11170  :  โรงพยาบาลสอง","48","0","0.00"
"11171  :  โรงพยาบาลวังชิ้น","28","0","0.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","0","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","50","0","0.00"
"10716  :  โรงพยาบาลน่าน","3,623","1","0.28"
"11173  :  โรงพยาบาลแม่จริม","26","0","0.00"
"11174  :  โรงพยาบาลบ้านหลวง","5","0","0.00"
"11175  :  โรงพยาบาลนาน้อย","57","0","0.00"
"11176  :  โรงพยาบาลท่าวังผา","124","0","0.00"
"11177  :  โรงพยาบาลเวียงสา","115","0","0.00"
"11178  :  โรงพยาบาลทุ่งช้าง","102","0","0.00"
"11179  :  โรงพยาบาลเชียงกลาง","28","0","0.00"
"11180  :  โรงพยาบาลนาหมื่น","13","0","0.00"
"11181  :  โรงพยาบาลสันติสุข","39","0","0.00"
"11182  :  โรงพยาบาลบ่อเกลือ","86","0","0.00"
"11183  :  โรงพยาบาลสองแคว","50","0","0.00"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","506","4","7.91"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","67","1","14.93"
"25017  :  โรงพยาบาลภูเพียง","0","0","0.00"
"10717  :  โรงพยาบาลพะเยา","1,609","7","4.35"
"10718  :  โรงพยาบาลเชียงคำ","1,541","2","1.30"
"11184  :  โรงพยาบาลจุน","35","0","0.00"
"11185  :  โรงพยาบาลเชียงม่วน","7","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","26","0","0.00"
"11187  :  โรงพยาบาลปง","91","0","0.00"
"11188  :  โรงพยาบาลแม่ใจ","23","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","5,813","26","4.47"
"11189  :  โรงพยาบาลเทิง","250","0","0.00"
"11190  :  โรงพยาบาลพาน","280","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","24","0","0.00"
"11192  :  โรงพยาบาลแม่จัน","710","0","0.00"
"11193  :  โรงพยาบาลเชียงแสน","349","0","0.00"
"11194  :  โรงพยาบาลแม่สาย","1,037","2","1.93"
"11195  :  โรงพยาบาลแม่สรวย","564","0","0.00"
"11196  :  โรงพยาบาลเวียงป่าเป้า","329","0","0.00"
"11197  :  โรงพยาบาลพญาเม็งราย","135","0","0.00"
"11198  :  โรงพยาบาลเวียงแก่น","434","1","2.30"
"11199  :  โรงพยาบาลขุนตาล","31","0","0.00"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","424","0","0.00"
"11201  :  โรงพยาบาลแม่ลาว","24","1","41.67"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","32","0","0.00"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","339","0","0.00"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","82","0","0.00"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","0","0","0.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","695","7","10.07"
"11203  :  โรงพยาบาลขุนยวม","321","0","0.00"
"11204  :  โรงพยาบาลปาย","317","0","0.00"
"11205  :  โรงพยาบาลแม่สะเรียง","946","6","6.34"
"11206  :  โรงพยาบาลแม่ลาน้อย","186","0","0.00"
"11207  :  โรงพยาบาลสบเมย","207","0","0.00"
"11208  :  โรงพยาบาลปางมะผ้า","220","0","0.00"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","3,400","34","10.00"
"11209  :  โรงพยาบาลโกรกพระ","83","0","0.00"
"11210  :  โรงพยาบาลชุมแสง","206","0","0.00"
"11211  :  โรงพยาบาลหนองบัว","209","0","0.00"
"11212  :  โรงพยาบาลบรรพตพิสัย","518","0","0.00"
"11213  :  โรงพยาบาลเก้าเลี้ยว","59","0","0.00"
"11214  :  โรงพยาบาลตาคลี","407","0","0.00"
"11215  :  โรงพยาบาลท่าตะโก","152","0","0.00"
"11216  :  โรงพยาบาลไพศาลี","144","0","0.00"
"11217  :  โรงพยาบาลพยุหะคีรี","54","0","0.00"
"11218  :  โรงพยาบาลลาดยาว","663","0","0.00"
