"โรงพยาบาล","เด็กกลุ่มอายุ  12 ปีในเขตรับผิดชอบ"
"ทั้งหมด(C)","ได้รับการตรวจสุขภาพช่องปาก (B)","ฟันดีไม่มีผุ(A)","อัตรา(A/B)*100"
"10928  :  โรงพยาบาลกันทรารมย์","117","73","57","78.08"
"10929  :  โรงพยาบาลกันทรลักษ์","189","144","132","91.67"
"10930  :  โรงพยาบาลขุขันธ์","118","39","36","92.31"
"10931  :  โรงพยาบาลไพรบึง","173","70","49","70.00"
"10932  :  โรงพยาบาลปรางค์กู่","86","34","19","55.88"
"10933  :  โรงพยาบาลขุนหาญ","99","58","42","72.41"
"10934  :  โรงพยาบาลราษีไศล","80","48","36","75.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","86","22","20","90.91"
"10936  :  โรงพยาบาลบึงบูรพ์","57","38","38","100.00"
"10937  :  โรงพยาบาลห้วยทับทัน","82","41","36","87.80"
"10938  :  โรงพยาบาลโนนคูณ","31","20","20","100.00"
"10939  :  โรงพยาบาลศรีรัตนะ","56","37","31","83.78"
"10940  :  โรงพยาบาลวังหิน","52","22","21","95.45"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","39","32","27","84.38"
"10942  :  โรงพยาบาลภูสิงห์","96","40","25","62.50"
"10943  :  โรงพยาบาลเมืองจันทร์","19","0","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","57","11","11","100.00"
"28014  :  โรงพยาบาลพยุห์","28","20","18","90.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","26","14","14","100.00"
"28016  :  โรงพยาบาลศิลาลาด","51","34","34","100.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","90","14","10","71.43"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","241","27","15","55.56"
"10948  :  โรงพยาบาลนาจะหลวย","198","49","31","63.27"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","115","25","11","44.00"
"10951  :  โรงพยาบาลตระการพืชผล","95","2","2","100.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","100","11","9","81.82"
"10953  :  โรงพยาบาลม่วงสามสิบ","86","26","16","61.54"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","62","29","29","100.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","80","4","2","50.00"
"10959  :  โรงพยาบาลสำโรง","66","4","2","50.00"
"10960  :  โรงพยาบาลดอนมดแดง","63","7","6","85.71"
"10961  :  โรงพยาบาลสิรินธร","98","1","1","100.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","88","4","4","100.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","115","47","36","76.60"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","20","11","11","100.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","14","2","2","100.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","112","71","63","88.73"
"10966  :  โรงพยาบาลป่าติ้ว","94","7","4","57.14"
"10967  :  โรงพยาบาลมหาชนะชัย","75","33","30","90.91"
"10968  :  โรงพยาบาลค้อวัง","72","22","14","63.64"
"10969  :  โรงพยาบาลไทยเจริญ","56","38","31","81.58"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","91","72","25","34.72"
"11921  :  โรงพยาบาลนายแพทย์หาญ","23","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","52","13","9","69.23"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","160","41","35","85.37"
"10971  :  โรงพยาบาลคอนสวรรค์","88","40","40","100.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","118","0","0","0.00"
"10973  :  โรงพยาบาลหนองบัวแดง","249","61","51","83.61"
"10974  :  โรงพยาบาลจัตุรัส","96","35","28","80.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","139","3","2","66.67"
"10976  :  โรงพยาบาลหนองบัวระเหว","57","21","20","95.24"
"10977  :  โรงพยาบาลเทพสถิต","176","38","24","63.16"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","221","171","170","99.42"
"10979  :  โรงพยาบาลบ้านแท่น","129","78","76","97.44"
"10980  :  โรงพยาบาลแก้งคร้อ","180","78","72","92.31"
"10981  :  โรงพยาบาลคอนสาร","68","36","21","58.33"
"10982  :  โรงพยาบาลภักดีชุมพล","66","22","16","72.73"
"10983  :  โรงพยาบาลเนินสง่า","47","6","6","100.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","102","44","29","65.91"
"10986  :  โรงพยาบาลปทุมราชวงศา","92","73","58","79.45"
"10987  :  โรงพยาบาลพนา","61","39","36","92.31"
"10988  :  โรงพยาบาลเสนางคนิคม","152","84","74","88.10"
"10989  :  โรงพยาบาลหัวตะพาน","48","44","28","63.64"
"10990  :  โรงพยาบาลลืออำนาจ","51","31","23","74.19"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","119","1","1","100.00"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0","0.00"
"11046  :  โรงพยาบาลเซกา","0","0","0","0.00"
"11047  :  โรงพยาบาลปากคาด","129","27","19","70.37"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","131","99","71","71.72"
"11050  :  โรงพยาบาลบุ่งคล้า","30","23","21","91.30"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","0","0","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","3","0","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","1","0","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","114","18","17","94.44"
"11000  :  โรงพยาบาลน้ำพอง","112","44","23","52.27"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","61","24","23","95.83"
"11004  :  โรงพยาบาลพล","0","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","1","0","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","0","0","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","120","9","8","88.89"
"11010  :  โรงพยาบาลชนบท","0","0","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","0","0","0","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","103","3","2","66.67"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","29","20","19","95.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","73","1","1","100.00"
"11014  :  โรงพยาบาลหนองวัวซอ","76","62","33","53.23"
"11015  :  โรงพยาบาลกุมภวาปี","130","68","63","92.65"
"11016  :  โรงพยาบาลห้วยเกิ้ง","19","11","8","72.73"
"11017  :  โรงพยาบาลโนนสะอาด","100","28","14","50.00"
"11018  :  โรงพยาบาลหนองหาน","154","105","93","88.57"
"11019  :  โรงพยาบาลทุ่งฝน","136","76","55","72.37"
"11020  :  โรงพยาบาลไชยวาน","141","33","31","93.94"
"11021  :  โรงพยาบาลศรีธาตุ","68","8","6","75.00"
"11022  :  โรงพยาบาลวังสามหมอ","138","67","63","94.03"
"11023  :  โรงพยาบาลบ้านผือ","142","1","1","100.00"
"11024  :  โรงพยาบาลน้ำโสม","170","85","67","78.82"
"11025  :  โรงพยาบาลเพ็ญ","157","5","4","80.00"
"11026  :  โรงพยาบาลสร้างคอม","74","38","30","78.95"
"11027  :  โรงพยาบาลหนองแสง","102","5","1","20.00"
"11028  :  โรงพยาบาลนายูง","77","4","2","50.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","61","32","32","100.00"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","212","16","10","62.50"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","71","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","1","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0","0.00"
"10705  :  โรงพยาบาลเลย","167","25","20","80.00"
"11030  :  โรงพยาบาลนาด้วง","130","45","44","97.78"
"11031  :  โรงพยาบาลเชียงคาน","102","37","35","94.59"
"11032  :  โรงพยาบาลปากชม","60","16","8","50.00"
"11033  :  โรงพยาบาลนาแห้ว","26","14","9","64.29"
"11034  :  โรงพยาบาลภูเรือ","58","43","37","86.05"
"11035  :  โรงพยาบาลท่าลี่","30","3","3","100.00"
"11036  :  โรงพยาบาลวังสะพุง","126","53","38","71.70"
"11037  :  โรงพยาบาลภูกระดึง","148","50","48","96.00"
"11038  :  โรงพยาบาลภูหลวง","66","26","22","84.62"
"11039  :  โรงพยาบาลผาขาว","134","73","57","78.08"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","81","9","7","77.78"
"14133  :  โรงพยาบาลเอราวัณ","80","25","20","80.00"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","14","1","0","0.00"
"10706  :  โรงพยาบาลหนองคาย","233","17","16","94.12"
"11042  :  โรงพยาบาลโพนพิสัย","99","3","3","100.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","100","14","14","100.00"
"11045  :  โรงพยาบาลสังคม","57","15","13","86.67"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","224","12","8","66.67"
"14558  :  โรงพยาบาลพิสัยเวช","136","99","80","80.81"
"21356  :  โรงพยาบาลสระใคร","39","4","4","100.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","10","2","2","100.00"
"28811  :  โรงพยาบาลเฝ้าไร่","43","30","25","83.33"
"28815  :  โรงพยาบาลรัตนวาปี","13","9","9","100.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0","0.00"
"11051  :  โรงพยาบาลแกดำ","63","28","23","82.14"
"11052  :  โรงพยาบาลโกสุมพิสัย","197","96","73","76.04"
"11053  :  โรงพยาบาลกันทรวิชัย","77","16","13","81.25"
"11054  :  โรงพยาบาลเชียงยืน","154","31","19","61.29"
"11055  :  โรงพยาบาลบรบือ","161","88","82","93.18"
"11056  :  โรงพยาบาลนาเชือก","78","11","7","63.64"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","148","77","72","93.51"
"11058  :  โรงพยาบาลวาปีปทุม","151","107","99","92.52"
"11059  :  โรงพยาบาลนาดูน","57","41","35","85.37"
"11060  :  โรงพยาบาลยางสีสุราช","57","3","2","66.67"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","193","21","14","66.67"
"24704  :  โรงพยาบาลกุดรัง","31","20","17","85.00"
"28843  :  โรงพยาบาลชื่นชม","1","1","1","100.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","2","0","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","170","112","98","87.50"
"11062  :  โรงพยาบาลปทุมรัตต์","109","90","75","83.33"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","152","28","23","82.14"
"11064  :  โรงพยาบาลธวัชบุรี","75","24","23","95.83"
"11065  :  โรงพยาบาลพนมไพร","105","42","29","69.05"
"11066  :  โรงพยาบาลโพนทอง","152","29","21","72.41"
"11067  :  โรงพยาบาลโพธิ์ชัย","118","5","5","100.00"
"11068  :  โรงพยาบาลหนองพอก","117","53","47","88.68"
"11069  :  โรงพยาบาลเสลภูมิ","129","20","18","90.00"
"11070  :  โรงพยาบาลสุวรรณภูมิ","196","14","9","64.29"
"11071  :  โรงพยาบาลเมืองสรวง","15","6","4","66.67"
"11072  :  โรงพยาบาลโพนทราย","78","4","3","75.00"
"11073  :  โรงพยาบาลอาจสามารถ","146","5","3","60.00"
"11074  :  โรงพยาบาลเมยวดี","54","1","1","100.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","34","2","2","100.00"
"11076  :  โรงพยาบาลจังหาร","53","18","15","83.33"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","35","2","1","50.00"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","98","9","8","88.89"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","22","21","16","76.19"
"27989  :  โรงพยาบาลเชียงขวัญ","16","7","4","57.14"
"27990  :  โรงพยาบาลหนองฮี","31","18","17","94.44"
"10709  :  โรงพยาบาลกาฬสินธุ์","96","0","0","0.00"
"11077  :  โรงพยาบาลนามน","139","104","68","65.38"
"11078  :  โรงพยาบาลกมลาไสย","140","55","55","100.00"
"11079  :  โรงพยาบาลร่องคำ","78","1","0","0.00"
"11080  :  โรงพยาบาลเขาวง","120","83","61","73.49"
"11081  :  โรงพยาบาลยางตลาด","161","59","33","55.93"
"11082  :  โรงพยาบาลห้วยเม็ก","98","80","66","82.50"
"11083  :  โรงพยาบาลสหัสขันธ์","59","16","10","62.50"
"11084  :  โรงพยาบาลคำม่วง","117","1","1","100.00"
"11085  :  โรงพยาบาลท่าคันโท","146","45","31","68.89"
"11086  :  โรงพยาบาลหนองกุงศรี","76","26","12","46.15"
"11087  :  โรงพยาบาลสมเด็จ","155","3","2","66.67"
"11088  :  โรงพยาบาลห้วยผึ้ง","103","4","3","75.00"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","225","58","57","98.28"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","39","0","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","39","24","22","91.67"
"28790  :  โรงพยาบาลดอนจาน","51","24","15","62.50"
"28791  :  โรงพยาบาลสามชัย","29","0","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","0","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","165","69","69","100.00"
"11090  :  โรงพยาบาลกุดบาก","66","41","40","97.56"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","97","67","67","100.00"
"11092  :  โรงพยาบาลพังโคน","161","57","57","100.00"
"11093  :  โรงพยาบาลวาริชภูมิ","86","54","50","92.59"
"11094  :  โรงพยาบาลนิคมน้ำอูน","53","35","35","100.00"
"11095  :  โรงพยาบาลวานรนิวาส","175","118","115","97.46"
"11096  :  โรงพยาบาลคำตากล้า","224","7","6","85.71"
"11097  :  โรงพยาบาลบ้านม่วง","118","92","92","100.00"
"11098  :  โรงพยาบาลอากาศอำนวย","150","68","67","98.53"
"11099  :  โรงพยาบาลส่องดาว","130","101","100","99.01"
"11100  :  โรงพยาบาลเต่างอย","36","24","24","100.00"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","88","57","53","92.98"
"11102  :  โรงพยาบาลเจริญศิลป์","132","70","70","100.00"
"11103  :  โรงพยาบาลโพนนาแก้ว","45","26","25","96.15"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","417","260","257","98.85"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","53","2","2","100.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","37","4","4","100.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","1","0","0","0.00"
"11104  :  โรงพยาบาลปลาปาก","110","48","45","93.75"
"11105  :  โรงพยาบาลท่าอุเทน","52","19","19","100.00"
"11106  :  โรงพยาบาลบ้านแพง","119","32","21","65.63"
"11107  :  โรงพยาบาลนาทม","35","18","18","100.00"
"11108  :  โรงพยาบาลเรณูนคร","89","30","23","76.67"
"11109  :  โรงพยาบาลนาแก","123","63","59","93.65"
"11110  :  โรงพยาบาลศรีสงคราม","121","64","57","89.06"
"11111  :  โรงพยาบาลนาหว้า","150","70","41","58.57"
"11112  :  โรงพยาบาลโพนสวรรค์","138","9","2","22.22"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","21","6","6","100.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","33","7","6","85.71"
"10712  :  โรงพยาบาลมุกดาหาร","414","27","14","51.85"
"11113  :  โรงพยาบาลนิคมคำสร้อย","62","7","6","85.71"
"11114  :  โรงพยาบาลดอนตาล","58","6","5","83.33"
"11115  :  โรงพยาบาลดงหลวง","84","67","59","88.06"
"11116  :  โรงพยาบาลคำชะอี","55","30","26","86.67"
"11117  :  โรงพยาบาลหว้านใหญ่","25","20","20","100.00"
"11118  :  โรงพยาบาลหนองสูง","18","9","7","77.78"
"06009  :  โรงพยาบาลแม่ตื่น","96","13","11","84.62"
"10713  :  โรงพยาบาลนครพิงค์","0","0","0","0.00"
"11119  :  โรงพยาบาลจอมทอง","92","47","36","76.60"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","87","28","28","100.00"
"11121  :  โรงพยาบาลเชียงดาว","99","18","14","77.78"
"11122  :  โรงพยาบาลดอยสะเก็ด","0","0","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","0","0","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","44","18","15","83.33"
"11125  :  โรงพยาบาลฝาง","148","42","27","64.29"
"11126  :  โรงพยาบาลแม่อาย","36","12","7","58.33"
"11127  :  โรงพยาบาลพร้าว","0","0","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","61","21","17","80.95"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0","0.00"
"11132  :  โรงพยาบาลฮอด","128","20","13","65.00"
"11133  :  โรงพยาบาลดอยเต่า","11","3","3","100.00"
"11134  :  โรงพยาบาลอมก๋อย","175","32","27","84.38"
"11135  :  โรงพยาบาลสารภี","0","0","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","0","0","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","26","12","8","66.67"
"11138  :  โรงพยาบาลแม่วาง","40","13","12","92.31"
"11139  :  โรงพยาบาลแม่ออน","0","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","1","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","18","5","5","100.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","576","28","14","50.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","7","1","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","303","39","24","61.54"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","51","10","6","60.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","36","14","11","78.57"
"10714  :  โรงพยาบาลลำพูน","0","0","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","72","28","28","100.00"
"11141  :  โรงพยาบาลบ้านโฮ่ง","57","37","32","86.49"
"11142  :  โรงพยาบาลลี้","0","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","42","25","24","96.00"
"11144  :  โรงพยาบาลป่าซาง","75","20","17","85.00"
"11145  :  โรงพยาบาลบ้านธิ","73","41","40","97.56"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","111","7","5","71.43"
"24956  :  โรงพยาบาลเวียงหนองล่อง","13","1","0","0.00"
"10672  :  โรงพยาบาลลำปาง","432","32","29","90.63"
"11146  :  โรงพยาบาลแม่เมาะ","122","50","44","88.00"
"11147  :  โรงพยาบาลเกาะคา","16","10","10","100.00"
"11148  :  โรงพยาบาลเสริมงาม","63","7","5","71.43"
"11149  :  โรงพยาบาลงาว","28","10","4","40.00"
"11150  :  โรงพยาบาลแจ้ห่ม","54","39","39","100.00"
"11151  :  โรงพยาบาลวังเหนือ","40","4","3","75.00"
"11152  :  โรงพยาบาลเถิน","41","0","0","0.00"
"11153  :  โรงพยาบาลแม่พริก","66","17","16","94.12"
"11154  :  โรงพยาบาลแม่ทะ","43","19","16","84.21"
"11155  :  โรงพยาบาลสบปราบ","96","55","47","85.45"
"11156  :  โรงพยาบาลห้างฉัตร","91","9","8","88.89"
"11157  :  โรงพยาบาลเมืองปาน","43","25","24","96.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","272","32","24","75.00"
"11158  :  โรงพยาบาลตรอน","89","81","78","96.30"
"11159  :  โรงพยาบาลท่าปลา","78","63","60","95.24"
"11160  :  โรงพยาบาลน้ำปาด","63","36","35","97.22"
"11161  :  โรงพยาบาลฟากท่า","48","37","36","97.30"
"11162  :  โรงพยาบาลบ้านโคก","81","57","51","89.47"
"11163  :  โรงพยาบาลพิชัย","85","53","53","100.00"
"11164  :  โรงพยาบาลลับแล","34","20","19","95.00"
"11165  :  โรงพยาบาลทองแสนขัน","77","45","43","95.56"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","4","1","1","100.00"
"10715  :  โรงพยาบาลแพร่","0","0","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","34","22","19","86.36"
"11167  :  โรงพยาบาลลอง","100","47","41","87.23"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0","0.00"
"11170  :  โรงพยาบาลสอง","89","9","7","77.78"
"11171  :  โรงพยาบาลวังชิ้น","41","3","2","66.67"
"11172  :  โรงพยาบาลหนองม่วงไข่","27","2","2","100.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","93","37","31","83.78"
"10716  :  โรงพยาบาลน่าน","211","12","10","83.33"
"11173  :  โรงพยาบาลแม่จริม","21","12","11","91.67"
"11174  :  โรงพยาบาลบ้านหลวง","29","5","5","100.00"
"11175  :  โรงพยาบาลนาน้อย","41","23","10","43.48"
"11176  :  โรงพยาบาลท่าวังผา","33","1","1","100.00"
"11177  :  โรงพยาบาลเวียงสา","83","39","26","66.67"
"11178  :  โรงพยาบาลทุ่งช้าง","23","2","2","100.00"
"11179  :  โรงพยาบาลเชียงกลาง","41","10","8","80.00"
"11180  :  โรงพยาบาลนาหมื่น","37","23","17","73.91"
"11181  :  โรงพยาบาลสันติสุข","39","6","4","66.67"
"11182  :  โรงพยาบาลบ่อเกลือ","25","11","10","90.91"
"11183  :  โรงพยาบาลสองแคว","31","3","0","0.00"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","56","7","5","71.43"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","1","0","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","13","2","2","100.00"
"25017  :  โรงพยาบาลภูเพียง","4","1","0","0.00"
"10717  :  โรงพยาบาลพะเยา","0","0","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0","0.00"
"11184  :  โรงพยาบาลจุน","60","15","11","73.33"
