"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ"
"10878  :  โรงพยาบาลโนนไทย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10882  :  โรงพยาบาลประทาย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10884  :  โรงพยาบาลพิมาย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27840  :  โรงพยาบาลสีดา","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10896  :  โรงพยาบาลกระสัง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10897  :  โรงพยาบาลนางรอง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10906  :  โรงพยาบาลปะคำ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10912  :  โรงพยาบาลชำนิ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"23578  :  โรงพยาบาลแคนดง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","2,636","1,265","0","0","1,265","47.99","617","334","0","0","334","54.13","616","318","0","0","318","51.62","726","361","0","0","361","49.72","677","252","0","0","252","37.22"
"10915  :  โรงพยาบาลชุมพลบุรี","104","21","0","0","21","20.19","28","7","0","0","7","25.00","25","4","0","0","4","16.00","29","5","0","0","5","17.24","22","5","0","0","5","22.73"
"10916  :  โรงพยาบาลท่าตูม","208","46","0","0","46","22.12","51","15","0","0","15","29.41","44","13","0","0","13","29.55","37","7","0","0","7","18.92","76","11","0","0","11","14.47"
"10917  :  โรงพยาบาลจอมพระ","101","24","0","0","24","23.76","26","12","0","0","12","46.15","14","5","0","0","5","35.71","32","5","0","0","5","15.63","29","2","0","0","2","6.90"
"10918  :  โรงพยาบาลปราสาท","431","145","0","0","145","33.64","110","42","0","0","42","38.18","95","40","0","0","40","42.11","119","39","0","0","39","32.77","107","24","0","0","24","22.43"
"10919  :  โรงพยาบาลกาบเชิง","77","19","0","0","19","24.68","23","5","0","0","5","21.74","14","4","0","0","4","28.57","25","8","0","0","8","32.00","15","2","0","0","2","13.33"
"10920  :  โรงพยาบาลรัตนบุรี","170","50","0","0","50","29.41","29","11","0","0","11","37.93","36","13","0","0","13","36.11","41","13","0","0","13","31.71","64","13","0","0","13","20.31"
"10921  :  โรงพยาบาลสนม","113","24","0","0","24","21.24","30","6","0","0","6","20.00","30","5","0","0","5","16.67","26","7","0","0","7","26.92","27","6","0","0","6","22.22"
"10922  :  โรงพยาบาลศีขรภูมิ","215","67","0","0","67","31.16","32","13","0","0","13","40.63","31","13","0","0","13","41.94","70","23","0","0","23","32.86","82","18","0","0","18","21.95"
"10923  :  โรงพยาบาลสังขะ","414","61","0","0","61","14.73","98","18","0","0","18","18.37","100","15","0","0","15","15.00","89","14","0","0","14","15.73","127","14","0","0","14","11.02"
"10924  :  โรงพยาบาลลำดวน","128","36","0","0","36","28.13","25","8","0","0","8","32.00","25","11","0","0","11","44.00","32","8","0","0","8","25.00","46","9","0","0","9","19.57"
"10925  :  โรงพยาบาลสำโรงทาบ","217","56","0","0","56","25.81","63","18","0","0","18","28.57","76","19","0","0","19","25.00","59","16","0","0","16","27.12","19","3","0","0","3","15.79"
"10926  :  โรงพยาบาลบัวเชด","49","14","0","0","14","28.57","4","1","0","0","1","25.00","11","2","0","0","2","18.18","15","7","0","0","7","46.67","19","4","0","0","4","21.05"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","9","3","0","0","3","33.33","3","1","0","0","1","33.33","3","1","0","0","1","33.33","2","1","0","0","1","50.00","1","0","0","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","43","11","0","0","11","25.58","9","2","0","0","2","22.22","9","1","0","0","1","11.11","14","4","0","0","4","28.57","11","4","0","0","4","36.36"
"27842  :  โรงพยาบาลเขวาสินรินทร์","12","1","0","0","1","8.33","0","0","0","0","0","0.00","1","1","0","0","1","100.00","2","0","0","0","0","0.00","9","0","0","0","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","37","9","0","0","9","24.32","9","4","0","0","4","44.44","10","2","0","0","2","20.00","8","2","0","0","2","25.00","10","1","0","0","1","10.00"
"27844  :  โรงพยาบาลโนนนารายณ์","23","5","0","0","5","21.74","3","1","0","0","1","33.33","0","0","0","0","0","0.00","4","1","0","0","1","25.00","16","3","0","0","3","18.75"
"10700  :  โรงพยาบาลศรีสะเกษ","2,442","1,279","0","0","1,279","52.38","642","337","0","0","337","52.49","676","391","0","0","391","57.84","655","344","0","0","344","52.52","469","207","0","0","207","44.14"
"10927  :  โรงพยาบาลยางชุมน้อย","119","28","0","0","28","23.53","24","4","0","0","4","16.67","34","10","0","0","10","29.41","27","7","0","0","7","25.93","34","7","0","0","7","20.59"
"10928  :  โรงพยาบาลกันทรารมย์","230","67","0","0","67","29.13","57","15","0","0","15","26.32","30","11","0","0","11","36.67","70","24","0","0","24","34.29","73","17","0","0","17","23.29"
"10929  :  โรงพยาบาลกันทรลักษ์","407","105","0","0","105","25.80","105","25","0","0","25","23.81","101","31","0","0","31","30.69","110","33","0","0","33","30.00","91","16","0","0","16","17.58"
"10930  :  โรงพยาบาลขุขันธ์","335","97","0","0","97","28.96","93","23","0","0","23","24.73","72","24","0","0","24","33.33","83","28","0","0","28","33.73","87","22","0","0","22","25.29"
"10931  :  โรงพยาบาลไพรบึง","71","3","0","0","3","4.23","29","3","0","0","3","10.34","14","0","0","0","0","0.00","13","0","0","0","0","0.00","15","0","0","0","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","228","19","0","0","19","8.33","123","6","0","0","6","4.88","31","5","0","0","5","16.13","27","2","0","0","2","7.41","47","6","0","0","6","12.77"
"10933  :  โรงพยาบาลขุนหาญ","235","52","0","0","52","22.13","88","19","0","0","19","21.59","44","13","0","0","13","29.55","50","11","0","0","11","22.00","53","9","0","0","9","16.98"
"10934  :  โรงพยาบาลราษีไศล","450","102","0","0","102","22.67","94","25","0","0","25","26.60","99","27","0","0","27","27.27","97","25","0","0","25","25.77","160","25","0","0","25","15.63"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","403","125","0","0","125","31.02","95","31","0","0","31","32.63","81","36","0","0","36","44.44","98","36","0","0","36","36.73","129","22","0","0","22","17.05"
"10936  :  โรงพยาบาลบึงบูรพ์","25","1","0","0","1","4.00","6","0","0","0","0","0.00","3","0","0","0","0","0.00","9","1","0","0","1","11.11","7","0","0","0","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","91","18","0","0","18","19.78","15","2","0","0","2","13.33","19","7","0","0","7","36.84","22","5","0","0","5","22.73","35","4","0","0","4","11.43"
"10938  :  โรงพยาบาลโนนคูณ","95","20","0","0","20","21.05","20","6","0","0","6","30.00","13","3","0","0","3","23.08","30","7","0","0","7","23.33","32","4","0","0","4","12.50"
"10939  :  โรงพยาบาลศรีรัตนะ","173","23","0","0","23","13.29","24","5","0","0","5","20.83","26","6","0","0","6","23.08","46","10","0","0","10","21.74","77","2","0","0","2","2.60"
"10940  :  โรงพยาบาลวังหิน","210","23","0","0","23","10.95","115","8","0","0","8","6.96","25","7","0","0","7","28.00","22","6","0","0","6","27.27","48","2","0","0","2","4.17"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","64","22","0","0","22","34.38","11","2","0","0","2","18.18","13","4","0","0","4","30.77","27","9","0","0","9","33.33","13","7","0","0","7","53.85"
"10942  :  โรงพยาบาลภูสิงห์","79","15","0","0","15","18.99","25","5","0","0","5","20.00","12","3","0","0","3","25.00","23","4","0","0","4","17.39","19","3","0","0","3","15.79"
"10943  :  โรงพยาบาลเมืองจันทร์","57","10","0","0","10","17.54","10","2","0","0","2","20.00","8","4","0","0","4","50.00","14","2","0","0","2","14.29","25","2","0","0","2","8.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","45","0","0","0","0","0.00","3","0","0","0","0","0.00","8","0","0","0","0","0.00","15","0","0","0","0","0.00","19","0","0","0","0","0.00"
"28014  :  โรงพยาบาลพยุห์","32","10","0","0","10","31.25","15","1","0","0","1","6.67","5","3","0","0","3","60.00","9","5","0","0","5","55.56","3","1","0","0","1","33.33"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","104","14","0","0","14","13.46","44","4","0","0","4","9.09","20","5","0","0","5","25.00","19","3","0","0","3","15.79","21","2","0","0","2","9.52"
"28016  :  โรงพยาบาลศิลาลาด","4","1","0","0","1","25.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","3","1","0","0","1","33.33"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10959  :  โรงพยาบาลสำโรง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10701  :  โรงพยาบาลยโสธร","1,215","487","0","0","487","40.08","266","123","0","0","123","46.24","261","115","0","0","115","44.06","246","97","0","0","97","39.43","442","152","0","0","152","34.39"
"10963  :  โรงพยาบาลทรายมูล","249","27","0","0","27","10.84","54","8","0","0","8","14.81","55","9","0","0","9","16.36","65","4","0","0","4","6.15","75","6","0","0","6","8.00"
"10964  :  โรงพยาบาลกุดชุม","159","45","0","0","45","28.30","33","11","0","0","11","33.33","32","12","0","0","12","37.50","50","11","0","0","11","22.00","44","11","0","0","11","25.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","90","34","0","0","34","37.78","21","9","0","0","9","42.86","19","11","0","0","11","57.89","24","8","0","0","8","33.33","26","6","0","0","6","23.08"
"10966  :  โรงพยาบาลป่าติ้ว","37","8","0","0","8","21.62","7","3","0","0","3","42.86","9","0","0","0","0","0.00","14","5","0","0","5","35.71","7","0","0","0","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","124","33","0","0","33","26.61","30","11","0","0","11","36.67","27","4","0","0","4","14.81","40","11","0","0","11","27.50","27","7","0","0","7","25.93"
"10968  :  โรงพยาบาลค้อวัง","60","27","0","0","27","45.00","13","8","0","0","8","61.54","14","6","0","0","6","42.86","12","8","0","0","8","66.67","21","5","0","0","5","23.81"
"10969  :  โรงพยาบาลไทยเจริญ","31","10","0","0","10","32.26","7","3","0","0","3","42.86","7","3","0","0","3","42.86","6","1","0","0","1","16.67","11","3","0","0","3","27.27"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","302","77","0","0","77","25.50","61","19","0","0","19","31.15","64","23","0","0","23","35.94","75","13","0","0","13","17.33","102","22","0","0","22","21.57"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","37","5","0","0","5","13.51","4","1","0","0","1","25.00","6","3","0","0","3","50.00","11","1","0","0","1","9.09","16","0","0","0","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","3,274","1,272","0","0","1,272","38.85","654","285","0","0","285","43.58","823","346","0","0","346","42.04","874","336","0","0","336","38.44","923","305","0","0","305","33.04"
"10970  :  โรงพยาบาลบ้านเขว้า","90","27","0","0","27","30.00","34","12","0","0","12","35.29","20","6","0","0","6","30.00","15","5","0","0","5","33.33","21","4","0","0","4","19.05"
"10971  :  โรงพยาบาลคอนสวรรค์","218","7","0","0","7","3.21","29","1","0","0","1","3.45","26","3","0","0","3","11.54","82","2","0","0","2","2.44","81","1","0","0","1","1.23"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","192","31","0","0","31","16.15","28","3","0","0","3","10.71","51","15","0","0","15","29.41","53","9","0","0","9","16.98","60","4","0","0","4","6.67"
