"โรงพยาบาล","รวม","ไตรมาส1","ไตรมาส2","ไตรมาส3","ไตรมาส4"
"B","A","%","A","%","A","%","A","%","A","%"
"10836  :  โรงพยาบาลเขาสุกิม","433","6","1.39","2","0.46","2","0.46","1","0.23","1","0.23"
"10837  :  โรงพยาบาลสองพี่น้อง","81","2","2.47","2","2.47","0","0.00","0","0.00","0","0.00"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","2,461","35","1.42","8","0.33","9","0.37","8","0.33","10","0.41"
"10839  :  โรงพยาบาลมะขาม","151","2","1.32","1","0.66","1","0.66","0","0.00","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","419","1","0.24","0","0.00","1","0.24","0","0.00","0","0.00"
"10843  :  โรงพยาบาลนายายอาม","602","11","1.83","1","0.17","6","1.00","1","0.17","3","0.50"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","213","2","0.94","1","0.47","0","0.00","0","0.00","1","0.47"
"10696  :  โรงพยาบาลตราด","90","1","1.11","1","1.11","0","0.00","0","0.00","0","0.00"
"10845  :  โรงพยาบาลคลองใหญ่","61","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10846  :  โรงพยาบาลเขาสมิง","293","1","0.34","0","0.00","1","0.34","0","0.00","0","0.00"
"10847  :  โรงพยาบาลบ่อไร่","256","5","1.95","1","0.39","1","0.39","1","0.39","2","0.78"
"10848  :  โรงพยาบาลแหลมงอบ","148","1","0.68","0","0.00","0","0.00","1","0.68","0","0.00"
"10849  :  โรงพยาบาลเกาะกูด","30","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","38","1","2.63","0","0.00","1","2.63","0","0.00","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","340","3","0.88","2","0.59","0","0.00","0","0.00","1","0.29"
"10850  :  โรงพยาบาลบางคล้า","95","4","4.21","1","1.05","1","1.05","0","0.00","2","2.11"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","404","12","2.97","1","0.25","1","0.25","9","2.23","1","0.25"
"10854  :  โรงพยาบาลพนมสารคาม","99","3","3.03","0","0.00","0","0.00","2","2.02","1","1.01"
"10855  :  โรงพยาบาลสนามชัยเขต","119","6","5.04","2","1.68","2","1.68","0","0.00","2","1.68"
"10856  :  โรงพยาบาลแปลงยาว","701","9","1.28","2","0.29","1","0.14","5","0.71","1","0.14"
"13747  :  โรงพยาบาลราชสาส์น","457","4","0.88","1","0.22","0","0.00","0","0.00","3","0.66"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","46","1","2.17","1","2.17","0","0.00","0","0.00","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","344","7","2.03","2","0.58","2","0.58","2","0.58","1","0.29"
"10858  :  โรงพยาบาลนาดี","431","15","3.48","1","0.23","5","1.16","4","0.93","5","1.16"
"10859  :  โรงพยาบาลบ้านสร้าง","42","1","2.38","0","0.00","1","2.38","0","0.00","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","48","1","2.08","0","0.00","0","0.00","0","0.00","1","2.08"
"10861  :  โรงพยาบาลศรีมหาโพธิ","521","7","1.34","1","0.19","2","0.38","2","0.38","2","0.38"
"10862  :  โรงพยาบาลศรีมโหสถ","41","2","4.88","1","2.44","1","2.44","0","0.00","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","70","1","1.43","0","0.00","1","1.43","0","0.00","0","0.00"
"10698  :  โรงพยาบาลนครนายก","507","14","2.76","4","0.79","3","0.59","1","0.20","6","1.18"
"10863  :  โรงพยาบาลปากพลี","330","7","2.12","2","0.61","1","0.30","1","0.30","3","0.91"
"10864  :  โรงพยาบาลบ้านนา","1,263","47","3.72","11","0.87","8","0.63","14","1.11","14","1.11"
"10865  :  โรงพยาบาลองครักษ์","413","7","1.69","2","0.48","2","0.48","1","0.24","2","0.48"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","6","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","13","1","7.69","1","7.69","0","0.00","0","0.00","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10870  :  โรงพยาบาลอรัญประเทศ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10871  :  โรงพยาบาลครบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10873  :  โรงพยาบาลคง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10875  :  โรงพยาบาลจักราช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10882  :  โรงพยาบาลประทาย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10884  :  โรงพยาบาลพิมาย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27840  :  โรงพยาบาลสีดา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","126","2","1.59","0","0.00","1","0.79","0","0.00","1","0.79"
"10896  :  โรงพยาบาลกระสัง","442","1","0.23","0","0.00","0","0.00","1","0.23","0","0.00"
"10897  :  โรงพยาบาลนางรอง","100","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","1,508","20","1.33","4","0.27","7","0.46","6","0.40","3","0.20"
"10899  :  โรงพยาบาลละหานทราย","120","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","875","6","0.69","1","0.11","3","0.34","0","0.00","2","0.23"
"10901  :  โรงพยาบาลบ้านกรวด","289","1","0.35","1","0.35","0","0.00","0","0.00","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","71","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10905  :  โรงพยาบาลสตึก","3,261","40","1.23","12","0.37","6","0.18","8","0.25","14","0.43"
"10906  :  โรงพยาบาลปะคำ","259","3","1.16","2","0.77","0","0.00","0","0.00","1","0.39"
"10907  :  โรงพยาบาลนาโพธิ์","50","4","8.00","0","0.00","1","2.00","3","6.00","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","155","5","3.23","2","1.29","1","0.65","1","0.65","1","0.65"
"10909  :  โรงพยาบาลพลับพลาชัย","1,341","7","0.52","2","0.15","3","0.22","0","0.00","2","0.15"
"10910  :  โรงพยาบาลห้วยราช","228","3","1.32","1","0.44","2","0.88","0","0.00","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","276","3","1.09","1","0.36","0","0.00","0","0.00","2","0.72"
"10912  :  โรงพยาบาลชำนิ","231","4","1.73","2","0.87","1","0.43","1","0.43","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","124","1","0.81","0","0.00","0","0.00","1","0.81","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","405","3","0.74","1","0.25","2","0.49","0","0.00","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","101","1","0.99","0","0.00","0","0.00","1","0.99","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","11","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23578  :  โรงพยาบาลแคนดง","247","1","0.40","0","0.00","0","0.00","0","0.00","1","0.40"
"28020  :  โรงพยาบาลบ้านด่าน","223","5","2.24","2","0.90","1","0.45","1","0.45","1","0.45"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","615","22","3.58","1","0.16","3","0.49","6","0.98","12","1.95"
"10916  :  โรงพยาบาลท่าตูม","104","16","15.38","9","8.65","5","4.81","2","1.92","0","0.00"
"10917  :  โรงพยาบาลจอมพระ","761","11","1.45","2","0.26","1","0.13","3","0.39","5","0.66"
"10918  :  โรงพยาบาลปราสาท","1,568","18","1.15","3","0.19","5","0.32","2","0.13","8","0.51"
"10919  :  โรงพยาบาลกาบเชิง","47","5","10.64","1","2.13","0","0.00","2","4.26","2","4.26"
"10920  :  โรงพยาบาลรัตนบุรี","229","5","2.18","1","0.44","3","1.31","1","0.44","0","0.00"
"10921  :  โรงพยาบาลสนม","574","9","1.57","6","1.05","2","0.35","0","0.00","1","0.17"
"10922  :  โรงพยาบาลศีขรภูมิ","440","5","1.14","0","0.00","1","0.23","1","0.23","3","0.68"
"10923  :  โรงพยาบาลสังขะ","935","17","1.82","7","0.75","3","0.32","3","0.32","4","0.43"
"10924  :  โรงพยาบาลลำดวน","1,777","33","1.86","10","0.56","4","0.23","8","0.45","11","0.62"
"10925  :  โรงพยาบาลสำโรงทาบ","244","2","0.82","0","0.00","1","0.41","0","0.00","1","0.41"
"10926  :  โรงพยาบาลบัวเชด","206","1","0.49","0","0.00","1","0.49","0","0.00","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","100","1","1.00","0","0.00","0","0.00","1","1.00","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","236","3","1.27","3","1.27","0","0.00","0","0.00","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","202","1","0.50","0","0.00","0","0.00","0","0.00","1","0.50"
"27843  :  โรงพยาบาลศรีณรงค์","107","3","2.80","0","0.00","0","0.00","1","0.93","2","1.87"
"27844  :  โรงพยาบาลโนนนารายณ์","190","2","1.05","0","0.00","1","0.53","1","0.53","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","12","2","16.67","1","8.33","1","8.33","0","0.00","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","105","22","20.95","3","2.86","3","2.86","3","2.86","13","12.38"
"10928  :  โรงพยาบาลกันทรารมย์","12","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","39","1","2.56","0","0.00","0","0.00","1","2.56","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","51","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10931  :  โรงพยาบาลไพรบึง","76","2","2.63","0","0.00","1","1.32","1","1.32","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","10","4","40.00","2","20.00","2","20.00","0","0.00","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","29","4","13.79","1","3.45","0","0.00","2","6.90","1","3.45"
"10934  :  โรงพยาบาลราษีไศล","29","2","6.90","1","3.45","0","0.00","1","3.45","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","8","1","12.50","0","0.00","0","0.00","0","0.00","1","12.50"
"10936  :  โรงพยาบาลบึงบูรพ์","63","21","33.33","7","11.11","12","19.05","1","1.59","1","1.59"
"10937  :  โรงพยาบาลห้วยทับทัน","10","1","10.00","0","0.00","0","0.00","0","0.00","1","10.00"
"10938  :  โรงพยาบาลโนนคูณ","3","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","4","1","25.00","1","25.00","0","0.00","0","0.00","0","0.00"
"10940  :  โรงพยาบาลวังหิน","10","2","20.00","1","10.00","0","0.00","0","0.00","1","10.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","3","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","115","2","1.74","1","0.87","0","0.00","0","0.00","1","0.87"
"10943  :  โรงพยาบาลเมืองจันทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","41","2","4.88","0","0.00","1","2.44","1","2.44","0","0.00"
"28014  :  โรงพยาบาลพยุห์","128","3","2.34","0","0.00","0","0.00","1","0.78","2","1.56"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","1","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","178","3","1.69","0","0.00","0","0.00","3","1.69","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10959  :  โรงพยาบาลสำโรง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24032  :  โรงพยาบาลนาตาล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","179","1","0.56","0","0.00","0","0.00","1","0.56","0","0.00"
"10966  :  โรงพยาบาลป่าติ้ว","176","2","1.14","1","0.57","1","0.57","0","0.00","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","39","3","7.69","3","7.69","0","0.00","0","0.00","0","0.00"
"10968  :  โรงพยาบาลค้อวัง","25","2","8.00","1","4.00","0","0.00","0","0.00","1","4.00"
"10969  :  โรงพยาบาลไทยเจริญ","95","1","1.05","1","1.05","0","0.00","0","0.00","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","368","19","5.16","2","0.54","2","0.54","5","1.36","10","2.72"
"11921  :  โรงพยาบาลนายแพทย์หาญ","116","5","4.31","1","0.86","3","2.59","1","0.86","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","83","2","2.41","0","0.00","1","1.20","0","0.00","1","1.20"
"10702  :  โรงพยาบาลชัยภูมิ","2","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","1,463","43","2.94","2","0.14","11","0.75","10","0.68","20","1.37"
"10971  :  โรงพยาบาลคอนสวรรค์","60","5","8.33","1","1.67","0","0.00","1","1.67","3","5.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","275","5","1.82","0","0.00","0","0.00","4","1.45","1","0.36"
"10973  :  โรงพยาบาลหนองบัวแดง","154","10","6.49","5","3.25","3","1.95","2","1.30","0","0.00"
"10974  :  โรงพยาบาลจัตุรัส","608","11","1.81","4","0.66","3","0.49","2","0.33","2","0.33"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","789","34","4.31","7","0.89","9","1.14","11","1.39","7","0.89"
"10976  :  โรงพยาบาลหนองบัวระเหว","39","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","124","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","985","18","1.83","6","0.61","1","0.10","4","0.41","7","0.71"
"10979  :  โรงพยาบาลบ้านแท่น","372","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10980  :  โรงพยาบาลแก้งคร้อ","306","8","2.61","4","1.31","3","0.98","0","0.00","1","0.33"
"10981  :  โรงพยาบาลคอนสาร","283","9","3.18","1","0.35","3","1.06","4","1.41","1","0.35"
"10982  :  โรงพยาบาลภักดีชุมพล","27","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10983  :  โรงพยาบาลเนินสง่า","58","4","6.90","0","0.00","2","3.45","2","3.45","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","95","5","5.26","0","0.00","0","0.00","3","3.16","2","2.11"
"10985  :  โรงพยาบาลชานุมาน","99","3","3.03","2","2.02","0","0.00","1","1.01","0","0.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","135","1","0.74","0","0.00","0","0.00","1","0.74","0","0.00"
"10987  :  โรงพยาบาลพนา","290","9","3.10","0","0.00","7","2.41","0","0.00","2","0.69"
"10988  :  โรงพยาบาลเสนางคนิคม","1,716","33","1.92","8","0.47","10","0.58","10","0.58","5","0.29"
"10989  :  โรงพยาบาลหัวตะพาน","34","1","2.94","1","2.94","0","0.00","0","0.00","0","0.00"
"10990  :  โรงพยาบาลลืออำนาจ","90","3","3.33","2","2.22","0","0.00","1","1.11","0","0.00"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","365","5","1.37","1","0.27","4","1.10","0","0.00","0","0.00"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11046  :  โรงพยาบาลเซกา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11047  :  โรงพยาบาลปากคาด","729","12","1.65","1","0.14","6","0.82","4","0.55","1","0.14"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","238","6","2.52","3","1.26","2","0.84","1","0.42","0","0.00"
"11050  :  โรงพยาบาลบุ่งคล้า","65","2","3.08","0","0.00","2","3.08","0","0.00","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10991  :  โรงพยาบาลนากลาง","2","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","1","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","4","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","78","4","5.13","1","1.28","2","2.56","0","0.00","1","1.28"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","2","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
