"โรงพยาบาล","จำนวนสงสัยป่วย (คน)(B)","จำนวนที่ร้อยละ 30","จำนวนที่พื้นที่กำหนดเป็นเป้าหมาย","มีผลการวัดความดันโลหิตที่บ้าน(A)","ร้อยละ"
"10915  :  โรงพยาบาลชุมพลบุรี","344","104","157","157","45.64"
"10916  :  โรงพยาบาลท่าตูม","109","33","50","50","45.87"
"10917  :  โรงพยาบาลจอมพระ","357","108","159","159","44.54"
"10918  :  โรงพยาบาลปราสาท","134","41","42","42","31.34"
"10919  :  โรงพยาบาลกาบเชิง","162","49","162","162","100.00"
"10920  :  โรงพยาบาลรัตนบุรี","43","13","43","43","100.00"
"10921  :  โรงพยาบาลสนม","158","48","100","100","63.29"
"10922  :  โรงพยาบาลศีขรภูมิ","214","65","179","177","82.71"
"10923  :  โรงพยาบาลสังขะ","174","53","0","0","0.00"
"10924  :  โรงพยาบาลลำดวน","121","37","41","41","33.88"
"10925  :  โรงพยาบาลสำโรงทาบ","105","32","82","82","78.10"
"10926  :  โรงพยาบาลบัวเชด","119","36","106","105","88.24"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","2","1","2","2","100.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","41","13","18","18","43.90"
"27843  :  โรงพยาบาลศรีณรงค์","206","62","70","70","33.98"
"27844  :  โรงพยาบาลโนนนารายณ์","3","1","3","3","100.00"
"10700  :  โรงพยาบาลศรีสะเกษ","68","21","4","4","5.88"
"10927  :  โรงพยาบาลยางชุมน้อย","7","3","5","5","71.43"
"10928  :  โรงพยาบาลกันทรารมย์","112","34","32","32","28.57"
"10929  :  โรงพยาบาลกันทรลักษ์","32","10","28","28","87.50"
"10930  :  โรงพยาบาลขุขันธ์","401","121","129","129","32.17"
"10931  :  โรงพยาบาลไพรบึง","372","112","132","132","35.48"
"10932  :  โรงพยาบาลปรางค์กู่","162","49","0","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","186","56","136","135","72.58"
"10934  :  โรงพยาบาลราษีไศล","71","22","65","65","91.55"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","729","219","231","231","31.69"
"10936  :  โรงพยาบาลบึงบูรพ์","90","27","33","33","36.67"
"10937  :  โรงพยาบาลห้วยทับทัน","193","58","160","160","82.90"
"10938  :  โรงพยาบาลโนนคูณ","63","19","46","46","73.02"
"10939  :  โรงพยาบาลศรีรัตนะ","34","11","17","17","50.00"
"10940  :  โรงพยาบาลวังหิน","66","20","31","31","46.97"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","52","16","30","30","57.69"
"10942  :  โรงพยาบาลภูสิงห์","153","46","81","81","52.94"
"10943  :  โรงพยาบาลเมืองจันทร์","98","30","90","90","91.84"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","33","10","18","18","54.55"
"28014  :  โรงพยาบาลพยุห์","36","11","25","25","69.44"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","20","6","13","13","65.00"
"28016  :  โรงพยาบาลศิลาลาด","119","36","47","47","39.50"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","19","6","9","9","47.37"
"10945  :  โรงพยาบาลโขงเจียม","41","13","10","10","24.39"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","81","25","72","72","88.89"
"10948  :  โรงพยาบาลนาจะหลวย","9","3","5","5","55.56"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","233","70","207","207","88.84"
"10951  :  โรงพยาบาลตระการพืชผล","165","50","116","116","70.30"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","119","36","60","60","50.42"
"10953  :  โรงพยาบาลม่วงสามสิบ","9","3","4","4","44.44"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","20","6","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","88","27","47","47","53.41"
"10958  :  โรงพยาบาลโพธิ์ไทร","115","35","50","50","43.48"
"10959  :  โรงพยาบาลสำโรง","36","11","31","31","86.11"
"10960  :  โรงพยาบาลดอนมดแดง","24","8","10","10","41.67"
"10961  :  โรงพยาบาลสิรินธร","8","3","3","3","37.50"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","22","7","7","7","31.82"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","9","3","1","1","11.11"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","3","1","3","3","100.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","19","6","12","12","63.16"
"10701  :  โรงพยาบาลยโสธร","0","0","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","1","1","1","1","100.00"
"10966  :  โรงพยาบาลป่าติ้ว","14","5","10","10","71.43"
"10967  :  โรงพยาบาลมหาชนะชัย","12","4","12","12","100.00"
"10968  :  โรงพยาบาลค้อวัง","100","30","88","87","87.00"
"10969  :  โรงพยาบาลไทยเจริญ","83","25","83","83","100.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","30","9","21","21","70.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","9","3","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","19","6","19","19","100.00"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","155","47","149","149","96.13"
"10971  :  โรงพยาบาลคอนสวรรค์","132","40","132","132","100.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","215","65","208","208","96.74"
"10973  :  โรงพยาบาลหนองบัวแดง","354","107","111","111","31.36"
"10974  :  โรงพยาบาลจัตุรัส","170","51","153","150","88.24"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","768","231","257","257","33.46"
"10976  :  โรงพยาบาลหนองบัวระเหว","145","44","36","36","24.83"
"10977  :  โรงพยาบาลเทพสถิต","446","134","0","0","0.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","335","101","114","114","34.03"
"10979  :  โรงพยาบาลบ้านแท่น","479","144","237","237","49.48"
"10980  :  โรงพยาบาลแก้งคร้อ","144","44","46","46","31.94"
"10981  :  โรงพยาบาลคอนสาร","152","46","146","146","96.05"
"10982  :  โรงพยาบาลภักดีชุมพล","79","24","76","76","96.20"
"10983  :  โรงพยาบาลเนินสง่า","78","24","71","71","91.03"
"10703  :  โรงพยาบาลอำนาจเจริญ","0","0","0","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","107","33","38","37","34.58"
"10986  :  โรงพยาบาลปทุมราชวงศา","24","8","24","24","100.00"
"10987  :  โรงพยาบาลพนา","147","45","144","144","97.96"
"10988  :  โรงพยาบาลเสนางคนิคม","89","27","85","85","95.51"
"10989  :  โรงพยาบาลหัวตะพาน","137","42","137","137","100.00"
"10990  :  โรงพยาบาลลืออำนาจ","49","15","49","49","100.00"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","435","131","190","189","43.45"
"11043  :  โรงพยาบาลโซ่พิสัย","1","1","0","0","0.00"
"11046  :  โรงพยาบาลเซกา","0","0","0","0","0.00"
"11047  :  โรงพยาบาลปากคาด","41","13","41","41","100.00"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","287","87","287","286","99.65"
"11050  :  โรงพยาบาลบุ่งคล้า","38","12","38","38","100.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","0","0","0","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","74","23","74","74","100.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","17","6","0","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","34","11","33","31","91.18"
"11000  :  โรงพยาบาลน้ำพอง","442","133","399","399","90.27"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","22","7","0","0","0.00"
"11004  :  โรงพยาบาลพล","0","0","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","10","3","10","10","100.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","351","106","164","164","46.72"
"11010  :  โรงพยาบาลชนบท","36","11","33","33","91.67"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","196","59","196","196","100.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","0","0","0","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","10","3","7","6","60.00"
"77650  :  โรงพยาบาลเวียงเก่า","1","1","1","1","100.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","53","16","53","53","100.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","17","6","7","7","41.18"
"11014  :  โรงพยาบาลหนองวัวซอ","152","46","150","150","98.68"
"11015  :  โรงพยาบาลกุมภวาปี","157","48","139","139","88.54"
"11016  :  โรงพยาบาลห้วยเกิ้ง","1","1","0","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","125","38","45","45","36.00"
"11018  :  โรงพยาบาลหนองหาน","181","55","147","147","81.22"
"11019  :  โรงพยาบาลทุ่งฝน","171","52","157","157","91.81"
"11020  :  โรงพยาบาลไชยวาน","45","14","28","28","62.22"
"11021  :  โรงพยาบาลศรีธาตุ","170","51","73","72","42.35"
"11022  :  โรงพยาบาลวังสามหมอ","8","3","8","8","100.00"
"11023  :  โรงพยาบาลบ้านผือ","36","11","29","29","80.56"
"11024  :  โรงพยาบาลน้ำโสม","229","69","120","119","51.97"
"11025  :  โรงพยาบาลเพ็ญ","67","21","39","39","58.21"
"11026  :  โรงพยาบาลสร้างคอม","83","25","83","83","100.00"
"11027  :  โรงพยาบาลหนองแสง","178","54","93","93","52.25"
"11028  :  โรงพยาบาลนายูง","1","1","1","1","100.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","26","8","6","6","23.08"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","83","25","72","72","86.75"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","10","3","0","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0","0","0.00"
"10705  :  โรงพยาบาลเลย","606","182","223","223","36.80"
"11030  :  โรงพยาบาลนาด้วง","12","4","12","12","100.00"
"11031  :  โรงพยาบาลเชียงคาน","7","3","7","7","100.00"
"11032  :  โรงพยาบาลปากชม","124","38","58","58","46.77"
"11033  :  โรงพยาบาลนาแห้ว","84","26","35","35","41.67"
"11034  :  โรงพยาบาลภูเรือ","59","18","58","58","98.31"
"11035  :  โรงพยาบาลท่าลี่","26","8","16","16","61.54"
"11036  :  โรงพยาบาลวังสะพุง","525","158","525","525","100.00"
"11037  :  โรงพยาบาลภูกระดึง","151","46","52","52","34.44"
"11038  :  โรงพยาบาลภูหลวง","119","36","30","30","25.21"
"11039  :  โรงพยาบาลผาขาว","162","49","87","87","53.70"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","679","204","103","102","15.02"
"14133  :  โรงพยาบาลเอราวัณ","85","26","85","85","100.00"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","31","10","24","24","77.42"
"10706  :  โรงพยาบาลหนองคาย","271","82","99","99","36.53"
"11042  :  โรงพยาบาลโพนพิสัย","218","66","218","217","99.54"
"11044  :  โรงพยาบาลศรีเชียงใหม่","21","7","10","10","47.62"
"11045  :  โรงพยาบาลสังคม","193","58","155","155","80.31"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","34","11","7","7","20.59"
"14558  :  โรงพยาบาลพิสัยเวช","134","41","0","0","0.00"
"21356  :  โรงพยาบาลสระใคร","35","11","34","34","97.14"
"28778  :  โรงพยาบาลโพธิ์ตาก","0","0","0","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","3","1","3","3","100.00"
"28815  :  โรงพยาบาลรัตนวาปี","1","1","1","1","100.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0","0","0.00"
"11051  :  โรงพยาบาลแกดำ","313","94","196","186","59.42"
"11052  :  โรงพยาบาลโกสุมพิสัย","422","127","136","136","32.23"
"11053  :  โรงพยาบาลกันทรวิชัย","78","24","64","64","82.05"
"11054  :  โรงพยาบาลเชียงยืน","71","22","40","40","56.34"
"11055  :  โรงพยาบาลบรบือ","463","139","256","254","54.86"
"11056  :  โรงพยาบาลนาเชือก","22","7","11","10","45.45"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","56","17","46","46","82.14"
"11058  :  โรงพยาบาลวาปีปทุม","164","50","65","65","39.63"
"11059  :  โรงพยาบาลนาดูน","102","31","99","94","92.16"
"11060  :  โรงพยาบาลยางสีสุราช","58","18","53","53","91.38"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","45","14","15","15","33.33"
"24704  :  โรงพยาบาลกุดรัง","34","11","33","33","97.06"
"28843  :  โรงพยาบาลชื่นชม","0","0","0","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","0","0","0","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","874","263","872","872","99.77"
"11062  :  โรงพยาบาลปทุมรัตต์","658","198","658","658","100.00"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","698","210","696","696","99.71"
"11064  :  โรงพยาบาลธวัชบุรี","220","66","8","8","3.64"
"11065  :  โรงพยาบาลพนมไพร","17","6","11","11","64.71"
"11066  :  โรงพยาบาลโพนทอง","125","38","1","1","0.80"
"11067  :  โรงพยาบาลโพธิ์ชัย","352","106","348","348","98.86"
"11068  :  โรงพยาบาลหนองพอก","70","21","0","0","0.00"
"11069  :  โรงพยาบาลเสลภูมิ","76","23","52","52","68.42"
"11070  :  โรงพยาบาลสุวรรณภูมิ","381","115","197","197","51.71"
"11071  :  โรงพยาบาลเมืองสรวง","90","27","14","14","15.56"
"11072  :  โรงพยาบาลโพนทราย","128","39","112","112","87.50"
"11073  :  โรงพยาบาลอาจสามารถ","174","53","2","2","1.15"
"11074  :  โรงพยาบาลเมยวดี","16","5","0","0","0.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","282","85","18","18","6.38"
"11076  :  โรงพยาบาลจังหาร","61","19","61","61","100.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","96","29","3","3","3.13"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","82","25","0","0","0.00"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","0","0","0","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","32","10","16","16","50.00"
"27990  :  โรงพยาบาลหนองฮี","194","59","194","194","100.00"
"10709  :  โรงพยาบาลกาฬสินธุ์","63","19","36","35","55.56"
"11077  :  โรงพยาบาลนามน","130","39","112","112","86.15"
"11078  :  โรงพยาบาลกมลาไสย","84","26","67","67","79.76"
"11079  :  โรงพยาบาลร่องคำ","103","31","103","103","100.00"
"11080  :  โรงพยาบาลเขาวง","141","43","82","81","57.45"
"11081  :  โรงพยาบาลยางตลาด","23","7","9","9","39.13"
"11082  :  โรงพยาบาลห้วยเม็ก","45","14","44","44","97.78"
"11083  :  โรงพยาบาลสหัสขันธ์","87","27","87","87","100.00"
"11084  :  โรงพยาบาลคำม่วง","154","47","139","139","90.26"
"11085  :  โรงพยาบาลท่าคันโท","196","59","195","195","99.49"
"11086  :  โรงพยาบาลหนองกุงศรี","90","27","69","68","75.56"
"11087  :  โรงพยาบาลสมเด็จ","24","8","20","20","83.33"
"11088  :  โรงพยาบาลห้วยผึ้ง","60","18","31","31","51.67"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","253","76","103","103","40.71"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","2","1","1","1","50.00"
"28789  :  โรงพยาบาลฆ้องชัย","18","6","18","18","100.00"
"28790  :  โรงพยาบาลดอนจาน","57","18","14","14","24.56"
"28791  :  โรงพยาบาลสามชัย","3","1","3","3","100.00"
"10710  :  โรงพยาบาลสกลนคร","0","0","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","13","4","11","11","84.62"
"11090  :  โรงพยาบาลกุดบาก","113","34","36","36","31.86"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","101","31","0","0","0.00"
"11092  :  โรงพยาบาลพังโคน","168","51","51","51","30.36"
"11093  :  โรงพยาบาลวาริชภูมิ","3","1","1","1","33.33"
"11094  :  โรงพยาบาลนิคมน้ำอูน","37","12","23","23","62.16"
"11095  :  โรงพยาบาลวานรนิวาส","42","13","1","1","2.38"
"11096  :  โรงพยาบาลคำตากล้า","216","65","70","70","32.41"
"11097  :  โรงพยาบาลบ้านม่วง","139","42","78","78","56.12"
"11098  :  โรงพยาบาลอากาศอำนวย","74","23","8","1","1.35"
"11099  :  โรงพยาบาลส่องดาว","27","9","23","23","85.19"
"11100  :  โรงพยาบาลเต่างอย","111","34","63","63","56.76"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","75","23","30","30","40.00"
"11102  :  โรงพยาบาลเจริญศิลป์","246","74","3","3","1.22"
"11103  :  โรงพยาบาลโพนนาแก้ว","138","42","137","137","99.28"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","242","73","100","98","40.50"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","28","9","0","0","0.00"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","5","2","0","0","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","14","5","0","0","0.00"
"11104  :  โรงพยาบาลปลาปาก","11","4","5","5","45.45"
"11105  :  โรงพยาบาลท่าอุเทน","60","18","28","28","46.67"
"11106  :  โรงพยาบาลบ้านแพง","173","52","68","68","39.31"
"11107  :  โรงพยาบาลนาทม","22","7","0","0","0.00"
"11108  :  โรงพยาบาลเรณูนคร","378","114","134","134","35.45"
"11109  :  โรงพยาบาลนาแก","176","53","176","176","100.00"
"11110  :  โรงพยาบาลศรีสงคราม","87","27","87","87","100.00"
"11111  :  โรงพยาบาลนาหว้า","220","66","80","78","35.45"
"11112  :  โรงพยาบาลโพนสวรรค์","648","195","468","468","72.22"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","134","41","134","134","100.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","88","27","72","72","81.82"
"10712  :  โรงพยาบาลมุกดาหาร","321","97","38","38","11.84"
"11113  :  โรงพยาบาลนิคมคำสร้อย","214","65","0","0","0.00"
"11114  :  โรงพยาบาลดอนตาล","59","18","42","42","71.19"
"11115  :  โรงพยาบาลดงหลวง","8","3","7","7","87.50"
"11116  :  โรงพยาบาลคำชะอี","102","31","0","0","0.00"
"11117  :  โรงพยาบาลหว้านใหญ่","80","24","27","27","33.75"
"11118  :  โรงพยาบาลหนองสูง","99","30","52","52","52.53"
"06009  :  โรงพยาบาลแม่ตื่น","10","3","10","10","100.00"
"10713  :  โรงพยาบาลนครพิงค์","5","2","1","1","20.00"
"11119  :  โรงพยาบาลจอมทอง","275","83","115","115","41.82"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","599","180","113","104","17.36"
"11121  :  โรงพยาบาลเชียงดาว","525","158","183","183","34.86"
"11122  :  โรงพยาบาลดอยสะเก็ด","0","0","0","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","0","0","0","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","311","94","141","141","45.34"
"11125  :  โรงพยาบาลฝาง","542","163","206","137","25.28"
"11126  :  โรงพยาบาลแม่อาย","119","36","41","41","34.45"
"11127  :  โรงพยาบาลพร้าว","0","0","0","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","342","103","213","213","62.28"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0","0","0.00"
"11132  :  โรงพยาบาลฮอด","55","17","32","32","58.18"
"11133  :  โรงพยาบาลดอยเต่า","155","47","49","49","31.61"
"11134  :  โรงพยาบาลอมก๋อย","242","73","107","107","44.21"
"11135  :  โรงพยาบาลสารภี","0","0","0","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","0","0","0","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","4","2","4","4","100.00"
"11138  :  โรงพยาบาลแม่วาง","185","56","59","59","31.89"
"11139  :  โรงพยาบาลแม่ออน","0","0","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","39","12","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","57","18","0","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","2","1","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","57","18","1","1","1.75"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","239","72","1","1","0.42"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","117","36","110","109","93.16"
"10714  :  โรงพยาบาลลำพูน","0","0","0","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","261","79","137","137","52.49"
"11141  :  โรงพยาบาลบ้านโฮ่ง","312","94","312","312","100.00"
"11142  :  โรงพยาบาลลี้","0","0","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","144","44","28","28","19.44"
"11144  :  โรงพยาบาลป่าซาง","264","80","151","151","57.20"
"11145  :  โรงพยาบาลบ้านธิ","282","85","101","101","35.82"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","253","76","2","2","0.79"
"24956  :  โรงพยาบาลเวียงหนองล่อง","128","39","47","47","36.72"
"10672  :  โรงพยาบาลลำปาง","2,323","697","1,274","1,274","54.84"
"11146  :  โรงพยาบาลแม่เมาะ","408","123","197","197","48.28"
"11147  :  โรงพยาบาลเกาะคา","48","15","48","48","100.00"
"11148  :  โรงพยาบาลเสริมงาม","86","26","83","83","96.51"
"11149  :  โรงพยาบาลงาว","153","46","94","94","61.44"
"11150  :  โรงพยาบาลแจ้ห่ม","263","79","262","262","99.62"
"11151  :  โรงพยาบาลวังเหนือ","12","4","4","4","33.33"
"11152  :  โรงพยาบาลเถิน","107","33","103","103","96.26"
"11153  :  โรงพยาบาลแม่พริก","71","22","26","24","33.80"
"11154  :  โรงพยาบาลแม่ทะ","96","29","96","96","100.00"
"11155  :  โรงพยาบาลสบปราบ","273","82","176","176","64.47"
"11156  :  โรงพยาบาลห้างฉัตร","78","24","24","24","30.77"
