"โรงพยาบาล","รวมทั้งปีงบประมาณ","ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"OP Visit","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง"
"10805  :  โรงพยาบาลสรรคบุรี","145,679","83,293","325,096","16,055,006.58","26,817,396.26","184.09","2.23","12,881","48,605","2,083,884.92","3,541,222.11","274.92","3.77","6,638","25,353","1,243,208.32","2,035,070.68","306.58","3.82","6,406","24,375","1,124,364.97","1,873,225.50","292.42","3.81","7,577","29,642","1,397,268.70","2,320,995.20","306.32","3.91","6,708","25,942","1,160,944.61","1,943,846.20","289.78","3.87","7,205","29,384","1,611,778.59","2,749,717.82","381.64","4.08","4,932","19,852","1,158,579.26","1,923,611.90","390.03","4.03","4,975","21,187","1,219,480.66","1,976,891.35","397.37","4.26","6,634","26,770","1,426,881.39","2,397,645.55","361.42","4.04","6,810","26,131","1,283,828.24","2,154,900.95","316.43","3.84","6,616","25,815","1,357,477.04","2,248,471.75","339.85","3.90","5,911","22,040","987,309.88","1,651,797.25","279.44","3.73"
"10806  :  โรงพยาบาลหันคา","127,509","74,234","272,550","14,503,320.07","23,357,544.25","183.18","2.14","6,974","24,192","1,221,352.45","1,933,481.25","277.24","3.47","6,692","24,092","1,250,922.63","1,992,169.50","297.69","3.60","6,451","23,212","1,156,551.96","1,812,600.50","280.98","3.60","7,393","26,893","1,268,436.60","2,094,336.00","283.29","3.64","6,571","24,154","1,160,704.25","1,853,636.50","282.09","3.68","6,764","25,512","1,408,769.54","2,326,845.75","344.00","3.77","4,651","16,743","1,108,634.00","1,777,525.25","382.18","3.60","5,112","18,808","1,311,920.95","2,064,443.00","403.84","3.68","5,331","18,349","1,059,208.30","1,653,227.75","310.12","3.44","5,852","22,128","1,148,445.78","1,833,964.75","313.39","3.78","6,398","24,375","1,164,606.25","1,926,577.25","301.12","3.81","6,045","24,092","1,243,767.36","2,088,736.75","345.53","3.99"
"27974  :  โรงพยาบาลหนองมะโมง","66,816","40,348","152,721","5,288,828.78","9,652,632.50","144.47","2.29","4,246","15,921","518,159.66","921,617.00","217.06","3.75","4,780","17,744","549,920.69","1,009,449.00","211.18","3.71","4,541","16,430","502,150.30","913,973.75","201.27","3.62","4,794","18,565","559,395.56","1,019,161.75","212.59","3.87","3,940","14,621","543,471.85","964,950.50","244.91","3.71","3,919","15,904","604,715.24","1,146,005.75","292.42","4.06","1,823","6,854","300,605.16","553,908.50","303.84","3.76","2,182","8,591","344,626.59","639,209.75","292.95","3.94","2,318","8,797","373,734.76","679,739.00","293.24","3.80","2,447","9,268","336,203.36","610,595.00","249.53","3.79","2,548","9,291","304,428.96","523,279.75","205.37","3.65","2,810","10,735","351,416.65","670,742.75","238.70","3.82"
"27975  :  โรงพยาบาลเนินขาม","27,686","18,261","73,039","2,876,842.61","5,263,040.27","190.10","2.64","1,770","6,662","238,080.98","438,538.36","247.76","3.76","1,592","6,454","251,964.55","459,160.01","288.42","4.05","1,333","5,295","198,021.96","356,380.06","267.35","3.97","1,886","7,950","314,036.09","570,584.99","302.54","4.22","1,540","6,170","219,537.69","401,923.18","260.99","4.01","1,647","6,722","277,059.29","504,385.44","306.24","4.08","1,266","4,685","244,574.06","433,697.76","342.57","3.70","1,225","4,475","188,777.58","346,184.36","282.60","3.65","1,507","5,563","251,559.13","441,053.50","292.67","3.69","1,491","6,143","230,794.90","435,213.39","291.89","4.12","1,587","6,648","233,132.21","442,714.14","278.96","4.19","1,417","6,272","229,304.17","433,205.08","305.72","4.43"
"10661  :  โรงพยาบาลสระบุรี","713,521","345,767","1,272,845","0.00","378,441,014.07","530.39","1.78","35,256","127,089","0.00","33,675,716.90","955.18","3.60","32,870","117,879","0.00","33,461,455.75","1,017.99","3.59","30,866","114,958","0.00","31,650,233.47","1,025.41","3.72","35,143","128,214","0.00","34,784,346.25","989.79","3.65","30,331","110,539","0.00","29,966,205.40","987.97","3.64","31,488","116,572","0.00","36,567,267.90","1,161.31","3.70","24,365","94,582","0.00","33,173,452.10","1,361.52","3.88","25,068","91,585","0.00","27,332,620.20","1,090.34","3.65","27,684","102,237","0.00","32,229,228.85","1,164.18","3.69","26,291","97,467","0.00","30,500,116.20","1,160.10","3.71","29,364","108,889","0.00","32,175,336.55","1,095.74","3.71","17,041","62,834","0.00","22,925,034.50","1,345.29","3.69"
"10695  :  โรงพยาบาลพระพุทธบาท","283,222","129,543","405,662","0.00","80,117,733.01","282.88","1.43","3,701","12,092","0.00","2,044,017.00","552.29","3.27","12,840","41,115","0.00","7,096,800.00","552.71","3.20","12,152","39,385","0.00","7,105,738.08","584.74","3.24","13,642","43,628","0.00","7,884,890.00","577.99","3.20","12,261","38,160","0.00","6,563,058.28","535.28","3.11","12,361","38,812","0.00","8,290,739.00","670.72","3.14","9,653","30,170","0.00","7,056,487.00","731.01","3.13","9,543","29,719","0.00","6,403,192.00","670.98","3.11","9,889","30,255","0.00","6,524,656.00","659.79","3.06","10,639","32,961","0.00","6,894,640.95","648.05","3.10","11,427","35,168","0.00","7,360,940.85","644.17","3.08","11,435","34,197","0.00","6,892,573.85","602.76","2.99"
"10807  :  โรงพยาบาลแก่งคอย","214,235","119,440","395,549","13,543,505.35","29,509,500.79","137.74","1.85","11,418","37,852","1,299,652.35","2,536,688.14","222.17","3.32","10,732","35,519","1,109,735.65","2,443,339.66","227.67","3.31","10,442","35,166","1,075,928.78","2,398,357.29","229.68","3.37","11,667","40,557","1,247,944.49","2,705,963.34","231.93","3.48","10,824","37,746","1,164,235.32","2,538,101.66","234.49","3.49","10,949","37,204","1,213,329.32","2,726,094.32","248.98","3.40","7,751","26,095","1,000,349.86","2,192,418.26","282.86","3.37","8,356","27,814","1,044,122.32","2,325,593.58","278.31","3.33","8,373","27,114","1,135,278.34","2,552,725.09","304.88","3.24","9,224","29,283","1,109,584.97","2,393,107.37","259.44","3.17","9,844","30,593","1,055,144.01","2,320,742.72","235.75","3.11","9,860","30,606","1,088,199.94","2,376,369.36","241.01","3.10"
"10808  :  โรงพยาบาลหนองแค","86,907","52,617","176,624","10,919,577.88","14,076,902.60","161.98","2.03","5,450","18,936","891,080.18","1,365,369.10","250.53","3.47","5,153","18,017","831,390.89","1,093,840.75","212.27","3.50","4,638","15,848","817,256.40","1,026,246.50","221.27","3.42","5,694","19,858","885,506.19","1,152,977.00","202.49","3.49","5,075","17,171","870,740.30","1,113,258.50","219.36","3.38","5,219","17,932","1,052,424.49","1,380,141.00","264.45","3.44","3,709","12,274","1,192,537.80","1,529,450.00","412.36","3.31","3,296","9,884","1,055,832.76","1,252,919.00","380.13","3.00","2,758","7,603","436,350.61","529,240.50","191.89","2.76","3,593","11,628","802,939.06","1,036,883.00","288.58","3.24","4,349","14,725","1,223,839.09","1,492,412.25","343.16","3.39","3,683","12,748","859,680.11","1,104,165.00","299.80","3.46"
"10809  :  โรงพยาบาลวิหารแดง","106,307","66,836","227,922","6,655,338.20","15,864,015.47","149.23","2.14","6,753","23,694","664,557.84","1,642,615.75","243.24","3.51","6,119","20,330","460,057.85","1,204,602.05","196.86","3.32","5,684","19,469","597,756.51","1,453,374.10","255.70","3.43","6,601","22,496","640,324.45","1,611,446.15","244.12","3.41","5,680","19,764","440,339.03","1,166,474.45","205.37","3.48","6,519","22,996","730,748.14","1,883,434.15","288.91","3.53","4,772","15,987","628,589.44","1,657,691.20","347.38","3.35","4,372","12,861","349,685.70","805,080.52","184.14","2.94","4,387","14,062","430,555.06","983,565.73","224.20","3.21","5,226","18,105","569,095.42","1,118,317.12","213.99","3.46","5,605","19,623","515,254.88","1,082,868.25","193.20","3.50","5,118","18,535","628,373.88","1,254,546.00","245.12","3.62"
"10810  :  โรงพยาบาลหนองแซง","42,453","21,587","68,109","2,351,297.45","4,437,920.50","104.54","1.60","2,075","6,522","232,405.60","438,964.50","211.55","3.14","1,873","5,760","192,178.48","367,201.25","196.05","3.08","1,768","5,274","187,863.20","342,238.50","193.57","2.98","2,012","6,151","204,821.72","377,860.20","187.80","3.06","1,763","5,478","179,039.38","350,502.25","198.81","3.11","1,883","6,037","224,669.71","427,383.25","226.97","3.21","1,405","5,093","195,122.26","379,367.00","270.01","3.62","1,633","5,124","180,973.97","320,924.20","196.52","3.14","1,697","5,346","164,903.88","326,382.50","192.33","3.15","1,857","5,927","219,223.84","396,061.65","213.28","3.19","1,860","5,759","185,434.39","360,922.25","194.04","3.10","1,761","5,638","184,661.02","350,112.95","198.81","3.20"
"10811  :  โรงพยาบาลบ้านหมอ","97,784","50,386","178,780","8,299,868.83","13,094,387.29","133.91","1.83","4,809","17,305","737,571.38","1,223,702.02","254.46","3.60","4,551","16,282","723,584.91","1,123,962.99","246.97","3.58","4,162","15,302","680,670.28","1,102,558.44","264.91","3.68","4,835","17,174","730,079.69","1,178,657.30","243.78","3.55","4,530","16,401","678,701.64","1,112,720.89","245.63","3.62","5,060","19,330","938,889.22","1,486,142.06","293.70","3.82","3,211","10,924","575,568.17","878,998.77","273.75","3.40","3,634","12,495","709,620.42","1,108,539.04","305.05","3.44","3,552","11,769","619,952.50","939,096.78","264.39","3.31","3,923","13,244","580,995.84","897,604.07","228.81","3.38","4,087","14,257","667,877.74","1,033,955.35","252.99","3.49","4,032","14,297","656,357.04","1,008,449.58","250.11","3.55"
"10812  :  โรงพยาบาลดอนพุด","29,602","16,249","42,752","1,868,398.11","3,609,815.18","121.94","1.44","1,529","4,093","224,954.38","372,570.59","243.67","2.68","1,397","3,778","124,037.99","236,906.06","169.58","2.70","1,388","3,850","137,198.61","256,833.98","185.04","2.77","1,542","4,137","221,762.59","397,683.58","257.90","2.68","1,496","4,214","144,029.62","291,741.61","195.01","2.82","1,477","3,910","153,643.98","309,923.50","209.83","2.65","1,111","2,860","122,955.14","268,739.22","241.89","2.57","1,030","2,715","165,362.54","318,995.18","309.70","2.64","1,231","2,957","136,898.78","276,506.25","224.62","2.40","1,256","3,139","109,959.26","233,931.13","186.25","2.50","1,429","3,628","146,823.95","291,124.86","203.73","2.54","1,363","3,471","180,771.27","354,859.22","260.35","2.55"
"10813  :  โรงพยาบาลหนองโดน","56,028","29,697","118,711","3,835,866.11","8,402,686.95","149.97","2.12","2,662","11,397","380,958.95","780,231.70","293.10","4.28","2,658","11,026","361,584.93","742,434.45","279.32","4.15","2,406","9,928","302,738.86","650,498.35","270.37","4.13","2,452","10,618","322,890.41","708,756.80","289.05","4.33","2,407","10,048","295,467.07","659,290.90","273.91","4.17","2,955","12,776","462,949.25","991,036.90","335.38","4.32","1,999","7,777","259,022.62","592,657.50","296.48","3.89","2,124","7,130","207,956.50","501,658.55","236.19","3.36","2,795","9,274","284,290.14","665,742.05","238.19","3.32","2,519","10,005","341,356.10","759,420.40","301.48","3.97","2,429","9,260","297,129.20","663,037.75","272.97","3.81","2,291","9,472","319,522.08","687,921.60","300.27","4.13"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","85,149","37,992","123,848","7,323,051.07","13,385,859.09","157.21","1.45","3,797","12,234","651,067.66","1,185,886.13","312.32","3.22","3,615","11,771","677,454.92","1,274,541.88","352.57","3.26","3,268","10,565","588,979.08","1,011,574.84","309.54","3.23","3,659","11,864","639,516.63","1,197,520.34","327.28","3.24","3,521","11,708","636,712.75","1,182,506.30","335.84","3.33","3,538","11,428","651,516.78","1,248,557.67","352.90","3.23","2,334","8,414","632,429.18","1,058,220.30","453.39","3.60","2,546","8,059","538,156.46","1,040,442.75","408.66","3.17","2,685","8,331","533,114.73","953,467.60","355.11","3.10","3,008","9,523","568,730.04","1,070,693.00","355.95","3.17","3,042","10,006","635,166.29","1,216,101.63","399.77","3.29","2,979","9,945","570,206.55","946,346.65","317.67","3.34"
"10815  :  โรงพยาบาลมวกเหล็ก","102,316","54,084","164,464","8,097,208.11","15,560,966.00","152.09","1.61","4,966","14,479","699,684.21","1,333,062.00","268.44","2.92","4,905","14,876","664,178.02","1,307,197.00","266.50","3.03","4,572","14,376","681,467.40","1,293,594.00","282.94","3.14","5,258","16,106","687,822.54","1,341,110.00","255.06","3.06","4,950","15,367","720,808.28","1,378,492.00","278.48","3.10","4,878","14,736","691,159.67","1,355,488.00","277.88","3.02","3,600","10,986","767,549.84","1,429,519.00","397.09","3.05","3,535","10,572","455,013.79","913,010.00","258.28","2.99","3,915","11,723","728,025.13","1,319,397.00","337.01","2.99","4,564","14,108","660,239.95","1,326,992.00","290.75","3.09","4,322","13,164","629,538.97","1,191,627.00","275.71","3.05","4,619","13,971","711,720.31","1,371,478.00","296.92","3.02"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","86,508","48,600","193,187","74,822,422.03","11,758,234.95","135.92","2.23","4,534","17,464","8,800,496.86","964,259.47","212.67","3.85","4,478","18,293","9,963,585.23","1,092,627.54","244.00","4.09","4,226","17,157","4,965,275.07","967,425.19","228.92","4.06","4,563","18,578","6,064,324.83","1,097,793.25","240.59","4.07","3,842","15,075","15,068,183.49","952,683.00","247.97","3.92","4,234","16,217","7,082,112.16","960,543.50","226.86","3.83","3,468","13,916","10,976,431.40","1,069,674.75","308.44","4.01","3,777","14,388","6,259,840.49","982,694.25","260.18","3.81","3,350","13,091","4,089,885.03","762,882.75","227.73","3.91","4,021","15,905","519,421.66","976,839.25","242.93","3.96","3,831","15,425","493,423.10","913,299.50","238.40","4.03","4,276","17,678","539,442.71","1,017,512.50","237.96","4.13"
"11485  :  โรงพยาบาลค่ายอดิศร","39,972","19,044","83,947","44,254,552.51","55,974,965.75","1,400.35","2.10","1,840","8,457","4,057,263.71","5,180,388.00","2,815.43","4.60","1,769","8,216","4,169,786.79","5,289,390.00","2,990.05","4.64","1,545","7,079","3,587,640.77","4,542,400.50","2,940.07","4.58","1,751","8,438","4,103,426.70","5,235,221.25","2,989.85","4.82","1,612","7,593","3,596,910.07","4,553,120.75","2,824.52","4.71","1,688","7,778","4,346,825.55","5,498,438.00","3,257.37","4.61","1,504","6,688","4,045,852.07","5,111,394.50","3,398.53","4.45","1,423","6,172","3,452,864.83","4,337,720.50","3,048.29","4.34","1,656","6,276","3,552,902.59","4,450,824.75","2,687.70","3.79","1,625","6,741","3,838,181.61","4,816,963.50","2,964.29","4.15","1,293","5,437","3,094,821.28","3,886,887.00","3,006.10","4.20","1,338","5,072","2,408,076.54","3,072,217.00","2,296.13","3.79"
"10662  :  โรงพยาบาลชลบุรี","783,636","369,661","1,410,291","465,688,263.41","613,490,236.25","782.88","1.80","35,403","132,871","41,482,272.23","54,797,292.75","1,547.81","3.75","33,899","127,010","39,237,061.09","52,019,720.50","1,534.55","3.75","31,701","119,438","36,928,471.21","48,681,559.00","1,535.65","3.77","35,809","135,610","43,209,714.12","56,731,359.25","1,584.28","3.79","31,965","120,338","37,044,230.72","48,859,859.00","1,528.54","3.76","31,732","123,262","41,968,714.03","55,025,947.25","1,734.08","3.88","22,936","92,377","35,516,891.83","46,413,402.75","2,023.60","4.03","26,753","104,615","35,816,546.29","47,339,902.00","1,769.52","3.91","29,517","114,172","39,626,357.06","52,273,595.00","1,770.97","3.87","27,872","104,784","35,016,941.27","46,236,306.00","1,658.88","3.76","31,030","118,699","40,107,423.33","52,801,971.75","1,701.64","3.83","31,044","117,115","39,733,640.23","52,309,321.00","1,685.01","3.77"
"10817  :  โรงพยาบาลบ้านบึง","334,288","186,073","580,354","35,861,633.89","54,898,150.25","164.22","1.74","16,102","52,398","3,040,039.08","4,612,170.25","286.43","3.25","15,359","50,265","2,893,001.14","4,375,917.75","284.91","3.27","15,100","48,326","2,729,528.80","4,174,159.25","276.43","3.20","19,772","59,172","3,260,640.84","4,998,522.00","252.81","2.99","16,717","53,304","2,845,898.90","4,339,038.25","259.56","3.19","17,667","56,138","3,303,025.85","5,093,895.25","288.33","3.18","11,619","38,337","2,918,436.83","4,472,573.25","384.94","3.30","13,806","41,043","2,941,674.56","4,447,917.75","322.17","2.97","13,481","41,726","2,812,145.59","4,359,240.75","323.36","3.10","17,168","47,588","3,087,595.36","4,731,482.00","275.60","2.77","15,597","47,689","2,922,527.03","4,552,905.25","291.91","3.06","13,685","44,368","3,107,119.91","4,740,328.50","346.39","3.24"
"10818  :  โรงพยาบาลหนองใหญ่","96,735","53,088","177,562","87,528,844.81","12,589,143.00","130.14","1.84","4,982","16,954","6,765,237.01","986,556.25","198.02","3.40","4,844","16,894","7,244,767.09","1,117,481.00","230.69","3.49","4,449","15,884","7,085,768.20","1,111,728.50","249.88","3.57","5,722","17,834","7,239,942.17","1,029,590.75","179.94","3.12","4,653","16,717","7,471,505.46","1,038,818.75","223.26","3.59","4,525","15,828","7,194,179.12","1,103,510.00","243.87","3.50","3,066","10,914","7,536,423.12","969,550.00","316.23","3.56","3,934","13,568","7,652,547.46","1,076,714.00","273.69","3.45","3,917","12,290","6,872,959.92","1,016,145.00","259.42","3.14","3,998","12,366","7,040,931.94","981,705.00","245.55","3.09","4,351","14,095","8,215,509.53","1,101,467.00","253.15","3.24","4,647","14,218","7,209,073.79","1,055,876.75","227.22","3.06"
"10819  :  โรงพยาบาลบางละมุง","524,268","288,767","963,300","110,736,498.34","165,248,886.77","315.20","1.84","27,976","94,473","10,063,544.70","14,962,693.72","534.84","3.38","27,055","82,245","8,829,886.70","13,222,111.00","488.71","3.04","25,424","76,950","8,176,324.54","12,245,756.40","481.66","3.03","30,149","105,209","10,431,767.32","16,336,908.72","541.87","3.49","26,333","90,909","9,360,728.10","14,360,864.11","545.36","3.45","25,560","88,434","10,706,990.85","15,827,369.72","619.22","3.46","16,793","61,307","8,813,767.38","13,140,701.71","782.51","3.65","20,381","69,297","9,500,768.99","13,700,619.32","672.23","3.40","21,581","68,172","9,011,026.25","12,983,194.71","601.60","3.16","22,145","71,962","8,157,004.64","11,947,452.09","539.51","3.25","23,304","78,538","9,017,162.63","13,496,877.03","579.17","3.37","22,066","75,804","8,667,526.24","13,024,338.24","590.24","3.44"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","80,986","48,019","138,316","6,683,599.83","11,102,158.90","137.09","1.71","4,586","13,316","590,438.45","976,727.70","212.98","2.90","4,676","13,469","539,165.93","908,705.40","194.33","2.88","4,632","13,152","610,786.71","1,006,494.00","217.29","2.84","5,319","14,895","576,295.69","945,933.90","177.84","2.80","4,783","13,262","522,561.57","889,475.30","185.97","2.77","4,567","12,705","702,244.50","1,137,688.30","249.11","2.78","2,426","7,701","537,987.60","869,099.40","358.24","3.17","3,059","8,558","468,391.94","786,968.80","257.26","2.80","3,396","9,946","535,005.50","897,919.90","264.41","2.93","3,444","9,918","453,405.33","777,362.10","225.71","2.88","3,680","11,193","563,314.46","950,490.20","258.29","3.04","3,451","10,201","584,002.15","955,293.90","276.82","2.96"
"10821  :  โรงพยาบาลพานทอง","243,993","140,756","541,171","24,927,052.92","42,261,963.00","173.21","2.22","13,588","52,879","2,211,763.53","3,754,033.50","276.28","3.89","13,336","52,485","2,192,911.54","3,711,611.50","278.32","3.94","11,946","46,141","1,884,369.42","3,165,223.25","264.96","3.86","14,562","56,915","2,300,217.16","3,871,867.25","265.89","3.91","13,342","52,230","2,111,795.02","3,590,147.75","269.09","3.91","13,312","49,747","2,414,934.66","4,035,319.00","303.13","3.74","9,001","35,540","2,014,290.25","3,610,532.00","401.13","3.95","9,024","34,039","1,865,434.57","3,097,381.75","343.24","3.77","9,482","33,369","1,782,023.57","2,849,898.25","300.56","3.52","10,534","40,274","1,879,909.28","3,229,078.25","306.54","3.82","11,404","43,508","2,044,099.76","3,462,071.25","303.58","3.82","11,225","44,044","2,225,304.16","3,884,799.25","346.08","3.92"
"10822  :  โรงพยาบาลพนัสนิคม","341,868","207,143","727,274","59,632,722.08","91,654,121.60","268.10","2.13","19,717","70,585","4,994,489.65","7,747,678.00","392.94","3.58","18,389","66,466","4,711,917.68","7,297,564.50","396.84","3.61","17,981","64,045","4,665,521.47","7,176,041.00","399.09","3.56","20,188","71,335","5,320,296.62","8,149,258.50","403.67","3.53","19,126","65,883","4,948,421.03","7,415,256.50","387.71","3.44","19,541","69,648","6,254,356.94","9,896,464.80","506.45","3.56","12,231","44,250","4,477,264.45","6,899,573.50","564.11","3.62","14,443","50,040","4,380,880.82","6,856,895.50","474.76","3.46","14,773","48,940","4,652,482.74","6,929,472.30","469.06","3.31","16,089","54,105","4,948,964.01","7,479,954.50","464.91","3.36","17,616","62,055","5,389,943.68","8,289,816.00","470.58","3.52","17,049","59,922","4,888,182.99","7,516,146.50","440.86","3.51"
"10823  :  โรงพยาบาลแหลมฉบัง","243,322","132,083","499,422","41,060,550.48","63,927,622.50","262.73","2.05","12,709","49,870","3,747,624.70","6,031,091.00","474.55","3.92","11,816","46,324","3,570,690.78","5,656,851.25","478.75","3.92","11,151","43,260","3,004,393.63","4,768,042.25","427.59","3.88","13,579","52,317","3,781,927.00","5,835,644.75","429.76","3.85","12,860","47,657","3,453,570.41","5,313,538.50","413.18","3.71","14,173","49,984","3,504,285.68","5,476,331.00","386.39","3.53","8,369","35,024","3,530,343.15","5,500,356.00","657.23","4.18","9,458","35,681","3,623,693.83","5,417,142.00","572.76","3.77","9,747","34,116","3,161,372.35","4,843,090.50","496.88","3.50","9,184","34,302","2,840,542.39","4,437,362.00","483.16","3.73","9,773","36,267","3,417,812.14","5,326,113.00","544.98","3.71","9,264","34,620","3,424,294.42","5,322,060.25","574.49","3.74"
"10824  :  โรงพยาบาลเกาะสีชัง","27,475","13,638","49,902","1,974,187.67","3,187,438.55","116.01","1.82","1,262","4,873","170,263.57","275,389.97","218.22","3.86","1,181","4,462","155,542.94","251,705.65","213.13","3.78","1,144","4,408","164,123.86","260,637.10","227.83","3.85","1,525","5,252","168,931.50","278,904.00","182.89","3.44","1,243","4,784","167,361.61","265,135.90","213.30","3.85","1,253","4,737","184,408.69","295,397.66","235.75","3.78","875","3,527","180,313.86","301,723.53","344.83","4.03","960","3,240","151,377.88","240,855.60","250.89","3.38","1,160","3,403","152,820.75","240,634.79","207.44","2.93","1,014","3,820","174,506.28","285,966.20","282.02","3.77","1,127","4,129","164,445.52","270,043.32","239.61","3.66","894","3,267","140,091.21","221,044.83","247.25","3.65"
"10825  :  โรงพยาบาลสัตหีบกม10","156,252","59,818","159,548","18,744,140.57","25,211,141.11","161.35","1.02","5,570","15,003","1,487,364.85","2,004,754.40","359.92","2.69","5,843","15,482","1,689,086.73","2,258,398.53","386.51","2.65","5,463","14,592","1,721,326.88","2,296,970.92","420.46","2.67","5,926","15,977","1,591,541.56","2,141,693.46","361.41","2.70","4,955","13,435","1,377,513.11","1,856,016.51","374.57","2.71","5,835","15,664","1,764,188.02","2,360,143.79","404.48","2.68","3,356","9,851","1,423,794.02","1,921,163.09","572.46","2.94","4,424","11,985","1,511,992.63","2,038,855.47","460.86","2.71","4,628","11,584","1,909,133.82","2,544,185.17","549.74","2.50","4,432","11,662","1,300,156.36","1,768,136.95","398.95","2.63","4,971","12,625","1,582,789.89","2,147,604.62","432.03","2.54","4,415","11,688","1,385,252.70","1,873,218.20","424.28","2.65"
"10826  :  โรงพยาบาลบ่อทอง","130,425","80,989","270,501","13,314,767.10","22,154,344.25","169.86","2.07","7,158","26,503","1,327,703.34","2,178,891.00","304.40","3.70","6,625","24,338","1,059,634.52","1,790,838.25","270.32","3.67","6,852","23,502","1,041,250.26","1,751,326.00","255.59","3.43","8,234","26,178","1,337,944.01","2,171,747.00","263.75","3.18","7,650","24,709","1,078,245.11","1,782,416.75","233.00","3.23","7,387","25,145","1,139,573.20","1,903,909.50","257.74","3.40","5,323","18,991","1,345,208.17","2,235,128.00","419.90","3.57","6,131","20,071","983,958.57","1,648,348.00","268.85","3.27","6,017","18,770","880,404.60","1,476,923.75","245.46","3.12","5,924","19,586","1,046,314.97","1,712,252.00","289.04","3.31","6,220","20,054","1,006,538.86","1,649,699.50","265.23","3.22","7,468","22,654","1,067,991.49","1,852,864.50","248.11","3.03"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","37,238","16,005","75,375","40,418,268.07","52,671,516.00","1,414.46","2.02","1,564","7,446","3,464,629.07","4,528,921.00","2,895.73","4.76","1,861","8,705","4,138,757.48","5,390,660.00","2,896.65","4.68","1,391","6,485","3,060,897.33","4,000,047.00","2,875.66","4.66","1,557","7,235","3,484,515.73","4,556,937.00","2,926.74","4.65","1,349","6,470","3,214,583.55","4,199,599.00","3,113.12","4.80","1,484","6,426","3,105,568.13","4,059,584.00","2,735.57","4.33","1,017","5,109","3,473,062.42","4,532,732.00","4,456.96","5.02","1,025","5,279","4,033,254.59","5,253,232.00","5,125.10","5.15","973","4,257","2,467,242.35","3,215,860.00","3,305.10","4.38","926","3,853","1,997,590.11","2,582,032.00","2,788.37","4.16","1,313","7,279","4,306,453.85","5,584,336.00","4,253.11","5.54","1,545","6,831","3,671,713.46","4,767,576.00","3,085.81","4.42"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","113,993","46,883","176,634","32,882,355.65","44,789,001.95","392.91","1.55","4,766","17,826","2,770,565.78","3,730,549.55","782.74","3.74","4,341","16,428","2,507,599.75","3,449,960.95","794.74","3.78","4,070","15,099","2,381,169.86","3,258,341.90","800.58","3.71","4,761","18,310","3,061,210.59","4,162,043.55","874.20","3.85","3,847","14,545","2,446,677.70","3,348,845.90","870.51","3.78","4,187","15,765","2,858,784.35","3,896,266.25","930.56","3.77","3,308","12,937","3,096,367.19","4,202,780.05","1,270.49","3.91","3,277","12,797","2,734,605.63","3,764,593.70","1,148.79","3.91","3,372","12,057","2,444,036.03","3,340,793.55","990.75","3.58","3,343","11,989","2,515,352.29","3,410,117.60","1,020.08","3.59","3,708","14,049","2,805,726.45","3,818,648.70","1,029.84","3.79","3,903","14,832","3,260,260.03","4,406,060.25","1,128.89","3.80"
