"โรงพยาบาล","รวมทั้งปีงบประมาณ","ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw"
"10833  :  โรงพยาบาลท่าตะเกียบ","2,551","7,954","712,171.54","2,173,067.40","1,448.7748","273.20","851.85","1,499.93","286","822","57,320.69","190,661.00","158.0436","231.95","666.65","1,206.38","208","767","67,530.98","184,107.00","128.1658","240.04","885.13","1,436.48","301","951","89,042.83","265,392.60","188.2133","279.07","881.70","1,410.06","258","819","81,012.85","239,873.25","143.0137","292.89","929.74","1,677.27","245","761","70,817.61","254,386.50","136.7406","334.28","1,038.31","1,860.36","277","827","76,548.43","233,716.50","152.6274","282.61","843.74","1,531.29","325","1,001","95,848.56","299,656.00","183.7215","299.36","922.02","1,631.03","300","920","72,941.61","211,290.50","161.0208","229.66","704.30","1,312.19","351","1,086","101,107.98","293,984.05","197.2281","270.70","837.56","1,490.58","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10850  :  โรงพยาบาลบางคล้า","1,407","4,777","343,406.45","458,443.75","977.9390","95.97","325.83","468.79","303","1,127","72,112.26","97,717.00","191.6141","86.71","322.50","509.97","295","1,038","76,039.20","100,646.25","168.4783","96.96","341.17","597.38","299","931","90,515.07","120,622.50","173.9029","129.56","403.42","693.62","510","1,681","104,739.92","139,458.00","443.9437","82.96","273.45","314.13","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","5,477","18,195","3,237,313.35","4,201,784.64","3,771.4811","230.93","767.17","1,114.09","578","2,066","294,605.24","380,139.61","387.6387","184.00","657.68","980.65","496","1,560","273,982.91","360,983.22","342.2012","231.40","727.79","1,054.89","407","1,321","265,353.34","346,678.19","273.4803","262.44","851.79","1,267.65","552","1,755","310,844.68","396,645.50","413.1325","226.01","718.56","960.09","355","1,210","184,792.15","243,643.97","220.2220","201.36","686.32","1,106.36","401","1,388","261,767.02","339,938.50","265.3914","244.91","847.73","1,280.89","415","1,282","254,365.04","328,962.75","314.6381","256.60","792.68","1,045.53","386","1,457","330,789.86","424,049.22","283.3599","291.04","1,098.57","1,496.50","436","1,340","236,648.37","308,025.94","299.6365","229.87","706.48","1,028.00","484","1,669","244,288.46","319,957.61","312.2323","191.71","661.07","1,024.74","457","1,475","307,317.63","399,131.19","325.9704","270.60","873.37","1,224.44","510","1,672","272,558.65","353,628.94","333.5778","211.50","693.39","1,060.11"
"10852  :  โรงพยาบาลบางปะกง","5,971","19,484","3,668,907.41","4,951,838.70","3,324.9901","254.15","829.31","1,489.28","663","2,174","394,775.04","502,628.90","340.0772","231.20","758.11","1,477.98","593","1,950","356,498.79","509,491.15","308.0147","261.28","859.18","1,654.11","606","2,036","402,038.65","576,305.00","316.6502","283.06","951.00","1,820.01","594","1,691","374,766.07","526,496.35","287.0001","311.35","886.36","1,834.48","535","1,955","371,968.55","521,307.85","281.6887","266.65","974.41","1,850.65","805","2,154","374,315.20","527,490.10","592.8057","244.89","655.27","889.82","529","1,914","357,782.09","496,691.10","279.1904","259.50","938.92","1,779.04","553","2,099","496,667.57","531,103.25","301.4161","253.03","960.40","1,762.03","494","1,633","165,389.77","234,684.70","276.5095","143.71","475.07","848.74","599","1,878","374,705.68","525,640.30","341.6375","279.89","877.53","1,538.59","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","4,054","11,795","3,117,346.61","4,191,329.52","2,274.0573","355.35","1,033.88","1,843.11","363","1,131","294,286.43","387,393.40","211.1668","342.52","1,067.20","1,834.54","343","1,119","274,322.64","375,726.50","203.8843","335.77","1,095.41","1,842.84","338","978","288,035.11","389,513.50","193.6705","398.28","1,152.41","2,011.22","292","793","246,044.23","344,038.50","158.6687","433.84","1,178.21","2,168.28","324","855","307,402.85","401,127.50","190.8872","469.15","1,238.05","2,101.39","364","994","353,361.02","466,360.62","193.0990","469.18","1,281.21","2,415.14","311","915","252,577.31","331,933.50","179.6761","362.77","1,067.31","1,847.40","330","995","242,020.56","336,257.00","176.6351","337.95","1,018.96","1,903.68","288","848","167,863.91","227,717.00","168.1539","268.53","790.68","1,354.22","381","1,008","259,487.43","343,884.00","202.4729","341.15","902.58","1,698.42","378","1,162","227,910.39","309,896.00","207.8909","266.69","819.83","1,490.67","342","997","204,034.73","277,482.00","187.8519","278.32","811.35","1,477.13"
"10854  :  โรงพยาบาลพนมสารคาม","5,371","20,210","3,642,620.24","4,761,182.08","4,703.4347","235.59","886.46","1,012.28","911","3,469","514,954.11","675,684.79","794.4246","194.78","741.70","850.53","847","3,506","620,049.62","803,082.40","788.2353","229.06","948.15","1,018.84","844","3,113","618,401.94","802,799.25","685.4459","257.89","951.18","1,171.21","1,087","3,688","650,706.88","852,112.71","965.7346","231.05","783.91","882.35","794","2,917","572,051.79","745,034.15","666.0775","255.41","938.33","1,118.54","888","3,517","666,455.90","882,468.78","803.5168","250.92","993.77","1,098.26","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10855  :  โรงพยาบาลสนามชัยเขต","8,246","31,952","7,446,787.21","11,088,871.25","5,793.9741","347.05","1,344.76","1,913.86","707","2,945","294,223.06","412,032.25","466.7448","139.91","582.79","882.78","630","2,418","281,555.50","398,104.25","405.7950","164.64","631.91","981.05","765","2,600","528,788.85","886,501.50","539.4032","340.96","1,158.83","1,643.49","733","2,499","1,140,108.06","1,711,348.25","510.2534","684.81","2,334.72","3,353.92","684","2,911","624,083.08","926,665.25","441.4625","318.33","1,354.77","2,099.08","786","2,999","1,141,444.84","1,711,450.25","572.9022","570.67","2,177.42","2,987.33","733","2,835","477,722.67","730,888.00","515.7355","257.81","997.12","1,417.18","819","3,284","857,847.98","1,236,163.50","621.7811","376.42","1,509.36","1,988.10","819","3,229","1,146,523.45","1,587,730.00","561.7176","491.71","1,938.62","2,826.56","794","3,112","478,407.31","686,055.00","533.6096","220.45","864.05","1,285.69","776","3,120","476,082.41","801,933.00","624.5692","257.03","1,033.42","1,283.98","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10856  :  โรงพยาบาลแปลงยาว","3,425","13,390","2,816,443.41","3,779,152.10","2,093.6711","282.24","1,103.40","1,805.04","311","1,287","165,789.38","223,469.55","201.8226","173.64","718.55","1,107.26","330","1,197","233,186.58","305,862.10","199.9007","255.52","926.85","1,530.07","355","1,313","227,739.19","314,764.00","214.3326","239.73","886.66","1,468.58","333","1,376","326,500.65","433,878.90","209.0419","315.32","1,302.94","2,075.56","342","1,400","291,943.99","406,111.25","218.1920","290.08","1,187.46","1,861.26","390","1,527","302,809.39","407,480.35","233.3259","266.85","1,044.82","1,746.40","359","1,408","353,665.74","450,960.05","225.9007","320.28","1,256.16","1,996.28","339","1,396","360,332.17","484,391.40","205.0762","346.99","1,428.88","2,362.01","317","1,214","267,462.80","370,650.30","178.6549","305.31","1,169.24","2,074.67","349","1,272","287,013.52","381,584.20","207.4236","299.99","1,093.36","1,839.64","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"13747  :  โรงพยาบาลราชสาส์น","544","1,788","624,731.88","680,143.30","381.5214","380.39","1,250.26","1,782.71","42","141","84,589.15","104,421.25","35.3834","740.58","2,486.22","2,951.14","47","164","93,745.06","99,242.50","28.8736","605.14","2,111.54","3,437.14","49","117","51,195.82","59,817.75","35.2541","511.26","1,220.77","1,696.76","49","164","46,014.27","40,714.45","29.7565","248.26","830.91","1,368.25","53","153","32,809.44","36,619.25","42.0500","239.34","690.93","870.85","56","158","29,235.61","33,541.55","35.7854","212.29","598.96","937.30","40","183","60,660.28","106,684.75","37.3459","582.98","2,667.12","2,856.67","34","85","19,346.88","21,824.75","20.2730","256.76","641.90","1,076.54","51","171","50,219.66","51,662.70","29.8577","302.12","1,012.99","1,730.30","43","119","43,576.76","47,592.15","31.8644","399.93","1,106.79","1,493.58","44","173","46,395.17","55,847.20","33.9217","322.82","1,269.25","1,646.36","36","160","66,943.78","22,175.00","21.1557","138.59","615.97","1,048.18"
"31327  :  โรงพยาบาลคลองเขื่อน","241","673","81,759.15","108,586.75","137.8710","161.35","450.57","787.60","59","162","15,978.79","22,001.25","33.8008","135.81","372.90","650.91","76","233","28,867.00","36,277.00","45.7222","155.70","477.33","793.42","55","131","18,245.97","25,074.25","28.3812","191.41","455.90","883.48","51","147","18,667.39","25,234.25","29.9668","171.66","494.79","842.07","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","35,948","157,446","25,254,548.88","38,674,090.75","51,269.8175","245.63","1,075.83","754.32","3,017","13,122","0.00","0.00","4,325.7234","0.00","0.00","0.00","2,967","11,996","0.00","0.00","4,253.6141","0.00","0.00","0.00","2,835","12,401","0.00","0.00","4,244.2040","0.00","0.00","0.00","3,069","13,312","0.00","0.00","4,399.0105","0.00","0.00","0.00","2,853","12,253","0.00","0.00","3,993.0280","0.00","0.00","0.00","2,295","9,407","983,907.09","1,461,981.25","3,238.6697","155.41","637.03","451.41","2,913","13,413","4,415,843.21","6,636,016.25","4,361.6548","494.75","2,278.07","1,521.44","3,051","15,034","4,999,122.63","7,870,824.50","4,437.0381","523.53","2,579.75","1,773.89","3,058","13,362","4,083,976.25","6,201,162.00","4,330.5525","464.09","2,027.85","1,431.96","3,428","15,170","4,253,446.15","6,423,955.25","4,753.9034","423.46","1,873.97","1,351.30","3,301","14,533","3,215,416.13","4,897,397.50","4,606.4211","336.98","1,483.61","1,063.17","3,161","13,443","3,302,837.42","5,182,754.00","4,325.9979","385.54","1,639.59","1,198.05"
"10857  :  โรงพยาบาลกบินทร์บุรี","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10858  :  โรงพยาบาลนาดี","2,012","7,117","877,505.66","1,089,109.84","1,268.5671","153.03","541.31","858.54","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","225","924","96,290.51","124,459.29","148.7646","134.70","553.15","836.62","249","926","127,931.69","160,989.19","165.9644","173.85","646.54","970.02","230","865","92,381.30","116,488.63","154.1091","134.67","506.47","755.88","217","768","98,475.55","121,686.27","133.0670","158.45","560.77","914.47","325","1,148","149,100.69","181,495.29","197.1433","158.10","558.45","920.63","261","870","116,515.35","141,590.78","162.0303","162.75","542.49","873.85","273","904","100,792.40","124,177.86","171.7702","137.36","454.86","722.93","232","712","96,018.17","118,222.53","135.7182","166.04","509.58","871.09"
"10859  :  โรงพยาบาลบ้านสร้าง","1,546","6,045","706,583.26","923,539.75","1,020.6969","152.78","597.37","904.81","120","499","48,255.84","63,930.50","77.1868","128.12","532.75","828.26","113","380","46,533.26","61,109.00","80.6667","160.81","540.79","757.55","102","340","48,555.15","63,459.75","60.9097","186.65","622.15","1,041.87","121","417","50,644.58","65,249.25","75.3773","156.47","539.25","865.64","107","561","58,394.33","76,021.00","80.9092","135.51","710.48","939.58","120","458","50,282.55","65,643.25","90.0833","143.33","547.03","728.69","121","481","57,954.12","75,864.75","78.1185","157.72","626.98","971.15","113","543","55,529.14","73,018.75","83.3634","134.47","646.18","875.91","134","504","58,937.73","77,301.75","91.1172","153.38","576.88","848.38","157","635","83,039.90","109,032.75","97.5803","171.71","694.48","1,117.36","182","623","67,626.24","88,861.00","109.3123","142.63","488.25","812.91","156","604","80,830.42","104,048.00","96.0722","172.26","666.97","1,083.02"
"10860  :  โรงพยาบาลประจันตคาม","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","742","2,070","233,480.47","413,027.00","437.6732","199.53","556.64","943.69","114","307","31,092.99","54,130.50","60.4001","176.32","474.83","896.20","107","320","31,913.04","57,190.50","60.7531","178.72","534.49","941.36","103","289","36,897.53","65,196.00","60.9698","225.59","632.97","1,069.32","107","279","34,544.00","61,618.00","58.5462","220.85","575.87","1,052.47","82","248","25,655.11","45,043.50","59.8305","181.63","549.31","752.85","109","299","35,313.43","62,068.00","65.5667","207.59","569.43","946.64","120","328","38,064.37","67,780.50","71.6068","206.65","564.84","946.57","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10698  :  โรงพยาบาลนครนายก","14,930","76,889","30,105,807.75","37,536,052.29","19,851.8607","488.18","2,514.14","1,890.81","1,990","10,499","2,662,993.62","3,371,246.99","2,608.2275","321.10","1,694.09","1,292.54","1,877","9,849","3,579,339.95","4,540,507.66","2,668.0163","461.01","2,419.02","1,701.83","1,774","9,318","3,882,000.12","4,831,536.90","2,292.1167","518.52","2,723.53","2,107.89","1,808","9,874","4,470,144.02","5,501,135.51","2,692.7085","557.13","3,042.66","2,042.97","1,765","8,868","3,901,194.06","4,820,810.91","2,259.8650","543.62","2,731.34","2,133.23","1,995","9,546","3,819,143.63","4,751,814.39","2,404.5501","497.78","2,381.86","1,976.18","1,823","9,146","3,740,865.49","4,650,168.03","2,342.3313","508.44","2,550.83","1,985.27","1,898","9,789","4,050,126.86","5,068,831.90","2,584.0453","517.81","2,670.62","1,961.59","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10863  :  โรงพยาบาลปากพลี","1,158","3,216","406,248.02","750,973.75","712.2531","233.51","648.51","1,054.36","107","379","36,474.56","69,392.25","75.7147","183.09","648.53","916.50","72","200","26,155.84","48,717.75","46.1914","243.59","676.64","1,054.69","88","268","36,295.05","63,263.25","55.1689","236.06","718.90","1,146.72","105","249","31,934.95","56,869.25","62.6206","228.39","541.61","908.16","90","237","32,417.53","54,970.25","50.2272","231.94","610.78","1,094.43","116","339","40,231.17","76,807.25","63.6185","226.57","662.13","1,207.31","78","204","23,543.19","46,293.75","42.5937","226.93","593.51","1,086.87","110","296","39,393.55","74,884.50","62.5765","252.99","680.77","1,196.69","99","276","38,200.31","67,194.00","62.3775","243.46","678.73","1,077.22","119","304","42,318.29","75,913.25","84.0463","249.71","637.93","903.23","93","239","33,266.99","64,462.25","56.0096","269.72","693.14","1,150.91","81","225","26,016.59","52,206.00","51.1082","232.03","644.52","1,021.48"
"10864  :  โรงพยาบาลบ้านนา","1,803","5,223","871,300.84","1,072,728.41","1,061.1281","205.39","594.97","1,010.93","327","1,016","145,319.17","180,500.22","199.0860","177.66","551.99","906.64","250","709","109,198.07","136,566.75","151.4489","192.62","546.27","901.73","294","807","144,145.44","175,529.94","188.2085","217.51","597.04","932.64","313","881","159,444.22","199,329.00","195.2757","226.25","636.83","1,020.76","258","754","127,293.77","154,547.75","145.7193","204.97","599.02","1,060.59","361","1,056","185,900.17","226,254.75","181.3897","214.26","626.74","1,247.34","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10865  :  โรงพยาบาลองครักษ์","249","675","135,790.83","179,946.56","131.7937","266.59","722.68","1,365.37","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","249","675","135,790.83","179,946.56","131.7937","266.59","722.68","1,365.37","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","27,361","146,457","54,637,042.76","69,200,161.06","42,235.6070","472.49","2,529.15","1,638.43","2,321","12,075","3,049,941.52","3,843,825.96","3,532.9120","318.33","1,656.11","1,088.01","2,282","12,587","4,038,967.64","5,107,290.86","3,739.8718","405.76","2,238.08","1,365.63","2,269","11,609","4,539,297.12","5,877,084.12","3,319.4451","506.25","2,590.16","1,770.50","2,251","11,762","4,908,625.60","6,163,238.91","3,552.5045","524.00","2,738.00","1,734.90","1,937","10,594","4,588,305.01","5,732,355.92","3,206.4075","541.09","2,959.40","1,787.78","2,195","11,594","4,693,400.01","5,868,819.23","3,535.8360","506.19","2,673.72","1,659.81","2,297","12,128","4,846,673.11","6,106,878.18","3,493.2927","503.54","2,658.63","1,748.17","2,293","12,380","4,868,255.37","6,187,825.10","3,597.8320","499.82","2,698.57","1,719.88","2,404","12,116","4,690,054.40","5,937,078.46","3,391.1733","490.02","2,469.67","1,750.74","2,439","14,059","5,073,476.53","6,388,155.12","3,716.8752","454.38","2,619.17","1,718.69","2,355","13,369","5,020,348.36","6,466,304.27","3,721.5400","483.68","2,745.78","1,737.53","2,318","12,184","4,319,698.09","5,521,304.93","3,427.9169","453.16","2,381.93","1,610.69"
"10866  :  โรงพยาบาลคลองหาด","2,134","7,376","1,025,713.15","1,389,402.21","1,497.3153","188.37","651.08","927.93","161","647","66,702.15","90,703.89","114.4275","140.19","563.38","792.68","155","592","82,800.49","114,088.89","114.6719","192.72","736.06","994.92","184","755","121,502.94","163,739.80","129.3123","216.87","889.89","1,266.24","198","599","85,281.65","116,826.35","132.1595","195.04","590.03","883.98","183","529","84,721.39","115,718.13","128.4524","218.75","632.34","900.86","182","572","82,474.49","111,397.15","133.9687","194.75","612.07","831.52","199","622","93,480.35","125,184.75","137.2634","201.26","629.07","912.00","181","707","99,517.26","130,944.30","144.0175","185.21","723.45","909.22","236","781","106,263.01","143,450.35","149.2007","183.68","607.84","961.46","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","244","803","94,907.55","130,419.95","170.6079","162.42","534.51","764.44","211","769","108,061.87","146,928.65","143.2335","191.06","696.34","1,025.80"
