"โรงพยาบาล","รวมทั้งปีงบประมาณ","ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"OP Visit","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","80,511","23,273","72,845","21,805,933.08","28,803,487.65","357.76","0.90","0","0","0.00","0.00","0.00","0.00","3,883","11,734","3,468,617.16","4,578,268.15","1,179.05","3.02","4,103","12,277","3,689,636.71","4,864,245.70","1,185.53","2.99","3,561","10,937","3,486,454.52","4,619,462.90","1,297.24","3.07","3,635","11,194","3,416,363.12","4,526,137.05","1,245.15","3.08","4,536","14,879","4,313,891.00","5,701,456.95","1,256.93","3.28","3,555","11,824","3,430,970.57","4,513,916.90","1,269.74","3.33","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","581,549","259,000","765,430","122,062,038.66","194,418,513.73","334.31","1.32","38,162","109,016","16,967,567.79","27,544,432.86","721.78","2.86","40,658","117,298","19,103,538.03","30,231,754.85","743.56","2.88","38,758","114,459","18,121,497.82","29,120,626.89","751.34","2.95","39,732","117,460","17,851,596.67","28,696,926.67","722.26","2.96","34,522","104,227","15,750,906.67","25,151,427.86","728.56","3.02","41,802","122,868","19,665,418.56","31,280,443.51","748.30","2.94","25,366","80,102","14,601,513.12","22,392,901.09","882.79","3.16","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","31,258","13,388","79,428","34,457,961.43","38,888,613.00","1,244.12","2.54","1,819","10,925","4,879,444.32","5,444,990.50","2,993.40","6.01","1,887","11,026","5,113,380.02","5,995,651.50","3,177.35","5.84","1,829","10,314","4,101,018.83","5,334,462.00","2,916.60","5.64","1,945","11,615","4,809,681.73","4,984,819.50","2,562.89","5.97","1,874","11,701","4,492,558.76","5,102,340.50","2,722.70","6.24","2,236","12,955","6,011,829.33","6,769,753.00","3,027.62","5.79","1,798","10,892","5,050,048.44","5,256,596.00","2,923.58","6.06","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","213,345","130,756","363,076","92,642,725.12","120,787,670.50","566.16","1.70","21,777","51,219","11,584,980.40","15,032,852.25","690.31","2.35","19,663","53,929","14,521,972.11","18,918,313.50","962.13","2.74","20,004","53,152","13,689,956.49","17,829,742.75","891.31","2.66","18,847","51,924","12,879,907.49","16,857,502.25","894.44","2.76","18,652","51,312","12,657,766.76","16,563,808.75","888.04","2.75","17,970","58,415","15,777,478.71","20,534,191.25","1,142.69","3.25","11,122","34,767","9,525,007.93","12,417,576.25","1,116.49","3.13","2,721","8,358","2,005,655.23","2,633,683.50","967.91","3.07","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","97,835","54,171","179,889","34,483,588.86","28,413,893.20","290.43","1.84","7,027","24,190","5,282,840.14","4,001,282.65","569.42","3.44","8,200","27,791","5,470,572.08","4,732,015.60","577.08","3.39","9,336","31,608","6,099,153.53","4,935,462.75","528.65","3.39","8,794","29,291","5,338,826.34","4,467,477.10","508.01","3.33","8,906","29,684","5,672,680.68","4,571,961.00","513.36","3.33","11,908","37,325","6,619,516.09","5,705,694.10","479.15","3.13","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","104,618","76,972","178,616","80,234,670.66","10,829,603.85","103.52","1.71","13,599","24,874","16,782,491.51","1,192,416.85","87.68","1.83","10,334","22,867","15,125,145.43","1,438,129.00","139.16","2.21","10,804","22,909","5,459,791.69","1,235,645.20","114.37","2.12","10,796","23,394","7,431,228.19","1,308,116.42","121.17","2.17","7,966","20,574","11,262,705.33","1,561,396.11","196.01","2.58","10,500","28,409","10,197,367.68","1,899,323.05","180.89","2.71","8,659","24,747","8,549,918.09","1,620,581.47","187.16","2.86","4,314","10,842","5,426,022.74","573,995.75","133.05","2.51","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10663  :  โรงพยาบาลระยอง","510,705","202,552","765,690","467,542,306.94","302,983,545.93","593.27","1.50","24,328","91,361","66,728,036.72","40,815,208.76","1,677.71","3.76","26,073","98,414","74,098,245.83","45,597,128.85","1,748.83","3.77","25,233","95,379","50,618,705.16","41,480,072.91","1,643.88","3.78","26,052","97,611","69,902,103.07","41,856,374.00","1,606.65","3.75","25,799","97,838","74,670,411.74","41,844,210.45","1,621.93","3.79","41,146","155,651","47,381,133.75","50,209,735.47","1,220.28","3.78","33,921","129,436","84,143,670.67","41,180,815.49","1,214.02","3.82","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","250,598","75,748","238,505","16,497,290.02","26,689,244.85","106.50","0.95","7,723","24,309","2,094,231.21","3,311,718.75","428.81","3.15","8,716","27,576","2,454,522.14","3,887,744.00","446.05","3.16","8,229","26,183","2,238,653.47","3,505,908.25","426.04","3.18","8,678","27,440","2,101,250.09","3,360,490.75","387.24","3.16","8,982","28,489","2,196,207.54","3,555,854.60","395.89","3.17","16,443","51,463","2,535,351.71","4,284,894.75","260.59","3.13","13,520","42,283","2,182,125.75","3,626,145.00","268.21","3.13","3,457","10,762","694,948.11","1,156,488.75","334.54","3.11","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10828  :  โรงพยาบาลบ้านฉาง","150,615","70,179","154,002","10,087,472.73","14,408,986.13","95.67","1.02","18,657","29,999","1,479,711.23","2,113,636.32","113.29","1.61","14,204","25,527","1,366,103.16","1,951,357.43","137.38","1.80","10,356","22,152","1,590,833.06","2,272,342.78","219.42","2.14","6,708","18,454","1,366,293.34","1,951,608.47","290.94","2.75","5,092","16,221","1,343,560.29","1,919,143.34","376.89","3.19","6,154","20,502","1,563,769.21","2,233,687.95","362.97","3.33","9,008","21,147","1,377,202.44","1,967,209.84","218.38","2.35","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10829  :  โรงพยาบาลแกลง","182,789","95,283","387,949","30,851,284.01","44,070,315.38","241.10","2.12","10,278","43,256","3,680,099.25","5,256,940.92","511.48","4.21","10,791","47,530","4,147,948.99","5,925,200.81","549.09","4.40","10,556","45,362","3,964,033.43","5,662,437.69","536.42","4.30","10,605","44,487","3,689,543.96","5,270,429.47","496.98","4.19","11,160","43,991","3,880,234.01","5,542,867.39","496.67","3.94","16,762","65,533","4,585,856.05","6,550,662.99","390.80","3.91","12,817","49,872","3,293,577.16","4,704,939.47","367.09","3.89","12,314","47,918","3,609,991.16","5,156,836.64","418.78","3.89","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10830  :  โรงพยาบาลวังจันทร์","89,533","57,229","144,518","6,614,485.15","14,232,692.00","158.97","1.61","11,351","21,840","918,283.17","1,973,616.00","173.87","1.92","10,859","21,756","835,957.16","1,847,192.00","170.11","2.00","8,083","18,905","1,030,886.67","2,116,214.50","261.81","2.34","7,650","19,175","964,647.77","2,111,038.00","275.95","2.51","5,532","16,258","816,983.22","1,809,527.00","327.10","2.94","7,170","24,165","1,017,628.43","2,261,959.50","315.48","3.37","6,584","22,419","1,030,098.73","2,113,145.00","320.95","3.41","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10831  :  โรงพยาบาลบ้านค่าย","127,350","98,580","216,123","7,149,188.80","16,027,508.60","125.85","1.70","11,251","17,962","526,885.88","1,186,370.85","105.45","1.60","2,925","4,713","110,442.48","266,941.00","91.26","1.61","24,892","39,860","1,509,321.58","3,059,052.10","122.89","1.60","17,795","33,470","1,237,132.25","2,709,599.70","152.27","1.88","14,229","27,762","858,105.27","1,920,592.70","134.98","1.95","15,649","44,546","1,130,811.43","2,850,661.85","182.16","2.85","8,708","36,395","1,297,238.42","2,892,655.20","332.18","4.18","3,131","11,415","479,251.49","1,141,635.20","364.62","3.65","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10832  :  โรงพยาบาลปลวกแดง","85,634","45,785","136,043","10,213,937.95","14,587,852.25","170.35","1.59","4,710","14,777","1,158,883.19","1,655,183.24","351.42","3.14","5,006","15,551","1,386,302.41","1,980,022.86","395.53","3.11","5,183","15,787","1,246,908.27","1,780,873.41","343.60","3.05","5,323","16,062","1,177,564.75","1,681,878.66","315.96","3.02","5,641","16,434","1,232,711.21","1,760,612.84","312.11","2.91","7,499","21,415","1,518,892.60","2,169,257.65","289.27","2.86","6,042","16,839","1,122,362.04","1,602,906.40","265.29","2.79","6,102","18,234","1,302,966.61","1,860,924.69","304.97","2.99","279","944","67,346.87","96,192.50","344.78","3.38","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","56,772","21,047","76,060","5,411,786.49","8,575,047.49","151.04","1.34","2,204","8,299","564,142.20","907,979.36","411.97","3.77","2,464","9,298","706,199.47","1,124,579.95","456.40","3.77","2,875","9,630","764,825.28","1,189,445.65","413.72","3.35","2,501","8,887","696,640.23","1,096,770.52","438.53","3.55","2,548","8,946","658,927.62","1,037,473.79","407.17","3.51","3,743","13,837","877,102.12","1,385,479.45","370.15","3.70","3,052","11,062","670,451.31","1,061,586.02","347.83","3.62","1,660","6,101","473,498.26","771,732.75","464.90","3.68","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","123,115","68,186","133,207","4,153,608.37","7,835,886.95","63.65","1.08","18,555","26,581","492,158.95","978,355.25","52.73","1.43","16,497","24,787","560,722.10","1,073,651.25","65.08","1.50","13,641","22,103","584,505.11","1,122,640.00","82.30","1.62","6,932","16,228","651,329.95","1,206,159.50","174.00","2.34","3,837","12,005","579,382.97","1,059,094.75","276.02","3.13","4,364","14,771","639,457.25","1,192,662.50","273.30","3.38","4,360","16,732","646,052.04","1,203,323.70","275.99","3.84","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","682,425","364,374","959,621","0.00","240,111,765.35","351.85","1.41","68,495","136,535","0.00","31,616,525.00","461.59","1.99","67,252","144,121","0.00","32,732,331.40","486.71","2.14","46,371","119,175","0.00","31,641,569.70","682.36","2.57","43,993","116,860","0.00","32,713,866.50","743.62","2.66","36,163","111,061","0.00","29,574,440.50","817.81","3.07","47,634","155,554","0.00","35,898,031.00","753.62","3.27","38,124","123,447","0.00","31,282,022.10","820.53","3.24","16,342","52,868","0.00","14,652,979.15","896.65","3.24","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10834  :  โรงพยาบาลขลุง","89,395","45,805","162,551","12,647,028.25","17,040,298.45","190.62","1.82","4,244","16,219","753,498.73","1,303,228.87","307.08","3.82","4,735","18,217","1,281,672.16","2,031,063.74","428.95","3.85","4,467","17,422","902,470.40","1,535,540.17","343.75","3.90","5,381","18,423","938,870.76","1,512,620.68","281.10","3.42","6,617","20,372","1,894,268.97","2,289,136.58","345.95","3.08","8,188","28,265","2,638,289.13","2,396,527.84","292.69","3.45","7,372","25,958","2,279,663.71","3,212,153.09","435.72","3.52","4,801","17,675","1,958,294.39","2,760,027.48","574.89","3.68","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10835  :  โรงพยาบาลท่าใหม่","41,250","19,964","60,244","12,935,901.05","15,902,497.30","385.52","1.46","2,324","7,050","1,208,660.10","1,732,226.75","745.36","3.03","2,658","8,040","1,456,453.22","2,064,881.35","776.86","3.02","2,524","7,720","510,856.55","888,613.00","352.07","3.06","2,723","8,453","1,596,924.51","2,228,751.25","818.49","3.10","2,394","7,281","1,383,462.61","1,487,963.70","621.54","3.04","3,652","10,825","3,503,541.17","3,700,385.25","1,013.25","2.96","3,689","10,875","3,276,002.89","3,799,676.00","1,030.00","2.95","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","32,044","16,576","49,674","5,377,815.07","6,224,587.41","194.25","1.55","2,483","6,329","502,541.97","769,428.75","309.88","2.55","2,156","6,663","1,871,229.93","845,742.00","392.27","3.09","2,426","7,174","699,960.24","1,081,573.41","445.83","2.96","2,065","6,226","568,929.92","877,503.00","424.94","3.02","2,051","6,078","557,472.38","809,988.00","394.92","2.96","2,656","8,544","624,895.39","996,259.00","375.10","3.22","2,627","8,242","523,954.43","800,073.75","304.56","3.14","112","418","28,830.81","44,019.50","393.03","3.73","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10837  :  โรงพยาบาลสองพี่น้อง","61,242","36,506","102,789","4,755,071.04","12,963,384.81","211.67","1.68","8,322","14,870","1,215,850.64","1,279,739.75","153.78","1.79","5,849","13,710","621,613.05","650,430.25","111.20","2.34","4,591","12,402","358,879.69","726,240.25","158.19","2.70","3,182","10,178","743,313.78","1,398,298.25","439.44","3.20","2,746","9,400","288,094.19","1,907,338.25","694.59","3.42","3,953","14,179","365,986.34","2,990,836.70","756.60","3.59","4,132","14,979","767,479.72","2,534,598.28","613.41","3.63","3,601","12,547","376,012.51","1,400,197.51","388.84","3.48","130","524","17,841.12","75,705.57","582.35","4.03","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","93,270","36,721","114,001","7,558,350.25","13,054,365.50","139.96","1.22","3,908","12,403","1,079,233.09","1,808,662.00","462.81","3.17","5,141","15,210","903,994.34","1,592,609.50","309.79","2.96","5,426","15,320","856,442.23","1,547,744.50","285.25","2.82","4,295","13,799","1,025,795.18","1,737,751.00","404.60","3.21","4,325","14,290","962,043.30","1,622,182.00","375.07","3.30","5,529","17,169","991,967.68","1,759,014.00","318.14","3.11","4,210","12,740","965,477.70","1,616,423.50","383.95","3.03","3,887","13,070","773,396.73","1,369,979.00","352.45","3.36","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10839  :  โรงพยาบาลมะขาม","80,013","45,184","88,589","8,947,087.20","5,817,974.74","72.71","1.11","10,290","16,102","3,309,588.97","795,268.73","77.29","1.56","10,187","16,743","2,347,407.26","937,635.71","92.04","1.64","7,712","12,942","809,161.53","677,908.73","87.90","1.68","4,918","11,346","722,991.21","874,857.37","177.89","2.31","3,888","10,024","630,028.47","879,926.62","226.32","2.58","4,598","11,694","624,881.07","899,313.23","195.59","2.54","3,591","9,738","503,028.69","753,064.35","209.71","2.71","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","67,787","30,681","142,211","4,937,674.32","15,048,886.83","222.00","2.10","3,405","15,355","621,897.68","1,543,497.70","453.30","4.51","4,051","18,221","805,787.16","1,960,860.08","484.04","4.50","3,766","16,917","689,120.98","1,798,683.04","477.61","4.49","3,736","17,061","676,110.29","1,723,144.52","461.23","4.57","3,706","16,842","656,344.74","1,742,048.48","470.06","4.54","5,862","27,399","784,929.31","3,086,496.60","526.53","4.67","6,155","30,416","703,484.16","3,194,156.41","518.95","4.94","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10841  :  โรงพยาบาลสอยดาว","86,408","33,284","97,770","6,685,617.99","10,714,537.75","124.00","1.13","4,820","12,978","824,830.38","1,342,498.25","278.53","2.69","3,840","12,472","957,877.70","1,527,304.00","397.74","3.25","3,735","12,313","945,106.38","1,496,921.50","400.78","3.30","4,080","13,017","953,043.35","1,515,941.75","371.55","3.19","3,942","12,143","797,985.36","1,287,843.25","326.70","3.08","7,090","18,223","1,203,602.65","1,909,308.75","269.30","2.57","5,777","16,624","1,003,172.17","1,634,720.25","282.97","2.88","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","53,623","25,085","89,615","5,732,286.61","10,172,860.00","189.71","1.67","2,875","10,312","560,665.87","1,085,007.00","377.39","3.59","3,092","11,219","678,574.72","1,252,426.00","405.05","3.63","3,508","12,238","739,663.59","1,330,943.00","379.40","3.49","3,078","11,305","738,509.80","1,273,535.00","413.75","3.67","3,240","11,228","624,434.97","1,207,545.00","372.70","3.47","4,493","16,416","1,133,487.18","1,942,737.00","432.39","3.65","3,237","11,600","850,211.39","1,435,672.00","443.52","3.58","1,562","5,297","406,739.09","644,995.00","412.93","3.39","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10843  :  โรงพยาบาลนายายอาม","88,191","27,242","91,839","5,918,656.08","10,762,481.70","122.04","1.04","3,196","11,241","680,927.83","1,603,911.50","501.85","3.52","3,472","12,162","816,718.02","1,899,924.45","547.21","3.50","4,064","12,739","856,504.29","1,604,055.60","394.70","3.13","3,548","12,297","711,879.15","1,320,298.00","372.12","3.47","3,508","12,061","919,431.18","1,452,465.80","414.04","3.44","4,977","16,575","971,753.09","1,534,934.35","308.41","3.33","4,310","14,180","921,784.16","1,286,072.50","298.39","3.29","167","584","39,658.36","60,819.50","364.19","3.50","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","80,824","57,740","138,321","13,668,429.99","11,623,247.00","143.81","1.71","11,306","20,860","3,713,633.30","1,124,452.25","99.46","1.85","13,612","24,392","3,108,234.38","1,389,679.75","102.09","1.79","9,919","20,052","1,080,711.06","1,260,162.75","127.05","2.02","7,547","18,276","977,949.11","1,360,142.00","180.22","2.42","4,532","14,690","1,175,302.31","1,593,930.50","351.71","3.24","1,774","6,115","693,977.47","909,499.50","512.68","3.45","5,940","21,665","1,893,684.77","2,491,826.00","419.50","3.65","3,110","12,271","1,024,937.59","1,493,554.25","480.24","3.95","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10696  :  โรงพยาบาลตราด","375,433","83,794","295,360","52,972,248.68","96,678,778.75","257.51","0.79","10,090","34,218","6,282,324.56","11,921,175.25","1,181.48","3.39","10,819","38,905","7,440,065.68","14,043,067.00","1,298.00","3.60","10,088","35,104","6,521,593.64","12,367,970.00","1,226.01","3.48","10,137","35,464","5,748,290.18","10,911,464.50","1,076.40","3.50","9,990","34,863","5,958,113.60","10,851,472.75","1,086.23","3.49","12,478","44,418","7,865,951.07","13,501,791.25","1,082.05","3.56","10,228","36,388","6,649,278.36","11,465,518.50","1,120.99","3.56","9,964","36,000","6,506,631.59","11,616,319.50","1,165.83","3.61","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10845  :  โรงพยาบาลคลองใหญ่","71,777","42,226","79,849","7,658,274.28","13,914,688.84","193.86","1.11","8,670","12,564","1,719,758.00","2,900,535.04","334.55","1.45","5,496","9,645","585,628.48","1,108,988.29","201.78","1.75","6,006","10,687","764,283.84","1,434,572.91","238.86","1.78","5,542","9,800","583,237.37","1,088,048.38","196.33","1.77","4,590","8,692","703,863.79","1,298,190.43","282.83","1.89","5,493","12,417","1,664,333.49","3,043,945.05","554.15","2.26","3,052","8,239","1,041,990.79","1,899,463.16","622.37","2.70","3,377","7,805","595,178.52","1,140,945.58","337.86","2.31","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10846  :  โรงพยาบาลเขาสมิง","98,620","50,255","106,026","5,999,242.55","9,897,223.00","100.36","1.08","13,830","19,758","696,438.52","1,147,736.25","82.99","1.43","14,515","21,075","870,883.43","1,412,177.75","97.29","1.45","3,572","8,853","635,884.03","1,077,192.50","301.57","2.48","2,958","9,199","701,116.28","1,150,675.00","389.00","3.11","2,896","9,044","683,775.16","1,132,751.50","391.14","3.12","4,505","14,131","989,029.83","1,623,492.75","360.38","3.14","3,535","10,925","705,398.32","1,138,228.50","321.99","3.09","4,444","13,041","716,716.98","1,214,968.75","273.40","2.93","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10847  :  โรงพยาบาลบ่อไร่","104,448","53,659","111,362","5,546,341.95","9,280,982.30","88.86","1.07","12,600","18,866","535,439.98","942,592.50","74.81","1.50","10,934","17,554","756,070.90","1,219,753.50","111.56","1.61","5,163","12,100","755,551.83","1,244,983.00","241.14","2.34","5,394","12,198","599,890.92","1,073,840.10","199.08","2.26","4,553","11,589","738,185.50","1,193,637.40","262.17","2.55","6,239","15,150","783,868.32","1,322,592.45","211.99","2.43","4,912","13,214","651,535.96","1,131,644.40","230.38","2.69","3,864","10,691","725,798.54","1,151,938.95","298.12","2.77","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","64,092","38,055","91,997","41,964,972.90","10,075,456.58","157.20","1.44","7,616","13,012","5,605,810.36","1,127,485.94","148.04","1.71","5,551","11,006","594,097.46","830,997.13","149.70","1.98","3,923","10,128","11,668,380.61","1,142,896.09","291.33","2.58","4,441","10,108","537,228.16","709,080.58","159.67","2.28","4,633","12,011","12,062,986.27","1,710,139.94","369.12","2.59","4,919","14,941","1,818,205.84","2,025,313.74","411.73","3.04","3,778","11,621","9,010,481.96","1,624,002.48","429.86","3.08","3,194","9,170","667,782.24","905,540.68","283.51","2.87","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10849  :  โรงพยาบาลเกาะกูด","13,457","5,663","16,399","547,373.07","1,046,138.50","77.74","1.22","499","1,477","64,586.91","89,591.75","179.54","2.96","751","1,956","63,531.46","128,120.25","170.60","2.60","688","2,013","80,629.23","145,581.75","211.60","2.93","570","1,687","61,566.64","108,852.25","190.97","2.96","583","1,709","64,223.66","111,899.50","191.94","2.93","1,028","3,021","81,427.71","181,491.00","176.55","2.94","817","2,393","48,599.17","114,008.50","139.55","2.93","727","2,143","82,808.29","166,593.50","229.15","2.95","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
