"โรงพยาบาล","รวมทั้งปีงบประมาณ","ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"OP Visit","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง"
"10887  :  โรงพยาบาลสูงเนิน","180,805","110,687","415,718","32,479,607.51","51,750,635.20","286.22","2.30","9,421","34,452","2,269,825.15","3,878,336.10","411.67","3.66","9,724","38,138","2,580,518.41","4,363,674.00","448.75","3.92","9,288","36,124","2,424,735.48","4,025,703.50","433.43","3.89","9,267","36,658","2,469,246.27","4,185,592.00","451.67","3.96","8,440","34,102","2,437,714.06","4,082,248.60","483.68","4.04","20,282","76,653","5,646,701.11","9,587,252.50","472.70","3.78","7,905","30,318","2,518,093.67","4,132,804.00","522.81","3.84","8,712","30,124","2,998,905.59","4,510,547.50","517.74","3.46","18,223","63,912","5,471,877.53","7,927,787.00","435.04","3.51","8,699","31,962","3,262,937.96","4,443,412.00","510.80","3.67","518","2,289","275,321.14","415,402.50","801.94","4.42","208","986","123,731.14","197,875.50","951.32","4.74"
"10888  :  โรงพยาบาลขามทะเลสอ","93,367","50,746","164,967","11,058,312.79","15,927,600.55","170.59","1.77","3,857","15,099","631,209.57","1,227,346.88","318.21","3.91","3,674","13,051","518,235.76","937,998.46","255.31","3.55","3,820","14,509","645,399.24","1,429,221.88","374.14","3.80","3,903","15,031","643,981.63","1,459,330.90","373.90","3.85","3,399","12,577","565,805.70","1,284,909.82","378.03","3.70","4,109","15,850","648,949.04","1,516,821.60","369.15","3.86","4,027","13,793","630,846.59","1,400,242.99","347.71","3.43","3,521","12,391","692,465.91","1,504,372.04","427.26","3.52","4,304","13,677","820,650.39","1,488,708.85","345.89","3.18","4,229","13,155","1,031,545.49","1,452,085.76","343.36","3.11","5,614","13,332","2,016,082.40","1,199,707.30","213.70","2.37","6,289","12,502","2,213,141.07","1,026,854.07","163.28","1.99"
"10889  :  โรงพยาบาลสีคิ้ว","294,071","176,569","502,720","54,916,252.76","55,470,739.80","188.63","1.71","10,257","38,119","2,035,591.29","4,025,550.10","392.47","3.72","10,793","40,856","2,249,377.89","4,459,554.70","413.19","3.79","10,143","38,264","2,662,611.90","4,873,869.00","480.52","3.77","9,738","36,714","2,146,747.17","3,904,139.70","400.92","3.77","9,575","35,166","2,147,719.32","3,873,980.70","404.59","3.67","11,112","42,192","2,310,029.84","4,263,069.10","383.65","3.80","9,456","33,471","2,331,068.66","3,909,008.30","413.39","3.54","9,403","34,091","2,442,346.10","4,214,765.60","448.24","3.63","13,639","40,675","3,400,961.70","5,461,934.80","400.46","2.98","12,712","36,213","3,969,487.51","5,821,644.00","457.96","2.85","25,847","53,770","10,871,545.54","6,701,697.70","259.28","2.08","43,894","73,189","18,348,765.84","3,961,526.10","90.25","1.67"
"10890  :  โรงพยาบาลปากช่องนานา","446,510","276,359","757,747","0.00","113,361,090.63","253.88","1.70","16,501","61,873","0.00","10,233,550.50","620.18","3.75","17,914","68,057","0.00","10,579,746.25","590.59","3.80","16,698","62,948","0.00","10,806,668.00","647.18","3.77","15,462","61,225","0.00","10,507,432.25","679.56","3.96","15,028","57,584","0.00","9,950,090.50","662.10","3.83","18,319","71,681","0.00","10,869,391.25","593.34","3.91","14,686","51,927","0.00","9,719,659.66","661.83","3.54","24,581","62,246","0.00","9,511,899.71","386.96","2.53","28,103","72,372","0.00","10,330,772.77","367.60","2.58","6,139","15,064","0.00","1,890,039.70","307.87","2.45","60,477","99,978","0.00","11,231,623.54","185.72","1.65","42,451","72,792","0.00","7,730,216.50","182.10","1.71"
"10891  :  โรงพยาบาลหนองบุญมาก","132,027","89,061","246,425","18,752,101.91","25,442,610.59","192.71","1.87","5,335","20,027","1,295,845.70","1,969,115.78","369.09","3.75","5,456","20,781","1,472,994.17","2,238,063.14","410.20","3.81","5,429","20,388","1,548,188.80","2,250,647.31","414.56","3.76","4,854","18,145","1,323,805.10","1,992,147.90","410.41","3.74","5,142","19,052","1,349,037.76","2,137,632.06","415.72","3.71","5,859","21,259","1,475,287.85","2,305,661.84","393.52","3.63","5,107","18,935","1,518,457.12","2,406,557.60","471.23","3.71","4,070","13,506","880,772.12","1,438,485.38","353.44","3.32","6,126","18,845","1,729,000.96","2,128,186.95","347.40","3.08","6,301","17,304","1,568,509.32","2,169,455.68","344.30","2.75","15,530","27,415","1,838,893.74","2,502,513.70","161.14","1.77","19,852","30,768","2,751,309.27","1,904,143.25","95.92","1.55"
"10892  :  โรงพยาบาลแก้งสนามนาง","86,397","56,266","156,971","6,590,358.05","17,161,982.19","198.64","1.82","3,362","12,059","548,778.74","1,441,694.79","428.82","3.59","3,473","12,254","504,872.56","1,360,989.68","391.88","3.53","3,165","11,678","534,959.57","1,337,688.59","422.65","3.69","3,308","12,208","506,984.54","1,341,625.68","405.57","3.69","3,163","11,646","553,278.04","1,368,157.78","432.55","3.68","3,676","13,212","610,249.34","1,613,828.66","439.02","3.59","3,077","10,111","446,364.85","1,120,010.82","363.99","3.29","4,113","12,274","644,620.97","1,541,757.78","374.85","2.98","3,963","12,267","566,916.85","1,440,356.10","363.45","3.10","4,383","11,533","475,171.87","1,220,203.72","278.39","2.63","8,612","17,463","637,099.05","1,923,843.98","223.39","2.03","11,971","20,266","561,061.67","1,451,824.61","121.28","1.69"
"10893  :  โรงพยาบาลโนนแดง","68,764","46,750","161,397","11,365,945.31","14,027,601.48","204.00","2.35","3,097","12,851","573,379.92","1,219,879.47","393.89","4.15","3,238","13,051","528,346.41","1,168,409.28","360.84","4.03","3,468","14,359","646,016.94","1,428,198.30","411.82","4.14","3,139","13,009","574,250.52","1,225,389.50","390.38","4.14","2,840","11,624","419,950.43","946,059.72","333.12","4.09","3,542","15,184","535,489.82","1,146,902.60","323.80","4.29","2,664","10,345","587,366.09","884,873.92","332.16","3.88","2,894","10,654","692,337.87","983,738.64","339.92","3.68","3,614","13,702","703,508.14","1,305,328.68","361.19","3.79","3,289","12,444","945,253.22","1,377,954.15","418.96","3.78","5,914","14,788","2,326,198.97","1,315,460.67","222.43","2.50","9,051","19,386","2,833,846.98","1,025,406.55","113.29","2.14"
"10894  :  โรงพยาบาลวังน้ำเขียว","84,001","55,785","157,942","17,922,375.16","19,170,941.99","228.22","1.88","3,661","12,560","986,275.72","1,484,550.31","405.50","3.43","3,827","12,760","1,001,127.59","1,528,651.37","399.44","3.33","4,022","13,841","1,175,382.50","1,783,494.24","443.43","3.44","3,551","11,979","1,048,839.06","1,598,332.07","450.11","3.37","3,247","11,294","985,261.42","1,506,224.10","463.88","3.48","3,937","13,618","1,329,485.82","2,005,790.26","509.47","3.46","3,555","11,264","1,166,483.99","1,397,903.76","393.22","3.17","3,918","12,113","1,439,460.71","1,634,291.95","417.12","3.09","4,325","13,440","1,380,308.56","1,697,497.63","392.49","3.11","4,394","12,186","1,609,334.57","1,522,090.75","346.40","2.77","3,943","9,665","1,507,834.79","1,169,629.39","296.63","2.45","13,405","23,222","4,292,580.43","1,842,486.16","137.45","1.73"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","338,960","227,471","1,090,175","0.00","637,557,714.05","1,880.92","3.22","20,350","91,098","0.00","53,743,856.80","2,640.98","4.48","21,668","130,120","0.00","72,290,394.75","3,336.27","6.01","20,563","125,539","0.00","74,786,749.40","3,636.96","6.11","18,848","87,648","0.00","52,919,223.75","2,807.68","4.65","17,946","78,640","0.00","43,841,274.25","2,442.96","4.38","21,701","96,646","0.00","55,747,807.75","2,568.91","4.45","15,908","69,613","0.00","35,252,138.50","2,216.00","4.38","18,530","84,989","0.00","51,569,956.25","2,783.05","4.59","19,334","86,756","0.00","51,082,988.50","2,642.13","4.49","16,891","76,209","0.00","46,637,178.75","2,761.07","4.51","17,738","81,169","0.00","49,049,107.45","2,765.20","4.58","17,994","81,748","0.00","50,637,037.90","2,814.11","4.54"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","64,570","40,709","112,856","10,260,853.88","9,261,784.36","143.44","1.75","2,734","9,529","419,779.16","763,109.29","279.12","3.49","3,233","11,851","490,845.93","937,714.25","290.04","3.67","3,076","11,214","429,036.52","839,361.10","272.87","3.65","2,775","10,230","475,309.84","925,949.16","333.68","3.69","2,008","7,508","413,878.47","721,621.33","359.37","3.74","540","2,018","81,522.29","165,719.75","306.89","3.74","3,468","11,813","830,174.39","1,235,584.97","356.28","3.41","2,765","8,820","597,500.56","767,567.17","277.60","3.19","3,214","9,280","598,405.81","734,029.14","228.38","2.89","2,346","6,868","598,646.88","821,619.04","350.22","2.93","7,294","13,646","2,973,868.49","1,016,506.55","139.36","1.87","7,256","10,079","2,351,885.54","333,002.61","45.89","1.39"
"11608  :  โรงพยาบาลลำทะเมนชัย","67,944","44,508","129,871","10,228,363.91","13,901,588.52","204.60","1.91","2,684","9,607","457,049.74","1,101,953.33","410.56","3.58","2,809","10,114","441,329.77","1,066,556.07","379.69","3.60","2,940","11,126","636,862.41","1,498,295.05","509.62","3.78","2,936","10,923","589,581.31","1,431,407.05","487.54","3.72","2,478","9,045","464,915.05","927,659.41","374.36","3.65","2,613","9,558","559,368.32","1,025,656.91","392.52","3.66","2,856","10,086","662,092.24","1,159,994.50","406.16","3.53","2,859","9,421","680,705.70","1,166,435.06","407.99","3.30","3,506","11,338","687,129.78","1,265,179.50","360.86","3.23","3,514","9,795","904,053.44","1,183,188.55","336.71","2.79","6,672","13,982","2,536,440.99","1,134,297.60","170.01","2.10","8,641","14,876","1,608,835.16","940,965.49","108.90","1.72"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","49,454","15,388","49,153","3,498,009.58","12,270,137.80","248.11","0.99","1,433","4,715","300,209.36","1,035,219.00","722.41","3.29","1,684","5,477","355,801.76","1,209,028.00","717.95","3.25","1,642","5,072","389,535.23","1,224,352.00","745.65","3.09","1,205","4,235","292,597.92","1,105,297.00","917.26","3.51","1,226","3,947","275,707.75","971,261.30","792.22","3.22","1,502","5,091","341,857.67","1,259,529.20","838.57","3.39","1,265","4,173","305,345.62","1,114,162.00","880.76","3.30","1,137","3,741","286,005.68","1,046,623.30","920.51","3.29","1,133","3,822","278,121.94","998,501.40","881.29","3.37","1,148","2,536","162,313.72","568,588.00","495.29","2.21","823","2,597","207,258.17","707,705.30","859.91","3.16","1,190","3,747","303,254.76","1,029,871.30","865.44","3.15"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","52,496","16,741","52,557","4,300,869.21","25,751,016.35","490.53","1.00","1,318","4,079","312,290.51","1,762,069.85","1,336.93","3.09","1,658","5,751","388,618.07","2,473,639.40","1,491.94","3.47","1,616","5,371","380,164.22","2,316,614.55","1,433.55","3.32","1,461","4,752","441,445.43","2,295,946.10","1,571.49","3.25","1,375","4,467","332,615.19","2,189,784.85","1,592.57","3.25","1,092","3,408","300,075.68","1,701,645.55","1,558.28","3.12","1,511","4,533","371,319.10","2,267,659.70","1,500.77","3.00","1,348","4,013","341,814.65","2,068,179.40","1,534.26","2.98","1,410","4,291","419,825.88","2,302,676.85","1,633.10","3.04","1,369","3,870","307,112.89","1,919,434.70","1,402.07","2.83","1,271","4,112","370,606.24","2,423,856.70","1,907.05","3.24","1,312","3,910","334,981.35","2,029,508.70","1,546.88","2.98"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","29,556","16,038","47,449","10,356,016.19","14,053,585.00","475.49","1.61","1,435","4,419","830,140.19","1,134,458.00","790.56","3.08","1,517","4,394","806,668.81","1,095,620.00","722.23","2.90","1,555","4,597","1,024,745.91","1,389,207.00","893.38","2.96","1,405","3,874","875,396.87","1,190,023.00","846.99","2.76","1,234","3,638","666,640.96","906,065.00","734.25","2.95","1,531","4,475","895,999.64","1,205,560.00","787.43","2.92","1,307","3,978","1,081,223.44","1,459,221.00","1,116.47","3.04","1,098","3,015","738,695.89","990,152.00","901.78","2.75","1,289","3,920","845,419.50","1,152,265.00","893.92","3.04","1,311","3,878","870,541.97","1,191,338.00","908.72","2.96","1,120","3,540","789,069.84","1,078,834.00","963.24","3.16","1,236","3,721","931,473.17","1,260,842.00","1,020.10","3.01"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","76,982","65,448","247,555","40,172,762.61","56,569,583.45","734.84","3.22","5,099","19,887","3,329,846.92","4,494,945.30","881.53","3.90","4,830","19,037","3,035,898.66","4,198,962.70","869.35","3.94","5,464","21,343","4,302,351.69","7,904,004.35","1,446.56","3.91","4,949","19,477","2,953,644.50","4,046,668.15","817.67","3.94","5,069","20,628","2,664,591.45","3,660,695.00","722.17","4.07","3,307","13,323","1,972,781.92","2,714,580.55","820.86","4.03","5,137","20,903","3,887,500.09","5,213,631.85","1,014.92","4.07","5,411","21,004","4,315,626.15","5,671,703.80","1,048.18","3.88","6,092","22,643","3,559,327.71","4,829,605.95","792.78","3.72","5,560","21,394","2,898,125.90","4,034,538.85","725.64","3.85","6,694","23,579","3,614,692.10","4,913,843.50","734.07","3.52","7,836","24,337","3,638,375.52","4,886,403.45","623.58","3.11"
"14161  :  โรงพยาบาลกองบิน กองบิน1","10,140","4,964","16,085","3,195,218.53","4,380,424.14","431.99","1.59","484","1,602","314,199.40","428,405.50","885.14","3.31","502","1,647","308,489.99","426,068.25","848.74","3.28","546","1,743","323,455.34","442,714.64","810.83","3.19","518","1,629","292,225.44","403,851.75","779.64","3.14","473","1,644","328,833.43","457,363.50","966.94","3.48","0","0","0.00","0.00","0.00","0.00","434","1,527","362,322.02","495,549.75","1,141.82","3.52","0","0","0.00","0.00","0.00","0.00","533","1,707","340,993.69","464,228.50","870.97","3.20","555","1,704","350,663.68","474,612.25","855.16","3.07","442","1,329","228,705.03","315,555.75","713.93","3.01","477","1,553","345,330.51","472,074.25","989.67","3.26"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","96,023","66,896","205,012","18,244,303.71","21,647,583.50","225.44","2.14","4,507","16,580","778,584.94","1,632,969.00","362.32","3.68","4,888","18,471","878,088.21","1,851,921.50","378.87","3.78","4,475","16,723","764,773.00","1,598,248.00","357.15","3.74","4,032","15,178","704,738.60","1,486,461.50","368.67","3.76","4,034","15,863","785,368.30","1,665,610.50","412.89","3.93","4,934","19,258","1,041,852.88","2,226,698.00","451.30","3.90","4,225","14,851","1,130,620.52","1,647,059.50","389.84","3.52","3,993","14,029","1,157,341.14","1,721,608.50","431.16","3.51","5,253","16,711","1,136,301.14","1,843,123.50","350.87","3.18","4,289","13,418","1,215,802.19","1,649,150.50","384.51","3.13","8,268","19,816","3,169,388.39","2,725,765.50","329.68","2.40","13,998","24,114","5,481,444.40","1,598,967.50","114.23","1.72"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","230,692","130,082","467,099","48,090,459.50","66,563,343.90","288.54","2.02","11,250","40,718","3,595,658.81","5,149,410.00","457.73","3.62","11,992","42,794","3,359,639.59","4,831,469.70","402.89","3.57","11,908","43,722","4,481,414.67","6,328,676.85","531.46","3.67","10,576","39,598","3,894,608.30","5,528,004.55","522.69","3.74","10,018","37,161","3,121,578.93","4,516,685.65","450.86","3.71","12,452","44,689","4,165,460.54","5,921,999.60","475.59","3.59","11,056","38,699","4,647,687.32","6,431,583.05","581.73","3.50","10,783","36,155","4,477,084.33","5,222,685.30","484.34","3.35","11,603","39,545","4,444,509.84","5,788,190.70","498.85","3.41","9,338","32,856","3,768,638.37","5,305,592.15","568.17","3.52","9,180","34,538","4,209,133.40","5,945,068.10","647.61","3.76","9,926","36,624","3,925,045.40","5,593,978.25","563.57","3.69"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","463,258","185,640","580,951","681,018.18","241,845,247.00","522.05","1.25","18,669","57,949","59,851.75","22,529,200.00","1,206.77","3.10","19,725","62,791","70,147.45","23,305,113.00","1,181.50","3.18","18,401","58,257","73,656.01","25,345,764.00","1,377.41","3.17","0","0","0.00","0.00","0.00","0.00","18,903","59,638","70,786.12","23,074,991.00","1,220.71","3.15","22,722","71,041","124,289.18","27,291,426.00","1,201.10","3.13","18,388","57,114","76,692.46","24,891,439.00","1,353.68","3.11","16,892","52,891","39,964.05","22,881,043.00","1,354.55","3.13","19,595","61,301","42,598.66","24,873,575.00","1,269.38","3.13","16,167","49,425","71,961.82","23,858,165.00","1,475.73","3.06","0","0","0.00","0.00","0.00","0.00","16,178","50,544","51,070.68","23,794,531.00","1,470.80","3.12"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","98,560","56,942","148,911","6,179,845.64","9,714,275.95","98.56","1.51","3,328","11,328","486,853.38","697,760.75","209.66","3.40","3,382","11,816","486,095.78","682,747.50","201.88","3.49","3,634","12,422","515,174.16","793,188.50","218.27","3.42","3,128","11,365","534,197.86","755,142.75","241.41","3.63","3,112","10,872","486,808.31","698,104.50","224.33","3.49","3,496","11,545","536,769.79","835,490.00","238.98","3.30","3,226","10,834","550,304.55","915,215.00","283.70","3.36","3,600","11,016","519,029.36","1,073,899.50","298.31","3.06","3,052","8,605","397,410.53","771,559.80","252.80","2.82","4,506","11,829","564,144.74","800,770.65","177.71","2.63","8,628","16,272","570,351.28","808,059.25","93.66","1.89","13,850","21,007","532,705.90","882,337.75","63.71","1.52"
"27839  :  โรงพยาบาลบัวลาย","60,085","26,354","91,136","4,365,587.33","13,677,886.14","227.64","1.52","2,052","6,566","293,729.87","816,202.91","397.76","3.20","2,442","8,829","392,033.93","1,221,114.96","500.05","3.62","2,399","8,560","361,933.24","1,126,847.29","469.72","3.57","2,195","7,901","343,231.93","1,164,540.97","530.54","3.60","2,200","7,977","370,536.92","1,276,241.99","580.11","3.63","2,259","8,198","355,700.75","1,187,285.25","525.58","3.63","2,068","6,919","310,907.65","965,126.75","466.70","3.35","2,555","7,401","404,620.39","1,134,870.81","444.18","2.90","2,224","7,727","387,616.16","1,288,582.01","579.40","3.47","1,962","6,701","349,359.53","1,090,230.56","555.67","3.42","2,052","7,324","476,900.73","1,224,782.40","596.87","3.57","1,946","7,033","319,016.23","1,182,060.24","607.43","3.61"
"27840  :  โรงพยาบาลสีดา","59,126","35,749","100,478","7,255,137.28","9,608,385.50","162.51","1.70","2,366","8,087","278,738.21","777,875.50","328.77","3.42","2,031","7,414","270,871.10","735,462.50","362.12","3.65","2,516","8,609","299,275.78","851,554.50","338.46","3.42","2,033","7,246","263,397.72","719,888.50","354.10","3.56","2,203","7,941","295,183.04","847,756.50","384.82","3.60","2,805","9,181","321,136.44","905,314.00","322.75","3.27","2,602","7,928","429,668.54","738,292.00","283.74","3.05","2,570","6,936","506,604.63","758,104.50","294.98","2.70","3,145","8,919","468,240.95","963,109.00","306.23","2.84","3,168","8,446","652,458.68","880,920.00","278.07","2.67","5,637","11,358","2,087,179.49","835,116.00","148.15","2.01","4,673","8,413","1,382,382.70","594,992.50","127.33","1.80"
"27841  :  โรงพยาบาลเทพารักษ์","62,146","33,043","102,602","3,753,150.18","7,302,155.90","117.50","1.65","2,469","8,963","310,289.06","585,343.60","237.08","3.63","2,600","9,291","321,398.94","608,190.20","233.92","3.57","2,510","9,521","313,993.37","622,049.75","247.83","3.79","2,322","8,589","332,848.37","627,773.45","270.36","3.70","2,206","8,358","320,927.32","615,242.25","278.89","3.79","2,559","9,211","355,174.79","703,145.55","274.77","3.60","2,490","8,026","338,595.16","643,737.25","258.53","3.22","3,347","8,828","344,806.46","661,084.50","197.52","2.64","2,790","8,827","320,417.93","669,433.00","239.94","3.16","2,205","6,916","313,719.80","612,404.75","277.73","3.14","5,378","10,842","331,994.20","652,755.65","121.38","2.02","2,167","5,230","148,984.78","300,995.95","138.90","2.41"
"10667  :  โรงพยาบาลบุรีรัมย์","1,262,182","317,275","1,228,582","410,070,028.47","709,867,336.93","562.41","0.97","29,004","108,845","31,288,660.27","55,754,039.46","1,922.29","3.75","28,923","108,326","31,115,433.57","54,773,241.52","1,893.76","3.75","29,513","113,650","35,709,100.18","62,428,899.85","2,115.30","3.85","26,332","102,079","34,342,967.72","59,177,046.76","2,247.34","3.88","25,196","97,429","30,806,559.28","53,281,791.40","2,114.69","3.87","31,744","120,018","39,558,514.36","67,599,258.33","2,129.51","3.78","25,577","99,781","36,959,228.88","62,882,504.82","2,458.56","3.90","22,711","89,985","31,711,025.38","55,394,404.46","2,439.10","3.96","25,093","96,585","32,923,778.00","55,733,201.84","2,221.07","3.85","23,821","94,542","33,386,327.83","58,403,500.01","2,451.77","3.97","24,439","97,899","35,700,544.04","61,977,369.63","2,536.00","4.01","24,922","99,443","36,567,888.96","62,462,078.85","2,506.30","3.99"
"10895  :  โรงพยาบาลคูเมือง","150,720","91,687","232,691","23,166,488.36","24,863,519.00","164.96","1.54","5,427","17,366","978,929.98","2,004,753.65","369.40","3.20","5,353","17,492","965,240.51","1,968,078.84","367.66","3.27","8,271","22,472","1,186,983.01","2,379,046.33","287.64","2.72","5,002","17,523","1,026,326.27","2,064,339.38","412.70","3.50","5,049","17,130","1,111,112.26","1,994,400.58","395.01","3.39","6,502","20,728","1,277,606.25","2,516,912.24","387.10","3.19","5,373","17,142","1,207,926.91","1,934,259.57","360.00","3.19","5,934","15,818","2,069,424.87","1,908,316.95","321.59","2.67","7,244","18,074","2,160,494.40","2,127,507.00","293.69","2.50","5,422","15,731","1,201,673.86","1,861,422.21","343.31","2.90","14,485","24,964","4,535,152.61","2,194,883.71","151.53","1.72","17,625","28,251","5,445,617.43","1,909,598.54","108.35","1.60"
"10896  :  โรงพยาบาลกระสัง","180,298","117,723","315,997","31,553,727.03","34,544,773.16","191.60","1.75","6,551","24,753","1,154,529.23","2,545,646.00","388.59","3.78","6,832","25,496","1,225,437.70","2,647,156.60","387.46","3.73","6,818","25,510","1,297,497.31","2,627,837.95","385.43","3.74","6,872","24,377","1,305,289.86","2,793,110.94","406.45","3.55","5,843","22,521","1,180,504.73","2,566,918.53","439.32","3.85","6,976","25,996","1,465,816.20","2,929,766.11","419.98","3.73","6,277","21,210","1,477,349.68","2,774,016.25","441.93","3.38","8,448","23,128","2,997,335.91","4,583,076.00","542.50","2.74","8,986","24,875","2,962,212.79","2,822,394.59","314.09","2.77","7,166","21,583","1,919,605.29","2,625,444.38","366.38","3.01","26,588","41,321","7,781,441.41","3,066,198.05","115.32","1.55","20,366","35,227","6,786,706.92","2,563,207.76","125.86","1.73"
"10897  :  โรงพยาบาลนางรอง","363,549","224,397","665,326","98,120,160.54","110,214,456.50","303.16","1.83","15,405","56,120","6,163,232.75","9,125,257.50","592.36","3.64","15,755","56,506","6,202,833.49","9,077,377.75","576.16","3.59","15,823","56,436","6,478,409.00","9,392,251.75","593.58","3.57","13,638","50,761","6,248,134.06","9,190,795.25","673.91","3.72","13,980","51,635","7,660,825.42","10,765,257.50","770.05","3.69","16,216","58,182","6,919,422.99","10,078,146.75","621.49","3.59","12,815","47,201","6,265,881.99","9,043,378.25","705.69","3.68","17,063","49,362","8,423,965.33","8,512,816.00","498.90","2.89","19,007","53,092","8,655,541.04","8,696,401.75","457.54","2.79","17,002","49,571","7,652,967.39","8,758,057.25","515.12","2.92","29,197","63,159","12,573,074.40","9,274,317.00","317.65","2.16","38,496","73,301","14,875,872.68","8,300,399.75","215.62","1.90"
"10898  :  โรงพยาบาลหนองกี่","165,189","101,023","272,463","29,055,368.39","23,958,720.90","145.04","1.65","5,492","19,253","1,090,223.40","1,784,955.55","325.01","3.51","7,064","21,785","1,224,233.81","2,005,931.25","283.97","3.08","6,817","20,961","1,215,237.62","2,001,452.60","293.60","3.07","4,841","17,042","1,161,185.19","1,869,626.15","386.21","3.52","4,809","17,089","1,020,444.13","1,749,160.10","363.73","3.55","5,831","20,687","1,370,713.88","2,244,489.25","384.92","3.55","4,997","16,499","1,282,651.60","1,849,824.60","370.19","3.30","6,124","16,774","2,108,210.16","1,777,840.05","290.31","2.74","8,058","20,513","2,178,366.99","2,113,294.30","262.26","2.55","8,693","21,146","2,857,625.08","2,396,851.85","275.72","2.43","14,370","29,295","4,890,647.47","2,289,036.85","159.29","2.04","23,927","51,419","8,655,829.06","1,876,258.35","78.42","2.15"
"10899  :  โรงพยาบาลละหานทราย","157,539","104,117","280,178","34,877,624.23","35,001,349.45","222.18","1.78","7,838","25,891","2,058,713.64","3,215,932.20","410.30","3.30","7,207","24,739","1,981,290.57","3,079,934.52","427.35","3.43","6,766","22,018","1,649,113.32","2,483,334.95","367.03","3.25","6,486","22,140","2,002,591.60","3,074,906.92","474.08","3.41","6,021","20,442","1,632,343.85","2,518,802.20","418.34","3.40","7,389","24,825","1,966,545.48","3,031,325.98","410.25","3.36","6,277","20,314","2,293,694.99","3,046,397.33","485.33","3.24","8,302","23,411","3,522,539.42","3,624,806.65","436.62","2.82","7,826","21,190","3,025,017.39","2,975,827.77","380.25","2.71","6,833","19,457","2,381,971.17","2,761,598.80","404.16","2.85","8,944","18,850","3,271,250.32","2,367,401.39","264.69","2.11","24,228","36,901","9,092,552.48","2,821,080.74","116.44","1.52"
"10900  :  โรงพยาบาลประโคนชัย","267,527","174,137","453,289","34,729,502.56","74,841,749.99","279.75","1.69","10,317","36,137","2,468,853.25","3,986,920.50","386.44","3.50","9,664","35,413","2,414,969.23","3,933,028.50","406.98","3.66","10,785","37,016","2,604,819.68","4,268,593.50","395.79","3.43","13,646","36,704","2,424,452.59","3,987,764.10","292.23","2.69","12,547","43,053","3,390,663.82","5,164,946.00","411.65","3.43","10,138","36,259","2,669,100.64","4,319,845.25","426.10","3.58","8,278","28,739","2,365,802.07","4,292,573.00","518.55","3.47","11,352","29,489","2,352,038.12","6,241,773.75","549.84","2.60","13,572","34,076","2,578,387.19","6,651,017.94","490.05","2.51","12,784","31,812","2,850,614.13","5,205,977.84","407.23","2.49","25,652","47,451","3,817,209.72","11,692,002.23","455.79","1.85","35,402","57,140","4,792,592.12","15,097,307.38","426.45","1.61"
