"โรงพยาบาล","รวมทั้งปีงบประมาณ","ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw"
"10832  :  โรงพยาบาลปลวกแดง","3,694","14,940","2,659,636.34","3,799,207.52","2,710.9995","254.30","1,028.48","1,401.40","387","1,577","174,073.88","248,655.79","268.0073","157.68","642.52","927.79","401","1,534","241,109.01","344,413.65","314.8900","224.52","858.89","1,093.76","356","1,538","333,410.33","476,273.99","296.9721","309.67","1,337.85","1,603.77","312","1,340","322,036.35","460,023.91","215.2972","343.30","1,474.44","2,136.69","366","1,128","233,230.37","333,166.33","242.6087","295.36","910.29","1,373.27","297","967","160,241.60","228,899.26","188.0958","236.71","770.70","1,216.93","316","1,110","182,666.38","260,929.35","223.8434","235.07","825.73","1,165.68","331","1,135","255,882.71","365,521.12","242.2326","322.05","1,104.29","1,508.97","326","1,261","285,772.13","408,229.14","181.8518","323.73","1,252.24","2,244.85","289","2,168","254,143.21","363,029.24","276.4631","167.45","1,256.16","1,313.12","313","1,182","217,070.37","310,065.74","260.7375","262.32","990.63","1,189.19","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","810","2,704","687,541.00","904,227.45","587.1926","334.40","1,116.33","1,539.92","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","108","401","97,014.51","127,581.18","79.3872","318.16","1,181.31","1,607.07","112","337","73,993.10","98,104.58","72.9378","291.11","875.93","1,345.04","119","465","119,652.10","156,347.35","108.2084","336.23","1,313.84","1,444.87","97","318","78,338.67","103,956.11","76.2020","326.91","1,071.71","1,364.22","96","281","86,247.28","113,298.85","66.9660","403.20","1,180.20","1,691.89","102","361","75,737.20","100,833.89","89.6278","279.32","988.57","1,125.03","124","367","94,140.10","120,986.56","69.5553","329.66","975.70","1,739.43","52","174","62,418.04","83,118.93","24.3081","477.70","1,598.44","3,419.39","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","708","1,704","139,397.75","395,910.75","363.8613","232.34","559.20","1,088.08","146","336","24,411.63","62,266.25","82.1185","185.32","426.48","758.25","135","360","31,541.16","81,865.00","74.7684","227.40","606.41","1,094.91","137","304","23,051.59","75,159.50","72.8996","247.24","548.61","1,031.00","154","381","37,719.05","100,039.25","80.1048","262.57","649.61","1,248.85","136","323","22,674.32","76,580.75","53.9700","237.09","563.09","1,418.95","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","49,964","240,123","139,510,458.00","167,395,245.51","89,486.0342","697.12","3,350.32","1,870.63","4,810","23,232","0.00","6,385,652.98","8,218.9111","274.86","1,327.58","776.95","4,640","21,682","0.00","7,345,006.98","8,126.2602","338.76","1,582.98","903.86","4,561","22,593","0.00","6,186,374.65","8,158.4727","273.82","1,356.36","758.28","4,813","22,305","0.00","6,677,906.80","8,391.2022","299.39","1,387.47","795.82","4,510","20,652","14,134,207.10","15,415,395.20","8,117.6720","746.44","3,418.05","1,898.99","4,306","20,085","18,388,209.40","18,396,867.40","7,969.2683","915.95","4,272.38","2,308.48","2,797","12,841","9,533,512.90","9,533,512.90","4,836.9700","742.43","3,408.48","1,970.97","3,549","17,682","16,818,090.90","16,818,090.90","5,902.1321","951.14","4,738.83","2,849.49","3,876","18,656","18,929,626.50","18,929,626.50","6,517.7555","1,014.67","4,883.80","2,904.32","3,992","20,486","21,009,015.60","21,009,015.60","7,645.2062","1,025.53","5,262.78","2,748.00","4,103","20,438","20,986,787.90","20,986,787.90","8,100.4592","1,026.85","5,114.99","2,590.81","4,007","19,471","19,711,007.70","19,711,007.70","7,501.7247","1,012.33","4,919.14","2,627.53"
"10834  :  โรงพยาบาลขลุง","2,976","9,698","1,660,596.20","2,148,764.94","1,936.5781","221.57","722.03","1,109.57","232","706","108,085.43","141,548.50","155.4113","200.49","610.12","910.80","188","672","118,822.73","152,911.60","139.9439","227.55","813.36","1,092.66","207","751","128,553.86","164,795.61","168.1634","219.43","796.11","979.97","262","815","142,895.06","186,496.23","159.4919","228.83","711.82","1,169.31","279","862","154,921.52","199,203.57","166.3580","231.09","713.99","1,197.44","255","846","143,538.04","184,304.62","155.1580","217.85","722.76","1,187.85","224","747","142,744.08","184,730.02","136.0101","247.30","824.69","1,358.21","236","670","140,559.80","179,877.25","146.7262","268.47","762.19","1,225.94","284","963","163,138.94","210,830.21","165.1436","218.93","742.36","1,276.65","296","895","127,647.19","170,315.75","178.4550","190.30","575.39","954.39","279","968","147,908.80","190,909.73","206.1208","197.22","684.26","926.20","234","803","141,780.75","182,841.85","159.5959","227.70","781.38","1,145.66"
"10835  :  โรงพยาบาลท่าใหม่","1,396","4,307","1,351,282.18","1,621,299.57","969.5081","376.43","1,161.39","1,672.29","102","293","99,750.99","121,233.13","62.7145","413.76","1,188.56","1,933.10","117","336","109,461.71","135,735.32","86.6639","403.97","1,160.13","1,566.23","114","356","138,275.49","150,608.34","80.6977","423.06","1,321.13","1,866.33","127","482","157,622.50","190,432.19","91.6803","395.09","1,499.47","2,077.13","112","272","70,082.19","80,534.64","67.4810","296.08","719.06","1,193.44","125","321","78,235.70","100,554.83","84.4047","313.25","804.44","1,191.34","98","325","146,490.72","176,985.43","63.8595","544.57","1,805.97","2,771.48","112","308","113,999.98","133,782.03","65.8437","434.36","1,194.48","2,031.81","123","372","59,860.01","70,053.10","87.0119","188.31","569.54","805.10","136","404","148,241.33","179,240.42","97.1109","443.66","1,317.94","1,845.73","105","406","161,608.07","198,732.90","91.2800","489.49","1,892.69","2,177.18","125","432","67,653.49","83,407.24","90.7600","193.07","667.26","918.99"
"10836  :  โรงพยาบาลเขาสุกิม","2,257","7,115","962,665.02","1,230,199.72","1,322.4518","172.90","545.06","930.24","220","704","97,133.59","120,508.00","130.3232","171.18","547.76","924.69","174","617","98,081.04","109,173.97","108.2331","176.94","627.44","1,008.69","166","574","74,647.09","95,886.00","95.0688","167.05","577.63","1,008.60","201","634","90,286.08","113,416.25","122.1228","178.89","564.26","928.71","176","505","70,829.41","81,580.50","95.7460","161.55","463.53","852.05","175","555","72,097.25","88,625.75","98.3172","159.69","506.43","901.43","144","490","67,938.01","85,677.75","87.8065","174.85","594.98","975.76","182","563","64,444.74","93,096.75","111.5206","165.36","511.52","834.79","225","725","104,434.52","135,977.25","130.5904","187.55","604.34","1,041.25","240","708","88,027.86","123,421.00","129.8172","174.32","514.25","950.73","159","481","61,838.08","84,824.50","89.9201","176.35","533.49","943.33","195","559","72,907.35","98,012.00","122.9859","175.33","502.63","796.94"
"10837  :  โรงพยาบาลสองพี่น้อง","1,851","5,974","1,186,597.93","1,982,957.90","1,142.8006","331.93","1,071.29","1,735.17","197","731","73,389.94","160,396.70","129.8931","219.42","814.20","1,234.84","157","523","63,973.39","137,434.60","94.7953","262.78","875.38","1,449.80","141","479","128,009.48","246,034.20","84.5514","513.64","1,744.92","2,909.88","170","556","89,428.85","178,394.65","104.4627","320.85","1,049.38","1,707.74","148","421","135,270.23","230,782.50","83.1072","548.18","1,559.34","2,776.93","157","458","101,169.06","142,871.50","97.8811","311.95","910.01","1,459.64","133","447","80,062.62","180,446.25","89.1677","403.68","1,356.74","2,023.67","183","530","107,081.22","155,418.25","104.6681","293.24","849.28","1,484.87","138","416","70,796.95","97,823.00","82.7479","235.15","708.86","1,182.18","141","476","133,332.89","176,227.75","90.8342","370.23","1,249.84","1,940.10","163","526","108,262.71","146,352.00","99.2921","278.24","897.87","1,473.95","123","411","95,820.59","130,776.50","81.3998","318.19","1,063.22","1,606.59"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","3,558","14,343","1,865,107.87","2,593,634.00","2,276.4298","180.83","728.96","1,139.34","367","1,384","169,215.42","208,929.50","230.0829","150.96","569.29","908.06","332","1,217","156,833.97","256,635.50","218.3493","210.88","773.00","1,175.34","375","1,480","219,366.19","294,575.50","241.3023","199.04","785.53","1,220.77","322","1,249","158,373.79","213,398.00","209.2426","170.86","662.73","1,019.86","306","1,305","166,228.23","248,326.00","190.3563","190.29","811.52","1,304.53","318","1,249","158,415.98","215,583.00","217.0151","172.60","677.93","993.40","209","835","118,252.16","146,772.50","131.8486","175.78","702.26","1,113.19","272","1,023","113,373.30","158,538.00","161.8997","154.97","582.86","979.24","248","1,108","150,825.91","202,712.50","165.6694","182.95","817.39","1,223.60","272","1,224","127,786.75","195,695.00","175.7402","159.88","719.47","1,113.55","266","1,156","191,759.85","268,207.00","162.7114","232.01","1,008.30","1,648.36","271","1,113","134,676.32","184,261.50","172.2120","165.55","679.93","1,069.97"
"10839  :  โรงพยาบาลมะขาม","2,148","6,480","1,071,032.62","1,448,209.12","1,313.0095","223.49","674.21","1,102.97","239","729","102,654.78","144,268.00","146.4907","197.90","603.63","984.83","221","705","106,154.38","146,410.50","147.2706","207.67","662.49","994.16","177","529","71,817.48","97,637.75","110.2834","184.57","551.63","885.33","216","617","89,936.16","116,423.75","131.3144","188.69","539.00","886.60","156","463","74,198.45","100,172.37","97.7119","216.36","642.13","1,025.18","200","520","93,006.19","124,521.25","113.9445","239.46","622.61","1,092.82","132","453","64,254.21","86,214.50","80.6715","190.32","653.14","1,068.71","170","485","86,304.01","118,031.00","109.7356","243.36","694.30","1,075.59","165","505","97,460.04","129,362.50","91.2143","256.16","784.02","1,418.23","149","486","111,186.38","142,853.00","89.7361","293.94","958.74","1,591.92","155","460","68,073.78","92,619.50","90.0537","201.35","597.55","1,028.49","168","528","105,986.76","149,695.00","104.5828","283.51","891.04","1,431.35"
"10840  :  โรงพยาบาลแหลมสิงห์","2,436","6,942","1,630,020.90","2,304,718.76","1,539.7580","332.00","946.11","1,496.81","237","623","95,427.48","135,444.00","154.4671","217.41","571.49","876.85","201","517","111,549.80","153,935.50","129.8758","297.75","765.85","1,185.25","225","566","141,831.04","201,025.76","146.1748","355.17","893.45","1,375.24","267","702","169,694.08","236,242.50","162.0191","336.53","884.80","1,458.12","219","638","125,549.68","173,808.00","132.0652","272.43","793.64","1,316.08","231","592","155,580.35","207,241.00","141.2793","350.07","897.15","1,466.89","166","531","118,541.98","179,543.00","101.9333","338.12","1,081.58","1,761.38","148","443","135,192.53","187,814.50","90.7249","423.96","1,269.02","2,070.15","185","555","155,323.68","224,652.00","108.9978","404.78","1,214.34","2,061.07","199","593","168,817.62","240,830.00","124.6109","406.12","1,210.20","1,932.66","186","662","133,965.36","188,443.00","126.8819","284.66","1,013.13","1,485.18","172","520","118,547.30","175,739.50","120.7279","337.96","1,021.74","1,455.67"
"10841  :  โรงพยาบาลสอยดาว","4,328","14,079","2,268,693.72","3,278,820.25","2,819.8001","232.89","757.58","1,162.78","442","1,371","192,534.59","270,683.25","261.8896","197.43","612.41","1,033.58","402","1,285","232,892.79","325,937.25","248.3464","253.65","810.79","1,312.43","380","1,238","193,671.45","292,719.00","233.4780","236.45","770.31","1,253.73","336","1,019","175,131.44","254,014.25","195.0150","249.28","755.99","1,302.54","315","928","150,524.99","215,888.50","190.2422","232.64","685.36","1,134.81","314","951","193,130.68","255,010.25","203.8773","268.15","812.13","1,250.80","275","948","139,141.92","206,666.50","178.2364","218.00","751.51","1,159.51","300","918","158,162.74","226,137.50","198.6914","246.34","753.79","1,138.13","290","1,035","177,669.57","265,283.00","206.3594","256.31","914.77","1,285.54","394","1,334","200,806.40","295,499.25","274.4725","221.51","750.00","1,076.61","449","1,541","238,969.94","349,946.75","319.5419","227.09","779.39","1,095.15","431","1,511","216,057.21","321,034.75","309.6500","212.47","744.86","1,036.77"
"10842  :  โรงพยาบาลแก่งหางแมว","2,154","7,757","1,178,509.86","1,628,809.39","1,395.8719","209.98","756.18","1,166.88","203","771","88,192.15","116,836.00","129.9408","151.54","575.55","899.15","185","730","116,287.85","154,475.32","115.5852","211.61","835.00","1,336.46","168","491","72,775.97","102,783.66","102.4883","209.34","611.81","1,002.88","238","815","118,112.55","166,645.69","143.1029","204.47","700.19","1,164.52","187","626","85,901.59","120,662.68","112.7230","192.75","645.25","1,070.44","185","718","85,321.18","132,358.66","130.7750","184.34","715.45","1,012.11","137","652","91,236.35","123,848.30","95.4364","189.95","904.00","1,297.71","182","655","92,072.25","130,171.47","112.7945","198.74","715.23","1,154.06","155","630","76,038.75","107,464.66","113.1731","170.58","693.32","949.56","173","627","138,705.76","185,672.64","125.9212","296.13","1,073.25","1,474.51","173","559","136,222.87","181,948.65","114.0557","325.49","1,051.73","1,595.26","168","483","77,642.59","105,941.66","99.8758","219.34","630.61","1,060.73"
"10843  :  โรงพยาบาลนายายอาม","2,151","7,754","1,193,828.48","2,770,051.50","1,505.0465","357.24","1,287.80","1,840.51","228","781","87,959.72","180,459.25","155.5303","231.06","791.49","1,160.28","186","676","83,641.74","216,724.25","137.5695","320.60","1,165.18","1,575.38","219","798","117,092.13","294,983.00","160.8351","369.65","1,346.95","1,834.07","218","711","129,347.58","207,335.00","158.7020","291.61","951.08","1,306.44","158","570","89,573.41","153,483.75","120.0951","269.27","971.42","1,278.02","185","637","110,576.10","220,790.25","125.0218","346.61","1,193.46","1,766.01","148","473","79,526.03","174,925.50","100.9421","369.82","1,181.93","1,732.93","195","743","121,990.18","217,267.25","133.2467","292.42","1,114.19","1,630.56","176","645","103,018.43","336,826.25","118.3808","522.21","1,913.79","2,845.28","151","540","77,482.32","330,618.25","91.2506","612.26","2,189.52","3,623.19","129","527","77,779.86","117,339.25","87.6417","222.66","909.61","1,338.85","158","653","115,840.98","319,299.50","115.8308","488.97","2,020.88","2,756.60"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","1,755","6,572","1,046,847.20","1,393,592.50","1,036.6181","212.05","794.07","1,344.36","164","564","63,291.26","84,569.25","91.5719","149.95","515.67","923.53","148","544","82,387.27","110,636.25","83.2288","203.38","747.54","1,329.30","132","524","85,236.10","113,828.25","77.2207","217.23","862.34","1,474.06","162","623","116,636.70","151,095.25","85.7627","242.53","932.69","1,761.78","178","552","83,229.06","112,654.50","91.6046","204.08","632.89","1,229.79","163","699","90,330.90","121,744.00","98.4161","174.17","746.90","1,237.03","119","424","80,231.58","108,416.25","82.0919","255.70","911.06","1,320.67","123","415","77,674.16","101,744.25","76.0756","245.17","827.19","1,337.41","149","623","101,316.20","133,272.25","98.3742","213.92","894.44","1,354.75","146","536","92,280.22","123,037.50","86.9968","229.55","842.72","1,414.28","132","521","83,843.67","112,958.25","79.3056","216.81","855.74","1,424.34","139","547","90,390.08","119,636.50","85.9692","218.71","860.69","1,391.62"
"10696  :  โรงพยาบาลตราด","21,563","106,542","27,026,936.08","45,091,790.53","28,891.9162","423.23","2,091.16","1,560.71","1,945","9,549","1,604,266.68","2,704,490.03","2,600.8268","283.22","1,390.48","1,039.86","1,859","9,325","2,233,386.73","3,672,554.21","2,477.1398","393.84","1,975.55","1,482.58","1,801","8,747","2,120,012.81","3,751,578.42","2,467.3892","428.90","2,083.05","1,520.46","1,866","9,107","2,397,417.15","4,151,961.92","2,404.2504","455.91","2,225.06","1,726.93","1,753","9,147","2,273,032.18","4,124,229.10","2,512.1403","450.88","2,352.67","1,641.72","1,742","8,532","2,281,494.21","3,914,426.67","2,479.6118","458.79","2,247.09","1,578.64","1,371","7,080","1,946,939.91","3,237,068.01","1,926.3427","457.21","2,361.10","1,680.42","1,709","7,617","2,130,811.22","3,503,866.03","2,190.1676","460.01","2,050.24","1,599.82","1,788","8,824","2,333,206.98","3,782,204.15","2,280.6382","428.63","2,115.33","1,658.40","1,931","9,539","2,403,746.03","3,861,931.62","2,438.1853","404.86","1,999.96","1,583.94","1,897","9,603","2,774,692.29","4,443,372.38","2,647.5187","462.71","2,342.32","1,678.32","1,901","9,472","2,527,929.89","3,944,107.99","2,467.7054","416.40","2,074.75","1,598.29"
"10845  :  โรงพยาบาลคลองใหญ่","1,160","4,139","547,625.25","920,919.64","719.4796","222.50","793.90","1,279.98","134","418","49,099.35","84,733.76","83.1310","202.71","632.34","1,019.28","104","290","41,254.58","73,529.69","63.9766","253.55","707.02","1,149.32","118","336","37,920.44","67,481.80","65.2388","200.84","571.88","1,034.38","104","262","32,117.21","58,077.22","56.5485","221.67","558.43","1,027.03","98","303","37,862.83","66,560.70","62.6335","219.67","679.19","1,062.70","88","272","39,193.69","65,445.13","49.3565","240.61","743.69","1,325.97","86","301","67,256.75","108,358.00","57.0241","359.99","1,259.98","1,900.21","97","741","79,472.94","120,105.08","81.6562","162.09","1,238.20","1,470.86","75","198","30,673.51","51,761.74","45.2812","261.42","690.16","1,143.12","78","360","52,416.03","84,281.91","41.9006","234.12","1,080.54","2,011.47","102","300","42,614.39","74,909.11","65.3399","249.70","734.40","1,146.45","76","358","37,743.53","65,675.50","47.3927","183.45","864.15","1,385.77"
"10846  :  โรงพยาบาลเขาสมิง","1,412","4,271","758,654.25","1,011,538.25","895.4048","236.84","716.39","1,129.70","143","436","51,084.08","68,007.50","101.7989","155.98","475.58","668.06","161","470","93,219.02","124,972.00","110.0127","265.90","776.22","1,135.98","126","399","59,586.48","79,295.50","86.0088","198.74","629.33","921.95","126","385","84,972.94","115,926.50","79.4149","301.11","920.05","1,459.76","133","372","47,106.43","63,296.25","71.2250","170.15","475.91","888.68","137","407","127,826.90","167,635.50","71.4255","411.88","1,223.62","2,347.00","78","248","85,416.88","111,531.00","48.9924","449.72","1,429.88","2,276.50","118","319","73,461.09","95,466.50","75.8481","299.27","809.04","1,258.65","96","353","30,669.90","43,676.25","60.4565","123.73","454.96","722.44","128","392","48,034.31","65,298.25","83.1587","166.58","510.14","785.22","87","257","26,273.94","35,666.75","59.2058","138.78","409.96","602.42","79","233","31,002.28","40,766.25","47.8575","174.96","516.03","851.83"
"10847  :  โรงพยาบาลบ่อไร่","2,597","8,562","1,077,576.68","1,449,379.84","1,540.7693","169.28","558.10","940.69","256","902","119,370.23","153,264.88","171.0796","169.92","598.69","895.87","234","797","118,289.30","173,055.50","143.2469","217.13","739.55","1,208.09","213","713","86,986.11","117,265.65","137.8323","164.47","550.54","850.78","251","759","91,644.50","125,731.00","140.7165","165.65","500.92","893.51","196","619","75,554.00","100,112.75","102.8213","161.73","510.78","973.66","227","834","110,320.79","149,492.46","133.6972","179.25","658.56","1,118.14","136","380","54,600.15","71,151.50","81.0170","187.24","523.17","878.23","172","564","72,888.13","97,423.35","102.2120","172.74","566.41","953.15","240","731","92,260.37","118,228.50","126.4733","161.74","492.62","934.81","242","792","94,268.70","127,737.25","137.5845","161.28","527.84","928.43","233","807","89,727.23","119,844.50","140.5676","148.51","514.35","852.58","197","664","71,667.17","96,072.50","123.5211","144.69","487.68","777.78"
"10848  :  โรงพยาบาลแหลมงอบ","1,051","3,911","535,017.36","733,583.28","679.1548","187.57","697.99","1,080.14","109","385","53,563.75","70,497.00","73.9971","183.11","646.76","952.70","103","311","53,395.68","74,089.47","56.2483","238.23","719.32","1,317.19","90","360","64,592.35","85,469.60","56.5920","237.42","949.66","1,510.28","138","483","60,087.84","81,423.80","81.7580","168.58","590.03","995.91","103","413","39,401.39","54,473.54","66.4874","131.90","528.87","819.31","85","266","36,567.71","51,113.67","46.7091","192.16","601.34","1,094.30","57","217","36,760.75","49,156.61","37.0716","226.53","862.40","1,325.99","80","302","32,212.09","46,492.19","53.7396","153.95","581.15","865.14","73","299","65,228.25","91,206.57","48.2480","305.04","1,249.41","1,890.37","86","341","53,789.83","73,882.10","64.2281","216.66","859.09","1,150.31","68","283","13,867.99","19,177.63","49.5284","67.77","282.02","387.20","59","251","25,549.73","36,601.10","44.5472","145.82","620.36","821.63"
"10849  :  โรงพยาบาลเกาะกูด","91","211","31,093.74","38,469.25","52.1454","182.32","422.74","737.73","11","28","2,499.73","3,869.00","6.4825","138.18","351.73","596.84","18","41","4,952.39","7,251.50","9.4453","176.87","402.86","767.74","22","40","8,176.65","10,996.25","10.4555","274.91","499.83","1,051.72","14","44","11,461.50","9,247.00","9.8500","210.16","660.50","938.78","10","21","2,977.58","5,294.50","6.5654","252.12","529.45","806.42","16","37","1,025.89","1,811.00","9.3467","48.95","113.19","193.76","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","975","3,369","283,070.96","443,355.75","602.1979","131.60","454.72","736.23","137","431","38,749.70","63,584.25","97.0514","147.53","464.12","655.16","97","313","30,602.53","45,820.00","59.3699","146.39","472.37","771.77","122","396","29,236.92","45,016.00","68.7058","113.68","368.98","655.20","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","100","343","25,513.05","43,508.00","56.0078","126.85","435.08","776.82","85","296","22,313.47","31,676.00","49.4158","107.01","372.66","641.01","69","226","17,749.27","28,351.75","38.0194","125.45","410.89","745.72","56","198","16,900.50","26,750.75","36.3215","135.10","477.69","736.50","67","274","24,325.22","36,733.50","48.9616","134.06","548.26","750.25","65","232","13,574.46","24,707.25","41.5000","106.50","380.11","595.36","92","362","34,102.78","52,747.25","61.1902","145.71","573.34","862.02","85","298","30,003.06","44,461.00","45.6545","149.20","523.07","973.86"
"10697  :  โรงพยาบาลพุทธโสธร","34,399","183,682","89,494,132.84","111,508,568.73","58,579.4580","607.07","3,241.62","1,903.54","3,258","18,291","10,322,570.88","12,855,234.93","5,610.5364","702.82","3,945.74","2,291.27","3,083","16,385","6,996,565.75","8,770,902.38","5,202.5069","535.30","2,844.92","1,685.90","3,070","15,956","7,895,252.17","9,837,319.85","5,138.3546","616.53","3,204.34","1,914.49","2,974","15,717","7,825,530.42","9,788,889.75","4,984.3311","622.82","3,291.49","1,963.93","2,770","14,349","6,652,748.68","8,415,950.75","4,760.4826","586.52","3,038.25","1,767.88","2,801","14,719","7,219,723.50","8,980,923.12","4,681.2212","610.16","3,206.33","1,918.50","1,959","10,641","6,464,323.49","7,961,731.25","3,540.8099","748.21","4,064.18","2,248.56","2,520","13,723","7,192,441.89","8,934,515.75","4,540.6942","651.06","3,545.44","1,967.65","2,777","14,900","7,057,389.77","8,759,688.50","4,666.3892","587.90","3,154.37","1,877.19","3,103","16,340","7,746,129.73","9,562,926.50","5,347.8763","585.25","3,081.83","1,788.17","3,118","16,227","7,131,446.50","8,939,136.00","5,127.6226","550.88","2,866.95","1,743.33","2,966","16,434","6,990,010.06","8,701,349.95","4,978.6330","529.47","2,933.70","1,747.74"
"10833  :  โรงพยาบาลท่าตะเกียบ","3,219","9,156","889,099.80","2,744,513.75","1,808.6331","299.75","852.60","1,517.45","329","957","83,613.18","262,878.25","175.6445","274.69","799.02","1,496.65","242","682","59,980.32","190,787.00","134.7507","279.75","788.38","1,415.85","293","854","82,687.14","316,351.75","174.4012","370.44","1,079.70","1,813.93","280","832","87,211.08","250,138.75","162.6659","300.65","893.35","1,537.75","279","921","89,155.97","317,950.50","163.9956","345.22","1,139.61","1,938.77","292","783","79,445.06","230,436.50","165.2839","294.30","789.17","1,394.19","199","484","50,155.92","140,334.25","116.4667","289.95","705.20","1,204.93","278","748","78,877.91","212,658.75","154.7803","284.30","764.96","1,373.94","245","669","66,516.75","180,575.50","135.5223","269.92","737.04","1,332.44","276","718","71,021.86","237,508.50","141.3232","330.79","860.54","1,680.61","272","803","77,667.03","206,135.75","145.1808","256.71","757.85","1,419.86","234","705","62,767.58","198,758.25","138.6180","281.93","849.39","1,433.86"
"10850  :  โรงพยาบาลบางคล้า","3,434","11,606","1,114,301.79","1,481,747.50","2,317.9179","127.67","431.49","639.26","312","1,052","96,106.73","128,021.25","184.5473","121.69","410.32","693.70","246","924","100,070.96","131,660.25","145.2186","142.49","535.20","906.63","326","1,096","119,011.98","160,180.00","184.0091","146.15","491.35","870.50","648","1,292","92,344.73","123,071.00","587.6636","95.26","189.92","209.42","243","844","100,816.34","133,765.75","138.1840","158.49","550.48","968.03","223","893","101,484.52","133,852.75","157.2777","149.89","600.24","851.06","165","602","67,620.69","90,272.50","105.5825","149.95","547.11","854.99","210","665","80,386.91","105,346.00","134.3832","158.42","501.65","783.92","239","789","93,761.42","125,004.75","146.9478","158.43","523.03","850.67","276","1,002","106,923.16","142,889.25","172.1807","142.60","517.71","829.88","296","1,273","116,486.08","154,820.00","201.4993","121.62","523.04","768.34","250","1,174","39,288.27","52,864.00","160.4241","45.03","211.46","329.53"
