"โรงพยาบาล","รวมทั้งปีงบประมาณ","ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","1,617","5,114","3,451,677.59","4,423,017.80","887.5395","864.88","2,735.32","4,983.46","167","557","211,364.71","272,783.40","97.9828","489.74","1,633.43","2,783.99","178","585","226,928.24","308,977.05","102.2192","528.17","1,735.83","3,022.69","212","565","230,419.79","301,856.10","119.7841","534.26","1,423.85","2,520.00","282","1,061","533,842.20","688,504.25","168.6110","648.92","2,441.50","4,083.39","276","978","802,218.15","1,026,215.00","136.4524","1,049.30","3,718.17","7,520.68","502","1,368","1,446,904.50","1,824,682.00","262.4900","1,333.83","3,634.82","6,951.43","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"23578  :  โรงพยาบาลแคนดง","1,356","4,833","292,661.78","3,642,325.94","764.5533","753.64","2,686.08","4,763.99","172","802","32,744.45","118,725.17","98.8711","148.04","690.26","1,200.81","184","525","47,424.00","139,321.42","108.8684","265.37","757.18","1,279.72","215","518","50,879.16","146,524.89","124.3621","282.87","681.51","1,178.21","245","728","68,394.93","264,168.41","143.5273","362.87","1,078.24","1,840.54","189","634","44,226.10","468,567.52","105.4023","739.07","2,479.19","4,445.52","351","1,626","48,993.14","2,505,018.53","183.5221","1,540.60","7,136.80","13,649.68","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","1,452","5,279","1,430,780.99","2,149,703.50","830.1187","407.22","1,480.51","2,589.63","207","840","110,368.59","191,846.50","135.5207","228.39","926.79","1,415.63","189","678","118,279.09","213,763.00","111.4337","315.28","1,131.02","1,918.30","246","722","125,686.10","222,684.00","154.3318","308.43","905.22","1,442.89","243","968","173,299.08","281,576.00","144.0455","290.88","1,158.75","1,954.77","246","892","187,396.90","290,720.00","136.7512","325.92","1,181.79","2,125.90","321","1,179","715,751.23","949,114.00","148.0358","805.02","2,956.74","6,411.38","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10668  :  โรงพยาบาลสุรินทร์","42,995","256,827","94,020,226.25","102,827,378.75","71,113.5231","400.38","2,391.61","1,445.96","4,881","27,901","9,071,245.45","10,835,999.25","9,460.6748","388.37","2,220.04","1,145.37","6,345","45,612","15,000,118.72","17,691,145.50","10,924.5307","387.86","2,788.20","1,619.40","5,091","26,733","13,661,962.52","16,389,556.75","10,318.1636","613.08","3,219.32","1,588.42","5,406","28,797","13,211,869.48","15,800,032.50","10,023.3562","548.67","2,922.68","1,576.32","6,008","34,514","14,070,788.03","15,217,156.25","10,023.6273","440.90","2,532.82","1,518.13","6,694","38,204","15,219,875.35","13,780,617.25","10,298.9598","360.71","2,058.65","1,338.06","8,570","55,066","13,784,366.70","13,112,871.25","10,064.2107","238.13","1,530.09","1,302.92","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","2,541","9,585","6,163,681.55","7,784,413.45","1,644.7117","812.15","3,063.52","4,733.00","340","1,605","286,582.18","372,864.30","239.2582","232.31","1,096.66","1,558.42","314","1,216","470,793.57","603,354.80","202.7848","496.18","1,921.51","2,975.35","307","908","273,932.94","358,666.20","193.2817","395.01","1,168.29","1,855.67","512","1,545","624,499.76","801,987.15","399.8448","519.09","1,566.38","2,005.75","435","1,963","1,260,638.19","1,591,980.70","251.4910","810.99","3,659.73","6,330.17","633","2,348","3,247,234.91","4,055,560.30","358.0512","1,727.24","6,406.89","11,326.76","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10916  :  โรงพยาบาลท่าตูม","5,431","24,362","14,673,794.76","12,990,086.07","4,719.5285","533.21","2,391.84","2,752.41","611","2,740","933,346.26","784,078.35","617.6102","286.16","1,283.27","1,269.54","628","2,532","1,469,090.07","1,052,649.19","617.2909","415.74","1,676.19","1,705.27","661","2,627","1,427,058.15","993,977.38","640.7436","378.37","1,503.75","1,551.29","808","3,424","2,429,922.37","1,889,355.70","728.8646","551.80","2,338.31","2,592.19","770","3,750","2,000,829.69","2,073,419.15","597.8062","552.91","2,692.75","3,468.38","993","5,023","3,604,864.13","3,712,008.75","751.9557","739.00","3,738.18","4,936.47","960","4,266","2,808,684.09","2,484,597.55","765.2573","582.42","2,588.12","3,246.75","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10917  :  โรงพยาบาลจอมพระ","2,355","8,612","3,812,337.63","4,751,403.75","1,651.6313","551.72","2,017.58","2,876.79","278","1,401","415,537.49","522,171.75","199.6033","372.71","1,878.32","2,616.05","306","999","250,764.41","324,511.50","197.4959","324.84","1,060.50","1,643.13","338","967","346,766.42","442,269.00","221.6056","457.36","1,308.49","1,995.75","351","1,186","386,266.81","491,748.75","227.8292","414.63","1,400.99","2,158.41","572","1,719","802,659.02","993,491.50","473.3291","577.95","1,736.87","2,098.94","510","2,340","1,610,343.48","1,977,211.25","331.7682","844.96","3,876.88","5,959.62","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10918  :  โรงพยาบาลปราสาท","11,727","59,712","13,947,560.77","19,582,498.88","10,612.2571","327.95","1,669.86","1,845.27","1,619","9,316","1,734,076.10","2,436,138.98","1,665.1754","261.50","1,504.72","1,462.99","1,576","6,538","2,291,140.30","3,235,297.40","1,719.3363","494.85","2,052.85","1,881.71","1,472","6,042","2,328,900.89","3,250,034.63","1,659.4704","537.91","2,207.90","1,958.48","1,643","6,922","2,164,472.23","3,159,621.08","1,725.2505","456.46","1,923.08","1,831.40","2,271","10,232","2,571,104.63","3,508,357.96","1,693.9850","342.88","1,544.85","2,071.07","3,146","20,662","2,857,866.62","3,993,048.83","2,149.0395","193.26","1,269.25","1,858.06","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10919  :  โรงพยาบาลกาบเชิง","2,819","17,759","4,883,643.35","6,102,736.25","1,779.9316","343.64","2,164.86","3,428.64","499","3,618","545,937.34","692,780.75","346.4418","191.48","1,388.34","1,999.70","531","4,270","619,367.71","822,173.75","391.9015","192.55","1,548.35","2,097.91","326","1,291","327,137.48","423,830.50","182.5915","328.30","1,300.09","2,321.20","425","2,215","978,286.97","1,121,088.00","261.2439","506.13","2,637.85","4,291.35","380","2,318","1,035,776.19","1,306,065.75","231.8673","563.45","3,437.02","5,632.82","658","4,047","1,377,137.66","1,736,797.50","365.8856","429.16","2,639.51","4,746.83","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","5,247","21,515","6,723,810.41","8,589,757.27","4,338.1364","399.25","1,637.08","1,980.06","705","2,857","682,059.87","868,000.19","667.6866","303.82","1,231.21","1,300.01","824","3,130","1,097,063.52","1,412,066.53","744.9377","451.14","1,713.67","1,895.55","822","3,215","1,124,293.47","1,453,828.33","724.3698","452.20","1,768.65","2,007.03","925","3,207","1,234,434.70","1,574,980.81","747.0779","491.11","1,702.68","2,108.19","830","3,504","1,320,895.58","1,681,236.52","659.5940","479.80","2,025.59","2,548.90","1,141","5,602","1,265,063.27","1,599,644.89","794.4704","285.55","1,401.97","2,013.47","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10921  :  โรงพยาบาลสนม","2,242","7,136","722,157.88","921,479.69","1,063.4900","129.13","411.01","866.47","194","684","51,703.70","69,222.57","111.1405","101.20","356.82","622.84","259","603","77,918.81","106,602.81","135.3761","176.79","411.59","787.46","258","667","139,446.27","183,630.73","134.0696","275.31","711.75","1,369.67","276","773","224,675.99","286,366.85","134.7757","370.46","1,037.56","2,124.77","228","775","57,399.86","79,042.15","115.6683","101.99","346.68","683.35","644","2,229","100,001.70","93,191.15","266.6585","41.81","144.71","349.48","383","1,405","71,011.55","103,423.43","165.8013","73.61","270.04","623.78","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","10,553","46,755","17,768,212.89","22,142,756.52","8,479.8285","473.59","2,098.24","2,611.23","1,655","6,560","1,236,374.04","1,632,297.65","1,340.8708","248.83","986.28","1,217.34","1,658","6,088","1,650,659.61","2,150,422.50","1,400.4316","353.22","1,297.00","1,535.54","1,528","5,215","1,269,166.45","1,704,520.58","1,236.3806","326.85","1,115.52","1,378.64","1,609","6,675","1,889,269.97","2,420,380.00","1,359.0497","362.60","1,504.28","1,780.94","1,600","7,631","2,789,712.47","3,461,848.95","1,312.9035","453.66","2,163.66","2,636.79","1,993","11,440","4,316,578.99","5,259,589.85","1,522.2744","459.75","2,639.03","3,455.09","510","3,146","4,616,451.36","5,513,696.99","307.9179","1,752.61","10,811.17","17,906.39","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10923  :  โรงพยาบาลสังขะ","8,951","35,012","28,619,035.75","31,802,645.50","6,239.3885","908.34","3,552.97","5,097.08","1,619","7,991","7,854,711.90","8,356,870.50","1,162.5106","1,045.79","5,161.75","7,188.64","1,527","6,392","5,571,880.46","6,150,274.50","1,085.4544","962.18","4,027.68","5,666.08","1,412","4,916","2,566,328.60","3,173,316.75","1,002.9031","645.51","2,247.39","3,164.13","1,486","4,994","1,593,198.17","2,144,896.25","1,041.2620","429.49","1,443.40","2,059.90","1,458","5,132","2,998,379.57","3,505,770.50","990.6593","683.12","2,404.51","3,538.83","1,449","5,587","8,034,537.05","8,471,517.00","956.5991","1,516.29","5,846.46","8,855.87","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10924  :  โรงพยาบาลลำดวน","7,932","27,140","3,714,198.82","6,330,464.86","4,351.0689","233.25","798.09","1,454.92","1,105","3,580","365,075.87","699,193.08","607.7013","195.31","632.75","1,150.55","1,194","3,610","446,335.77","843,061.51","651.3163","233.54","706.08","1,294.40","1,272","3,448","462,427.23","928,486.55","690.6462","269.28","729.94","1,344.37","1,261","3,511","480,139.45","903,440.28","705.7506","257.32","716.45","1,280.11","1,387","4,506","515,504.27","899,224.27","754.4955","199.56","648.32","1,191.82","1,713","8,485","1,444,716.23","2,057,059.17","941.1590","242.43","1,200.85","2,185.67","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","2,882","14,014","866,307.31","2,650,863.85","1,521.6217","189.16","919.80","1,742.13","316","1,711","76,978.46","215,551.05","196.0296","125.98","682.12","1,099.58","308","883","107,692.16","176,479.55","161.4701","199.86","572.99","1,092.95","340","1,262","151,467.07","254,053.90","187.0175","201.31","747.22","1,358.45","322","1,033","129,003.26","196,659.20","167.8613","190.38","610.74","1,171.56","329","1,573","149,831.99","315,250.95","179.4934","200.41","958.21","1,756.34","766","5,042","136,436.96","984,187.20","393.9055","195.20","1,284.84","2,498.54","501","2,510","114,897.41","508,682.00","235.8443","202.66","1,015.33","2,156.86","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10926  :  โรงพยาบาลบัวเชด","2,063","9,393","1,418,595.25","1,886,402.50","1,258.4155","200.83","914.40","1,499.03","260","1,152","112,997.76","155,234.75","178.0753","134.75","597.06","871.74","303","1,261","213,711.44","282,932.75","195.9751","224.37","933.77","1,443.72","229","852","123,097.20","169,246.75","148.4934","198.65","739.07","1,139.76","302","1,258","181,587.31","240,857.25","178.6727","191.46","797.54","1,348.04","263","1,174","167,034.64","218,029.00","150.8091","185.71","829.01","1,445.73","466","2,596","397,759.87","509,085.75","255.2613","196.10","1,092.46","1,994.37","240","1,100","222,407.03","311,016.25","151.1286","282.74","1,295.90","2,057.96","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","2,502","11,306","2,048,353.04","2,645,353.61","1,342.0078","233.98","1,057.30","1,971.19","280","1,501","158,000.42","211,038.50","163.5411","140.60","753.71","1,290.43","260","838","172,087.52","226,282.67","138.3618","270.03","870.32","1,635.44","287","1,302","238,154.04","310,785.40","165.7696","238.70","1,082.88","1,874.80","301","1,279","192,120.37","253,127.50","158.0235","197.91","840.96","1,601.83","328","1,492","212,935.47","277,880.15","174.3663","186.25","847.20","1,593.66","599","2,881","649,746.37","826,594.65","306.9333","286.91","1,379.96","2,693.08","447","2,013","425,308.85","539,644.74","235.0122","268.08","1,207.26","2,296.24","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","2,098","8,377","772,005.36","965,296.16","1,072.5688","115.23","460.10","899.99","306","804","104,329.26","132,330.13","148.4560","164.59","432.45","891.38","283","790","161,342.40","197,076.15","156.8224","249.46","696.38","1,256.68","257","564","167,786.22","198,234.15","139.8195","351.48","771.34","1,417.79","261","635","124,488.71","156,197.49","139.6924","245.98","598.46","1,118.15","438","1,979","112,161.96","145,376.20","245.6521","73.46","331.91","591.80","553","3,605","101,896.81","136,082.04","242.1264","37.75","246.08","562.03","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","2,016","7,853","985,074.90","1,532,308.24","1,083.0164","195.12","760.07","1,414.85","309","1,676","200,129.15","296,841.00","192.0561","177.11","960.65","1,545.60","272","915","91,686.49","160,507.56","160.3569","175.42","590.10","1,000.94","280","731","84,023.06","152,090.25","138.0952","208.06","543.18","1,101.34","386","1,292","178,787.57","268,851.25","213.5785","208.09","696.51","1,258.79","362","1,392","178,804.59","273,754.81","200.5150","196.66","756.23","1,365.26","407","1,847","251,644.04","380,263.37","178.4147","205.88","934.31","2,131.35","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","1,954","8,103","654,451.33","930,558.59","1,034.9965","114.84","476.23","899.09","209","791","61,241.39","87,052.75","116.9409","110.05","416.52","744.42","234","526","92,900.96","130,367.10","122.3534","247.85","557.12","1,065.50","220","557","110,746.55","153,420.44","124.0232","275.44","697.37","1,237.03","237","732","98,422.63","138,560.60","120.1703","189.29","584.64","1,153.04","286","1,212","102,560.89","144,096.30","153.9765","118.89","503.83","935.83","437","2,581","108,359.59","156,827.25","218.8885","60.76","358.87","716.47","331","1,704","80,219.32","120,234.15","178.6437","70.56","363.25","673.04","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","27,933","154,831","56,177,436.79","80,250,157.58","51,548.2456","518.31","2,872.95","1,556.80","6,249","45,505","7,105,335.98","10,149,989.57","9,400.5209","223.05","1,624.26","1,079.73","4,474","22,763","11,076,417.36","15,822,883.31","8,878.5953","695.11","3,536.63","1,782.14","4,507","22,994","11,300,157.13","16,142,465.08","8,771.6982","702.03","3,581.64","1,840.29","4,663","23,322","9,474,704.22","13,534,748.45","8,603.8792","580.34","2,902.58","1,573.10","3,782","18,681","7,584,496.88","10,834,518.33","7,370.6107","579.98","2,864.76","1,469.96","4,258","21,566","9,636,325.22","13,765,552.84","8,522.9413","638.30","3,232.87","1,615.12","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","3,138","23,740","973,664.19","1,390,873.85","1,906.9530","58.59","443.24","729.37","156","691","82,032.41","117,185.44","109.9823","169.59","751.19","1,065.49","164","590","118,462.08","169,220.11","122.8743","286.81","1,031.83","1,377.18","185","746","162,237.87","231,748.08","144.4876","310.65","1,252.69","1,603.93","246","1,161","207,556.71","296,500.23","187.4244","255.38","1,205.29","1,581.97","306","2,305","88,860.88","126,946.83","181.5771","55.07","414.86","699.13","752","6,335","125,918.78","179,862.59","426.7574","28.39","239.18","421.46","1,329","11,912","188,595.46","269,410.57","733.8499","22.62","202.72","367.12","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","4,177","18,117","4,066,792.39","5,809,647.27","3,165.1219","320.67","1,390.87","1,835.52","542","2,510","445,146.41","635,917.28","445.2994","253.35","1,173.28","1,428.07","590","2,136","438,395.09","626,266.36","452.4261","293.20","1,061.47","1,384.24","546","2,178","673,179.12","961,678.84","461.9392","441.54","1,761.32","2,081.83","703","2,991","742,696.50","1,060,983.69","516.6476","354.73","1,509.22","2,053.59","539","2,418","579,123.03","827,311.45","409.6190","342.15","1,534.90","2,019.71","631","2,753","650,457.29","929,216.70","416.0709","337.53","1,472.61","2,233.31","626","3,131","537,794.95","768,272.95","463.1197","245.38","1,227.27","1,658.91","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","10,388","58,998","9,786,694.80","13,979,255.42","10,353.2898","236.94","1,345.71","1,350.22","1,649","8,498","1,494,545.00","2,134,778.50","1,784.5423","251.21","1,294.59","1,196.26","2,385","16,312","1,615,989.32","2,308,260.39","2,044.9921","141.51","967.82","1,128.74","2,139","12,449","1,602,670.16","2,289,178.91","1,898.4410","183.88","1,070.21","1,205.82","1,524","8,214","1,768,783.15","2,526,542.12","1,603.2727","307.59","1,657.84","1,575.87","1,221","5,765","1,441,236.12","2,058,662.65","1,314.9769","357.10","1,686.05","1,565.55","1,470","7,760","1,863,471.05","2,661,832.85","1,707.0648","343.02","1,810.77","1,559.30","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
