"โรงพยาบาล","รวมทั้งปีงบประมาณ","ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw","จำนวนผู้ป่วย","วันนอน","ทุน","ขาย","ผลรวมAdjRW","มูลค่าขายต่อวันนอน","มูลค่าขายต่อผู้ป่วย","มูลค่าขายต่อ Adjrw"
"10855  :  โรงพยาบาลสนามชัยเขต","5,081","20,689","5,261,066.39","8,217,653.50","4,644.4645","397.20","1,617.33","1,769.34","705","2,629","294,508.83","460,343.00","629.6100","175.10","652.97","731.16","675","2,663","656,719.77","988,806.75","614.7075","371.31","1,464.90","1,608.58","612","2,347","343,601.18","545,557.50","606.9548","232.45","891.43","898.84","512","2,118","524,532.41","869,488.55","468.6371","410.52","1,698.22","1,855.36","475","1,885","889,986.67","1,218,717.85","460.0259","646.53","2,565.72","2,649.24","682","2,608","807,581.51","1,365,371.05","608.6148","523.53","2,002.01","2,243.41","559","2,263","448,038.44","682,454.00","483.6007","301.57","1,220.85","1,411.19","466","2,289","998,237.64","1,604,492.80","388.0553","700.96","3,443.12","4,134.70","395","1,887","297,859.94","482,422.00","384.2584","255.66","1,221.32","1,255.46","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10856  :  โรงพยาบาลแปลงยาว","2,142","7,917","1,451,534.08","1,954,539.25","1,333.1969","246.88","912.48","1,466.05","264","951","168,515.50","222,002.75","164.5883","233.44","840.92","1,348.84","328","1,187","277,032.86","370,879.50","214.7235","312.45","1,130.73","1,727.24","240","783","180,401.28","240,466.45","145.5072","307.11","1,001.94","1,652.61","230","846","134,612.49","186,391.90","148.8533","220.32","810.40","1,252.19","160","548","132,430.91","175,244.45","97.8217","319.79","1,095.28","1,791.47","263","798","129,084.72","173,815.85","150.2878","217.81","660.90","1,156.55","241","822","149,147.82","197,903.55","131.8911","240.76","821.18","1,500.51","167","788","113,292.49","163,174.45","119.0293","207.07","977.09","1,370.88","249","1,194","167,016.01","224,660.35","160.4947","188.16","902.25","1,399.80","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"13747  :  โรงพยาบาลราชสาส์น","1,090","9,873","1,515,746.10","1,302,631.34","834.3914","131.94","1,195.07","1,561.18","35","122","54,186.34","51,767.25","28.3354","424.32","1,479.06","1,826.95","53","212","125,835.33","149,782.00","37.0630","706.52","2,826.08","4,041.28","50","209","66,763.86","77,275.50","45.5354","369.74","1,545.51","1,697.04","52","219","139,499.36","120,122.35","43.3112","548.50","2,310.05","2,773.47","45","156","68,501.00","84,086.95","39.2531","539.02","1,868.60","2,142.17","51","260","91,207.02","102,248.00","46.4418","393.26","2,004.86","2,201.64","49","175","98,492.15","113,308.49","31.8056","647.48","2,312.42","3,562.53","49","204","45,850.64","30,422.30","29.4780","149.13","620.86","1,032.03","46","218","43,830.58","46,496.00","38.8523","213.28","1,010.78","1,196.74","88","642","96,669.02","89,831.60","69.7737","139.92","1,020.81","1,287.47","437","5,924","457,374.82","301,504.40","314.9303","50.90","689.94","957.37","135","1,532","227,535.98","135,786.50","109.6116","88.63","1,005.83","1,238.80"
"31327  :  โรงพยาบาลคลองเขื่อน","464","1,743","229,078.05","309,426.80","353.2049","177.53","666.87","876.05","66","219","45,165.68","59,545.25","55.6908","271.90","902.20","1,069.21","66","222","34,361.93","47,737.00","42.5436","215.03","723.29","1,122.07","61","272","25,907.45","34,802.25","51.2600","127.95","570.53","678.94","49","202","18,928.30","26,562.25","34.1841","131.50","542.09","777.04","56","212","31,232.09","42,123.25","42.1467","198.69","752.20","999.44","64","277","25,448.75","34,208.75","45.7678","123.50","534.51","747.44","52","169","23,155.78","31,426.55","38.8397","185.96","604.36","809.13","50","170","24,878.07","33,021.50","42.7722","194.24","660.43","772.03","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","34,960","188,076","66,916,335.32","102,090,422.15","58,675.2560","542.81","2,920.21","1,739.92","3,030","13,434","3,698,540.05","5,700,823.00","4,979.7579","424.36","1,881.46","1,144.80","3,107","14,239","6,682,225.72","9,778,640.25","5,423.3555","686.75","3,147.29","1,803.06","2,937","14,065","5,836,992.13","8,905,803.00","5,008.1663","633.19","3,032.28","1,778.26","2,585","11,657","4,297,119.64","6,556,561.75","4,766.2613","562.46","2,536.39","1,375.62","2,405","10,104","4,421,347.71","6,572,213.25","4,295.7092","650.46","2,732.73","1,529.95","3,012","13,709","6,752,811.66","9,532,635.05","5,473.1417","695.36","3,164.89","1,741.71","2,431","11,191","4,460,291.14","6,669,299.75","4,383.9589","595.95","2,743.44","1,521.30","2,450","12,515","4,262,704.47","6,997,749.00","4,171.3577","559.15","2,856.22","1,677.57","2,498","11,453","4,418,417.22","6,940,790.00","4,198.1379","606.02","2,778.54","1,653.30","2,726","17,277","5,237,178.05","8,111,447.55","4,427.0749","469.49","2,975.59","1,832.24","3,614","28,278","8,104,523.44","12,687,529.50","5,710.8365","448.67","3,510.66","2,221.66","4,165","30,154","8,744,184.09","13,636,930.05","5,837.4982","452.24","3,274.17","2,336.09"
"10857  :  โรงพยาบาลกบินทร์บุรี","11,349","56,099","14,375,975.65","18,573,414.65","15,473.4125","331.08","1,636.57","1,200.34","1,244","5,796","1,275,007.42","1,628,228.01","1,518.7545","280.92","1,308.86","1,072.08","1,257","5,534","1,692,249.19","2,181,091.38","1,598.8198","394.13","1,735.16","1,364.19","1,213","5,115","1,372,717.90","1,794,945.42","1,592.1801","350.92","1,479.76","1,127.35","1,117","5,319","1,622,356.39","2,063,054.12","1,667.0439","387.87","1,846.96","1,237.55","976","4,406","1,154,516.85","1,492,707.80","1,349.7340","338.79","1,529.41","1,105.93","1,150","5,209","1,204,132.95","1,577,451.75","1,634.0094","302.83","1,371.70","965.39","1,081","4,978","1,173,623.66","1,556,088.19","1,453.3887","312.59","1,439.49","1,070.66","1,040","5,261","1,224,949.48","1,584,959.81","1,490.8362","301.27","1,524.00","1,063.13","1,083","5,924","1,606,563.35","2,074,252.40","1,588.1622","350.14","1,915.28","1,306.07","1,188","8,557","2,049,858.46","2,620,635.77","1,580.4837","306.26","2,205.92","1,658.12","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10858  :  โรงพยาบาลนาดี","2,651","14,949","892,395.30","1,173,307.20","1,890.6746","78.49","442.59","620.58","184","504","63,597.83","84,233.91","113.9059","167.13","457.79","739.50","185","467","62,149.74","81,843.53","118.0530","175.25","442.40","693.28","166","416","60,377.68","81,412.78","96.4944","195.70","490.44","843.70","152","480","63,381.74","82,983.59","121.2289","172.88","545.94","684.52","161","455","60,990.28","80,507.00","108.3222","176.94","500.04","743.22","172","513","90,614.10","116,861.68","143.4510","227.80","679.43","814.65","191","573","68,235.85","90,320.68","119.5728","157.63","472.88","755.36","181","591","111,564.47","143,545.13","158.3816","242.89","793.07","906.32","182","549","73,889.66","95,030.99","127.6058","173.10","522.15","744.72","175","872","88,765.41","114,828.52","131.3906","131.68","656.16","873.95","244","2,424","42,777.94","58,635.24","184.3786","24.19","240.31","318.02","658","7,105","106,050.60","143,104.15","467.8898","20.14","217.48","305.85"
"10859  :  โรงพยาบาลบ้านสร้าง","1,379","8,930","467,661.37","628,263.75","907.1283","70.35","455.59","692.59","101","379","38,045.52","50,121.25","64.2632","132.25","496.25","779.94","87","314","34,983.91","45,303.00","53.7885","144.28","520.72","842.24","75","225","31,922.99","43,251.75","45.9377","192.23","576.69","941.53","68","259","40,343.15","52,274.00","44.6806","201.83","768.74","1,169.95","77","234","26,456.94","34,774.25","44.6602","148.61","451.61","778.64","84","314","49,910.79","66,171.25","53.4882","210.74","787.75","1,237.12","89","327","37,759.88","49,891.25","59.4739","152.57","560.58","838.88","72","343","41,218.12","54,549.75","46.7922","159.04","757.64","1,165.79","83","396","56,745.20","74,887.50","69.8440","189.11","902.26","1,072.21","182","1,122","39,420.61","52,914.00","108.4836","47.16","290.74","487.76","287","3,090","50,588.13","72,537.50","194.7661","23.47","252.74","372.43","174","1,927","20,266.13","31,588.25","120.9501","16.39","181.54","261.17"
"10860  :  โรงพยาบาลประจันตคาม","1,802","8,026","196,411.59","280,628.50","1,124.3916","34.96","155.73","249.58","99","367","128.22","202.50","70.5819","0.55","2.05","2.87","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","121","402","12,115.42","15,532.50","84.4848","38.64","128.37","183.85","113","357","13,177.22","18,270.50","84.8259","51.18","161.69","215.39","87","259","2,105.77","2,776.25","50.1013","10.72","31.91","55.41","124","405","6,863.72","9,771.25","82.7132","24.13","78.80","118.13","118","412","34,083.66","46,269.25","88.5963","112.30","392.11","522.25","84","329","20,354.42","27,835.25","58.8671","84.61","331.37","472.85","106","380","39,496.14","51,806.25","78.4188","136.33","488.74","660.64","158","876","6,462.60","9,791.00","91.8606","11.18","61.97","106.59","236","2,455","21,537.92","34,878.50","135.5346","14.21","147.79","257.34","556","1,784","40,086.50","63,495.25","298.4071","35.59","114.20","212.78"
"10861  :  โรงพยาบาลศรีมหาโพธิ","1,910","6,061","533,580.68","726,710.26","1,039.3230","119.90","380.48","699.22","261","702","76,117.11","100,864.00","134.0549","143.68","386.45","752.41","259","659","83,092.05","111,833.50","132.6985","169.70","431.79","842.76","219","660","74,345.13","100,970.16","119.3318","152.99","461.05","846.13","149","380","34,384.15","46,614.52","77.7105","122.67","312.85","599.85","200","490","51,227.95","70,336.98","106.3555","143.54","351.68","661.34","207","548","75,336.62","102,120.44","103.6338","186.35","493.34","985.40","185","635","55,852.49","75,518.55","109.3420","118.93","408.21","690.66","213","1,247","46,430.61","67,181.29","124.9550","53.87","315.41","537.64","217","740","36,794.57","51,270.82","131.2410","69.28","236.27","390.66","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","488","1,362","338,827.49","556,273.00","315.1071","408.42","1,139.90","1,765.35","109","334","90,023.08","151,894.00","71.4479","454.77","1,393.52","2,125.94","123","348","130,711.42","208,170.00","79.2040","598.19","1,692.44","2,628.28","80","218","43,361.95","70,475.50","49.7986","323.28","880.94","1,415.21","76","229","27,318.29","45,859.50","53.5226","200.26","603.41","856.82","100","233","47,412.75","79,874.00","61.1340","342.81","798.74","1,306.54","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10698  :  โรงพยาบาลนครนายก","15,910","91,414","37,162,767.13","46,781,936.59","24,254.3700","511.76","2,940.41","1,928.80","1,930","9,576","2,170,241.55","2,763,897.60","2,572.1927","288.63","1,432.07","1,074.53","1,903","10,420","3,600,568.53","4,547,800.90","2,851.8528","436.45","2,389.81","1,594.68","1,748","9,284","4,018,714.53","5,052,861.81","2,548.0924","544.25","2,890.65","1,983.00","1,489","8,453","4,003,926.20","5,044,364.81","2,396.4612","596.75","3,387.75","2,104.92","1,383","7,660","3,217,957.56","4,088,730.42","2,135.5304","533.78","2,956.42","1,914.62","1,684","9,078","3,897,966.78","4,868,642.78","2,596.3954","536.31","2,891.12","1,875.15","1,475","8,000","3,843,474.36","4,786,118.09","2,187.9075","598.26","3,244.83","2,187.53","1,310","8,297","4,048,653.33","5,083,601.45","2,213.1891","612.70","3,880.61","2,296.96","1,377","8,730","3,884,030.14","4,901,289.70","2,183.6689","561.43","3,559.40","2,244.52","1,611","11,916","4,477,234.15","5,644,629.03","2,569.0796","473.70","3,503.80","2,197.14","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10863  :  โรงพยาบาลปากพลี","1,494","8,583","695,936.09","453,082.00","919.6207","52.79","303.27","492.68","60","120","15,938.94","26,792.00","39.0892","223.27","446.53","685.41","65","168","21,103.04","36,046.75","41.9687","214.56","554.57","858.90","70","149","21,342.02","41,037.75","48.4940","275.42","586.25","846.24","58","145","22,851.79","40,589.00","32.5637","279.92","699.81","1,246.45","59","141","24,659.07","45,551.00","31.6505","323.06","772.05","1,439.19","88","214","32,598.44","54,258.00","49.0816","253.54","616.57","1,105.47","54","155","18,836.86","34,747.00","34.3590","224.17","643.46","1,011.29","66","235","21,060.44","38,614.25","42.9958","164.32","585.06","898.09","97","289","27,194.16","48,003.50","66.2081","166.10","494.88","725.04","348","2,017","104,668.62","33,044.50","199.6016","16.38","94.96","165.55","415","3,891","226,581.00","32,288.50","254.8772","8.30","77.80","126.68","114","1,059","159,101.71","22,109.75","78.7313","20.88","193.95","280.83"
"10864  :  โรงพยาบาลบ้านนา","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10865  :  โรงพยาบาลองครักษ์","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","21,211","130,155","44,372,188.23","55,653,370.74","33,440.7449","427.59","2,623.80","1,664.24","2,182","12,438","3,178,127.49","3,969,988.00","3,546.5043","319.18","1,819.43","1,119.41","2,250","12,474","4,540,130.60","5,691,242.43","3,631.4790","456.25","2,529.44","1,567.20","2,085","11,834","4,651,244.56","5,827,981.99","3,410.6565","492.48","2,795.20","1,708.76","1,833","11,094","5,091,699.09","6,371,670.27","3,163.0818","574.33","3,476.09","2,014.39","1,810","10,055","4,137,176.50","5,204,914.74","3,025.6210","517.64","2,875.64","1,720.28","2,221","11,909","5,733,226.62","7,167,373.41","3,563.6367","601.85","3,227.09","2,011.25","1,939","11,672","4,178,770.39","5,293,731.27","3,297.5594","453.54","2,730.13","1,605.35","1,903","11,887","4,408,707.40","5,524,240.39","3,119.2427","464.73","2,902.91","1,771.02","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","2,301","16,624","4,154,548.35","5,226,376.51","3,247.6538","314.39","2,271.35","1,609.28","2,687","20,168","4,298,557.23","5,375,851.73","3,435.3097","266.55","2,000.69","1,564.88"
"10866  :  โรงพยาบาลคลองหาด","1,703","6,218","745,155.61","1,034,787.40","1,394.3845","166.42","607.63","742.11","169","595","69,600.48","96,202.95","135.8011","161.69","569.25","708.41","205","777","100,435.95","140,445.05","164.9022","180.75","685.10","851.69","142","565","63,617.52","89,983.20","116.1047","159.26","633.68","775.02","146","596","69,663.60","99,411.35","136.0164","166.80","680.90","730.88","154","556","65,401.21","93,543.25","118.8696","168.24","607.42","786.94","199","695","79,596.33","104,885.90","164.2132","150.91","527.06","638.72","176","643","72,559.74","103,358.85","155.6313","160.74","587.27","664.13","194","716","87,814.94","123,362.10","164.3861","172.29","635.89","750.44","167","629","86,958.51","117,293.80","135.9017","186.48","702.36","863.08","151","446","49,507.33","66,300.95","102.5582","148.66","439.08","646.47","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"10867  :  โรงพยาบาลตาพระยา","3,208","14,863","1,814,013.90","2,418,613.75","1,951.0495","162.73","753.93","1,239.65","236","840","101,079.98","138,063.25","132.9912","164.36","585.01","1,038.14","208","807","154,219.68","204,121.00","130.4540","252.94","981.35","1,564.70","234","813","186,806.51","245,383.75","141.7192","301.83","1,048.65","1,731.48","198","645","172,212.49","226,730.50","133.6699","351.52","1,145.10","1,696.20","182","615","154,164.54","202,805.75","126.0418","329.77","1,114.32","1,609.04","222","745","112,805.03","154,159.50","135.1475","206.93","694.41","1,140.68","234","795","155,886.30","209,228.25","139.1841","263.18","894.14","1,503.25","221","751","139,588.51","185,126.75","131.5908","246.51","837.68","1,406.84","251","831","167,808.43","222,671.00","151.8315","267.96","887.14","1,466.57","264","717","133,405.26","177,266.50","155.0758","247.23","671.46","1,143.10","592","4,689","174,908.15","236,180.25","356.6851","50.37","398.95","662.15","366","2,615","161,129.02","216,877.25","216.6586","82.94","592.56","1,001.01"
"10868  :  โรงพยาบาลวังน้ำเย็น","4,591","19,887","2,381,522.02","3,114,047.93","3,945.9097","156.59","678.29","789.18","346","1,145","172,944.15","231,140.75","325.2465","201.87","668.04","710.66","325","1,159","156,084.32","208,201.77","290.1081","179.64","640.62","717.67","303","937","148,531.34","194,404.54","262.0878","207.48","641.60","741.75","280","878","154,452.35","203,392.52","239.1619","231.65","726.40","850.44","300","875","147,962.36","193,176.17","226.7443","220.77","643.92","851.96","315","1,022","155,484.18","204,956.88","259.8617","200.54","650.66","788.72","344","1,152","174,518.79","232,111.75","309.5927","201.49","674.74","749.73","378","1,383","224,534.38","295,737.50","347.1471","213.84","782.37","851.91","394","1,532","281,950.59","363,674.25","342.9684","237.39","923.03","1,060.37","362","1,250","171,215.08","224,174.88","307.0888","179.34","619.27","730.00","726","5,022","265,464.48","342,877.92","539.6001","68.28","472.28","635.43","518","3,532","328,380.00","420,199.00","496.3023","118.97","811.19","846.66"
"10869  :  โรงพยาบาลวัฒนานคร","4,449","21,341","2,057,118.68","2,841,064.37","3,163.7375","133.13","638.58","898.01","342","1,112","146,647.82","209,853.21","248.7531","188.72","613.61","843.62","330","1,069","161,735.67","220,450.08","230.8411","206.22","668.03","954.99","290","992","166,975.88","232,312.72","254.4645","234.19","801.08","912.95","294","961","193,315.95","257,369.88","257.8027","267.81","875.41","998.32","261","964","160,648.51","209,576.80","213.6704","217.40","802.98","980.84","295","974","162,421.51","211,674.46","248.4043","217.32","717.54","852.14","323","1,592","142,551.30","195,702.17","256.2937","122.93","605.89","763.59","360","1,933","166,885.53","244,749.85","263.8422","126.62","679.86","927.64","429","2,453","156,341.94","222,971.61","319.6005","90.90","519.75","697.66","481","2,744","169,002.70","237,773.29","323.8500","86.65","494.33","734.21","606","3,842","205,609.60","294,288.16","399.5253","76.60","485.62","736.59","438","2,705","224,982.27","304,342.14","146.6897","112.51","694.85","2,074.73"
"10870  :  โรงพยาบาลอรัญประเทศ","6,093","23,810","10,234,445.62","13,086,447.76","5,973.6827","549.62","2,147.78","2,190.68","1,087","5,130","1,277,426.28","1,637,235.80","1,046.8687","319.15","1,506.20","1,563.94","1,057","4,168","1,811,398.43","2,325,568.48","1,073.3561","557.96","2,200.16","2,166.63","1,103","4,103","2,022,423.49","2,566,659.52","1,052.2069","625.56","2,326.98","2,439.31","867","3,559","1,882,848.49","2,394,995.71","905.9374","672.94","2,762.39","2,643.67","896","3,072","1,426,584.67","1,831,166.29","885.7827","596.08","2,043.71","2,067.29","1,083","3,778","1,813,764.26","2,330,821.96","1,009.5309","616.95","2,152.19","2,308.82","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","2,588","12,188","2,047,889.44","2,630,186.36","1,950.0842","215.80","1,016.30","1,348.76","229","838","204,609.96","266,232.87","161.3318","317.70","1,162.59","1,650.22","247","982","215,620.16","276,792.77","162.5061","281.87","1,120.62","1,703.28","212","824","196,700.72","249,459.76","144.8895","302.74","1,176.70","1,721.72","186","659","121,997.98","160,591.70","143.6017","243.69","863.40","1,118.31","178","716","137,998.21","177,610.90","130.0099","248.06","997.81","1,366.13","205","734","142,877.10","185,453.72","132.9162","252.66","904.65","1,395.27","201","769","138,617.59","181,492.08","140.8296","236.01","902.95","1,288.74","206","869","202,818.42","257,803.47","154.7984","296.67","1,251.47","1,665.41","154","599","144,819.73","188,308.27","112.9966","314.37","1,222.78","1,666.50","235","887","201,391.28","253,586.17","219.2252","285.89","1,079.09","1,156.74","359","2,818","110,153.46","141,591.56","399.1753","50.25","394.41","354.71","176","1,493","230,284.83","291,263.09","47.8039","195.09","1,654.90","6,092.87"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00","0","0","0.00","0.00","0.0000","0.00","0.00","0.00"
