"โรงพยาบาล","รวมทั้งปีงบประมาณ","ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"OP Visit","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","37,982","128,661","7,612,894.56","13,870,618.86","0.00","0.00","3,534","11,834","681,852.37","1,245,881.46","352.54","3.35","3,472","11,793","708,313.31","1,333,222.42","383.99","3.40","3,368","11,498","668,011.24","1,236,037.49","366.99","3.41","3,551","11,823","652,757.21","1,185,254.12","333.78","3.33","3,225","11,092","617,382.23","1,131,340.99","350.80","3.44","3,317","11,665","670,506.99","1,222,839.12","368.66","3.52","3,033","10,304","643,382.80","1,180,443.14","389.20","3.40","3,174","10,657","704,914.64","1,293,517.13","407.54","3.36","3,892","12,310","724,670.49","1,264,824.69","324.98","3.16","3,743","12,947","763,956.70","1,375,717.89","367.54","3.46","3,542","12,345","759,612.74","1,372,438.84","387.48","3.49","131","393","17,533.84","29,101.57","222.15","3.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","23,152","76,264","3,074,954.73","34,352,423.50","0.00","0.00","2,145","7,168","266,141.58","3,175,105.50","1,480.24","3.34","1,916","6,278","232,404.27","2,816,952.00","1,470.23","3.28","1,935","6,479","287,732.95","2,992,063.00","1,546.29","3.35","2,013","6,762","279,546.08","3,031,484.00","1,505.95","3.36","1,852","6,061","237,781.41","2,586,970.00","1,396.85","3.27","1,274","4,513","175,024.46","2,021,060.00","1,586.39","3.54","1,750","6,004","214,803.76","2,676,055.00","1,529.17","3.43","2,034","6,497","257,277.95","2,880,052.00","1,415.95","3.19","2,016","6,370","238,707.63","2,686,411.00","1,332.55","3.16","2,352","7,500","311,759.03","3,433,658.00","1,459.89","3.19","1,923","6,201","304,639.00","2,965,697.00","1,542.22","3.22","1,942","6,431","269,136.61","3,086,916.00","1,589.56","3.31"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","23,289","72,599","5,200,517.60","26,519,016.90","0.00","0.00","2,160","6,877","574,814.45","2,780,582.70","1,287.31","3.18","2,041","6,304","440,788.81","2,250,955.25","1,102.87","3.09","1,942","6,238","406,295.36","2,159,455.25","1,111.97","3.21","2,255","7,216","504,024.60","2,558,211.10","1,134.46","3.20","2,400","7,134","542,403.23","2,409,455.45","1,003.94","2.97","2,098","6,213","403,493.18","2,113,265.10","1,007.28","2.96","1,908","5,912","414,376.18","2,202,858.70","1,154.54","3.10","2,007","6,072","488,475.07","2,408,886.25","1,200.24","3.03","1,891","6,000","378,562.79","2,032,378.70","1,074.76","3.17","2,099","6,708","444,493.55","2,436,288.25","1,160.69","3.20","1,865","5,915","446,534.82","2,375,910.15","1,273.95","3.17","623","2,010","156,255.56","790,770.00","1,269.29","3.23"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","13,737","39,020","3,473,974.65","4,887,074.50","0.00","0.00","1,216","3,331","287,625.24","405,752.00","333.68","2.74","1,123","3,383","244,274.77","352,805.00","314.16","3.01","1,062","3,125","285,753.56","398,513.00","375.25","2.94","1,224","3,777","288,010.47","405,888.00","331.61","3.09","1,173","3,592","301,829.20","425,040.00","362.35","3.06","1,112","3,252","287,127.97","408,071.00","366.97","2.92","978","2,652","245,543.11","345,292.00","353.06","2.71","1,135","3,176","317,928.52","443,718.00","390.94","2.80","1,241","3,421","340,868.27","471,585.00","380.00","2.76","1,163","3,063","322,837.15","444,521.00","382.22","2.63","1,181","3,084","279,182.82","395,016.00","334.48","2.61","1,129","3,164","272,993.57","390,873.50","346.21","2.80"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","67,904","245,455","38,315,068.83","52,982,414.85","0.00","0.00","5,843","20,449","3,392,931.19","4,831,469.60","826.88","3.50","5,594","19,691","3,126,939.11","4,438,665.10","793.47","3.52","5,328","18,820","3,171,407.91","4,339,090.30","814.39","3.53","5,877","20,962","3,309,114.40","4,558,877.05","775.71","3.57","5,259","19,090","2,864,300.21","3,958,471.65","752.70","3.63","5,357","19,480","3,005,043.38","4,151,793.80","775.02","3.64","5,569","20,245","3,337,170.79","4,582,288.40","822.82","3.64","5,912","21,539","3,245,376.46","4,489,438.65","759.38","3.64","5,315","18,993","2,949,964.98","4,052,121.30","762.39","3.57","5,838","21,455","3,492,165.88","4,787,592.70","820.07","3.68","5,985","22,302","3,145,018.32","4,314,343.30","720.86","3.73","6,027","22,429","3,275,636.20","4,478,263.00","743.03","3.72"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","7,290","22,181","2,175,136.85","3,206,902.86","0.00","0.00","642","2,053","192,967.98","287,884.69","448.42","3.20","647","1,921","229,114.36","326,464.25","504.58","2.97","606","1,730","131,581.65","195,867.25","323.21","2.85","613","1,877","164,080.72","245,770.50","400.93","3.06","600","1,931","177,155.36","268,123.50","446.87","3.22","617","1,965","151,661.76","228,749.26","370.74","3.18","518","1,625","166,750.97","248,041.63","478.84","3.14","648","2,119","227,460.17","334,995.51","516.97","3.27","564","1,619","141,203.88","209,614.13","371.66","2.87","613","1,733","142,763.32","216,561.82","353.28","2.83","617","1,753","213,616.17","309,444.00","501.53","2.84","605","1,855","236,780.51","335,386.32","554.36","3.07"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","0","53,451","194,684","8,092,046.24","17,053,826.00","0.00","0.00","5,069","18,445","812,722.37","1,686,594.90","332.73","3.64","4,530","16,879","703,629.26","1,508,643.60","333.03","3.73","4,530","15,693","680,293.67","1,428,060.60","315.25","3.46","5,068","18,881","688,673.90","1,514,096.20","298.76","3.73","4,742","17,629","753,206.62","1,540,342.60","324.83","3.72","4,971","18,221","698,305.46","1,475,405.70","296.80","3.67","4,454","16,213","726,484.02","1,542,586.80","346.34","3.64","4,736","17,205","740,100.60","1,571,524.80","331.83","3.63","5,261","18,882","754,335.42","1,560,684.40","296.65","3.59","5,244","18,743","772,366.05","1,625,849.70","310.04","3.57","0","0","0.00","0.00","0.00","0.00","4,846","17,893","761,928.87","1,600,036.70","330.18","3.69"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","0","152,503","558,497","39,067,342.93","57,278,070.15","0.00","0.00","12,694","49,073","3,020,959.61","4,600,464.19","362.41","3.87","12,424","49,442","3,336,205.00","4,998,170.97","402.30","3.98","11,500","44,819","2,895,644.73","4,317,743.22","375.46","3.90","12,987","52,005","3,330,024.44","4,970,362.22","382.72","4.00","12,437","48,898","3,328,159.80","4,867,532.09","391.38","3.93","12,640","47,514","3,067,258.69","4,519,698.19","357.57","3.76","11,633","43,662","3,167,257.99","4,700,788.96","404.09","3.75","12,154","42,636","3,351,630.54","4,822,309.73","396.77","3.51","13,272","43,700","3,353,001.81","4,818,394.83","363.05","3.29","14,459","46,394","3,501,793.52","4,941,503.25","341.76","3.21","13,265","45,284","3,616,446.30","5,215,939.25","393.21","3.41","13,038","45,070","3,098,960.50","4,505,163.25","345.54","3.46"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","75,546","222,056","43,744,976.21","74,258,267.00","0.00","0.00","15,494","43,730","9,188,372.04","15,482,772.00","999.28","2.82","13,965","40,043","8,411,261.75","14,273,663.00","1,022.10","2.87","14,619","43,123","8,104,426.52","13,831,926.00","946.16","2.95","16,239","49,168","8,988,253.77","15,457,990.00","951.91","3.03","0","0","0.00","0.00","0.00","0.00","15,229","45,992","9,052,662.13","15,211,916.00","998.88","3.02","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0","47,699","168,980","5,949,430.12","8,115,400.65","0.00","0.00","4,270","15,219","488,163.36","618,670.70","144.89","3.56","4,183","15,393","604,873.17","736,050.35","175.96","3.68","4,091","14,129","475,221.51","584,868.30","142.96","3.45","4,319","16,121","586,035.08","768,593.70","177.96","3.73","4,180","15,027","540,919.60","655,451.00","156.81","3.59","4,057","14,602","493,823.63","692,246.25","170.63","3.60","3,543","12,243","457,993.09","612,797.55","172.96","3.46","3,695","12,356","472,190.08","711,744.50","192.62","3.34","3,965","13,609","416,729.70","696,247.30","175.60","3.43","4,040","13,895","437,342.95","658,599.80","163.02","3.44","3,651","13,264","533,188.76","710,525.20","194.61","3.63","3,705","13,122","442,949.19","669,606.00","180.73","3.54"
"27839  :  โรงพยาบาลบัวลาย","0","30,316","105,847","3,519,958.26","11,422,301.85","0.00","0.00","2,599","9,182","306,356.69","961,722.95","370.04","3.53","2,469","9,238","276,162.36","957,918.00","387.98","3.74","2,566","8,941","276,000.98","888,371.20","346.21","3.48","2,780","10,026","292,135.54","990,951.00","356.46","3.61","2,400","8,838","261,439.81","941,218.45","392.17","3.68","2,546","8,849","311,894.23","962,152.00","377.91","3.48","2,165","7,792","279,484.78","874,860.75","404.09","3.60","2,434","8,725","299,334.14","1,062,022.25","436.33","3.58","2,760","8,720","312,015.82","922,321.75","334.17","3.16","2,635","8,643","292,294.88","922,913.50","350.25","3.28","2,509","8,393","312,378.83","1,014,701.75","404.42","3.35","2,453","8,500","300,460.20","923,148.25","376.33","3.47"
"27840  :  โรงพยาบาลสีดา","0","29,444","97,511","4,113,438.69","8,930,226.30","0.00","0.00","2,657","8,323","420,039.07","839,589.20","315.99","3.13","2,011","6,553","317,636.56","667,059.10","331.71","3.26","2,502","7,964","366,587.98","782,375.30","312.70","3.18","2,180","7,439","297,789.47","602,733.20","276.48","3.41","2,469","8,385","348,394.00","719,630.50","291.47","3.40","2,503","9,349","394,571.16","798,123.00","318.87","3.74","2,516","8,535","392,836.09","805,137.00","320.01","3.39","2,601","8,550","399,694.38","809,840.00","311.36","3.29","2,564","7,965","345,604.03","689,922.50","269.08","3.11","2,839","9,432","312,260.17","824,790.00","290.52","3.32","2,279","7,402","245,030.82","661,207.50","290.13","3.25","2,323","7,614","272,994.96","729,819.00","314.17","3.28"
"27841  :  โรงพยาบาลเทพารักษ์","0","35,177","121,518","3,282,073.31","5,838,376.90","0.00","0.00","2,833","9,403","253,156.80","476,705.25","168.27","3.32","2,548","9,015","232,858.37","436,974.00","171.50","3.54","2,519","9,343","218,574.78","414,926.00","164.72","3.71","2,973","11,136","264,535.02","500,589.50","168.38","3.75","2,760","10,301","256,724.78","487,215.75","176.53","3.73","2,963","10,759","256,045.66","485,402.65","163.82","3.63","2,396","8,401","238,892.67","467,344.50","195.05","3.51","3,377","9,508","361,684.49","481,985.00","142.73","2.82","3,344","10,465","327,292.99","476,220.25","142.41","3.13","3,161","10,465","278,922.48","541,732.00","171.38","3.31","3,049","10,339","304,339.77","533,221.00","174.88","3.39","3,254","12,383","289,045.50","536,061.00","164.74","3.81"
"10667  :  โรงพยาบาลบุรีรัมย์","0","352,280","1,190,294","334,897,491.94","621,251,786.00","0.00","0.00","30,268","100,801","28,641,401.91","49,876,067.00","1,647.82","3.33","28,604","96,138","27,346,075.22","47,421,101.50","1,657.85","3.36","27,092","92,252","26,966,489.13","47,636,769.75","1,758.33","3.41","30,405","103,014","26,296,865.11","44,318,511.25","1,457.61","3.39","27,167","92,499","21,901,492.45","37,491,202.25","1,380.03","3.40","27,517","93,146","58,138,200.28","149,581,892.00","5,435.98","3.39","27,582","95,173","24,461,226.05","40,628,414.00","1,473.00","3.45","29,296","99,743","24,406,835.64","41,541,569.25","1,417.99","3.40","29,515","98,796","22,059,476.37","37,138,106.75","1,258.28","3.35","32,337","108,041","25,456,599.58","43,030,362.50","1,330.69","3.34","30,801","102,525","24,487,425.33","41,696,936.50","1,353.75","3.33","31,696","108,166","24,735,404.87","40,890,853.25","1,290.10","3.41"
"10895  :  โรงพยาบาลคูเมือง","0","84,959","286,543","16,313,204.14","36,359,835.41","0.00","0.00","6,426","23,238","1,341,475.46","2,991,575.58","465.54","3.62","7,387","22,355","1,302,010.02","2,908,126.79","393.68","3.03","9,913","34,511","2,072,684.11","4,630,220.36","467.09","3.48","6,221","22,444","1,276,276.40","2,851,807.82","458.42","3.61","5,772","20,727","1,180,826.07","2,629,318.95","455.53","3.59","6,102","21,477","1,208,097.48","2,666,425.98","436.98","3.52","9,059","31,917","2,006,925.83","4,466,585.21","493.05","3.52","5,679","20,673","1,260,207.45","2,837,513.68","499.65","3.64","8,079","22,914","1,181,754.45","2,616,035.44","323.81","2.84","7,123","21,709","1,160,221.45","2,590,059.32","363.62","3.05","6,305","20,973","1,136,575.02","2,578,400.49","408.95","3.33","6,893","23,605","1,186,150.40","2,593,765.79","376.29","3.42"
"10896  :  โรงพยาบาลกระสัง","0","85,584","308,841","13,920,775.57","26,103,761.53","0.00","0.00","7,363","26,477","1,217,282.56","1,810,035.25","245.83","3.60","7,159","26,641","1,236,395.83","2,023,432.00","282.64","3.72","6,824","25,405","1,162,902.38","2,035,140.25","298.23","3.72","7,241","26,892","1,221,757.49","2,321,312.00","320.58","3.71","6,546","24,033","1,075,398.53","2,102,084.25","321.13","3.67","6,944","25,928","1,262,896.49","2,305,338.00","331.99","3.73","6,582","23,858","1,151,238.91","2,191,979.25","333.03","3.62","7,149","26,187","1,298,950.79","2,480,179.28","346.93","3.66","7,598","26,975","1,217,451.35","2,325,143.65","306.02","3.55","6,933","23,924","903,705.45","1,916,239.75","276.39","3.45","7,201","24,523","1,033,209.10","2,290,102.15","318.03","3.41","8,044","27,998","1,139,586.69","2,302,775.70","286.27","3.48"
"10897  :  โรงพยาบาลนางรอง","0","195,727","718,183","68,434,738.48","101,972,830.75","0.00","0.00","17,137","62,946","5,540,590.95","8,584,485.50","500.93","3.67","16,065","59,713","5,703,266.74","8,538,110.75","531.47","3.72","15,519","56,130","5,087,698.38","7,548,541.00","486.41","3.62","17,181","64,159","6,128,975.50","9,195,749.00","535.23","3.73","15,092","55,601","5,053,839.42","7,548,072.50","500.14","3.68","15,825","57,275","5,858,407.67","8,559,245.50","540.87","3.62","15,422","57,570","5,693,867.39","8,529,690.75","553.09","3.73","16,096","59,720","5,981,398.97","8,801,179.00","546.79","3.71","16,351","59,043","5,069,151.94","7,569,076.50","462.91","3.61","17,400","64,267","6,538,021.59","9,647,841.50","554.47","3.69","16,589","59,526","5,713,756.33","8,504,150.75","512.64","3.59","17,050","62,233","6,065,763.60","8,946,688.00","524.73","3.65"
"10898  :  โรงพยาบาลหนองกี่","0","86,800","279,947","16,450,558.73","25,856,179.99","0.00","0.00","7,276","25,333","1,440,748.91","2,290,032.30","314.74","3.48","10,052","27,355","1,551,221.78","2,495,341.00","248.24","2.72","6,448","22,601","1,408,019.17","2,180,105.09","338.11","3.51","6,801","23,977","1,382,804.13","2,159,592.65","317.54","3.53","6,320","22,398","1,313,117.37","2,047,725.00","324.01","3.54","6,590","23,049","1,456,019.68","2,256,117.80","342.35","3.50","5,751","19,641","1,290,812.50","2,010,003.00","349.50","3.42","6,338","20,855","1,313,755.58","2,072,637.25","327.02","3.29","10,521","27,504","1,326,655.02","2,128,202.50","202.28","2.61","7,502","24,281","1,427,232.31","2,222,435.40","296.25","3.24","6,670","21,218","1,239,753.49","1,954,241.50","292.99","3.18","6,531","21,735","1,300,418.79","2,039,746.50","312.32","3.33"
"10899  :  โรงพยาบาลละหานทราย","0","101,018","324,071","18,402,216.38","28,818,017.57","0.00","0.00","8,390","27,611","1,513,033.94","2,405,804.07","286.75","3.29","8,315","28,084","1,772,371.87","2,863,881.95","344.42","3.38","7,534","23,286","1,325,183.17","2,078,284.76","275.85","3.09","8,282","25,732","1,511,384.82","2,347,423.02","283.44","3.11","7,474","23,879","1,370,947.55","2,146,267.80","287.16","3.19","8,114","26,012","1,633,869.48","2,555,645.31","314.97","3.21","7,105","22,350","1,382,961.61","2,159,088.24","303.88","3.15","7,709","24,841","1,408,971.67","2,276,114.48","295.25","3.22","9,556","30,526","1,602,405.11","2,478,753.15","259.39","3.19","10,941","35,015","1,717,189.97","2,626,302.66","240.04","3.20","8,704","27,557","1,541,493.22","2,422,468.27","278.32","3.17","8,894","29,178","1,622,403.97","2,457,983.86","276.36","3.28"
"10900  :  โรงพยาบาลประโคนชัย","0","125,161","453,380","24,288,220.91","50,459,895.45","0.00","0.00","10,821","42,326","2,172,157.87","4,550,304.50","420.51","3.91","11,809","41,995","2,387,210.52","5,768,047.50","488.45","3.56","10,167","37,587","1,902,610.27","4,129,015.00","406.12","3.70","10,493","42,672","2,241,892.13","4,638,659.00","442.07","4.07","9,778","38,088","2,111,993.07","4,343,119.50","444.17","3.90","9,805","38,204","2,048,365.81","4,224,199.50","430.82","3.90","9,226","35,074","1,934,586.52","4,002,026.50","433.78","3.80","11,081","39,289","2,237,591.29","4,593,853.50","414.57","3.55","12,079","40,051","2,053,109.86","4,170,931.00","345.30","3.32","14,557","43,137","2,280,112.89","4,610,563.95","316.72","2.96","4,350","15,120","826,465.61","1,679,671.75","386.13","3.48","10,995","39,837","2,092,125.07","3,749,503.75","341.02","3.62"
"10901  :  โรงพยาบาลบ้านกรวด","0","122,276","462,683","16,886,976.27","28,650,310.30","0.00","0.00","11,469","44,283","1,730,299.26","2,869,925.45","250.23","3.86","10,520","41,847","1,479,233.48","2,514,408.00","239.01","3.98","10,280","39,762","1,417,519.21","2,389,950.90","232.49","3.87","15,753","61,147","2,162,279.44","3,585,009.40","227.58","3.88","10,057","38,747","1,324,504.71","2,222,106.00","220.95","3.85","10,657","42,658","1,571,638.39","2,726,939.45","255.88","4.00","10,146","40,499","1,743,720.77","2,948,881.75","290.64","3.99","9,069","35,165","1,319,809.22","2,265,625.35","249.82","3.88","8,257","28,672","1,014,502.63","1,731,620.60","209.72","3.47","9,331","31,118","1,117,607.84","1,873,095.00","200.74","3.33","8,124","28,419","983,566.44","1,740,265.95","214.21","3.50","8,613","30,366","1,022,294.88","1,782,482.45","206.95","3.53"
"10902  :  โรงพยาบาลพุทไธสง","0","79,537","299,413","9,446,796.80","29,854,506.00","0.00","0.00","6,452","24,891","762,902.98","2,474,666.00","383.55","3.86","6,794","25,728","860,960.20","2,710,366.50","398.94","3.79","6,976","24,216","760,078.30","2,268,736.00","325.22","3.47","7,441","27,618","692,163.18","2,696,857.50","362.43","3.71","6,064","24,353","656,336.82","2,406,788.00","396.90","4.02","6,015","24,651","872,885.86","2,482,808.00","412.77","4.10","5,961","24,818","709,196.34","2,577,059.00","432.32","4.16","5,985","24,672","933,399.02","2,581,211.00","431.28","4.12","6,892","25,089","758,778.88","2,446,118.00","354.92","3.64","8,317","26,110","746,851.06","2,400,035.00","288.57","3.14","6,308","24,160","1,034,316.92","2,601,971.00","412.49","3.83","6,332","23,107","658,927.24","2,207,890.00","348.69","3.65"
"10904  :  โรงพยาบาลลำปลายมาศ","0","130,779","502,995","25,639,007.91","35,092,106.21","0.00","0.00","11,280","42,981","2,173,546.06","3,012,841.09","267.10","3.81","11,449","41,974","2,240,108.17","3,056,411.35","266.96","3.67","10,509","39,277","1,993,769.77","2,823,518.43","268.68","3.74","11,040","42,569","2,257,371.15","2,971,165.22","269.13","3.86","9,897","38,324","1,970,131.55","2,792,778.08","282.18","3.87","10,151","40,705","2,037,719.33","2,870,781.94","282.81","4.01","9,655","37,452","2,072,572.40","2,831,062.95","293.22","3.88","10,121","38,818","2,083,599.99","2,682,890.43","265.08","3.84","10,913","42,310","2,069,116.50","2,814,641.90","257.92","3.88","12,341","47,485","2,395,436.80","3,221,155.44","261.01","3.85","11,364","44,161","2,163,142.99","2,949,908.89","259.58","3.89","12,059","46,939","2,182,493.20","3,064,950.49","254.16","3.89"
"10905  :  โรงพยาบาลสตึก","0","108,486","370,496","28,925,037.50","44,392,969.58","0.00","0.00","8,830","31,029","2,606,922.62","3,923,916.25","444.38","3.51","8,493","28,852","2,400,753.82","3,656,790.25","430.57","3.40","10,562","30,985","2,232,915.82","3,435,416.00","325.26","2.93","8,826","31,762","2,472,942.78","3,762,050.25","426.25","3.60","7,998","29,341","2,212,986.11","3,463,578.75","433.06","3.67","8,715","30,835","2,281,335.38","3,490,100.50","400.47","3.54","7,882","28,337","2,463,323.63","3,801,310.00","482.28","3.60","8,164","29,030","2,557,769.07","3,911,385.50","479.10","3.56","11,780","33,615","2,383,342.11","3,617,205.47","307.06","2.85","9,866","34,995","2,503,411.10","3,915,953.71","396.91","3.55","8,445","30,040","2,464,171.69","3,818,480.43","452.16","3.56","8,925","31,675","2,345,163.37","3,596,782.47","403.00","3.55"
"10906  :  โรงพยาบาลปะคำ","0","50,933","171,980","10,293,207.25","18,534,138.97","0.00","0.00","4,289","14,036","852,597.63","1,550,520.11","361.51","3.27","4,487","14,690","881,414.61","1,581,373.42","352.43","3.27","3,943","13,225","796,169.02","1,413,266.93","358.42","3.35","4,305","14,914","935,908.94","1,661,209.52","385.88","3.46","3,906","13,649","847,521.30","1,470,136.97","376.38","3.49","4,165","14,032","873,831.53","1,588,086.88","381.29","3.37","3,871","12,833","804,297.97","1,457,771.65","376.59","3.32","4,072","14,124","891,968.54","1,560,312.05","383.18","3.47","4,897","15,780","876,279.44","1,584,755.64","323.62","3.22","4,430","15,097","861,195.94","1,569,948.39","354.39","3.41","4,163","14,144","827,000.10","1,519,849.64","365.09","3.40","4,405","15,456","845,022.23","1,576,907.77","357.98","3.51"
"10907  :  โรงพยาบาลนาโพธิ์","0","50,610","179,384","9,425,284.22","21,112,502.90","0.00","0.00","4,438","16,370","889,277.79","1,988,553.50","448.07","3.69","3,892","14,254","725,188.40","1,646,398.00","423.02","3.66","3,797","13,856","724,199.93","1,616,281.00","425.67","3.65","4,730","17,479","885,232.22","2,019,359.40","426.93","3.70","3,875","14,034","725,792.00","1,658,963.00","428.12","3.62","3,957","14,024","750,304.92","1,668,622.00","421.69","3.54","3,832","13,576","757,855.62","1,688,162.00","440.54","3.54","4,043","14,613","761,242.56","1,752,789.00","433.54","3.61","4,541","15,402","817,938.50","1,762,318.50","388.09","3.39","4,639","15,562","758,178.29","1,724,381.00","371.71","3.35","4,345","14,694","842,714.42","1,862,174.00","428.58","3.38","4,521","15,520","787,359.57","1,724,501.50","381.44","3.43"
"10908  :  โรงพยาบาลหนองหงส์","0","72,692","245,621","8,009,839.98","16,964,286.44","0.00","0.00","5,917","21,053","681,834.05","1,401,117.75","236.80","3.56","5,852","21,064","736,970.72","1,482,742.59","253.37","3.60","5,739","20,452","623,395.17","1,328,524.92","231.49","3.56","6,137","22,174","686,919.91","1,454,631.23","237.03","3.61","5,428","19,418","640,020.58","1,335,619.05","246.06","3.58","5,722","20,486","665,505.56","1,465,960.75","256.20","3.58","5,359","18,981","613,634.75","1,341,268.25","250.28","3.54","6,700","21,147","667,197.22","1,422,444.30","212.31","3.16","6,657","21,390","714,248.76","1,516,690.85","227.83","3.21","7,359","21,957","690,929.04","1,534,727.54","208.55","2.98","5,776","18,079","643,712.65","1,336,453.11","231.38","3.13","6,046","19,420","645,471.57","1,344,106.10","222.31","3.21"
"10909  :  โรงพยาบาลพลับพลาชัย","0","57,956","176,060","6,803,955.88","13,175,124.02","0.00","0.00","4,702","14,297","558,518.46","1,094,350.82","232.74","3.04","4,288","13,059","583,773.17","1,154,335.25","269.20","3.05","4,353","13,224","551,594.48","1,045,163.85","240.10","3.04","4,921","15,082","598,617.70","1,168,874.26","237.53","3.06","4,357","13,126","520,465.92","1,027,805.00","235.90","3.01","4,175","12,729","482,540.43","981,339.75","235.05","3.05","4,019","12,347","555,400.85","1,073,546.24","267.12","3.07","4,353","13,624","591,165.76","1,163,532.85","267.29","3.13","5,654","16,193","533,233.96","1,076,888.54","190.46","2.86","6,432","18,333","644,332.38","1,174,639.88","182.62","2.85","5,201","16,260","620,747.92","1,157,219.06","222.50","3.13","5,501","17,786","563,564.85","1,057,428.52","192.22","3.23"
"10910  :  โรงพยาบาลห้วยราช","0","37,976","133,009","150,804.30","8,794,707.97","0.00","0.00","3,281","12,218","17,510.00","859,091.18","261.84","3.72","3,232","12,352","19,263.40","905,260.99","280.09","3.82","2,871","10,709","6,599.00","729,205.15","253.99","3.73","3,442","12,616","15,050.00","831,019.97","241.44","3.67","3,162","11,635","14,096.50","829,882.77","262.46","3.68","3,149","11,473","10,559.00","798,922.51","253.71","3.64","3,031","10,403","10,029.50","731,706.80","241.41","3.43","3,283","11,985","8,320.50","833,172.01","253.78","3.65","3,917","11,659","9,220.00","710,313.54","181.34","2.98","3,639","11,750","16,702.00","677,308.86","186.12","3.23","1,088","3,425","4,064.50","235,947.05","216.86","3.15","3,881","12,784","19,389.90","652,877.14","168.22","3.29"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","36,857","116,104","5,690,335.70","11,435,435.95","0.00","0.00","3,014","9,843","498,181.95","1,004,569.00","333.30","3.27","2,885","9,496","442,081.28","935,685.75","324.33","3.29","2,804","8,965","426,330.11","851,282.50","303.60","3.20","3,195","10,481","534,514.86","1,085,380.35","339.71","3.28","2,697","8,611","426,679.10","875,624.50","324.67","3.19","2,804","8,623","388,815.58","796,176.75","283.94","3.08","2,650","8,743","481,192.54","962,060.25","363.04","3.30","2,983","9,667","497,680.51","1,023,616.90","343.15","3.24","3,345","10,921","427,885.17","866,527.50","259.05","3.26","3,963","11,263","504,023.94","1,005,092.50","253.62","2.84","3,604","10,228","644,052.86","1,181,512.95","327.83","2.84","2,913","9,263","418,897.80","847,907.00","291.08","3.18"
"10912  :  โรงพยาบาลชำนิ","0","54,623","158,181","7,965,207.80","12,435,793.25","0.00","0.00","5,025","14,139","654,977.20","1,032,215.00","205.42","2.81","4,473","12,968","678,979.37","1,077,498.00","240.89","2.90","4,671","13,847","630,484.74","989,713.75","211.88","2.96","5,115","14,379","650,708.56","1,025,774.50","200.54","2.81","4,531","13,573","686,412.57","1,083,921.00","239.22","3.00","4,688","13,818","698,540.55","1,105,698.00","235.86","2.95","4,377","12,878","630,446.39","988,090.25","225.75","2.94","4,981","14,344","776,795.16","1,176,042.50","236.11","2.88","5,546","15,839","672,379.42","1,052,129.00","189.71","2.86","4,635","12,691","716,530.67","1,052,805.50","227.14","2.74","3,317","10,033","637,051.82","991,409.50","298.89","3.02","3,264","9,672","531,901.35","860,496.25","263.63","2.96"
