"โรงพยาบาล","รวม","2563","2564"
"ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่"
"10878  :  โรงพยาบาลโนนไทย","404","406","502","203","203","270","148","148","158","5","6","8","1","1","1","44","44","57","1","1","2","1","1","2","0","0","0","2","2","4","0","0","0","0","0","0","0","0","0"
"10879  :  โรงพยาบาลโนนสูง","735","737","1,390","0","0","0","0","0","0","123","123","233","274","274","507","339","339","649","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10880  :  โรงพยาบาลขามสะแกแสง","242","244","819","2","2","8","144","145","492","45","45","156","42","42","140","3","3","8","3","3","6","2","2","6","1","1","2","0","0","0","1","1","1","0","0","0","0","0","0"
"10881  :  โรงพยาบาลบัวใหญ่","154","154","389","0","0","0","0","0","0","0","0","0","83","83","201","2","2","8","68","68","179","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0"
"10882  :  โรงพยาบาลประทาย","231","234","590","60","60","204","26","26","89","0","0","0","1","1","3","39","39","111","106","106","177","1","1","3","0","0","0","0","0","0","1","1","3","0","0","0","0","0","0"
"10883  :  โรงพยาบาลปักธงชัย","179","199","581","2","2","4","51","51","149","57","59","195","2","2","3","2","2","2","79","80","222","2","2","5","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0"
"10884  :  โรงพยาบาลพิมาย","470","471","1,429","230","230","681","2","3","3","1","1","1","0","0","0","142","142","440","95","95","304","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10885  :  โรงพยาบาลห้วยแถลง","285","287","901","41","41","123","6","6","12","14","14","38","21","21","50","58","58","170","115","116","409","2","2","5","2","2","8","25","25","77","1","1","5","1","1","4","0","0","0"
"10886  :  โรงพยาบาลชุมพวง","710","714","1,273","0","0","0","0","0","0","104","104","351","164","164","303","127","127","254","319","319","365","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10887  :  โรงพยาบาลสูงเนิน","669","675","1,943","222","226","666","2","2","4","132","132","394","115","116","321","142","142","400","47","47","124","0","0","0","0","0","0","8","8","26","2","2","8","0","0","0","0","0","0"
"10888  :  โรงพยาบาลขามทะเลสอ","156","162","588","8","8","28","13","15","44","10","10","40","1","1","4","20","21","84","100","101","373","2","2","7","0","0","0","0","0","0","4","4","8","0","0","0","0","0","0"
"10889  :  โรงพยาบาลสีคิ้ว","572","577","1,713","162","162","543","6","7","16","52","52","145","7","7","13","130","130","323","186","188","593","10","10","29","6","6","17","13","13","29","0","0","0","0","0","0","2","2","5"
"10890  :  โรงพยาบาลปากช่องนานา","1,384","1,395","3,393","16","16","45","34","34","75","231","232","634","395","396","1,050","331","331","720","377","377","849","6","6","13","0","0","0","1","1","4","2","2","3","0","0","0","0","0","0"
"10891  :  โรงพยาบาลหนองบุญมาก","32","32","47","1","1","2","0","0","0","1","1","4","0","0","0","28","28","35","2","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10892  :  โรงพยาบาลแก้งสนามนาง","458","459","1,301","0","0","0","0","0","0","150","151","412","16","16","41","169","169","506","123","123","342","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10893  :  โรงพยาบาลโนนแดง","526","539","1,111","0","0","0","0","0","0","55","55","156","4","4","9","235","236","407","235","236","525","8","8","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10894  :  โรงพยาบาลวังน้ำเขียว","127","132","328","38","38","92","9","9","18","10","11","25","10","10","23","2","2","4","60","61","163","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","174","182","327","1","1","1","17","17","48","2","2","4","63","65","173","96","96","100","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11608  :  โรงพยาบาลลำทะเมนชัย","400","401","1,353","0","0","0","1","1","3","171","172","667","108","108","377","109","109","288","11","11","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","63","63","163","1","1","1","0","0","0","3","3","5","0","0","0","52","52","150","4","4","4","2","2","2","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","152","156","468","27","28","78","17","17","48","2","2","3","0","0","0","90","90","280","18","18","55","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27839  :  โรงพยาบาลบัวลาย","122","122","351","0","0","0","0","0","0","0","0","0","0","0","0","78","78","228","44","44","123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27840  :  โรงพยาบาลสีดา","147","155","370","73","74","194","1","1","1","12","12","43","0","0","0","68","68","132","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27841  :  โรงพยาบาลเทพารักษ์","198","199","607","45","45","114","4","4","10","20","20","65","42","42","128","84","84","280","3","3","6","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10895  :  โรงพยาบาลคูเมือง","18","18","44","1","1","3","8","8","23","4","4","9","0","0","0","1","1","1","2","2","2","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2"
"10896  :  โรงพยาบาลกระสัง","475","486","1,484","10","11","31","10","10","28","75","76","220","72","72","239","137","137","414","158","158","488","4","4","12","0","0","0","9","9","29","5","5","17","0","0","0","4","4","6"
"10897  :  โรงพยาบาลนางรอง","59","80","134","19","21","35","22","24","47","11","11","15","1","1","1","7","7","8","7","8","14","2","2","5","0","0","0","1","1","4","0","0","0","0","0","0","3","5","5"
"10898  :  โรงพยาบาลหนองกี่","423","424","1,207","70","70","208","22","22","52","321","322","920","2","2","7","5","5","14","2","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2"
"10899  :  โรงพยาบาลละหานทราย","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10900  :  โรงพยาบาลประโคนชัย","877","886","2,771","16","16","46","12","12","22","346","348","1,148","0","0","0","195","196","602","307","309","933","2","2","10","0","0","0","0","0","0","0","0","0","0","0","0","3","3","10"
"10901  :  โรงพยาบาลบ้านกรวด","367","376","1,077","141","141","410","63","64","184","145","145","433","6","6","12","4","4","9","6","6","14","4","6","8","0","0","0","4","4","7","0","0","0","0","0","0","0","0","0"
"10902  :  โรงพยาบาลพุทไธสง","228","228","795","103","103","361","71","71","242","51","51","183","3","3","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10904  :  โรงพยาบาลลำปลายมาศ","1","1","2","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10905  :  โรงพยาบาลสตึก","361","366","887","52","54","141","4","4","15","120","120","269","0","0","0","124","125","309","60","61","148","1","1","1","0","0","0","0","0","0","1","1","4","0","0","0","0","0","0"
"10906  :  โรงพยาบาลปะคำ","114","117","305","12","12","33","12","13","41","2","2","4","0","0","0","60","60","146","25","25","68","5","5","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10907  :  โรงพยาบาลนาโพธิ์","307","330","941","43","45","132","36","36","92","64","66","181","3","3","5","132","133","413","33","33","86","8","8","20","0","0","0","0","0","0","2","2","3","0","0","0","4","4","9"
"10908  :  โรงพยาบาลหนองหงส์","28","29","77","8","8","21","4","4","10","3","3","10","1","2","2","4","4","11","8","8","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10909  :  โรงพยาบาลพลับพลาชัย","115","115","423","1","1","1","0","0","0","49","49","180","0","0","0","41","41","159","22","22","78","2","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10910  :  โรงพยาบาลห้วยราช","63","64","167","5","5","23","3","3","4","0","0","0","28","28","94","22","22","36","0","0","0","1","1","2","0","0","0","2","2","3","1","1","1","2","2","4","0","0","0"
"10911  :  โรงพยาบาลโนนสุวรรณ","12","13","37","0","0","0","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","8","2","2","4","3","3","12","4","4","9"
"10912  :  โรงพยาบาลชำนิ","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","162","165","594","144","145","534","3","3","6","2","2","6","10","11","37","0","0","0","2","3","7","0","0","0","0","0","0","0","0","0","1","1","4","0","0","0","0","0","0"
"10914  :  โรงพยาบาลโนนดินแดง","6","6","16","1","1","3","1","1","3","1","1","1","0","0","0","1","1","4","2","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","76","76","139","76","76","139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23578  :  โรงพยาบาลแคนดง","79","80","240","0","0","0","0","0","0","1","1","1","1","1","2","73","73","223","4","5","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28020  :  โรงพยาบาลบ้านด่าน","7","7","24","0","0","0","0","0","0","0","0","0","0","0","0","7","7","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10915  :  โรงพยาบาลชุมพลบุรี","284","291","880","16","16","43","48","48","128","45","45","138","36","36","107","90","92","295","44","44","140","7","7","21","1","1","3","0","0","0","1","1","3","0","0","0","1","1","2"
"10916  :  โรงพยาบาลท่าตูม","466","476","1,509","69","69","262","71","71","252","60","61","192","47","47","145","116","116","349","95","95","280","13","13","25","0","0","0","4","4","4","0","0","0","0","0","0","0","0","0"
"10917  :  โรงพยาบาลจอมพระ","639","639","2,004","49","49","141","109","109","334","105","105","310","2","2","4","246","246","796","125","125","415","1","1","2","0","0","0","2","2","2","0","0","0","0","0","0","0","0","0"
"10918  :  โรงพยาบาลปราสาท","123","124","317","8","8","17","8","8","19","3","3","9","0","0","0","8","8","24","16","16","43","81","81","205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10919  :  โรงพยาบาลกาบเชิง","162","176","355","39","40","84","28","30","66","36","39","68","5","6","18","45","47","96","5","5","11","9","9","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10920  :  โรงพยาบาลรัตนบุรี","1,609","1,626","5,245","5","5","14","8","8","28","248","248","796","258","259","847","317","317","1,038","507","508","1,621","81","81","245","18","18","59","180","180","593","2","2","4","0","0","0","0","0","0"
"10921  :  โรงพยาบาลสนม","17","18","60","1","1","4","0","0","0","0","0","0","1","1","2","1","1","4","0","0","0","0","0","0","15","15","50","0","0","0","0","0","0","0","0","0","0","0","0"
"10922  :  โรงพยาบาลศีขรภูมิ","979","991","3,090","19","20","35","19","19","43","7","7","17","4","4","6","341","341","1,107","465","467","1,467","128","128","407","1","1","1","2","2","3","1","1","1","0","0","0","1","1","3"
"10923  :  โรงพยาบาลสังขะ","1,026","1,030","2,490","223","223","623","238","238","577","149","149","301","20","20","51","253","253","631","147","147","307","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10924  :  โรงพยาบาลลำดวน","102","102","356","0","0","0","0","0","0","63","63","223","28","28","98","11","11","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10925  :  โรงพยาบาลสำโรงทาบ","25","28","74","2","2","7","18","20","50","4","4","10","1","1","4","0","0","0","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10926  :  โรงพยาบาลบัวเชด","1,287","1,308","4,204","205","206","654","97","97","283","235","236","768","181","183","598","243","244","770","241","241","813","100","100","317","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","227","233","661","39","41","118","8","8","22","16","16","22","5","5","10","5","5","10","112","112","359","42","42","110","2","2","6","1","1","1","0","0","0","0","0","0","1","1","3"
"27842  :  โรงพยาบาลเขวาสินรินทร์","105","108","304","1","1","2","1","1","2","1","1","4","24","24","72","40","41","122","38","40","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27843  :  โรงพยาบาลศรีณรงค์","161","164","473","7","7","19","18","18","34","17","17","40","14","14","41","78","78","256","28","28","76","2","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27844  :  โรงพยาบาลโนนนารายณ์","43","45","146","0","0","0","6","6","17","18","18","60","1","1","4","2","2","5","11","11","37","4","4","14","0","0","0","2","2","8","0","0","0","1","1","1","0","0","0"
"10700  :  โรงพยาบาลศรีสะเกษ","461","463","1,265","9","9","26","196","196","567","5","5","11","9","9","21","22","23","59","214","214","563","2","2","6","0","0","0","2","2","4","1","1","4","1","1","1","1","1","3"
"10927  :  โรงพยาบาลยางชุมน้อย","637","639","1,754","109","109","295","43","43","122","110","110","322","22","22","59","213","213","575","142","142","381","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10928  :  โรงพยาบาลกันทรารมย์","9","10","18","2","2","3","2","2","5","1","1","2","1","1","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","2","4","0","0","0"
"10929  :  โรงพยาบาลกันทรลักษ์","325","344","1,046","6","6","12","6","6","12","8","8","19","2","2","2","8","8","23","229","230","711","69","69","217","0","0","0","2","2","6","4","4","10","4","4","16","5","5","18"
"10930  :  โรงพยาบาลขุขันธ์","355","366","1,244","12","12","26","11","11","33","75","75","226","107","107","381","126","126","476","13","14","42","3","3","12","2","2","7","2","2","5","5","5","16","3","3","9","5","6","11"
"10931  :  โรงพยาบาลไพรบึง","331","335","844","0","0","0","0","0","0","0","0","0","34","34","116","1","1","4","296","300","724","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10932  :  โรงพยาบาลปรางค์กู่","6","6","10","1","1","2","2","2","3","2","2","4","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10933  :  โรงพยาบาลขุนหาญ","566","586","1,713","161","163","481","179","181","520","73","73","207","18","19","44","9","9","26","20","20","44","51","51","174","0","0","0","9","9","32","22","22","69","22","22","67","17","17","49"
"10934  :  โรงพยาบาลราษีไศล","203","207","695","43","43","157","22","22","77","107","108","362","0","0","0","0","0","0","34","34","99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","954","961","3,519","95","96","372","55","55","157","97","98","326","1","1","1","234","237","852","196","196","708","232","232","921","0","0","0","29","29","114","16","16","64","0","0","0","1","1","4"
"10936  :  โรงพยาบาลบึงบูรพ์","56","56","201","1","1","4","2","2","5","1","1","3","15","15","58","35","35","123","1","1","4","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10937  :  โรงพยาบาลห้วยทับทัน","349","415","1,012","39","42","121","42","44","128","79","84","216","22","23","64","4","4","10","91","94","229","0","0","0","0","0","0","30","35","62","43","55","103","13","14","35","20","20","44"
"10938  :  โรงพยาบาลโนนคูณ","105","105","350","1","1","4","1","1","4","103","103","342","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10939  :  โรงพยาบาลศรีรัตนะ","131","137","383","0","0","0","0","0","0","115","116","345","0","0","0","20","20","37","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10940  :  โรงพยาบาลวังหิน","32","32","93","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","31","31","92","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","2","2","7","0","0","0","2","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10942  :  โรงพยาบาลภูสิงห์","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10943  :  โรงพยาบาลเมืองจันทร์","303","304","887","0","0","0","0","0","0","113","113","385","141","141","319","50","50","183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","484","491","920","0","0","0","2","3","7","1","1","2","19","19","30","358","358","733","105","106","140","1","1","2","0","0","0","2","3","6","0","0","0","0","0","0","0","0","0"
"28014  :  โรงพยาบาลพยุห์","21","22","60","0","0","0","3","3","7","3","3","10","0","0","0","0","0","0","0","0","0","0","0","0","2","2","8","5","6","14","0","0","0","6","6","17","2","2","4"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","12","13","37","1","2","2","0","0","0","10","10","31","0","0","0","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28016  :  โรงพยาบาลศิลาลาด","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10944  :  โรงพยาบาลศรีเมืองใหม่","116","122","353","11","11","30","11","14","32","8","8","30","31","32","91","16","16","53","19","20","60","6","7","15","0","0","0","5","5","12","6","6","21","3","3","9","0","0","0"
"10945  :  โรงพยาบาลโขงเจียม","151","158","458","11","12","26","8","8","18","3","3","6","4","4","9","106","111","346","19","19","51","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10947  :  โรงพยาบาลเขมราฐ","168","170","287","0","0","0","0","0","0","2","2","2","0","0","0","165","165","282","2","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10948  :  โรงพยาบาลนาจะหลวย","869","873","2,527","9","9","28","3","3","6","1","1","3","0","0","0","239","239","695","617","618","1,787","3","3","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10949  :  โรงพยาบาลน้ำยืน","8","9","22","0","0","0","2","3","8","1","1","1","0","0","0","2","2","3","2","2","8","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10950  :  โรงพยาบาลบุณฑริก","691","700","2,156","15","15","31","8","8","19","135","136","448","222","223","688","152","152","468","164","164","500","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10951  :  โรงพยาบาลตระการพืชผล","69","81","159","13","15","19","10","11","15","12","14","30","19","21","40","17","17","49","2","2","3","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","199","207","242","3","3","5","0","0","0","10","10","27","0","0","0","1","1","1","184","184","187","1","1","2","1","1","2","3","3","7","2","3","7","1","1","4","0","0","0"
"10953  :  โรงพยาบาลม่วงสามสิบ","393","419","1,105","160","161","525","8","8","16","50","50","117","3","3","3","25","25","75","97","97","226","5","5","11","3","3","3","62","62","118","3","3","6","0","0","0","2","2","5"
"10954  :  โรงพยาบาลวารินชำราบ","22","23","57","0","0","0","1","1","2","1","1","2","0","0","0","2","2","3","15","15","45","0","0","0","0","0","0","2","2","2","2","2","3","0","0","0","0","0","0"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","713","713","2,198","19","19","59","1","1","1","1","1","1","2","2","6","1","1","2","89","89","266","3","3","8","0","0","0","196","196","628","130","130","419","106","106","298","165","165","510"
"10957  :  โรงพยาบาลตาลสุม","86","86","231","0","0","0","0","0","0","28","28","83","56","56","143","1","1","2","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10958  :  โรงพยาบาลโพธิ์ไทร","67","67","194","0","0","0","0","0","0","67","67","194","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10959  :  โรงพยาบาลสำโรง","301","304","860","3","3","4","2","2","7","2","2","2","0","0","0","0","0","0","297","297","847","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10960  :  โรงพยาบาลดอนมดแดง","44","45","116","0","0","0","1","1","4","18","18","41","6","6","15","11","11","31","5","5","11","0","0","0","0","0","0","1","1","4","3","3","10","0","0","0","0","0","0"
"10961  :  โรงพยาบาลสิรินธร","230","230","482","2","2","4","2","2","2","98","98","218","32","32","62","1","1","2","66","66","155","29","29","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","391","396","1,164","2","2","4","3","3","8","32","32","109","34","36","124","48","48","160","273","274","757","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","12","13","24","3","3","9","3","3","4","6","6","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24032  :  โรงพยาบาลนาตาล","32","33","84","2","2","4","2","2","6","2","2","3","0","0","0","14","14","39","12","12","30","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0"
"24821  :  โรงพยาบาลนาเยีย","5","5","14","0","0","0","2","2","6","2","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27968  :  โรงพยาบาลน้ำขุ่น","1","1","4","0","0","0","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","56","58","131","11","11","21","3","3","6","2","2","4","0","0","0","9","9","14","33","33","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10701  :  โรงพยาบาลยโสธร","5","5","9","1","1","1","1","1","3","0","0","0","0","0","0","1","1","1","1","1","1","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10963  :  โรงพยาบาลทรายมูล","157","157","500","0","0","0","1","1","2","84","84","265","0","0","0","72","72","233","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
