"โรงพยาบาล","รวม","2562","2563"
"ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่","คน","ครั้ง","ซี่"
"10888  :  โรงพยาบาลขามทะเลสอ","196","217","746","0","0","0","1","1","4","33","33","111","75","84","302","47","58","192","25","26","92","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","14","14","44"
"10889  :  โรงพยาบาลสีคิ้ว","888","911","2,548","0","0","0","249","250","783","14","14","41","233","239","604","378","380","1,045","15","16","42","0","0","0","0","0","0","3","3","7","5","5","17","3","3","7","1","1","2"
"10890  :  โรงพยาบาลปากช่องนานา","798","868","1,930","48","48","104","22","22","41","121","121","268","372","378","830","128","128","265","44","46","107","9","9","18","9","9","21","15","15","37","30","30","78","32","32","88","30","30","73"
"10891  :  โรงพยาบาลหนองบุญมาก","100","108","202","0","0","0","30","30","57","12","12","17","18","18","36","38","41","77","3","3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","10"
"10892  :  โรงพยาบาลแก้งสนามนาง","449","463","1,331","0","0","0","13","13","40","4","4","14","155","156","438","237","241","703","49","49","136","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10893  :  โรงพยาบาลโนนแดง","427","441","1,213","0","0","0","9","9","18","89","89","203","121","122","282","183","187","645","34","34","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10894  :  โรงพยาบาลวังน้ำเขียว","130","138","356","8","8","20","10","10","26","9","10","22","35","35","86","12","14","22","5","5","9","0","0","0","0","0","0","0","0","0","0","0","0","34","34","103","22","22","68"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","203","210","523","0","0","0","4","5","11","16","19","60","2","2","5","83","83","313","70","70","100","0","0","0","0","0","0","30","30","30","0","0","0","1","1","4","0","0","0"
"11608  :  โรงพยาบาลลำทะเมนชัย","722","734","2,938","0","0","0","65","65","234","256","257","1,011","10","11","34","389","395","1,635","5","6","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","137","137","219","0","0","0","30","30","51","0","0","0","65","65","108","40","40","57","0","0","0","0","0","0","0","0","0","0","0","0","2","2","3","0","0","0","0","0","0"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","109","111","267","0","0","0","1","1","1","2","2","4","59","59","144","42","42","106","0","0","0","0","0","0","1","1","1","3","4","9","0","0","0","0","0","0","2","2","2"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","422","431","1,354","0","0","0","41","42","128","61","61","204","61","63","225","259","261","787","0","0","0","0","0","0","0","0","0","2","2","4","1","1","2","1","1","4","0","0","0"
"27839  :  โรงพยาบาลบัวลาย","139","139","453","0","0","0","0","0","0","0","0","0","8","8","26","9","9","27","101","101","334","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","21","66"
"27840  :  โรงพยาบาลสีดา","237","238","823","0","0","0","0","0","0","0","0","0","111","112","395","126","126","428","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27841  :  โรงพยาบาลเทพารักษ์","229","233","786","1","1","1","4","4","12","67","67","199","72","72","267","79","79","284","1","1","2","0","0","0","0","0","0","0","0","0","5","5","11","3","3","9","1","1","1"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10895  :  โรงพยาบาลคูเมือง","650","657","2,531","17","17","43","121","122","475","61","61","212","240","240","945","185","185","743","29","29","105","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2","2","7"
"10896  :  โรงพยาบาลกระสัง","500","509","1,612","50","52","162","72","72","210","141","141","462","184","185","630","18","18","47","5","5","11","0","0","0","2","2","4","10","10","31","6","6","15","5","5","14","12","13","26"
"10897  :  โรงพยาบาลนางรอง","2,061","2,173","6,226","14","14","26","25","26","45","15","15","25","223","225","750","1,176","1,210","3,484","445","446","1,224","62","62","186","0","0","0","3","3","3","4","4","7","39","40","111","128","129","365"
"10898  :  โรงพยาบาลหนองกี่","800","810","2,495","14","15","42","18","18","61","12","12","38","10","10","34","227","227","658","70","70","210","0","0","0","0","0","0","0","0","0","116","116","359","333","334","1,074","8","8","19"
"10899  :  โรงพยาบาลละหานทราย","588","600","1,883","0","0","0","227","227","707","0","0","0","87","88","300","2","2","4","1","1","2","0","0","0","0","0","0","0","0","0","253","253","781","29","29","89","0","0","0"
"10900  :  โรงพยาบาลประโคนชัย","1,169","1,230","3,732","121","123","275","265","266","745","219","220","717","367","375","1,167","197","199","666","31","31","122","0","0","0","0","0","0","4","4","5","0","0","0","6","6","15","6","6","20"
"10901  :  โรงพยาบาลบ้านกรวด","384","401","1,094","21","22","44","11","11","24","4","4","4","105","106","312","56","56","153","8","8","16","0","0","0","1","1","1","4","4","10","2","2","5","15","19","30","166","168","495"
"10902  :  โรงพยาบาลพุทไธสง","610","619","2,233","23","23","69","143","144","519","102","102","305","131","131","509","123","123","474","47","47","178","0","0","0","0","0","0","1","1","4","0","0","0","2","2","4","45","46","171"
"10904  :  โรงพยาบาลลำปลายมาศ","18","18","49","4","4","9","3","3","12","4","4","7","3","3","8","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","9","0","0","0"
"10905  :  โรงพยาบาลสตึก","529","618","1,648","0","0","0","10","10","23","103","103","234","135","138","370","128","133","349","19","19","34","0","0","0","0","0","0","0","0","0","7","7","13","50","50","156","158","158","469"
"10906  :  โรงพยาบาลปะคำ","539","573","1,908","70","74","209","78","79","279","60","62","220","41","42","135","72","73","229","12","14","38","0","0","0","0","0","0","0","0","0","8","9","16","126","126","426","94","94","356"
"10907  :  โรงพยาบาลนาโพธิ์","445","499","1,358","66","67","185","41","41","103","70","70","185","118","121","317","106","109","321","40","42","118","0","0","0","0","0","0","7","8","24","12","13","32","15","17","43","11","11","30"
"10908  :  โรงพยาบาลหนองหงส์","818","872","2,251","36","39","74","231","236","598","474","488","1,386","24","24","46","46","46","59","11","11","27","0","0","0","0","0","0","2","2","2","5","6","15","6","6","15","14","14","29"
"10909  :  โรงพยาบาลพลับพลาชัย","522","537","1,830","0","0","0","151","153","475","90","92","314","130","132","456","157","158","581","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3"
"10910  :  โรงพยาบาลห้วยราช","105","118","364","10","10","27","16","16","24","1","1","2","0","0","0","2","2","6","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","86","86","297","2","2","5"
"10911  :  โรงพยาบาลโนนสุวรรณ","556","558","1,729","0","0","0","1","1","2","0","0","0","0","0","0","480","480","1,494","2","2","6","0","0","0","0","0","0","0","0","0","72","72","219","2","2","6","1","1","2"
"10912  :  โรงพยาบาลชำนิ","547","549","1,987","0","0","0","0","0","0","0","0","0","147","147","457","298","299","1,151","103","103","379","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","265","283","1,000","38","38","127","163","164","611","60","60","214","7","7","20","2","2","5","3","3","7","0","0","0","0","0","0","0","0","0","2","2","4","2","2","4","4","5","8"
"10914  :  โรงพยาบาลโนนดินแดง","622","629","1,912","0","0","0","2","2","4","29","29","99","23","23","80","178","179","493","17","17","53","0","0","0","0","0","0","0","0","0","56","56","185","180","180","552","142","143","446"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","824","937","3,200","0","0","0","0","0","0","31","31","59","236","236","829","534","534","2,055","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","136","136","257"
"23578  :  โรงพยาบาลแคนดง","139","142","459","3","5","10","1","1","1","1","1","2","0","0","0","59","59","206","75","75","237","0","0","0","0","0","0","1","1","3","0","0","0","0","0","0","0","0","0"
"28020  :  โรงพยาบาลบ้านด่าน","101","102","299","2","2","3","4","4","6","1","1","4","0","0","0","2","2","6","0","0","0","0","0","0","1","1","2","0","0","0","0","0","0","92","92","278","0","0","0"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10915  :  โรงพยาบาลชุมพลบุรี","142","155","381","23","26","65","10","10","22","19","19","44","36","37","93","20","20","47","14","15","30","1","1","4","1","1","7","4","4","10","8","9","23","5","5","8","8","8","28"
"10916  :  โรงพยาบาลท่าตูม","731","748","2,766","12","12","22","112","112","455","116","116","480","78","78","311","101","101","404","7","7","25","0","0","0","207","207","641","42","42","139","1","1","4","0","0","0","72","72","285"
"10917  :  โรงพยาบาลจอมพระ","337","339","1,089","4","4","7","2","2","5","1","1","4","1","1","3","229","229","718","97","97","341","0","0","0","0","0","0","0","0","0","1","1","4","1","1","1","3","3","6"
"10918  :  โรงพยาบาลปราสาท","227","237","549","15","15","36","11","11","28","19","19","38","15","16","33","151","154","368","11","11","27","0","0","0","0","0","0","2","2","2","1","1","1","4","4","9","4","4","7"
"10919  :  โรงพยาบาลกาบเชิง","541","625","1,273","16","16","23","17","18","25","62","65","97","121","127","298","192","209","438","83","86","165","0","0","0","0","0","0","3","3","6","7","7","15","12","12","30","75","82","176"
"10920  :  โรงพยาบาลรัตนบุรี","233","248","712","19","19","31","12","12","22","9","9","14","5","5","15","198","199","617","1","1","2","0","0","0","0","0","0","0","0","0","1","1","3","2","2","8","0","0","0"
"10921  :  โรงพยาบาลสนม","506","512","1,795","7","7","18","7","7","24","288","288","1,035","156","156","514","14","14","50","40","40","154","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10922  :  โรงพยาบาลศีขรภูมิ","3,127","3,261","9,361","62","64","147","54","54","139","57","57","148","94","98","260","2,183","2,199","6,362","738","744","2,196","0","0","0","5","5","9","7","8","21","10","10","24","11","11","30","10","11","25"
"10923  :  โรงพยาบาลสังขะ","3,258","3,303","10,637","0","0","0","0","0","0","336","336","1,141","1,015","1,016","3,294","1,019","1,019","3,501","507","507","1,602","0","0","0","0","0","0","0","0","0","0","0","0","209","209","463","216","216","636"
"10924  :  โรงพยาบาลลำดวน","742","770","2,744","0","0","0","0","0","0","243","245","925","63","63","211","450","460","1,602","2","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10925  :  โรงพยาบาลสำโรงทาบ","437","437","1,272","0","0","0","13","13","22","3","3","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","51","51","159","197","197","598","172","172","485"
"10926  :  โรงพยาบาลบัวเชด","890","905","2,720","0","0","0","14","14","51","81","81","247","376","379","1,140","290","296","879","55","55","176","68","68","196","12","12","31","0","0","0","0","0","0","0","0","0","0","0","0"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","934","1,029","3,104","8","9","15","21","22","63","24","26","51","78","79","253","127","129","319","17","18","60","0","0","0","3","3","3","7","7","16","35","36","109","273","277","847","421","423","1,368"
"27842  :  โรงพยาบาลเขวาสินรินทร์","63","63","66","0","0","0","61","61","61","0","0","0","0","0","0","1","1","4","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27843  :  โรงพยาบาลศรีณรงค์","115","122","283","8","9","17","9","9","23","8","9","17","35","35","81","35","36","87","7","7","16","0","0","0","0","0","0","2","2","6","5","5","11","3","3","7","7","7","18"
"27844  :  โรงพยาบาลโนนนารายณ์","122","124","466","0","0","0","1","1","4","3","3","8","11","11","32","2","3","7","5","5","16","0","0","0","1","1","4","97","97","388","3","3","7","0","0","0","0","0","0"
"10700  :  โรงพยาบาลศรีสะเกษ","665","678","1,902","3","3","4","19","19","53","8","9","21","5","5","12","320","320","961","276","277","757","1","1","1","2","2","2","6","8","20","12","13","29","10","10","22","10","11","20"
"10927  :  โรงพยาบาลยางชุมน้อย","678","681","1,863","0","0","0","110","111","298","50","50","148","263","264","730","229","229","626","18","18","45","0","0","0","0","0","0","0","0","0","2","2","7","7","7","9","0","0","0"
"10928  :  โรงพยาบาลกันทรารมย์","797","825","3,078","64","66","221","283","287","1,129","303","307","1,140","148","148","541","9","10","30","2","2","4","0","0","0","0","0","0","3","3","9","0","0","0","1","1","2","1","1","2"
"10929  :  โรงพยาบาลกันทรลักษ์","1,675","1,834","5,226","4","4","8","42","44","124","496","500","1,550","673","676","1,774","100","103","298","90","90","273","0","0","0","1","1","1","7","7","13","18","18","45","384","385","1,124","6","6","16"
"10930  :  โรงพยาบาลขุขันธ์","1,361","1,441","4,543","29","32","90","39","42","123","292","296","970","371","374","1,197","375","378","1,253","28","30","83","0","0","0","0","0","0","5","5","6","25","25","69","204","206","597","52","53","155"
"10931  :  โรงพยาบาลไพรบึง","931","938","3,238","0","0","0","99","99","325","100","101","363","172","174","594","189","189","666","143","143","510","0","0","0","0","0","0","0","0","0","134","134","451","96","98","329","0","0","0"
"10932  :  โรงพยาบาลปรางค์กู่","319","320","1,063","0","0","0","0","0","0","0","0","0","0","0","0","51","51","160","108","108","351","0","0","0","0","0","0","0","0","0","0","0","0","75","75","257","86","86","295"
"10933  :  โรงพยาบาลขุนหาญ","979","1,103","3,015","27","30","59","99","102","281","150","152","453","162","164","442","258","261","771","229","230","639","66","67","159","0","0","0","3","3","4","2","2","3","78","78","176","14","14","28"
"10934  :  โรงพยาบาลราษีไศล","584","600","1,968","3","3","6","52","52","160","72","72","227","120","122","371","110","110","382","58","61","217","0","0","0","0","0","0","0","0","0","2","2","5","136","139","471","39","39","129"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","964","1,001","3,159","0","0","0","161","164","511","230","235","703","102","102","337","178","179","603","151","151","470","0","0","0","0","0","0","2","2","6","0","0","0","146","147","470","20","21","59"
"10936  :  โรงพยาบาลบึงบูรพ์","335","361","1,278","1","1","1","10","11","37","50","51","170","89","91","333","122","124","409","77","77","308","0","0","0","0","0","0","3","3","12","0","0","0","1","1","4","1","2","4"
"10937  :  โรงพยาบาลห้วยทับทัน","1,000","1,238","3,379","54","63","161","144","151","392","178","179","585","143","149","473","98","104","277","5","5","9","1","1","4","3","3","7","0","0","0","139","159","361","326","333","873","76","91","237"
"10938  :  โรงพยาบาลโนนคูณ","179","180","667","7","7","20","15","15","51","4","4","16","128","128","510","19","19","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","7","3","3","9"
"10939  :  โรงพยาบาลศรีรัตนะ","267","291","892","0","0","0","0","0","0","9","9","21","56","56","121","0","0","0","0","0","0","0","0","0","0","0","0","96","96","304","55","56","167","72","72","273","2","2","6"
"10940  :  โรงพยาบาลวังหิน","272","293","1,005","1","1","1","0","0","0","89","89","267","51","51","177","144","144","538","1","1","2","0","0","0","0","0","0","1","1","4","0","0","0","6","6","16","0","0","0"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","256","324","1,148","52","52","201","42","42","142","31","32","104","54","54","210","63","63","235","13","13","48","0","0","0","0","0","0","0","0","0","3","3","6","39","39","130","26","26","72"
"10942  :  โรงพยาบาลภูสิงห์","169","170","520","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","162","163","508","6","6","11"
"10943  :  โรงพยาบาลเมืองจันทร์","335","353","1,225","0","0","0","0","0","0","14","14","44","318","335","1,176","3","3","4","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","380","386","957","1","1","4","3","4","15","8","8","25","279","280","661","3","3","3","1","1","4","0","0","0","1","1","4","5","5","16","9","9","23","74","74","202","0","0","0"
"28014  :  โรงพยาบาลพยุห์","108","108","350","0","0","0","2","2","7","0","0","0","0","0","0","30","30","112","71","71","215","0","0","0","0","0","0","1","1","4","0","0","0","1","1","2","3","3","10"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","57","58","213","0","0","0","0","0","0","15","15","58","41","41","151","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3","1","1","1"
"28016  :  โรงพยาบาลศิลาลาด","178","179","579","0","0","0","0","0","0","0","0","0","98","98","356","80","81","223","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10944  :  โรงพยาบาลศรีเมืองใหม่","566","628","1,665","3","3","4","69","71","259","46","48","129","111","111","333","273","275","657","42","43","73","0","0","0","5","6","17","27","30","84","17","18","55","14","14","33","9","9","21"
"10945  :  โรงพยาบาลโขงเจียม","558","703","2,219","13","14","25","30","31","80","100","143","487","38","38","113","412","415","1,337","41","41","131","0","0","0","0","0","0","3","3","3","6","6","13","4","4","7","8","8","23"
"10946  :  โรงพยาบาลเขื่องใน","312","321","983","7","7","12","27","29","85","21","22","68","116","116","392","142","142","414","0","0","0","0","0","0","0","0","0","3","3","7","2","2","5","0","0","0","0","0","0"
"10947  :  โรงพยาบาลเขมราฐ","802","813","2,541","2","4","4","5","7","11","460","461","1,486","269","269","843","67","68","188","1","1","1","0","0","0","0","0","0","0","0","0","1","1","4","1","1","1","1","1","3"
"10948  :  โรงพยาบาลนาจะหลวย","292","295","974","13","13","41","49","49","165","122","122","396","89","90","314","3","3","5","2","2","6","0","0","0","0","0","0","0","0","0","5","5","17","4","4","10","7","7","20"
"10949  :  โรงพยาบาลน้ำยืน","145","146","560","0","0","0","129","130","510","5","5","17","9","9","29","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","0"
"10950  :  โรงพยาบาลบุณฑริก","907","926","3,077","0","0","0","98","99","332","74","75","249","184","184","585","69","69","249","291","292","1,071","0","0","0","0","0","0","5","5","8","22","22","71","163","166","474","14","14","38"
"10951  :  โรงพยาบาลตระการพืชผล","1,452","1,586","4,468","36","47","68","47","50","73","22","24","37","29","31","51","517","521","1,668","145","148","425","0","0","0","0","0","0","1","1","1","100","103","295","207","207","596","453","454","1,254"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","432","780","2,676","1","1","2","64","119","366","106","180","687","270","477","1,616","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2","2","4","0","0","0"
"10953  :  โรงพยาบาลม่วงสามสิบ","903","951","1,940","9","9","18","68","68","153","36","36","82","28","28","77","80","83","209","13","13","40","0","0","0","5","6","15","13","14","22","217","221","559","426","430","652","43","43","113"
"10954  :  โรงพยาบาลวารินชำราบ","57","60","147","6","6","16","8","9","21","1","1","2","3","3","8","29","29","75","8","8","20","0","0","0","0","0","0","3","3","4","1","1","1","0","0","0","0","0","0"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","2,697","2,707","10,001","33","33","118","411","411","1,588","494","496","1,935","830","831","3,105","506","507","1,912","283","283","961","0","0","0","0","0","0","3","3","5","0","0","0","30","30","85","113","113","292"
"10957  :  โรงพยาบาลตาลสุม","329","329","1,066","0","0","0","0","0","0","167","167","526","162","162","540","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10958  :  โรงพยาบาลโพธิ์ไทร","875","887","3,542","430","431","1,721","0","0","0","301","302","1,205","133","133","532","21","21","84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10959  :  โรงพยาบาลสำโรง","465","476","1,637","4","4","9","0","0","0","178","180","708","191","191","599","45","45","147","40","40","137","0","0","0","1","1","3","7","7","19","5","5","8","2","2","5","1","1","2"
"10960  :  โรงพยาบาลดอนมดแดง","417","456","1,440","14","14","46","169","169","504","189","189","680","3","4","8","1","1","1","0","0","0","0","0","0","3","3","12","2","2","8","1","1","2","65","65","155","8","8","24"
"10961  :  โรงพยาบาลสิรินธร","171","174","385","5","6","10","3","3","3","2","2","5","7","8","16","151","151","345","2","2","3","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1","1","1"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","549","626","2,313","10","11","24","117","118","446","122","124","481","183","185","699","100","101","389","33","33","122","45","45","125","2","2","5","4","4","13","0","0","0","0","0","0","3","3","9"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","529","536","1,510","7","8","10","6","7","13","2","2","6","341","342","979","162","162","476","3","3","7","0","0","0","1","1","1","2","2","2","3","3","9","1","1","1","5","5","6"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24032  :  โรงพยาบาลนาตาล","117","122","339","10","10","26","7","7","18","3","3","8","25","25","91","26","27","63","5","5","5","0","0","0","9","9","27","3","3","9","3","3","6","29","29","82","1","1","4"
"24821  :  โรงพยาบาลนาเยีย","25","29","77","7","7","20","10","10","29","0","0","0","4","6","10","5","5","15","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27968  :  โรงพยาบาลน้ำขุ่น","8","8","21","0","0","0","8","8","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","178","189","520","12","12","40","1","1","1","36","36","113","26","26","52","6","7","9","0","0","0","0","0","0","0","0","0","17","17","62","39","39","117","49","49","124","2","2","2"
"10701  :  โรงพยาบาลยโสธร","22","24","49","3","3","7","1","1","4","3","3","7","1","1","1","5","7","17","0","0","0","0","0","0","2","2","5","0","0","0","3","3","4","3","3","3","1","1","1"
"10963  :  โรงพยาบาลทรายมูล","378","396","1,244","12","16","26","18","19","58","2","3","7","4","4","11","114","116","320","38","38","119","0","0","0","0","0","0","0","0","0","0","0","0","2","3","8","197","197","695"
"10964  :  โรงพยาบาลกุดชุม","570","576","2,009","6","10","16","3","3","4","0","0","0","0","0","0","2","2","5","2","2","3","0","0","0","0","0","0","0","0","0","85","85","313","207","207","733","267","267","935"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","817","847","3,038","74","74","265","95","95","355","261","261","921","409","410","1,476","3","3","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","8","1","1","4"
"10966  :  โรงพยาบาลป่าติ้ว","174","182","552","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","20","20","20","0","0","0","0","0","0","1","1","1","0","0","0","20","20","68","140","140","462"
"10967  :  โรงพยาบาลมหาชนะชัย","559","566","1,956","6","6","22","21","22","76","138","138","528","200","201","656","186","186","637","1","1","1","0","0","0","5","5","14","0","0","0","1","1","3","2","2","8","4","4","11"
"10968  :  โรงพยาบาลค้อวัง","435","438","1,582","0","0","0","0","0","0","0","0","0","406","408","1,480","28","28","97","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0"
"10969  :  โรงพยาบาลไทยเจริญ","299","345","888","10","10","21","48","51","126","40","47","114","59","66","131","88","91","250","34","36","106","0","0","0","1","1","3","4","5","11","29","29","104","2","2","7","7","7","15"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","942","960","3,380","11","12","25","128","130","449","53","53","163","437","440","1,623","202","204","698","102","103","372","0","0","0","0","0","0","7","7","18","2","2","4","3","3","11","6","6","17"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
