"โรงพยาบาล","รวม","2563","2564"
"ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง"
"10860  :  โรงพยาบาลประจันตคาม","1,586","1,588","326","326","326","326","120","120","0","0","255","255","259","259","301","301","0","0","0","0","0","0","0","0","1","1"
"10861  :  โรงพยาบาลศรีมหาโพธิ","2","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1"
"10862  :  โรงพยาบาลศรีมโหสถ","1,006","1,021","76","76","245","245","684","698","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10698  :  โรงพยาบาลนครนายก","3,385","3,404","263","263","321","321","938","942","2","2","751","751","1,116","1,117","2","2","1","1","2","2","0","0","2","2","1","1"
"10863  :  โรงพยาบาลปากพลี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10864  :  โรงพยาบาลบ้านนา","339","343","26","26","11","11","106","106","56","56","79","79","63","63","2","2","0","0","0","0","0","0","0","0","0","0"
"10865  :  โรงพยาบาลองครักษ์","968","998","19","19","35","38","877","888","23","23","10","10","15","15","4","4","1","1","0","0","0","0","0","0","0","0"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","1,052","1,053","461","461","259","259","128","128","1","1","0","0","170","170","33","33","1","1","0","0","0","0","0","0","0","0"
"10866  :  โรงพยาบาลคลองหาด","1,155","1,174","5","5","2","2","393","393","43","43","428","428","283","297","1","1","0","0","0","0","0","0","0","0","5","5"
"10867  :  โรงพยาบาลตาพระยา","1,352","1,358","252","252","60","60","376","376","0","0","140","140","423","424","104","106","0","0","0","0","0","0","0","0","0","0"
"10868  :  โรงพยาบาลวังน้ำเย็น","1,634","1,648","156","156","608","608","601","601","161","161","10","10","90","90","10","10","6","6","6","6","0","0","0","0","0","0"
"10869  :  โรงพยาบาลวัฒนานคร","1,286","1,293","160","160","43","43","311","311","0","0","145","145","514","514","0","0","0","0","120","120","0","0","0","0","0","0"
"10870  :  โรงพยาบาลอรัญประเทศ","563","575","10","10","8","8","10","10","508","508","16","16","14","14","4","4","0","0","4","4","0","0","1","1","0","0"
"13817  :  โรงพยาบาลเขาฉกรรจ์","166","170","21","21","20","21","29","29","17","17","27","27","13","13","12","12","8","8","17","17","5","5","0","0","0","0"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","93","98","9","9","24","24","18","18","3","3","7","7","10","10","7","7","3","3","14","14","2","2","0","0","1","1"
"10871  :  โรงพยาบาลครบุรี","1,000","1,682","866","869","14","14","9","9","10","10","731","734","34","34","0","0","0","0","0","0","0","0","4","4","8","8"
"10872  :  โรงพยาบาลเสิงสาง","2,417","2,479","351","352","95","96","228","232","662","669","71","74","278","280","244","249","203","209","179","180","81","83","55","55","0","0"
"10873  :  โรงพยาบาลคง","436","450","7","7","61","61","273","275","78","78","10","10","7","7","0","0","0","0","0","0","0","0","0","0","12","12"
"10874  :  โรงพยาบาลบ้านเหลื่อม","667","833","141","141","12","12","12","12","14","14","46","46","577","580","2","2","0","0","9","9","6","6","6","6","5","5"
"10875  :  โรงพยาบาลจักราช","865","882","12","12","9","9","279","281","18","18","217","218","324","326","10","10","2","2","2","2","1","1","3","3","0","0"
"10876  :  โรงพยาบาลโชคชัย","152","189","4","4","74","87","30","32","25","25","4","4","8","8","11","11","1","1","6","6","5","5","5","5","1","1"
"10877  :  โรงพยาบาลด่านขุนทด","12","13","0","0","5","5","2","2","2","2","1","1","1","1","0","0","0","0","0","0","2","2","0","0","0","0"
"10878  :  โรงพยาบาลโนนไทย","1,346","1,394","545","546","707","709","16","16","4","4","106","107","5","5","2","2","0","0","4","4","1","1","0","0","0","0"
"10879  :  โรงพยาบาลโนนสูง","938","984","402","405","185","187","11","11","1","1","172","172","200","200","1","1","2","2","5","5","0","0","0","0","0","0"
"10880  :  โรงพยาบาลขามสะแกแสง","1,102","1,118","3","3","494","494","116","116","347","347","109","109","38","38","0","0","0","0","11","11","0","0","0","0","0","0"
"10881  :  โรงพยาบาลบัวใหญ่","521","524","9","9","95","95","411","411","0","0","2","2","2","2","2","2","0","0","0","0","2","2","0","0","1","1"
"10882  :  โรงพยาบาลประทาย","868","1,283","338","339","227","227","3","3","11","11","64","64","597","597","7","7","2","2","15","15","1","1","15","15","2","2"
"10883  :  โรงพยาบาลปักธงชัย","452","455","3","3","10","10","10","10","11","11","86","87","175","175","2","2","3","3","133","133","7","7","5","5","9","9"
"10884  :  โรงพยาบาลพิมาย","1,191","1,191","414","414","11","11","11","11","3","3","310","310","439","439","0","0","0","0","0","0","0","0","1","1","2","2"
"10885  :  โรงพยาบาลห้วยแถลง","543","648","227","227","98","98","0","0","1","1","5","5","2","2","0","0","3","3","298","308","1","1","3","3","0","0"
"10886  :  โรงพยาบาลชุมพวง","1,998","2,041","1,692","1,692","193","195","19","19","10","10","12","12","14","14","43","43","9","9","8","8","10","10","12","12","17","17"
"10887  :  โรงพยาบาลสูงเนิน","1,525","1,572","922","925","27","27","251","253","127","127","93","94","37","37","16","16","18","18","59","59","16","16","0","0","0","0"
"10888  :  โรงพยาบาลขามทะเลสอ","686","711","50","50","108","110","10","10","93","93","256","258","161","163","24","24","0","0","1","1","0","0","2","2","0","0"
"10889  :  โรงพยาบาลสีคิ้ว","1,768","1,776","12","12","749","749","12","12","545","546","46","46","254","254","84","84","16","16","22","22","9","9","12","12","14","14"
"10890  :  โรงพยาบาลปากช่องนานา","2,060","2,101","28","28","57","57","265","267","683","687","382","384","660","661","9","9","1","1","5","5","2","2","0","0","0","0"
"10891  :  โรงพยาบาลหนองบุญมาก","124","125","9","9","4","4","4","4","1","1","98","98","8","8","0","0","0","0","0","0","1","1","0","0","0","0"
"10892  :  โรงพยาบาลแก้งสนามนาง","772","785","106","110","56","56","190","192","30","30","212","212","148","148","4","4","5","5","9","9","3","3","8","8","8","8"
"10893  :  โรงพยาบาลโนนแดง","945","953","6","6","2","2","150","150","2","2","275","275","515","517","0","0","0","0","0","0","0","0","0","0","1","1"
"10894  :  โรงพยาบาลวังน้ำเขียว","298","299","3","3","0","0","72","72","0","0","222","223","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","209","228","8","9","61","61","154","154","0","0","0","0","2","2","0","0","1","1","1","1","0","0","0","0","0","0"
"11608  :  โรงพยาบาลลำทะเมนชัย","686","700","8","8","8","8","342","356","231","231","72","72","11","11","5","5","1","1","8","8","0","0","0","0","0","0"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","36","37","1","1","6","6","5","5","5","5","8","8","5","5","2","3","0","0","1","1","0","0","0","0","3","3"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","26","45","8","8","11","11","16","16","4","4","2","2","0","0","3","3","0","0","0","0","0","0","1","1","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","173","174","10","10","10","10","13","13","6","6","7","7","74","74","10","10","3","3","15","15","2","2","10","10","14","14"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","435","438","1","1","173","174","47","47","160","160","1","1","43","43","1","1","1","1","6","6","1","1","0","0","3","3"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","89","89","13","13","8","8","4","4","2","2","12","12","11","11","5","5","2","2","18","18","2","2","2","2","10","10"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","1,162","1,173","109","109","233","233","29","29","65","65","439","439","288","289","1","1","0","0","0","0","1","1","4","4","3","3"
"27839  :  โรงพยาบาลบัวลาย","232","235","14","14","4","4","3","3","206","206","5","5","1","1","0","0","0","0","2","2","0","0","0","0","0","0"
"27840  :  โรงพยาบาลสีดา","267","269","177","178","2","2","66","67","22","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27841  :  โรงพยาบาลเทพารักษ์","502","506","4","4","6","6","205","205","181","181","84","84","5","5","0","0","3","3","8","8","5","5","4","4","1","1"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10895  :  โรงพยาบาลคูเมือง","1,516","1,524","11","11","12","12","594","594","4","4","646","647","229","229","0","0","2","2","9","9","15","15","0","0","1","1"
"10896  :  โรงพยาบาลกระสัง","661","684","15","15","15","15","101","101","88","88","170","170","204","205","19","19","10","10","26","26","13","14","11","11","10","10"
"10897  :  โรงพยาบาลนางรอง","920","953","8","8","12","12","6","6","9","9","11","11","16","16","1","1","1","1","831","851","30","30","3","3","5","5"
"10898  :  โรงพยาบาลหนองกี่","545","550","85","85","36","36","394","395","8","8","13","13","6","6","0","0","2","2","0","0","2","2","1","1","2","2"
"10899  :  โรงพยาบาลละหานทราย","432","437","0","0","0","0","422","426","0","0","8","8","2","3","0","0","0","0","0","0","0","0","0","0","0","0"
"10900  :  โรงพยาบาลประโคนชัย","4,550","4,755","8","8","293","293","779","804","3,416","3,418","4","4","2","2","171","171","36","36","6","6","6","6","7","7","0","0"
"10901  :  โรงพยาบาลบ้านกรวด","667","693","16","16","14","14","19","19","21","22","71","72","453","456","6","6","10","10","20","20","18","18","21","21","19","19"
"10902  :  โรงพยาบาลพุทไธสง","906","910","492","493","208","209","181","181","6","6","2","2","4","4","1","1","1","1","4","4","2","2","5","5","2","2"
"10904  :  โรงพยาบาลลำปลายมาศ","8","8","1","1","0","0","1","1","0","0","1","1","0","0","0","0","0","0","5","5","0","0","0","0","0","0"
"10905  :  โรงพยาบาลสตึก","1,241","1,270","4","4","4","4","274","274","284","284","65","65","376","377","258","258","1","1","0","0","0","0","3","3","0","0"
"10906  :  โรงพยาบาลปะคำ","304","305","1","1","0","0","165","165","2","2","95","95","36","36","2","2","0","0","0","0","2","2","1","1","1","1"
"10907  :  โรงพยาบาลนาโพธิ์","498","520","13","13","20","20","71","72","32","32","228","228","129","129","10","10","0","0","0","0","1","1","4","4","11","11"
"10908  :  โรงพยาบาลหนองหงส์","700","716","17","17","10","10","11","11","10","11","646","646","7","7","1","1","0","0","5","5","1","1","1","1","6","6"
"10909  :  โรงพยาบาลพลับพลาชัย","268","320","0","0","0","0","0","0","7","7","232","232","0","0","77","77","0","0","1","1","2","2","1","1","0","0"
"10910  :  โรงพยาบาลห้วยราช","163","178","28","28","12","12","1","1","87","87","38","38","2","2","2","2","5","5","0","0","1","1","0","0","2","2"
"10911  :  โรงพยาบาลโนนสุวรรณ","247","255","1","1","3","3","2","2","33","33","129","129","60","60","8","8","0","0","9","9","5","6","1","1","3","3"
"10912  :  โรงพยาบาลชำนิ","135","137","1","1","84","84","0","0","15","15","35","36","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","557","590","281","283","35","35","47","47","114","114","76","77","13","13","4","4","4","4","3","3","3","3","1","1","6","6"
"10914  :  โรงพยาบาลโนนดินแดง","572","605","13","13","7","7","9","9","16","16","366","367","144","146","17","17","6","7","3","3","6","6","4","4","10","10"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","147","149","82","83","2","2","5","5","0","0","17","17","5","5","11","11","8","8","11","11","1","1","0","0","6","6"
"23578  :  โรงพยาบาลแคนดง","849","853","6","6","145","146","421","423","262","262","7","7","4","4","1","1","1","1","2","2","1","1","0","0","0","0"
"28020  :  โรงพยาบาลบ้านด่าน","888","906","9","9","4","4","46","49","4","4","252","255","559","562","1","1","5","5","3","3","6","6","4","4","4","4"
"10668  :  โรงพยาบาลสุรินทร์","180","212","23","23","27","27","21","21","16","16","25","25","37","37","11","11","5","5","30","30","8","8","6","6","3","3"
"10915  :  โรงพยาบาลชุมพลบุรี","767","773","1","1","199","199","170","171","84","84","23","23","113","114","173","173","4","4","4","4","0","0","0","0","0","0"
"10916  :  โรงพยาบาลท่าตูม","2,389","2,423","10","10","12","12","276","276","506","508","921","924","674","675","7","7","0","0","11","11","0","0","0","0","0","0"
"10917  :  โรงพยาบาลจอมพระ","1,565","1,658","8","8","9","9","15","15","133","133","612","615","838","844","0","0","0","0","9","9","3","3","5","5","17","17"
"10918  :  โรงพยาบาลปราสาท","399","403","10","11","2","2","9","9","1","1","6","6","5","5","352","352","0","0","15","15","0","0","1","1","1","1"
"10919  :  โรงพยาบาลกาบเชิง","672","713","244","244","105","106","123","125","33","33","75","75","26","26","17","20","17","17","25","28","16","17","7","7","15","15"
"10920  :  โรงพยาบาลรัตนบุรี","817","822","3","3","2","2","3","3","74","74","85","85","365","365","280","280","1","1","1","1","3","3","2","2","3","3"
"10921  :  โรงพยาบาลสนม","104","111","12","12","4","4","14","14","1","1","13","13","35","35","7","7","21","21","3","3","1","1","0","0","0","0"
"10922  :  โรงพยาบาลศีขรภูมิ","4,118","4,244","28","28","40","40","35","35","9","9","1,168","1,172","2,064","2,068","820","821","11","11","26","26","11","11","1","1","22","22"
"10923  :  โรงพยาบาลสังขะ","2,717","2,729","319","319","465","465","655","655","77","77","795","795","412","412","0","0","2","2","3","3","1","1","0","0","0","0"
"10924  :  โรงพยาบาลลำดวน","856","857","4","4","20","20","533","533","262","262","35","35","1","1","0","0","0","0","0","0","0","0","0","0","2","2"
"10925  :  โรงพยาบาลสำโรงทาบ","645","687","1","1","1","1","143","143","21","21","185","185","210","210","1","1","1","1","109","109","15","15","0","0","0","0"
"10926  :  โรงพยาบาลบัวเชด","4,088","4,185","12","12","11","11","673","673","970","971","1,046","1,047","1,287","1,304","117","117","5","5","8","8","7","7","14","14","16","16"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","2","2","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","829","838","53","53","42","43","9","9","2","2","1","1","417","417","294","296","10","10","6","6","1","1","0","0","0","0"
"27842  :  โรงพยาบาลเขวาสินรินทร์","211","213","0","0","4","4","1","1","47","47","96","96","57","57","0","0","2","2","2","2","0","0","0","0","4","4"
"27843  :  โรงพยาบาลศรีณรงค์","329","333","4","4","1","1","24","24","49","49","26","26","212","212","1","1","1","1","1","1","1","1","6","6","7","7"
"27844  :  โรงพยาบาลโนนนารายณ์","47","60","15","15","6","6","7","7","4","4","3","3","8","8","6","6","0","0","5","5","1","1","2","2","3","3"
"10700  :  โรงพยาบาลศรีสะเกษ","813","816","236","236","246","246","4","4","8","8","5","5","294","294","1","1","4","4","5","5","6","6","6","6","1","1"
"10927  :  โรงพยาบาลยางชุมน้อย","1,041","1,050","194","194","137","137","254","254","3","3","228","229","219","220","6","6","1","1","0","0","0","0","3","3","3","3"
"10928  :  โรงพยาบาลกันทรารมย์","20","20","3","3","5","5","1","1","1","1","0","0","0","0","0","0","0","0","1","1","3","3","4","4","2","2"
"10929  :  โรงพยาบาลกันทรลักษ์","353","373","2","2","12","12","7","7","0","0","3","3","254","254","85","85","0","0","1","1","2","2","4","4","3","3"
"10930  :  โรงพยาบาลขุขันธ์","1,056","1,132","10","10","26","26","137","137","78","79","184","186","425","427","182","182","17","17","17","17","23","23","12","12","16","16"
"10931  :  โรงพยาบาลไพรบึง","511","516","1","1","0","0","0","0","41","41","3","3","461","466","3","3","0","0","1","1","1","1","0","0","0","0"
"10932  :  โรงพยาบาลปรางค์กู่","36","36","8","8","7","7","7","7","5","5","5","5","3","3","0","0","0","0","0","0","0","0","0","0","1","1"
"10933  :  โรงพยาบาลขุนหาญ","1,000","1,058","179","180","245","247","173","174","118","119","119","120","26","26","66","66","9","9","14","14","31","32","39","39","32","32"
"10934  :  โรงพยาบาลราษีไศล","403","406","1","1","5","5","123","124","0","0","0","0","272","274","2","2","0","0","0","0","0","0","0","0","0","0"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","1,576","1,596","101","103","65","65","249","252","233","234","249","252","322","322","315","315","3","3","30","30","17","17","2","2","1","1"
"10936  :  โรงพยาบาลบึงบูรพ์","328","328","1","1","2","2","0","0","183","183","139","139","1","1","2","2","0","0","0","0","0","0","0","0","0","0"
"10937  :  โรงพยาบาลห้วยทับทัน","744","765","179","179","5","5","123","123","21","21","124","124","126","128","75","75","8","8","5","7","59","59","20","21","15","15"
"10938  :  โรงพยาบาลโนนคูณ","298","313","2","2","4","4","258","259","0","0","0","0","0","0","0","0","0","0","48","48","0","0","0","0","0","0"
"10939  :  โรงพยาบาลศรีรัตนะ","506","516","8","8","3","3","29","29","1","1","91","92","317","318","58","58","0","0","0","0","3","3","3","3","1","1"
"10940  :  โรงพยาบาลวังหิน","117","119","0","0","0","0","13","13","3","3","40","40","63","63","0","0","0","0","0","0","0","0","0","0","0","0"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","315","489","0","0","0","0","94","95","126","128","57","58","175","184","24","24","0","0","0","0","0","0","0","0","0","0"
"10942  :  โรงพยาบาลภูสิงห์","26","27","9","10","1","1","10","10","3","3","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","1"
"10943  :  โรงพยาบาลเมืองจันทร์","511","568","2","2","0","0","56","56","2","2","432","432","52","52","5","5","3","3","1","1","4","4","4","4","7","7"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","580","583","0","0","0","0","0","0","502","502","72","72","3","3","0","0","0","0","3","3","1","1","0","0","2","2"
"28014  :  โรงพยาบาลพยุห์","18","18","0","0","3","3","2","2","1","1","1","1","0","0","0","0","0","0","2","2","1","1","5","5","3","3"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","177","180","0","0","0","0","0","0","3","3","174","174","2","2","0","0","1","1","0","0","0","0","0","0","0","0"
"28016  :  โรงพยาบาลศิลาลาด","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","38","40","3","3","9","9","3","3","4","4","3","3","6","6","0","0","0","0","0","0","0","0","5","5","7","7"
"10944  :  โรงพยาบาลศรีเมืองใหม่","1,366","1,395","22","22","20","20","1,251","1,259","9","9","12","12","31","31","11","11","6","6","16","16","4","4","3","3","2","2"
"10945  :  โรงพยาบาลโขงเจียม","661","748","2","2","2","2","0","0","454","503","151","156","77","77","0","0","0","0","1","1","3","3","3","3","1","1"
"10946  :  โรงพยาบาลเขื่องใน","802","833","33","33","71","71","521","523","95","95","58","58","25","25","5","5","0","0","0","0","23","23","0","0","0","0"
"10947  :  โรงพยาบาลเขมราฐ","1,436","1,444","3","3","1","1","998","999","3","3","344","344","1","1","1","1","0","0","90","90","0","0","1","1","1","1"
"10948  :  โรงพยาบาลนาจะหลวย","1,917","1,923","421","421","483","484","687","688","250","250","15","15","55","55","10","10","0","0","0","0","0","0","0","0","0","0"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10950  :  โรงพยาบาลบุณฑริก","1,931","1,964","5","5","3","3","1,415","1,425","75","75","6","6","314","315","3","3","0","0","116","116","16","16","0","0","0","0"
"10951  :  โรงพยาบาลตระการพืชผล","1,188","1,207","7","7","4","4","187","187","4","4","47","47","167","167","13","13","2","2","491","492","284","284","0","0","0","0"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","758","1,421","9","9","5","5","200","375","477","869","76","141","15","15","1","1","0","0","2","2","3","3","1","1","0","0"
"10953  :  โรงพยาบาลม่วงสามสิบ","2,352","2,556","15","15","4","4","1,225","1,228","4","4","736","737","63","63","224","224","63","63","170","170","40","40","4","4","4","4"
"10954  :  โรงพยาบาลวารินชำราบ","25","25","0","0","1","1","0","0","0","0","0","0","19","19","0","0","0","0","3","3","1","1","0","0","1","1"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","2,993","3,018","250","250","136","136","451","453","299","299","622","622","514","516","99","99","0","0","54","54","249","254","2","2","332","333"
"10957  :  โรงพยาบาลตาลสุม","438","439","0","0","0","0","354","355","84","84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10958  :  โรงพยาบาลโพธิ์ไทร","687","768","10","10","2","2","216","282","32","32","14","14","348","348","15","15","0","0","10","10","49","49","3","3","3","3"
"10959  :  โรงพยาบาลสำโรง","1,394","1,437","33","35","30","31","48","48","493","495","517","520","281","281","4","4","8","8","8","8","3","3","0","0","4","4"
"10960  :  โรงพยาบาลดอนมดแดง","364","372","0","0","4","4","317","318","2","2","3","3","0","0","0","0","1","1","2","2","37","37","0","0","5","5"
"10961  :  โรงพยาบาลสิรินธร","406","406","0","0","32","32","300","300","0","0","1","1","70","70","0","0","2","2","1","1","0","0","0","0","0","0"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","867","891","10","10","8","10","180","180","43","45","97","98","527","529","4","4","0","0","5","6","2","2","4","4","3","3"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","31","38","6","6","7","7","2","2","4","4","2","2","6","6","1","1","0","0","3","3","2","2","0","0","5","5"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","107","109","95","95","5","5","0","0","1","1","0","0","4","4","1","1","1","1","1","1","0","0","0","0","1","1"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","8","8","0","0","0","0","6","6","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","2","2","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24032  :  โรงพยาบาลนาตาล","60","65","3","3","0","0","1","1","49","49","2","2","6","6","0","0","2","2","0","0","0","0","2","2","0","0"
"24821  :  โรงพยาบาลนาเยีย","4","4","0","0","1","1","1","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27968  :  โรงพยาบาลน้ำขุ่น","10","10","0","0","1","1","0","0","0","0","0","0","2","2","2","2","0","0","0","0","0","0","3","3","2","2"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","452","457","3","3","2","2","0","0","1","1","278","278","169","169","0","0","0","0","3","3","1","1","0","0","0","0"
"10701  :  โรงพยาบาลยโสธร","42","47","9","9","6","6","1","1","2","2","3","3","8","8","0","0","0","0","11","11","3","3","3","3","1","1"
"10963  :  โรงพยาบาลทรายมูล","706","708","1","1","0","0","323","323","1","1","8","8","374","375","0","0","0","0","0","0","0","0","0","0","0","0"
"10964  :  โรงพยาบาลกุดชุม","178","178","170","170","1","1","1","1","1","1","2","2","0","0","0","0","1","1","0","0","0","0","2","2","0","0"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","830","849","8","8","4","4","234","236","6","6","7","7","509","509","1","1","2","2","11","11","47","54","7","8","2","3"
"10966  :  โรงพยาบาลป่าติ้ว","216","224","0","0","5","5","111","111","95","95","2","2","3","3","1","1","4","4","0","0","1","1","1","1","1","1"
"10967  :  โรงพยาบาลมหาชนะชัย","1,120","1,138","22","22","6","6","14","14","166","166","543","543","362","362","3","3","5","5","3","3","9","9","0","0","5","5"
"10968  :  โรงพยาบาลค้อวัง","581","593","3","3","110","110","341","342","75","75","34","34","1","1","0","0","0","0","3","3","0","0","19","19","6","6"
"10969  :  โรงพยาบาลไทยเจริญ","361","370","24","24","0","0","156","156","58","58","103","104","5","5","8","8","3","3","3","3","1","1","6","6","2","2"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","1,340","1,384","479","484","192","192","376","376","215","216","7","7","2","2","5","5","8","8","11","12","6","6","35","35","39","41"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"04007  :  โรงพยาบาลซับใหญ่","392","403","4","4","0","0","3","3","79","80","221","223","61","62","30","30","0","0","1","1","0","0","0","0","0","0"
"10702  :  โรงพยาบาลชัยภูมิ","94","95","18","18","15","15","20","20","9","9","5","5","22","22","1","1","3","3","2","2","0","0","0","0","0","0"
"10970  :  โรงพยาบาลบ้านเขว้า","406","416","5","5","9","9","107","107","6","6","83","83","181","182","4","4","4","4","5","5","5","5","4","4","2","2"
"10971  :  โรงพยาบาลคอนสวรรค์","527","540","10","10","8","8","58","58","39","39","102","104","274","274","29","29","0","0","3","3","6","6","3","3","6","6"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","742","828","513","515","17","17","178","178","0","0","12","12","99","99","1","1","1","1","1","1","0","0","3","3","1","1"
"10973  :  โรงพยาบาลหนองบัวแดง","261","262","170","170","22","22","12","12","12","12","10","10","18","18","13","13","0","0","5","5","0","0","0","0","0","0"
"10974  :  โรงพยาบาลจัตุรัส","1,018","1,058","222","222","5","5","10","10","172","172","356","371","224","225","42","42","0","0","5","5","2","2","2","2","2","2"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","2,453","2,491","171","171","14","14","3","3","1,241","1,246","500","500","555","556","0","0","0","0","0","0","0","0","1","1","0","0"
