"โรงพยาบาล","รวม","2564","2565"
"ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","79","79","0","0","12","12","18","18","15","15","13","13","15","15","6","6","0","0","0","0","0","0","0","0","0","0"
"10866  :  โรงพยาบาลคลองหาด","1,258","1,284","1","1","1","1","3","3","0","0","679","679","570","578","13","13","9","9","0","0","0","0","0","0","0","0"
"10867  :  โรงพยาบาลตาพระยา","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"10868  :  โรงพยาบาลวังน้ำเย็น","56","56","0","0","11","11","6","6","14","14","4","4","8","8","3","3","10","10","0","0","0","0","0","0","0","0"
"10869  :  โรงพยาบาลวัฒนานคร","26","26","2","2","3","3","5","5","6","6","7","7","1","1","2","2","0","0","0","0","0","0","0","0","0","0"
"10870  :  โรงพยาบาลอรัญประเทศ","18","18","0","0","0","0","0","0","6","6","9","9","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"13817  :  โรงพยาบาลเขาฉกรรจ์","770","775","12","12","7","7","15","16","276","278","430","430","17","17","9","9","6","6","0","0","0","0","0","0","0","0"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","42","46","9","9","6","6","7","7","7","7","6","6","1","1","9","10","0","0","0","0","0","0","0","0","0","0"
"10871  :  โรงพยาบาลครบุรี","823","832","8","8","7","7","14","14","6","6","407","407","380","381","9","9","0","0","0","0","0","0","0","0","0","0"
"10872  :  โรงพยาบาลเสิงสาง","591","600","3","3","13","13","112","113","402","405","33","33","33","33","0","0","0","0","0","0","0","0","0","0","0","0"
"10873  :  โรงพยาบาลคง","378","391","5","5","12","12","12","12","5","5","2","2","341","344","7","7","4","4","0","0","0","0","0","0","0","0"
"10874  :  โรงพยาบาลบ้านเหลื่อม","481","485","7","7","2","2","4","4","1","1","183","183","270","272","9","9","7","7","0","0","0","0","0","0","0","0"
"10875  :  โรงพยาบาลจักราช","1,132","1,140","7","7","6","6","447","448","184","184","488","489","4","4","2","2","0","0","0","0","0","0","0","0","0","0"
"10876  :  โรงพยาบาลโชคชัย","732","738","8","8","10","10","15","15","178","178","471","471","44","44","0","0","12","12","0","0","0","0","0","0","0","0"
"10877  :  โรงพยาบาลด่านขุนทด","743","752","2","2","237","237","466","470","6","6","19","19","5","5","4","4","9","9","0","0","0","0","0","0","0","0"
"10878  :  โรงพยาบาลโนนไทย","1,192","1,282","1","1","0","0","263","263","299","299","696","702","8","8","8","8","1","1","0","0","0","0","0","0","0","0"
"10879  :  โรงพยาบาลโนนสูง","1,497","1,511","0","0","12","12","235","235","305","308","268","271","658","659","26","26","0","0","0","0","0","0","0","0","0","0"
"10880  :  โรงพยาบาลขามสะแกแสง","854","871","3","3","7","7","240","240","265","270","192","192","154","154","4","4","1","1","0","0","0","0","0","0","0","0"
"10881  :  โรงพยาบาลบัวใหญ่","413","413","1","1","0","0","296","296","2","2","105","105","1","1","0","0","8","8","0","0","0","0","0","0","0","0"
"10882  :  โรงพยาบาลประทาย","508","518","5","5","8","8","9","9","85","87","104","104","292","295","3","3","7","7","0","0","0","0","0","0","0","0"
"10883  :  โรงพยาบาลปักธงชัย","436","442","12","12","4","4","44","44","73","73","87","87","218","218","4","4","0","0","0","0","0","0","0","0","0","0"
"10884  :  โรงพยาบาลพิมาย","39","39","1","1","0","0","5","5","8","8","8","8","5","5","6","6","6","6","0","0","0","0","0","0","0","0"
"10885  :  โรงพยาบาลห้วยแถลง","23","23","2","2","1","1","2","2","2","2","0","0","3","3","5","5","8","8","0","0","0","0","0","0","0","0"
"10886  :  โรงพยาบาลชุมพวง","1,783","1,927","147","152","25","25","24","24","1,624","1,628","10","10","10","10","11","11","65","67","0","0","0","0","0","0","0","0"
"10887  :  โรงพยาบาลสูงเนิน","1,263","1,295","0","0","3","3","24","24","860","865","333","333","40","40","11","11","19","19","0","0","0","0","0","0","0","0"
"10888  :  โรงพยาบาลขามทะเลสอ","21","22","0","0","2","2","0","0","1","1","10","10","0","0","7","7","2","2","0","0","0","0","0","0","0","0"
"10889  :  โรงพยาบาลสีคิ้ว","548","550","47","47","18","18","11","11","12","12","374","375","60","60","27","27","0","0","0","0","0","0","0","0","0","0"
"10890  :  โรงพยาบาลปากช่องนานา","871","894","20","20","22","22","15","15","108","108","677","678","36","36","15","15","0","0","0","0","0","0","0","0","0","0"
"10891  :  โรงพยาบาลหนองบุญมาก","31","31","0","0","0","0","0","0","0","0","28","28","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"10892  :  โรงพยาบาลแก้งสนามนาง","692","693","4","4","5","5","10","10","554","555","111","111","4","4","4","4","0","0","0","0","0","0","0","0","0","0"
"10893  :  โรงพยาบาลโนนแดง","949","984","0","0","17","17","42","42","30","31","380","380","511","511","1","1","2","2","0","0","0","0","0","0","0","0"
"10894  :  โรงพยาบาลวังน้ำเขียว","219","219","0","0","0","0","80","80","138","138","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","229","270","0","0","119","120","0","0","1","1","111","148","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"11608  :  โรงพยาบาลลำทะเมนชัย","444","459","2","2","79","80","337","337","26","28","4","4","2","2","6","6","0","0","0","0","0","0","0","0","0","0"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","53","55","6","6","15","16","7","7","8","8","4","4","0","0","3","3","11","11","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","3","4","0","0","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","122","122","6","6","6","6","8","8","5","5","7","7","79","79","11","11","0","0","0","0","0","0","0","0","0","0"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","135","135","2","2","2","2","1","1","18","18","67","67","39","39","2","2","4","4","0","0","0","0","0","0","0","0"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","40","40","13","13","5","5","6","6","5","5","3","3","7","7","1","1","0","0","0","0","0","0","0","0","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","804","821","13","13","6","6","263","264","227","228","231","231","77","77","2","2","0","0","0","0","0","0","0","0","0","0"
"27839  :  โรงพยาบาลบัวลาย","224","225","1","1","0","0","0","0","2","2","222","222","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27840  :  โรงพยาบาลสีดา","265","271","1","1","0","0","260","262","4","4","1","1","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"27841  :  โรงพยาบาลเทพารักษ์","449","456","3","3","5","5","3","3","42","42","338","338","63","63","1","1","1","1","0","0","0","0","0","0","0","0"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10895  :  โรงพยาบาลคูเมือง","9","9","1","1","0","0","1","1","3","3","1","1","0","0","0","0","3","3","0","0","0","0","0","0","0","0"
"10896  :  โรงพยาบาลกระสัง","983","996","13","13","10","10","17","17","12","12","12","12","905","906","11","12","14","14","0","0","0","0","0","0","0","0"
"10897  :  โรงพยาบาลนางรอง","96","107","20","20","8","8","11","11","10","10","5","5","30","30","11","11","11","12","0","0","0","0","0","0","0","0"
"10898  :  โรงพยาบาลหนองกี่","87","88","5","5","1","1","2","2","3","3","56","57","13","13","3","3","4","4","0","0","0","0","0","0","0","0"
"10899  :  โรงพยาบาลละหานทราย","2","2","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10900  :  โรงพยาบาลประโคนชัย","264","264","4","4","6","6","10","10","2","2","4","4","226","226","7","7","5","5","0","0","0","0","0","0","0","0"
"10901  :  โรงพยาบาลบ้านกรวด","155","155","19","19","24","24","16","16","16","16","22","22","24","24","15","15","19","19","0","0","0","0","0","0","0","0"
"10902  :  โรงพยาบาลพุทไธสง","501","505","8","9","3","3","19","19","179","180","286","286","2","2","2","2","4","4","0","0","0","0","0","0","0","0"
"10904  :  โรงพยาบาลลำปลายมาศ","7","8","2","2","1","1","2","2","2","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"10905  :  โรงพยาบาลสตึก","848","851","16","16","14","14","413","414","1","1","366","366","12","12","13","13","15","15","0","0","0","0","0","0","0","0"
"10906  :  โรงพยาบาลปะคำ","444","451","6","9","1","1","28","28","44","45","366","366","1","1","0","0","1","1","0","0","0","0","0","0","0","0"
"10907  :  โรงพยาบาลนาโพธิ์","471","483","14","14","14","14","9","9","96","96","253","253","58","58","21","21","18","18","0","0","0","0","0","0","0","0"
"10908  :  โรงพยาบาลหนองหงส์","278","281","7","7","2","2","5","5","3","3","253","254","2","2","3","3","5","5","0","0","0","0","0","0","0","0"
"10909  :  โรงพยาบาลพลับพลาชัย","39","39","14","14","4","4","4","4","4","4","7","7","2","2","3","3","1","1","0","0","0","0","0","0","0","0"
"10910  :  โรงพยาบาลห้วยราช","146","148","2","2","0","0","91","92","50","50","2","2","0","0","0","0","2","2","0","0","0","0","0","0","0","0"
"10911  :  โรงพยาบาลโนนสุวรรณ","328","333","5","5","0","0","3","3","31","31","289","290","2","2","2","2","0","0","0","0","0","0","0","0","0","0"
"10912  :  โรงพยาบาลชำนิ","91","91","0","0","1","1","1","1","4","4","5","5","80","80","0","0","0","0","0","0","0","0","0","0","0","0"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","397","402","14","14","340","341","14","15","4","4","8","8","6","6","9","9","5","5","0","0","0","0","0","0","0","0"
"10914  :  โรงพยาบาลโนนดินแดง","54","55","11","11","9","9","7","7","5","5","6","6","8","8","0","0","9","9","0","0","0","0","0","0","0","0"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","96","96","7","7","1","1","0","0","2","2","1","1","82","82","1","1","2","2","0","0","0","0","0","0","0","0"
"23578  :  โรงพยาบาลแคนดง","554","561","10","10","12","12","2","2","392","392","124","125","10","10","4","4","6","6","0","0","0","0","0","0","0","0"
"28020  :  โรงพยาบาลบ้านด่าน","751","775","7","7","7","7","11","11","5","5","116","118","621","621","4","4","2","2","0","0","0","0","0","0","0","0"
"10668  :  โรงพยาบาลสุรินทร์","106","125","22","22","19","19","15","15","21","21","15","15","15","15","18","18","0","0","0","0","0","0","0","0","0","0"
"10915  :  โรงพยาบาลชุมพลบุรี","95","98","6","6","2","2","30","31","27","27","14","14","10","10","1","1","6","7","0","0","0","0","0","0","0","0"
"10916  :  โรงพยาบาลท่าตูม","252","256","6","6","4","4","148","148","2","2","5","5","4","4","1","1","86","86","0","0","0","0","0","0","0","0"
"10917  :  โรงพยาบาลจอมพระ","1,460","1,474","13","13","8","9","594","594","706","707","132","133","8","8","10","10","0","0","0","0","0","0","0","0","0","0"
"10918  :  โรงพยาบาลปราสาท","72","74","7","7","11","11","8","8","11","11","9","9","10","10","9","9","9","9","0","0","0","0","0","0","0","0"
"10919  :  โรงพยาบาลกาบเชิง","422","450","33","34","27","30","242","244","25","25","78","78","8","8","16","16","15","15","0","0","0","0","0","0","0","0"
"10920  :  โรงพยาบาลรัตนบุรี","100","127","17","34","6","12","6","6","2","2","55","55","6","6","0","0","12","12","0","0","0","0","0","0","0","0"
"10921  :  โรงพยาบาลสนม","24","24","3","3","2","2","2","2","3","3","2","2","9","9","2","2","1","1","0","0","0","0","0","0","0","0"
"10922  :  โรงพยาบาลศีขรภูมิ","213","252","42","42","38","38","44","44","29","30","41","41","24","24","33","33","0","0","0","0","0","0","0","0","0","0"
"10923  :  โรงพยาบาลสังขะ","1,266","1,273","1","1","1","1","0","0","96","97","817","817","355","355","2","2","0","0","0","0","0","0","0","0","0","0"
"10924  :  โรงพยาบาลลำดวน","742","748","0","0","0","0","0","0","49","49","158","158","505","505","36","36","0","0","0","0","0","0","0","0","0","0"
"10925  :  โรงพยาบาลสำโรงทาบ","572","572","0","0","0","0","0","0","68","68","408","408","96","96","0","0","0","0","0","0","0","0","0","0","0","0"
"10926  :  โรงพยาบาลบัวเชด","783","814","14","14","11","11","10","10","56","56","53","54","563","578","74","75","16","16","0","0","0","0","0","0","0","0"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","5","5","2","2","1","1","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","328","334","0","0","6","7","290","292","6","6","5","5","4","4","5","5","15","15","0","0","0","0","0","0","0","0"
"27842  :  โรงพยาบาลเขวาสินรินทร์","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27843  :  โรงพยาบาลศรีณรงค์","274","280","6","6","1","1","1","1","4","4","161","161","99","99","6","6","2","2","0","0","0","0","0","0","0","0"
"27844  :  โรงพยาบาลโนนนารายณ์","26","31","7","7","0","0","3","3","10","10","1","1","3","3","4","4","3","3","0","0","0","0","0","0","0","0"
"10700  :  โรงพยาบาลศรีสะเกษ","31","32","3","3","5","5","4","5","3","3","2","2","4","4","6","6","4","4","0","0","0","0","0","0","0","0"
"10927  :  โรงพยาบาลยางชุมน้อย","375","383","8","8","57","60","48","48","30","30","226","226","5","5","2","2","4","4","0","0","0","0","0","0","0","0"
"10928  :  โรงพยาบาลกันทรารมย์","328","357","1","1","4","4","3","3","2","2","47","47","272","286","3","3","11","11","0","0","0","0","0","0","0","0"
"10929  :  โรงพยาบาลกันทรลักษ์","9","9","2","2","0","0","1","1","1","1","2","2","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"10930  :  โรงพยาบาลขุขันธ์","124","147","8","8","20","20","29","29","20","20","30","30","20","20","20","20","0","0","0","0","0","0","0","0","0","0"
"10931  :  โรงพยาบาลไพรบึง","140","141","0","0","0","0","2","2","2","2","10","10","62","62","65","65","0","0","0","0","0","0","0","0","0","0"
"10932  :  โรงพยาบาลปรางค์กู่","3","3","0","0","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10933  :  โรงพยาบาลขุนหาญ","237","258","51","52","26","26","24","24","21","21","23","23","90","92","8","8","12","12","0","0","0","0","0","0","0","0"
"10934  :  โรงพยาบาลราษีไศล","217","231","0","0","2","2","0","0","0","0","75","75","106","106","1","1","47","47","0","0","0","0","0","0","0","0"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","178","180","0","0","7","7","6","6","2","2","70","72","91","91","1","1","1","1","0","0","0","0","0","0","0","0"
"10936  :  โรงพยาบาลบึงบูรพ์","328","330","0","0","0","0","2","2","69","69","232","233","23","23","0","0","3","3","0","0","0","0","0","0","0","0"
"10937  :  โรงพยาบาลห้วยทับทัน","275","281","7","7","8","8","5","5","32","32","46","46","124","130","4","4","49","49","0","0","0","0","0","0","0","0"
"10938  :  โรงพยาบาลโนนคูณ","138","141","0","0","2","2","2","2","0","0","1","1","132","133","3","3","0","0","0","0","0","0","0","0","0","0"
"10939  :  โรงพยาบาลศรีรัตนะ","27","27","2","2","3","3","3","3","3","3","3","3","8","8","3","3","2","2","0","0","0","0","0","0","0","0"
"10940  :  โรงพยาบาลวังหิน","61","61","0","0","1","1","0","0","0","0","59","59","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","190","204","0","0","0","0","0","0","0","0","63","75","87","88","41","41","0","0","0","0","0","0","0","0","0","0"
"10942  :  โรงพยาบาลภูสิงห์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10943  :  โรงพยาบาลเมืองจันทร์","117","118","3","3","2","2","1","1","0","0","111","111","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","12","13","3","3","0","0","4","4","0","0","3","4","0","0","2","2","0","0","0","0","0","0","0","0","0","0"
"28014  :  โรงพยาบาลพยุห์","11","11","2","2","0","0","3","3","2","2","1","1","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","18","18","0","0","0","0","0","0","0","0","0","0","18","18","0","0","0","0","0","0","0","0","0","0","0","0"
"28016  :  โรงพยาบาลศิลาลาด","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","34","37","18","18","3","3","5","5","1","1","3","3","4","4","3","3","0","0","0","0","0","0","0","0","0","0"
"10944  :  โรงพยาบาลศรีเมืองใหม่","38","39","9","9","5","5","4","4","5","5","6","6","9","9","1","1","0","0","0","0","0","0","0","0","0","0"
"10945  :  โรงพยาบาลโขงเจียม","67","67","2","2","11","11","6","6","2","2","35","35","5","5","3","3","3","3","0","0","0","0","0","0","0","0"
"10946  :  โรงพยาบาลเขื่องใน","4","4","1","1","0","0","1","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10947  :  โรงพยาบาลเขมราฐ","71","71","3","3","1","1","1","1","0","0","0","0","39","39","27","27","0","0","0","0","0","0","0","0","0","0"
"10948  :  โรงพยาบาลนาจะหลวย","21","21","0","0","0","0","0","0","0","0","15","15","6","6","0","0","0","0","0","0","0","0","0","0","0","0"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10950  :  โรงพยาบาลบุณฑริก","589","614","4","4","6","6","8","8","9","9","5","6","564","581","0","0","0","0","0","0","0","0","0","0","0","0"
"10951  :  โรงพยาบาลตระการพืชผล","75","76","0","0","2","2","66","67","2","2","0","0","1","1","2","2","2","2","0","0","0","0","0","0","0","0"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","8","9","2","2","2","2","2","2","0","0","0","0","2","2","1","1","0","0","0","0","0","0","0","0","0","0"
"10953  :  โรงพยาบาลม่วงสามสิบ","1,677","2,011","464","464","665","667","747","747","4","4","32","32","5","5","6","6","86","86","0","0","0","0","0","0","0","0"
"10954  :  โรงพยาบาลวารินชำราบ","26","26","2","2","2","2","0","0","1","1","3","3","3","3","2","2","13","13","0","0","0","0","0","0","0","0"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","988","1,016","73","73","174","176","269","272","23","23","164","164","305","306","0","0","2","2","0","0","0","0","0","0","0","0"
"10957  :  โรงพยาบาลตาลสุม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10958  :  โรงพยาบาลโพธิ์ไทร","23","23","7","7","2","2","5","5","4","4","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0"
"10959  :  โรงพยาบาลสำโรง","75","79","0","0","2","2","1","1","9","9","15","15","28","28","15","15","9","9","0","0","0","0","0","0","0","0"
"10960  :  โรงพยาบาลดอนมดแดง","27","27","0","0","9","9","0","0","5","5","1","1","7","7","5","5","0","0","0","0","0","0","0","0","0","0"
"10961  :  โรงพยาบาลสิรินธร","2","2","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","69","74","8","9","8","8","4","4","3","3","3","3","46","46","1","1","0","0","0","0","0","0","0","0","0","0"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","15","18","3","3","0","0","2","2","3","3","2","2","5","5","3","3","0","0","0","0","0","0","0","0","0","0"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","2","2","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24032  :  โรงพยาบาลนาตาล","51","52","0","0","2","2","4","4","3","3","37","37","2","2","2","2","2","2","0","0","0","0","0","0","0","0"
"24821  :  โรงพยาบาลนาเยีย","837","839","1","1","0","0","1","1","0","0","829","831","4","4","1","1","1","1","0","0","0","0","0","0","0","0"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27968  :  โรงพยาบาลน้ำขุ่น","9","9","0","0","0","0","2","2","5","5","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","10","11","2","2","0","0","3","3","0","0","4","4","1","1","0","0","1","1","0","0","0","0","0","0","0","0"
"10701  :  โรงพยาบาลยโสธร","32","34","6","6","6","6","7","7","4","4","2","2","3","3","6","6","0","0","0","0","0","0","0","0","0","0"
"10963  :  โรงพยาบาลทรายมูล","165","165","1","1","0","0","0","0","14","14","150","150","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10964  :  โรงพยาบาลกุดชุม","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","36","37","4","4","1","1","5","5","13","13","4","4","6","6","4","4","0","0","0","0","0","0","0","0","0","0"
"10966  :  โรงพยาบาลป่าติ้ว","98","99","1","1","1","1","0","0","0","0","89","90","6","6","1","1","0","0","0","0","0","0","0","0","0","0"
"10967  :  โรงพยาบาลมหาชนะชัย","91","98","1","1","4","4","6","6","2","2","76","76","3","3","3","3","3","3","0","0","0","0","0","0","0","0"
"10968  :  โรงพยาบาลค้อวัง","613","621","554","555","1","1","20","20","31","32","9","9","4","4","0","0","0","0","0","0","0","0","0","0","0","0"
"10969  :  โรงพยาบาลไทยเจริญ","36","38","1","1","2","2","3","3","27","27","2","2","0","0","0","0","3","3","0","0","0","0","0","0","0","0"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","261","266","14","14","10","10","10","10","10","10","203","204","5","5","3","3","10","10","0","0","0","0","0","0","0","0"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"04007  :  โรงพยาบาลซับใหญ่","6","6","0","0","0","0","0","0","0","0","0","0","0","0","4","4","2","2","0","0","0","0","0","0","0","0"
"10702  :  โรงพยาบาลชัยภูมิ","68","69","1","1","1","1","13","13","15","15","14","14","6","6","5","5","14","14","0","0","0","0","0","0","0","0"
"10970  :  โรงพยาบาลบ้านเขว้า","329","330","6","6","8","8","3","3","5","5","114","114","126","126","65","65","3","3","0","0","0","0","0","0","0","0"
"10971  :  โรงพยาบาลคอนสวรรค์","35","35","2","2","6","6","3","3","6","6","3","3","5","5","3","3","7","7","0","0","0","0","0","0","0","0"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","26","26","2","2","5","5","1","1","3","3","8","8","1","1","1","1","5","5","0","0","0","0","0","0","0","0"
"10973  :  โรงพยาบาลหนองบัวแดง","109","109","14","14","19","19","9","9","18","18","10","10","16","16","7","7","16","16","0","0","0","0","0","0","0","0"
"10974  :  โรงพยาบาลจัตุรัส","457","462","19","19","8","8","127","127","284","284","5","5","8","8","7","7","4","4","0","0","0","0","0","0","0","0"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","1,750","1,765","0","0","266","266","991","997","501","501","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"10976  :  โรงพยาบาลหนองบัวระเหว","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10977  :  โรงพยาบาลเทพสถิต","3","3","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","35","36","1","1","6","6","9","9","2","2","5","5","4","4","4","4","5","5","0","0","0","0","0","0","0","0"
"10979  :  โรงพยาบาลบ้านแท่น","298","298","2","2","5","5","3","3","2","2","4","4","119","119","142","142","21","21","0","0","0","0","0","0","0","0"
"10980  :  โรงพยาบาลแก้งคร้อ","309","309","1","1","1","1","0","0","0","0","0","0","12","12","1","1","294","294","0","0","0","0","0","0","0","0"
"10981  :  โรงพยาบาลคอนสาร","196","207","4","4","5","5","1","1","4","4","67","71","113","119","3","3","0","0","0","0","0","0","0","0","0","0"
"10982  :  โรงพยาบาลภักดีชุมพล","34","34","5","5","4","4","5","5","0","0","4","4","4","4","7","7","5","5","0","0","0","0","0","0","0","0"
"10983  :  โรงพยาบาลเนินสง่า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10703  :  โรงพยาบาลอำนาจเจริญ","4,446","4,467","0","0","778","785","421","421","1,383","1,385","858","858","1,016","1,016","2","2","0","0","0","0","0","0","0","0","0","0"
"10985  :  โรงพยาบาลชานุมาน","1,001","1,003","0","0","0","0","623","624","3","3","374","375","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10986  :  โรงพยาบาลปทุมราชวงศา","3","3","1","1","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10987  :  โรงพยาบาลพนา","63","63","0","0","5","5","0","0","34","34","18","18","0","0","3","3","3","3","0","0","0","0","0","0","0","0"
