"โรงพยาบาล","รวม","2562","2563"
"ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10698  :  โรงพยาบาลนครนายก","944","959","226","228","209","209","310","310","10","10","85","85","82","82","0","0","2","2","11","11","6","6","7","7","9","9"
"10863  :  โรงพยาบาลปากพลี","161","161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","161","161"
"10864  :  โรงพยาบาลบ้านนา","380","382","3","3","39","39","58","58","75","75","46","46","1","1","0","0","0","0","0","0","1","1","1","1","158","158"
"10865  :  โรงพยาบาลองครักษ์","769","876","79","105","23","26","17","21","106","109","153","154","277","285","60","60","8","8","11","12","11","12","9","9","74","75"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","2,285","2,334","4","4","2","2","179","179","337","337","462","462","906","908","0","0","0","0","3","3","2","2","3","3","434","434"
"10866  :  โรงพยาบาลคลองหาด","1,899","2,126","5","5","854","854","243","243","284","284","2","2","1","1","0","0","0","0","2","2","1","1","87","87","646","647"
"10867  :  โรงพยาบาลตาพระยา","933","936","0","0","2","2","232","233","280","280","264","264","149","149","0","0","0","0","1","1","2","2","4","4","1","1"
"10868  :  โรงพยาบาลวังน้ำเย็น","1,848","1,903","24","24","189","192","944","949","451","452","246","247","3","3","0","0","0","0","9","9","6","6","10","10","11","11"
"10869  :  โรงพยาบาลวัฒนานคร","1,646","2,047","3","3","369","369","447","448","577","577","1","1","0","0","0","0","0","0","0","0","5","5","127","127","517","517"
"10870  :  โรงพยาบาลอรัญประเทศ","112","115","13","13","14","14","8","8","10","10","9","9","11","11","0","0","2","2","15","15","4","4","13","13","16","16"
"13817  :  โรงพยาบาลเขาฉกรรจ์","1,039","1,592","37","37","25","25","466","469","291","291","31","31","16","16","6","6","15","15","19","19","204","206","452","454","23","23"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","133","152","10","10","15","15","9","9","26","26","14","14","19","19","1","1","1","1","15","15","17","17","14","14","11","11"
"10871  :  โรงพยาบาลครบุรี","1,544","1,713","31","32","33","33","6","6","368","369","766","768","326","326","19","20","12","12","10","10","8","8","128","128","1","1"
"10872  :  โรงพยาบาลเสิงสาง","843","894","44","44","77","80","9","9","2","2","106","107","597","613","0","0","0","0","0","0","0","0","29","30","9","9"
"10873  :  โรงพยาบาลคง","651","667","1","1","16","16","231","233","357","361","0","0","0","0","10","10","4","4","13","13","8","8","17","17","4","4"
"10874  :  โรงพยาบาลบ้านเหลื่อม","620","871","18","18","19","19","10","10","360","364","83","87","10","10","0","0","0","0","3","3","3","3","133","137","220","220"
"10875  :  โรงพยาบาลจักราช","1,742","1,780","12","12","15","15","314","316","165","165","359","359","900","901","0","0","3","3","4","4","0","0","3","3","2","2"
"10876  :  โรงพยาบาลโชคชัย","732","1,151","16","16","11","11","3","3","13","13","207","207","265","266","0","0","1","1","17","18","412","413","182","182","21","21"
"10877  :  โรงพยาบาลด่านขุนทด","697","751","4","4","1","1","1","1","442","446","35","35","1","1","0","0","0","0","2","2","4","4","255","255","2","2"
"10878  :  โรงพยาบาลโนนไทย","1,284","1,313","9","9","8","8","8","8","139","140","1,121","1,123","6","6","2","2","2","2","1","1","5","5","5","5","4","4"
"10879  :  โรงพยาบาลโนนสูง","296","360","9","9","67","67","44","46","79","79","64","64","33","33","8","8","3","3","3","3","39","39","4","4","5","5"
"10880  :  โรงพยาบาลขามสะแกแสง","950","963","1","1","0","0","2","2","421","422","162","162","348","350","8","8","9","9","2","2","3","3","4","4","0","0"
"10881  :  โรงพยาบาลบัวใหญ่","361","368","3","3","38","38","217","218","95","95","2","2","4","4","0","0","0","0","2","2","0","0","4","4","2","2"
"10882  :  โรงพยาบาลประทาย","1,589","1,684","6","6","781","795","391","393","81","83","108","108","8","8","5","5","14","14","9","9","10","10","129","129","124","124"
"10883  :  โรงพยาบาลปักธงชัย","507","630","16","16","67","69","54","54","58","58","8","8","7","7","2","2","2","2","8","8","119","119","93","94","193","193"
"10884  :  โรงพยาบาลพิมาย","1,454","1,600","278","279","114","114","246","246","491","493","288","288","46","46","0","0","0","0","10","10","3","3","107","108","13","13"
"10885  :  โรงพยาบาลห้วยแถลง","1,445","2,031","4","4","192","192","23","23","45","45","158","158","46","46","0","0","0","0","193","193","522","539","740","767","64","64"
"10886  :  โรงพยาบาลชุมพวง","3,791","4,185","76","76","437","442","38","39","1,798","1,800","1,396","1,397","379","379","6","6","5","5","11","11","6","6","9","9","15","15"
"10887  :  โรงพยาบาลสูงเนิน","2,034","2,115","22","22","97","98","1,029","1,039","492","497","233","234","53","55","60","60","25","27","21","23","25","26","12","12","22","22"
"10888  :  โรงพยาบาลขามทะเลสอ","207","245","2","2","0","0","22","22","38","38","84","86","48","49","2","2","0","0","0","0","0","0","0","0","46","46"
"10889  :  โรงพยาบาลสีคิ้ว","1,887","1,920","266","266","16","16","91","91","417","425","233","233","791","791","12","12","13","13","21","21","19","19","13","13","20","20"
"10890  :  โรงพยาบาลปากช่องนานา","1,085","1,265","68","68","48","48","192","192","493","504","248","248","68","69","6","6","10","10","23","23","32","32","33","33","31","32"
"10891  :  โรงพยาบาลหนองบุญมาก","148","225","6","6","86","86","2","2","8","8","7","7","1","1","2","2","4","4","6","6","93","94","1","1","8","8"
"10892  :  โรงพยาบาลแก้งสนามนาง","1,191","1,329","40","40","37","38","182","183","429","443","430","434","157","157","6","6","7","7","8","8","1","1","7","7","5","5"
"10893  :  โรงพยาบาลโนนแดง","1,025","1,111","0","0","14","14","126","126","273","273","460","463","99","100","13","13","0","0","0","0","3","3","4","4","110","115"
"10894  :  โรงพยาบาลวังน้ำเขียว","199","203","3","3","102","102","0","0","1","1","2","2","82","82","0","0","0","0","2","2","1","1","2","2","8","8"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","292","405","0","0","5","5","140","147","56","56","114","115","1","1","0","0","0","0","2","2","25","25","48","48","6","6"
"11608  :  โรงพยาบาลลำทะเมนชัย","956","993","4","4","112","114","340","362","380","381","113","113","5","5","0","0","0","0","5","5","0","0","7","7","2","2"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","674","825","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","575","632","191","192"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","32","32","15","15","0","0","1","1","3","3","2","2","2","2","0","0","0","0","2","2","4","4","1","1","2","2"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","50","128","21","22","20","20","10","10","17","17","6","6","11","11","1","1","1","1","7","7","10","10","12","13","10","10"
"14161  :  โรงพยาบาลกองบิน กองบิน1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","291","298","11","11","41","41","12","12","39","39","127","127","8","8","11","11","13","13","8","8","9","9","8","8","11","11"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","880","905","4","4","0","0","83","83","178","179","226","235","333","333","56","56","0","0","9","9","3","3","1","1","2","2"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","1,084","1,095","8","8","252","254","99","99","132","132","590","590","4","4","1","1","1","1","3","3","0","0","0","0","3","3"
"27839  :  โรงพยาบาลบัวลาย","217","258","1","1","4","5","42","42","41","41","14","14","94","94","2","2","2","2","2","2","1","1","2","2","52","52"
"27840  :  โรงพยาบาลสีดา","354","356","0","0","1","1","0","0","122","123","228","228","2","2","0","0","0","0","0","0","1","1","0","0","1","1"
"27841  :  โรงพยาบาลเทพารักษ์","529","535","1","1","63","63","57","57","158","158","86","86","143","143","2","2","7","7","2","2","1","1","5","5","10","10"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10895  :  โรงพยาบาลคูเมือง","914","980","35","35","451","451","117","117","169","172","161","161","36","36","1","1","2","2","0","0","0","0","2","2","3","3"
"10896  :  โรงพยาบาลกระสัง","291","297","31","31","25","25","28","28","132","132","14","14","8","8","0","0","15","15","12","12","8","8","16","16","8","8"
"10897  :  โรงพยาบาลนางรอง","3,921","4,135","8","8","25","25","13","13","284","290","2,701","2,756","702","704","121","121","3","3","8","8","8","8","47","47","151","152"
"10898  :  โรงพยาบาลหนองกี่","2,438","2,516","19","19","15","15","1,035","1,040","16","16","1,054","1,081","93","93","0","0","0","0","3","3","140","141","94","94","14","14"
"10899  :  โรงพยาบาลละหานทราย","2,543","2,975","0","0","444","445","632","632","85","86","335","335","4","4","0","0","0","0","0","0","1,347","1,352","121","121","0","0"
"10900  :  โรงพยาบาลประโคนชัย","4,026","4,788","632","657","513","579","344","344","902","919","374","374","1,589","1,590","319","319","0","0","4","4","1","1","1","1","0","0"
"10901  :  โรงพยาบาลบ้านกรวด","1,993","2,206","55","56","300","300","290","291","229","229","143","146","10","10","0","0","0","0","18","18","480","480","649","650","26","26"
"10902  :  โรงพยาบาลพุทไธสง","1,128","1,155","406","408","187","188","135","136","156","156","126","126","71","72","2","2","3","3","4","4","3","3","2","2","55","55"
"10904  :  โรงพยาบาลลำปลายมาศ","14","17","4","4","0","0","1","1","2","2","2","2","0","0","0","0","2","2","4","4","1","1","1","1","0","0"
"10905  :  โรงพยาบาลสตึก","732","780","2","2","4","4","281","281","167","168","173","194","71","76","27","27","1","1","9","9","5","5","11","11","2","2"
"10906  :  โรงพยาบาลปะคำ","652","780","178","179","168","169","75","75","10","10","19","19","5","5","46","46","0","0","0","0","10","13","178","179","85","85"
"10907  :  โรงพยาบาลนาโพธิ์","458","482","136","138","66","66","133","133","94","94","10","10","2","2","0","0","0","0","1","1","11","11","15","16","11","11"
"10908  :  โรงพยาบาลหนองหงส์","1,065","1,092","24","24","261","262","474","477","13","13","254","254","7","7","0","0","1","1","14","14","16","16","11","11","13","13"
"10909  :  โรงพยาบาลพลับพลาชัย","849","955","2","2","201","201","360","360","231","231","2","2","0","0","0","0","1","1","1","1","156","156","1","1","0","0"
"10910  :  โรงพยาบาลห้วยราช","255","402","16","16","100","100","36","36","6","6","0","0","7","7","0","0","0","0","0","0","126","128","104","104","5","5"
"10911  :  โรงพยาบาลโนนสุวรรณ","916","1,413","6","6","7","7","1","1","103","103","751","751","15","15","1","1","1","1","4","4","95","95","2","2","427","427"
"10912  :  โรงพยาบาลชำนิ","323","332","1","1","2","2","1","1","181","188","85","85","36","36","0","0","4","4","10","10","2","2","1","1","2","2"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","484","622","116","116","165","165","93","93","56","61","30","30","9","9","11","11","8","8","10","10","8","8","13","13","98","98"
"10914  :  โรงพยาบาลโนนดินแดง","1,133","1,389","8","9","6","6","39","39","380","385","253","254","28","28","0","0","0","0","0","0","115","117","383","387","163","164"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","1,233","1,390","17","17","13","13","42","42","317","317","813","813","5","5","1","1","0","0","8","8","9","9","10","10","154","155"
"23578  :  โรงพยาบาลแคนดง","357","384","6","6","12","12","9","9","292","293","8","8","6","6","1","1","3","3","10","10","12","12","15","15","9","9"
"28020  :  โรงพยาบาลบ้านด่าน","925","986","6","6","7","7","5","5","101","101","182","183","623","631","0","0","5","5","2","2","3","3","32","32","11","11"
"10668  :  โรงพยาบาลสุรินทร์","209","235","42","42","25","25","21","21","19","19","21","21","15","15","0","0","10","10","17","17","18","18","23","23","24","24"
"10915  :  โรงพยาบาลชุมพลบุรี","1,073","1,155","119","120","47","47","80","80","142","142","92","92","252","253","339","339","78","78","1","1","2","2","0","0","1","1"
"10916  :  โรงพยาบาลท่าตูม","2,641","2,744","23","23","200","200","313","313","336","336","993","995","15","15","0","0","269","269","58","58","4","4","403","403","127","128"
"10917  :  โรงพยาบาลจอมพระ","1,470","1,530","23","23","7","7","4","4","18","18","402","402","934","950","12","12","4","4","25","27","9","9","18","18","56","56"
"10918  :  โรงพยาบาลปราสาท","999","1,178","11","11","24","24","4","4","20","20","490","494","40","41","1","1","5","5","9","9","9","10","9","9","548","550"
"10919  :  โรงพยาบาลกาบเชิง","1,090","1,167","35","35","31","32","381","381","455","456","175","175","10","10","0","0","13","13","14","14","13","13","8","8","29","30"
"10920  :  โรงพยาบาลรัตนบุรี","1,912","1,943","13","13","17","17","8","8","670","675","883","884","5","5","0","0","0","0","1","1","332","332","1","1","7","7"
"10921  :  โรงพยาบาลสนม","802","828","21","21","17","18","405","407","230","230","18","18","96","96","0","0","0","0","7","7","1","1","3","3","27","27"
"10922  :  โรงพยาบาลศีขรภูมิ","5,345","5,625","135","136","109","110","255","256","234","247","3,632","3,641","1,083","1,092","3","3","26","26","23","23","31","31","29","29","31","31"
"10923  :  โรงพยาบาลสังขะ","4,680","4,759","2","2","1","1","375","375","1,249","1,250","1,359","1,360","853","853","0","0","0","0","1","1","57","57","399","399","461","461"
"10924  :  โรงพยาบาลลำดวน","823","832","567","569","8","8","157","157","93","93","3","3","1","1","0","0","0","0","0","0","1","1","0","0","0","0"
"10925  :  โรงพยาบาลสำโรงทาบ","903","1,010","0","0","746","746","0","0","1","1","3","3","0","0","2","2","3","3","31","31","191","200","24","24","0","0"
"10926  :  โรงพยาบาลบัวเชด","3,868","3,901","0","0","0","0","34","34","10","10","1,153","1,155","1,565","1,566","731","732","285","285","119","119","0","0","0","0","0","0"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","1,527","1,570","7","7","34","35","576","578","166","166","719","719","32","32","0","0","10","10","7","7","4","4","6","6","6","6"
"27842  :  โรงพยาบาลเขวาสินรินทร์","222","268","0","0","196","198","0","0","0","0","0","0","1","1","1","1","3","3","4","4","3","3","58","58","0","0"
"27843  :  โรงพยาบาลศรีณรงค์","415","432","10","11","11","11","6","6","189","190","156","156","23","23","0","0","9","9","8","8","7","7","9","9","2","2"
"27844  :  โรงพยาบาลโนนนารายณ์","591","615","3","3","4","4","7","7","13","13","10","10","418","421","138","138","2","2","3","3","4","4","6","6","4","4"
"10700  :  โรงพยาบาลศรีสะเกษ","268","272","10","10","12","12","5","5","6","6","17","17","190","190","4","4","12","12","4","4","6","6","3","3","3","3"
"10927  :  โรงพยาบาลยางชุมน้อย","1,225","1,230","1","1","105","105","291","291","302","302","270","270","6","6","0","0","0","0","14","14","179","179","61","61","1","1"
"10928  :  โรงพยาบาลกันทรารมย์","1,118","1,163","59","59","286","290","332","336","390","394","14","14","2","2","0","0","3","3","7","7","28","28","22","22","8","8"
"10929  :  โรงพยาบาลกันทรลักษ์","4,624","4,746","13","13","78","80","1,062","1,068","2,171","2,198","1,111","1,116","204","204","0","0","6","6","15","15","23","23","15","15","8","8"
"10930  :  โรงพยาบาลขุขันธ์","2,144","2,226","41","42","903","908","297","299","330","330","16","17","249","250","6","6","8","8","14","14","85","85","222","222","45","45"
"10931  :  โรงพยาบาลไพรบึง","1,087","1,099","0","0","103","103","102","104","183","185","271","272","172","172","0","0","1","1","0","0","154","154","102","105","3","3"
"10932  :  โรงพยาบาลปรางค์กู่","535","583","9","9","11","12","3","3","74","76","123","123","128","128","2","2","11","11","7","7","3","3","99","99","110","110"
"10933  :  โรงพยาบาลขุนหาญ","1,973","2,071","51","52","220","221","464","468","296","296","310","311","450","452","146","146","18","18","32","32","22","22","28","28","25","25"
"10934  :  โรงพยาบาลราษีไศล","189","191","2","2","84","85","3","3","57","57","36","36","1","1","0","0","1","1","0","0","2","2","0","0","4","4"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","1,479","1,645","4","4","180","182","428","474","234","234","199","199","124","124","0","0","0","0","5","5","2","2","289","296","125","125"
"10936  :  โรงพยาบาลบึงบูรพ์","415","426","0","0","20","21","45","45","126","127","124","125","102","102","0","0","0","0","3","3","0","0","1","1","2","2"
"10937  :  โรงพยาบาลห้วยทับทัน","974","984","98","98","81","81","7","7","85","85","81","81","356","356","24","24","7","7","5","5","10","10","113","113","117","117"
"10938  :  โรงพยาบาลโนนคูณ","258","267","2","2","8","8","62","62","182","183","5","5","0","0","0","0","0","0","1","1","0","0","1","1","5","5"
"10939  :  โรงพยาบาลศรีรัตนะ","498","518","5","5","1","1","6","6","208","210","253","255","10","10","0","0","12","12","13","13","1","1","5","5","0","0"
"10940  :  โรงพยาบาลวังหิน","332","408","1","1","12","12","181","182","54","54","135","135","2","2","0","0","4","4","9","9","6","6","2","2","1","1"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","483","517","4","4","260","261","207","208","5","5","0","0","1","1","0","0","0","0","1","1","22","22","15","15","0","0"
"10942  :  โรงพยาบาลภูสิงห์","532","551","9","9","2","2","7","7","2","2","208","210","263","266","0","0","2","2","1","1","32","32","18","18","2","2"
"10943  :  โรงพยาบาลเมืองจันทร์","462","484","1","1","4","4","13","13","434","453","2","2","1","1","0","0","1","1","3","3","1","1","3","3","2","2"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","581","594","0","0","12","12","13","13","549","553","2","2","1","1","0","0","1","1","4","4","1","1","6","6","1","1"
"28014  :  โรงพยาบาลพยุห์","348","372","14","14","238","241","82","83","13","13","3","3","1","1","0","0","2","2","10","10","1","1","0","0","4","4"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","190","196","4","4","0","0","179","184","2","2","1","1","2","2","0","0","0","0","0","0","2","2","0","0","1","1"
"28016  :  โรงพยาบาลศิลาลาด","4","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","51","54","13","13","11","11","6","6","4","4","5","5","0","0","0","0","2","2","8","8","2","2","0","0","3","3"
"10944  :  โรงพยาบาลศรีเมืองใหม่","777","841","17","17","29","29","84","84","104","104","450","472","51","51","1","1","12","12","28","28","11","11","16","16","16","16"
"10945  :  โรงพยาบาลโขงเจียม","732","939","8","8","17","17","152","236","23","23","511","512","102","102","0","0","1","1","3","3","1","1","6","6","30","30"
"10946  :  โรงพยาบาลเขื่องใน","830","845","7","7","47","48","115","116","365","367","52","52","171","171","10","10","0","0","28","28","46","46","0","0","0","0"
"10947  :  โรงพยาบาลเขมราฐ","1,614","1,621","8","8","967","967","621","622","8","8","0","0","0","0","2","2","0","0","4","4","2","2","7","7","1","1"
"10948  :  โรงพยาบาลนาจะหลวย","1,773","1,784","22","22","55","55","13","13","357","357","579","579","705","705","0","0","0","0","0","0","53","53","0","0","0","0"
"10949  :  โรงพยาบาลน้ำยืน","161","161","3","3","149","149","4","4","3","3","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"10950  :  โรงพยาบาลบุณฑริก","1,601","1,714","27","27","122","122","113","113","335","336","71","71","800","801","84","84","0","0","6","6","22","22","130","130","2","2"
"10951  :  โรงพยาบาลตระการพืชผล","2,076","2,161","4","4","10","10","49","49","57","57","557","557","484","485","0","0","22","22","2","2","116","116","283","284","574","575"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","846","1,552","0","0","129","237","157","278","505","912","2","2","2","2","0","0","0","0","1","1","2","2","56","103","15","15"
"10953  :  โรงพยาบาลม่วงสามสิบ","2,293","2,672","19","19","1,040","1,046","502","503","388","388","57","57","11","11","0","0","5","5","9","9","587","596","7","7","31","31"
"10954  :  โรงพยาบาลวารินชำราบ","92","97","4","5","10","10","11","11","3","3","42","42","21","21","2","2","0","0","1","1","0","0","1","1","1","1"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","3,090","3,114","39","39","443","443","506","508","939","940","642","643","511","511","0","0","7","7","6","6","5","5","5","5","7","7"
"10957  :  โรงพยาบาลตาลสุม","364","364","0","0","0","0","164","164","162","162","0","0","0","0","0","0","29","29","9","9","0","0","0","0","0","0"
"10958  :  โรงพยาบาลโพธิ์ไทร","1,151","1,255","1","1","324","324","500","500","134","134","268","268","2","2","0","0","0","0","5","5","5","5","12","12","4","4"
"10959  :  โรงพยาบาลสำโรง","729","852","24","38","8","8","237","242","216","218","88","88","80","80","0","0","26","26","58","62","34","34","27","28","28","28"
"10960  :  โรงพยาบาลดอนมดแดง","556","565","20","20","245","246","281","281","4","4","2","2","0","0","0","0","0","0","0","0","0","0","9","9","3","3"
"10961  :  โรงพยาบาลสิรินธร","398","399","10","10","5","5","18","18","6","6","343","343","2","2","0","0","3","3","5","5","3","3","2","2","2","2"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","714","888","11","13","253","257","120","120","227","232","104","105","33","33","54","54","17","17","16","17","11","14","9","10","14","16"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","1,744","1,782","12","12","5","5","5","5","1,264","1,271","456","456","3","3","0","0","2","2","9","9","5","5","3","3","11","11"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","23","23","0","0","7","7","3","3","3","3","1","1","0","0","0","0","1","1","3","3","0","0","4","4","1","1"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","13","15","3","4","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","4","4","6","6"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","8","8","3","3","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","1","1","2","2"
"24032  :  โรงพยาบาลนาตาล","124","127","9","9","0","0","6","6","33","33","19","19","0","0","0","0","11","11","2","2","1","1","44","45","1","1"
"24821  :  โรงพยาบาลนาเยีย","41","41","4","4","14","14","4","4","6","6","9","9","3","3","0","0","0","0","0","0","1","1","0","0","0","0"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27968  :  โรงพยาบาลน้ำขุ่น","10","10","1","1","8","8","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","477","488","16","16","38","40","74","74","99","99","18","18","21","21","0","0","5","5","27","27","181","181","6","6","1","1"
"10701  :  โรงพยาบาลยโสธร","157","172","31","31","19","20","9","9","18","18","19","19","10","10","0","0","5","5","20","20","21","21","9","9","10","10"
"10963  :  โรงพยาบาลทรายมูล","580","585","2","2","3","3","1","1","3","3","163","163","36","36","0","0","0","0","0","0","2","2","89","89","286","286"
"10964  :  โรงพยาบาลกุดชุม","783","787","3","3","1","1","4","4","0","0","3","3","0","0","0","0","0","0","2","2","94","94","351","351","328","329"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","1,212","1,263","45","45","12","12","59","60","646","651","34","34","403","411","0","0","4","4","20","20","6","6","11","11","9","9"
"10966  :  โรงพยาบาลป่าติ้ว","370","380","17","17","0","0","167","167","29","29","5","5","0","0","2","2","2","2","0","0","0","0","19","19","139","139"
"10967  :  โรงพยาบาลมหาชนะชัย","911","935","19","19","94","95","241","241","273","273","221","221","9","9","19","19","29","29","6","7","3","3","11","11","8","8"
"10968  :  โรงพยาบาลค้อวัง","639","643","2","2","0","0","421","421","192","192","1","1","2","2","12","12","0","0","5","5","0","0","4","4","4","4"
"10969  :  โรงพยาบาลไทยเจริญ","312","314","2","2","47","47","53","53","55","55","85","85","28","28","0","0","1","1","1","1","35","35","0","0","7","7"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","1,382","1,826","210","213","318","320","207","207","494","589","213","215","145","146","2","2","4","4","84","86","13","13","14","14","17","17"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"04007  :  โรงพยาบาลซับใหญ่","476","486","3","3","0","0","59","59","291","291","66","66","9","9","0","0","0","0","4","4","21","21","5","5","28","28"
"10702  :  โรงพยาบาลชัยภูมิ","1,181","1,192","27","27","22","22","76","76","449","449","230","230","182","182","170","170","0","0","1","1","21","21","11","11","3","3"
"10970  :  โรงพยาบาลบ้านเขว้า","1,100","1,143","12","12","5","5","895","898","147","154","4","4","9","9","6","6","8","8","9","9","5","5","14","14","19","19"
"10971  :  โรงพยาบาลคอนสวรรค์","920","983","17","17","6","6","3","3","141","141","523","525","163","163","0","0","0","0","0","0","0","0","61","61","67","67"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","971","1,178","127","128","58","59","203","203","141","141","281","281","1","1","32","32","0","0","2","2","4","4","322","323","4","4"
"10973  :  โรงพยาบาลหนองบัวแดง","1,046","1,106","15","15","11","11","53","53","107","110","102","102","470","470","3","3","0","0","17","17","10","10","298","303","12","12"
"10974  :  โรงพยาบาลจัตุรัส","911","1,102","10","10","42","43","32","32","17","17","101","102","111","123","0","0","4","4","26","26","172","174","454","459","112","112"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","1,166","1,173","4","4","70","71","217","217","184","184","255","256","243","243","0","0","0","0","0","0","197","197","0","0","1","1"
"10976  :  โรงพยาบาลหนองบัวระเหว","39","41","5","5","1","1","3","3","2","2","2","2","0","0","0","0","0","0","0","0","0","0","28","28","0","0"
"10977  :  โรงพยาบาลเทพสถิต","611","635","3","3","67","67","61","61","19","19","83","83","130","130","0","0","0","0","1","1","0","0","123","123","148","148"
