"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"มูลค่ารวม(บาท)","ยาแผนปัจจุบัน(บาท)","ยาแผนไทย(บาท)","ร้อยละมูลค่าสมุนไพร","มูลค่ารวม(บาท)","ยาแผนปัจจุบัน(บาท)","ยาแผนไทย(บาท)","ร้อยละมูลค่าสมุนไพร","มูลค่ารวม(บาท)","ยาแผนปัจจุบัน(บาท)","ยาแผนไทย(บาท)","ร้อยละมูลค่าสมุนไพร","มูลค่ารวม(บาท)","ยาแผนปัจจุบัน(บาท)","ยาแผนไทย(บาท)","ร้อยละมูลค่าสมุนไพร","มูลค่ารวม(บาท)","ยาแผนปัจจุบัน(บาท)","ยาแผนไทย(บาท)","ร้อยละมูลค่าสมุนไพร"
"28005  :  โรงพยาบาลเมืองพัทยา","75,849,539.58","75,845,172.58","4,367.00","0.01","0.00","0.00","0.00","0.00","13,288,208.41","13,287,744.91","463.50","0.00","30,962,692.27","30,960,488.77","2,203.50","0.01","31,598,638.90","31,596,938.90","1,700.00","0.01"
"28006  :  โรงพยาบาลเกาะจันทร์","425,659.98","423,314.98","2,345.00","0.55","157,653.65","156,927.65","726.00","0.46","119,384.54","118,910.54","474.00","0.40","56,897.61","56,546.61","351.00","0.62","91,724.18","90,930.18","794.00","0.87"
"10663  :  โรงพยาบาลระยอง","20,824,181,365.89","20,806,288,492.39","17,892,873.50","0.09","5,272,371,198.25","5,266,318,464.25","6,052,734.00","0.11","8,771,454,240.34","8,764,479,137.59","6,975,102.75","0.08","5,159,412,693.42","5,155,815,570.17","3,597,123.25","0.07","1,620,943,233.88","1,619,675,320.38","1,267,913.50","0.08"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","3,062,686.65","3,030,303.65","32,383.00","1.06","466,073.20","461,978.95","4,094.25","0.88","497,874.75","494,332.75","3,542.00","0.71","854,499.60","842,810.60","11,689.00","1.37","1,244,239.10","1,231,181.35","13,057.75","1.05"
"10828  :  โรงพยาบาลบ้านฉาง","598,742.50","597,657.00","1,085.50","0.18","261,849.50","260,764.00","1,085.50","0.41","79,121.50","79,121.50","0.00","0.00","90,641.50","90,641.50","0.00","0.00","167,130.00","167,130.00","0.00","0.00"
"10829  :  โรงพยาบาลแกลง","11,359,650.59","11,322,051.01","37,599.58","0.33","3,924,613.20","3,915,697.20","8,916.00","0.23","2,454,315.91","2,446,671.74","7,644.17","0.31","2,360,483.61","2,351,709.34","8,774.27","0.37","2,620,237.87","2,607,972.73","12,265.14","0.47"
"10830  :  โรงพยาบาลวังจันทร์","1,426,147.50","1,425,806.00","341.50","0.02","176,826.50","176,816.50","10.00","0.01","428,317.50","428,086.00","231.50","0.05","423,605.00","423,535.00","70.00","0.02","397,398.50","397,368.50","30.00","0.01"
"10831  :  โรงพยาบาลบ้านค่าย","2,180,248.95","2,177,286.95","2,962.00","0.14","541,037.75","540,090.25","947.50","0.18","452,153.65","451,515.40","638.25","0.14","585,813.80","585,231.05","582.75","0.10","601,243.75","600,450.25","793.50","0.13"
"10832  :  โรงพยาบาลปลวกแดง","1,089,593.19","1,088,900.16","693.03","0.06","331,376.12","331,193.12","183.00","0.06","245,089.65","244,826.66","262.99","0.11","311,999.67","311,839.63","160.04","0.05","201,127.75","201,040.75","87.00","0.04"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","330,319.73","328,091.16","2,228.57","0.67","57,221.40","56,902.90","318.50","0.56","81,750.57","81,023.73","726.84","0.89","98,310.87","97,824.90","485.97","0.49","93,036.89","92,339.63","697.26","0.75"
"23962  :  โรงพยาบาลนิคมพัฒนา","220,511.30","218,591.80","1,919.50","0.87","9,482.00","9,482.00","0.00","0.00","6,993.25","6,915.25","78.00","1.12","38,216.35","37,960.85","255.50","0.67","165,819.70","164,233.70","1,586.00","0.96"
"10664  :  โรงพยาบาลพระปกเกล้า","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10834  :  โรงพยาบาลขลุง","573,652.25","565,946.75","7,705.50","1.34","146,059.75","143,222.25","2,837.50","1.94","116,449.60","114,185.10","2,264.50","1.94","135,193.50","134,027.50","1,166.00","0.86","175,949.40","174,511.90","1,437.50","0.82"
"10835  :  โรงพยาบาลท่าใหม่","217,493.00","216,709.50","783.50","0.36","34,943.75","34,819.25","124.50","0.36","40,385.25","40,176.25","209.00","0.52","61,800.50","61,604.75","195.75","0.32","80,363.50","80,109.25","254.25","0.32"
"10836  :  โรงพยาบาลเขาสุกิม","2,992,113.02","2,966,431.02","25,682.00","0.86","557,374.87","553,742.87","3,632.00","0.65","822,457.15","811,522.15","10,935.00","1.33","873,891.75","868,194.75","5,697.00","0.65","738,389.25","732,971.25","5,418.00","0.73"
"10837  :  โรงพยาบาลสองพี่น้อง","1,035,333.20","1,035,201.20","132.00","0.01","113,847.50","113,727.50","120.00","0.11","160,065.20","160,053.20","12.00","0.01","404,120.95","404,120.95","0.00","0.00","357,299.55","357,299.55","0.00","0.00"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","1,883,930.50","1,881,270.50","2,660.00","0.14","419,428.50","418,535.00","893.50","0.21","408,654.50","408,344.50","310.00","0.08","472,706.50","471,971.00","735.50","0.16","583,141.00","582,420.00","721.00","0.12"
"10839  :  โรงพยาบาลมะขาม","559,679.00","555,716.25","3,962.75","0.71","72,352.50","71,765.50","587.00","0.81","98,800.00","97,829.00","971.00","0.98","159,408.00","158,442.50","965.50","0.61","229,118.50","227,679.25","1,439.25","0.63"
"10840  :  โรงพยาบาลแหลมสิงห์","1,256,180.25","1,246,412.75","9,767.50","0.78","203,168.25","201,776.25","1,392.00","0.69","200,296.25","197,758.25","2,538.00","1.27","252,413.00","249,444.50","2,968.50","1.18","600,302.75","597,433.75","2,869.00","0.48"
"10841  :  โรงพยาบาลสอยดาว","1,486,290.75","1,476,870.75","9,420.00","0.63","284,388.75","282,546.25","1,842.50","0.65","447,663.25","445,057.25","2,606.00","0.58","125,089.00","124,197.00","892.00","0.71","629,149.75","625,070.25","4,079.50","0.65"
"10842  :  โรงพยาบาลแก่งหางแมว","1,374,980.42","1,369,807.42","5,173.00","0.38","287,215.40","285,672.40","1,543.00","0.54","414,623.55","412,976.05","1,647.50","0.40","359,847.62","358,890.12","957.50","0.27","313,293.85","312,268.85","1,025.00","0.33"
"10843  :  โรงพยาบาลนายายอาม","703,597.50","693,387.00","10,210.50","1.45","99,495.00","97,380.00","2,115.00","2.13","102,675.50","101,234.00","1,441.50","1.40","122,855.50","119,916.00","2,939.50","2.39","378,571.50","374,857.00","3,714.50","0.98"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","1,274,724.29","1,247,062.54","27,661.75","2.17","322,352.04","315,475.54","6,876.50","2.13","307,698.25","302,382.75","5,315.50","1.73","302,205.50","294,355.00","7,850.50","2.60","342,468.50","334,849.25","7,619.25","2.22"
"10696  :  โรงพยาบาลตราด","1,190,425,797.55","1,190,372,233.05","53,564.50","0.00","422,067,157.22","422,033,054.72","34,102.50","0.01","271,827,584.69","271,810,376.69","17,208.00","0.01","175,932,177.74","175,932,177.74","0.00","0.00","320,598,877.90","320,596,623.90","2,254.00","0.00"
"10845  :  โรงพยาบาลคลองใหญ่","807,379.37","804,855.37","2,524.00","0.31","134,929.42","134,737.42","192.00","0.14","168,570.90","168,298.90","272.00","0.16","175,002.90","174,434.90","568.00","0.32","328,876.15","327,384.15","1,492.00","0.45"
"10846  :  โรงพยาบาลเขาสมิง","1,545,776.25","1,541,941.75","3,834.50","0.25","399,147.50","397,282.00","1,865.50","0.47","378,554.75","378,014.75","540.00","0.14","447,876.75","447,142.75","734.00","0.16","320,197.25","319,502.25","695.00","0.22"
"10847  :  โรงพยาบาลบ่อไร่","706,942.55","699,995.55","6,947.00","0.98","254,627.25","252,830.25","1,797.00","0.71","159,747.55","157,940.05","1,807.50","1.13","117,865.50","116,837.00","1,028.50","0.87","174,702.25","172,388.25","2,314.00","1.32"
"10848  :  โรงพยาบาลแหลมงอบ","407,820.19","406,644.44","1,175.75","0.29","77,323.24","77,171.74","151.50","0.20","68,519.25","68,488.25","31.00","0.05","96,334.97","96,311.72","23.25","0.02","165,642.73","164,672.73","970.00","0.59"
"10849  :  โรงพยาบาลเกาะกูด","42,490.75","42,267.00","223.75","0.53","9,227.00","9,192.50","34.50","0.37","7,319.75","7,155.75","164.00","2.24","15,179.50","15,163.50","16.00","0.11","10,764.50","10,755.25","9.25","0.09"
"13816  :  โรงพยาบาลเกาะช้าง","336,405.85","335,935.60","470.25","0.14","53,101.69","53,086.94","14.75","0.03","74,676.08","74,662.88","13.20","0.02","97,063.26","97,032.06","31.20","0.03","111,564.82","111,153.72","411.10","0.37"
"10697  :  โรงพยาบาลพุทธโสธร","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","2,604,741.00","2,591,433.00","13,308.00","0.51","490,924.00","487,650.00","3,274.00","0.67","641,060.00","639,440.00","1,620.00","0.25","776,649.50","773,139.50","3,510.00","0.45","696,107.50","691,203.50","4,904.00","0.70"
"10850  :  โรงพยาบาลบางคล้า","1,706,423.25","1,686,611.75","19,811.50","1.16","408,303.50","402,714.50","5,589.00","1.37","395,951.25","389,878.75","6,072.50","1.53","422,890.25","418,676.25","4,214.00","1.00","479,278.25","475,342.25","3,936.00","0.82"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","4,650,251.75","4,630,716.25","19,535.50","0.42","1,249,785.25","1,244,976.75","4,808.50","0.38","1,115,937.00","1,111,316.00","4,621.00","0.41","1,149,250.50","1,144,975.50","4,275.00","0.37","1,135,279.00","1,129,448.00","5,831.00","0.51"
"10852  :  โรงพยาบาลบางปะกง","5,027,646.00","5,016,464.00","11,182.00","0.22","1,245,246.00","1,242,741.00","2,505.00","0.20","1,039,352.50","1,036,900.00","2,452.50","0.24","1,316,025.50","1,312,301.50","3,724.00","0.28","1,427,022.00","1,424,521.50","2,500.50","0.18"
"10853  :  โรงพยาบาลบ้านโพธิ์","3,157,015.92","3,095,596.92","61,419.00","1.95","797,722.44","781,476.44","16,246.00","2.04","781,593.18","767,718.68","13,874.50","1.78","716,262.50","702,630.50","13,632.00","1.90","861,437.80","843,771.30","17,666.50","2.05"
"10854  :  โรงพยาบาลพนมสารคาม","5,109,098.47","5,081,913.97","27,184.50","0.53","1,123,094.63","1,114,955.63","8,139.00","0.72","1,233,765.89","1,226,879.39","6,886.50","0.56","1,259,053.72","1,253,205.72","5,848.00","0.46","1,493,184.23","1,486,873.23","6,311.00","0.42"
"10855  :  โรงพยาบาลสนามชัยเขต","7,611,919.05","7,599,739.55","12,179.50","0.16","1,831,694.00","1,828,929.50","2,764.50","0.15","1,875,752.25","1,873,061.75","2,690.50","0.14","2,190,016.30","2,186,595.30","3,421.00","0.16","1,714,456.50","1,711,153.00","3,303.50","0.19"
"10856  :  โรงพยาบาลแปลงยาว","1,902,455.70","1,897,285.20","5,170.50","0.27","355,495.10","354,190.60","1,304.50","0.37","378,590.90","377,634.90","956.00","0.25","356,913.02","355,354.02","1,559.00","0.44","811,456.68","810,105.68","1,351.00","0.17"
"13747  :  โรงพยาบาลราชสาส์น","486,590.69","485,186.19","1,404.50","0.29","103,436.00","102,921.50","514.50","0.50","109,682.00","109,338.50","343.50","0.31","143,194.00","142,971.50","222.50","0.16","130,278.69","129,954.69","324.00","0.25"
"31327  :  โรงพยาบาลคลองเขื่อน","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","7,067,022,259.24","7,066,636,108.99","386,150.25","0.01","8,349.50","8,349.50","0.00","0.00","120,941,429.25","120,939,472.50","1,956.75","0.00","3,715,714,834.49","3,715,684,461.49","30,373.00","0.00","3,230,357,646.00","3,230,003,825.50","353,820.50","0.01"
"10857  :  โรงพยาบาลกบินทร์บุรี","8,403,007.38","8,377,876.93","25,130.45","0.30","463,720.00","459,106.00","4,614.00","0.99","171,944.00","170,857.85","1,086.15","0.63","3,270,788.51","3,261,751.81","9,036.70","0.28","4,496,554.87","4,486,161.27","10,393.60","0.23"
"10858  :  โรงพยาบาลนาดี","1,448,425.41","1,441,608.11","6,817.30","0.47","357,255.16","355,837.86","1,417.30","0.40","345,564.87","344,431.87","1,133.00","0.33","389,782.31","387,909.06","1,873.25","0.48","355,823.07","353,429.32","2,393.75","0.67"
"10859  :  โรงพยาบาลบ้านสร้าง","443,695.50","440,481.50","3,214.00","0.72","0.00","0.00","0.00","0.00","4,236.00","4,236.00","0.00","0.00","193,460.00","191,416.00","2,044.00","1.06","245,999.50","244,829.50","1,170.00","0.48"
"10860  :  โรงพยาบาลประจันตคาม","407,093.20","406,843.20","250.00","0.06","0.00","0.00","0.00","0.00","62,083.20","62,019.20","64.00","0.10","123,156.75","123,090.75","66.00","0.05","221,853.25","221,733.25","120.00","0.05"
"10861  :  โรงพยาบาลศรีมหาโพธิ","313,101.25","311,975.25","1,126.00","0.36","0.00","0.00","0.00","0.00","6,234.25","6,234.25","0.00","0.00","151,189.25","150,793.25","396.00","0.26","155,677.75","154,947.75","730.00","0.47"
"10862  :  โรงพยาบาลศรีมโหสถ","343,394.75","339,693.75","3,701.00","1.08","54,120.25","53,138.25","982.00","1.81","83,131.00","81,889.50","1,241.50","1.49","86,222.50","85,458.00","764.50","0.89","119,921.00","119,208.00","713.00","0.59"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","267,048.50","267,048.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","15,476.50","15,476.50","0.00","0.00","251,572.00","251,572.00","0.00","0.00"
"10698  :  โรงพยาบาลนครนายก","38,792,569.26","38,728,261.51","64,307.75","0.17","9,079,523.92","9,063,575.67","15,948.25","0.18","9,332,295.02","9,314,914.52","17,380.50","0.19","9,577,868.59","9,561,680.09","16,188.50","0.17","10,802,881.73","10,788,091.23","14,790.50","0.14"
"10863  :  โรงพยาบาลปากพลี","665,239.00","665,239.00","0.00","0.00","151,369.50","151,369.50","0.00","0.00","161,241.25","161,241.25","0.00","0.00","160,665.00","160,665.00","0.00","0.00","191,963.25","191,963.25","0.00","0.00"
"10864  :  โรงพยาบาลบ้านนา","2,129,814.96","2,129,304.96","510.00","0.02","443,235.91","443,145.91","90.00","0.02","399,072.73","398,932.73","140.00","0.04","426,525.90","426,285.90","240.00","0.06","860,980.42","860,940.42","40.00","0.00"
"10865  :  โรงพยาบาลองครักษ์","1,696,530.88","1,688,396.88","8,134.00","0.48","554,156.74","554,156.74","0.00","0.00","411,466.09","411,431.09","35.00","0.01","250,051.70","241,959.70","8,092.00","3.24","480,856.35","480,849.35","7.00","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","519,930,746.25","519,929,709.25","1,037.00","0.00","145,336,476.25","145,336,232.25","244.00","0.00","155,943,534.00","155,942,863.00","671.00","0.00","112,080,326.00","112,080,265.00","61.00","0.00","106,570,410.00","106,570,349.00","61.00","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10866  :  โรงพยาบาลคลองหาด","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10867  :  โรงพยาบาลตาพระยา","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10870  :  โรงพยาบาลอรัญประเทศ","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10871  :  โรงพยาบาลครบุรี","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10872  :  โรงพยาบาลเสิงสาง","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10873  :  โรงพยาบาลคง","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10875  :  โรงพยาบาลจักราช","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10876  :  โรงพยาบาลโชคชัย","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10878  :  โรงพยาบาลโนนไทย","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10879  :  โรงพยาบาลโนนสูง","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10882  :  โรงพยาบาลประทาย","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10883  :  โรงพยาบาลปักธงชัย","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10884  :  โรงพยาบาลพิมาย","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10886  :  โรงพยาบาลชุมพวง","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10887  :  โรงพยาบาลสูงเนิน","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10893  :  โรงพยาบาลโนนแดง","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"27839  :  โรงพยาบาลบัวลาย","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"27840  :  โรงพยาบาลสีดา","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10895  :  โรงพยาบาลคูเมือง","4,767,174.50","4,589,967.50","177,207.00","3.72","1,116,581.25","1,043,952.75","72,628.50","6.50","1,119,448.75","1,074,376.25","45,072.50","4.03","1,099,827.25","1,068,004.75","31,822.50","2.89","1,431,317.25","1,403,633.75","27,683.50","1.93"
"10896  :  โรงพยาบาลกระสัง","2,766,780.50","2,763,986.00","2,794.50","0.10","413,918.50","413,281.50","637.00","0.15","423,288.75","422,921.25","367.50","0.09","853,171.25","852,233.25","938.00","0.11","1,076,402.00","1,075,550.00","852.00","0.08"
"10897  :  โรงพยาบาลนางรอง","18,050,585.00","18,026,161.50","24,423.50","0.14","3,752,907.50","3,746,747.25","6,160.25","0.16","3,634,814.25","3,628,682.75","6,131.50","0.17","3,275,081.75","3,269,995.75","5,086.00","0.16","7,387,781.50","7,380,735.75","7,045.75","0.10"
"10898  :  โรงพยาบาลหนองกี่","2,316,802.25","2,309,820.50","6,981.75","0.30","648,322.50","646,961.25","1,361.25","0.21","343,115.00","341,831.00","1,284.00","0.37","550,476.00","548,710.75","1,765.25","0.32","774,888.75","772,317.50","2,571.25","0.33"
"10899  :  โรงพยาบาลละหานทราย","2,901,892.77","2,868,283.77","33,609.00","1.16","631,500.21","621,880.21","9,620.00","1.52","684,624.75","673,908.25","10,716.50","1.57","739,737.85","732,542.35","7,195.50","0.97","846,029.96","839,952.96","6,077.00","0.72"
