"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ"
"10876  :  โรงพยาบาลโชคชัย","7,329","1,018","13.89","1,965","247","12.57","1,919","334","17.40","1,486","173","17.40","1,959","264","13.48"
"10877  :  โรงพยาบาลด่านขุนทด","10,494","1,452","13.84","3,033","362","11.94","2,627","378","14.39","1,960","292","14.39","2,874","420","14.61"
"10878  :  โรงพยาบาลโนนไทย","4,938","612","12.39","1,504","189","12.57","1,353","184","13.60","1,003","103","13.60","1,078","136","12.62"
"10879  :  โรงพยาบาลโนนสูง","6,908","939","13.59","1,901","287","15.10","1,834","296","16.14","1,538","167","16.14","1,635","189","11.56"
"10880  :  โรงพยาบาลขามสะแกแสง","2,687","88","3.28","747","22","2.95","735","24","3.27","587","16","3.27","618","26","4.21"
"10881  :  โรงพยาบาลบัวใหญ่","11,918","1,022","8.58","3,106","303","9.76","3,250","333","10.25","2,526","191","10.25","3,036","195","6.42"
"10882  :  โรงพยาบาลประทาย","5,004","546","10.91","1,471","162","11.01","1,239","163","13.16","940","104","13.16","1,354","117","8.64"
"10883  :  โรงพยาบาลปักธงชัย","8,328","1,148","13.78","2,263","320","14.14","2,248","302","13.43","1,843","232","13.43","1,974","294","14.89"
"10884  :  โรงพยาบาลพิมาย","14,501","1,371","9.45","4,444","409","9.20","3,826","362","9.46","2,623","285","9.46","3,608","315","8.73"
"10885  :  โรงพยาบาลห้วยแถลง","4,894","693","14.16","1,420","199","14.01","1,384","226","16.33","975","116","16.33","1,115","152","13.63"
"10886  :  โรงพยาบาลชุมพวง","5,065","665","13.13","1,425","192","13.47","1,421","204","14.36","1,023","138","14.36","1,196","131","10.95"
"10887  :  โรงพยาบาลสูงเนิน","6,217","1,285","20.67","1,637","384","23.46","1,539","344","22.35","1,308","250","22.35","1,733","307","17.71"
"10888  :  โรงพยาบาลขามทะเลสอ","2,996","654","21.83","896","209","23.33","764","195","25.52","605","135","25.52","731","115","15.73"
"10889  :  โรงพยาบาลสีคิ้ว","8,992","993","11.04","2,474","252","10.19","2,320","313","13.49","1,967","223","13.49","2,231","205","9.19"
"10890  :  โรงพยาบาลปากช่องนานา","18,661","2,699","14.46","5,269","822","15.60","4,781","649","13.57","3,966","609","13.57","4,645","619","13.33"
"10891  :  โรงพยาบาลหนองบุญมาก","3,739","463","12.38","1,164","161","13.83","1,066","124","11.63","827","87","11.63","682","91","13.34"
"10892  :  โรงพยาบาลแก้งสนามนาง","1,914","195","10.19","511","42","8.22","555","72","12.97","387","38","12.97","461","43","9.33"
"10893  :  โรงพยาบาลโนนแดง","2,392","364","15.22","617","118","19.12","609","102","16.75","553","63","16.75","613","81","13.21"
"10894  :  โรงพยาบาลวังน้ำเขียว","3,167","151","4.77","952","47","4.94","881","46","5.22","763","34","5.22","571","24","4.20"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","6,886","0","0.00","1,978","0","0.00","1,812","0","0.00","1,459","0","0.00","1,637","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","1,523","148","9.72","415","54","13.01","323","31","9.60","287","19","9.60","498","44","8.84"
"11608  :  โรงพยาบาลลำทะเมนชัย","1,594","187","11.73","476","59","12.39","511","65","12.72","263","32","12.72","344","31","9.01"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","2,574","532","20.67","856","103","12.03","736","160","21.74","467","159","21.74","515","110","21.36"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","1,247","1","0.08","434","0","0.00","387","0","0.00","214","0","0.00","212","1","0.47"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","62","2","3.23","11","1","9.09","16","1","6.25","12","0","6.25","23","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","2,677","1","0.04","682","1","0.15","676","0","0.00","625","0","0.00","694","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","1,926","307","15.94","593","78","13.15","576","119","20.66","270","50","20.66","487","60","12.32"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","15,861","954","6.01","4,425","287","6.49","4,055","294","7.25","3,199","183","7.25","4,182","190","4.54"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","1,903","379","19.92","514","124","24.12","477","137","28.72","381","62","28.72","531","56","10.55"
"27839  :  โรงพยาบาลบัวลาย","767","135","17.60","237","49","20.68","244","52","21.31","124","18","21.31","162","16","9.88"
"27840  :  โรงพยาบาลสีดา","1,324","51","3.85","374","8","2.14","321","16","4.98","339","14","4.98","290","13","4.48"
"27841  :  โรงพยาบาลเทพารักษ์","1,935","356","18.40","559","116","20.75","536","129","24.07","388","65","24.07","452","46","10.18"
"10667  :  โรงพยาบาลบุรีรัมย์","58,350","381","0.65","17,879","89","0.50","16,262","83","0.51","12,743","80","0.51","11,466","129","1.13"
"10895  :  โรงพยาบาลคูเมือง","6,391","2,092","32.73","1,670","549","32.87","1,785","648","36.30","1,210","386","36.30","1,726","509","29.49"
"10896  :  โรงพยาบาลกระสัง","6,865","351","5.11","1,795","152","8.47","1,860","29","1.56","1,483","41","1.56","1,727","129","7.47"
"10897  :  โรงพยาบาลนางรอง","20,057","922","4.60","5,703","355","6.22","5,296","308","5.82","4,218","98","5.82","4,840","161","3.33"
"10898  :  โรงพยาบาลหนองกี่","5,533","869","15.71","1,815","263","14.49","1,576","206","13.07","1,119","174","13.07","1,023","226","22.09"
"10899  :  โรงพยาบาลละหานทราย","7,504","1,333","17.76","2,231","420","18.83","2,005","364","18.15","1,316","217","18.15","1,952","332","17.01"
"10900  :  โรงพยาบาลประโคนชัย","11,128","956","8.59","3,524","326","9.25","3,216","300","9.33","2,233","186","9.33","2,155","144","6.68"
"10901  :  โรงพยาบาลบ้านกรวด","4,786","464","9.69","1,477","232","15.71","1,261","148","11.74","797","48","11.74","1,251","36","2.88"
"10902  :  โรงพยาบาลพุทไธสง","5,796","759","13.10","1,721","277","16.10","1,643","263","16.01","1,197","122","16.01","1,235","97","7.85"
"10904  :  โรงพยาบาลลำปลายมาศ","10,387","1,060","10.21","3,025","367","12.13","2,990","349","11.67","1,897","145","11.67","2,475","199","8.04"
"10905  :  โรงพยาบาลสตึก","8,207","977","11.90","2,206","295","13.37","2,039","291","14.27","1,667","184","14.27","2,295","207","9.02"
"10906  :  โรงพยาบาลปะคำ","3,247","849","26.15","947","300","31.68","984","289","29.37","646","125","29.37","670","135","20.15"
"10907  :  โรงพยาบาลนาโพธิ์","2,598","324","12.47","784","116","14.80","796","88","11.06","532","54","11.06","486","66","13.58"
"10908  :  โรงพยาบาลหนองหงส์","3,822","406","10.62","1,042","119","11.42","900","112","12.44","797","82","12.44","1,083","93","8.59"
"10909  :  โรงพยาบาลพลับพลาชัย","4,970","514","10.34","1,353","168","12.42","1,463","201","13.74","914","72","13.74","1,240","73","5.89"
"10910  :  โรงพยาบาลห้วยราช","2,065","220","10.65","635","81","12.76","646","78","12.07","399","27","12.07","385","34","8.83"
"10911  :  โรงพยาบาลโนนสุวรรณ","2,123","239","11.26","632","91","14.40","576","77","13.37","416","37","13.37","499","34","6.81"
"10912  :  โรงพยาบาลชำนิ","3,145","431","13.70","1,035","156","15.07","811","131","16.15","502","67","16.15","797","77","9.66"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","2,135","378","17.70","583","107","18.35","549","109","19.85","432","65","19.85","571","97","16.99"
"10914  :  โรงพยาบาลโนนดินแดง","3,222","717","22.25","960","270","28.13","883","210","23.78","559","128","23.78","820","109","13.29"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","2","1","50.00","1","1","100.00","0","0","0.00","0","0","0.00","1","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","2,742","338","12.33","794","121","15.24","710","118","16.62","530","43","16.62","708","56","7.91"
"23578  :  โรงพยาบาลแคนดง","2,781","633","22.76","741","223","30.09","678","162","23.89","556","119","23.89","806","129","16.00"
"28020  :  โรงพยาบาลบ้านด่าน","2,930","373","12.73","860","105","12.21","746","86","11.53","504","65","11.53","820","117","14.27"
"10668  :  โรงพยาบาลสุรินทร์","56,432","953","1.69","15,226","316","2.08","14,398","253","1.76","11,876","171","1.76","14,932","213","1.43"
"10915  :  โรงพยาบาลชุมพลบุรี","3,698","308","8.33","980","73","7.45","1,064","87","8.18","700","65","8.18","954","83","8.70"
"10916  :  โรงพยาบาลท่าตูม","8,788","515","5.86","2,485","177","7.12","2,278","177","7.77","1,796","57","7.77","2,229","104","4.67"
"10917  :  โรงพยาบาลจอมพระ","3,541","687","19.40","875","181","20.69","1,042","157","15.07","693","158","15.07","931","191","20.52"
"10918  :  โรงพยาบาลปราสาท","16,944","2,219","13.10","4,614","734","15.91","4,452","585","13.14","3,373","430","13.14","4,505","470","10.43"
"10919  :  โรงพยาบาลกาบเชิง","5,209","2,086","40.05","1,363","617","45.27","1,363","582","42.70","1,130","414","42.70","1,353","473","34.96"
"10920  :  โรงพยาบาลรัตนบุรี","10,782","1,898","17.60","2,768","547","19.76","2,858","532","18.61","1,876","326","18.61","3,280","493","15.03"
"10921  :  โรงพยาบาลสนม","3,764","852","22.64","1,021","260","25.47","1,196","300","25.08","683","143","25.08","864","149","17.25"
"10922  :  โรงพยาบาลศีขรภูมิ","21,586","2,603","12.06","7,030","892","12.69","6,405","890","13.90","3,399","372","13.90","4,752","449","9.45"
"10923  :  โรงพยาบาลสังขะ","14,851","2,858","19.24","4,195","888","21.17","4,004","842","21.03","2,927","544","21.03","3,725","584","15.68"
"10924  :  โรงพยาบาลลำดวน","12,545","5,196","41.42","3,238","1,301","40.18","3,691","1,530","41.45","2,731","1,041","41.45","2,885","1,324","45.89"
"10925  :  โรงพยาบาลสำโรงทาบ","4,653","452","9.71","1,410","173","12.27","1,341","153","11.41","826","45","11.41","1,076","81","7.53"
"10926  :  โรงพยาบาลบัวเชด","3,035","209","6.89","696","48","6.90","710","67","9.44","669","61","9.44","960","33","3.44"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","332","0","0.00","88","0","0.00","54","0","0.00","84","0","0.00","106","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","3,206","431","13.44","864","122","14.12","770","91","11.82","633","100","11.82","939","118","12.57"
"27842  :  โรงพยาบาลเขวาสินรินทร์","2,026","278","13.72","527","76","14.42","464","56","12.07","405","61","12.07","630","85","13.49"
"27843  :  โรงพยาบาลศรีณรงค์","3,220","2,504","77.76","931","699","75.08","831","627","75.45","673","562","75.45","785","616","78.47"
"27844  :  โรงพยาบาลโนนนารายณ์","3,155","360","11.41","815","112","13.74","946","96","10.15","624","61","10.15","770","91","11.82"
"10700  :  โรงพยาบาลศรีสะเกษ","47,480","271","0.57","10,506","65","0.62","13,826","96","0.69","10,060","51","0.69","13,088","59","0.45"
"10927  :  โรงพยาบาลยางชุมน้อย","1,494","281","18.81","309","78","25.24","195","94","48.21","381","47","48.21","609","62","10.18"
"10928  :  โรงพยาบาลกันทรารมย์","5,499","1,511","27.48","2,332","445","19.08","1,207","493","40.85","772","309","40.85","1,188","264","22.22"
"10929  :  โรงพยาบาลกันทรลักษ์","15,543","8,512","54.76","3,891","1,766","45.39","3,741","2,640","70.57","3,421","1,751","70.57","4,490","2,355","52.45"
"10930  :  โรงพยาบาลขุขันธ์","8,766","671","7.65","2,403","176","7.32","2,342","149","6.36","1,863","191","6.36","2,158","155","7.18"
"10931  :  โรงพยาบาลไพรบึง","2,720","259","9.52","794","94","11.84","835","99","11.86","637","31","11.86","454","35","7.71"
"10932  :  โรงพยาบาลปรางค์กู่","4,911","1,394","28.39","1,472","440","29.89","1,471","423","28.76","724","262","28.76","1,244","269","21.62"
"10933  :  โรงพยาบาลขุนหาญ","8,522","2,065","24.23","2,216","604","27.26","2,185","563","25.77","1,792","368","25.77","2,329","530","22.76"
"10934  :  โรงพยาบาลราษีไศล","6,206","1,979","31.89","1,719","569","33.10","1,920","576","30.00","1,581","442","30.00","986","392","39.76"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","6,835","1,300","19.02","2,791","458","16.41","2,616","374","14.30","1,059","179","14.30","369","289","78.32"
"10936  :  โรงพยาบาลบึงบูรพ์","1,062","121","11.39","330","48","14.55","302","42","13.91","177","20","13.91","253","11","4.35"
"10937  :  โรงพยาบาลห้วยทับทัน","1,656","236","14.25","554","54","9.75","469","80","17.06","260","35","17.06","373","67","17.96"
"10938  :  โรงพยาบาลโนนคูณ","2,382","232","9.74","738","76","10.30","676","72","10.65","440","46","10.65","528","38","7.20"
"10939  :  โรงพยาบาลศรีรัตนะ","3,899","246","6.31","1,140","43","3.77","1,034","63","6.09","816","52","6.09","909","88","9.68"
"10940  :  โรงพยาบาลวังหิน","2,504","521","20.81","729","138","18.93","811","216","26.63","414","68","26.63","550","99","18.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","2,386","428","17.94","657","94","14.31","758","124","16.36","575","86","16.36","396","124","31.31"
"10942  :  โรงพยาบาลภูสิงห์","3,023","386","12.77","833","95","11.40","825","109","13.21","724","89","13.21","641","93","14.51"
"10943  :  โรงพยาบาลเมืองจันทร์","1,801","272","15.10","607","104","17.13","428","73","17.06","338","48","17.06","428","47","10.98"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","2,355","61","2.59","639","22","3.44","615","10","1.63","530","13","1.63","571","16","2.80"
"28014  :  โรงพยาบาลพยุห์","2,336","376","16.10","675","125","18.52","605","98","16.20","521","58","16.20","535","95","17.76"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","2,046","177","8.65","549","53","9.65","452","61","13.50","487","43","13.50","558","20","3.58"
"28016  :  โรงพยาบาลศิลาลาด","1,001","209","20.88","307","44","14.33","190","41","21.58","217","51","21.58","287","73","25.44"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","67,452","1,838","2.72","20,216","607","3.00","18,825","683","3.63","15,543","343","3.63","12,868","205","1.59"
"10944  :  โรงพยาบาลศรีเมืองใหม่","5,030","601","11.95","1,156","151","13.06","1,233","140","11.35","1,108","123","11.35","1,533","187","12.20"
"10945  :  โรงพยาบาลโขงเจียม","4,309","311","7.22","1,312","88","6.71","1,123","120","10.69","821","59","10.69","1,053","44","4.18"
"10946  :  โรงพยาบาลเขื่องใน","9,345","123","1.32","2,533","35","1.38","2,788","42","1.51","2,209","27","1.51","1,815","19","1.05"
"10947  :  โรงพยาบาลเขมราฐ","4,469","500","11.19","1,000","128","12.80","1,028","118","11.48","837","98","11.48","1,604","156","9.73"
"10948  :  โรงพยาบาลนาจะหลวย","3,699","549","14.84","777","95","12.23","1,058","122","11.53","870","138","11.53","994","194","19.52"
"10949  :  โรงพยาบาลน้ำยืน","5,406","323","5.97","1,507","83","5.51","1,553","81","5.22","1,061","84","5.22","1,285","75","5.84"
"10950  :  โรงพยาบาลบุณฑริก","4,429","322","7.27","1,242","82","6.60","1,250","72","5.76","784","89","5.76","1,153","79","6.85"
"10951  :  โรงพยาบาลตระการพืชผล","12,475","771","6.18","3,334","246","7.38","2,837","262","9.24","2,568","115","9.24","3,736","148","3.96"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","4,297","875","20.36","1,135","251","22.11","1,064","254","23.87","875","115","23.87","1,223","255","20.85"
"10953  :  โรงพยาบาลม่วงสามสิบ","7,969","142","1.78","2,056","39","1.90","1,881","45","2.39","1,735","31","2.39","2,297","27","1.18"
"10954  :  โรงพยาบาลวารินชำราบ","21,077","648","3.07","5,878","198","3.37","5,735","188","3.28","4,554","129","3.28","4,910","133","2.71"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","12,454","330","2.65","3,135","103","3.29","3,293","62","1.88","2,745","97","1.88","3,281","68","2.07"
"10957  :  โรงพยาบาลตาลสุม","1,903","93","4.89","617","36","5.83","533","14","2.63","351","16","2.63","402","27","6.72"
"10958  :  โรงพยาบาลโพธิ์ไทร","3,179","484","15.22","857","105","12.25","819","160","19.54","652","117","19.54","851","102","11.99"
"10959  :  โรงพยาบาลสำโรง","3,281","315","9.60","914","83","9.08","774","87","11.24","752","72","11.24","841","73","8.68"
"10960  :  โรงพยาบาลดอนมดแดง","2,442","291","11.92","650","94","14.46","672","81","12.05","456","45","12.05","664","71","10.69"
"10961  :  โรงพยาบาลสิรินธร","4,399","134","3.05","1,131","22","1.95","1,327","38","2.86","854","35","2.86","1,087","39","3.59"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","2,737","186","6.80","837","47","5.62","809","61","7.54","377","20","7.54","714","58","8.12"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","28,036","1,215","4.33","7,377","239","3.24","7,362","327","4.44","5,893","283","4.44","7,404","366","4.94"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","4,921","5","0.10","1,102","1","0.09","1,434","2","0.14","1,190","1","0.14","1,195","1","0.08"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","76","0","0.00","76","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","2,220","0","0.00","582","0","0.00","636","0","0.00","535","0","0.00","467","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","18,209","817","4.49","4,718","188","3.98","4,796","239","4.98","3,786","168","4.98","4,909","222","4.52"
"24032  :  โรงพยาบาลนาตาล","3,120","32","1.03","854","9","1.05","946","6","0.63","727","12","0.63","593","5","0.84"
"24821  :  โรงพยาบาลนาเยีย","2,102","268","12.75","598","97","16.22","588","67","11.39","389","34","11.39","527","70","13.28"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","1,603","260","16.22","444","75","16.89","463","78","16.85","298","52","16.85","398","55","13.82"
"27968  :  โรงพยาบาลน้ำขุ่น","3,186","449","14.09","821","134","16.32","877","92","10.49","688","118","10.49","800","105","13.13"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","1,967","67","3.41","529","9","1.70","522","9","1.72","380","10","1.72","536","39","7.28"
"10701  :  โรงพยาบาลยโสธร","35,055","346","0.99","9,085","36","0.40","9,025","108","1.20","7,818","109","1.20","9,127","93","1.02"
"10963  :  โรงพยาบาลทรายมูล","1,403","86","6.13","359","19","5.29","403","26","6.45","325","19","6.45","316","22","6.96"
"10964  :  โรงพยาบาลกุดชุม","3,376","417","12.35","979","122","12.46","519","45","8.67","819","85","8.67","1,059","165","15.58"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","4,718","212","4.49","1,399","71","5.08","1,260","72","5.71","804","30","5.71","1,255","39","3.11"
"10966  :  โรงพยาบาลป่าติ้ว","2,973","160","5.38","741","38","5.13","797","55","6.90","622","32","6.90","813","35","4.31"
"10967  :  โรงพยาบาลมหาชนะชัย","3,769","266","7.06","1,078","123","11.41","900","49","5.44","732","27","5.44","1,059","67","6.33"
"10968  :  โรงพยาบาลค้อวัง","1,702","46","2.70","453","11","2.43","464","14","3.02","334","12","3.02","451","9","2.00"
"10969  :  โรงพยาบาลไทยเจริญ","2,034","87","4.28","500","30","6.00","467","30","6.42","482","17","6.42","585","10","1.71"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","11,581","181","1.56","3,460","42","1.21","3,297","57","1.73","2,159","24","1.73","2,665","58","2.18"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","673","137","20.36","199","34","17.09","190","40","21.05","148","32","21.05","136","31","22.79"
"10702  :  โรงพยาบาลชัยภูมิ","39,849","3,521","8.84","10,889","1,057","9.71","10,285","854","8.30","8,211","683","8.30","10,464","927","8.86"
"10970  :  โรงพยาบาลบ้านเขว้า","2,582","240","9.30","906","61","6.73","861","80","9.29","379","50","9.29","436","49","11.24"
"10971  :  โรงพยาบาลคอนสวรรค์","2,920","146","5.00","898","44","4.90","843","41","4.86","571","28","4.86","608","33","5.43"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","6,545","911","13.92","1,814","255","14.06","1,740","310","17.82","1,343","140","17.82","1,648","206","12.50"
"10973  :  โรงพยาบาลหนองบัวแดง","6,744","916","13.58","1,923","288","14.98","1,823","281","15.41","1,565","190","15.41","1,433","157","10.96"
"10974  :  โรงพยาบาลจัตุรัส","5,677","1,043","18.37","1,619","305","18.84","1,549","311","20.08","1,037","196","20.08","1,472","231","15.69"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","3,887","325","8.36","1,226","118","9.62","1,112","91","8.18","761","48","8.18","788","68","8.63"
"10976  :  โรงพยาบาลหนองบัวระเหว","2,052","306","14.91","668","122","18.26","670","120","17.91","339","35","17.91","375","29","7.73"
"10977  :  โรงพยาบาลเทพสถิต","1,741","261","14.99","574","37","6.45","612","105","17.16","255","59","17.16","300","60","20.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","16,320","2,540","15.56","4,341","809","18.64","4,368","763","17.47","3,412","471","17.47","4,199","497","11.84"
"10979  :  โรงพยาบาลบ้านแท่น","2,931","419","14.30","790","128","16.20","752","99","13.16","620","100","13.16","769","92","11.96"
"10980  :  โรงพยาบาลแก้งคร้อ","6,525","935","14.33","1,919","258","13.44","1,850","254","13.73","1,374","210","13.73","1,382","213","15.41"
"10981  :  โรงพยาบาลคอนสาร","3,685","354","9.61","1,072","133","12.41","950","94","9.89","771","54","9.89","892","73","8.18"
"10982  :  โรงพยาบาลภักดีชุมพล","1,854","248","13.38","532","80","15.04","502","61","12.15","411","49","12.15","409","58","14.18"
"10983  :  โรงพยาบาลเนินสง่า","1,724","208","12.06","525","62","11.81","498","57","11.45","354","37","11.45","347","52","14.99"
"10703  :  โรงพยาบาลอำนาจเจริญ","15,107","562","3.72","6,220","140","2.25","4,014","196","4.88","2,163","81","4.88","2,710","145","5.35"
"10985  :  โรงพยาบาลชานุมาน","2,555","511","20.00","663","166","25.04","603","127","21.06","578","107","21.06","711","111","15.61"
"10986  :  โรงพยาบาลปทุมราชวงศา","3,792","467","12.32","996","115","11.55","1,002","130","12.97","850","109","12.97","944","113","11.97"
"10987  :  โรงพยาบาลพนา","1,672","232","13.88","437","62","14.19","458","65","14.19","349","50","14.19","428","55","12.85"
"10988  :  โรงพยาบาลเสนางคนิคม","2,207","579","26.23","594","151","25.42","573","164","28.62","464","114","28.62","576","150","26.04"
"10989  :  โรงพยาบาลหัวตะพาน","4,057","535","13.19","993","161","16.21","1,106","139","12.57","909","97","12.57","1,049","138","13.16"
"10990  :  โรงพยาบาลลืออำนาจ","1,733","425","24.52","364","108","29.67","374","128","34.22","442","104","34.22","553","85","15.37"
"11040  :  โรงพยาบาลบึงกาฬ","15,289","1,710","11.18","4,009","363","9.05","3,753","481","12.82","3,577","396","12.82","3,950","470","11.90"
"11041  :  โรงพยาบาลพรเจริญ","2,887","232","8.04","734","73","9.95","738","66","8.94","714","50","8.94","701","43","6.13"
"11043  :  โรงพยาบาลโซ่พิสัย","3,989","585","14.67","911","154","16.90","910","204","22.42","844","115","22.42","1,324","112","8.46"
"11046  :  โรงพยาบาลเซกา","6,398","1,431","22.37","1,710","372","21.75","1,716","406","23.66","1,573","259","23.66","1,399","394","28.16"
"11047  :  โรงพยาบาลปากคาด","3,136","213","6.79","730","57","7.81","808","40","4.95","737","61","4.95","861","55","6.39"
"11048  :  โรงพยาบาลบึงโขงหลง","3,324","798","24.01","878","230","26.20","854","218","25.53","780","165","25.53","812","185","22.78"
"11049  :  โรงพยาบาลศรีวิไล","2,701","294","10.88","632","83","13.13","758","73","9.63","683","65","9.63","628","73","11.62"
"11050  :  โรงพยาบาลบุ่งคล้า","1,557","234","15.03","289","58","20.07","342","51","14.91","427","56","14.91","499","69","13.83"
"10704  :  โรงพยาบาลหนองบัวลำภู","23,244","554","2.38","6,283","141","2.24","6,701","178","2.66","4,991","88","2.66","5,269","147","2.79"
"10991  :  โรงพยาบาลนากลาง","2,599","705","27.13","942","214","22.72","967","184","19.03","501","163","19.03","189","144","76.19"
"10992  :  โรงพยาบาลโนนสัง","1,759","487","27.69","535","119","22.24","566","156","27.56","261","100","27.56","397","112","28.21"
"10993  :  โรงพยาบาลศรีบุญเรือง","5,544","545","9.83","1,584","193","12.18","1,342","164","12.22","991","74","12.22","1,627","114","7.01"
"10994  :  โรงพยาบาลสุวรรณคูหา","3,314","227","6.85","888","70","7.88","862","48","5.57","667","34","5.57","897","75","8.36"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","2,373","246","10.37","776","76","9.79","670","86","12.84","458","38","12.84","469","46","9.81"
"10670  :  โรงพยาบาลขอนแก่น","64,607","829","1.28","17,314","343","1.98","17,499","345","1.97","12,964","1","1.97","16,830","140","0.83"
"10995  :  โรงพยาบาลบ้านฝาง","3,915","281","7.18","1,194","87","7.29","1,166","97","8.32","761","43","8.32","794","54","6.80"
"10996  :  โรงพยาบาลพระยืน","3,075","39","1.27","865","26","3.01","840","8","0.95","616","0","0.95","754","5","0.66"
"10997  :  โรงพยาบาลหนองเรือ","6,083","1,387","22.80","1,894","418","22.07","1,500","529","35.27","1,604","264","35.27","1,085","176","16.22"
"10998  :  โรงพยาบาลชุมแพ","20,557","425","2.07","5,400","118","2.19","5,166","52","1.01","4,441","96","1.01","5,550","159","2.86"
"10999  :  โรงพยาบาลสีชมพู","4,472","79","1.77","1,141","23","2.02","1,165","16","1.37","1,008","20","1.37","1,158","20","1.73"
"11000  :  โรงพยาบาลน้ำพอง","11,655","94","0.81","3,119","83","2.66","3,230","10","0.31","2,202","0","0.31","3,104","1","0.03"
"11001  :  โรงพยาบาลอุบลรัตน์","4,467","546","12.22","1,252","152","12.14","1,145","136","11.88","918","118","11.88","1,152","140","12.15"
"11002  :  โรงพยาบาลบ้านไผ่","9,170","1,193","13.01","2,566","326","12.70","2,456","371","15.11","1,902","246","15.11","2,246","250","11.13"
"11003  :  โรงพยาบาลเปือยน้อย","2,385","514","21.55","769","160","20.81","686","164","23.91","416","92","23.91","514","98","19.07"
"11004  :  โรงพยาบาลพล","8,521","1,629","19.12","2,528","441","17.44","2,292","472","20.59","1,541","308","20.59","2,160","408","18.89"
"11005  :  โรงพยาบาลแวงใหญ่","2,492","283","11.36","798","99","12.41","687","94","13.68","502","54","13.68","505","36","7.13"
