"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"มูลค่ารวม(บาท)","ยาแผนปัจจุบัน(บาท)","ยาแผนไทย(บาท)","ร้อยละมูลค่าสมุนไพร","มูลค่ารวม(บาท)","ยาแผนปัจจุบัน(บาท)","ยาแผนไทย(บาท)","ร้อยละมูลค่าสมุนไพร","มูลค่ารวม(บาท)","ยาแผนปัจจุบัน(บาท)","ยาแผนไทย(บาท)","ร้อยละมูลค่าสมุนไพร","มูลค่ารวม(บาท)","ยาแผนปัจจุบัน(บาท)","ยาแผนไทย(บาท)","ร้อยละมูลค่าสมุนไพร","มูลค่ารวม(บาท)","ยาแผนปัจจุบัน(บาท)","ยาแผนไทย(บาท)","ร้อยละมูลค่าสมุนไพร"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","17,720,794.00","17,595,445.50","125,348.50","0.71","4,350,524.50","4,307,940.00","42,584.50","0.98","4,464,414.00","4,435,557.00","28,857.00","0.65","4,521,099.50","4,494,120.00","26,979.50","0.60","4,384,756.00","4,357,828.50","26,927.50","0.61"
"10839  :  โรงพยาบาลมะขาม","12,467,350.24","12,302,277.74","165,072.50","1.32","2,903,244.22","2,878,674.22","24,570.00","0.85","3,116,126.33","3,072,100.08","44,026.25","1.41","3,204,346.07","3,158,586.57","45,759.50","1.43","3,243,633.62","3,192,916.87","50,716.75","1.56"
"10840  :  โรงพยาบาลแหลมสิงห์","17,119,772.33","16,827,561.83","292,210.50","1.71","4,194,571.24","4,109,928.24","84,643.00","2.02","4,256,698.85","4,171,360.85","85,338.00","2.00","4,234,958.26","4,182,642.76","52,315.50","1.24","4,433,543.98","4,363,629.98","69,914.00","1.58"
"10841  :  โรงพยาบาลสอยดาว","16,577,570.50","16,278,057.50","299,513.00","1.81","4,075,087.75","3,978,031.75","97,056.00","2.38","4,160,882.50","4,086,321.00","74,561.50","1.79","4,155,204.50","4,094,237.00","60,967.50","1.47","4,186,395.75","4,119,467.75","66,928.00","1.60"
"10842  :  โรงพยาบาลแก่งหางแมว","10,230,117.13","10,009,134.88","220,982.25","2.16","2,281,976.30","2,235,311.80","46,664.50","2.04","2,420,269.41","2,368,315.16","51,954.25","2.15","2,614,645.10","2,557,973.85","56,671.25","2.17","2,913,226.32","2,847,534.07","65,692.25","2.25"
"10843  :  โรงพยาบาลนายายอาม","19,141,722.26","18,712,407.26","429,315.00","2.24","4,680,588.82","4,568,287.82","112,301.00","2.40","4,920,879.16","4,813,718.16","107,161.00","2.18","4,987,470.40","4,888,411.40","99,059.00","1.99","4,552,783.88","4,441,989.88","110,794.00","2.43"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","12,166,544.00","11,570,007.25","596,536.75","4.90","2,815,431.25","2,678,061.00","137,370.25","4.88","3,002,273.50","2,895,160.00","107,113.50","3.57","3,130,446.50","2,965,825.25","164,621.25","5.26","3,218,392.75","3,030,961.00","187,431.75","5.82"
"10696  :  โรงพยาบาลตราด","110,668,852.62","110,104,073.62","564,779.00","0.51","27,052,468.25","26,921,569.25","130,899.00","0.48","27,854,810.00","27,727,607.00","127,203.00","0.46","27,679,288.87","27,530,670.87","148,618.00","0.54","28,082,285.50","27,924,226.50","158,059.00","0.56"
"10845  :  โรงพยาบาลคลองใหญ่","15,813,649.90","15,504,222.92","309,426.98","1.96","3,829,016.82","3,745,623.52","83,393.30","2.18","4,275,649.95","4,203,513.25","72,136.70","1.69","3,890,268.72","3,817,067.84","73,200.88","1.88","3,818,714.41","3,738,018.31","80,696.10","2.11"
"10846  :  โรงพยาบาลเขาสมิง","12,719,317.00","12,536,369.50","182,947.50","1.44","3,074,282.75","3,030,478.75","43,804.00","1.42","2,973,923.25","2,926,844.25","47,079.00","1.58","3,393,005.50","3,349,364.50","43,641.00","1.29","3,278,105.50","3,229,682.00","48,423.50","1.48"
"10847  :  โรงพยาบาลบ่อไร่","12,430,279.88","12,275,869.88","154,410.00","1.24","2,943,995.16","2,895,279.16","48,716.00","1.65","3,051,625.55","3,016,879.05","34,746.50","1.14","3,201,006.71","3,170,592.21","30,414.50","0.95","3,233,652.46","3,193,119.46","40,533.00","1.25"
"10848  :  โรงพยาบาลแหลมงอบ","13,102,555.02","10,530,089.12","2,572,465.90","19.63","3,602,237.58","2,765,825.23","836,412.35","23.22","3,311,124.20","2,477,722.60","833,401.60","25.17","3,406,824.65","2,931,468.80","475,355.85","13.95","2,782,368.59","2,355,072.49","427,296.10","15.36"
"10849  :  โรงพยาบาลเกาะกูด","1,782,094.30","1,732,338.55","49,755.75","2.79","467,454.35","451,900.10","15,554.25","3.33","458,364.08","435,376.58","22,987.50","5.02","411,977.12","404,256.62","7,720.50","1.87","444,298.75","440,805.25","3,493.50","0.79"
"13816  :  โรงพยาบาลเกาะช้าง","4,851,451.97","4,809,281.62","42,170.35","0.87","1,281,053.77","1,270,599.92","10,453.85","0.82","1,280,873.70","1,270,596.20","10,277.50","0.80","1,189,768.25","1,182,646.75","7,121.50","0.60","1,099,756.25","1,085,438.75","14,317.50","1.30"
"10697  :  โรงพยาบาลพุทธโสธร","234,580,949.75","233,698,641.50","882,308.25","0.38","41,392,801.00","41,253,681.50","139,119.50","0.34","65,617,202.00","65,350,882.00","266,320.00","0.41","65,655,094.75","65,401,183.50","253,911.25","0.39","61,915,852.00","61,692,894.50","222,957.50","0.36"
"10833  :  โรงพยาบาลท่าตะเกียบ","19,869,815.15","19,366,525.15","503,290.00","2.53","5,038,272.35","4,917,653.35","120,619.00","2.39","5,125,347.50","4,983,659.50","141,688.00","2.76","4,759,473.50","4,650,322.50","109,151.00","2.29","4,946,721.80","4,814,889.80","131,832.00","2.67"
"10850  :  โรงพยาบาลบางคล้า","21,043,921.50","20,670,967.25","372,954.25","1.77","4,933,210.25","4,829,499.25","103,711.00","2.10","5,276,159.50","5,172,769.00","103,390.50","1.96","5,268,359.75","5,192,433.75","75,926.00","1.44","5,566,192.00","5,476,265.25","89,926.75","1.62"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","24,434,094.66","24,084,114.16","349,980.50","1.43","5,841,609.61","5,643,123.11","198,486.50","3.40","5,792,206.57","5,714,872.57","77,334.00","1.34","6,068,224.75","6,036,142.75","32,082.00","0.53","6,732,053.73","6,689,975.73","42,078.00","0.63"
"10852  :  โรงพยาบาลบางปะกง","33,619,502.05","33,365,577.30","253,924.75","0.76","8,140,409.50","8,067,895.00","72,514.50","0.89","8,807,359.40","8,739,881.15","67,478.25","0.77","8,209,257.15","8,149,494.15","59,763.00","0.73","8,462,476.00","8,408,307.00","54,169.00","0.64"
"10853  :  โรงพยาบาลบ้านโพธิ์","31,898,513.09","31,438,058.49","460,454.60","1.44","8,203,027.58","8,087,483.48","115,544.10","1.41","8,111,660.51","8,004,493.71","107,166.80","1.32","7,769,240.10","7,661,525.20","107,714.90","1.39","7,814,584.90","7,684,556.10","130,028.80","1.66"
"10854  :  โรงพยาบาลพนมสารคาม","36,998,752.59","36,217,238.09","781,514.50","2.11","8,888,542.26","8,679,169.26","209,373.00","2.36","9,379,995.53","9,200,126.53","179,869.00","1.92","9,326,794.02","9,130,764.02","196,030.00","2.10","9,403,420.78","9,207,178.28","196,242.50","2.09"
"10855  :  โรงพยาบาลสนามชัยเขต","21,061,511.30","20,892,703.55","168,807.75","0.80","6,027,800.40","5,987,857.40","39,943.00","0.66","5,066,660.35","5,026,340.60","40,319.75","0.80","5,189,934.35","5,148,885.60","41,048.75","0.79","4,777,116.20","4,729,619.95","47,496.25","0.99"
"10856  :  โรงพยาบาลแปลงยาว","21,384,167.25","21,095,921.75","288,245.50","1.35","5,103,526.75","5,025,542.25","77,984.50","1.53","5,392,444.00","5,321,950.00","70,494.00","1.31","5,256,788.50","5,188,421.00","68,367.50","1.30","5,631,408.00","5,560,008.50","71,399.50","1.27"
"13747  :  โรงพยาบาลราชสาส์น","6,931,394.17","6,345,288.92","586,105.25","8.46","1,743,747.52","1,590,406.52","153,341.00","8.79","1,742,509.85","1,597,577.10","144,932.75","8.32","1,796,657.04","1,634,037.54","162,619.50","9.05","1,648,479.76","1,523,267.76","125,212.00","7.60"
"31327  :  โรงพยาบาลคลองเขื่อน","3,479,058.62","3,359,029.62","120,029.00","3.45","640,560.00","611,454.00","29,106.00","4.54","916,524.62","884,213.37","32,311.25","3.53","1,003,943.75","972,731.00","31,212.75","3.11","918,030.25","890,631.25","27,399.00","2.98"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","238,402,547.50","224,408,588.50","13,993,959.00","5.87","54,533,817.50","51,167,185.50","3,366,632.00","6.17","59,890,003.00","56,263,566.75","3,626,436.25","6.06","60,435,616.25","56,971,318.75","3,464,297.50","5.73","63,543,110.75","60,006,517.50","3,536,593.25","5.57"
"10857  :  โรงพยาบาลกบินทร์บุรี","87,491,304.05","85,859,258.70","1,632,045.35","1.87","19,006,237.70","18,624,855.15","381,382.55","2.01","20,023,702.04","19,666,779.53","356,922.51","1.78","21,204,996.84","20,874,874.75","330,122.09","1.56","27,256,367.47","26,692,749.27","563,618.20","2.07"
"10858  :  โรงพยาบาลนาดี","13,197,531.22","12,943,935.47","253,595.75","1.92","2,935,004.85","2,868,875.35","66,129.50","2.25","3,243,831.17","3,187,844.67","55,986.50","1.73","3,524,993.76","3,471,321.76","53,672.00","1.52","3,493,701.44","3,415,893.69","77,807.75","2.23"
"10859  :  โรงพยาบาลบ้านสร้าง","14,558,869.00","14,371,835.50","187,033.50","1.28","3,341,908.75","3,289,131.75","52,777.00","1.58","3,534,408.00","3,493,227.50","41,180.50","1.17","3,897,589.00","3,862,965.50","34,623.50","0.89","3,784,963.25","3,726,510.75","58,452.50","1.54"
"10860  :  โรงพยาบาลประจันตคาม","10,558,612.37","10,481,643.90","76,968.47","0.73","2,916,045.21","2,898,862.20","17,183.01","0.59","3,094,277.69","3,077,811.80","16,465.89","0.53","1,959,211.43","1,943,120.85","16,090.58","0.82","2,589,078.04","2,561,849.05","27,228.99","1.05"
"10861  :  โรงพยาบาลศรีมหาโพธิ","17,660,486.25","17,329,988.75","330,497.50","1.87","4,043,470.75","3,953,206.50","90,264.25","2.23","4,209,998.50","4,128,002.25","81,996.25","1.95","4,492,837.50","4,416,713.00","76,124.50","1.69","4,914,179.50","4,832,067.00","82,112.50","1.67"
"10862  :  โรงพยาบาลศรีมโหสถ","8,401,181.40","8,248,115.90","153,065.50","1.82","2,044,985.70","2,002,403.20","42,582.50","2.08","2,009,586.80","1,975,663.30","33,923.50","1.69","2,209,741.60","2,175,147.10","34,594.50","1.57","2,136,867.30","2,094,902.30","41,965.00","1.96"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","84,080,485.70","84,080,485.70","0.00","0.00","22,746,218.50","22,746,218.50","0.00","0.00","21,758,645.95","21,758,645.95","0.00","0.00","19,802,899.25","19,802,899.25","0.00","0.00","19,772,722.00","19,772,722.00","0.00","0.00"
"10698  :  โรงพยาบาลนครนายก","134,156,536.40","132,670,369.15","1,486,167.25","1.11","31,532,524.53","31,176,978.03","355,546.50","1.13","32,759,174.14","32,358,106.39","401,067.75","1.22","34,416,052.39","34,054,425.89","361,626.50","1.05","35,448,785.34","35,080,858.84","367,926.50","1.04"
"10863  :  โรงพยาบาลปากพลี","13,189,926.05","11,762,666.25","1,427,259.80","10.82","3,176,447.75","2,867,591.25","308,856.50","9.72","3,220,112.55","2,790,146.25","429,966.30","13.35","3,244,890.75","2,955,640.75","289,250.00","8.91","3,548,475.00","3,149,288.00","399,187.00","11.25"
"10864  :  โรงพยาบาลบ้านนา","31,393,100.10","29,074,895.10","2,318,205.00","7.38","10,438,628.60","9,628,758.60","809,870.00","7.76","8,006,813.50","7,450,193.50","556,620.00","6.95","6,514,599.50","6,120,554.50","394,045.00","6.05","6,433,058.50","5,875,388.50","557,670.00","8.67"
"10865  :  โรงพยาบาลองครักษ์","16,974,911.85","15,983,709.05","991,202.80","5.84","3,803,138.53","3,575,536.53","227,602.00","5.98","4,309,650.44","4,064,640.14","245,010.30","5.69","4,232,848.01","3,986,878.51","245,969.50","5.81","4,629,274.87","4,356,653.87","272,621.00","5.89"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","75,731,088.75","75,595,692.25","135,396.50","0.18","16,081,074.00","16,049,028.50","32,045.50","0.20","19,918,411.75","19,892,330.25","26,081.50","0.13","19,128,528.75","19,091,292.75","37,236.00","0.19","20,603,074.25","20,563,040.75","40,033.50","0.19"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","23,520,725,836.45","23,519,120,943.45","1,604,893.00","0.01","4,955,510,284.31","4,955,155,037.31","355,247.00","0.01","5,759,479,466.64","5,759,126,458.64","353,008.00","0.01","6,447,870,641.75","6,447,452,456.75","418,185.00","0.01","6,357,865,443.75","6,357,386,990.75","478,453.00","0.01"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","130,984,478.75","130,347,154.89","637,323.86","0.49","34,887,122.84","34,677,682.94","209,439.90","0.60","30,657,906.10","30,512,057.98","145,848.12","0.48","33,027,098.93","32,886,616.93","140,482.00","0.43","32,412,350.88","32,270,797.04","141,553.84","0.44"
"10866  :  โรงพยาบาลคลองหาด","14,485,427.30","14,445,535.80","39,891.50","0.28","4,896,689.35","4,886,078.35","10,611.00","0.22","4,037,358.15","4,023,577.65","13,780.50","0.34","2,887,107.95","2,877,736.95","9,371.00","0.32","2,664,271.85","2,658,142.85","6,129.00","0.23"
"10867  :  โรงพยาบาลตาพระยา","18,081,561.14","17,890,701.64","190,859.50","1.06","5,810,095.97","5,729,941.97","80,154.00","1.38","4,986,084.88","4,949,973.88","36,111.00","0.72","3,567,542.84","3,531,022.84","36,520.00","1.02","3,717,837.45","3,679,762.95","38,074.50","1.02"
"10868  :  โรงพยาบาลวังน้ำเย็น","25,871,251.17","24,968,196.17","903,055.00","3.49","9,277,245.30","9,006,445.30","270,800.00","2.92","7,086,900.00","6,821,790.00","265,110.00","3.74","4,543,962.44","4,350,607.44","193,355.00","4.26","4,963,143.43","4,789,353.43","173,790.00","3.50"
"10869  :  โรงพยาบาลวัฒนานคร","36,683,956.88","34,909,357.48","1,774,599.40","4.84","13,456,510.28","12,790,916.18","665,594.10","4.95","9,698,639.14","9,189,934.14","508,705.00","5.25","6,769,506.09","6,429,026.29","340,479.80","5.03","6,759,301.37","6,499,480.87","259,820.50","3.84"
"10870  :  โรงพยาบาลอรัญประเทศ","49,263,029.60","48,905,370.50","357,659.10","0.73","11,043,067.46","10,955,766.46","87,301.00","0.79","12,393,755.48","12,297,086.98","96,668.50","0.78","12,548,233.32","12,462,308.72","85,924.60","0.68","13,277,973.34","13,190,208.34","87,765.00","0.66"
"13817  :  โรงพยาบาลเขาฉกรรจ์","24,242,033.06","23,849,694.34","392,338.72","1.62","7,087,966.43","6,945,705.60","142,260.83","2.01","7,367,318.45","7,256,846.30","110,472.15","1.50","5,375,054.84","5,310,789.59","64,265.25","1.20","4,411,693.34","4,336,352.85","75,340.49","1.71"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","14,953,346.75","14,953,346.75","0.00","0.00","3,638,234.50","3,638,234.50","0.00","0.00","4,389,746.00","4,389,746.00","0.00","0.00","3,541,991.75","3,541,991.75","0.00","0.00","3,383,374.50","3,383,374.50","0.00","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","895,113,972.68","893,551,886.93","1,562,085.75","0.17","237,710,167.77","237,245,137.27","465,030.50","0.20","247,339,504.72","246,907,378.72","432,126.00","0.17","238,042,605.43","237,643,461.93","399,143.50","0.17","172,021,694.76","171,755,909.01","265,785.75","0.15"
"10871  :  โรงพยาบาลครบุรี","38,761,482.55","38,242,603.80","518,878.75","1.34","8,986,567.04","8,847,325.29","139,241.75","1.55","9,525,881.15","9,386,854.90","139,026.25","1.46","10,086,812.78","9,964,439.03","122,373.75","1.21","10,162,221.58","10,043,984.58","118,237.00","1.16"
"10872  :  โรงพยาบาลเสิงสาง","21,074,443.20","20,744,747.58","329,695.62","1.56","4,691,781.79","4,600,244.79","91,537.00","1.95","5,897,440.51","5,818,916.11","78,524.40","1.33","5,448,293.57","5,376,605.63","71,687.94","1.32","5,036,927.33","4,948,981.05","87,946.28","1.75"
"10873  :  โรงพยาบาลคง","23,837,046.07","23,605,728.82","231,317.25","0.97","5,695,053.08","5,629,699.08","65,354.00","1.15","6,061,946.76","6,006,330.26","55,616.50","0.92","5,947,632.20","5,904,298.70","43,333.50","0.73","6,132,414.03","6,065,400.78","67,013.25","1.09"
"10874  :  โรงพยาบาลบ้านเหลื่อม","12,003,486.54","11,757,035.04","246,451.50","2.05","2,968,362.02","2,904,908.02","63,454.00","2.14","2,887,623.29","2,821,628.79","65,994.50","2.29","3,134,468.85","3,075,709.85","58,759.00","1.87","3,013,032.38","2,954,788.38","58,244.00","1.93"
"10875  :  โรงพยาบาลจักราช","22,603,565.98","22,079,896.23","523,669.75","2.32","5,275,876.35","5,145,204.35","130,672.00","2.48","5,653,065.56","5,505,425.31","147,640.25","2.61","5,950,958.72","5,826,207.72","124,751.00","2.10","5,723,665.35","5,603,058.85","120,606.50","2.11"
"10876  :  โรงพยาบาลโชคชัย","41,260,423.90","40,473,672.40","786,751.50","1.91","10,059,324.05","9,850,255.55","209,068.50","2.08","9,394,078.50","9,190,913.50","203,165.00","2.16","11,419,567.15","11,212,273.65","207,293.50","1.82","10,387,454.20","10,220,229.70","167,224.50","1.61"
"10877  :  โรงพยาบาลด่านขุนทด","50,460,103.75","49,694,519.25","765,584.50","1.52","11,220,405.75","11,036,508.25","183,897.50","1.64","12,632,819.75","12,440,417.75","192,402.00","1.52","13,442,189.75","13,270,332.25","171,857.50","1.28","13,164,688.50","12,947,261.00","217,427.50","1.65"
"10878  :  โรงพยาบาลโนนไทย","32,807,135.80","32,391,199.80","415,936.00","1.27","8,093,308.11","7,993,641.61","99,666.50","1.23","8,437,201.22","8,318,052.22","119,149.00","1.41","8,384,501.63","8,262,679.63","121,822.00","1.45","7,892,124.84","7,816,826.34","75,298.50","0.95"
"10879  :  โรงพยาบาลโนนสูง","34,909,567.25","34,386,225.75","523,341.50","1.50","8,552,813.25","8,354,066.25","198,747.00","2.32","8,554,233.50","8,413,968.50","140,265.00","1.64","8,751,708.25","8,650,528.25","101,180.00","1.16","9,050,812.25","8,967,662.75","83,149.50","0.92"
"10880  :  โรงพยาบาลขามสะแกแสง","21,149,037.98","19,967,944.73","1,181,093.25","5.58","5,290,132.52","4,974,982.77","315,149.75","5.96","4,928,200.81","4,620,500.31","307,700.50","6.24","5,272,715.11","5,004,871.86","267,843.25","5.08","5,657,989.54","5,367,589.79","290,399.75","5.13"
"10881  :  โรงพยาบาลบัวใหญ่","57,543,920.99","56,836,913.99","707,007.00","1.23","14,771,684.00","14,570,673.00","201,011.00","1.36","14,628,791.27","14,435,210.27","193,581.00","1.32","14,136,569.89","13,977,656.89","158,913.00","1.12","14,006,875.83","13,853,373.83","153,502.00","1.10"
"10882  :  โรงพยาบาลประทาย","49,101,033.75","48,826,273.75","274,760.00","0.56","7,735,787.25","7,671,410.25","64,377.00","0.83","24,731,931.25","24,658,183.25","73,748.00","0.30","8,313,145.75","8,248,607.75","64,538.00","0.78","8,320,169.50","8,248,072.50","72,097.00","0.87"
"10883  :  โรงพยาบาลปักธงชัย","45,034,728.60","44,667,263.60","367,465.00","0.82","11,672,613.00","11,560,520.00","112,093.00","0.96","10,994,842.75","10,914,333.50","80,509.25","0.73","10,937,543.35","10,858,669.60","78,873.75","0.72","11,429,729.50","11,333,740.50","95,989.00","0.84"
"10884  :  โรงพยาบาลพิมาย","61,554,207.83","61,017,269.08","536,938.75","0.87","16,027,004.38","15,910,553.88","116,450.50","0.73","17,131,914.30","16,978,875.30","153,039.00","0.89","16,931,084.53","16,777,497.03","153,587.50","0.91","11,464,204.62","11,350,342.87","113,861.75","0.99"
"10885  :  โรงพยาบาลห้วยแถลง","23,378,905.69","22,699,426.19","679,479.50","2.91","5,879,048.15","5,686,191.15","192,857.00","3.28","5,575,683.29","5,411,422.79","164,260.50","2.95","5,712,679.50","5,568,286.50","144,393.00","2.53","6,211,494.75","6,033,525.75","177,969.00","2.87"
"10886  :  โรงพยาบาลชุมพวง","33,915,232.76","33,763,809.76","151,423.00","0.45","7,776,997.89","7,743,208.89","33,789.00","0.43","8,607,264.33","8,567,737.83","39,526.50","0.46","8,940,652.49","8,905,714.99","34,937.50","0.39","8,590,318.05","8,547,148.05","43,170.00","0.50"
"10887  :  โรงพยาบาลสูงเนิน","62,734,916.60","61,962,995.60","771,921.00","1.23","18,906,961.00","18,646,317.00","260,644.00","1.38","15,480,751.30","15,285,735.30","195,016.00","1.26","14,188,394.25","14,042,980.25","145,414.00","1.02","14,158,810.05","13,987,963.05","170,847.00","1.21"
"10888  :  โรงพยาบาลขามทะเลสอ","12,742,849.92","12,550,122.51","192,727.41","1.51","2,994,780.25","2,942,976.87","51,803.38","1.73","3,285,717.17","3,235,618.96","50,098.21","1.52","3,098,833.81","3,055,111.56","43,722.25","1.41","3,363,518.69","3,316,415.12","47,103.57","1.40"
"10889  :  โรงพยาบาลสีคิ้ว","44,194,546.49","43,819,304.49","375,242.00","0.85","11,423,398.70","11,296,022.20","127,376.50","1.12","10,237,053.00","10,151,172.50","85,880.50","0.84","10,947,020.98","10,863,837.48","83,183.50","0.76","11,587,073.81","11,508,272.31","78,801.50","0.68"
"10890  :  โรงพยาบาลปากช่องนานา","114,594,538.10","113,382,596.10","1,211,942.00","1.06","34,444,022.25","34,051,094.50","392,927.75","1.14","24,906,146.75","24,641,821.00","264,325.75","1.06","24,458,901.25","24,199,067.50","259,833.75","1.06","30,785,467.85","30,490,613.10","294,854.75","0.96"
"10891  :  โรงพยาบาลหนองบุญมาก","24,967,355.52","24,628,834.77","338,520.75","1.36","5,714,809.03","5,624,606.28","90,202.75","1.58","6,171,374.36","6,076,848.86","94,525.50","1.53","6,463,900.47","6,389,147.97","74,752.50","1.16","6,617,271.66","6,538,231.66","79,040.00","1.19"
"10892  :  โรงพยาบาลแก้งสนามนาง","20,493,224.65","20,365,937.45","127,287.20","0.62","5,594,430.64","5,559,448.36","34,982.28","0.63","5,112,224.33","5,079,989.05","32,235.28","0.63","4,996,434.72","4,968,414.10","28,020.62","0.56","4,790,134.96","4,758,085.94","32,049.02","0.67"
"10893  :  โรงพยาบาลโนนแดง","9,687,231.49","9,556,145.29","131,086.20","1.35","2,206,157.63","2,171,189.43","34,968.20","1.59","2,305,704.62","2,283,136.62","22,568.00","0.98","2,395,392.74","2,368,307.74","27,085.00","1.13","2,779,976.50","2,733,511.50","46,465.00","1.67"
"10894  :  โรงพยาบาลวังน้ำเขียว","16,823,286.10","16,733,029.60","90,256.50","0.54","3,701,998.75","3,683,332.25","18,666.50","0.50","4,071,330.00","4,048,228.50","23,101.50","0.57","4,415,689.14","4,393,640.89","22,048.25","0.50","4,634,268.21","4,607,827.96","26,440.25","0.57"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","589,651,855.25","589,164,030.25","487,825.00","0.08","171,449,025.50","171,281,884.00","167,141.50","0.10","164,526,968.00","164,375,792.50","151,175.50","0.09","155,049,828.25","154,939,210.25","110,618.00","0.07","98,626,033.50","98,567,143.50","58,890.00","0.06"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","10,296,716.97","10,164,959.84","131,757.13","1.28","2,472,597.54","2,437,058.91","35,538.63","1.44","2,585,526.27","2,539,415.77","46,110.50","1.78","2,651,881.30","2,625,738.30","26,143.00","0.99","2,586,711.86","2,562,746.86","23,965.00","0.93"
"11608  :  โรงพยาบาลลำทะเมนชัย","14,236,477.52","14,144,483.02","91,994.50","0.65","3,570,067.10","3,541,387.10","28,680.00","0.80","3,589,600.38","3,566,035.88","23,564.50","0.66","3,981,030.57","3,957,356.07","23,674.50","0.59","3,095,779.47","3,079,703.97","16,075.50","0.52"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","33,985,376.00","33,938,771.00","46,605.00","0.14","8,701,411.00","8,689,221.00","12,190.00","0.14","9,001,652.00","8,992,342.00","9,310.00","0.10","7,697,437.00","7,683,250.00","14,187.00","0.18","8,584,876.00","8,573,958.00","10,918.00","0.13"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","28,268,134.25","28,261,374.25","6,760.00","0.02","6,954,402.50","6,950,582.50","3,820.00","0.05","6,869,590.00","6,868,550.00","1,040.00","0.02","6,862,982.30","6,861,142.30","1,840.00","0.03","7,581,159.45","7,581,099.45","60.00","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","11,453,484.50","11,238,362.50","215,122.00","1.88","2,859,808.00","2,800,525.00","59,283.00","2.07","2,848,343.50","2,781,548.50","66,795.00","2.35","2,864,019.50","2,821,903.50","42,116.00","1.47","2,881,313.50","2,834,385.50","46,928.00","1.63"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","53,300,974.55","53,279,044.55","21,930.00","0.04","13,659,256.70","13,655,926.70","3,330.00","0.02","12,884,255.65","12,877,483.15","6,772.50","0.05","13,217,386.50","13,211,161.50","6,225.00","0.05","13,540,075.70","13,534,473.20","5,602.50","0.04"
"14161  :  โรงพยาบาลกองบิน กองบิน1","3,279,648.60","3,275,853.60","3,795.00","0.12","327,195.32","326,910.32","285.00","0.09","1,080,675.15","1,079,205.15","1,470.00","0.14","1,019,190.45","1,018,140.45","1,050.00","0.10","852,587.68","851,597.68","990.00","0.12"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","20,028,249.10","19,704,519.60","323,729.50","1.62","5,082,818.60","4,977,626.10","105,192.50","2.07","5,011,356.10","4,930,695.60","80,660.50","1.61","4,966,628.40","4,894,672.90","71,955.50","1.45","4,967,446.00","4,901,525.00","65,921.00","1.33"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","54,979,320.93","54,313,107.93","666,213.00","1.21","14,316,263.08","14,148,578.33","167,684.75","1.17","14,568,035.35","14,388,869.85","179,165.50","1.23","12,803,262.51","12,645,617.51","157,645.00","1.23","13,291,759.99","13,130,042.24","161,717.75","1.22"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","153,724,128.00","153,377,486.00","346,642.00","0.23","36,599,303.00","36,512,535.00","86,768.00","0.24","37,211,852.00","37,112,420.00","99,432.00","0.27","38,651,955.00","38,580,421.00","71,534.00","0.19","41,261,018.00","41,172,110.00","88,908.00","0.22"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","8,746,439.85","8,314,035.85","432,404.00","4.94","2,455,609.85","2,328,035.85","127,574.00","5.20","2,424,547.35","2,291,917.35","132,630.00","5.47","2,015,214.40","1,922,527.40","92,687.00","4.60","1,851,068.25","1,771,555.25","79,513.00","4.30"
"27839  :  โรงพยาบาลบัวลาย","10,574,004.35","10,398,552.35","175,452.00","1.66","2,340,606.24","2,290,063.24","50,543.00","2.16","2,684,011.06","2,637,283.06","46,728.00","1.74","2,808,094.55","2,772,913.55","35,181.00","1.25","2,741,292.50","2,698,292.50","43,000.00","1.57"
"27840  :  โรงพยาบาลสีดา","8,444,341.95","8,425,961.95","18,380.00","0.22","1,916,526.00","1,911,731.00","4,795.00","0.25","2,068,520.50","2,063,725.50","4,795.00","0.23","2,115,516.85","2,111,946.85","3,570.00","0.17","2,343,778.60","2,338,558.60","5,220.00","0.22"
