"ชื่อยาสมุนไพร","จำนวนจ่ายรวมทุกสิทธิ(ครั้ง)","จำนวนจ่ายรวมสิทธิ UC(ครั้ง)","จำนวนที่จ่ายรวมทุกสิทธิ(หน่วยนับ)","มูลค่ารวมทุกสิทธิ(บาท)"
"ไฟห้ากอง , ยาแคปซูล","483","325","14,394","43,867.18"
"ประสะน้ำนม ตราห้วยเฮิร์บ, ยาแคปซูล","473","396","16,554","24,726.00"
"คลายเส้น (รพ.ตระการพืชผล), ยาแคปซูล","470","418","2,390","37,907.50"
"อภัยสาลี, ยาลูกกลอน","467","252","20,837","41,416.30"
"แก้คัน, ยาน้ำแขวนตะกอน","465","401","519","65,753.00"
"แคปซูลผสมเพชรสังฆาต ตราปาริฉัตร, ยาแคปซูล","460","257","12,535","73,050.00"
"ตำรับชุมเห็ดเทศ, ยาชง","445","423","1,073","21,785.92"
"แคปซูลหญ้าปักกิ่ง ตราธงทอง, ยาแคปซูล","442","120","32,628","69,865.90"
"พนาเพรียว , ยาแคปซูล","442","178","9,743","14,614.50"
"แคปซูลผสมเพชรสังฆาต, ยาแคปซูล","441","247","18,042","28,689.00"
"ขี้ผึ้งผสมพญายอ, ขี้ผึ้ง","441","14","552","12,746.00"
"ยาถ่าย (รพ.ห้วยพูล), ยาแคปซูล","440","229","2,873","78,300.00"
"อมผสมมะแว้งรสบ๊วย ตราไอยรา, ยาเม็ด","438","254","753","6,441.80"
"ตำรับระบายสมุนไพร, ยาแคปซูล","428","383","10,523","17,833.45"
"แก้กษัย, ยาแคปซูล","426","387","14,612","37,448.00"
"อมแก้ไอมะแว้ง, ยาลูกกลอน","425","347","779","9,136.00"
"ทาริดสีดวงทวารหนักและโรคผิวหนัง, ยาผง","424","226","7,177","261,639.50"
"แก้ไอสมุนไพร (รพ.วังน้ำเย็น), ยาลูกกลอน","423","366","402","12,453.46"
"ผสมเพชรสังฆาตสูตรตำรับที่ 1, ยาแคปซูล","423","227","22,650","30,524.75"
"คลายกล้ามเนื้อ, ยาต้ม","410","29","828","40,370.00"
"ยากระเพาะอาหาร, ยาแคปซูล","401","352","8,742","14,061.72"
"น้ำมันสะเก็ดเงิน, ยาเข้าน้ำมัน","377","70","4,455","244,899.00"
"น้ำมันมะกอก, ยาเข้าน้ำมัน","376","309","2,696","25,630.38"
"บรรเทาริดสีดวงทวาร ชนิดแคปซูล, ยาแคปซูล","371","332","10,694","20,421.10"
"แก้ปวดกล้ามเนื้อ, ยาแคปซูล","366","325","7,465","11,412.50"
"ดองมะกรูด แผนไทย, ยาน้ำ","365","0","1,448","130,320.00"
"บรรเทาริดสีดวงทวาร (รพ.ลี้), ยาแคปซูล","358","352","1,385","1,551.20"
"ขี้ผึ้งตราโอสถทิพย์, ขี้ผึ้ง","355","333","375","10,815.00"
"คลายเส้น, ยาแคปซูล","351","158","40,467","130,392.75"
"ยาผสมหมามุ่ย, ยาแคปซูล","350","0","79,800","199,500.00"
"แก้แพ้อากาศ, ยาลูกกลอน","350","220","23,278","26,517.75"
"เฮโมลอน, ยาแคปซูล","350","247","13,994","21,855.50"
"หม่องสมุนไพรวังพรมตราหมอเฉลิม, ขี้ผึ้ง","346","256","348","24,819.00"
"น้ำมันผสมไพล ตราสุภาพโอสถ, ยาเข้าน้ำมัน","346","123","384","17,096.00"
"สูดไอน้ำสมุนไพร, ยาต้ม","344","332","344","10,320.00"
"ตำรับมะระรวม  , ยาแคปซูล","342","294","11,566","25,044.50"
"แคปซูลหญ้าปักกิ่ง, ยาแคปซูล","342","239","6,656","135,403.00"
"บำรุงน้ำนม, ยาต้ม","342","297","737","23,863.50"
"อมสมุนไพรผสมมะแว้งรสบ๊วย, ยาเม็ด","341","304","4,758","5,144.15"
"ธาตุผสมอบเชย, ยาน้ำ","337","91","815","20,792.15"
"แฮงคนชาย, ยาแคปซูล","334","16","1,138","170,700.00"
"ใบหม่อน, ยาชง","333","176","4,069","34,487.00"
"กระชาย, ยาแคปซูล","330","129","17,597","40,188.50"
"สเปรย์ตะไคร้หอม, ยาน้ำ","329","210","517","28,082.10"
"บรรเทาริดสีดวงทวาร (รพ.พล), ยาแคปซูล","320","214","15,191","21,045.00"
"แอนดิแลค, ยาแคปซูล","314","244","17,100","24,510.00"
"พระขรรค์ชัย, ยาลูกกลอน","306","5","43,300","281,450.00"
"ตำรับกษัยเส้น, ยาต้ม","301","0","26,028","16,450.56"
"วาโย 6, ยาแคปซูล","297","19","1,159","37,475.00"
"แคปซูลอบเชย ตราธงทอง, ยาแคปซูล","292","223","5,890","20,283.00"
"ตำรับเถาเลือดแรด, ยาแคปซูล","281","80","5,767","9,205.50"
"ผสมถั่วเหลือง, ยาแคปซูล","281","161","19,560","36,965.00"
"อมแก้ไอรสบ๊วย     , ยาลูกกลอน","277","129","586","6,940.00"
"ทัพยาธิคุณ, ยาผง","271","118","9,284","113,205.50"
"กลีเซอรีนว่านตีนตะขาบ, ทิงเจอร์","269","59","294","18,957.00"
"บรรเทาริดสีดวงทวาร (รพ.ห้วยยอด), ยาลูกกลอน","267","134","46,686","39,335.00"
"ชะเอมเทศ, ยาชง","266","235","5,421","6,505.20"
"น้ำมันสมุนไพร, ยาเข้าน้ำมัน","260","224","2,615","15,863.00"
"สามสิบ, ยาต้ม","257","72","553","44,344.00"
"มหาจักรใหญ่, ยาแคปซูล","254","0","21,960","24,463.65"
"น้ำมันสนั่นไตรภพ, ยาเข้าน้ำมัน","246","136","9,609","29,278.00"
"แก้ประจำเดือนจะหมด, ยาแคปซูล","246","8","732","73,200.00"
"แก้ไอมะขามป้อม สูตรเย็น, ยาน้ำ","245","176","284","4,478.00"
"แก้พัทธะปิตตะ , ยาต้ม","245","1","1,264","449,984.00"
"แคปซูลบำรุงน้ำนม, ยาแคปซูล","244","130","11,892","29,744.00"
"ยาระบาย ตราพรีราน่า, ยาแคปซูล","242","158","1,752","43,079.50"
"ยาธาตุชนิดแคปซูล ร้านเจริญสุขกรุ๊ป, ยาแคปซูล","240","183","9,116","22,037.50"
"ผสมโคคลาน สูตรตำรับที่ ๑ , ยาต้ม","233","141","280","19,600.00"
"สุขไสยาต, ยาแคปซูล","231","118","2,245","9,210.00"
"ขมิ้นชันคาลาไมน์, โลชั่น","231","199","636","16,810.00"
"แก้ไอตราเอ็มบาซิน, ยาน้ำ","228","195","265","7,043.00"
"หม่องสมุนไพร หนองฉางบาล์ม, ขี้ผึ้ง","225","13","352","10,030.00"
"แก้ไข้(รพ.ราชสาส์น), ยาแคปซูล","223","195","4,437","6,655.50"
"หอมเทพเกษร ตราหินทอง เบอร์ 99, ยาผง","221","210","222","8,880.00"
"แก้ไข้หวัด, ยาแคปซูล","220","159","5,530","9,979.00"
"ประสะเจตพังคี, ยาผง","219","86","12,208","20,202.96"
"หม่องสุคนธ์ทิพย์, ขี้ผึ้ง","217","206","293","6,525.00"
"เหงือกปลาหมอ, ยาแคปซูล","214","160","252","11,312.00"
"ยาทาสะเก็ดเงิน, ขี้ผึ้ง","207","158","781","44,296.00"
"เพกา, ยาแคปซูล","206","31","1,196","47,228.10"
"พอก สูตร 1, ยาพอก","202","59","338","16,562.00"
"บำรุงน้ำนม (รพ.ขุนหาญ), ยาต้ม","198","40","331","24,530.00"
"หญ้ายุ่ม/หญ้าฮี๋ยุ่ม, ยาแคปซูล","192","15","460","82,800.00"
"สตรีลูกกลอน, ยาลูกกลอน","191","164","25,110","10,662.32"
"ประสะน้ำนม 1, ยาเม็ด","188","118","7,104","12,605.50"
"ริดสีดวงทวารแคปซูล สูตร 2, ยาแคปซูล","187","129","11,554","20,009.22"
"ดมสมุนไพร, ยาดม","183","103","217","7,826.00"
"อัมฤตโอสถ, ยาผง","182","56","3,416","75,999.50"
"หม่องผสมไพล ตราพรีราน่า, ขี้ผึ้ง","178","65","213","12,780.00"
"ยาถ่าย, ยาเม็ด","178","174","3,698","4,050.00"
"ทองพันชั่ง, ยาชง","177","172","177","2,124.00"
"ผสมเถาวัลย์เปรียง, ยาแคปซูล","169","129","2,488","4,347.50"
"แก้ไอผสมมาลัคคา, ยาน้ำ","169","84","223","2,325.25"
"แก้ยกนังพิการสูตร 1 , ยาลูกกลอน","169","2","59,140","384,410.00"
"พลาสเตอร์ไพล, ยาพอก","166","161","166","8,300.00"
"แก้ไอผสมมะแว้ง ตราวังหลัง, ยาน้ำ","165","132","173","1,470.50"
"ผักเชียงดา, ยาชง","162","112","388","41,849.00"
"ประสะน้ำนม (บริษัทพาราฟาร์มาซูติคอล จำกัด), ยาเม็ด","162","101","3,015","15,043.50"
"น้ำแก้ไอผสมมะขามป้อม แสงสว่างตราค้างคาว, ยาน้ำ","159","46","439","10,399.00"
"ยาระบายชนิดน้ำผสมฝักคูณ, ยาน้ำ","159","49","381","13,382.50"
"แคปซูลขิง ตราช่อเขียวมะกอก, ยาแคปซูล","157","145","3,542","8,833.60"
"แก้ปิหกังพิการ, ยาแคปซูล","156","0","55,305","138,262.50"
"ผสมเถาวัลย์เปรียง สูตรตำรับที่ ๒, ยาแคปซูล","156","150","2,991","3,557.86"
"ผสมเพชรสังฆาต สูตรตำรับที่ ๒, ยาแคปซูล","155","124","4,385","6,874.50"
"แก้ไอมะแว้งสูตร 2, ยาเม็ด","155","129","228","2,835.00"
"มธุรเมหะ (รพ.กาบเชิง), ยาต้ม","154","138","158","7,765.00"
"แก้โรคผิวหนัง ตำรับที่ 2, ยาน้ำ","149","14","720","43,920.00"
"คลายเส้น (รพ.ห้วยทับทัน), ยาต้ม","143","134","143","8,906.00"
"กรีนครีม, ครีม","143","103","235","6,708.25"
"สเปรย์รางจืด, ยาน้ำ","137","30","132","26,400.00"
"พอนส์ทั่ม, ยาแคปซูล","136","93","6,301","7,730.50"
"แก้ลมขัดในข้อ (รพ.ห้วยยอด), ยาลูกกลอน","134","85","6,222","6,187.00"
"มหานิลแท่งทอง, ยาผง","133","0","13,905","8,663.97"
"ยาน้ำสะเก็ดเงิน, ยาน้ำ","132","93","296","17,580.00"
"แคปซูลขับลมบำรุงธาตุ, ยาแคปซูล","131","108","3,726","7,119.50"
"บรรเทาริดสีดวงทวาร (รพ.เทิง), ยาแคปซูล","130","102","5,335","7,936.50"
"กษัยเบอร์ 2, ยาเม็ด","128","120","1,764","15,063.00"
"นมนาง, ยาต้ม","125","2","655","13,615.50"
"เทพรังษี  , ยาต้ม","122","8","563","220,133.00"
"แก้นอนไม่หลับ/ยาแก้ไข้ผอมเหลือง, ยาผง","122","58","2,127","47,807.20"
"กวาดสมานลิ้นขาวละออเภสัช ชนิดเม็ด, ยาเม็ด","122","112","192","1,316.57"
"หญ้าลูกใต้ใบ, ยาแคปซูล","121","73","5,345","5,669.50"
"แก้โลหิตตังพิการ (รพ.ตระการพืชผล), ยาแคปซูล","120","92","566","11,234.00"
"แก้น้ำนมพิการ(รพ.กุดชุม), ยาผง","119","104","344","3,101.00"
"ลูกใต้ใบ เครื่องหมายการค้าดอกว่าน, ยาเม็ด","118","84","40,420","60,630.00"
"อไภยสาลี, ยาผง","113","48","2,019","27,127.00"
"แคปซูลขี้เหล็ก, ยาแคปซูล","113","100","369","3,629.90"
"แคปซูลผสมหญ้าปักกิ่ง ตราพระอินทร์, ยาแคปซูล","113","92","3,489","7,557.50"
"อัมรินทร์, ยาแคปซูล","113","82","4,372","4,706.30"
"ประสะน้ำนม, ยาต้ม","111","58","245","12,200.00"
"อายุวัฒนะ, ยาลูกกลอน","111","43","3,195","8,673.50"
"ขมิ้นชัน-มะขามป้อม, ยาแคปซูล","110","3","331","29,790.00"
"บำรุงน้ำนม (รพ.พนา), ยาชง","108","72","403","6,294.60"
"แคปซูลส้มแขก, ยาแคปซูล","107","102","1,590","3,150.00"
"หลังคลอด, ยาต้ม","106","79","140","19,455.00"
"ลูกประคบ ตราพรีราน่า, ยาประคบ","103","98","162","8,100.00"
"แก้เริม งูสวัด /แก้เริม งูสวัด สุกใส, ยาน้ำ","101","74","127","5,311.10"
"มธุรเมหะ (อายุรเวทศิริราช), ยาแคปซูล","101","83","16,262","37,057.00"
"ขับลมเบอร์ 1    , ยาแคปซูล","101","68","4,120","8,294.00"
"แคปซูลกระชายดำ, ยาแคปซูล","101","66","3,643","6,504.50"
"ระย่อมลมสูง, ยาแคปซูล","100","34","265","31,800.00"
"สามว่าน, ยาต้ม","99","83","113","6,145.00"
"กวาดสมานลิ้นขาวละออเภสัช ชนิดผง, ยาผง","98","91","118","958.00"
"แก้กษัยสูตร 2, ยาเม็ด","98","1","10,389","36,361.50"
"ครีมพริกไพล, ครีม","97","55","156","3,132.00"
"แก้ท้องเสีย, อื่นๆ","96","85","171","1,176.50"
"สมุนไพรคำฝอย โกฐหัวบัว, ยาชง","94","88","100","13,998.00"
"น้ำนมราชสีห์, ยาต้ม","94","22","262","10,096.00"
"แก้ไอมะขาม , ยาน้ำ","92","75","127","2,629.00"
"ไพสาลี, ยาผง","92","23","2,009","53,561.50"
"กำจัดเหา, ยาน้ำแขวนตะกอน","90","46","287","23,328.00"
"บรรเทาริดสีดวงทวาร , ยาเม็ด","90","34","7,444","11,515.00"
"กานพลู, อื่นๆ","89","54","108","1,731.61"
"ยาอมบ้วนปากอดบุหรี่ ตราห้วยเฮิร์บ, ยาน้ำ","87","73","139","4,032.52"
"ธาตุเปลือกอบเชย, ยาน้ำ","85","74","86","2,150.00"
"แก้โรคผิวหนัง ตำรับที่ 1, ยาแคปซูล","84","4","26,310","65,775.00"
"อัคคินีวคณะ, ยาผง","84","40","1,267","16,102.60"
"ข่า, ทิงเจอร์","82","68","114","1,676.50"
"นันทไกรวาทใหญ่, ยาแคปซูล","82","2","25,275","63,187.50"
"วรรณฉวี , ยาต้ม","80","3","439","121,164.00"
"อมแก้ไอผสมมะขามป้อม, ยาเม็ด","80","73","127","2,597.00"
"วัฒนะ, ยาแคปซูล","79","28","6,730","6,618.00"
"หลังคลอด (รพ.เอราวัณ), ยาต้ม","79","73","104","3,390.00"
"ตรีธารทิพย์/พิกัดตรีธารทิพย์, ยาต้ม","77","72","148","8,880.00"
"ขามแสง Herb Life, ยาแคปซูล","76","57","258","6,135.00"
"ตำรับโลดทะนงแดง  , ยาผง","75","39","172","11,735.00"
"หลังคลอด (รพ.สูงเนิน), ยาต้ม","75","10","137","9,590.00"
"ขับลม, ยาน้ำ","75","69","244","1,849.00"
"มะรุม/ผักอีสุม, ยาแคปซูล","74","0","157","10,990.00"
"แก้กษัยสูตร 1 , ยาต้ม","73","63","2,146","4,976.00"
"กษัยเส้นแสงสว่างตราค้างคาว, ยาแคปซูล","73","49","1,584","3,260.00"
"ชงผสมมะขามป้อม ตราธงทอง, ยาชง","65","57","159","1,327.50"
"น้ำแก้ไอผสมมะขามป้อม, ยาน้ำ","64","49","88","1,144.00"
"แช่เท้าสมุนไพร, ยาแช่","64","32","64","1,920.00"
"ผงโยคี ของบริษัทโยคี (1997) จำกัด, ยาผง","62","0","3,371","2,722.00"
"แก้สัณฑฆาต กล่อนแห้ง, ยาแคปซูล","62","15","2,432","12,328.75"
"หม่องขาว ตราวังหลัง , ขี้ผึ้ง","61","4","123","3,154.00"
"ย่านางแดง, ยาชง","61","28","222","1,168.00"
"บรรเทาริดสีดวงทวาร (รพ.แม่แจ่ม), ยาลูกกลอน","60","48","2,492","1,475.32"
"ตรีเกสรมาศ /พิกัดเกสรมาศ, ยาต้ม","59","24","81","5,670.00"
"แก้ท้องเสียเบอร์ 6, ยาเม็ด","59","41","1,201","1,522.20"
"ตวงกนก, ยาน้ำแขวนตะกอน","59","1","158","9,638.00"
"วาโยสมุฏฐาน, ยาต้ม","58","58","58","8,642.00"
"ทาพระเส้น, ครีม","58","5","97","5,700.00"
"แก้ผื่นคัน/แก้ผื่นคันน้ำเหลืองเสีย, ยาต้ม","58","44","59","3,458.00"
"ขี้ผึ้งน้ำมันกระเบา, ขี้ผึ้ง","58","48","325","8,125.00"
"เสริมภูมิลูกกลอน, ยาลูกกลอน","57","49","3,145","2,017.64"
"ประสะน้ำนม 2, ยาแคปซูล","56","41","2,593","6,066.00"
"ตำรับบัวบก, ยาลูกกลอน","56","46","1,114","2,736.18"
"ฝรั่ง, ยาชง","56","50","77","800.00"
"น้ำมันทาถูนวด , ยาเข้าน้ำมัน","55","50","67","1,816.00"
"แผ่นประคบสมุนไพรไมเกรน, ยาประคบ","55","47","83","2,060.00"
"วิสัมพญาใหญ่, ยาลูกกลอน","55","14","3,055","7,030.00"
"แช่อาบสะเก็ดเงิน, ยาต้ม","53","38","203","10,150.00"
"ขี้ผึ้งไพล สูตรตำรับที่ ๒, ขี้ผึ้ง","53","45","55","1,100.00"
"อมแก้ไอมะขามป้อม, ยาลูกกลอน","51","33","75","975.00"
"แก้เรื้อนมูลนก, ยาเข้าน้ำมัน","49","1","436","26,596.00"
"น้ำมันทาแก้คัน, ยาเข้าน้ำมัน","48","6","54","2,700.00"
"ทารักษาแผลในปาก, เจล","47","40","66","522.00"
"ห้าราก/แก้ไข้ห้าราก/แก้วห้าดวง/เบญจโลกวิเชียร, ยาแคปซูล","47","40","1,020","1,596.40"
"อายุวัตนะ , ยาแคปซูล","46","33","1,430","2,145.00"
"ไฟอาวุธ, ยาผง","45","24","572","3,631.00"
"ประสะมะแว้ง ตราหินทอง ชนิดเม็ด, ยาลูกกลอน","45","39","81","445.50"
"สเปรย์หญ้าดอกขาว, ยาน้ำ","43","30","51","3,417.00"
"ขับพิษสูตร 2, ยาผง","43","31","47","1,667.00"
"พอกสมุนไพรสูตรร้อน, ยาผง","43","7","119","1,559.00"
"ยาดมโบราณ, ยาดม","43","29","49","975.00"
"ตรีกฏุก, ยาแคปซูล","43","0","137","12,330.00"
"บำรุงเลือด (รพ.กาบเชิง), ยาต้ม","43","31","49","1,783.00"
"หม่องน้ำมันว่าน, ขี้ผึ้ง","42","41","45","2,014.98"
"ตำรับกระเทียมแคปซูล, ยาแคปซูล","41","6","4,883","9,955.00"
"ถอนพิษประดง, ยาแคปซูล","40","32","3,277","5,793.00"
"แก้ปวดเมื่อย สูตรอภัยภูเบศร, ยาต้ม","40","8","193","19,300.00"
"ตรีผลาผสมชะเอมเทศ, ยาชง","40","30","107","1,791.50"
"แก้ลูกอ่อน / ลูกแก่ , ยาต้ม","39","0","2,468","25,724.80"
"แก้ไอสมุนไพรสูตร 1, ยาเม็ด","38","29","48","432.00"
"เบญจอำมฤตย์ , ยาแคปซูล","36","10","4,064","23,202.50"
"ต้มสะเก็ดเงิน, ยาต้ม","36","29","61","6,030.00"
"คลายเส้น สูตร 2, ยาแคปซูล","36","12","2,140","3,955.00"
"ทิพย์เกสร, ยาแคปซูล","35","0","8,940","22,350.00"
"คุมธาตุ, ยาต้ม","35","13","67","4,020.00"
"น้อยหน่า, ครีม","35","34","35","560.00"
"คลายเส้น สูตร 1, ยาแคปซูล","34","18","1,510","3,005.00"
"แก้มดลูกอักเสบ , ยาแคปซูล","34","3","12,825","32,062.50"
"บำรุงน้ำนม ตราพรีราน่า สูตร 2, ยาแคปซูล","34","10","388","4,880.00"
"กวาดสมานลิ้น(ยาสามัญประจำบ้าน), ยาผง","34","32","50","486.50"
"บำรุงเลือด (รพ.ห้วยยอด), ยาลูกกลอน","34","31","721","910.00"
"มธุรเมหะ (รพ.อู่ทอง), ยาแคปซูล","34","11","5,155","10,718.75"
"แก้ลมเนาวนารีวาโย, ยาผง","33","2","444","2,896.30"
"จิตรารมณ์, ยาแคปซูล","33","12","3,470","6,940.00"
"บรรเทาริดสีดวงทวาร (อายุรเวทศิริราช), ยาผง","32","0","2,064","2,043.36"
"รักษาวัยทอง, ยาต้ม","32","30","32","1,624.00"
"บำรุงเลือด (รพ.บ้านนา), ยาแคปซูล","31","3","65","7,990.00"
"ชงสมุนไพรผสมใบมะขามแขก, ยาผง","31","28","480","720.00"
"ทิงเจอร์พญายอ, ทิงเจอร์","31","21","35","1,992.00"
"อมผสมมะแว้งรสมะนาว ตราไอยรา, ยาเม็ด","31","27","43","860.00"
"วาตาพินาศ (รพ.พระปกเกล้า), ยาแคปซูล","30","0","6,525","16,312.50"
"บรรเทาริดสีดวงทวาร (รพ.พระปกเกล้า), ยาแคปซูล","30","23","3,507","7,891.50"
"บำรุงเลือด (ศูนย์บริการทางการแพทย์แผนไทย ม.ราชมงคลอีสาน), ยาผง","30","22","610","793.00"
"ลดไขมันในเส้นเลือด, ยาแคปซูล","29","19","86","4,730.00"
"น้ำมันมะพร้าว, ยาเข้าน้ำมัน","29","1","35","4,140.00"
"แก้ปัสสาวะพิการ, ยาต้ม","29","0","3,283","1,838.48"
"ชงสมุนไพรผสมช้าพลู, ยาผง","29","0","133","3,466.00"
"ปัญจขันธ์, ยาแคปซูล","28","23","1,091","2,079.83"
"บำรุงโลหิตสำหรับสตรี, ยาแคปซูล","28","27","28","3,052.00"
"เตโชสมุฏฐาน, ยาต้ม","28","28","28","4,894.00"
"แก้ลมสุคนธวาต, ยาผง","28","4","39","3,783.00"
"อาโปสมุฏฐาน, ยาต้ม","27","27","27","4,023.00"
"แก้นหารูพิการ , ยาแคปซูล","27","0","7,900","19,750.00"
"แก้ยกนังพิการสูตร 2, ยาแคปซูล","27","0","10,150","25,375.00"
"แคปซูลพริกไทยดำ, ยาแคปซูล","26","11","1,330","1,662.50"
"ล้างไส้, ยาต้ม","26","0","73","10,950.00"
"ทับทิม, ยาชง","26","13","37","302.00"
"แคปซูลผสมมะรุม, ยาแคปซูล","25","9","2,460","4,190.00"
"ประสระน้ำนม ตราพารา, ยาเม็ด","25","22","40","1,600.00"
"แก้เวียนศีรษะ, ยาแคปซูล","23","19","560","840.00"
"สมุนไพรพอกเข่า, ยาพอก","22","12","82","1,650.00"
"ผสมขมิ้นชัน, ยาแคปซูล","21","19","291","235.64"
"เจลว่านหางจระเข้, เจล","21","19","67","3,834.00"
"แก้อัมพฤกษ์ อัมพาตสูตร 1 (รพ.พระปกเกล้า), ยาแคปซูล","21","0","8,400","21,000.00"
"แคปซูลบัวบก, ยาแคปซูล","20","4","541","541.00"
"มหาวัฒนะ   , ยาแคปซูล","20","9","740","1,495.00"
"บำรุงน้ำนม (รพ.บ้านไผ่), ยาต้ม","20","19","20","2,500.00"
"ชาชงลาไพน์, ยาชง","20","7","20","2,260.00"
"พรายเลือดพรายลม, ยาต้ม","20","11","30","1,551.00"
"ขลู่, ยาชง","19","9","473","881.00"
"มัสคูล สเปรย์, ยาน้ำ","19","9","19","2,280.00"
"บรรเทาริดสีดวงทวาร (ร้านเกรียงไกรเภสัช), ยาแคปซูล","19","19","720","1,080.00"
"ตรีผลา/พิกัดตรีผลา, ยาต้ม","18","5","20","1,712.00"
"ผิดสำแดง, ยาต้ม","18","7","19","675.00"
"ตรีเกสรมาศ / พิกัดเกสรมาศ, ยาชง","18","0","1,699","1,033.04"
"ตำรับหญ้าขัดมอญ สูตร 1, ยาต้ม","18","4","19","760.00"
"ชลบาล์มแก้ปวด, ขี้ผึ้ง","17","17","17","357.00"
"ปถวีสมุฏฐาน, ยาต้ม","17","17","17","2,533.00"
"พอกเย็น, ยาน้ำแขวนตะกอน","16","6","21","420.00"
"บำรุงโลหิตเบอร์ 71, ยาเม็ด","16","7","720","1,725.00"
"สมุนไพรแช่เท้า, ยาต้ม","16","0","422","1,966.52"
"มธุรเมหะ (รพ.สมเด็จพระยุพราชสายบุรี), ยาต้ม","16","5","56","2,374.00"
"ตำรับยาสะเก็ดเงิน, ยาต้ม","16","11","30","5,520.00"
"กล่อมนางนอน, ยาแคปซูล","16","10","1,890","4,430.00"
"แก้อัมพฤกษ์ อัมพาตสูตร 1 (รพ.เทิง), ยาแคปซูล","15","15","750","1,500.00"
"เกษราธิคุณ/เกสราธิคุณ, ยาต้ม","15","0","930","4,802.13"
"ลดไขมันในเส้นเลือด สูตร 2, ยาแคปซูล","15","5","780","1,170.00"
"หอมชนิดผง ตราหินทอง, ยาผง","15","15","15","450.00"
"กระษัย, ยาแคปซูล","15","0","640","1,920.00"
"แก้อันตังพิการ , ยาแคปซูล","14","0","3,710","11,130.00"
"ถอนพิษไข้, ยาแคปซูล","14","11","315","315.00"
"แก้ลิ้นเป็นฝ้า, อื่นๆ","14","12","18","595.20"
"เซนน่า, ยาแคปซูล","14","13","280","417.00"
"ยาถ่าย สูตร 3, ยาผง","14","7","225","1,125.00"
"หอมแก้ลมวิงเวียน, ยาผง","13","10","56","419.50"
"แก้ริดสีดวงจมูก  , ยาแคปซูล","13","0","3,180","7,950.00"
"บำรุงเลือด (รพ.สรรคบุรี), ยาแคปซูล","13","0","1,140","2,445.00"
"ต้มแก้สรรพกุฏฐโรค, ยาต้ม","13","11","27","6,858.00"
"ฟอกโลหิต , ยาต้ม","12","0","41","9,881.00"
"ยาระบายส้มแขกชนิดเม็ด เครื่องหมายการค้าดอกว่าน, ยาเม็ด","12","12","203","433.00"
"มธุรเมหะ (รพ.พล), ยาแคปซูล","12","0","1,122","2,990.00"
"ยาดมทีเอฟดี, อื่นๆ","12","0","14","2,100.00"
"แคปซูลหญ้าหนวดแมว ตราธันยพรสมุนไพร, ยาแคปซูล","12","4","1,400","2,100.00"
"ประสะเปราะใหญ่, ยาแคปซูล","12","9","235","492.95"
"ผงชาพยัพเมฆ ตราลูกไก่คู่, ยาผง","12","0","1,353","4,490.40"
"บรรเทาอาการขัดเบา, ยาผง","12","12","16","656.00"
"อมบ้วนปากกานพลู, ยาน้ำ","11","5","13","325.00"
"บำรุงเลือด (รพ.เทิง), ยาแคปซูล","11","2","341","596.75"
"ธาตุน้ำขิง, ยาน้ำแขวนตะกอน","11","9","11","245.00"
"อมรสกานพลู, ยาลูกกลอน","11","10","17","370.00"
"แก้โรคเชื้อราที่เล็บ, ยาน้ำแขวนตะกอน","11","7","17","595.00"
"อาบสมุนไพร, ยาต้ม","11","1","28","1,450.00"
"บำรุงน้ำนมชนิดแคปซูล, ยาแคปซูล","11","1","472","1,062.00"
"ช้าพลู, ยาชง","11","10","51","3,315.00"
"แก้หทัยวาตะ, ยาแคปซูล","11","0","3,015","9,045.00"
"มหาหิงคุ์ศิริบัญชา ชนิดน้ำ, ยาน้ำ","11","8","5","55.00"
"ริดสีดวงทวาร, ยาต้ม","11","0","14","1,694.00"
"กานพลูผสมหญ้าดอกขาว, ยาน้ำ","10","7","20","582.00"
"พอกสมุนไพรสูตรเย็น, ยาผง","10","3","62","700.00"
"ยาถ่าย (รพ.พานทอง), ยาแคปซูล","10","7","200","277.90"
"ผสมกระเทียมสกัดชนิดเม็ดเครื่องหมายกการค้าขาวละออ, ยาเม็ด","10","0","980","2,450.00"
"ประสะน้ำนมเบอร์ 1 , ยาต้ม","9","8","12","360.00"
"ตำรับมะเร็ง, ยาต้ม","9","3","8","0.00"
"แก้ปวดเมื่อย (รพ.บ้านไผ่), ยาต้ม","9","0","9","1,242.00"
"โลวิเริม, ครีม","8","8","10","817.50"
"พอก สูตร 2, ยาพอก","8","3","33","1,947.00"
"แก้ไอ สูตร 1, ยาลูกกลอน","8","8","305","79.30"
"ระบายเบอร์ 9 , ยาแคปซูล","7","7","36","150.00"
"ริดสีดวงแคปซูล, ยาแคปซูล","7","7","123","330.00"
"ตำรับลูกใต้ใบ  , ยาต้ม","7","5","7","91.00"
"จิตรสว่าง , ยาต้ม","7","7","7","1,288.00"
"แก้ไข้ตราลีลา, ยาเม็ด","7","6","120","180.00"
"ใบหม่อน-ใบเตย, ยาชง","6","6","7","105.00"
"แคปซูลเถาวัลย์เปรียง ตราไทรทอง, ยาแคปซูล","6","5","120","180.00"
"บำรุงน้ำนม สูตรอภัยภูเบศร, ยาต้ม","6","0","26","2,600.00"
"ชากระตุ้นน้ำนม, ยาชง","6","5","300","600.00"
"ผสมเถาวัลย์เปรียง สูตรตำรับที่ ๑, ยาแคปซูล","6","4","170","255.00"
