"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","9,507","2,694","28.34","3,370","173","5.13","4,819","1,936","40.17","1,318","585","40.17","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","15,594","5,002","32.08","6,497","1,684","25.92","7,349","2,558","34.81","1,748","760","34.81","0","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","2,328","1,580","67.87","832","481","57.81","871","597","68.54","625","502","68.54","0","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","2,348","1,330","56.64","894","446","49.89","1,134","734","64.73","320","150","64.73","0","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","2,718","1,687","62.07","1,139","562","49.34","1,405","946","67.33","174","179","67.33","0","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","2,442","1,334","54.63","1,335","740","55.43","935","462","49.41","172","132","49.41","0","0","0.00"
"10870  :  โรงพยาบาลอรัญประเทศ","6,264","3,637","58.06","2,886","1,146","39.71","3,112","2,111","67.83","266","380","67.83","0","0","0.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","2,137","1,407","65.84","702","326","46.44","1,016","723","71.16","419","358","71.16","0","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","1,199","384","32.03","568","108","19.01","375","113","30.13","256","163","30.13","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","40,205","2,237","5.56","23,469","344","1.47","14,163","1,117","7.89","2,573","776","7.89","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","4,650","1,266","27.23","1,925","366","19.01","2,037","677","33.24","688","223","33.24","0","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","2,409","776","32.21","1,006","149","14.81","1,307","529","40.47","96","98","40.47","0","0","0.00"
"10873  :  โรงพยาบาลคง","1,989","678","34.09","731","131","17.92","974","446","45.79","284","101","45.79","0","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","1,662","300","18.05","670","111","16.57","683","130","19.03","309","59","19.03","0","0","0.00"
"10875  :  โรงพยาบาลจักราช","3,105","1,655","53.30","1,074","391","36.41","1,681","1,043","62.05","350","221","62.05","0","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","3,330","1,074","32.25","1,423","345","24.24","1,510","567","37.55","397","162","37.55","0","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","6,497","1,955","30.09","2,466","549","22.26","2,701","983","36.39","1,330","423","36.39","0","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","2,474","1,134","45.84","1,105","458","41.45","1,059","518","48.91","310","158","48.91","0","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","4,824","2,005","41.56","1,797","521","28.99","2,342","1,051","44.88","685","433","44.88","0","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","2,388","1,036","43.38","646","53","8.20","1,289","687","53.30","453","296","53.30","0","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","9,999","3,759","37.59","2,852","317","11.12","4,327","1,752","40.49","2,820","1,690","40.49","0","0","0.00"
"10882  :  โรงพยาบาลประทาย","3,414","1,478","43.29","1,232","227","18.43","1,697","888","52.33","485","363","52.33","0","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","3,877","1,526","39.36","1,574","501","31.83","1,837","832","45.29","466","193","45.29","0","0","0.00"
"10884  :  โรงพยาบาลพิมาย","7,646","2,352","30.76","3,177","495","15.58","3,269","1,245","38.09","1,200","612","38.09","0","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","3,014","1,193","39.58","1,065","249","23.38","1,273","503","39.51","676","441","39.51","0","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","3,402","973","28.60","1,237","202","16.33","1,392","486","34.91","773","285","34.91","0","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","5,754","3,596","62.50","1,731","906","52.34","2,860","1,963","68.64","1,163","727","68.64","0","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","1,322","651","49.24","504","209","41.47","550","299","54.36","268","143","54.36","0","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","5,968","2,948","49.40","2,950","1,375","46.61","2,382","1,259","52.85","636","314","52.85","0","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","12,040","4,391","36.47","5,459","2,096","38.40","5,208","1,738","33.37","1,373","557","33.37","0","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","2,294","744","32.43","772","83","10.75","1,168","505","43.24","354","156","43.24","0","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","1,338","545","40.73","434","83","19.12","614","263","42.83","290","199","42.83","0","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","1,693","552","32.60","603","108","17.91","777","327","42.08","313","117","42.08","0","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","557","161","28.90","40","17","42.50","517","144","27.85","0","0","27.85","0","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","1,754","135","7.70","1,325","62","4.68","429","73","17.02","0","0","17.02","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","759","236","31.09","283","36","12.72","324","149","45.99","152","51","45.99","0","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","1,019","474","46.52","315","88","27.94","523","258","49.33","181","128","49.33","0","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","5,424","3,252","59.96","3,126","2,172","69.48","1,757","822","46.78","541","258","46.78","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","1,255","1,098","87.49","554","428","77.26","514","488","94.94","187","182","94.94","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","30","3","10.00","20","1","5.00","5","1","20.00","5","1","20.00","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","2,395","390","16.28","1,168","90","7.71","1,111","260","23.40","116","40","23.40","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","112","112","100.00","19","19","100.00","70","70","100.00","23","23","100.00","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","897","256","28.54","644","146","22.67","253","110","43.48","0","0","43.48","0","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","10,964","2,669","24.34","4,195","921","21.95","4,393","1,202","27.36","2,376","546","27.36","0","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","10,662","2,853","26.76","4,314","946","21.93","5,143","1,522","29.59","1,205","385","29.59","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","1,197","503","42.02","506","168","33.20","546","252","46.15","145","83","46.15","0","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","734","401","54.63","196","52","26.53","406","249","61.33","132","100","61.33","0","0","0.00"
"27840  :  โรงพยาบาลสีดา","954","338","35.43","292","64","21.92","475","209","44.00","187","65","44.00","0","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","1,797","1,266","70.45","343","71","20.70","884","691","78.17","570","504","78.17","0","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","45,570","11,837","25.98","17,566","875","4.98","24,795","9,472","38.20","3,209","1,490","38.20","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","5,646","3,685","65.27","1,404","420","29.91","2,798","1,824","65.19","1,444","1,441","65.19","0","0","0.00"
"10896  :  โรงพยาบาลกระสัง","3,048","987","32.38","1,166","203","17.41","1,271","515","40.52","611","269","40.52","0","0","0.00"
"10897  :  โรงพยาบาลนางรอง","15,608","5,208","33.37","4,695","302","6.43","6,918","2,936","42.44","3,995","1,970","42.44","0","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","2,442","1,084","44.39","896","270","30.13","1,031","522","50.63","515","292","50.63","0","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","5,032","2,051","40.76","1,701","378","22.22","2,053","910","44.33","1,278","763","44.33","0","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","7,432","3,601","48.45","2,367","310","13.10","4,437","2,465","55.56","628","826","55.56","0","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","2,838","886","31.22","1,026","140","13.65","1,281","552","43.09","531","194","43.09","0","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","2,078","651","31.33","679","132","19.44","980","272","27.76","419","247","27.76","0","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","6,817","2,771","40.65","2,086","369","17.69","2,956","1,463","49.49","1,775","939","49.49","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","7,924","3,038","38.34","2,064","342","16.57","3,758","1,925","51.22","2,102","771","51.22","0","0","0.00"
"10906  :  โรงพยาบาลปะคำ","1,941","788","40.60","662","157","23.72","833","328","39.38","446","303","39.38","0","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","2,394","1,678","70.09","655","278","42.44","935","567","60.64","804","833","60.64","0","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","2,654","1,301","49.02","625","142","22.72","1,214","659","54.28","815","500","54.28","0","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","2,257","1,155","51.17","642","123","19.16","897","483","53.85","718","549","53.85","0","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","1,096","408","37.23","483","79","16.36","440","187","42.50","173","142","42.50","0","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","1,163","698","60.02","340","66","19.41","605","433","71.57","218","199","71.57","0","0","0.00"
"10912  :  โรงพยาบาลชำนิ","1,601","677","42.29","485","72","14.85","774","352","45.48","342","253","45.48","0","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","1,166","724","62.09","366","86","23.50","558","408","73.12","242","230","73.12","0","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","2,889","1,457","50.43","745","115","15.44","1,200","645","53.75","944","697","53.75","0","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","2,191","1,220","55.68","545","97","17.80","1,031","701","67.99","615","422","67.99","0","0","0.00"
"23578  :  โรงพยาบาลแคนดง","1,884","745","39.54","560","95","16.96","805","362","44.97","519","288","44.97","0","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","1,762","688","39.05","642","123","19.16","795","357","44.91","325","208","44.91","0","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","40,624","13,545","33.34","15,333","2,900","18.91","17,853","5,842","32.72","7,438","4,803","32.72","0","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","3,158","1,420","44.97","894","188","21.03","1,513","805","53.21","751","427","53.21","0","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","5,303","1,684","31.76","1,742","151","8.67","2,497","986","39.49","1,064","547","39.49","0","0","0.00"
"10917  :  โรงพยาบาลจอมพระ","2,552","1,036","40.60","883","230","26.05","1,414","644","45.54","255","162","45.54","0","0","0.00"
"10918  :  โรงพยาบาลปราสาท","10,294","4,226","41.05","4,402","931","21.15","5,892","3,295","55.92","0","0","55.92","0","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","3,800","2,765","72.76","1,099","739","67.24","1,485","1,098","73.94","1,216","928","73.94","0","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","6,180","2,010","32.52","2,134","470","22.02","2,818","1,028","36.48","1,228","512","36.48","0","0","0.00"
"10921  :  โรงพยาบาลสนม","1,638","940","57.39","684","121","17.69","681","551","80.91","273","268","80.91","0","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","11,181","3,158","28.24","4,672","725","15.52","5,215","1,736","33.29","1,294","697","33.29","0","0","0.00"
"10923  :  โรงพยาบาลสังขะ","7,967","2,676","33.59","3,972","1,219","30.69","3,473","1,104","31.79","522","353","31.79","0","0","0.00"
"10924  :  โรงพยาบาลลำดวน","6,309","3,936","62.39","3,302","944","28.59","2,364","1,936","81.90","643","1,056","81.90","0","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","2,893","1,362","47.08","882","199","22.56","1,453","783","53.89","558","380","53.89","0","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","2,233","605","27.09","737","67","9.09","1,012","379","37.45","484","159","37.45","0","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","267","75","28.09","83","0","0.00","140","64","45.71","44","11","45.71","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","2,715","1,347","49.61","804","193","24.00","1,284","774","60.28","627","380","60.28","0","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","2,242","1,092","48.71","835","202","24.19","1,003","678","67.60","404","212","67.60","0","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","2,007","1,860","92.68","756","648","85.71","1,059","942","88.95","192","270","88.95","0","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","2,066","816","39.50","648","92","14.20","993","488","49.14","425","236","49.14","0","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","29,209","4,727","16.18","13,723","2,552","18.60","10,079","1,359","13.48","5,407","816","13.48","0","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","2,667","2,280","85.49","512","85","16.60","1,505","1,404","93.29","650","791","93.29","0","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","4,395","1,595","36.29","1,624","360","22.17","1,902","732","38.49","869","503","38.49","0","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","9,548","4,321","45.26","5,786","2,778","48.01","3,762","1,543","41.02","0","0","41.02","0","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","5,452","1,777","32.59","2,429","626","25.77","2,328","738","31.70","695","413","31.70","0","0","0.00"
"10931  :  โรงพยาบาลไพรบึง","1,066","576","54.03","377","124","32.89","497","289","58.15","192","163","58.15","0","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","2,716","1,369","50.41","858","211","24.59","1,223","646","52.82","635","512","52.82","0","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","5,380","2,187","40.65","2,251","728","32.34","2,386","860","36.04","743","599","36.04","0","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","2,796","1,694","60.59","1,012","481","47.53","1,444","791","54.78","340","422","54.78","0","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","297","1,060","356.90","175","451","257.71","67","280","417.91","55","329","417.91","0","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","728","94","12.91","263","9","3.42","357","74","20.73","108","11","20.73","0","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","1,266","793","62.64","419","120","28.64","510","380","74.51","337","293","74.51","0","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","1,635","480","29.36","705","96","13.62","768","225","29.30","162","159","29.30","0","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","2,214","1,232","55.65","729","236","32.37","1,014","526","51.87","471","470","51.87","0","0","0.00"
"10940  :  โรงพยาบาลวังหิน","971","373","38.41","446","59","13.23","332","177","53.31","193","137","53.31","0","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","1,475","497","33.69","722","235","32.55","562","139","24.73","191","123","24.73","0","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","905","388","42.87","615","267","43.41","288","88","30.56","2","33","30.56","0","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","1,891","1,348","71.29","625","231","36.96","851","618","72.62","415","499","72.62","0","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","1,656","553","33.39","588","100","17.01","812","278","34.24","256","175","34.24","0","0","0.00"
"28014  :  โรงพยาบาลพยุห์","690","399","57.83","282","72","25.53","259","132","50.97","149","195","50.97","0","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","928","204","21.98","404","49","12.13","368","69","18.75","156","86","18.75","0","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","764","300","39.27","326","96","29.45","298","129","43.29","140","75","43.29","0","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","32,661","1,855","5.68","15,454","669","4.33","13,905","856","6.16","3,302","330","6.16","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","2,068","518","25.05","730","125","17.12","972","272","27.98","366","121","27.98","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","2,977","976","32.78","1,021","97","9.50","1,196","459","38.38","760","420","38.38","0","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","7,949","4,414","55.53","2,550","617","24.20","3,279","1,971","60.11","2,120","1,826","60.11","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","1,946","420","21.58","824","94","11.41","733","212","28.92","389","114","28.92","0","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","1,664","734","44.11","742","134","18.06","546","295","54.03","376","305","54.03","0","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","3,521","1,694","48.11","1,341","597","44.52","1,068","316","29.59","1,112","781","29.59","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","3,341","1,208","36.16","1,264","305","24.13","1,473","611","41.48","604","292","41.48","0","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","10,571","2,007","18.99","3,510","284","8.09","4,394","823","18.73","2,667","900","18.73","0","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","1,867","652","34.92","800","137","17.13","817","374","45.78","250","141","45.78","0","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","4,466","1,055","23.62","1,701","233","13.70","1,847","559","30.27","918","263","30.27","0","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","11,405","2,558","22.43","4,352","613","14.09","4,814","1,367","28.40","2,239","578","28.40","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","9,346","2,757","29.50","3,382","567","16.77","3,963","1,401","35.35","2,001","789","35.35","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","538","268","49.81","124","35","28.23","215","103","47.91","199","130","47.91","0","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","2,043","486","23.79","806","107","13.28","802","205","25.56","435","174","25.56","0","0","0.00"
"10959  :  โรงพยาบาลสำโรง","1,091","633","58.02","299","194","64.88","476","268","56.30","316","171","56.30","0","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","986","220","22.31","333","51","15.32","437","120","27.46","216","49","27.46","0","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","1,295","81","6.25","862","48","5.57","433","33","7.62","0","0","7.62","0","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","532","77","14.47","151","24","15.89","292","46","15.75","89","7","15.75","0","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","14,312","2,580","18.03","5,883","691","11.75","6,487","1,277","19.69","1,942","612","19.69","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","2,233","837","37.48","868","121","13.94","1,035","447","43.19","330","269","43.19","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","1,561","113","7.24","820","10","1.22","645","81","12.56","96","22","12.56","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","15,970","4,990","31.25","5,161","708","13.72","6,765","2,525","37.32","4,044","1,757","37.32","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","1,451","173","11.92","354","11","3.11","672","69","10.27","425","93","10.27","0","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","1,037","513","49.47","368","128","34.78","422","274","64.93","247","111","64.93","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","626","330","52.72","157","53","33.76","201","136","67.66","268","141","67.66","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","1,366","492","36.02","565","230","40.71","487","136","27.93","314","126","27.93","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","663","133","20.06","310","34","10.97","230","81","35.22","123","18","35.22","0","0","0.00"
"10701  :  โรงพยาบาลยโสธร","19,611","3,521","17.95","7,809","445","5.70","8,617","1,731","20.09","3,185","1,345","20.09","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","956","618","64.64","343","37","10.79","381","334","87.66","232","247","87.66","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","1,585","516","32.56","639","142","22.22","740","275","37.16","206","99","37.16","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","2,024","868","42.89","655","122","18.63","1,078","607","56.31","291","139","56.31","0","0","0.00"
"10966  :  โรงพยาบาลป่าติ้ว","1,610","348","21.61","718","55","7.66","602","207","34.39","290","86","34.39","0","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","1,874","597","31.86","672","90","13.39","802","362","45.14","400","145","45.14","0","0","0.00"
"10968  :  โรงพยาบาลค้อวัง","1,348","608","45.10","345","33","9.57","710","376","52.96","293","199","52.96","0","0","0.00"
"10969  :  โรงพยาบาลไทยเจริญ","878","198","22.55","393","35","8.91","485","163","33.61","0","0","33.61","0","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","6,407","1,458","22.76","2,064","179","8.67","2,829","849","30.01","1,514","430","30.01","0","0","0.00"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","547","200","36.56","175","39","22.29","231","105","45.45","141","56","45.45","0","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","30,492","9,895","32.45","10,097","1,615","15.99","13,888","5,320","38.31","6,507","2,960","38.31","0","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","816","779","95.47","376","95","25.27","438","599","136.76","2","85","136.76","0","0","0.00"
"10971  :  โรงพยาบาลคอนสวรรค์","1,945","1,165","59.90","524","103","19.66","1,146","871","76.00","275","191","76.00","0","0","0.00"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","3,908","1,015","25.97","1,421","169","11.89","1,739","540","31.05","748","306","31.05","0","0","0.00"
"10973  :  โรงพยาบาลหนองบัวแดง","3,708","1,558","42.02","1,698","335","19.73","1,830","923","50.44","180","300","50.44","0","0","0.00"
"10974  :  โรงพยาบาลจัตุรัส","4,043","2,810","69.50","1,073","398","37.09","2,016","1,458","72.32","954","954","72.32","0","0","0.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","1,885","499","26.47","492","38","7.72","918","316","34.42","475","145","34.42","0","0","0.00"
"10976  :  โรงพยาบาลหนองบัวระเหว","881","196","22.25","535","115","21.50","346","81","23.41","0","0","23.41","0","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","548","698","127.37","408","112","27.45","136","526","386.76","4","60","386.76","0","0","0.00"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","12,667","7,356","58.07","3,809","842","22.11","5,978","3,804","63.63","2,880","2,710","63.63","0","0","0.00"
"10979  :  โรงพยาบาลบ้านแท่น","1,753","616","35.14","581","70","12.05","755","381","50.46","417","165","50.46","0","0","0.00"
"10980  :  โรงพยาบาลแก้งคร้อ","3,080","1,342","43.57","1,593","460","28.88","1,312","638","48.63","175","244","48.63","0","0","0.00"
"10981  :  โรงพยาบาลคอนสาร","2,318","989","42.67","791","111","14.03","1,087","545","50.14","440","333","50.14","0","0","0.00"
"10982  :  โรงพยาบาลภักดีชุมพล","1,834","986","53.76","463","102","22.03","750","439","58.53","621","445","58.53","0","0","0.00"
"10983  :  โรงพยาบาลเนินสง่า","768","393","51.17","388","112","28.87","297","171","57.58","83","110","57.58","0","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","15,368","1,655","10.77","6,402","343","5.36","6,598","774","11.73","2,368","538","11.73","0","0","0.00"
"10985  :  โรงพยาบาลชานุมาน","1,279","438","34.25","495","113","22.83","554","195","35.20","230","130","35.20","0","0","0.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","1,799","539","29.96","664","109","16.42","748","260","34.76","387","170","34.76","0","0","0.00"
"10987  :  โรงพยาบาลพนา","1,588","786","49.50","395","67","16.96","676","315","46.60","517","404","46.60","0","0","0.00"
"10988  :  โรงพยาบาลเสนางคนิคม","1,775","773","43.55","609","162","26.60","751","372","49.53","415","239","49.53","0","0","0.00"
"10989  :  โรงพยาบาลหัวตะพาน","2,800","1,655","59.11","874","171","19.57","1,149","559","48.65","777","925","48.65","0","0","0.00"
"10990  :  โรงพยาบาลลืออำนาจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11040  :  โรงพยาบาลบึงกาฬ","8,735","2,540","29.08","3,763","940","24.98","3,555","961","27.03","1,417","639","27.03","0","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","2,432","1,195","49.14","701","186","26.53","1,220","725","59.43","511","284","59.43","0","0","0.00"
"11043  :  โรงพยาบาลโซ่พิสัย","6,966","1,031","14.80","2,903","351","12.09","2,764","457","16.53","1,299","223","16.53","0","0","0.00"
"11046  :  โรงพยาบาลเซกา","4,522","2,035","45.00","1,668","583","34.95","1,834","982","53.54","1,020","470","53.54","0","0","0.00"
"11047  :  โรงพยาบาลปากคาด","2,118","1,044","49.29","710","166","23.38","1,041","596","57.25","367","282","57.25","0","0","0.00"
"11048  :  โรงพยาบาลบึงโขงหลง","2,436","1,221","50.12","768","198","25.78","1,074","672","62.57","594","351","62.57","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","1,924","869","45.17","617","158","25.61","974","486","49.90","333","225","49.90","0","0","0.00"
"11050  :  โรงพยาบาลบุ่งคล้า","610","446","73.11","314","171","54.46","296","275","92.91","0","0","92.91","0","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","9,951","3,050","30.65","3,949","468","11.85","5,238","1,991","38.01","764","591","38.01","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","466","791","169.74","168","217","129.17","211","395","187.20","87","179","187.20","0","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","630","571","90.63","325","194","59.69","276","284","102.90","29","93","102.90","0","0","0.00"
