"ชื่อยาสมุนไพร","จำนวนจ่ายรวมทุกสิทธิ(ครั้ง)","จำนวนจ่ายรวมสิทธิ UC(ครั้ง)","จำนวนที่จ่ายรวมทุกสิทธิ(หน่วยนับ)","มูลค่ารวมทุกสิทธิ(บาท)"
"ผสมโคคลาน สูตรตำรับที่ 3, ยาต้ม","77","65","999","13,573.20"
"ตรีเกสรมาศ / พิกัดเกสรมาศ, ยาชง","75","0","115","3,630.00"
"แก้ทรางตานขโมย, อื่นๆ","75","69","1,540","5,760.00"
"แก้กษัยสูตร 1 , ยาต้ม","71","49","1,930","1,930.00"
"วาโย 6, ยาแคปซูล","71","0","399","9,015.00"
"กษัยเบอร์ 50, ยาแคปซูล","66","40","2,888","2,021.60"
"กษัยเบอร์ 2, ยาแคปซูล","65","52","2,423","2,423.00"
"ทิพย์โอสถ, ยาลูกกลอน","64","26","115","9,200.00"
"บำรุงเลือด (รพ.ห้วยยอด), ยาลูกกลอน","64","61","425","3,213.00"
"ฝรั่ง, ยาน้ำ","63","45","92","299.50"
"ยาระบายชนิดน้ำผสมฝักคูณ, ยาน้ำ","61","45","87","5,923.00"
"มหาจักรใหญ่, ยาผง","60","34","1,434","2,868.00"
"แคปซูลขิง ตราช่อเขียวมะกอก, ยาแคปซูล","60","51","803","7,030.00"
"ตำรับบัวบก, ยาลูกกลอน","59","43","88","6,300.90"
"แคปซูลผสมหญ้าปักกิ่ง ตราพระอินทร์, ยาแคปซูล","57","27","3,184","6,640.00"
"น้ำมันมะพร้าว, ยาเข้าน้ำมัน","55","9","56","9,120.00"
"ยาต้มเบาหวาน ตำรับที่ 1, ยาต้ม","54","43","48","7,680.00"
"แก้อัมพฤกษ์ อัมพาต(กาบเชิง), ยาผง","54","23","82","3,965.00"
"หอมเบอร์ 24, ยาแคปซูล","54","41","3,993","11,979.00"
"ข่า, เจล","52","47","76","1,635.00"
"ทศเบญจกูล  , ยาแคปซูล","50","46","2,320","2,740.80"
"ตำรับเบาหวาน, ยาแคปซูล","49","27","1,068","6,260.00"
"หลังคลอด (รพ.พิษณูโลก), ยาผง","48","22","48","1,860.00"
"หอมเบอร์ 20 , ยาแคปซูล","46","28","2,231","2,637.00"
"บำรุงเลือด (รพ.พนัสนิคม), ยาแคปซูล","46","38","46","3,780.00"
"ยาทาสะเก็ดเงิน, ขี้ผึ้ง","44","0","153","9,180.00"
"หม่องน้ำมันว่าน, ขี้ผึ้ง","42","39","55","3,136.42"
"ประสะน้ำนม, ยาต้ม","41","26","75","3,750.00"
"พอกสมุนไพร, ยาพอก","39","0","71","3,550.00"
"พอนส์ทั่ม, ยาแคปซูล","39","23","1,194","2,034.00"
"ยาถ่าย (รพ.ห้วยพูล), ยาแคปซูล","38","28","790","790.00"
"ว่านลิง/ฮว่านง็อก
, ยาแคปซูล","38","0","60","21,000.00"
"ขับลมเบอร์ 39, ยาแคปซูล","38","25","3,081","3,697.20"
"แคปซูลส้มแขก, ยาแคปซูล","36","25","1,882","2,823.00"
"น้ำมันคลายกล้ามเนื้อ, ยาเข้าน้ำมัน","36","36","36","2,160.00"
"สมุนไพรคำฝอย โกฐหัวบัว, ยาชง","36","34","58","1,260.00"
"แก้มุตตังพิการ(รพ.กุดชุม), ยาต้ม","36","30","35","2,743.00"
"ระบายเบอร์ 9 , ยาเม็ด","36","36","730","730.00"
"ประสะน้ำนม 1, ยาเม็ด","34","16","180","3,600.00"
"น้ำมันสะเก็ดเงิน, ยาเข้าน้ำมัน","34","7","289","206,833.00"
"สเปรย์ตะไคร้หอม, ยาน้ำ","33","12","51","4,021.59"
"ขี้ผึ้งผสมพญายอ, ขี้ผึ้ง","33","19","33","1,796.50"
"ผสมเถาวัลย์เปรียง สูตรตำรับที่ ๒, ยาแคปซูล","32","31","32","2,400.00"
"ธาตุสมดุลย์, ยาผง","32","32","32","1,600.00"
"ยาถ่าย (รพ.พนัสนิคม), ยาแคปซูล","31","13","52","4,160.00"
"แคปซูลมะระขี้นก, ยาแคปซูล","31","0","1,347","2,694.00"
"ตำรับข่อย, ยาลูกกลอน","30","27","34","987.50"
"โคเพนครีม, ครีม","28","24","39","1,950.50"
"แคปซูลขับลมบำรุงธาตุ, ยาแคปซูล","28","21","473","612.58"
"มะรุมสกัดชนิดเม็ดเครื่องหมายการค้าขาวละออ, ยาเม็ด","28","6","2,680","4,522.00"
"ตรีธาตุ, ยาแคปซูล","27","11","29","1,500.00"
"น้ำนมราชสีห์, ยาต้ม","27","0","69","2,865.00"
"ประสะเจตพังคี, ยาแคปซูล","26","6","972","486.00"
"ยาน้ำสะเก็ดเงิน, ยาน้ำ","26","0","54","3,060.00"
"การ์ซิดีน, ยาน้ำ","25","13","38","1,608.00"
"แก้พยาธิผิวหนัง , ยาเข้าน้ำมัน","25","3","28","2,182.60"
"น้ำมันว่าน (รพ.ละงู), ยาเข้าน้ำมัน","23","21","23","674.80"
"แคปซูลสมุนไพรผสมเพชรสังฆาต, ยาแคปซูล","23","10","780","1,157.50"
"วิสัมพญาใหญ่, ยาลูกกลอน","23","10","1,110","1,042.50"
"ชงกระเจี๊ยบ, ยาชง","22","15","98","500.00"
"ตำรับหญ้าหนวดแมว สูตร 2, ยาต้ม","22","20","32","423.00"
"บรรเทาไอขับเสมหะ, ยาชง","22","15","22","330.00"
"แคปซูลกระชายดำ, ยาแคปซูล","22","6","1,480","1,795.00"
"กระชาย, ยาแคปซูล","21","15","49","1,605.00"
"ขับลมเบอร์ 11, ยาผง","21","15","1,297","1,297.00"
"แคปซิลเจล , เจล","21","19","21","1,680.00"
"แก้ปวดเมื่อย สูตรอภัยภูเบศร, ยาต้ม","21","15","21","10,500.00"
"ขับลม, ยาน้ำ","20","19","26","1,144.00"
"หม่องสมุนไพร ตราไอยรา, ขี้ผึ้ง","20","19","20","500.00"
"ยาต้มสะเก็ดเงิน, ยาต้ม","20","0","37","6,660.00"
"บำรุงเลือด (สถาบันวิจัยการแพทย์แผนไทย), ยาแคปซูล","19","9","1,655","2,403.00"
"ขับลมเบอร์ 2, อื่นๆ","19","16","22","660.00"
"มหานิลแท่งทอง, ยาเม็ด","18","18","599","659.00"
"ลดไข้เบอร์ 1, ยาเม็ด","18","15","442","8,394.20"
"ลม เบอร์ 66, ยาแคปซูล","17","9","2,304","1,152.00"
"ริดสีดวงแคปซูล, ยาแคปซูล","17","17","510","765.00"
"มธุรเมหะ (อายุรเวทศิริราช), ยาแคปซูล","17","4","1,060","1,272.00"
"กษัยเบอร์ 1, ยาแคปซูล","17","11","934","26,754.00"
"บอระเพ็ดพุงช้าง, ยาแคปซูล","16","6","160","1,744.00"
"แคปซูลชุมเห็ดเทศ ตราช่อเขียวมะกอก, ยาแคปซูล","15","12","30","738.00"
"ยาดมสมุนไพร, ยาดม","15","0","24","600.00"
"บรรเทาริดสีดวงทวาร (รพ.พล), ยาแคปซูล","14","10","1,480","1,480.00"
"ชลบาล์มแก้ปวด, ขี้ผึ้ง","14","14","14","126.00"
"น้ำมันไพลมะกรูด, ยาเข้าน้ำมัน","14","2","18","1,944.00"
"หม่องสมุนไพรวังพรมตราหมอเฉลิม, ขี้ผึ้ง","14","10","14","742.00"
"บำรุงโลหิตเบอร์ 43, ยาแคปซูล","13","4","580","696.00"
"กวาดสมานลิ้นขาวละออเภสัช ชนิดผง, ยาผง","13","12","22","162.70"
"น้ำมันสมุนไพร, ยาเข้าน้ำมัน","13","13","13","3,435.00"
"แก้ร้อนใน, อื่นๆ","12","6","30","785.00"
"ทับทิม, ยาชง","11","6","97","776.00"
"แก้ไอมะขามป้อม ตราอภัยภูเบศร สูตร 2, ยาลูกกลอน","11","2","12","420.00"
"บำรุงเลือด, ยาต้ม","11","0","11","5,500.00"
"เจลผสมพญายอ ตราไตรแว็ก, เจล","11","11","11","802.00"
"ตำรับหญ้าขัดมอญ สูตร 1, ยาต้ม","10","10","33","975.00"
"กวาดสมานลิ้นขาวละออเภสัช ชนิดเม็ด, ยาเม็ด","10","10","14","86.20"
"แคปซูลผสมเพชรสังฆาต ตราปาริฉัตร, ยาแคปซูล","9","8","300","384.00"
"ขมเม็ดน้ำเต้าทอง, ยาเม็ด","9","9","160","200.00"
"ตำรับลูกใต้ใบ  , ยาต้ม","8","6","9","117.00"
"ประคบใบหน้า/เต้านม, ยาประคบ","8","0","14","710.00"
"ขมิ้นอ้อย, ยาแคปซูล","7","0","7","490.00"
"ชงสมุนไพรผสมช้าพลู, ยาผง","6","0","17","1,274.00"
"แก้โรคโลหิตระดู  , ยาต้ม","6","6","6","240.00"
"อาบสมุนไพร, ยาต้ม","6","0","12","780.00"
"แก้ไข้บอระเพ็ด แคปซูล, ยาแคปซูล","6","5","25","95.00"
"ริดสีดวงทวารแคปซูล สูตร 1, ยาแคปซูล","6","6","150","3,900.00"
"เบญจอำมฤตย์ , ยาแคปซูล","6","3","218","1,526.00"
"บรรเทาริดสีดวงทวาร ชนิดแคปซูล, ยาแคปซูล","6","6","273","715.20"
"ตำรับมะเร็ง, ยาต้ม","6","0","6","0.00"
"กวาดสมานลิ้น(ยาสามัญประจำบ้าน), ยาผง","5","4","10","72.00"
"แก้ไข้ตราลีลา, ยาเม็ด","5","4","110","325.00"
"บำรุงโลหิตเบอร์ 71, ยาแคปซูล","5","4","436","218.00"
"ถ่ายดีเกลือฝรั่ง , ยาแคปซูล","4","0","122","180.00"
"ยาดมสมุนไพร เมืองศรีภูมิ, ยาดม","4","0","14","280.00"
"มธุรเมหะ (รพ.กาบเชิง), ยาต้ม","4","4","6","300.00"
"สามว่าน, ยาต้ม","4","4","4","164.00"
"คลายเส้น (รพ.กุดชุม), ยาลูกกลอน","4","3","143","143.00"
"แก้เส้นพิการ, ยาเข้าน้ำมัน","4","3","5","100.00"
"แก้ท้องเสียเบอร์ 6, ยาแคปซูล","4","2","304","152.00"
"แคปซูลหญ้าปักกิ่ง ตราธงทอง, ยาแคปซูล","3","0","135","270.00"
"หนุมานประสานกาย, ยาแคปซูล","3","0","121","241.00"
"ขับพิษสูตร 2, ยาผง","3","3","3","225.00"
"แคปซูลผสมมะรุม, ยาแคปซูล","3","3","300","600.00"
"แก้ปวดเมื่อย, ยาต้ม","3","0","5","125.00"
"ประสะน้ำนมเบอร์ 1 , ยาต้ม","3","2","180","180.00"
"ถอนพิษประดง, ยาผง","2","2","20","70.00"
"แคปซูลอบเชย ตราธันยพรสมุนไพร, ยาแคปซูล","2","0","3","275.00"
"บำรุงน้ำนม สูตรอภัยภูเบศร, ยาต้ม","2","2","4","240.00"
"ทิงเจอร์พญายอ, ทิงเจอร์","2","1","2","24.00"
"บรรเทาริดสีดวงทวาร สูตร 1 , ยาแคปซูล","1","1","30","45.00"
"แคปซูลเพชรสังฆาต ตราธันยพรสมุนไพร, ยาแคปซูล","1","1","20","16.00"
"หลังคลอด (รพ.กาบเชิง), ยาต้ม","1","0","1","40.00"
"บำรุงกำลัง สูตรอภัยภูเบศร, ยาต้ม","1","0","1","500.00"
"แคปซูลขมิ้นเครือ, ยาแคปซูล","1","1","20","40.00"
"เขียวหอมใหญ่, ยาผง","1","0","1","45.00"
"บรรเทาริดสีดวงทวาร สูตร 2, ยาแคปซูล","1","1","30","45.00"
"ขับพิษเบอร์ 1 , ยาแคปซูล","1","1","20","30.00"
"ผงสมุนไพรป้ายปาก ตราคาโนโลน, ยาผง","1","1","2","0.00"
"บำรุงเลือด (รพ.กาบเชิง), ยาต้ม","1","1","1","70.00"
"หลังคลอด, ยาต้ม","1","1","1","30.00"
"บรรเทาริดสีดวงทวาร (รพ.สูงเนิน), ยาลูกกลอน","1","1","1","80.00"
"พนาเพรียว , ยาแคปซูล","1","0","200","260.00"
"น้ำมันไพลในน้ำมันงา, ยาเข้าน้ำมัน","1","1","1","100.00"
"แคปซี บาล์ม, ขี้ผึ้ง","0","0","0","0.00"
"บำรุงน้ำนม, ยาต้ม","0","0","0","0.00"
"ตำรับโลดทะนงแดง  , ยาผง","0","0","0","0.00"
"อภัยสาลี, ยาลูกกลอน","0","0","0","0.00"
"แคปซูลว่านชักมดลูก พริน , ยาแคปซูล","0","0","0","0.00"
