"ชื่อยาสมุนไพร","จำนวนจ่ายรวมทุกสิทธิ(ครั้ง)","จำนวนจ่ายรวมสิทธิ UC(ครั้ง)","จำนวนที่จ่ายรวมทุกสิทธิ(หน่วยนับ)","มูลค่ารวมทุกสิทธิ(บาท)"
"ดมส้มมือจรุงจิต ตรามงกุฎพญานาคคู่, ยาผง","558","516","558","16,740.00"
"หลังคลอด (รพ.กาบเชิง), ยาต้ม","556","416","789","78,258.00"
"อมผสมมะแว้งรสบ๊วย ตราไอยรา, ยาเม็ด","550","348","770","7,388.34"
"ยาผสมหมามุ่ย, ยาแคปซูล","548","0","122,580","306,450.00"
"แอนดิแลค, ยาแคปซูล","542","469","19,817","33,405.00"
"ผสมเพชรสังฆาตสูตรตำรับที่ 1, ยาแคปซูล","534","331","23,664","33,880.50"
"ลมปะกัง, ยาต้ม","530","56","653","40,362.00"
"แคปซูลผสมเพชรสังฆาต, ยาแคปซูล","525","278","21,552","53,076.50"
"ตำรับมะระรวม  , ยาแคปซูล","515","415","11,739","24,288.75"
"หอมหทัยทิพย์, ยาผง","497","6","2,224","95,632.00"
"แก้แพ้อากาศ, ยาลูกกลอน","495","337","34,683","37,694.75"
"พนาเพรียว , ยาแคปซูล","489","290","9,414","14,121.00"
"ครีมพริกไพล, ครีม","484","362","558","11,235.00"
"ตำรับชุมเห็ดเทศ, ยาชง","482","432","1,046","19,620.09"
"ภูมิชีวา  , ยาแคปซูล","475","1","102,315","102,315.00"
"มธุรเมหะ (รพ.บางกระทุ่ม), ยาชง","466","0","1,935","58,050.00"
"มะรุม/ผักอีสุม, ยาแคปซูล","466","8","981","83,940.00"
"แก้กษัย, ยาแคปซูล","462","417","15,834","42,334.00"
"ประสะน้ำนม ตราห้วยเฮิร์บ, ยาแคปซูล","443","374","10,619","15,799.00"
"น้ำมันไพลขมิ้น, ยาเข้าน้ำมัน","442","151","2,973","33,642.10"
"ขับลมเบอร์ 2, อื่นๆ","432","270","549","38,205.00"
"อภัยสาลี, ยาลูกกลอน","429","250","20,626","46,075.70"
"แคปซูลผสมเพชรสังฆาต ตราปาริฉัตร, ยาแคปซูล","426","281","11,698","65,328.00"
"บรรเทาริดสีดวงทวาร ชนิดแคปซูล, ยาแคปซูล","423","329","11,714","22,579.00"
"แคปซูลหญ้าปักกิ่ง, ยาแคปซูล","420","272","8,314","224,714.90"
"ยาถ่าย (รพ.ห้วยพูล), ยาแคปซูล","418","217","3,160","57,945.00"
"แก้กษัยแคปซูลสูตร 1, ยาแคปซูล","417","285","5,103","18,870.00"
"ทองพันชั่ง, ยาชง","409","369","792","6,274.00"
"ตำรับตะแบกป่า , ยาต้ม","399","140","3,713","26,459.50"
"แก้ไอตราเอ็มบาซิน, ยาน้ำ","397","355","509","13,995.00"
"น้ำมันพริกไพล, ยาเข้าน้ำมัน","396","322","412","17,922.00"
"บำรุงสมองกลีบบัวแดง, ยาแคปซูล","388","60","882","88,200.00"
"ผสมมะขามแขก, ยาแคปซูล","387","370","6,689","13,436.75"
"มหาจักรใหญ่, ยาแคปซูล","386","3","32,874","34,482.65"
"ครีมไพล-ไพล ตราไทรทอง, ครีม","383","294","396","17,493.50"
"ประสะน้ำนม (บริษัทพาราฟาร์มาซูติคอล จำกัด), ยาเม็ด","382","277","7,517","20,745.80"
"ดองมะกรูด แผนไทย, ยาน้ำ","379","0","1,450","130,500.00"
"ประสะเจตพังคี, ยาผง","366","189","15,844","25,760.82"
"แก้ไอมะขาม , ยาน้ำ","362","187","565","13,328.00"
"ยาธาตุชนิดแคปซูล ร้านเจริญสุขกรุ๊ป, ยาแคปซูล","358","314","16,126","38,147.25"
"ผสมโคคลาน สูตรตำรับที่ ๓, ยาต้ม","356","22","359","18,213.00"
"พระขรรค์ชัย, ยาลูกกลอน","355","4","41,160","267,540.00"
"น้ำมันมะกอก, ยาเข้าน้ำมัน","353","313","4,886","27,122.96"
"เฮโมลอน, ยาแคปซูล","350","221","12,904","20,310.90"
"ชะเอมเทศ, ยาชง","350","310","7,059","8,484.60"
"หม่องไพล/บาล์มไพล/ไพลบาล์ม/ขี้ผึ้งไพล, ขี้ผึ้ง","348","102","356","8,561.80"
"ผสมถั่วเหลือง, ยาแคปซูล","347","268","23,719","35,857.50"
"คลายเส้น, ยาแคปซูล","342","110","30,570","99,352.50"
"แก้ไข้หวัด, ยาแคปซูล","339","262","7,733","12,920.50"
"หม่องสูตรไพล ตราบี-บาล์ม, ขี้ผึ้ง","331","187","454","22,222.00"
"แคปซูลหญ้าปักกิ่ง ตราธงทอง, ยาแคปซูล","330","78","20,191","63,924.78"
"ตำรับกษัยเส้น, ยาต้ม","322","0","24,855","15,612.66"
"ดมสมุนไพร, ยาดม","316","243","335","11,205.00"
"อมหญ้าดอกขาว, ยาลูกกลอน","312","263","599","14,905.00"
"หม่องสมุนไพร หนองฉางบาล์ม, ขี้ผึ้ง","312","1","1,561","34,162.00"
"สตรีลูกกลอน, ยาลูกกลอน","308","253","43,985","19,816.79"
"แก้ไข้(รพ.ราชสาส์น), ยาแคปซูล","302","268","5,998","9,903.00"
"บรรเทาริดสีดวงทวาร (รพ.ห้วยยอด), ยาลูกกลอน","298","187","48,981","58,031.50"
"แก้ลมแก้เส้น, ยาผง","281","98","5,029","61,877.00"
"ขี้ผึ้งเสลดพังพอนตราบักส์, ขี้ผึ้ง","278","210","297","7,873.50"
"ธาตุผสมอบเชย, ยาน้ำ","278","107","426","12,981.90"
"หม่องสมุนไพรวังพรมตราหมอเฉลิม, ขี้ผึ้ง","275","206","280","17,217.00"
"แคปซูลอบเชย ตราธงทอง, ยาแคปซูล","273","145","2,381","15,154.50"
"น้ำแก้ไอผสมมะขามป้อม แสงสว่างตราค้างคาว, ยาน้ำ","270","151","378","7,419.00"
"แคปซูลบำรุงน้ำนม, ยาแคปซูล","264","136","14,771","36,604.75"
"อมแก้ไอมะแว้ง, ยาลูกกลอน","260","232","388","5,248.00"
"แก้พัทธะปิตตะ , ยาต้ม","260","2","1,253","446,068.00"
"ระย่อมลมสูง, ยาแคปซูล","258","60","735","88,200.00"
"ผสมเถาวัลย์เปรียง สูตรตำรับที่ ๒, ยาแคปซูล","256","251","4,949","5,848.50"
"แก้ไอผสมมาลัคคา, ยาน้ำ","254","134","361","4,461.75"
"คลายกล้ามเนื้อ, ยาต้ม","252","47","462","22,980.00"
"แฮงคนชาย, ยาแคปซูล","249","23","806","120,900.00"
"พอนส์ทั่ม, ยาแคปซูล","247","203","9,243","12,382.50"
"ยาถ่าย, ยาเม็ด","244","235","4,630","4,892.65"
"ประสะน้ำนม 1, ยาแคปซูล","241","123","7,530","16,586.00"
"แคปซูลบัวบก, ยาแคปซูล","235","130","6,560","6,560.00"
"แคปซูลผสมหญ้าปักกิ่ง ตราพระอินทร์, ยาแคปซูล","233","199","5,707","11,500.70"
"ผสมเถาวัลย์เปรียง, ยาแคปซูล","232","197","4,421","7,464.00"
"ขับลมเบอร์ 1    , ยาแคปซูล","231","167","8,476","20,191.40"
"กษัยเส้นแสงสว่างตราค้างคาว, ยาแคปซูล","230","152","8,638","17,276.00"
"ริดสีดวงทวารแคปซูล สูตร 2, ยาแคปซูล","229","189","13,277","23,026.00"
"บำรุงน้ำนม (รพ.ขุนหาญ), ยาต้ม","222","33","347","23,710.00"
"มหานิลแท่งทอง, ยาผง","219","0","23,480","12,087.48"
"บรรเทาริดสีดวงทวาร , ยาเม็ด","218","106","12,047","24,320.00"
"แก้โรคผิวหนัง ตำรับที่ 2, ยาน้ำ","214","8","1,236","75,396.00"
"ขลู่, ยาชง","212","175","3,662","4,580.00"
"แก้ปิหกังพิการ, ยาแคปซูล","208","0","55,097","137,742.50"
"ยาระบาย ตราพรีราน่า, ยาแคปซูล","206","185","2,275","20,520.00"
"พอก สูตร 1, ยาพอก","197","13","282","13,828.00"
"กำจัดเหา, ยาน้ำแขวนตะกอน","197","189","217","9,026.00"
"หญ้าลูกใต้ใบ, ยาชง","196","104","7,436","12,230.55"
"ยาระบายชนิดน้ำผสมฝักคูณ, ยาน้ำ","194","82","533","18,675.00"
"พอกดองดึง, ยาน้ำ","189","147","788","19,700.00"
"เสริมภูมิลูกกลอน, ยาลูกกลอน","180","148","12,650","9,023.32"
"กวาดสมานลิ้นขาวละออเภสัช ชนิดผง, ยาผง","178","158","211","1,487.70"
"อายุวัฒนะ, ยาลูกกลอน","177","100","8,472","12,053.00"
"ยาอมบ้วนปากอดบุหรี่ ตราห้วยเฮิร์บ, ยาน้ำ","174","107","312","11,696.51"
"หลังคลอด (รพ.เอราวัณ), ยาต้ม","170","165","180","7,200.00"
"แคปซูลขิง ตราช่อเขียวมะกอก, ยาแคปซูล","170","152","3,502","7,285.84"
"กลีเซอรีนว่านตีนตะขาบ, ทิงเจอร์","169","47","191","12,385.00"
"ผสมโคคลาน สูตรตำรับที่ ๑ , ยาต้ม","168","98","170","11,900.00"
"เพกา, ยาแคปซูล","167","29","899","41,215.20"
"ขี้ผึ้งผสมพญายอ, ขี้ผึ้ง","166","58","181","6,555.00"
"น้ำมันสมุนไพร, ยาเข้าน้ำมัน","163","152","3,226","7,150.00"
"อมแก้ไอผสมมะขามป้อม, ยาเม็ด","161","138","169","2,788.50"
"บำรุงเลือด (รพ.บ้านนา), ยาแคปซูล","160","14","325","40,535.00"
"ลูกใต้ใบ เครื่องหมายการค้าดอกว่าน, ยาเม็ด","160","101","46,244","90,427.00"
"พอกเข่า, ยาพอก","159","85","183","10,674.00"
"แก้ประจำเดือนจะหมด, ยาแคปซูล","154","14","426","42,600.00"
"หม่องฟ้าทะลายโจร, ขี้ผึ้ง","152","0","286","9,850.00"
"เหงือกปลาหมอ, ยาแคปซูล","151","96","386","8,535.50"
"หญ้ายุ่ม/หญ้าฮี๋ยุ่ม, ยาแคปซูล","150","30","393","70,740.00"
"บรรเทาริดสีดวงทวาร (รพ.เทิง), ยาแคปซูล","150","136","5,955","8,737.50"
"เทพรังษี  , ยาต้ม","149","7","710","274,040.00"
"แคปซูลกระชายดำ, ยาแคปซูล","149","92","5,082","9,674.60"
"แก้ยกนังพิการสูตร 1 , ยาลูกกลอน","148","1","48,260","313,690.00"
"น้ำแก้ไอผสมมะขามป้อม, ยาน้ำ","143","126","151","1,850.00"
"ชงผสมมะขามป้อม ตราธงทอง, ยาชง","142","125","297","2,487.00"
"แก้น้ำนมพิการ(รพ.กุดชุม), ยาผง","139","101","449","4,715.00"
"ผสมเพชรสังฆาต สูตรตำรับที่ ๒, ยาแคปซูล","136","103","3,819","6,982.50"
"น้ำมันทาถูนวด , ยาเข้าน้ำมัน","135","123","136","6,960.00"
"ยาทาสะเก็ดเงิน, ขี้ผึ้ง","134","86","545","31,020.00"
"วาโย 6, ยาแคปซูล","131","29","1,406","13,946.00"
"แคปซูลส้มแขก, ยาแคปซูล","129","125","1,630","3,310.00"
"ตำรับเถาเลือดแรด, ยาแคปซูล","129","73","2,585","4,137.50"
"ขี้ผึ้งตราโอสถทิพย์, ขี้ผึ้ง","129","116","129","5,950.00"
"นมนาง, ยาต้ม","126","0","962","19,517.00"
"หลังคลอด, ยาต้ม","126","95","188","26,500.00"
"ขับพิษสูตร 2, ยาผง","124","102","133","4,466.00"
"ประสะน้ำนม, ยาต้ม","118","64","258","12,660.00"
"ยาน้ำสะเก็ดเงิน, ยาน้ำ","118","83","371","21,900.00"
"แก้ท้องเสีย, อื่นๆ","117","104","586","1,424.50"
"กานพลู, อื่นๆ","116","73","154","2,325.26"
"อัมรินทร์, ยาแคปซูล","114","91","4,060","4,704.90"
"ทารักษาแผลในปาก, เจล","114","69","276","1,959.00"
"แคปซูลขับลมบำรุงธาตุ, ยาแคปซูล","113","100","3,141","3,850.30"
"ขมิ้นชัน-มะขามป้อม, ยาแคปซูล","111","9","401","36,090.00"
"สเปรย์หญ้าดอกขาว, ยาน้ำ","110","85","141","9,693.00"
"ย่านางแดง, ยาชง","110","61","1,012","3,472.00"
"แคปซูลขี้เหล็ก, ยาแคปซูล","109","99","852","14,204.20"
"ขับลม, ยาน้ำ","107","101","263","2,479.50"
"แช่เท้าสมุนไพร, ยาแช่","107","72","107","3,210.00"
"วรรณฉวี , ยาต้ม","104","8","590","162,840.00"
"อมแก้ไอมะขามป้อม, ยาลูกกลอน","102","68","124","1,612.00"
"ยาดมโบราณ, ยาดม","102","92","108","1,388.00"
"ทาพระเส้น, ครีม","97","30","129","6,140.00"
"แก้โรคผิวหนัง ตำรับที่ 1, ยาแคปซูล","97","0","29,840","74,600.00"
"กานพลูผสมหญ้าดอกขาว, ยาน้ำ","96","69","143","7,465.00"
"แก้เริม งูสวัด /แก้เริม งูสวัด สุกใส, ยาน้ำ","96","61","118","5,142.60"
"ยาระบายส้มแขกชนิดเม็ด เครื่องหมายการค้าดอกว่าน, ยาเม็ด","93","84","2,286","3,933.50"
"คลายเส้น (รพ.ห้วยทับทัน), ยาต้ม","92","83","92","5,784.00"
"ทาริดสีดวงทวารหนักและโรคผิวหนัง, ยาผง","92","40","1,536","41,913.00"
"แก้ไอผสมมะแว้ง ตราวังหลัง, ยาน้ำ","92","76","94","816.00"
"เบญจอำมฤตย์ , ยาแคปซูล","92","27","7,264","39,759.00"
"กวาดสมานลิ้นขาวละออเภสัช ชนิดเม็ด, ยาเม็ด","90","82","145","882.67"
"บรรเทาริดสีดวงทวาร (รพ.พล), ยาแคปซูล","89","63","3,497","5,211.00"
"ผงโยคี ของบริษัทโยคี (1997) จำกัด, ยาผง","88","0","4,767","3,039.18"
"ผิดสำแดง, ยาต้ม","87","79","93","1,883.50"
"แก้ผื่นคัน/แก้ผื่นคันน้ำเหลืองเสีย, ยาต้ม","87","69","91","5,336.00"
"หม่องขาว ตราวังหลัง , ขี้ผึ้ง","87","19","171","4,446.00"
"ผสมขมิ้นชัน, ยาแคปซูล","85","81","1,068","897.12"
"ขมิ้นชันคาลาไมน์, โลชั่น","84","60","226","5,880.00"
"ตำรับโลดทะนงแดง  , ยาผง","84","43","165","11,058.00"
"กรีนครีม, ครีม","84","32","378","3,853.00"
"แก้ไอมะขามป้อม ตราอภัยภูเบศร สูตร 2, ยาลูกกลอน","84","59","86","3,315.00"
"สเปรย์รางจืด, ยาน้ำ","83","9","82","16,400.00"
"ประสะน้ำนม 2, ยาแคปซูล","82","37","4,911","12,463.00"
"วาโยสมุฏฐาน, ยาต้ม","82","66","82","12,169.00"
"แก้ไอมะขามป้อม สูตรเย็น, ยาน้ำ","81","79","79","948.00"
"บำรุงเลือด (รพ.พนัสนิคม), ยาแคปซูล","80","67","1,953","18,854.00"
"น้ำนมราชสีห์, ยาต้ม","78","16","215","8,873.00"
"แก้ปวดเมื่อย สูตรอภัยภูเบศร, ยาต้ม","78","28","301","30,100.00"
"ฝรั่ง, ยาชง","76","69","180","1,950.00"
"พอก สูตร 2, ยาพอก","76","25","112","6,608.00"
"สุขไสยาต, ยาแคปซูล","76","43","833","3,942.00"
"พอกร้อน, ยาน้ำแขวนตะกอน","75","6","198","3,970.00"
"บำรุงธาตุ, ยาแคปซูล","75","74","90","1,350.00"
"หม่องผสมไพล ตราพรีราน่า, ขี้ผึ้ง","74","46","84","5,040.00"
"นันทไกรวาทใหญ่, ยาแคปซูล","74","1","22,694","56,735.00"
"แก้ลมขัดในข้อ (รพ.ห้วยยอด), ยาลูกกลอน","73","56","2,227","2,227.00"
"ข่า, ทิงเจอร์","73","61","112","1,525.00"
"จิตรารมณ์, ยาแคปซูล","73","26","7,360","14,720.00"
"น้ำมันมะพร้าว, ยาเข้าน้ำมัน","73","23","99","9,040.00"
"แก้โลหิตตังพิการ (รพ.ตระการพืชผล), ยาแคปซูล","71","37","824","3,818.12"
"แก้เรื้อนมูลนก, ยาเข้าน้ำมัน","69","1","478","29,158.00"
"อาโปสมุฏฐาน, ยาต้ม","68","65","68","9,945.00"
"แก้ไอมาลัคคาคัฟ, ยาน้ำ","66","0","229","5,765.00"
"กวาดสมานลิ้น(ยาสามัญประจำบ้าน), ยาผง","65","59","106","1,085.60"
"หลังคลอด (รพ.สูงเนิน), ยาต้ม","64","5","117","8,190.00"
"แคปซูลผสมมะรุม, ยาแคปซูล","64","20","6,571","10,570.00"
"น้ำมันไพลผสมใบบักบก ตราโกมุทประสานกาย, ยาเข้าน้ำมัน","62","0","63","4,725.00"
"ตวงกนก, ยาน้ำแขวนตะกอน","59","2","121","7,381.00"
"ขี้ผึ้งไพล สูตรตำรับที่ ๒, ขี้ผึ้ง","59","51","60","1,200.00"
"แก้ไอสมุนไพรสูตร 1, ยาเม็ด","58","50","63","644.00"
"สามสิบ, ยาแคปซูล","58","13","161","16,100.00"
"น้ำมันคลายกล้ามเนื้อ, ยาเข้าน้ำมัน","57","56","57","3,420.00"
"ธาตุเปลือกอบเชย, ยาน้ำ","57","54","67","1,675.00"
"แช่อาบสะเก็ดเงิน, ยาต้ม","56","22","219","10,950.00"
"สมุนไพรพอกเข่า, ยาพอก","56","39","185","3,761.00"
"พอกสมุนไพร สูตร 2, ยาพอก","53","53","53","5,300.00"
"บำรุงเลือด (รพ.ห้วยยอด), ยาลูกกลอน","52","51","1,180","948.00"
"กล่อมนางนอน, ยาแคปซูล","52","8","5,810","18,400.00"
"บรรเทาริดสีดวงทวาร (รพ.ลี้), ยาแคปซูล","51","50","719","805.28"
"แก้ยกนังพิการสูตร 2, ยาแคปซูล","51","0","13,460","33,650.00"
"แก้ท้องเสียเบอร์ 6, ยาเม็ด","49","39","760","1,008.40"
"ตำรับกระเทียมแคปซูล, ยาแคปซูล","49","10","4,100","8,200.00"
"โมกหลวง, ยาแคปซูล","48","31","1,867","2,800.50"
"คุมธาตุ, ยาต้ม","46","29","78","4,680.00"
"อมสมุนไพร, ยาเม็ด","46","43","46","2,300.00"
"พรายเลือดพรายลม, ยาต้ม","46","8","61","3,305.50"
"แก้กษัยสูตร 1 , ยาต้ม","46","37","1,216","1,216.00"
"บำรุงเลือด (รพ.กาบเชิง), ยาต้ม","45","32","47","1,762.00"
"มธุรเมหะ (รพ.อู่ทอง), ยาแคปซูล","45","7","8,570","18,355.00"
"น้ำมันทาแก้คัน, ยาเข้าน้ำมัน","44","6","46","2,300.00"
"แก้ปัสสาวะพิการ, ยาต้ม","44","0","3,344","1,890.28"
"ตำรับบัวบก, ยาลูกกลอน","44","36","1,218","2,738.36"
"แก้ลูกอ่อน / ลูกแก่ , ยาต้ม","42","3","1,052","17,217.60"
"บรรเทาริดสีดวงทวาร (อายุรเวทศิริราช), ยาผง","42","0","2,421","2,298.53"
"บรรเทาริดสีดวงทวาร (รพ.พระปกเกล้า), ยาแคปซูล","42","24","4,418","10,106.00"
"ยากระตุ้นน้ำนม, ยาต้ม","41","38","4,100","6,150.00"
"บรรเทาริดสีดวงทวาร (รพ.แม่แจ่ม), ยาลูกกลอน","41","29","1,090","1,772.12"
"บำรุงน้ำนม (รพ.พนา), ยาชง","40","28","90","2,801.00"
"แก้กษัยสูตร 2, ยาเม็ด","40","0","4,830","16,905.00"
"ประสะมะแว้ง ตราหินทอง ชนิดเม็ด, ยาลูกกลอน","39","35","78","429.00"
"เผาไพล, ยาผง","38","37","501","12,525.00"
"หม่องน้ำมันว่าน, ขี้ผึ้ง","37","34","39","2,087.90"
"ตรีกฏุก, ยาต้ม","37","3","89","7,860.00"
"ปถวีสมุฏฐาน, ยาต้ม","37","37","37","5,464.00"
"ต้มสะเก็ดเงิน, ยาต้ม","37","17","84","8,260.00"
"ขี้ผึ้งน้ำมันกระเบา, ขี้ผึ้ง","36","32","257","6,425.00"
"บำรุงเลือด (รพ.สรรคบุรี), ยาแคปซูล","35","5","3,080","3,845.00"
"แก้โรคผิวหนัง, ครีม","35","33","383","3,830.00"
"วิสัมพญาใหญ่, ยาผง","34","7","2,100","4,725.00"
"สามว่าน, ยาต้ม","33","18","71","3,543.00"
"มธุรเมหะ (รพ.พล), ยาแคปซูล","33","0","1,871","8,190.00"
"แก้ลิ้นเป็นฝ้า, อื่นๆ","33","31","36","841.20"
"แก้นหารูพิการ , ยาแคปซูล","32","0","9,380","23,450.00"
"แคปซูลพริกไทยดำ, ยาแคปซูล","31","19","1,650","1,957.00"
"แก้มดลูกอักเสบ , ยาแคปซูล","31","3","6,855","17,137.50"
"รักษาวัยทอง, ยาต้ม","30","22","34","1,599.00"
"วาตาพินาศ (รพ.พระปกเกล้า), ยาแคปซูล","30","0","5,210","13,025.00"
"มหาหิงคุ์ศิริบัญชา ชนิดน้ำ, ยาน้ำ","28","27","27","240.75"
"บำรุงเลือด (ศูนย์บริการทางการแพทย์แผนไทย ม.ราชมงคลอีสาน), ยาผง","28","21","570","741.00"
"ประสะเปราะใหญ่, ยาแคปซูล","27","20","927","1,442.10"
"ใบหม่อน-ใบเตย, ยาชง","27","27","27","555.00"
"อาบสมุนไพร, ยาต้ม","26","1","60","3,510.00"
"อมรสกานพลู, ยาลูกกลอน","26","20","314","4,917.00"
"สมุนไพรคำฝอย โกฐหัวบัว, ยาชง","26","26","151","2,181.50"
"ขามแสง Herb Life, ยาแคปซูล","26","18","85","3,585.00"
"เตโชสมุฏฐาน, ยาต้ม","26","25","26","4,449.00"
"น้ำแก้ไอมะแว้ง ตราไอยรา เออีซี, ยาน้ำ","26","25","34","696.00"
"คลายเส้น (รพ.กุดชุม), ยาลูกกลอน","25","16","645","1,039.00"
"ตำรับยาสะเก็ดเงิน, ยาต้ม","25","12","35","6,440.00"
"มธุรเมหะ (รพ.สมเด็จพระยุพราชสายบุรี), ยาต้ม","25","22","34","1,300.50"
"ต้มแก้ปวดเมื่อย, ยาต้ม","23","13","38","988.00"
"เซนน่า, ยาแคปซูล","23","19","530","795.00"
"แก้ร้อนใน, อื่นๆ","23","14","2,941","2,941.00"
"เกษราธิคุณ/เกสราธิคุณ, ยาต้ม","23","0","2,959","9,894.09"
"แก้อัมพฤกษ์ อัมพาตสูตร 1 (รพ.พระปกเกล้า), ยาแคปซูล","23","0","8,370","20,925.00"
"พลาสเตอร์ไพล, ยาพอก","22","20","22","1,100.00"
"ตำรับหญ้าขัดมอญ สูตร 1, ยาต้ม","22","12","79","1,742.00"
"คลายเส้น สูตร 2, ยาแคปซูล","22","2","1,980","2,520.00"
"ชากระตุ้นน้ำนม, ยาชง","22","18","1,011","2,057.00"
"ปัญจขันธ์, ยาแคปซูล","22","22","694","3,449.00"
"น้ำมันกระเบา, ยาเข้าน้ำมัน","22","3","57","4,560.00"
"ประสะน้ำนม (รพ.หนองสองห้อง), ยาต้ม","21","9","30","2,190.00"
"ยาต้มสะเก็ดเงิน, ยาต้ม","21","14","101","7,470.00"
"บรรเทาริดสีดวงทวาร (วิทยาลัยการแพทย์แผนไทย ม.ราชมงคลธัญบุรี), ยาแคปซูล","21","18","540","875.00"
"แก้ริดสีดวงจมูก  , ยาแคปซูล","21","1","4,170","11,075.00"
"เดมม่าครีม, ครีม","21","20","21","1,300.00"
"บรรเทาริดสีดวงทวาร (ร้านเกรียงไกรเภสัช), ยาแคปซูล","20","15","449","1,645.00"
"ตรีเกสรมาศ /พิกัดเกสรมาศ, ยาต้ม","20","6","35","2,450.00"
"บำรุงน้ำนม ตราพรีราน่า สูตร 2, ยาแคปซูล","20","5","20","1,500.00"
"ตรีเกสรมาศ / พิกัดเกสรมาศ, ยาชง","20","0","1,657","928.49"
"ผสมกระเทียมสกัดชนิดเม็ดเครื่องหมายกการค้าขาวละออ, ยาเม็ด","18","3","1,423","3,625.00"
"มธุรเมหะ (อายุรเวทศิริราช), ยาแคปซูล","18","11","1,267","3,682.50"
"หอมชนิดผง ตราหินทอง, ยาผง","18","17","18","540.00"
"แคปซูลหญ้าหนวดแมว ตราธันยพรสมุนไพร, ยาแคปซูล","18","4","2,200","3,300.00"
"บรรเทาอาการปวดเมื่อยและแมลงกัดต่อย, ขี้ผึ้ง","18","18","18","360.00"
"คลายเส้น สูตร 1, ยาแคปซูล","18","6","1,320","1,650.00"
"แก้หวัด-แพ้อากาศ, ยาแคปซูล","18","18","540","810.00"
"ตรีผลาผสมชะเอมเทศ, ยาชง","17","15","42","1,033.00"
"ยาถ่าย (รพ.พานทอง), ยาแคปซูล","17","10","330","459.30"
"ผสมเถาวัลย์เปรียง สูตรตำรับที่ ๑, ยาแคปซูล","17","9","395","592.50"
"ทับทิม, ยาชง","17","6","22","170.50"
"ทิพย์เกสร, ยาแคปซูล","16","0","3,978","9,945.00"
"ยาถ่าย (รพ.พนัสนิคม), ยาแคปซูล","16","2","22","1,770.00"
"บำรุงโลหิตสำหรับสตรี, ยาแคปซูล","16","15","16","1,744.00"
"ตำรับมะเร็ง, ยาต้ม","15","4","15","0.00"
"ชงสมุนไพรผสมช้าพลู, ยาผง","15","0","59","1,534.00"
"แคปซูลมะระขี้นก, ยาแคปซูล","15","10","400","760.00"
"ผงชาพยัพเมฆ ตราลูกไก่คู่, ยาผง","15","0","20","3,510.00"
"กษัยเบอร์ 2, ยาเม็ด","15","13","412","1,505.00"
"แก้อันตังพิการ , ยาแคปซูล","14","0","4,040","12,120.00"
"กระตุ้นน้ำนม, ยาต้ม","14","5","22","660.00"
"พอกเข่า (รพ.นาแห้ว), ยาพอก","14","14","15","750.00"
"บำรุงโลหิตเบอร์ 71, ยาเม็ด","14","8","420","555.00"
"พระอังคบพระเส้น ตำรับที่ 57, ยาประคบ","14","3","14","1,120.00"
"ริดสีดวงแคปซูล, ยาแคปซูล","14","6","238","745.00"
"ยาดมสมุนไพร เมืองศรีภูมิ, ยาดม","14","9","19","380.00"
"โคเพนครีม, ครีม","14","13","14","320.00"
"สี่ว่าน, ยาแคปซูล","13","13","215","215.00"
"ลดไขมันในเส้นเลือด สูตร 2, ยาแคปซูล","13","7","750","1,125.00"
"หอมเทพเกษร ตราหินทอง เบอร์ 99, ยาผง","13","13","13","520.00"
"แก้หทัยวาตะ, ยาแคปซูล","13","1","3,360","10,080.00"
"บรรเทาอาการขัดเบา, ยาผง","12","11","13","533.00"
"ถอนพิษไข้, ยาแคปซูล","12","11","290","290.00"
"แก้ลมสุคนธวาต, ยาผง","11","1","12","1,164.00"
"แผ่นประคบสมุนไพรไมเกรน, ยาประคบ","11","10","11","385.00"
"อบสมุนไพร ตราพรีราน่า, ยาประคบ","11","0","12","690.00"
"บอระเพ็ดพุงช้าง, ยาแคปซูล","11","0","550","1,100.00"
"เขียว เบอร์ 15, ยาชง","11","0","320","170.00"
"ส้มโอมือ, ยาผง","11","3","11","649.00"
"บรรเทาริดสีดวงทวาร (รพ.กบินทร์บุรี), ยาลูกกลอน","11","10","16","272.00"
"ล้างไส้, ยาต้ม","10","2","24","3,600.00"
"ตรีผลา/พิกัดตรีผลา, ยาต้ม","10","1","20","1,900.00"
"โลวิเริม, ครีม","10","8","10","660.00"
"แก้โรคเชื้อราที่เล็บ, ยาน้ำแขวนตะกอน","10","6","11","385.00"
"ยาถ่าย สูตร 3, ยาผง","10","6","140","700.00"
"ทิงเจอร์พญายอ, ทิงเจอร์","9","6","13","1,014.00"
"มะรุมสกัดชนิดเม็ดเครื่องหมายการค้าขาวละออ, ยาเม็ด","9","7","802","1,140.00"
"ประสะน้ำนมเบอร์ 1 , ยาต้ม","9","3","9","270.00"
"พอกสมุนไพรสูตรร้อน, ยาผง","9","4","18","440.00"
"ยาดมทีเอฟดี, อื่นๆ","9","2","10","1,240.00"
"อัมฤตโอสถ, ยาผง","8","6","197","23.00"
"น้ำมันไพลในน้ำมันงา, ยาเข้าน้ำมัน","7","4","7","700.00"
"ตำรับชักมดลูก , ยาแคปซูล","7","6","7","560.00"
"น้อยหน่า, ครีม","7","6","7","112.00"
"พระขรรค์ชัย สูตร 1, ยาลูกกลอน","7","1","840","5,460.00"
"ตรีธารทิพย์/พิกัดตรีธารทิพย์, ยาต้ม","7","5","11","660.00"
