"โรงพยาบาล","ได้รับบริการ(คน)","พบประวัติคลอด(คน)","จำนวนบริการ(ครั้ง)","บริการพบประวัติ(ครั้ง)","บริการล่าช้า (คน)","บริการเกิน 90 วัน (คน)"
"ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC"
"10859  :  โรงพยาบาลบ้านสร้าง","4","4","2","2","7","7","5","5","2","2","0","0"
"10860  :  โรงพยาบาลประจันตคาม","4","4","4","4","12","12","12","12","0","0","0","0"
"10861  :  โรงพยาบาลศรีมหาโพธิ","6","2","1","0","22","8","3","0","6","2","0","0"
"10862  :  โรงพยาบาลศรีมโหสถ","4","4","1","1","19","19","5","5","4","4","0","0"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10698  :  โรงพยาบาลนครนายก","19","3","8","2","8","5","6","5","13","1","0","0"
"10863  :  โรงพยาบาลปากพลี","3","1","1","1","0","0","0","0","2","0","0","0"
"10864  :  โรงพยาบาลบ้านนา","11","1","2","1","0","0","0","0","10","0","0","0"
"10865  :  โรงพยาบาลองครักษ์","10","9","5","5","28","28","15","15","8","7","0","0"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0","0","0","0","0","0","0","0","0"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0","0","0","0","0","0","0","0","0","0"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","5","2","1","0","2","2","0","0","4","2","0","0"
"10866  :  โรงพยาบาลคลองหาด","82","81","67","66","343","342","287","286","52","52","0","0"
"10867  :  โรงพยาบาลตาพระยา","70","66","62","61","253","247","229","228","8","5","0","0"
"10868  :  โรงพยาบาลวังน้ำเย็น","39","36","17","16","171","165","79","79","31","28","0","0"
"10869  :  โรงพยาบาลวัฒนานคร","24","10","18","9","43","43","39","39","11","2","0","0"
"10870  :  โรงพยาบาลอรัญประเทศ","19","18","7","7","67","67","30","30","12","11","0","0"
"13817  :  โรงพยาบาลเขาฉกรรจ์","3","3","3","3","7","7","7","7","1","1","0","0"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","29","8","22","8","23","0","14","0","28","8","0","0"
"10871  :  โรงพยาบาลครบุรี","18","10","13","9","73","37","51","32","12","6","0","0"
"10872  :  โรงพยาบาลเสิงสาง","45","41","34","30","58","52","41","35","21","19","0","0"
"10873  :  โรงพยาบาลคง","0","0","0","0","0","0","0","0","0","0","0","0"
"10874  :  โรงพยาบาลบ้านเหลื่อม","21","21","18","18","87","87","77","77","4","4","0","0"
"10875  :  โรงพยาบาลจักราช","48","48","48","48","58","58","58","58","1","1","0","0"
"10876  :  โรงพยาบาลโชคชัย","104","99","89","86","93","91","86","85","16","14","0","0"
"10877  :  โรงพยาบาลด่านขุนทด","66","62","29","26","270","255","129","115","44","42","0","0"
"10878  :  โรงพยาบาลโนนไทย","75","74","69","69","267","267","262","262","7","6","0","0"
"10879  :  โรงพยาบาลโนนสูง","8","5","7","5","3","2","3","2","1","0","0","0"
"10880  :  โรงพยาบาลขามสะแกแสง","14","14","9","9","7","7","4","4","6","6","0","0"
"10881  :  โรงพยาบาลบัวใหญ่","128","127","126","126","597","592","587","587","32","31","0","0"
"10882  :  โรงพยาบาลประทาย","0","0","0","0","0","0","0","0","0","0","0","0"
"10883  :  โรงพยาบาลปักธงชัย","77","73","61","60","347","336","279","275","45","38","0","0"
"10884  :  โรงพยาบาลพิมาย","52","13","39","12","84","30","72","26","32","4","0","0"
"10885  :  โรงพยาบาลห้วยแถลง","42","41","33","32","201","201","156","156","31","31","0","0"
"10886  :  โรงพยาบาลชุมพวง","262","189","237","177","889","888","834","833","43","19","0","0"
"10887  :  โรงพยาบาลสูงเนิน","33","9","22","8","85","36","55","31","19","3","0","0"
"10888  :  โรงพยาบาลขามทะเลสอ","4","3","2","1","5","0","5","0","2","2","0","0"
"10889  :  โรงพยาบาลสีคิ้ว","180","173","155","149","823","803","708","693","130","123","0","0"
"10890  :  โรงพยาบาลปากช่องนานา","24","11","17","9","68","45","52","35","10","2","0","0"
"10891  :  โรงพยาบาลหนองบุญมาก","51","28","50","27","131","86","129","85","1","0","0","0"
"10892  :  โรงพยาบาลแก้งสนามนาง","51","48","38","38","231","231","185","185","24","21","0","0"
"10893  :  โรงพยาบาลโนนแดง","40","38","39","37","158","152","153","147","2","1","0","0"
"10894  :  โรงพยาบาลวังน้ำเขียว","1","1","1","1","3","3","3","3","0","0","0","0"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","1","0","0","0","0","0","0","0","1","0","0","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","42","41","33","32","208","203","163","158","29","28","0","0"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","2","2","2","2","5","5","5","5","0","0","0","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0","0","0","0","0","0","0","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0","0","0","0","0","0","0","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","98","91","95","90","375","354","366","352","14","7","0","0"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","6","2","4","2","2","2","2","2","3","0","0","0"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0","0","0","0","0","0","0","0","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","16","10","15","9","52","39","47","34","8","4","0","0"
"27839  :  โรงพยาบาลบัวลาย","12","7","6","3","34","15","20","8","6","4","0","0"
"27840  :  โรงพยาบาลสีดา","0","0","0","0","0","0","0","0","0","0","0","0"
"27841  :  โรงพยาบาลเทพารักษ์","11","9","10","9","25","17","22","17","4","3","0","0"
"10667  :  โรงพยาบาลบุรีรัมย์","10","2","4","1","21","4","9","0","6","1","0","0"
"10895  :  โรงพยาบาลคูเมือง","132","95","121","88","481","341","435","306","29","17","0","0"
"10896  :  โรงพยาบาลกระสัง","13","10","10","8","0","0","0","0","3","2","0","0"
"10897  :  โรงพยาบาลนางรอง","17","10","10","8","30","30","30","30","7","2","0","0"
"10898  :  โรงพยาบาลหนองกี่","46","43","31","30","116","112","87","84","19","16","0","0"
"10899  :  โรงพยาบาลละหานทราย","81","68","59","51","235","227","182","174","29","21","0","0"
"10900  :  โรงพยาบาลประโคนชัย","38","27","12","8","142","99","50","35","34","23","0","0"
"10901  :  โรงพยาบาลบ้านกรวด","83","74","49","46","250","235","168","158","42","32","0","0"
"10902  :  โรงพยาบาลพุทไธสง","1","0","0","0","1","0","0","0","1","0","0","0"
"10904  :  โรงพยาบาลลำปลายมาศ","44","43","41","40","71","71","71","71","3","3","0","0"
"10905  :  โรงพยาบาลสตึก","64","50","53","42","94","87","80","73","11","8","0","0"
"10906  :  โรงพยาบาลปะคำ","88","71","40","32","151","148","82","79","55","43","1","1"
"10907  :  โรงพยาบาลนาโพธิ์","5","4","5","4","10","9","10","9","1","0","0","0"
"10908  :  โรงพยาบาลหนองหงส์","46","46","39","39","161","159","141","139","7","7","0","0"
"10909  :  โรงพยาบาลพลับพลาชัย","4","2","3","1","11","4","8","1","2","1","0","0"
"10910  :  โรงพยาบาลห้วยราช","22","21","6","6","31","31","24","24","17","16","0","0"
"10911  :  โรงพยาบาลโนนสุวรรณ","28","20","23","17","77","59","63","53","12","4","0","0"
"10912  :  โรงพยาบาลชำนิ","7","4","4","2","14","13","4","3","5","3","0","0"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","15","15","11","11","53","53","47","47","4","4","0","0"
"10914  :  โรงพยาบาลโนนดินแดง","73","37","34","17","202","72","109","32","43","14","0","0"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0","0","0","0","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","2","0","1","0","0","0","0","0","1","0","0","0"
"23578  :  โรงพยาบาลแคนดง","47","35","32","22","126","114","72","63","40","30","0","0"
"28020  :  โรงพยาบาลบ้านด่าน","10","10","4","4","36","36","15","15","10","10","0","0"
"10668  :  โรงพยาบาลสุรินทร์","9","1","6","0","0","0","0","0","6","1","0","0"
"10915  :  โรงพยาบาลชุมพลบุรี","24","16","14","10","19","12","12","8","10","6","0","0"
"10916  :  โรงพยาบาลท่าตูม","93","90","70","68","291","289","223","222","65","64","0","0"
"10917  :  โรงพยาบาลจอมพระ","167","47","147","41","308","107","274","92","29","4","1","0"
"10918  :  โรงพยาบาลปราสาท","21","14","12","9","34","34","21","21","10","5","0","0"
"10919  :  โรงพยาบาลกาบเชิง","20","18","15","14","74","70","57","53","6","5","0","0"
"10920  :  โรงพยาบาลรัตนบุรี","221","216","159","155","292","292","229","229","151","147","0","0"
"10921  :  โรงพยาบาลสนม","21","20","13","12","86","81","55","50","8","8","0","0"
"10922  :  โรงพยาบาลศีขรภูมิ","24","24","16","16","89","89","54","54","12","12","0","0"
"10923  :  โรงพยาบาลสังขะ","38","36","19","18","118","115","76","73","20","19","0","0"
"10924  :  โรงพยาบาลลำดวน","61","60","52","51","257","257","227","227","10","10","0","0"
"10925  :  โรงพยาบาลสำโรงทาบ","66","66","48","48","184","184","140","140","34","34","1","1"
"10926  :  โรงพยาบาลบัวเชด","38","32","25","21","151","119","109","84","17","14","0","0"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0","0","0","0","0","0","0","0","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","28","20","16","12","24","22","4","3","14","9","0","0"
"27842  :  โรงพยาบาลเขวาสินรินทร์","10","5","8","4","5","5","3","3","5","1","0","0"
"27843  :  โรงพยาบาลศรีณรงค์","1","0","1","0","0","0","0","0","0","0","0","0"
"27844  :  โรงพยาบาลโนนนารายณ์","78","70","53","46","184","169","140","125","42","38","1","1"
"10700  :  โรงพยาบาลศรีสะเกษ","33","18","24","15","92","58","61","44","19","11","0","0"
"10927  :  โรงพยาบาลยางชุมน้อย","29","18","19","14","120","68","71","52","17","7","0","0"
"10928  :  โรงพยาบาลกันทรารมย์","70","66","51","50","292","284","217","216","67","63","0","0"
"10929  :  โรงพยาบาลกันทรลักษ์","49","25","35","23","227","117","169","108","29","14","0","0"
"10930  :  โรงพยาบาลขุขันธ์","228","216","189","181","447","442","366","366","75","65","1","1"
"10931  :  โรงพยาบาลไพรบึง","72","71","64","63","291","291","267","267","10","9","0","0"
"10932  :  โรงพยาบาลปรางค์กู่","9","7","8","6","25","14","22","12","5","5","0","0"
"10933  :  โรงพยาบาลขุนหาญ","173","113","148","106","488","251","392","229","43","11","0","0"
"10934  :  โรงพยาบาลราษีไศล","169","152","135","122","780","536","624","475","49","16","0","0"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","10","10","6","6","21","21","9","9","6","6","0","0"
"10936  :  โรงพยาบาลบึงบูรพ์","8","8","4","4","29","23","14","14","4","4","0","0"
"10937  :  โรงพยาบาลห้วยทับทัน","45","40","32","28","198","125","136","99","28","22","0","0"
"10938  :  โรงพยาบาลโนนคูณ","12","11","10","10","51","51","48","48","7","6","0","0"
"10939  :  โรงพยาบาลศรีรัตนะ","85","76","67","61","373","347","313","295","37","31","0","0"
"10940  :  โรงพยาบาลวังหิน","180","174","163","159","830","815","775","761","20","16","0","0"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","80","77","67","67","310","305","289","287","22","18","0","0"
"10942  :  โรงพยาบาลภูสิงห์","67","67","55","55","334","334","274","274","20","20","0","0"
"10943  :  โรงพยาบาลเมืองจันทร์","20","18","14","13","100","90","70","65","11","10","0","0"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","16","6","14","6","69","27","59","27","9","2","0","0"
"28014  :  โรงพยาบาลพยุห์","13","13","8","8","63","61","39","38","7","7","0","0"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","33","30","25","22","138","128","105","95","18","17","0","0"
"28016  :  โรงพยาบาลศิลาลาด","4","4","1","1","8","8","1","1","4","4","0","0"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","5","0","1","0","24","0","5","0","5","0","0","0"
"10944  :  โรงพยาบาลศรีเมืองใหม่","188","182","149","146","857","837","710","695","49","43","0","0"
"10945  :  โรงพยาบาลโขงเจียม","144","141","128","126","684","674","628","618","26","25","0","0"
"10946  :  โรงพยาบาลเขื่องใน","49","44","36","34","86","78","70","66","19","15","0","0"
"10947  :  โรงพยาบาลเขมราฐ","35","29","29","25","130","116","108","101","6","4","0","0"
"10948  :  โรงพยาบาลนาจะหลวย","49","48","42","41","225","225","199","199","15","15","0","0"
"10949  :  โรงพยาบาลน้ำยืน","138","137","113","112","370","370","306","306","29","29","0","0"
"10950  :  โรงพยาบาลบุณฑริก","86","84","79","78","401","400","371","370","20","19","0","0"
"10951  :  โรงพยาบาลตระการพืชผล","326","321","281","277","1,557","1,557","1,369","1,369","73","72","0","0"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","68","68","59","59","323","323","285","285","17","17","0","0"
"10953  :  โรงพยาบาลม่วงสามสิบ","286","224","233","186","949","937","781","777","122","89","0","0"
"10954  :  โรงพยาบาลวารินชำราบ","21","21","19","19","75","75","75","75","17","17","0","0"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","346","339","312","307","1,624","1,624","1,485","1,485","39","34","0","0"
"10957  :  โรงพยาบาลตาลสุม","54","52","50","48","231","211","232","212","18","17","2","2"
"10958  :  โรงพยาบาลโพธิ์ไทร","93","91","66","66","363","361","268","268","36","34","0","0"
"10959  :  โรงพยาบาลสำโรง","60","60","55","55","254","254","244","244","7","7","0","0"
"10960  :  โรงพยาบาลดอนมดแดง","7","7","6","6","29","29","24","24","2","2","0","0"
"10961  :  โรงพยาบาลสิรินธร","21","20","16","16","79","79","75","75","5","4","0","0"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","42","41","35","35","198","198","172","172","14","13","0","0"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","497","479","309","305","2,320","2,280","1,485","1,476","192","177","0","0"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0","0","0","0","0","0","0","0","0","0"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0","0","0","0","0","0","0","0","0","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0","0","0","0","0","0","0","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0","0","0","0","0","0","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","56","56","40","40","277","277","198","198","20","20","0","0"
"24032  :  โรงพยาบาลนาตาล","57","54","33","30","219","216","125","122","43","42","0","0"
"24821  :  โรงพยาบาลนาเยีย","46","42","33","30","160","160","121","121","17","16","0","0"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","18","16","18","16","66","66","66","66","11","9","0","0"
"27968  :  โรงพยาบาลน้ำขุ่น","76","64","45","42","322","284","203","197","44","34","0","0"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","39","39","35","35","192","192","175","175","6","6","0","0"
"10701  :  โรงพยาบาลยโสธร","11","9","8","7","32","26","27","22","7","6","0","0"
"10963  :  โรงพยาบาลทรายมูล","3","3","3","3","15","15","15","15","1","1","0","0"
"10964  :  โรงพยาบาลกุดชุม","74","71","62","60","294","294","253","253","37","35","0","0"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","46","46","38","38","178","178","156","156","12","12","0","0"
"10966  :  โรงพยาบาลป่าติ้ว","10","10","10","10","50","50","50","50","3","3","0","0"
"10967  :  โรงพยาบาลมหาชนะชัย","16","14","15","14","68","59","64","59","5","4","0","0"
"10968  :  โรงพยาบาลค้อวัง","15","12","14","12","66","55","61","55","6","4","0","0"
"10969  :  โรงพยาบาลไทยเจริญ","13","13","10","10","65","65","50","50","5","5","0","0"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","19","16","17","16","58","48","48","48","2","0","0","0"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0","0","0","0","0","0","0","0","0","0"
"04007  :  โรงพยาบาลซับใหญ่","7","2","5","1","20","5","13","2","4","1","0","0"
"10702  :  โรงพยาบาลชัยภูมิ","2","1","0","0","5","5","0","0","2","1","0","0"
"10970  :  โรงพยาบาลบ้านเขว้า","4","4","4","4","7","7","7","7","0","0","0","0"
"10971  :  โรงพยาบาลคอนสวรรค์","12","10","7","6","36","28","20","17","8","6","0","0"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","50","39","35","30","85","79","65","59","31","22","0","0"
"10973  :  โรงพยาบาลหนองบัวแดง","26","23","15","14","67","63","39","38","14","12","0","0"
"10974  :  โรงพยาบาลจัตุรัส","124","91","105","79","330","256","272","215","23","13","2","2"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","71","57","53","43","258","212","239","197","43","37","0","0"
"10976  :  โรงพยาบาลหนองบัวระเหว","16","16","12","12","16","16","13","13","4","4","0","0"
"10977  :  โรงพยาบาลเทพสถิต","30","4","21","4","42","4","27","4","10","0","0","0"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","143","130","117","110","636","608","546","531","28","20","0","0"
"10979  :  โรงพยาบาลบ้านแท่น","12","8","8","7","43","24","27","22","5","2","0","0"
"10980  :  โรงพยาบาลแก้งคร้อ","130","130","87","87","223","223","144","144","46","46","0","0"
"10981  :  โรงพยาบาลคอนสาร","31","27","24","22","56","38","35","26","7","5","0","0"
"10982  :  โรงพยาบาลภักดีชุมพล","25","25","22","22","81","81","75","75","4","4","0","0"
"10983  :  โรงพยาบาลเนินสง่า","44","36","30","24","122","120","82","80","19","15","0","0"
"10703  :  โรงพยาบาลอำนาจเจริญ","13","3","4","2","0","0","0","0","11","2","0","0"
"10985  :  โรงพยาบาลชานุมาน","28","28","22","22","40","40","33","33","15","15","0","0"
"10986  :  โรงพยาบาลปทุมราชวงศา","27","27","12","12","135","135","60","60","16","16","0","0"
"10987  :  โรงพยาบาลพนา","13","7","8","6","50","26","31","23","12","7","0","0"
"10988  :  โรงพยาบาลเสนางคนิคม","10","3","7","3","30","15","22","15","8","3","0","0"
"10989  :  โรงพยาบาลหัวตะพาน","14","12","13","11","51","49","47","45","2","2","0","0"
"10990  :  โรงพยาบาลลืออำนาจ","6","5","5","4","24","23","19","18","3","2","0","0"
"11040  :  โรงพยาบาลบึงกาฬ","359","301","155","137","802","736","340","319","205","162","0","0"
"11041  :  โรงพยาบาลพรเจริญ","65","61","47","45","234","232","177","175","19","16","0","0"
"11043  :  โรงพยาบาลโซ่พิสัย","111","108","95","93","522","521","460","459","16","15","0","0"
"11046  :  โรงพยาบาลเซกา","99","87","85","75","426","373","363","314","15","13","0","0"
"11047  :  โรงพยาบาลปากคาด","95","95","71","71","452","452","399","399","25","25","0","0"
"11048  :  โรงพยาบาลบึงโขงหลง","137","125","123","113","654","605","601","553","16","14","0","0"
"11049  :  โรงพยาบาลศรีวิไล","102","90","63","60","474","418","298","284","39","30","0","0"
"11050  :  โรงพยาบาลบุ่งคล้า","15","12","8","8","28","19","19","15","10","6","0","0"
"10704  :  โรงพยาบาลหนองบัวลำภู","6","3","2","0","0","0","0","0","6","3","0","0"
"10991  :  โรงพยาบาลนากลาง","42","42","17","17","193","193","79","79","28","28","0","0"
"10992  :  โรงพยาบาลโนนสัง","90","84","54","51","339","331","208","204","39","35","0","0"
"10993  :  โรงพยาบาลศรีบุญเรือง","3","2","2","2","3","2","2","2","1","0","0","0"
"10994  :  โรงพยาบาลสุวรรณคูหา","96","94","83","82","445","441","399","395","34","32","1","1"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","13","7","6","3","48","27","22","11","8","4","0","0"
"10670  :  โรงพยาบาลขอนแก่น","27","5","17","5","122","20","75","22","16","0","0","0"
"10995  :  โรงพยาบาลบ้านฝาง","72","65","69","64","306","304","299","299","6","4","0","0"
"10996  :  โรงพยาบาลพระยืน","28","27","24","24","115","112","101","101","13","12","0","0"
"10997  :  โรงพยาบาลหนองเรือ","16","15","14","13","65","65","57","57","3","2","0","0"
"10998  :  โรงพยาบาลชุมแพ","69","60","61","58","295","269","272","262","30","23","0","0"
"10999  :  โรงพยาบาลสีชมพู","6","2","4","2","13","5","8","5","3","0","0","0"
"11000  :  โรงพยาบาลน้ำพอง","152","143","147","138","672","635","688","651","28","26","0","0"
"11001  :  โรงพยาบาลอุบลรัตน์","19","19","19","19","94","94","94","94","4","4","0","0"
"11002  :  โรงพยาบาลบ้านไผ่","30","21","23","19","108","103","93","93","10","3","0","0"
"11003  :  โรงพยาบาลเปือยน้อย","20","15","18","14","75","59","69","54","4","1","0","0"
"11004  :  โรงพยาบาลพล","14","2","11","2","63","7","48","7","6","0","0","0"
"11005  :  โรงพยาบาลแวงใหญ่","34","32","28","26","97","97","80","80","17","17","0","0"
"11006  :  โรงพยาบาลแวงน้อย","8","7","8","7","32","31","32","31","1","1","0","0"
"11007  :  โรงพยาบาลหนองสองห้อง","76","56","73","55","295","209","290","204","30","18","0","0"
"11008  :  โรงพยาบาลภูเวียง","80","77","68","66","367","354","312","302","14","12","0","0"
"11009  :  โรงพยาบาลมัญจาคีรี","86","83","84","81","412","409","404","401","10","8","0","0"
"11010  :  โรงพยาบาลชนบท","28","27","27","26","100","99","95","94","4","3","0","0"
"11011  :  โรงพยาบาลเขาสวนกวาง","17","17","16","16","79","75","75","71","1","1","0","0"
"11012  :  โรงพยาบาลภูผาม่าน","7","6","6","5","26","24","24","22","4","4","0","0"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","88","81","84","80","286","275","273","272","55","51","0","0"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0","0","0","0","0","0","0","0","0","0"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0","0","0","0","0","0","0","0","0","0"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0","0","0","0","0","0","0","0","0","0"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","93","88","90","87","377","375","373","373","40","36","0","0"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0","0","0","0","0","0","0","0","0","0"
"14132  :  โรงพยาบาลซำสูง","22","21","22","21","75","75","75","75","9","9","0","0"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0","0","0","0","0","0","0","0","0","0"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0","0","0","0","0","0","0","0","0","0"
"77649  :  โรงพยาบาลหนองนาคำ","18","18","14","14","47","46","37","36","18","17","0","0"
"77650  :  โรงพยาบาลเวียงเก่า","28","26","24","23","86","77","74","70","12","10","0","0"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","39","36","32","30","188","173","155","145","27","24","0","0"
"77652  :  โรงพยาบาลโนนศิลา","34","33","33","32","167","164","163","160","2","2","0","0"
"10671  :  โรงพยาบาลอุดรธานี","13","4","2","1","56","16","10","5","12","4","0","0"
"11013  :  โรงพยาบาลกุดจับ","55","53","42","42","220","216","186","186","13","11","0","0"
"11014  :  โรงพยาบาลหนองวัวซอ","113","111","79","77","557","551","387","381","72","72","0","0"
"11015  :  โรงพยาบาลกุมภวาปี","78","75","53","51","328","326","225","223","25","24","0","0"
"11016  :  โรงพยาบาลห้วยเกิ้ง","8","6","7","5","15","10","14","9","4","4","0","0"
"11017  :  โรงพยาบาลโนนสะอาด","17","17","11","11","68","68","46","46","7","7","0","0"
"11018  :  โรงพยาบาลหนองหาน","275","272","236","236","1,175","1,166","1,012","1,012","112","109","2","2"
"11019  :  โรงพยาบาลทุ่งฝน","21","21","12","12","89","89","54","54","9","9","0","0"
"11020  :  โรงพยาบาลไชยวาน","50","50","35","35","241","241","170","170","15","15","0","0"
"11021  :  โรงพยาบาลศรีธาตุ","66","63","59","58","293","293","276","276","39","37","0","0"
"11022  :  โรงพยาบาลวังสามหมอ","105","105","72","72","519","519","357","357","33","33","0","0"
"11023  :  โรงพยาบาลบ้านผือ","228","213","183","177","988","944","818","796","45","36","0","0"
"11024  :  โรงพยาบาลน้ำโสม","139","139","118","118","668","667","576","575","31","31","0","0"
"11025  :  โรงพยาบาลเพ็ญ","207","203","142","141","657","657","401","401","119","116","0","0"
"11026  :  โรงพยาบาลสร้างคอม","55","54","30","30","255","250","137","137","25","24","0","0"
"11027  :  โรงพยาบาลหนองแสง","0","0","0","0","0","0","0","0","0","0","0","0"
"11028  :  โรงพยาบาลนายูง","59","56","31","31","265","262","147","147","44","41","0","0"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","26","21","21","18","57","55","50","48","6","4","0","0"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","217","201","163","155","815","815","635","635","56","48","0","0"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0","0","0","0","0","0","0","0","0","0"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0","0","0","0","0","0","0","0","0","0"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0","0","0","0","0","0","0","0","0","0"
"25058  :  โรงพยาบาลกู่แก้ว","25","20","20","18","40","31","34","29","10","6","0","0"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","8","6","5","4","30","30","20","20","3","2","0","0"
"10705  :  โรงพยาบาลเลย","9","9","7","7","39","39","33","33","2","2","0","0"
"11030  :  โรงพยาบาลนาด้วง","27","22","25","20","112","87","104","79","7","6","0","0"
"11031  :  โรงพยาบาลเชียงคาน","26","21","23","20","110","91","100","86","13","8","0","0"
"11032  :  โรงพยาบาลปากชม","112","110","107","106","526","524","506","505","6","5","0","0"
"11033  :  โรงพยาบาลนาแห้ว","43","41","38","37","184","175","170","164","13","12","0","0"
"11034  :  โรงพยาบาลภูเรือ","44","41","43","41","204","195","199","195","12","9","0","0"
"11035  :  โรงพยาบาลท่าลี่","21","21","17","17","104","104","84","84","10","10","0","0"
"11036  :  โรงพยาบาลวังสะพุง","22","22","19","19","109","109","94","94","15","15","0","0"
"11037  :  โรงพยาบาลภูกระดึง","91","90","88","87","406","406","400","400","29","28","0","0"
"11038  :  โรงพยาบาลภูหลวง","36","36","26","26","127","127","83","83","15","15","0","0"
"11039  :  โรงพยาบาลผาขาว","2","0","2","0","3","0","3","0","2","0","0","0"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","53","45","53","45","208","182","208","182","0","0","0","0"
