"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ"
"10880  :  โรงพยาบาลขามสะแกแสง","3,143","478","15.21","778","18","2.31","845","33","3.91","666","24","3.91","854","403","47.19"
"10881  :  โรงพยาบาลบัวใหญ่","11,991","1,882","15.70","3,228","241","7.47","2,917","263","9.02","2,589","288","9.02","3,257","1,090","33.47"
"10882  :  โรงพยาบาลประทาย","5,297","1,240","23.41","1,485","144","9.70","1,352","155","11.46","1,060","175","11.46","1,400","766","54.71"
"10883  :  โรงพยาบาลปักธงชัย","6,913","1,961","28.37","1,918","333","17.36","1,624","278","17.12","1,367","262","17.12","2,004","1,088","54.29"
"10884  :  โรงพยาบาลพิมาย","14,157","2,037","14.39","3,895","333","8.55","3,795","289","7.62","3,013","277","7.62","3,454","1,138","32.95"
"10885  :  โรงพยาบาลห้วยแถลง","3,375","705","20.89","1,141","150","13.15","980","168","17.14","928","185","17.14","326","202","61.96"
"10886  :  โรงพยาบาลชุมพวง","4,756","1,015","21.34","1,224","132","10.78","1,231","172","13.97","862","141","13.97","1,439","570","39.61"
"10887  :  โรงพยาบาลสูงเนิน","5,208","1,315","25.25","1,848","369","19.97","1,645","391","23.77","1,269","319","23.77","446","236","52.91"
"10888  :  โรงพยาบาลขามทะเลสอ","2,291","553","24.14","676","108","15.98","570","82","14.39","495","98","14.39","550","265","48.18"
"10889  :  โรงพยาบาลสีคิ้ว","8,285","1,926","23.25","2,448","282","11.52","2,159","250","11.58","1,901","325","11.58","1,777","1,069","60.16"
"10890  :  โรงพยาบาลปากช่องนานา","15,543","3,741","24.07","4,729","559","11.82","4,005","612","15.28","3,628","740","15.28","3,181","1,830","57.53"
"10891  :  โรงพยาบาลหนองบุญมาก","4,025","622","15.45","1,047","74","7.07","1,030","59","5.73","962","60","5.73","986","429","43.51"
"10892  :  โรงพยาบาลแก้งสนามนาง","1,943","466","23.98","437","44","10.07","503","67","13.32","435","55","13.32","568","300","52.82"
"10893  :  โรงพยาบาลโนนแดง","2,461","536","21.78","712","96","13.48","611","108","17.68","494","54","17.68","644","278","43.17"
"10894  :  โรงพยาบาลวังน้ำเขียว","1,608","87","5.41","864","45","5.21","744","42","5.65","0","0","5.65","0","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","5,398","101","1.87","1,613","0","0.00","1,471","0","0.00","1,111","5","0.00","1,203","96","7.98"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","1,482","364","24.56","484","50","10.33","289","76","26.30","357","50","26.30","352","188","53.41"
"11608  :  โรงพยาบาลลำทะเมนชัย","1,844","337","18.28","510","51","10.00","476","47","9.87","442","47","9.87","416","192","46.15"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","2,545","484","19.02","552","90","16.30","867","166","19.15","485","91","19.15","641","137","21.37"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","687","10","1.46","192","0","0.00","168","0","0.00","178","0","0.00","149","10","6.71"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","114","74","64.91","15","3","20.00","24","5","20.83","17","3","20.83","58","63","108.62"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","3,502","115","3.28","807","0","0.00","1,122","5","0.45","858","54","0.45","715","56","7.83"
"14161  :  โรงพยาบาลกองบิน กองบิน1","13","13","100.00","0","0","0.00","0","0","0.00","0","0","0.00","13","13","100.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","1,322","257","19.44","566","71","12.54","499","52","10.42","1","1","10.42","256","133","51.95"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","14,805","1,779","12.02","4,237","279","6.58","3,819","291","7.62","3,439","382","7.62","3,310","827","24.98"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","13,316","1,065","8.00","3,463","19","0.55","3,543","13","0.37","3,109","142","0.37","3,201","891","27.84"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","1,628","313","19.23","403","57","14.14","417","44","10.55","339","43","10.55","469","169","36.03"
"27839  :  โรงพยาบาลบัวลาย","802","277","34.54","166","20","12.05","180","29","16.11","143","12","16.11","313","216","69.01"
"27840  :  โรงพยาบาลสีดา","1,313","259","19.73","394","25","6.35","397","19","4.79","269","17","4.79","253","198","78.26"
"27841  :  โรงพยาบาลเทพารักษ์","1,464","420","28.69","301","19","6.31","285","22","7.72","368","49","7.72","510","330","64.71"
"10667  :  โรงพยาบาลบุรีรัมย์","52,621","4,754","9.03","18,198","261","1.43","16,509","216","1.31","9,810","302","1.31","8,104","3,975","49.05"
"10895  :  โรงพยาบาลคูเมือง","6,482","2,612","40.30","1,722","532","30.89","1,551","549","35.40","1,410","481","35.40","1,799","1,050","58.37"
"10896  :  โรงพยาบาลกระสัง","6,747","1,587","23.52","2,102","193","9.18","1,801","262","14.55","1,427","177","14.55","1,417","955","67.40"
"10897  :  โรงพยาบาลนางรอง","18,430","1,855","10.07","5,281","343","6.49","4,620","217","4.70","4,279","204","4.70","4,250","1,091","25.67"
"10898  :  โรงพยาบาลหนองกี่","3,793","636","16.77","1,401","231","16.49","1,499","217","14.48","893","188","14.48","0","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","6,721","1,597","23.76","1,877","292","15.56","1,710","318","18.60","1,525","292","18.60","1,609","695","43.19"
"10900  :  โรงพยาบาลประโคนชัย","10,839","2,495","23.02","3,143","320","10.18","2,359","228","9.67","2,177","239","9.67","3,160","1,708","54.05"
"10901  :  โรงพยาบาลบ้านกรวด","4,707","961","20.42","1,330","92","6.92","1,265","73","5.77","829","73","5.77","1,283","723","56.35"
"10902  :  โรงพยาบาลพุทไธสง","4,153","695","16.73","1,343","162","12.06","1,008","108","10.71","848","89","10.71","954","336","35.22"
"10904  :  โรงพยาบาลลำปลายมาศ","10,279","2,413","23.48","2,365","232","9.81","2,453","225","9.17","2,352","266","9.17","3,109","1,690","54.36"
"10905  :  โรงพยาบาลสตึก","8,650","1,775","20.52","2,398","276","11.51","2,277","327","14.36","1,688","225","14.36","2,287","947","41.41"
"10906  :  โรงพยาบาลปะคำ","3,072","903","29.39","692","155","22.40","822","153","18.61","798","149","18.61","760","446","58.68"
"10907  :  โรงพยาบาลนาโพธิ์","2,567","831","32.37","607","56","9.23","603","83","13.76","501","126","13.76","856","566","66.12"
"10908  :  โรงพยาบาลหนองหงส์","3,782","808","21.36","1,072","99","9.24","976","116","11.89","873","134","11.89","861","459","53.31"
"10909  :  โรงพยาบาลพลับพลาชัย","3,199","408","12.75","988","45","4.55","940","66","7.02","765","54","7.02","506","243","48.02"
"10910  :  โรงพยาบาลห้วยราช","1,784","325","18.22","531","48","9.04","546","60","10.99","451","58","10.99","256","159","62.11"
"10911  :  โรงพยาบาลโนนสุวรรณ","1,440","385","26.74","478","47","9.83","221","45","20.36","396","42","20.36","345","251","72.75"
"10912  :  โรงพยาบาลชำนิ","2,748","660","24.02","764","54","7.07","737","90","12.21","519","54","12.21","728","462","63.46"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","1,946","688","35.35","581","102","17.56","495","115","23.23","462","103","23.23","408","368","90.20"
"10914  :  โรงพยาบาลโนนดินแดง","3,451","718","20.81","877","149","16.99","897","132","14.72","865","138","14.72","812","299","36.82"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","2","1","50.00","0","0","0.00","0","0","0.00","1","0","0.00","1","1","100.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","2,570","656","25.53","632","69","10.92","660","79","11.97","596","62","11.97","682","446","65.40"
"23578  :  โรงพยาบาลแคนดง","2,754","773","28.07","719","123","17.11","722","165","22.85","666","112","22.85","647","373","57.65"
"28020  :  โรงพยาบาลบ้านด่าน","2,820","578","20.50","835","82","9.82","732","90","12.30","724","115","12.30","529","291","55.01"
"10668  :  โรงพยาบาลสุรินทร์","56,672","5,588","9.86","15,064","255","1.69","14,517","240","1.65","12,110","357","1.65","14,981","4,736","31.61"
"10915  :  โรงพยาบาลชุมพลบุรี","3,898","1,219","31.27","856","77","9.00","824","72","8.74","763","105","8.74","1,455","965","66.32"
"10916  :  โรงพยาบาลท่าตูม","8,311","1,749","21.04","2,267","144","6.35","1,816","107","5.89","1,597","89","5.89","2,631","1,409","53.55"
"10917  :  โรงพยาบาลจอมพระ","3,507","1,159","33.05","903","208","23.03","800","186","23.25","795","188","23.25","1,009","577","57.19"
"10918  :  โรงพยาบาลปราสาท","16,379","3,162","19.31","4,356","536","12.30","3,961","527","13.30","3,679","457","13.30","4,383","1,642","37.46"
"10919  :  โรงพยาบาลกาบเชิง","4,684","2,222","47.44","1,208","463","38.33","1,114","430","38.60","1,153","482","38.60","1,209","847","70.06"
"10920  :  โรงพยาบาลรัตนบุรี","9,895","2,484","25.10","3,184","479","15.04","2,796","426","15.24","1,781","379","15.24","2,134","1,200","56.23"
"10921  :  โรงพยาบาลสนม","3,524","1,196","33.94","917","172","18.76","911","200","21.95","673","148","21.95","1,023","676","66.08"
"10922  :  โรงพยาบาลศีขรภูมิ","18,354","3,176","17.30","5,569","560","10.06","4,648","575","12.37","3,625","238","12.37","4,512","1,803","39.96"
"10923  :  โรงพยาบาลสังขะ","15,515","3,105","20.01","4,146","576","13.89","4,111","605","14.72","3,360","402","14.72","3,898","1,522","39.05"
"10924  :  โรงพยาบาลลำดวน","10,525","4,766","45.28","3,374","1,428","42.32","3,670","1,602","43.65","2,196","866","43.65","1,285","870","67.70"
"10925  :  โรงพยาบาลสำโรงทาบ","2,776","353","12.72","1,006","127","12.62","928","103","11.10","783","90","11.10","59","33","55.93"
"10926  :  โรงพยาบาลบัวเชด","3,414","488","14.29","775","37","4.77","888","25","2.82","839","53","2.82","912","373","40.90"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","378","54","14.29","102","0","0.00","76","0","0.00","78","0","0.00","122","54","44.26"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","3,586","964","26.88","854","121","14.17","867","149","17.19","832","141","17.19","1,033","553","53.53"
"27842  :  โรงพยาบาลเขวาสินรินทร์","2,828","703","24.86","705","96","13.62","698","96","13.75","669","103","13.75","756","408","53.97"
"27843  :  โรงพยาบาลศรีณรงค์","2,452","2,530","103.18","721","537","74.48","786","497","63.23","576","561","63.23","369","935","253.39"
"27844  :  โรงพยาบาลโนนนารายณ์","2,980","474","15.91","783","86","10.98","853","84","9.85","634","42","9.85","710","262","36.90"
"10700  :  โรงพยาบาลศรีสะเกษ","47,408","2,824","5.96","13,837","215","1.55","13,586","464","3.42","10,869","732","3.42","9,116","1,413","15.50"
"10927  :  โรงพยาบาลยางชุมน้อย","2,355","655","27.81","531","65","12.24","542","49","9.04","482","52","9.04","800","489","61.13"
"10928  :  โรงพยาบาลกันทรารมย์","4,604","1,636","35.53","1,563","278","17.79","1,125","245","21.78","703","176","21.78","1,213","937","77.25"
"10929  :  โรงพยาบาลกันทรลักษ์","17,136","4,733","27.62","4,432","765","17.26","4,083","692","16.95","3,710","813","16.95","4,911","2,463","50.15"
"10930  :  โรงพยาบาลขุขันธ์","8,390","2,130","25.39","2,074","164","7.91","1,987","254","12.78","1,378","205","12.78","2,951","1,507","51.07"
"10931  :  โรงพยาบาลไพรบึง","2,019","691","34.22","497","41","8.25","504","47","9.33","385","48","9.33","633","555","87.68"
"10932  :  โรงพยาบาลปรางค์กู่","2,901","1,649","56.84","1,193","293","24.56","626","290","46.33","276","231","46.33","806","835","103.60"
"10933  :  โรงพยาบาลขุนหาญ","8,479","2,698","31.82","2,140","534","24.95","2,196","495","22.54","1,964","476","22.54","2,179","1,193","54.75"
"10934  :  โรงพยาบาลราษีไศล","6,582","3,014","45.79","1,656","528","31.88","1,653","513","31.03","1,500","601","31.03","1,773","1,372","77.38"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","984","1,749","177.74","240","339","141.25","511","290","56.75","176","286","56.75","57","834","1,463.16"
"10936  :  โรงพยาบาลบึงบูรพ์","1,164","247","21.22","249","17","6.83","233","24","10.30","282","13","10.30","400","193","48.25"
"10937  :  โรงพยาบาลห้วยทับทัน","1,854","876","47.25","411","70","17.03","328","71","21.65","313","71","21.65","802","664","82.79"
"10938  :  โรงพยาบาลโนนคูณ","2,509","574","22.88","402","34","8.46","651","48","7.37","604","56","7.37","852","436","51.17"
"10939  :  โรงพยาบาลศรีรัตนะ","3,813","969","25.41","951","69","7.26","916","70","7.64","615","32","7.64","1,331","798","59.95"
"10940  :  โรงพยาบาลวังหิน","2,622","974","37.15","842","117","13.90","474","114","24.05","438","97","24.05","868","646","74.42"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","1,519","580","38.18","312","99","31.73","475","100","21.05","266","71","21.05","466","310","66.52"
"10942  :  โรงพยาบาลภูสิงห์","2,916","1,038","35.60","814","106","13.02","828","125","15.10","366","137","15.10","908","670","73.79"
"10943  :  โรงพยาบาลเมืองจันทร์","1,794","502","27.98","476","63","13.24","461","65","14.10","369","40","14.10","488","334","68.44"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","2,474","612","24.74","658","51","7.75","592","58","9.80","593","48","9.80","631","455","72.11"
"28014  :  โรงพยาบาลพยุห์","2,008","658","32.77","588","69","11.73","556","83","14.93","281","94","14.93","583","412","70.67"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","1,974","500","25.33","522","36","6.90","504","35","6.94","440","40","6.94","508","389","76.57"
"28016  :  โรงพยาบาลศิลาลาด","1,094","517","47.26","352","96","27.27","288","66","22.92","109","51","22.92","345","304","88.12"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","68,914","2,889","4.19","19,101","403","2.11","18,114","400","2.21","15,815","465","2.21","15,884","1,621","10.21"
"10944  :  โรงพยาบาลศรีเมืองใหม่","4,998","760","15.21","1,404","164","11.68","1,355","119","8.78","1,276","90","8.78","963","387","40.19"
"10945  :  โรงพยาบาลโขงเจียม","4,325","478","11.05","1,028","50","4.86","1,096","38","3.47","1,037","17","3.47","1,164","373","32.04"
"10946  :  โรงพยาบาลเขื่องใน","9,429","2,431","25.78","2,206","21","0.95","2,251","39","1.73","1,383","69","1.73","3,589","2,302","64.14"
"10947  :  โรงพยาบาลเขมราฐ","5,879","856","14.56","1,475","119","8.07","1,410","108","7.66","1,430","112","7.66","1,564","517","33.06"
"10948  :  โรงพยาบาลนาจะหลวย","3,078","608","19.75","950","144","15.16","701","103","14.69","794","104","14.69","633","257","40.60"
"10949  :  โรงพยาบาลน้ำยืน","4,458","908","20.37","1,151","75","6.52","1,173","75","6.39","779","73","6.39","1,355","685","50.55"
"10950  :  โรงพยาบาลบุณฑริก","5,547","1,333","24.03","1,246","82","6.58","1,266","55","4.34","1,160","96","4.34","1,875","1,100","58.67"
"10951  :  โรงพยาบาลตระการพืชผล","13,471","1,419","10.53","3,461","157","4.54","3,327","127","3.82","3,163","115","3.82","3,520","1,020","28.98"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","3,854","1,000","25.95","1,136","251","22.10","896","166","18.53","896","163","18.53","926","420","45.36"
"10953  :  โรงพยาบาลม่วงสามสิบ","7,900","719","9.10","2,223","32","1.44","2,050","34","1.66","1,666","25","1.66","1,961","628","32.02"
"10954  :  โรงพยาบาลวารินชำราบ","17,856","1,005","5.63","5,521","219","3.97","4,451","115","2.58","3,813","152","2.58","4,071","519","12.75"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","12,203","1,429","11.71","3,207","63","1.96","2,823","100","3.54","2,733","196","3.54","3,440","1,070","31.10"
"10957  :  โรงพยาบาลตาลสุม","1,603","371","23.14","605","28","4.63","481","18","3.74","255","59","3.74","262","266","101.53"
"10958  :  โรงพยาบาลโพธิ์ไทร","3,265","590","18.07","830","108","13.01","739","114","15.43","665","58","15.43","1,031","310","30.07"
"10959  :  โรงพยาบาลสำโรง","2,549","502","19.69","773","86","11.13","848","107","12.62","662","78","12.62","266","231","86.84"
"10960  :  โรงพยาบาลดอนมดแดง","2,070","433","20.92","663","45","6.79","578","49","8.48","531","45","8.48","298","294","98.66"
"10961  :  โรงพยาบาลสิรินธร","3,751","382","10.18","1,097","26","2.37","1,034","24","2.32","829","16","2.32","791","316","39.95"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","1,899","269","14.17","675","46","6.81","553","41","7.41","413","31","7.41","258","151","58.53"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","26,933","3,114","11.56","7,524","350","4.65","6,687","288","4.31","5,869","371","4.31","6,853","2,105","30.72"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","3,632","193","5.31","983","0","0.00","973","1","0.10","715","8","0.10","961","184","19.15"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","2,804","8","0.29","533","0","0.00","912","1","0.11","718","4","0.11","641","3","0.47"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","18,628","1,342","7.20","5,051","235","4.65","4,840","219","4.52","4,264","202","4.52","4,473","686","15.34"
"24032  :  โรงพยาบาลนาตาล","2,771","48","1.73","907","18","1.98","969","11","1.14","695","12","1.14","200","7","3.50"
"24821  :  โรงพยาบาลนาเยีย","1,836","493","26.85","441","63","14.29","551","76","13.79","433","73","13.79","411","281","68.37"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","1,453","471","32.42","526","47","8.94","406","75","18.47","263","93","18.47","258","256","99.22"
"27968  :  โรงพยาบาลน้ำขุ่น","2,201","454","20.63","600","68","11.33","599","43","7.18","555","53","7.18","447","290","64.88"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","1,399","247","17.66","503","32","6.36","453","23","5.08","256","71","5.08","187","121","64.71"
"10701  :  โรงพยาบาลยโสธร","23,784","1,658","6.97","7,260","77","1.06","8,483","49","0.58","3,680","120","0.58","4,361","1,412","32.38"
"10963  :  โรงพยาบาลทรายมูล","1,529","404","26.42","316","52","16.46","320","47","14.69","332","29","14.69","561","276","49.20"
"10964  :  โรงพยาบาลกุดชุม","3,402","715","21.02","947","157","16.58","856","105","12.27","735","87","12.27","864","366","42.36"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","3,955","605","15.30","1,168","43","3.68","1,125","50","4.44","1,051","74","4.44","611","438","71.69"
"10966  :  โรงพยาบาลป่าติ้ว","3,090","593","19.19","780","46","5.90","802","56","6.98","669","52","6.98","839","439","52.32"
"10967  :  โรงพยาบาลมหาชนะชัย","3,710","893","24.07","867","39","4.50","871","39","4.48","835","34","4.48","1,137","781","68.69"
"10968  :  โรงพยาบาลค้อวัง","1,800","371","20.61","471","5","1.06","434","16","3.69","358","25","3.69","537","325","60.52"
"10969  :  โรงพยาบาลไทยเจริญ","1,668","291","17.45","496","11","2.22","480","7","1.46","392","24","1.46","300","249","83.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","10,113","1,224","12.10","2,575","73","2.83","2,632","70","2.66","2,371","76","2.66","2,535","1,005","39.64"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","760","215","28.29","142","19","13.38","157","30","19.11","161","24","19.11","300","142","47.33"
"10702  :  โรงพยาบาลชัยภูมิ","40,794","7,657","18.77","10,655","982","9.22","10,124","899","8.88","8,405","1,043","8.88","11,610","4,733","40.77"
"10970  :  โรงพยาบาลบ้านเขว้า","1,919","621","32.36","598","67","11.20","340","51","15.00","308","53","15.00","673","450","66.86"
"10971  :  โรงพยาบาลคอนสวรรค์","2,514","591","23.51","553","33","5.97","576","35","6.08","522","53","6.08","863","470","54.46"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","6,180","1,498","24.24","1,627","237","14.57","1,523","172","11.29","1,228","168","11.29","1,802","921","51.11"
"10973  :  โรงพยาบาลหนองบัวแดง","5,732","1,150","20.06","1,908","232","12.16","1,781","181","10.16","1,550","263","10.16","493","474","96.15"
"10974  :  โรงพยาบาลจัตุรัส","5,120","1,643","32.09","1,440","275","19.10","1,262","241","19.10","999","277","19.10","1,419","850","59.90"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","3,426","688","20.08","1,023","58","5.67","782","58","7.42","761","65","7.42","860","507","58.95"
"10976  :  โรงพยาบาลหนองบัวระเหว","984","164","16.67","385","47","12.21","414","41","9.90","41","1","9.90","144","75","52.08"
"10977  :  โรงพยาบาลเทพสถิต","1,622","681","41.99","449","48","10.69","479","46","9.60","355","33","9.60","339","554","163.42"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","16,042","3,784","23.59","4,327","509","11.76","3,819","499","13.07","3,329","525","13.07","4,567","2,251","49.29"
"10979  :  โรงพยาบาลบ้านแท่น","2,587","586","22.65","651","65","9.98","563","58","10.30","606","86","10.30","767","377","49.15"
"10980  :  โรงพยาบาลแก้งคร้อ","6,054","1,668","27.55","1,773","235","13.25","1,547","221","14.29","1,320","240","14.29","1,414","972","68.74"
"10981  :  โรงพยาบาลคอนสาร","3,503","650","18.56","782","65","8.31","792","53","6.69","887","95","6.69","1,042","437","41.94"
"10982  :  โรงพยาบาลภักดีชุมพล","1,889","688","36.42","384","41","10.68","341","56","16.42","360","58","16.42","804","533","66.29"
"10983  :  โรงพยาบาลเนินสง่า","1,317","554","42.07","343","68","19.83","360","96","26.67","338","85","26.67","276","305","110.51"
"10703  :  โรงพยาบาลอำนาจเจริญ","25,328","1,600","6.32","6,501","150","2.31","6,539","148","2.26","5,852","175","2.26","6,436","1,127","17.51"
"10985  :  โรงพยาบาลชานุมาน","2,657","738","27.78","670","87","12.99","690","112","16.23","614","126","16.23","683","413","60.47"
"10986  :  โรงพยาบาลปทุมราชวงศา","1,290","212","16.43","835","106","12.69","455","106","23.30","0","0","23.30","0","0","0.00"
"10987  :  โรงพยาบาลพนา","2,047","430","21.01","459","53","11.55","510","51","10.00","452","52","10.00","626","274","43.77"
"10988  :  โรงพยาบาลเสนางคนิคม","2,369","805","33.98","546","117","21.43","635","141","22.20","446","112","22.20","742","435","58.63"
"10989  :  โรงพยาบาลหัวตะพาน","3,867","1,104","28.55","972","145","14.92","830","106","12.77","860","115","12.77","1,205","738","61.24"
"10990  :  โรงพยาบาลลืออำนาจ","862","155","17.98","540","87","16.11","239","47","19.67","83","21","19.67","0","0","0.00"
"11040  :  โรงพยาบาลบึงกาฬ","15,126","3,147","20.81","4,030","591","14.67","4,265","479","11.23","3,627","621","11.23","3,204","1,456","45.44"
"11041  :  โรงพยาบาลพรเจริญ","2,918","600","20.56","551","50","9.07","681","67","9.84","804","91","9.84","882","392","44.44"
"11043  :  โรงพยาบาลโซ่พิสัย","6,027","1,210","20.08","1,111","134","12.06","1,255","167","13.31","1,344","166","13.31","2,317","743","32.07"
"11046  :  โรงพยาบาลเซกา","5,393","1,924","35.68","1,714","411","23.98","1,685","453","26.88","1,036","376","26.88","958","684","71.40"
"11047  :  โรงพยาบาลปากคาด","2,744","438","15.96","741","56","7.56","757","75","9.91","676","65","9.91","570","242","42.46"
"11048  :  โรงพยาบาลบึงโขงหลง","2,811","899","31.98","785","207","26.37","753","190","25.23","593","145","25.23","680","357","52.50"
"11049  :  โรงพยาบาลศรีวิไล","2,793","719","25.74","546","66","12.09","659","70","10.62","708","78","10.62","880","505","57.39"
"11050  :  โรงพยาบาลบุ่งคล้า","1,318","247","18.74","432","52","12.04","368","33","8.97","271","34","8.97","247","128","51.82"
"10704  :  โรงพยาบาลหนองบัวลำภู","21,985","1,923","8.75","6,212","216","3.48","5,822","185","3.18","4,740","176","3.18","5,211","1,346","25.83"
"10991  :  โรงพยาบาลนากลาง","1,762","946","53.69","537","176","32.77","561","201","35.83","341","148","35.83","323","421","130.34"
"10992  :  โรงพยาบาลโนนสัง","2,964","1,139","38.43","670","105","15.67","473","141","29.81","621","138","29.81","1,200","755","62.92"
"10993  :  โรงพยาบาลศรีบุญเรือง","6,232","1,160","18.61","1,765","104","5.89","1,521","114","7.50","1,320","130","7.50","1,626","812","49.94"
"10994  :  โรงพยาบาลสุวรรณคูหา","2,911","492","16.90","952","61","6.41","793","36","4.54","673","52","4.54","493","343","69.57"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","2,127","461","21.67","622","65","10.45","459","87","18.95","507","55","18.95","539","254","47.12"
"10670  :  โรงพยาบาลขอนแก่น","73,068","2,763","3.78","18,271","209","1.14","19,596","135","0.69","17,421","405","0.69","17,780","2,014","11.33"
"10995  :  โรงพยาบาลบ้านฝาง","3,191","490","15.36","784","52","6.63","775","65","8.39","713","60","8.39","919","313","34.06"
"10996  :  โรงพยาบาลพระยืน","2,790","188","6.74","751","17","2.26","743","14","1.88","678","10","1.88","618","147","23.79"
"10997  :  โรงพยาบาลหนองเรือ","7,108","1,358","19.11","1,970","264","13.40","1,787","258","14.44","1,617","177","14.44","1,734","659","38.00"
"10998  :  โรงพยาบาลชุมแพ","20,087","1,403","6.98","5,271","139","2.64","4,861","92","1.89","4,742","134","1.89","5,213","1,038","19.91"
"10999  :  โรงพยาบาลสีชมพู","4,509","834","18.50","1,134","16","1.41","1,045","32","3.06","959","45","3.06","1,371","741","54.05"
"11000  :  โรงพยาบาลน้ำพอง","11,117","535","4.81","3,027","0","0.00","2,979","0","0.00","2,490","27","0.00","2,621","508","19.38"
"11001  :  โรงพยาบาลอุบลรัตน์","5,002","739","14.77","1,113","138","12.40","1,042","119","11.42","1,395","134","11.42","1,452","348","23.97"
"11002  :  โรงพยาบาลบ้านไผ่","9,669","2,077","21.48","2,445","233","9.53","2,315","297","12.83","2,243","307","12.83","2,666","1,240","46.51"
"11003  :  โรงพยาบาลเปือยน้อย","2,136","539","25.23","626","114","18.21","565","100","17.70","445","72","17.70","500","253","50.60"
"11004  :  โรงพยาบาลพล","5,664","2,058","36.33","2,090","362","17.32","1,443","361","25.02","1,182","361","25.02","949","974","102.63"
"11005  :  โรงพยาบาลแวงใหญ่","2,321","482","20.77","505","46","9.11","443","35","7.90","516","51","7.90","857","350","40.84"
"11006  :  โรงพยาบาลแวงน้อย","2,623","607","23.14","726","71","9.78","685","99","14.45","501","82","14.45","711","355","49.93"
"11007  :  โรงพยาบาลหนองสองห้อง","5,128","1,174","22.89","1,224","159","12.99","1,231","132","10.72","1,156","161","10.72","1,517","722","47.59"
"11008  :  โรงพยาบาลภูเวียง","6,256","1,403","22.43","1,575","126","8.00","1,382","104","7.53","1,274","120","7.53","2,025","1,053","52.00"
