"โรงพยาบาล","ได้รับบริการ(คน)","พบประวัติคลอด(คน)","จำนวนบริการ(ครั้ง)","บริการพบประวัติ(ครั้ง)","บริการล่าช้า (คน)","บริการเกิน 90 วัน (คน)"
"ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC"
"10859  :  โรงพยาบาลบ้านสร้าง","0","0","0","0","0","0","0","0","0","0","0","0"
"10860  :  โรงพยาบาลประจันตคาม","7","2","4","2","28","9","16","9","4","1","0","0"
"10861  :  โรงพยาบาลศรีมหาโพธิ","5","4","7","6","8","7","8","7","1","1","0","0"
"10862  :  โรงพยาบาลศรีมโหสถ","0","0","3","3","0","0","0","0","2","2","0","0"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10698  :  โรงพยาบาลนครนายก","24","15","27","13","87","58","59","49","24","6","0","0"
"10863  :  โรงพยาบาลปากพลี","1","1","4","1","5","4","5","4","2","0","0","0"
"10864  :  โรงพยาบาลบ้านนา","8","6","26","7","19","13","16","13","23","2","0","0"
"10865  :  โรงพยาบาลองครักษ์","33","21","27","20","133","94","112","93","11","4","1","1"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0","0","0","0","0","0","0","0","0"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0","0","0","0","0","0","0","0","0","0"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","38","28","35","25","163","126","137","111","14","6","0","0"
"10866  :  โรงพยาบาลคลองหาด","67","67","73","73","67","67","67","67","3","2","0","0"
"10867  :  โรงพยาบาลตาพระยา","78","73","81","72","326","310","307","291","6","6","0","0"
"10868  :  โรงพยาบาลวังน้ำเย็น","76","63","66","55","316","277","277","246","37","25","0","0"
"10869  :  โรงพยาบาลวัฒนานคร","13","11","23","12","38","36","36","35","23","5","0","0"
"10870  :  โรงพยาบาลอรัญประเทศ","0","0","2","0","0","0","0","0","2","0","0","0"
"13817  :  โรงพยาบาลเขาฉกรรจ์","4","4","4","4","12","12","12","12","2","1","0","0"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","1","0","0","0","0","0","1","0","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","30","0","21","0","87","0","53","0","34","0","0","0"
"10871  :  โรงพยาบาลครบุรี","18","6","18","2","53","8","41","2","15","3","0","0"
"10872  :  โรงพยาบาลเสิงสาง","14","12","13","11","52","46","47","41","7","6","0","0"
"10873  :  โรงพยาบาลคง","9","3","5","2","36","11","20","6","6","1","0","0"
"10874  :  โรงพยาบาลบ้านเหลื่อม","12","11","11","10","60","55","58","53","1","1","0","0"
"10875  :  โรงพยาบาลจักราช","1","1","15","13","5","5","5","5","6","2","0","0"
"10876  :  โรงพยาบาลโชคชัย","1","1","3","1","1","1","1","1","4","0","0","0"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0","0","0","0","0","0","0","0","0","0"
"10878  :  โรงพยาบาลโนนไทย","78","53","76","52","150","120","144","118","5","2","0","0"
"10879  :  โรงพยาบาลโนนสูง","5","5","5","5","20","20","20","20","1","0","0","0"
"10880  :  โรงพยาบาลขามสะแกแสง","0","0","90","87","0","0","0","0","16","14","4","4"
"10881  :  โรงพยาบาลบัวใหญ่","13","6","13","6","57","26","58","26","3","0","0","0"
"10882  :  โรงพยาบาลประทาย","0","0","1","0","0","0","0","0","0","0","0","0"
"10883  :  โรงพยาบาลปักธงชัย","4","2","4","1","7","4","4","3","4","1","0","0"
"10884  :  โรงพยาบาลพิมาย","46","33","44","33","132","104","124","103","24","11","0","0"
"10885  :  โรงพยาบาลห้วยแถลง","8","8","9","7","34","34","29","29","2","2","0","0"
"10886  :  โรงพยาบาลชุมพวง","1","1","1","1","3","3","3","3","1","1","0","0"
"10887  :  โรงพยาบาลสูงเนิน","29","19","38","18","99","82","86","73","20","3","0","0"
"10888  :  โรงพยาบาลขามทะเลสอ","2","1","4","1","2","1","2","1","3","0","0","0"
"10889  :  โรงพยาบาลสีคิ้ว","135","121","176","133","531","470","508","465","80","67","0","0"
"10890  :  โรงพยาบาลปากช่องนานา","37","22","21","14","146","93","91","62","21","11","0","0"
"10891  :  โรงพยาบาลหนองบุญมาก","108","106","112","108","268","264","265","264","5","2","0","0"
"10892  :  โรงพยาบาลแก้งสนามนาง","1","1","0","0","3","3","0","0","3","1","0","0"
"10893  :  โรงพยาบาลโนนแดง","0","0","9","8","0","0","0","0","1","0","0","0"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","0","0","0","0","0","0","0","0","0","0","0"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","1","0","0","0","0","0","4","0","0","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0","0","1","1","0","0","0","0","0","0","0","0"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","0","2","2","0","0","0","0","4","2","0","0"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0","0","0","0","0","0","0","0","0","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0","0","0","0","0","0","0","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0","0","0","0","0","0","0","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","22","16","20","14","80","63","71","54","11","6","0","0"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","2","0","1","0","6","0","2","0","6","1","0","0"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0","0","0","0","0","0","0","0","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","1","0","0","0","5","0","0","0","1","0","0","0"
"27839  :  โรงพยาบาลบัวลาย","3","3","3","3","5","5","5","5","0","0","0","0"
"27840  :  โรงพยาบาลสีดา","0","0","0","0","0","0","0","0","0","0","0","0"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10667  :  โรงพยาบาลบุรีรัมย์","19","8","15","5","61","19","52","15","12","6","0","0"
"10895  :  โรงพยาบาลคูเมือง","22","16","22","16","69","47","70","48","4","1","0","0"
"10896  :  โรงพยาบาลกระสัง","2","2","14","12","3","3","3","3","5","2","0","0"
"10897  :  โรงพยาบาลนางรอง","10","10","16","11","24","24","21","21","7","3","0","0"
"10898  :  โรงพยาบาลหนองกี่","0","0","0","0","0","0","0","0","0","0","0","0"
"10899  :  โรงพยาบาลละหานทราย","26","18","35","20","64","43","58","41","18","4","0","0"
"10900  :  โรงพยาบาลประโคนชัย","3","3","15","9","5","5","5","5","15","6","0","0"
"10901  :  โรงพยาบาลบ้านกรวด","20","15","20","16","25","20","24","20","9","6","0","0"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0","0","0","0","0","0","0","0","0","0"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0","0","0","0","0","0","0","0","0","0"
"10905  :  โรงพยาบาลสตึก","77","75","77","75","151","148","149","146","4","4","0","0"
"10906  :  โรงพยาบาลปะคำ","12","12","88","86","17","17","15","15","31","25","0","0"
"10907  :  โรงพยาบาลนาโพธิ์","1","0","13","8","2","0","2","0","3","1","0","0"
"10908  :  โรงพยาบาลหนองหงส์","114","113","130","129","250","246","241","240","12","10","0","0"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10910  :  โรงพยาบาลห้วยราช","0","0","0","0","0","0","0","0","0","0","0","0"
"10911  :  โรงพยาบาลโนนสุวรรณ","10","10","13","9","40","38","33","31","9","5","0","0"
"10912  :  โรงพยาบาลชำนิ","24","15","30","21","76","44","51","31","23","5","0","0"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","8","8","8","8","14","14","14","14","0","0","0","0"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","13","11","0","0","0","0","4","1","0","0"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0","0","0","0","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0","0","0","0","0","0","1","1","0","0"
"23578  :  โรงพยาบาลแคนดง","0","0","0","0","0","0","0","0","0","0","0","0"
"28020  :  โรงพยาบาลบ้านด่าน","32","29","40","28","126","118","122","114","9","8","0","0"
"10668  :  โรงพยาบาลสุรินทร์","2","1","10","1","3","2","3","2","5","0","0","0"
"10915  :  โรงพยาบาลชุมพลบุรี","71","69","74","70","302","296","323","317","2","0","0","0"
"10916  :  โรงพยาบาลท่าตูม","35","34","34","32","155","152","143","143","10","8","0","0"
"10917  :  โรงพยาบาลจอมพระ","83","14","86","15","193","28","197","28","10","1","0","0"
"10918  :  โรงพยาบาลปราสาท","92","92","108","95","339","339","335","335","42","33","0","0"
"10919  :  โรงพยาบาลกาบเชิง","197","195","195","195","936","934","937","937","4","2","0","0"
"10920  :  โรงพยาบาลรัตนบุรี","41","26","50","39","178","118","242","190","29","18","0","0"
"10921  :  โรงพยาบาลสนม","0","0","0","0","0","0","0","0","0","0","0","0"
"10922  :  โรงพยาบาลศีขรภูมิ","109","106","111","108","325","311","329","315","25","25","0","0"
"10923  :  โรงพยาบาลสังขะ","251","243","249","241","1,131","1,114","1,123","1,107","90","87","0","0"
"10924  :  โรงพยาบาลลำดวน","72","70","74","71","315","306","318","309","4","2","0","0"
"10925  :  โรงพยาบาลสำโรงทาบ","41","38","73","69","62","55","62","55","2","1","0","0"
"10926  :  โรงพยาบาลบัวเชด","76","74","78","72","360","335","364","338","12","8","0","0"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","1","0","0","0","0","0","1","0","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","1","1","15","13","1","1","1","1","12","7","0","0"
"27842  :  โรงพยาบาลเขวาสินรินทร์","9","9","7","7","26","26","22","22","4","4","0","0"
"27843  :  โรงพยาบาลศรีณรงค์","1","1","1","1","5","5","5","5","0","0","0","0"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10700  :  โรงพยาบาลศรีสะเกษ","0","0","2","2","0","0","0","0","9","1","0","0"
"10927  :  โรงพยาบาลยางชุมน้อย","44","35","34","31","210","118","161","105","18","8","0","0"
"10928  :  โรงพยาบาลกันทรารมย์","0","0","0","0","0","0","0","0","0","0","0","0"
"10929  :  โรงพยาบาลกันทรลักษ์","32","15","29","15","149","53","120","53","18","3","1","0"
"10930  :  โรงพยาบาลขุขันธ์","70","66","70","66","83","79","85","82","62","56","0","0"
"10931  :  โรงพยาบาลไพรบึง","0","0","4","3","0","0","0","0","2","0","0","0"
"10932  :  โรงพยาบาลปรางค์กู่","0","0","0","0","0","0","0","0","0","0","0","0"
"10933  :  โรงพยาบาลขุนหาญ","100","67","80","62","487","328","381","293","34","15","0","0"
"10934  :  โรงพยาบาลราษีไศล","0","0","0","0","0","0","0","0","0","0","0","0"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","19","8","41","15","53","6","32","3","36","9","0","0"
"10936  :  โรงพยาบาลบึงบูรพ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10937  :  โรงพยาบาลห้วยทับทัน","10","1","7","1","39","1","29","1","4","0","0","0"
"10938  :  โรงพยาบาลโนนคูณ","0","0","0","0","0","0","0","0","0","0","0","0"
"10939  :  โรงพยาบาลศรีรัตนะ","3","2","5","1","11","10","6","5","6","1","0","0"
"10940  :  โรงพยาบาลวังหิน","96","93","88","86","294","277","265","251","15","12","0","0"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","72","72","72","72","259","256","259","256","17","17","0","0"
"10942  :  โรงพยาบาลภูสิงห์","63","60","62","59","294","283","289","278","2","2","0","0"
"10943  :  โรงพยาบาลเมืองจันทร์","32","27","26","23","154","128","124","109","10","5","0","0"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","10","2","9","2","45","10","41","10","7","1","0","0"
"28014  :  โรงพยาบาลพยุห์","0","0","0","0","0","0","0","0","0","0","0","0"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","0","0","0","0","0","0","0","0","1","0","0","0"
"28016  :  โรงพยาบาลศิลาลาด","0","0","0","0","0","0","0","0","0","0","0","0"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","22","1","21","1","96","4","91","4","7","1","0","0"
"10944  :  โรงพยาบาลศรีเมืองใหม่","101","101","101","101","464","460","465","461","18","18","0","0"
"10945  :  โรงพยาบาลโขงเจียม","48","45","45","42","219","204","209","194","5","5","0","0"
"10946  :  โรงพยาบาลเขื่องใน","112","109","108","104","501","494","480","473","81","75","0","0"
"10947  :  โรงพยาบาลเขมราฐ","253","252","252","252","1,233","1,232","1,232","1,232","2","0","0","0"
"10948  :  โรงพยาบาลนาจะหลวย","124","124","120","120","560","560","549","549","5","5","0","0"
"10949  :  โรงพยาบาลน้ำยืน","81","79","222","174","164","162","162","160","49","27","4","2"
"10950  :  โรงพยาบาลบุณฑริก","58","57","58","57","267","266","267","266","17","17","0","0"
"10951  :  โรงพยาบาลตระการพืชผล","73","73","74","74","334","334","334","334","4","4","1","1"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","26","25","26","25","109","107","110","108","9","7","0","0"
"10953  :  โรงพยาบาลม่วงสามสิบ","66","58","64","58","172","159","166","156","30","27","0","0"
"10954  :  โรงพยาบาลวารินชำราบ","9","8","16","9","29","26","26","26","5","1","0","0"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","141","132","145","133","637","607","624","594","21","14","1","0"
"10957  :  โรงพยาบาลตาลสุม","9","9","8","8","35","35","30","30","2","2","0","0"
"10958  :  โรงพยาบาลโพธิ์ไทร","39","38","39","38","170","165","167","162","17","16","0","0"
"10959  :  โรงพยาบาลสำโรง","51","51","55","54","246","246","250","250","3","2","0","0"
"10960  :  โรงพยาบาลดอนมดแดง","50","47","44","43","223","214","204","203","12","10","0","0"
"10961  :  โรงพยาบาลสิรินธร","115","109","112","107","535","507","520","497","12","9","0","0"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","2","2","2","2","2","2","2","2","0","0","0","0"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","461","22","459","22","2,217","103","2,214","104","336","15","1","0"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0","0","0","0","0","0","0","0","0","0"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0","0","0","0","0","0","0","0","0","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0","0","0","0","0","0","0","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0","0","0","0","0","0","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","10","7","14","7","46","35","46","35","10","6","0","0"
"24032  :  โรงพยาบาลนาตาล","59","58","59","58","176","174","176","174","1","1","0","0"
"24821  :  โรงพยาบาลนาเยีย","3","2","2","2","12","10","10","10","1","0","0","0"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0","0","0","0","0","0","0","0","0"
"27968  :  โรงพยาบาลน้ำขุ่น","101","94","102","94","464","439","470","445","18","17","0","0"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","65","65","65","65","325","325","325","325","7","7","0","0"
"10701  :  โรงพยาบาลยโสธร","0","0","0","0","0","0","0","0","0","0","0","0"
"10963  :  โรงพยาบาลทรายมูล","5","3","6","3","24","15","24","15","1","0","0","0"
"10964  :  โรงพยาบาลกุดชุม","42","40","40","40","131","126","126","126","4","2","0","0"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","8","5","9","7","28","17","24","17","3","0","0","0"
"10966  :  โรงพยาบาลป่าติ้ว","0","0","0","0","0","0","0","0","0","0","0","0"
"10967  :  โรงพยาบาลมหาชนะชัย","0","0","0","0","0","0","0","0","1","1","0","0"
"10968  :  โรงพยาบาลค้อวัง","34","28","26","21","158","129","123","98","19","16","0","0"
"10969  :  โรงพยาบาลไทยเจริญ","18","16","17","16","90","80","85","80","17","15","0","0"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","22","17","22","17","77","55","77","55","0","0","0","0"
"11921  :  โรงพยาบาลนายแพทย์หาญ","1","1","0","0","5","5","0","0","1","1","0","0"
"04007  :  โรงพยาบาลซับใหญ่","0","0","1","0","0","0","0","0","1","0","0","0"
"10702  :  โรงพยาบาลชัยภูมิ","9","9","9","8","43","43","38","38","9","4","0","0"
"10970  :  โรงพยาบาลบ้านเขว้า","4","2","5","3","13","7","8","7","4","1","0","0"
"10971  :  โรงพยาบาลคอนสวรรค์","11","11","10","10","48","48","44","44","1","1","0","0"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","10","9","15","8","31","30","30","29","9","2","0","0"
"10973  :  โรงพยาบาลหนองบัวแดง","0","0","2","2","0","0","0","0","0","0","0","0"
"10974  :  โรงพยาบาลจัตุรัส","126","102","142","108","510","429","497","421","11","6","1","1"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","47","45","47","45","51","48","49","48","7","6","0","0"
"10976  :  โรงพยาบาลหนองบัวระเหว","0","0","0","0","0","0","0","0","0","0","0","0"
"10977  :  โรงพยาบาลเทพสถิต","0","0","0","0","0","0","0","0","0","0","0","0"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","107","104","115","104","327","317","321","313","15","8","0","0"
"10979  :  โรงพยาบาลบ้านแท่น","3","2","11","10","3","2","3","2","10","9","0","0"
"10980  :  โรงพยาบาลแก้งคร้อ","32","25","34","26","79","58","80","59","12","8","0","0"
"10981  :  โรงพยาบาลคอนสาร","6","6","5","4","26","26","17","17","6","3","0","0"
"10982  :  โรงพยาบาลภักดีชุมพล","59","59","59","59","161","161","160","160","5","5","0","0"
"10983  :  โรงพยาบาลเนินสง่า","22","22","33","24","74","74","74","74","5","2","0","0"
"10703  :  โรงพยาบาลอำนาจเจริญ","19","11","18","12","61","45","52","45","10","3","0","0"
"10985  :  โรงพยาบาลชานุมาน","147","144","142","139","642","634","629","621","89","88","0","0"
"10986  :  โรงพยาบาลปทุมราชวงศา","51","49","45","44","253","243","223","218","26","24","0","0"
"10987  :  โรงพยาบาลพนา","13","8","14","10","31","22","23","21","16","6","0","0"
"10988  :  โรงพยาบาลเสนางคนิคม","0","0","0","0","0","0","0","0","0","0","0","0"
"10989  :  โรงพยาบาลหัวตะพาน","21","20","28","27","46","43","43","43","5","4","0","0"
"10990  :  โรงพยาบาลลืออำนาจ","49","48","42","42","211","205","188","187","27","24","0","0"
"11040  :  โรงพยาบาลบึงกาฬ","203","160","243","170","642","571","647","577","4","2","0","0"
"11041  :  โรงพยาบาลพรเจริญ","68","64","70","64","254","234","246","226","11","9","0","0"
"11043  :  โรงพยาบาลโซ่พิสัย","176","174","174","171","841","835","826","820","9","9","0","0"
"11046  :  โรงพยาบาลเซกา","5","5","5","5","17","17","17","17","0","0","0","0"
"11047  :  โรงพยาบาลปากคาด","106","105","106","105","423","419","425","421","2","2","0","0"
"11048  :  โรงพยาบาลบึงโขงหลง","42","32","38","31","185","153","172","148","5","1","0","0"
"11049  :  โรงพยาบาลศรีวิไล","76","72","74","70","303","283","288","268","3","3","0","0"
"11050  :  โรงพยาบาลบุ่งคล้า","0","0","0","0","0","0","0","0","0","0","0","0"
"10704  :  โรงพยาบาลหนองบัวลำภู","2","0","5","0","3","0","3","0","4","1","0","0"
"10991  :  โรงพยาบาลนากลาง","39","39","35","35","188","188","168","168","6","6","0","0"
"10992  :  โรงพยาบาลโนนสัง","22","19","34","29","43","35","40","32","6","2","0","0"
"10993  :  โรงพยาบาลศรีบุญเรือง","3","2","3","2","3","2","3","2","0","0","0","0"
"10994  :  โรงพยาบาลสุวรรณคูหา","16","14","16","14","65","56","65","56","1","0","0","0"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","5","3","9","6","9","4","9","4","6","2","0","0"
"10670  :  โรงพยาบาลขอนแก่น","33","3","21","2","140","11","92","6","23","3","0","0"
"10995  :  โรงพยาบาลบ้านฝาง","101","98","100","98","502","489","497","489","2","1","0","0"
"10996  :  โรงพยาบาลพระยืน","0","0","0","0","0","0","0","0","0","0","0","0"
"10997  :  โรงพยาบาลหนองเรือ","0","0","0","0","0","0","0","0","0","0","0","0"
"10998  :  โรงพยาบาลชุมแพ","62","54","63","54","266","237","268","239","10","4","0","0"
"10999  :  โรงพยาบาลสีชมพู","34","28","40","33","90","74","67","61","24","13","0","0"
"11000  :  โรงพยาบาลน้ำพอง","182","181","171","158","868","867","718","718","99","80","0","0"
"11001  :  โรงพยาบาลอุบลรัตน์","28","28","28","28","123","122","128","127","1","1","0","0"
"11002  :  โรงพยาบาลบ้านไผ่","51","40","48","40","220","175","209","176","9","4","0","0"
"11003  :  โรงพยาบาลเปือยน้อย","60","54","59","49","261","242","234","219","10","7","0","0"
"11004  :  โรงพยาบาลพล","99","96","107","98","469","459","440","439","24","14","0","0"
"11005  :  โรงพยาบาลแวงใหญ่","9","9","9","9","40","40","40","40","5","5","0","0"
"11006  :  โรงพยาบาลแวงน้อย","76","76","77","76","224","224","224","224","7","6","0","0"
"11007  :  โรงพยาบาลหนองสองห้อง","164","161","164","158","765","762","760","758","31","28","0","0"
"11008  :  โรงพยาบาลภูเวียง","12","11","10","10","33","28","31","31","4","2","0","0"
"11009  :  โรงพยาบาลมัญจาคีรี","88","86","71","70","300","298","258","257","45","44","5","5"
"11010  :  โรงพยาบาลชนบท","22","19","36","28","66","52","61","50","10","7","0","0"
"11011  :  โรงพยาบาลเขาสวนกวาง","33","31","33","31","164","154","165","155","15","15","0","0"
"11012  :  โรงพยาบาลภูผาม่าน","22","19","21","19","91","82","89","82","10","8","0","0"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","65","60","62","58","284","253","272","245","43","40","0","0"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0","0","0","0","0","0","0","0","0","0"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0","0","0","0","0","0","0","0","0","0"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0","0","0","0","0","0","0","0","0","0"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","38","31","61","53","94","82","89","78","22","15","0","0"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0","0","0","0","0","0","0","0","0","0"
"14132  :  โรงพยาบาลซำสูง","31","27","28","26","113","102","106","99","9","7","0","0"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0","0","0","0","0","0","0","0","0","0"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0","0","0","0","0","0","0","0","0","0"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0","0","0","0","0","0","0","0","0","0"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0","0","0","0","0","0","0","0","0","0"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","6","6","5","5","15","15","13","13","1","1","0","0"
"77652  :  โรงพยาบาลโนนศิลา","1","1","1","1","1","1","1","1","1","1","0","0"
"10671  :  โรงพยาบาลอุดรธานี","16","4","6","3","59","15","21","11","10","1","0","0"
"11013  :  โรงพยาบาลกุดจับ","7","7","8","8","23","23","23","23","0","0","0","0"
"11014  :  โรงพยาบาลหนองวัวซอ","75","71","78","73","349","337","346","337","2","1","0","0"
"11015  :  โรงพยาบาลกุมภวาปี","196","194","186","185","900","896","853","852","11","9","0","0"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0","0","0","0","0","0","0","0","0","0"
"11017  :  โรงพยาบาลโนนสะอาด","58","54","54","50","259","247","246","234","6","5","0","0"
"11018  :  โรงพยาบาลหนองหาน","60","56","58","55","252","243","243","239","3","2","0","0"
"11019  :  โรงพยาบาลทุ่งฝน","17","16","18","17","62","61","62","61","0","0","0","0"
"11020  :  โรงพยาบาลไชยวาน","102","102","96","96","504","504","482","482","10","10","0","0"
"11021  :  โรงพยาบาลศรีธาตุ","57","57","55","55","272","272","264","264","11","11","0","0"
"11022  :  โรงพยาบาลวังสามหมอ","102","102","98","98","430","430","417","417","9","9","0","0"
"11023  :  โรงพยาบาลบ้านผือ","510","501","499","489","2,441","2,414","2,396","2,380","21","15","1","0"
"11024  :  โรงพยาบาลน้ำโสม","93","91","90","88","352","346","338","332","6","6","0","0"
"11025  :  โรงพยาบาลเพ็ญ","47","47","57","57","103","103","99","99","3","3","0","0"
"11026  :  โรงพยาบาลสร้างคอม","77","76","74","73","293","292","282","281","7","7","0","0"
"11027  :  โรงพยาบาลหนองแสง","0","0","0","0","0","0","0","0","0","0","0","0"
"11028  :  โรงพยาบาลนายูง","0","0","14","12","0","0","0","0","0","0","0","0"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","10","9","14","14","17","16","10","10","10","8","0","0"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","449","445","431","428","1,995","1,987","1,974","1,971","28","23","0","0"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0","0","0","0","0","0","0","0","0","0"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0","0","0","0","0","0","0","0","0","0"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0","0","0","0","0","0","0","0","0","0"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","2","1","0","0","0","0","2","1","0","0"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","1","0","0","0","0","0","1","0","0","0"
"10705  :  โรงพยาบาลเลย","26","24","27","26","126","120","121","120","2","1","0","0"
"11030  :  โรงพยาบาลนาด้วง","1","1","12","12","1","1","1","1","3","3","0","0"
"11031  :  โรงพยาบาลเชียงคาน","3","3","5","5","4","4","4","4","1","1","0","0"
"11032  :  โรงพยาบาลปากชม","41","40","35","34","204","199","175","170","8","8","0","0"
"11033  :  โรงพยาบาลนาแห้ว","14","11","21","15","39","31","39","31","1","1","0","0"
"11034  :  โรงพยาบาลภูเรือ","23","20","22","19","105","90","100","85","3","3","0","0"
"11035  :  โรงพยาบาลท่าลี่","0","0","1","1","0","0","0","0","0","0","0","0"
"11036  :  โรงพยาบาลวังสะพุง","15","15","19","18","58","58","58","58","0","0","0","0"
"11037  :  โรงพยาบาลภูกระดึง","0","0","0","0","0","0","0","0","0","0","0","0"
"11038  :  โรงพยาบาลภูหลวง","15","15","15","15","71","71","72","72","0","0","0","0"
"11039  :  โรงพยาบาลผาขาว","4","4","4","4","20","20","20","20","0","0","0","0"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","71","60","89","62","259","216","259","216","9","5","0","0"
