"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","94,321","895","0.95","26,563","259","0.98","26,823","308","1.15","25,870","194","1.15","15,065","134","0.89"
"10871  :  โรงพยาบาลครบุรี","10,202","1,123","11.01","2,422","270","11.15","2,577","299","11.60","2,416","308","11.60","2,787","246","8.83"
"10872  :  โรงพยาบาลเสิงสาง","5,404","383","7.09","1,448","89","6.15","1,432","108","7.54","1,405","90","7.54","1,119","96","8.58"
"10873  :  โรงพยาบาลคง","4,541","315","6.94","1,213","92","7.58","1,242","71","5.72","1,149","57","5.72","937","95","10.14"
"10874  :  โรงพยาบาลบ้านเหลื่อม","2,854","374","13.10","677","116","17.13","734","98","13.35","710","77","13.35","733","83","11.32"
"10875  :  โรงพยาบาลจักราช","4,738","763","16.10","1,086","188","17.31","1,159","173","14.93","1,324","206","14.93","1,169","196","16.77"
"10876  :  โรงพยาบาลโชคชัย","8,282","1,150","13.89","1,933","319","16.50","2,026","295","14.56","2,137","318","14.56","2,186","218","9.97"
"10877  :  โรงพยาบาลด่านขุนทด","10,048","1,563","15.56","2,436","480","19.70","2,392","363","15.18","2,563","330","15.18","2,657","390","14.68"
"10878  :  โรงพยาบาลโนนไทย","5,649","1,018","18.02","1,225","289","23.59","1,250","213","17.04","1,510","233","17.04","1,664","283","17.01"
"10879  :  โรงพยาบาลโนนสูง","6,255","911","14.56","1,361","205","15.06","1,612","280","17.37","1,547","194","17.37","1,735","232","13.37"
"10880  :  โรงพยาบาลขามสะแกแสง","3,609","140","3.88","914","19","2.08","1,005","33","3.28","996","43","3.28","694","45","6.48"
"10881  :  โรงพยาบาลบัวใหญ่","14,265","1,792","12.56","3,313","528","15.94","3,709","520","14.02","3,588","381","14.02","3,655","363","9.93"
"10882  :  โรงพยาบาลประทาย","6,269","750","11.96","1,668","222","13.31","1,524","192","12.60","1,488","159","12.60","1,589","177","11.14"
"10883  :  โรงพยาบาลปักธงชัย","9,677","1,570","16.22","2,400","419","17.46","2,503","434","17.34","2,362","373","17.34","2,412","344","14.26"
"10884  :  โรงพยาบาลพิมาย","14,348","785","5.47","3,879","173","4.46","3,917","182","4.65","4,015","259","4.65","2,537","171","6.74"
"10885  :  โรงพยาบาลห้วยแถลง","5,028","731","14.54","1,182","268","22.67","1,234","186","15.07","1,339","129","15.07","1,273","148","11.63"
"10886  :  โรงพยาบาลชุมพวง","5,548","793","14.29","1,359","233","17.14","1,442","190","13.18","1,343","176","13.18","1,404","194","13.82"
"10887  :  โรงพยาบาลสูงเนิน","6,490","1,288","19.85","1,660","383","23.07","1,568","329","20.98","1,485","277","20.98","1,777","299","16.83"
"10888  :  โรงพยาบาลขามทะเลสอ","3,147","434","13.79","851","117","13.75","796","89","11.18","766","110","11.18","734","118","16.08"
"10889  :  โรงพยาบาลสีคิ้ว","10,098","1,036","10.26","2,563","308","12.02","2,613","262","10.03","2,572","226","10.03","2,350","240","10.21"
"10890  :  โรงพยาบาลปากช่องนานา","18,454","2,135","11.57","4,240","506","11.93","4,513","566","12.54","4,629","499","12.54","5,072","564","11.12"
"10891  :  โรงพยาบาลหนองบุญมาก","4,438","330","7.44","1,080","79","7.31","1,123","75","6.68","1,162","73","6.68","1,073","103","9.60"
"10892  :  โรงพยาบาลแก้งสนามนาง","1,983","140","7.06","399","28","7.02","507","36","7.10","565","32","7.10","512","44","8.59"
"10893  :  โรงพยาบาลโนนแดง","2,170","249","11.47","542","57","10.52","544","54","9.93","584","66","9.93","500","72","14.40"
"10894  :  โรงพยาบาลวังน้ำเขียว","4,111","346","8.42","981","85","8.66","1,058","64","6.05","1,034","75","6.05","1,038","122","11.75"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","6,272","0","0.00","1,547","0","0.00","1,783","0","0.00","1,787","0","0.00","1,155","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","2,168","260","11.99","534","83","15.54","562","83","14.77","582","50","14.77","490","44","8.98"
"11608  :  โรงพยาบาลลำทะเมนชัย","1,846","236","12.78","498","91","18.27","495","45","9.09","511","52","9.09","342","48","14.04"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","2,211","46","2.08","448","22","4.91","352","1","0.28","636","11","0.28","775","12","1.55"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","1,597","3","0.19","409","0","0.00","406","0","0.00","388","0","0.00","394","3","0.76"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","6","0","0.00","6","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","3,558","1","0.03","814","1","0.12","906","0","0.00","924","0","0.00","914","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","2","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","2,245","145","6.46","631","57","9.03","679","39","5.74","470","22","5.74","465","27","5.81"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","17,462","957","5.48","4,283","245","5.72","4,464","247","5.53","4,337","245","5.53","4,378","220","5.03"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","5,723","84","1.47","1,163","33","2.84","1,431","18","1.26","1,472","18","1.26","1,657","15","0.91"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","2,446","354","14.47","587","81","13.80","558","107","19.18","643","87","19.18","658","79","12.01"
"27839  :  โรงพยาบาลบัวลาย","709","96","13.54","181","41","22.65","170","26","15.29","152","14","15.29","206","15","7.28"
"27840  :  โรงพยาบาลสีดา","1,078","43","3.99","240","8","3.33","241","6","2.49","284","14","2.49","313","15","4.79"
"27841  :  โรงพยาบาลเทพารักษ์","1,245","205","16.47","163","29","17.79","229","30","13.10","386","63","13.10","467","83","17.77"
"10667  :  โรงพยาบาลบุรีรัมย์","61,331","130","0.21","13,512","38","0.28","15,463","27","0.17","15,562","42","0.17","16,794","23","0.14"
"10895  :  โรงพยาบาลคูเมือง","5,657","2,585","45.70","1,351","695","51.44","1,412","689","48.80","1,486","636","48.80","1,408","565","40.13"
"10896  :  โรงพยาบาลกระสัง","5,570","176","3.16","1,216","64","5.26","1,314","37","2.82","1,303","27","2.82","1,737","48","2.76"
"10897  :  โรงพยาบาลนางรอง","21,933","893","4.07","5,317","240","4.51","5,693","290","5.09","5,439","160","5.09","5,484","203","3.70"
"10898  :  โรงพยาบาลหนองกี่","5,724","894","15.62","1,572","229","14.57","1,600","210","13.13","1,613","194","13.13","939","261","27.80"
"10899  :  โรงพยาบาลละหานทราย","7,845","1,104","14.07","1,885","290","15.38","1,950","336","17.23","1,987","249","17.23","2,023","229","11.32"
"10900  :  โรงพยาบาลประโคนชัย","10,435","1,194","11.44","2,598","309","11.89","2,725","266","9.76","2,458","283","9.76","2,654","336","12.66"
"10901  :  โรงพยาบาลบ้านกรวด","4,919","363","7.38","1,232","105","8.52","1,202","72","5.99","1,328","60","5.99","1,157","126","10.89"
"10902  :  โรงพยาบาลพุทไธสง","5,813","998","17.17","1,330","302","22.71","1,568","266","16.96","1,500","197","16.96","1,415","233","16.47"
"10904  :  โรงพยาบาลลำปลายมาศ","13,200","2,114","16.02","2,913","544","18.67","3,310","547","16.53","3,448","475","16.53","3,529","548","15.53"
"10905  :  โรงพยาบาลสตึก","7,569","1,210","15.99","1,797","249","13.86","1,751","152","8.68","2,023","588","8.68","1,998","221","11.06"
"10906  :  โรงพยาบาลปะคำ","3,218","660","20.51","822","234","28.47","788","154","19.54","777","124","19.54","831","148","17.81"
"10907  :  โรงพยาบาลนาโพธิ์","2,524","419","16.60","763","165","21.63","650","109","16.77","560","88","16.77","551","57","10.34"
"10908  :  โรงพยาบาลหนองหงส์","4,369","807","18.47","1,039","225","21.66","1,199","221","18.43","1,135","177","18.43","996","184","18.47"
"10909  :  โรงพยาบาลพลับพลาชัย","3,309","318","9.61","859","72","8.38","911","113","12.40","749","79","12.40","790","54","6.84"
"10910  :  โรงพยาบาลห้วยราช","2,610","324","12.41","571","89","15.59","648","78","12.04","653","62","12.04","738","95","12.87"
"10911  :  โรงพยาบาลโนนสุวรรณ","2,500","372","14.88","579","75","12.95","691","118","17.08","642","100","17.08","588","79","13.44"
"10912  :  โรงพยาบาลชำนิ","3,245","527","16.24","646","123","19.04","804","134","16.67","898","139","16.67","897","131","14.60"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","3,321","524","15.78","883","159","18.01","888","134","15.09","791","124","15.09","759","107","14.10"
"10914  :  โรงพยาบาลโนนดินแดง","3,269","782","23.92","679","161","23.71","813","210","25.83","895","210","25.83","882","201","22.79"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","2,902","392","13.51","755","104","13.77","729","81","11.11","748","85","11.11","670","122","18.21"
"23578  :  โรงพยาบาลแคนดง","2,917","667","22.87","701","161","22.97","700","200","28.57","729","156","28.57","787","150","19.06"
"28020  :  โรงพยาบาลบ้านด่าน","4,270","386","9.04","980","20","2.04","1,035","72","6.96","1,133","157","6.96","1,122","137","12.21"
"10668  :  โรงพยาบาลสุรินทร์","58,764","604","1.03","14,528","135","0.93","14,004","176","1.26","14,851","126","1.26","15,381","167","1.09"
"10915  :  โรงพยาบาลชุมพลบุรี","4,262","272","6.38","923","53","5.74","944","59","6.25","1,257","82","6.25","1,138","78","6.85"
"10916  :  โรงพยาบาลท่าตูม","9,754","704","7.22","2,285","205","8.97","2,541","216","8.50","2,319","129","8.50","2,609","154","5.90"
"10917  :  โรงพยาบาลจอมพระ","4,289","513","11.96","933","121","12.97","1,167","158","13.54","1,222","109","13.54","967","125","12.93"
"10918  :  โรงพยาบาลปราสาท","18,665","2,393","12.82","4,619","660","14.29","4,655","635","13.64","4,628","532","13.64","4,763","566","11.88"
"10919  :  โรงพยาบาลกาบเชิง","5,848","2,484","42.48","1,374","614","44.69","1,523","605","39.72","1,435","595","39.72","1,516","670","44.20"
"10920  :  โรงพยาบาลรัตนบุรี","12,580","2,376","18.89","2,699","595","22.05","3,051","501","16.42","3,275","602","16.42","3,555","678","19.07"
"10921  :  โรงพยาบาลสนม","3,433","597","17.39","651","84","12.90","645","53","8.22","951","129","8.22","1,186","331","27.91"
"10922  :  โรงพยาบาลศีขรภูมิ","24,881","2,243","9.01","5,791","540","9.32","6,069","528","8.70","5,864","432","8.70","7,157","743","10.38"
"10923  :  โรงพยาบาลสังขะ","18,222","3,852","21.14","4,950","1,054","21.29","4,837","1,004","20.76","4,090","861","20.76","4,345","933","21.47"
"10924  :  โรงพยาบาลลำดวน","12,285","3,795","30.89","2,793","834","29.86","3,378","1,012","29.96","3,548","1,156","29.96","2,566","793","30.90"
"10925  :  โรงพยาบาลสำโรงทาบ","4,254","624","14.67","1,009","165","16.35","983","146","14.85","1,123","134","14.85","1,139","179","15.72"
"10926  :  โรงพยาบาลบัวเชด","2,845","163","5.73","622","45","7.23","619","40","6.46","738","26","6.46","866","52","6.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","294","1","0.34","114","0","0.00","55","0","0.00","85","1","0.00","40","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","2,782","342","12.29","665","70","10.53","653","92","14.09","704","94","14.09","760","86","11.32"
"27842  :  โรงพยาบาลเขวาสินรินทร์","1,666","119","7.14","464","7","1.51","486","23","4.73","356","20","4.73","360","69","19.17"
"27843  :  โรงพยาบาลศรีณรงค์","3,036","513","16.90","766","188","24.54","820","151","18.41","810","92","18.41","640","82","12.81"
"27844  :  โรงพยาบาลโนนนารายณ์","2,696","285","10.57","611","51","8.35","652","50","7.67","651","73","7.67","782","111","14.19"
"10700  :  โรงพยาบาลศรีสะเกษ","36,656","174","0.47","12,968","53","0.41","8,678","36","0.41","7,686","27","0.41","7,324","58","0.79"
"10927  :  โรงพยาบาลยางชุมน้อย","2,155","344","15.96","616","88","14.29","676","89","13.17","291","70","13.17","572","97","16.96"
"10928  :  โรงพยาบาลกันทรารมย์","7,909","1,325","16.75","1,856","358","19.29","1,946","331","17.01","1,884","283","17.01","2,223","353","15.88"
"10929  :  โรงพยาบาลกันทรลักษ์","16,792","9,891","58.90","4,056","1,774","43.74","4,003","1,699","42.44","4,218","3,043","42.44","4,515","3,375","74.75"
"10930  :  โรงพยาบาลขุขันธ์","5,074","622","12.26","2,165","226","10.44","1,744","214","12.27","937","141","12.27","228","41","17.98"
"10931  :  โรงพยาบาลไพรบึง","3,308","345","10.43","823","112","13.61","810","87","10.74","816","57","10.74","859","89","10.36"
"10932  :  โรงพยาบาลปรางค์กู่","3,967","938","23.65","1,256","231","18.39","1,269","204","16.08","390","221","16.08","1,052","282","26.81"
"10933  :  โรงพยาบาลขุนหาญ","8,487","1,520","17.91","1,990","399","20.05","1,960","368","18.78","2,117","292","18.78","2,420","461","19.05"
"10934  :  โรงพยาบาลราษีไศล","7,297","1,716","23.52","1,898","444","23.39","2,039","426","20.89","2,010","396","20.89","1,350","450","33.33"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","10,729","1,456","13.57","2,536","392","15.46","2,733","320","11.71","2,548","298","11.71","2,912","446","15.32"
"10936  :  โรงพยาบาลบึงบูรพ์","1,711","148","8.65","408","46","11.27","444","19","4.28","396","30","4.28","463","53","11.45"
"10937  :  โรงพยาบาลห้วยทับทัน","2,105","311","14.77","465","94","20.22","496","86","17.34","576","60","17.34","568","71","12.50"
"10938  :  โรงพยาบาลโนนคูณ","1,819","278","15.28","680","57","8.38","532","55","10.34","423","77","10.34","184","89","48.37"
"10939  :  โรงพยาบาลศรีรัตนะ","4,310","17","0.39","962","0","0.00","1,034","0","0.00","1,075","3","0.00","1,239","14","1.13"
"10940  :  โรงพยาบาลวังหิน","2,245","410","18.26","657","97","14.76","644","110","17.08","541","82","17.08","403","121","30.02"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","1,897","355","18.71","641","85","13.26","608","86","14.14","376","72","14.14","272","112","41.18"
"10942  :  โรงพยาบาลภูสิงห์","2,154","252","11.70","666","72","10.81","593","57","9.61","244","50","9.61","651","73","11.21"
"10943  :  โรงพยาบาลเมืองจันทร์","1,669","286","17.14","457","115","25.16","449","76","16.93","401","31","16.93","362","64","17.68"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","2,309","10","0.43","500","1","0.20","644","1","0.16","664","3","0.16","501","5","1.00"
"28014  :  โรงพยาบาลพยุห์","2,541","447","17.59","563","73","12.97","669","104","15.55","709","113","15.55","600","157","26.17"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","2,291","169","7.38","575","42","7.30","500","11","2.20","540","20","2.20","676","96","14.20"
"28016  :  โรงพยาบาลศิลาลาด","1,045","134","12.82","239","24","10.04","240","25","10.42","264","29","10.42","302","56","18.54"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","79,855","5,223","6.54","21,273","1,448","6.81","19,641","1,220","6.21","19,787","1,209","6.21","19,154","1,346","7.03"
"10944  :  โรงพยาบาลศรีเมืองใหม่","5,684","522","9.18","1,192","121","10.15","1,260","102","8.10","1,584","152","8.10","1,648","147","8.92"
"10945  :  โรงพยาบาลโขงเจียม","2,621","94","3.59","551","8","1.45","565","10","1.77","706","34","1.77","799","42","5.26"
"10946  :  โรงพยาบาลเขื่องใน","6,548","244","3.73","1,578","53","3.36","816","31","3.80","2,289","90","3.80","1,865","70","3.75"
"10947  :  โรงพยาบาลเขมราฐ","4,743","528","11.13","1,051","128","12.18","1,121","111","9.90","1,152","106","9.90","1,419","183","12.90"
"10948  :  โรงพยาบาลนาจะหลวย","3,128","235","7.51","695","29","4.17","725","60","8.28","822","69","8.28","886","77","8.69"
"10949  :  โรงพยาบาลน้ำยืน","6,053","415","6.86","1,110","83","7.48","1,484","101","6.81","1,705","105","6.81","1,754","126","7.18"
"10950  :  โรงพยาบาลบุณฑริก","5,899","865","14.66","1,319","250","18.95","1,310","197","15.04","1,583","202","15.04","1,687","216","12.80"
"10951  :  โรงพยาบาลตระการพืชผล","13,816","460","3.33","3,196","68","2.13","3,416","95","2.78","3,411","107","2.78","3,793","190","5.01"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","3,569","827","23.17","854","176","20.61","902","200","22.17","710","201","22.17","1,103","250","22.67"
"10953  :  โรงพยาบาลม่วงสามสิบ","5,661","331","5.85","1,296","48","3.70","1,342","62","4.62","1,472","112","4.62","1,551","109","7.03"
"10954  :  โรงพยาบาลวารินชำราบ","22,697","783","3.45","5,114","229","4.48","5,664","216","3.81","6,062","190","3.81","5,857","148","2.53"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","10,711","326","3.04","2,295","84","3.66","2,399","84","3.50","2,849","38","3.50","3,168","120","3.79"
"10957  :  โรงพยาบาลตาลสุม","1,592","58","3.64","346","24","6.94","393","18","4.58","421","9","4.58","432","7","1.62"
"10958  :  โรงพยาบาลโพธิ์ไทร","3,819","245","6.42","840","60","7.14","983","68","6.92","986","41","6.92","1,010","76","7.52"
"10959  :  โรงพยาบาลสำโรง","3,923","480","12.24","818","115","14.06","993","116","11.68","1,014","90","11.68","1,098","159","14.48"
"10960  :  โรงพยาบาลดอนมดแดง","2,237","200","8.94","520","55","10.58","598","75","12.54","548","36","12.54","571","34","5.95"
"10961  :  โรงพยาบาลสิรินธร","4,382","336","7.67","853","100","11.72","782","82","10.49","1,305","81","10.49","1,442","73","5.06"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","1,763","268","15.20","456","83","18.20","432","63","14.58","453","71","14.58","422","51","12.09"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","26,822","903","3.37","6,071","235","3.87","6,213","172","2.77","7,017","228","2.77","7,521","268","3.56"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","2,912","7","0.24","323","4","1.24","500","3","0.60","468","0","0.60","1,621","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","2,462","0","0.00","576","0","0.00","642","0","0.00","663","0","0.00","581","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","13,663","602","4.41","2,565","150","5.85","3,388","156","4.60","3,794","132","4.60","3,916","164","4.19"
"24032  :  โรงพยาบาลนาตาล","2,554","65","2.55","614","10","1.63","643","17","2.64","614","9","2.64","683","29","4.25"
"24821  :  โรงพยาบาลนาเยีย","2,315","529","22.85","526","161","30.61","429","133","31.00","591","75","31.00","769","160","20.81"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","2,004","424","21.16","392","97","24.74","501","92","18.36","578","144","18.36","533","91","17.07"
"27968  :  โรงพยาบาลน้ำขุ่น","1,376","288","20.93","252","48","19.05","259","55","21.24","310","62","21.24","555","123","22.16"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","1,486","19","1.28","279","3","1.08","319","1","0.31","446","6","0.31","442","9","2.04"
"10701  :  โรงพยาบาลยโสธร","36,181","43","0.12","8,196","6","0.07","8,518","4","0.05","9,651","22","0.05","9,816","11","0.11"
"10963  :  โรงพยาบาลทรายมูล","1,763","92","5.22","334","16","4.79","417","21","5.04","468","31","5.04","544","24","4.41"
"10964  :  โรงพยาบาลกุดชุม","4,209","770","18.29","889","169","19.01","1,112","250","22.48","1,167","227","22.48","1,041","124","11.91"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","5,732","238","4.15","1,125","41","3.64","1,366","56","4.10","1,583","63","4.10","1,658","78","4.70"
"10966  :  โรงพยาบาลป่าติ้ว","2,921","159","5.44","633","43","6.79","626","39","6.23","756","46","6.23","906","31","3.42"
"10967  :  โรงพยาบาลมหาชนะชัย","3,914","330","8.43","825","69","8.36","1,026","87","8.48","1,089","105","8.48","974","69","7.08"
"10968  :  โรงพยาบาลค้อวัง","1,952","110","5.64","429","22","5.13","437","24","5.49","504","25","5.49","582","39","6.70"
"10969  :  โรงพยาบาลไทยเจริญ","2,145","174","8.11","451","14","3.10","521","39","7.49","565","46","7.49","608","75","12.34"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","10,970","105","0.96","2,700","39","1.44","2,792","33","1.18","3,168","14","1.18","2,310","19","0.82"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","512","76","14.84","131","23","17.56","130","25","19.23","133","17","19.23","118","11","9.32"
"10702  :  โรงพยาบาลชัยภูมิ","46,189","3,085","6.68","11,073","713","6.44","11,413","670","5.87","11,715","729","5.87","11,988","973","8.12"
"10970  :  โรงพยาบาลบ้านเขว้า","4,524","297","6.56","1,012","57","5.63","1,184","64","5.41","1,197","96","5.41","1,131","80","7.07"
"10971  :  โรงพยาบาลคอนสวรรค์","3,331","205","6.15","893","72","8.06","757","28","3.70","839","57","3.70","842","48","5.70"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","6,309","505","8.00","1,516","131","8.64","1,446","109","7.54","1,583","125","7.54","1,764","140","7.94"
"10973  :  โรงพยาบาลหนองบัวแดง","6,263","782","12.49","1,594","201","12.61","1,669","169","10.13","1,761","171","10.13","1,239","241","19.45"
"10974  :  โรงพยาบาลจัตุรัส","5,747","979","17.03","1,224","228","18.63","1,471","228","15.50","1,473","238","15.50","1,579","285","18.05"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","4,517","718","15.90","1,133","226","19.95","1,040","200","19.23","1,080","135","19.23","1,264","157","12.42"
"10976  :  โรงพยาบาลหนองบัวระเหว","2,898","171","5.90","696","61","8.76","771","44","5.71","687","27","5.71","744","39","5.24"
"10977  :  โรงพยาบาลเทพสถิต","2,847","549","19.28","702","157","22.36","776","150","19.33","788","118","19.33","581","124","21.34"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","16,200","2,623","16.19","4,102","735","17.92","4,008","583","14.55","4,000","660","14.55","4,090","645","15.77"
"10979  :  โรงพยาบาลบ้านแท่น","3,638","328","9.02","920","99","10.76","935","65","6.95","889","57","6.95","894","107","11.97"
"10980  :  โรงพยาบาลแก้งคร้อ","5,355","719","13.43","1,779","255","14.33","1,857","225","12.12","1,619","217","12.12","100","22","22.00"
"10981  :  โรงพยาบาลคอนสาร","5,649","632","11.19","1,497","187","12.49","1,486","176","11.84","1,399","175","11.84","1,267","94","7.42"
"10982  :  โรงพยาบาลภักดีชุมพล","1,916","313","16.34","524","99","18.89","509","89","17.49","519","80","17.49","364","45","12.36"
"10983  :  โรงพยาบาลเนินสง่า","1,573","155","9.85","444","39","8.78","496","53","10.69","445","34","10.69","188","29","15.43"
"10703  :  โรงพยาบาลอำนาจเจริญ","23,163","1,100","4.75","6,098","267","4.38","5,478","240","4.38","5,214","254","4.38","6,373","339","5.32"
"10985  :  โรงพยาบาลชานุมาน","2,940","634","21.56","722","170","23.55","641","138","21.53","753","147","21.53","824","179","21.72"
"10986  :  โรงพยาบาลปทุมราชวงศา","2,939","561","19.09","740","143","19.32","780","147","18.85","796","140","18.85","623","131","21.03"
"10987  :  โรงพยาบาลพนา","1,914","195","10.19","450","43","9.56","433","25","5.77","523","50","5.77","508","77","15.16"
"10988  :  โรงพยาบาลเสนางคนิคม","2,601","808","31.06","561","181","32.26","632","182","28.80","681","216","28.80","727","229","31.50"
"10989  :  โรงพยาบาลหัวตะพาน","4,794","479","9.99","1,142","125","10.95","1,135","92","8.11","1,339","129","8.11","1,178","133","11.29"
"10990  :  โรงพยาบาลลืออำนาจ","2,092","689","32.93","525","175","33.33","550","164","29.82","570","187","29.82","447","163","36.47"
"11040  :  โรงพยาบาลบึงกาฬ","16,932","1,026","6.06","4,115","316","7.68","4,043","380","9.40","4,128","199","9.40","4,646","131","2.82"
"11041  :  โรงพยาบาลพรเจริญ","3,507","347","9.89","800","76","9.50","840","87","10.36","884","91","10.36","983","93","9.46"
"11043  :  โรงพยาบาลโซ่พิสัย","4,902","482","9.83","1,048","122","11.64","958","99","10.33","1,213","83","10.33","1,683","178","10.58"
"11046  :  โรงพยาบาลเซกา","6,604","1,527","23.12","1,721","406","23.59","1,706","365","21.40","1,636","334","21.40","1,541","422","27.38"
"11047  :  โรงพยาบาลปากคาด","2,692","414","15.38","685","84","12.26","597","90","15.08","675","106","15.08","735","134","18.23"
"11048  :  โรงพยาบาลบึงโขงหลง","3,706","571","15.41","989","108","10.92","1,015","149","14.68","944","155","14.68","758","159","20.98"
"11049  :  โรงพยาบาลศรีวิไล","2,701","300","11.11","632","78","12.34","703","78","11.10","720","84","11.10","646","60","9.29"
"11050  :  โรงพยาบาลบุ่งคล้า","1,617","193","11.94","363","33","9.09","340","41","12.06","438","36","12.06","476","83","17.44"
"10704  :  โรงพยาบาลหนองบัวลำภู","20,406","524","2.57","4,602","147","3.19","5,303","150","2.83","4,512","97","2.83","5,989","130","2.17"
"10991  :  โรงพยาบาลนากลาง","3,238","763","23.56","510","180","35.29","1,189","197","16.57","1,133","170","16.57","406","216","53.20"
"10992  :  โรงพยาบาลโนนสัง","2,738","614","22.43","637","189","29.67","593","111","18.72","706","139","18.72","802","175","21.82"
"10993  :  โรงพยาบาลศรีบุญเรือง","6,144","497","8.09","1,493","161","10.78","1,451","95","6.55","1,637","104","6.55","1,563","137","8.77"
"10994  :  โรงพยาบาลสุวรรณคูหา","3,598","146","4.06","872","49","5.62","874","43","4.92","842","25","4.92","1,010","29","2.87"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","2,777","279","10.05","679","64","9.43","544","55","10.11","792","78","10.11","762","82","10.76"
"10670  :  โรงพยาบาลขอนแก่น","72,055","61","0.08","19,957","18","0.09","18,560","24","0.13","15,493","9","0.13","18,045","10","0.06"
"10995  :  โรงพยาบาลบ้านฝาง","3,792","308","8.12","968","83","8.57","860","73","8.49","936","55","8.49","1,028","97","9.44"
"10996  :  โรงพยาบาลพระยืน","3,365","1","0.03","786","0","0.00","856","0","0.00","828","0","0.00","895","1","0.11"
"10997  :  โรงพยาบาลหนองเรือ","7,694","1,368","17.78","1,885","420","22.28","1,938","372","19.20","1,987","268","19.20","1,884","308","16.35"
"10998  :  โรงพยาบาลชุมแพ","23,432","2,152","9.18","6,002","562","9.36","5,528","518","9.37","5,733","513","9.37","6,169","559","9.06"
