"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","215","4","1.86","66","0","0.00","34","1","2.94","67","1","2.94","48","2","4.17"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","88,165","855","0.97","26,969","242","0.90","18,596","277","1.49","26,055","207","1.49","16,545","129","0.78"
"10871  :  โรงพยาบาลครบุรี","10,653","1,112","10.44","2,505","230","9.18","2,659","337","12.67","2,887","272","12.67","2,602","273","10.49"
"10872  :  โรงพยาบาลเสิงสาง","4,854","403","8.30","1,191","119","9.99","1,192","107","8.98","1,256","89","8.98","1,215","88","7.24"
"10873  :  โรงพยาบาลคง","1,804","155","8.59","818","73","8.92","784","75","9.57","0","0","9.57","202","7","3.47"
"10874  :  โรงพยาบาลบ้านเหลื่อม","2,668","327","12.26","716","84","11.73","714","123","17.23","622","63","17.23","616","57","9.25"
"10875  :  โรงพยาบาลจักราช","4,803","768","15.99","1,103","198","17.95","1,226","206","16.80","1,112","149","16.80","1,362","215","15.79"
"10876  :  โรงพยาบาลโชคชัย","7,365","864","11.73","1,895","257","13.56","1,820","205","11.26","1,799","192","11.26","1,851","210","11.35"
"10877  :  โรงพยาบาลด่านขุนทด","10,714","1,414","13.20","2,382","366","15.37","2,782","411","14.77","2,574","320","14.77","2,976","317","10.65"
"10878  :  โรงพยาบาลโนนไทย","6,590","1,055","16.01","1,498","287","19.16","1,701","301","17.70","1,713","227","17.70","1,678","240","14.30"
"10879  :  โรงพยาบาลโนนสูง","6,044","642","10.62","1,554","184","11.84","1,661","118","7.10","1,440","146","7.10","1,389","194","13.97"
"10880  :  โรงพยาบาลขามสะแกแสง","336","23","6.85","336","23","6.85","0","0","0.00","0","0","0.00","0","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","12,422","1,113","8.96","3,347","307","9.17","3,052","279","9.14","2,885","233","9.14","3,138","294","9.37"
"10882  :  โรงพยาบาลประทาย","6,218","604","9.71","1,616","161","9.96","1,633","185","11.33","1,675","158","11.33","1,294","100","7.73"
"10883  :  โรงพยาบาลปักธงชัย","9,232","1,346","14.58","2,141","327","15.27","2,432","378","15.54","2,266","346","15.54","2,393","295","12.33"
"10884  :  โรงพยาบาลพิมาย","15,927","1,381","8.67","3,711","294","7.92","4,092","407","9.95","3,951","341","9.95","4,173","339","8.12"
"10885  :  โรงพยาบาลห้วยแถลง","5,096","612","12.01","1,272","138","10.85","1,430","179","12.52","1,320","164","12.52","1,074","131","12.20"
"10886  :  โรงพยาบาลชุมพวง","5,652","712","12.60","1,376","168","12.21","1,467","210","14.31","1,380","164","14.31","1,429","170","11.90"
"10887  :  โรงพยาบาลสูงเนิน","6,959","1,233","17.72","1,650","322","19.52","1,738","336","19.33","1,758","262","19.33","1,813","313","17.26"
"10888  :  โรงพยาบาลขามทะเลสอ","2,984","589","19.74","696","121","17.39","696","166","23.85","779","136","23.85","813","166","20.42"
"10889  :  โรงพยาบาลสีคิ้ว","9,188","960","10.45","2,367","259","10.94","2,380","304","12.77","2,659","249","12.77","1,782","148","8.31"
"10890  :  โรงพยาบาลปากช่องนานา","19,119","2,356","12.32","4,931","529","10.73","5,024","629","12.52","4,865","526","12.52","4,299","672","15.63"
"10891  :  โรงพยาบาลหนองบุญมาก","4,610","656","14.23","1,095","129","11.78","1,117","166","14.86","1,272","197","14.86","1,126","164","14.56"
"10892  :  โรงพยาบาลแก้งสนามนาง","2,196","194","8.83","520","41","7.88","652","59","9.05","534","39","9.05","490","55","11.22"
"10893  :  โรงพยาบาลโนนแดง","2,407","418","17.37","546","86","15.75","615","133","21.63","634","114","21.63","612","85","13.89"
"10894  :  โรงพยาบาลวังน้ำเขียว","3,751","302","8.05","931","96","10.31","919","92","10.01","948","52","10.01","953","62","6.51"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","6,481","2","0.03","1,578","0","0.00","1,496","0","0.00","1,660","2","0.00","1,747","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","1,697","176","10.37","463","44","9.50","417","50","11.99","385","41","11.99","432","41","9.49"
"11608  :  โรงพยาบาลลำทะเมนชัย","1,612","234","14.52","433","74","17.09","426","72","16.90","406","60","16.90","347","28","8.07"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","3,438","136","3.96","809","7","0.87","666","15","2.25","876","32","2.25","1,087","82","7.54"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","1,475","7","0.47","392","2","0.51","413","3","0.73","381","2","0.73","289","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","3,241","0","0.00","1,040","0","0.00","916","0","0.00","805","0","0.00","480","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","2","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","2,413","185","7.67","676","57","8.43","798","51","6.39","627","45","6.39","312","32","10.26"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","16,350","824","5.04","3,865","218","5.64","4,032","207","5.13","3,878","196","5.13","4,575","203","4.44"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","2,673","36","1.35","1,522","20","1.31","1,151","16","1.39","0","0","1.39","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","2,183","387","17.73","588","77","13.10","621","156","25.12","484","68","25.12","490","86","17.55"
"27839  :  โรงพยาบาลบัวลาย","750","58","7.73","197","10","5.08","178","15","8.43","163","6","8.43","212","27","12.74"
"27840  :  โรงพยาบาลสีดา","1,216","44","3.62","297","9","3.03","335","11","3.28","307","19","3.28","277","5","1.81"
"27841  :  โรงพยาบาลเทพารักษ์","1,884","421","22.35","472","110","23.31","408","122","29.90","410","85","29.90","594","104","17.51"
"10667  :  โรงพยาบาลบุรีรัมย์","69,473","247","0.36","16,957","66","0.39","17,380","74","0.43","17,073","41","0.43","18,063","66","0.37"
"10895  :  โรงพยาบาลคูเมือง","5,488","1,976","36.01","1,173","476","40.58","1,336","541","40.49","1,294","487","40.49","1,685","472","28.01"
"10896  :  โรงพยาบาลกระสัง","6,450","112","1.74","1,442","23","1.60","1,496","38","2.54","1,663","30","2.54","1,849","21","1.14"
"10897  :  โรงพยาบาลนางรอง","20,635","811","3.93","5,377","190","3.53","4,823","203","4.21","5,110","192","4.21","5,325","226","4.24"
"10898  :  โรงพยาบาลหนองกี่","6,834","1,002","14.66","1,517","246","16.22","1,892","275","14.53","1,926","249","14.53","1,499","232","15.48"
"10899  :  โรงพยาบาลละหานทราย","8,064","1,253","15.54","2,042","277","13.57","1,916","307","16.02","2,223","333","16.02","1,883","336","17.84"
"10900  :  โรงพยาบาลประโคนชัย","8,303","1,075","12.95","2,386","280","11.74","2,472","232","9.39","2,643","290","9.39","802","273","34.04"
"10901  :  โรงพยาบาลบ้านกรวด","6,130","582","9.49","1,452","102","7.02","1,455","136","9.35","1,535","151","9.35","1,688","193","11.43"
"10902  :  โรงพยาบาลพุทไธสง","5,903","875","14.82","1,628","269","16.52","1,527","251","16.44","1,476","212","16.44","1,272","143","11.24"
"10904  :  โรงพยาบาลลำปลายมาศ","12,332","1,586","12.86","3,311","467","14.10","2,876","478","16.62","2,864","218","16.62","3,281","423","12.89"
"10905  :  โรงพยาบาลสตึก","7,761","914","11.78","1,846","232","12.57","1,750","221","12.63","2,072","265","12.63","2,093","196","9.36"
"10906  :  โรงพยาบาลปะคำ","3,337","720","21.58","889","125","14.06","778","163","20.95","850","221","20.95","820","211","25.73"
"10907  :  โรงพยาบาลนาโพธิ์","2,840","360","12.68","598","54","9.03","544","77","14.15","797","121","14.15","901","108","11.99"
"10908  :  โรงพยาบาลหนองหงส์","3,509","439","12.51","781","134","17.16","865","117","13.53","864","108","13.53","999","80","8.01"
"10909  :  โรงพยาบาลพลับพลาชัย","4,183","532","12.72","885","94","10.62","909","110","12.10","1,047","106","12.10","1,342","222","16.54"
"10910  :  โรงพยาบาลห้วยราช","2,293","295","12.87","598","66","11.04","538","68","12.64","857","86","12.64","300","75","25.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","2,312","379","16.39","541","78","14.42","552","81","14.67","658","117","14.67","561","103","18.36"
"10912  :  โรงพยาบาลชำนิ","3,164","511","16.15","774","139","17.96","755","146","19.34","797","137","19.34","838","89","10.62"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","2,270","377","16.61","629","77","12.24","619","98","15.83","588","98","15.83","434","104","23.96"
"10914  :  โรงพยาบาลโนนดินแดง","3,220","850","26.40","754","194","25.73","722","177","24.52","833","241","24.52","911","238","26.13"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","5","1","20.00","2","1","50.00","0","0","0.00","0","0","0.00","3","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","2,892","377","13.04","650","81","12.46","677","119","17.58","805","116","17.58","760","61","8.03"
"23578  :  โรงพยาบาลแคนดง","2,832","507","17.90","688","82","11.92","663","108","16.29","762","114","16.29","719","203","28.23"
"28020  :  โรงพยาบาลบ้านด่าน","3,985","457","11.47","1,033","87","8.42","1,033","116","11.23","962","112","11.23","957","142","14.84"
"10668  :  โรงพยาบาลสุรินทร์","59,883","923","1.54","15,077","203","1.35","15,124","321","2.12","14,920","182","2.12","14,762","217","1.47"
"10915  :  โรงพยาบาลชุมพลบุรี","4,077","266","6.52","969","57","5.88","1,085","66","6.08","987","91","6.08","1,036","52","5.02"
"10916  :  โรงพยาบาลท่าตูม","9,486","654","6.89","2,203","105","4.77","2,472","254","10.28","2,212","139","10.28","2,599","156","6.00"
"10917  :  โรงพยาบาลจอมพระ","3,297","549","16.65","821","118","14.37","815","130","15.95","815","123","15.95","846","178","21.04"
"10918  :  โรงพยาบาลปราสาท","18,736","2,205","11.77","4,491","531","11.82","4,581","571","12.46","4,644","478","12.46","5,020","625","12.45"
"10919  :  โรงพยาบาลกาบเชิง","5,913","2,504","42.35","1,230","576","46.83","1,673","569","34.01","1,455","698","34.01","1,555","661","42.51"
"10920  :  โรงพยาบาลรัตนบุรี","11,219","2,397","21.37","2,733","611","22.36","2,667","597","22.38","2,530","511","22.38","3,289","678","20.61"
"10921  :  โรงพยาบาลสนม","4,972","1,201","24.16","1,181","290","24.56","1,607","345","21.47","1,089","271","21.47","1,095","295","26.94"
"10922  :  โรงพยาบาลศีขรภูมิ","26,267","4,461","16.98","5,869","596","10.16","6,189","704","11.38","7,137","1,854","11.38","7,072","1,307","18.48"
"10923  :  โรงพยาบาลสังขะ","15,915","3,313","20.82","3,855","708","18.37","3,927","767","19.53","3,864","913","19.53","4,269","925","21.67"
"10924  :  โรงพยาบาลลำดวน","12,996","4,374","33.66","3,255","1,063","32.66","3,670","1,178","32.10","3,310","1,029","32.10","2,761","1,104","39.99"
"10925  :  โรงพยาบาลสำโรงทาบ","3,972","452","11.38","954","98","10.27","954","105","11.01","1,102","119","11.01","962","130","13.51"
"10926  :  โรงพยาบาลบัวเชด","3,209","241","7.51","793","42","5.30","770","70","9.09","805","66","9.09","841","63","7.49"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","313","1","0.32","89","0","0.00","50","0","0.00","109","0","0.00","65","1","1.54"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","3,855","340","8.82","761","65","8.54","868","87","10.02","1,119","82","10.02","1,107","106","9.58"
"27842  :  โรงพยาบาลเขวาสินรินทร์","1,793","139","7.75","434","38","8.76","389","25","6.43","405","33","6.43","565","43","7.61"
"27843  :  โรงพยาบาลศรีณรงค์","3,065","2,189","71.42","741","522","70.45","721","492","68.24","795","531","68.24","808","644","79.70"
"27844  :  โรงพยาบาลโนนนารายณ์","2,714","402","14.81","675","110","16.30","746","125","16.76","617","96","16.76","676","71","10.50"
"10700  :  โรงพยาบาลศรีสะเกษ","39,310","235","0.60","7,983","44","0.55","8,642","35","0.40","10,627","74","0.40","12,058","82","0.68"
"10927  :  โรงพยาบาลยางชุมน้อย","2,339","339","14.49","496","84","16.94","604","90","14.90","640","89","14.90","599","76","12.69"
"10928  :  โรงพยาบาลกันทรารมย์","8,433","1,502","17.81","1,888","320","16.95","2,106","360","17.09","2,338","338","17.09","2,101","484","23.04"
"10929  :  โรงพยาบาลกันทรลักษ์","8,583","7,097","82.69","3,827","2,584","67.52","3,799","2,164","56.96","705","1,064","56.96","252","1,285","509.92"
"10930  :  โรงพยาบาลขุขันธ์","8,772","661","7.54","2,271","185","8.15","2,350","174","7.40","2,266","156","7.40","1,885","146","7.75"
"10931  :  โรงพยาบาลไพรบึง","3,054","289","9.46","699","68","9.73","780","90","11.54","790","59","11.54","785","72","9.17"
"10932  :  โรงพยาบาลปรางค์กู่","4,720","780","16.53","1,188","142","11.95","1,023","164","16.03","1,171","166","16.03","1,338","308","23.02"
"10933  :  โรงพยาบาลขุนหาญ","8,320","1,686","20.26","1,990","385","19.35","2,055","452","22.00","1,877","366","22.00","2,398","483","20.14"
"10934  :  โรงพยาบาลราษีไศล","8,619","2,123","24.63","2,075","497","23.95","2,028","503","24.80","2,209","578","24.80","2,307","545","23.62"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","10,691","1,531","14.32","2,502","318","12.71","2,627","437","16.63","2,683","321","16.63","2,879","455","15.80"
"10936  :  โรงพยาบาลบึงบูรพ์","1,590","139","8.74","453","47","10.38","463","35","7.56","340","23","7.56","334","34","10.18"
"10937  :  โรงพยาบาลห้วยทับทัน","2,042","184","9.01","614","60","9.77","479","41","8.56","491","46","8.56","458","37","8.08"
"10938  :  โรงพยาบาลโนนคูณ","2,924","257","8.79","700","50","7.14","762","58","7.61","855","66","7.61","607","83","13.67"
"10939  :  โรงพยาบาลศรีรัตนะ","3,915","172","4.39","1,015","34","3.35","1,009","56","5.55","1,012","45","5.55","879","37","4.21"
"10940  :  โรงพยาบาลวังหิน","2,517","463","18.39","828","116","14.01","830","135","16.27","436","118","16.27","423","94","22.22"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","2,363","362","15.32","440","96","21.82","699","73","10.44","751","91","10.44","473","102","21.56"
"10942  :  โรงพยาบาลภูสิงห์","2,844","291","10.23","713","60","8.42","670","62","9.25","774","88","9.25","687","81","11.79"
"10943  :  โรงพยาบาลเมืองจันทร์","2,111","322","15.25","454","48","10.57","696","109","15.66","599","72","15.66","362","93","25.69"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","2,681","67","2.50","691","10","1.45","658","7","1.06","711","15","1.06","621","35","5.64"
"28014  :  โรงพยาบาลพยุห์","2,360","339","14.36","468","89","19.02","579","67","11.57","682","81","11.57","631","102","16.16"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","2,551","333","13.05","637","81","12.72","652","100","15.34","637","88","15.34","625","64","10.24"
"28016  :  โรงพยาบาลศิลาลาด","865","147","16.99","366","38","10.38","308","41","13.31","166","29","13.31","25","39","156.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","67,870","2,244","3.31","16,960","926","5.46","19,595","506","2.58","19,339","473","2.58","11,976","339","2.83"
"10944  :  โรงพยาบาลศรีเมืองใหม่","6,004","657","10.94","1,448","142","9.81","1,642","166","10.11","1,708","188","10.11","1,206","161","13.35"
"10945  :  โรงพยาบาลโขงเจียม","4,618","226","4.89","640","21","3.28","1,214","38","3.13","1,234","47","3.13","1,530","120","7.84"
"10946  :  โรงพยาบาลเขื่องใน","6,688","122","1.82","2,300","50","2.17","2,669","46","1.72","1,719","26","1.72","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","4,781","564","11.80","1,236","156","12.62","1,241","148","11.93","1,224","130","11.93","1,080","130","12.04"
"10948  :  โรงพยาบาลนาจะหลวย","3,277","372","11.35","714","94","13.17","783","68","8.68","899","61","8.68","881","149","16.91"
"10949  :  โรงพยาบาลน้ำยืน","5,971","280","4.69","1,358","91","6.70","1,360","43","3.16","1,641","54","3.16","1,612","92","5.71"
"10950  :  โรงพยาบาลบุณฑริก","5,585","571","10.22","1,352","185","13.68","1,439","168","11.67","1,443","141","11.67","1,351","77","5.70"
"10951  :  โรงพยาบาลตระการพืชผล","14,014","637","4.55","3,413","146","4.28","3,319","165","4.97","3,410","128","4.97","3,872","198","5.11"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","3,447","687","19.93","796","164","20.60","757","146","19.29","929","173","19.29","965","204","21.14"
"10953  :  โรงพยาบาลม่วงสามสิบ","6,582","207","3.14","1,387","44","3.17","1,608","81","5.04","1,598","29","5.04","1,989","53","2.66"
"10954  :  โรงพยาบาลวารินชำราบ","21,486","739","3.44","5,046","149","2.95","5,477","205","3.74","5,462","164","3.74","5,501","221","4.02"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","12,239","474","3.87","2,670","128","4.79","3,007","137","4.56","3,017","97","4.56","3,545","112","3.16"
"10957  :  โรงพยาบาลตาลสุม","1,957","117","5.98","330","5","1.52","402","6","1.49","499","28","1.49","726","78","10.74"
"10958  :  โรงพยาบาลโพธิ์ไทร","3,824","444","11.61","798","67","8.40","900","90","10.00","1,038","145","10.00","1,088","142","13.05"
"10959  :  โรงพยาบาลสำโรง","4,140","467","11.28","933","105","11.25","958","122","12.73","1,120","117","12.73","1,129","123","10.89"
"10960  :  โรงพยาบาลดอนมดแดง","2,610","272","10.42","589","40","6.79","639","51","7.98","689","73","7.98","693","108","15.58"
"10961  :  โรงพยาบาลสิรินธร","5,453","189","3.47","1,119","53","4.74","1,343","57","4.24","1,504","44","4.24","1,487","35","2.35"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","2,595","179","6.90","331","37","11.18","460","33","7.17","746","37","7.17","1,058","72","6.81"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","25,576","841","3.29","5,975","174","2.91","6,657","209","3.14","6,983","297","3.14","5,961","161","2.70"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","7,144","0","0.00","2,401","0","0.00","2,408","0","0.00","1,398","0","0.00","937","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","2,543","1","0.04","763","0","0.00","790","1","0.13","606","0","0.13","384","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","19,428","658","3.39","4,508","147","3.26","4,522","135","2.99","5,178","172","2.99","5,220","204","3.91"
"24032  :  โรงพยาบาลนาตาล","2,700","74","2.74","572","21","3.67","610","14","2.30","723","16","2.30","795","23","2.89"
"24821  :  โรงพยาบาลนาเยีย","2,446","297","12.14","468","86","18.38","589","56","9.51","684","66","9.51","705","89","12.62"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","1,778","362","20.36","374","69","18.45","424","101","23.82","441","95","23.82","539","97","18.00"
"27968  :  โรงพยาบาลน้ำขุ่น","3,985","877","22.01","513","94","18.32","772","186","24.09","1,247","242","24.09","1,453","355","24.43"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","1,877","43","2.29","376","3","0.80","412","9","2.18","484","12","2.18","605","19","3.14"
"10701  :  โรงพยาบาลยโสธร","36,326","18","0.05","8,591","5","0.06","8,874","6","0.07","9,189","4","0.07","9,672","3","0.03"
"10963  :  โรงพยาบาลทรายมูล","1,861","122","6.56","422","27","6.40","482","31","6.43","478","35","6.43","479","29","6.05"
"10964  :  โรงพยาบาลกุดชุม","4,393","567","12.91","974","136","13.96","1,032","151","14.63","1,167","153","14.63","1,220","127","10.41"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","5,351","296","5.53","1,200","54","4.50","1,293","53","4.10","1,311","96","4.10","1,547","93","6.01"
"10966  :  โรงพยาบาลป่าติ้ว","3,073","101","3.29","677","16","2.36","699","9","1.29","856","18","1.29","841","58","6.90"
"10967  :  โรงพยาบาลมหาชนะชัย","4,019","374","9.31","863","76","8.81","930","96","10.32","1,016","87","10.32","1,210","115","9.50"
"10968  :  โรงพยาบาลค้อวัง","1,868","124","6.64","485","51","10.52","451","19","4.21","464","33","4.21","468","21","4.49"
"10969  :  โรงพยาบาลไทยเจริญ","2,073","100","4.82","481","37","7.69","639","22","3.44","578","29","3.44","375","12","3.20"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","12,803","98","0.77","2,605","12","0.46","3,446","15","0.44","3,215","7","0.44","3,537","64","1.81"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","727","88","12.10","180","25","13.89","168","24","14.29","184","14","14.29","195","25","12.82"
"10702  :  โรงพยาบาลชัยภูมิ","43,633","3,318","7.60","10,920","755","6.91","10,964","847","7.73","11,043","809","7.73","10,706","907","8.47"
"10970  :  โรงพยาบาลบ้านเขว้า","3,552","286","8.05","1,034","75","7.25","1,154","91","7.89","963","59","7.89","401","61","15.21"
"10971  :  โรงพยาบาลคอนสวรรค์","3,710","266","7.17","977","76","7.78","957","72","7.52","899","62","7.52","877","56","6.39"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","6,901","723","10.48","1,710","134","7.84","1,717","174","10.13","1,745","181","10.13","1,729","234","13.53"
"10973  :  โรงพยาบาลหนองบัวแดง","7,215","781","10.82","1,715","205","11.95","1,777","175","9.85","1,833","187","9.85","1,890","214","11.32"
"10974  :  โรงพยาบาลจัตุรัส","6,531","1,102","16.87","1,550","267","17.23","1,824","307","16.83","1,620","254","16.83","1,537","274","17.83"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","4,350","563","12.94","1,113","145","13.03","1,195","190","15.90","1,147","105","15.90","895","123","13.74"
"10976  :  โรงพยาบาลหนองบัวระเหว","2,683","155","5.78","648","23","3.55","663","43","6.49","693","26","6.49","679","63","9.28"
"10977  :  โรงพยาบาลเทพสถิต","2,107","289","13.72","533","96","18.01","581","77","13.25","561","53","13.25","432","63","14.58"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","16,579","2,731","16.47","3,841","693","18.04","4,248","750","17.66","4,131","619","17.66","4,359","669","15.35"
"10979  :  โรงพยาบาลบ้านแท่น","3,334","461","13.83","821","116","14.13","789","98","12.42","812","92","12.42","912","155","17.00"
"10980  :  โรงพยาบาลแก้งคร้อ","7,548","984","13.04","1,881","236","12.55","1,984","300","15.12","1,976","262","15.12","1,707","186","10.90"
"10981  :  โรงพยาบาลคอนสาร","5,326","405","7.60","1,346","89","6.61","1,530","118","7.71","1,355","99","7.71","1,095","99","9.04"
"10982  :  โรงพยาบาลภักดีชุมพล","1,501","264","17.59","325","68","20.92","367","71","19.35","379","63","19.35","430","62","14.42"
"10983  :  โรงพยาบาลเนินสง่า","1,599","175","10.94","312","35","11.22","404","42","10.40","386","42","10.40","497","56","11.27"
"10703  :  โรงพยาบาลอำนาจเจริญ","24,933","1,211","4.86","5,318","245","4.61","6,308","298","4.72","6,572","339","4.72","6,735","329","4.88"
"10985  :  โรงพยาบาลชานุมาน","2,853","647","22.68","677","167","24.67","670","134","20.00","839","190","20.00","667","156","23.39"
"10986  :  โรงพยาบาลปทุมราชวงศา","3,499","602","17.20","745","111","14.90","736","128","17.39","990","165","17.39","1,028","198","19.26"
"10987  :  โรงพยาบาลพนา","1,823","273","14.98","455","73","16.04","425","67","15.76","483","62","15.76","460","71","15.43"
"10988  :  โรงพยาบาลเสนางคนิคม","2,761","848","30.71","602","188","31.23","687","216","31.44","703","219","31.44","769","225","29.26"
"10989  :  โรงพยาบาลหัวตะพาน","4,548","591","12.99","1,044","106","10.15","1,147","112","9.76","1,280","186","9.76","1,077","187","17.36"
"10990  :  โรงพยาบาลลืออำนาจ","1,790","595","33.24","413","139","33.66","418","155","37.08","510","161","37.08","449","140","31.18"
"11040  :  โรงพยาบาลบึงกาฬ","18,185","1,162","6.39","4,286","162","3.78","4,580","340","7.42","4,717","316","7.42","4,602","344","7.48"
"11041  :  โรงพยาบาลพรเจริญ","3,327","393","11.81","863","81","9.39","805","110","13.66","879","115","13.66","780","87","11.15"
"11043  :  โรงพยาบาลโซ่พิสัย","5,134","772","15.04","1,633","260","15.92","1,384","174","12.57","1,213","180","12.57","904","158","17.48"
"11046  :  โรงพยาบาลเซกา","6,884","1,287","18.70","1,580","336","21.27","1,688","322","19.08","1,812","267","19.08","1,804","362","20.07"
"11047  :  โรงพยาบาลปากคาด","3,462","609","17.59","721","103","14.29","1,007","193","19.17","951","181","19.17","783","132","16.86"
"11048  :  โรงพยาบาลบึงโขงหลง","3,656","793","21.69","850","161","18.94","876","190","21.69","937","211","21.69","993","231","23.26"
"11049  :  โรงพยาบาลศรีวิไล","2,636","266","10.09","583","61","10.46","594","69","11.62","716","54","11.62","743","82","11.04"
"11050  :  โรงพยาบาลบุ่งคล้า","1,666","327","19.63","375","82","21.87","433","105","24.25","396","64","24.25","462","76","16.45"
"10704  :  โรงพยาบาลหนองบัวลำภู","24,744","629","2.54","5,894","115","1.95","6,400","189","2.95","6,118","169","2.95","6,332","156","2.46"
"10991  :  โรงพยาบาลนากลาง","2,503","1,062","42.43","851","259","30.43","1,046","308","29.45","380","273","29.45","226","222","98.23"
"10992  :  โรงพยาบาลโนนสัง","2,951","617","20.91","714","157","21.99","689","158","22.93","698","155","22.93","850","147","17.29"
"10993  :  โรงพยาบาลศรีบุญเรือง","6,428","592","9.21","1,452","137","9.44","1,530","137","8.95","1,616","169","8.95","1,830","149","8.14"
"10994  :  โรงพยาบาลสุวรรณคูหา","3,656","208","5.69","890","52","5.84","914","40","4.38","906","57","4.38","946","59","6.24"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","2,983","285","9.55","700","59","8.43","723","92","12.72","788","68","12.72","772","66","8.55"
"10670  :  โรงพยาบาลขอนแก่น","67,156","189","0.28","17,071","40","0.23","17,446","6","0.03","16,656","41","0.03","15,983","102","0.64"
"10995  :  โรงพยาบาลบ้านฝาง","4,204","314","7.47","1,022","74","7.24","994","84","8.45","1,002","67","8.45","1,186","89","7.50"
"10996  :  โรงพยาบาลพระยืน","3,180","0","0.00","680","0","0.00","773","0","0.00","869","0","0.00","858","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","9,489","1,303","13.73","2,203","234","10.62","2,397","349","14.56","2,385","328","14.56","2,504","392","15.65"
