"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"มูลค่ารวม(บาท)","ยาแผนปัจจุบัน(บาท)","ยาแผนไทย(บาท)","ร้อยละมูลค่าสมุนไพร","มูลค่ารวม(บาท)","ยาแผนปัจจุบัน(บาท)","ยาแผนไทย(บาท)","ร้อยละมูลค่าสมุนไพร","มูลค่ารวม(บาท)","ยาแผนปัจจุบัน(บาท)","ยาแผนไทย(บาท)","ร้อยละมูลค่าสมุนไพร","มูลค่ารวม(บาท)","ยาแผนปัจจุบัน(บาท)","ยาแผนไทย(บาท)","ร้อยละมูลค่าสมุนไพร","มูลค่ารวม(บาท)","ยาแผนปัจจุบัน(บาท)","ยาแผนไทย(บาท)","ร้อยละมูลค่าสมุนไพร"
"10891  :  โรงพยาบาลหนองบุญมาก","25,442,610.59","25,249,663.75","192,946.84","0.76","6,457,826.23","6,402,022.23","55,804.00","0.86","6,435,441.80","6,386,909.80","48,532.00","0.75","5,973,229.93","5,928,845.43","44,384.50","0.74","6,576,112.63","6,531,886.29","44,226.34","0.67"
"10892  :  โรงพยาบาลแก้งสนามนาง","17,161,982.19","17,018,303.19","143,679.00","0.84","4,140,373.06","4,102,665.56","37,707.50","0.91","4,323,612.12","4,289,617.12","33,995.00","0.79","4,102,124.70","4,070,237.20","31,887.50","0.78","4,595,872.31","4,555,783.31","40,089.00","0.87"
"10893  :  โรงพยาบาลโนนแดง","14,027,601.48","13,757,085.23","270,516.25","1.93","3,816,487.05","3,755,337.30","61,149.75","1.60","3,318,351.82","3,249,738.07","68,613.75","2.07","3,173,941.24","3,113,442.24","60,499.00","1.91","3,718,821.37","3,638,567.62","80,253.75","2.16"
"10894  :  โรงพยาบาลวังน้ำเขียว","19,170,941.99","19,119,450.24","51,491.75","0.27","4,796,695.92","4,780,442.92","16,253.00","0.34","5,110,346.43","5,097,161.43","13,185.00","0.26","4,729,693.34","4,715,239.84","14,453.50","0.31","4,534,206.30","4,526,606.05","7,600.25","0.17"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","637,557,714.05","637,250,001.55","307,712.50","0.05","200,821,000.95","200,730,691.45","90,309.50","0.04","152,508,305.75","152,429,626.75","78,679.00","0.05","137,905,083.25","137,841,986.75","63,096.50","0.05","146,323,324.10","146,247,696.60","75,627.50","0.05"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","9,261,784.36","9,194,332.46","67,451.90","0.73","2,540,184.64","2,511,948.14","28,236.50","1.11","1,813,290.24","1,797,833.34","15,456.90","0.85","2,737,181.28","2,721,800.78","15,380.50","0.56","2,171,128.20","2,162,750.20","8,378.00","0.39"
"11608  :  โรงพยาบาลลำทะเมนชัย","13,901,588.52","13,840,550.27","61,038.25","0.44","3,666,804.45","3,649,949.45","16,855.00","0.46","3,384,723.37","3,366,677.62","18,045.75","0.53","3,591,609.06","3,580,436.56","11,172.50","0.31","3,258,451.64","3,243,486.64","14,965.00","0.46"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","12,270,137.80","12,107,211.00","162,926.80","1.33","3,468,599.00","3,418,259.00","50,340.00","1.45","3,336,087.50","3,313,344.00","22,743.50","0.68","3,159,286.70","3,126,874.00","32,412.70","1.03","2,306,164.60","2,248,734.00","57,430.60","2.49"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","25,751,016.35","25,749,036.35","1,980.00","0.01","6,552,323.80","6,551,063.80","1,260.00","0.02","6,187,376.50","6,187,016.50","360.00","0.01","6,638,515.95","6,638,215.95","300.00","0.00","6,372,800.10","6,372,740.10","60.00","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","14,053,585.00","13,943,336.00","110,249.00","0.78","3,619,285.00","3,587,196.00","32,089.00","0.89","3,301,648.00","3,276,957.00","24,691.00","0.75","3,601,638.00","3,579,741.00","21,897.00","0.61","3,531,014.00","3,499,442.00","31,572.00","0.89"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","56,569,583.45","55,844,651.95","724,931.50","1.28","16,597,912.35","16,575,067.35","22,845.00","0.14","10,421,943.70","10,412,778.70","9,165.00","0.09","15,714,941.60","15,390,676.60","324,265.00","2.06","13,834,785.80","13,466,129.30","368,656.50","2.66"
"14161  :  โรงพยาบาลกองบิน กองบิน1","4,380,424.14","4,377,289.14","3,135.00","0.07","1,297,188.39","1,296,378.39","810.00","0.06","861,215.25","860,450.25","765.00","0.09","959,778.25","959,358.25","420.00","0.04","1,262,242.25","1,261,102.25","1,140.00","0.09"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","21,647,583.50","21,348,016.50","299,567.00","1.38","5,083,138.50","4,990,369.50","92,769.00","1.83","5,378,770.00","5,292,824.50","85,945.50","1.60","5,211,791.50","5,150,723.00","61,068.50","1.17","5,973,883.50","5,914,099.50","59,784.00","1.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","66,563,343.90","66,088,292.65","475,051.25","0.71","16,309,556.55","16,186,403.05","123,153.50","0.76","15,966,689.80","15,837,369.30","129,320.50","0.81","17,442,459.05","17,318,733.30","123,725.75","0.71","16,844,638.50","16,745,787.00","98,851.50","0.59"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","241,845,247.00","241,324,989.00","520,258.00","0.22","71,180,077.00","71,012,577.00","167,500.00","0.24","50,366,417.00","50,266,759.00","99,658.00","0.20","72,646,057.00","72,485,347.00","160,710.00","0.22","47,652,696.00","47,560,306.00","92,390.00","0.19"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","9,714,275.95","9,490,602.95","223,673.00","2.30","2,173,696.75","2,111,051.75","62,645.00","2.88","2,288,737.25","2,231,739.75","56,997.50","2.49","2,760,674.30","2,716,411.80","44,262.50","1.60","2,491,167.65","2,431,399.65","59,768.00","2.40"
"27839  :  โรงพยาบาลบัวลาย","13,677,886.14","13,510,896.14","166,990.00","1.22","3,164,165.16","3,119,525.16","44,640.00","1.41","3,628,068.21","3,584,323.21","43,745.00","1.21","3,388,579.57","3,347,904.57","40,675.00","1.20","3,497,073.20","3,459,143.20","37,930.00","1.08"
"27840  :  โรงพยาบาลสีดา","9,608,385.50","9,575,336.50","33,049.00","0.34","2,364,892.50","2,356,237.50","8,655.00","0.37","2,472,959.00","2,462,009.00","10,950.00","0.44","2,459,505.50","2,453,081.50","6,424.00","0.26","2,311,028.50","2,304,008.50","7,020.00","0.30"
"27841  :  โรงพยาบาลเทพารักษ์","7,302,155.90","7,166,203.40","135,952.50","1.86","1,815,583.55","1,769,322.55","46,261.00","2.55","1,946,161.25","1,911,793.25","34,368.00","1.77","1,974,254.75","1,938,195.75","36,059.00","1.83","1,566,156.35","1,546,891.85","19,264.50","1.23"
"10667  :  โรงพยาบาลบุรีรัมย์","709,867,336.93","708,280,860.93","1,586,476.00","0.22","172,956,180.83","172,481,730.83","474,450.00","0.27","180,058,096.49","179,678,374.49","379,722.00","0.21","174,010,111.12","173,653,166.12","356,945.00","0.21","182,842,948.49","182,467,589.49","375,359.00","0.21"
"10895  :  โรงพยาบาลคูเมือง","24,863,519.00","24,029,305.95","834,213.05","3.36","6,351,878.82","6,139,571.92","212,306.90","3.34","6,575,652.20","6,348,134.80","227,517.40","3.46","5,970,083.52","5,782,382.52","187,701.00","3.14","5,965,904.46","5,759,216.71","206,687.75","3.46"
"10896  :  โรงพยาบาลกระสัง","34,544,773.16","34,268,054.16","276,719.00","0.80","7,820,640.55","7,753,380.05","67,260.50","0.86","8,289,795.58","8,207,378.08","82,417.50","0.99","10,179,486.84","10,102,458.84","77,028.00","0.76","8,254,850.19","8,204,837.19","50,013.00","0.61"
"10897  :  โรงพยาบาลนางรอง","110,214,456.50","109,825,645.00","388,811.50","0.35","27,594,887.00","27,481,980.25","112,906.75","0.41","30,034,199.50","29,909,826.00","124,373.50","0.41","26,252,596.00","26,187,144.25","65,451.75","0.25","26,332,774.00","26,246,694.50","86,079.50","0.33"
"10898  :  โรงพยาบาลหนองกี่","23,958,720.90","23,403,769.90","554,951.00","2.32","5,792,339.40","5,647,159.15","145,180.25","2.51","5,863,275.50","5,723,530.75","139,744.75","2.38","5,740,958.95","5,600,167.20","140,791.75","2.45","6,562,147.05","6,432,912.80","129,234.25","1.97"
"10899  :  โรงพยาบาลละหานทราย","35,001,349.45","34,634,356.20","366,993.25","1.05","8,779,201.67","8,679,355.42","99,846.25","1.14","8,625,035.10","8,515,662.10","109,373.00","1.27","9,647,031.75","9,558,412.75","88,619.00","0.92","7,950,080.93","7,880,925.93","69,155.00","0.87"
"10900  :  โรงพยาบาลประโคนชัย","74,841,749.99","74,314,247.24","527,502.75","0.70","12,188,542.50","12,005,627.75","182,914.75","1.50","13,472,555.35","13,333,476.35","139,079.00","1.03","17,185,364.69","17,087,321.69","98,043.00","0.57","31,995,287.45","31,887,821.45","107,466.00","0.34"
"10901  :  โรงพยาบาลบ้านกรวด","26,414,433.05","26,189,103.55","225,329.50","0.85","5,242,204.45","5,174,925.95","67,278.50","1.28","5,427,916.30","5,367,046.30","60,870.00","1.12","7,658,275.20","7,615,750.20","42,525.00","0.56","8,086,037.10","8,031,381.10","54,656.00","0.68"
"10902  :  โรงพยาบาลพุทไธสง","27,507,010.00","27,345,650.00","161,360.00","0.59","6,567,108.00","6,516,062.00","51,046.00","0.78","6,840,039.00","6,794,119.00","45,920.00","0.67","6,957,477.00","6,925,982.00","31,495.00","0.45","7,142,386.00","7,109,487.00","32,899.00","0.46"
"10904  :  โรงพยาบาลลำปลายมาศ","42,282,556.71","41,879,777.46","402,779.25","0.95","9,902,651.17","9,789,032.92","113,618.25","1.15","10,810,300.01","10,711,446.26","98,853.75","0.91","9,916,801.34","9,821,536.09","95,265.25","0.96","11,652,804.19","11,557,762.19","95,042.00","0.82"
"10905  :  โรงพยาบาลสตึก","51,487,829.71","51,027,860.21","459,969.50","0.89","12,101,223.80","11,964,163.05","137,060.75","1.13","12,342,627.50","12,221,566.75","121,060.75","0.98","12,834,427.00","12,729,992.25","104,434.75","0.81","14,209,551.41","14,112,138.16","97,413.25","0.69"
"10906  :  โรงพยาบาลปะคำ","27,660,297.43","27,411,975.90","248,321.53","0.90","4,113,280.08","4,045,533.13","67,746.95","1.65","4,197,510.13","4,127,377.69","70,132.44","1.67","7,080,068.31","7,016,652.85","63,415.46","0.90","12,269,438.91","12,222,412.23","47,026.68","0.38"
"10907  :  โรงพยาบาลนาโพธิ์","16,963,731.80","16,615,057.30","348,674.50","2.06","4,970,081.50","4,886,229.50","83,852.00","1.69","5,174,601.00","5,102,709.50","71,891.50","1.39","3,561,435.60","3,471,336.60","90,099.00","2.53","3,257,613.70","3,154,781.70","102,832.00","3.16"
"10908  :  โรงพยาบาลหนองหงส์","20,088,492.51","19,787,360.51","301,132.00","1.50","4,576,894.11","4,502,934.11","73,960.00","1.62","4,867,636.44","4,774,863.94","92,772.50","1.91","4,797,468.21","4,720,393.71","77,074.50","1.61","5,846,493.75","5,789,168.75","57,325.00","0.98"
"10909  :  โรงพยาบาลพลับพลาชัย","14,958,079.93","14,915,347.43","42,732.50","0.29","3,570,227.22","3,555,356.22","14,871.00","0.42","3,629,800.72","3,616,558.47","13,242.25","0.36","3,754,442.38","3,743,502.38","10,940.00","0.29","4,003,609.61","3,999,930.36","3,679.25","0.09"
"10910  :  โรงพยาบาลห้วยราช","13,537,702.33","13,370,637.28","167,065.05","1.23","2,037,103.65","1,990,903.85","46,199.80","2.27","2,324,398.96","2,288,121.71","36,277.25","1.56","3,478,144.26","3,419,172.51","58,971.75","1.70","5,698,055.46","5,672,439.21","25,616.25","0.45"
"10911  :  โรงพยาบาลโนนสุวรรณ","12,183,266.75","12,039,508.25","143,758.50","1.18","2,769,592.50","2,725,661.00","43,931.50","1.59","2,766,362.50","2,723,175.75","43,186.75","1.56","2,889,557.25","2,859,012.50","30,544.75","1.06","3,757,754.50","3,731,659.00","26,095.50","0.69"
"10912  :  โรงพยาบาลชำนิ","13,586,466.29","13,360,238.79","226,227.50","1.67","3,714,616.75","3,664,743.75","49,873.00","1.34","2,548,110.50","2,481,522.50","66,588.00","2.61","3,090,965.73","3,037,133.73","53,832.00","1.74","4,232,773.31","4,176,838.81","55,934.50","1.32"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","22,216,814.55","22,126,491.96","90,322.59","0.41","3,467,264.00","3,439,535.07","27,728.93","0.80","3,540,040.69","3,508,671.91","31,368.78","0.89","4,692,456.93","4,673,126.19","19,330.74","0.41","10,517,052.93","10,505,158.79","11,894.14","0.11"
"10914  :  โรงพยาบาลโนนดินแดง","12,983,005.36","12,738,265.36","244,740.00","1.89","2,444,491.70","2,371,891.70","72,600.00","2.97","2,914,993.61","2,847,067.11","67,926.50","2.33","2,987,334.30","2,938,732.30","48,602.00","1.63","4,636,185.75","4,580,574.25","55,611.50","1.20"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","33,788,696.87","33,650,172.75","138,524.12","0.41","5,197,488.51","5,171,651.96","25,836.55","0.50","5,136,788.61","5,114,373.71","22,414.90","0.44","11,593,498.91","11,544,700.17","48,798.74","0.42","11,860,920.84","11,819,446.91","41,473.93","0.35"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","13,166,499.45","12,943,313.35","223,186.10","1.70","3,190,278.10","3,143,863.10","46,415.00","1.45","3,130,948.20","3,066,562.60","64,385.60","2.06","3,194,811.75","3,131,700.75","63,111.00","1.98","3,650,461.40","3,601,186.90","49,274.50","1.35"
"23578  :  โรงพยาบาลแคนดง","18,549,596.83","18,332,726.48","216,870.35","1.17","3,099,303.17","3,044,959.92","54,343.25","1.75","3,337,947.74","3,264,420.14","73,527.60","2.20","4,216,937.70","4,162,132.25","54,805.45","1.30","7,895,408.22","7,861,214.17","34,194.05","0.43"
"28020  :  โรงพยาบาลบ้านด่าน","19,250,404.00","19,114,389.00","136,015.00","0.71","2,474,713.00","2,439,943.00","34,770.00","1.41","2,586,144.00","2,548,849.50","37,294.50","1.44","5,029,572.50","4,995,644.00","33,928.50","0.67","9,159,974.50","9,129,952.50","30,022.00","0.33"
"10668  :  โรงพยาบาลสุรินทร์","441,720,922.38","441,049,550.10","671,372.28","0.15","108,898,846.97","108,731,031.10","167,815.87","0.15","116,317,365.76","116,102,702.75","214,663.01","0.18","106,845,739.70","106,720,806.25","124,933.45","0.12","109,658,969.95","109,495,010.00","163,959.95","0.15"
"10915  :  โรงพยาบาลชุมพลบุรี","30,941,174.25","30,591,461.50","349,712.75","1.13","5,733,069.55","5,640,163.05","92,906.50","1.62","6,483,888.75","6,397,374.00","86,514.75","1.33","6,889,184.60","6,789,797.60","99,387.00","1.44","11,835,031.35","11,764,126.85","70,904.50","0.60"
"10916  :  โรงพยาบาลท่าตูม","63,489,990.60","62,968,596.60","521,394.00","0.82","15,391,345.30","15,273,669.30","117,676.00","0.76","16,399,872.17","16,304,416.17","95,456.00","0.58","16,203,910.38","16,049,115.38","154,795.00","0.96","15,494,862.75","15,341,395.75","153,467.00","0.99"
"10917  :  โรงพยาบาลจอมพระ","17,545,124.10","17,037,004.60","508,119.50","2.90","4,261,098.75","4,177,793.75","83,305.00","1.96","4,418,273.25","4,191,875.75","226,397.50","5.12","4,393,209.75","4,304,284.00","88,925.75","2.02","4,472,542.35","4,363,051.10","109,491.25","2.45"
"10918  :  โรงพยาบาลปราสาท","90,071,664.12","88,773,448.62","1,298,215.50","1.44","21,685,890.34","21,315,811.84","370,078.50","1.71","23,111,266.26","22,801,293.76","309,972.50","1.34","22,486,422.71","22,253,956.21","232,466.50","1.03","22,788,084.81","22,402,386.81","385,698.00","1.69"
"10919  :  โรงพยาบาลกาบเชิง","17,062,063.75","16,086,039.00","976,024.75","5.72","4,175,508.00","3,925,812.75","249,695.25","5.98","4,258,044.50","4,012,299.00","245,745.50","5.77","4,225,926.75","3,976,420.75","249,506.00","5.90","4,402,584.50","4,171,506.50","231,078.00","5.25"
"10920  :  โรงพยาบาลรัตนบุรี","37,165,625.58","36,903,647.53","261,978.05","0.70","9,594,084.50","9,504,625.75","89,458.75","0.93","9,862,829.84","9,785,872.14","76,957.70","0.78","8,663,274.74","8,612,288.14","50,986.60","0.59","9,045,436.50","9,000,861.50","44,575.00","0.49"
"10921  :  โรงพยาบาลสนม","8,701,500.73","8,544,332.38","157,168.35","1.81","2,126,394.41","2,074,238.17","52,156.24","2.45","2,221,468.29","2,173,612.16","47,856.13","2.15","2,194,200.98","2,167,198.21","27,002.77","1.23","2,159,437.05","2,129,283.84","30,153.21","1.40"
"10922  :  โรงพยาบาลศีขรภูมิ","52,250,344.42","51,782,364.92","467,979.50","0.90","11,955,393.60","11,831,409.10","123,984.50","1.04","14,315,529.85","14,169,913.85","145,616.00","1.02","12,198,191.83","12,095,492.83","102,699.00","0.84","13,781,229.14","13,685,549.14","95,680.00","0.69"
"10923  :  โรงพยาบาลสังขะ","47,012,952.19","46,038,467.19","974,485.00","2.07","11,702,854.00","11,382,567.00","320,287.00","2.74","12,318,194.75","12,034,343.25","283,851.50","2.30","11,986,742.55","11,804,664.05","182,078.50","1.52","11,005,160.89","10,816,892.89","188,268.00","1.71"
"10924  :  โรงพยาบาลลำดวน","18,999,338.01","18,261,044.88","738,293.13","3.89","4,858,974.07","4,634,157.07","224,817.00","4.63","4,930,288.95","4,704,973.82","225,315.13","4.57","5,172,917.06","4,992,734.06","180,183.00","3.48","4,037,157.93","3,929,179.93","107,978.00","2.67"
"10925  :  โรงพยาบาลสำโรงทาบ","13,374,564.39","13,204,102.39","170,462.00","1.27","3,411,067.59","3,383,547.09","27,520.50","0.81","3,460,021.05","3,404,294.55","55,726.50","1.61","4,593,148.50","4,520,688.00","72,460.50","1.58","1,910,327.25","1,895,572.75","14,754.50","0.77"
"10926  :  โรงพยาบาลบัวเชด","21,998,515.75","21,780,665.25","217,850.50","0.99","3,626,922.50","3,574,742.50","52,180.00","1.44","3,686,846.00","3,622,984.00","63,862.00","1.73","4,260,935.00","4,205,218.00","55,717.00","1.31","10,423,812.25","10,377,720.75","46,091.50","0.44"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","59,136,370.50","59,127,595.50","8,775.00","0.01","14,653,737.00","14,653,737.00","0.00","0.00","16,170,913.50","16,170,913.50","0.00","0.00","11,238,547.75","11,238,397.75","150.00","0.00","17,073,172.25","17,064,547.25","8,625.00","0.05"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","14,711,425.18","14,298,776.18","412,649.00","2.80","2,498,056.11","2,400,526.61","97,529.50","3.90","2,545,967.04","2,421,259.54","124,707.50","4.90","2,482,131.03","2,374,311.53","107,819.50","4.34","7,185,271.00","7,102,678.50","82,592.50","1.15"
"27842  :  โรงพยาบาลเขวาสินรินทร์","16,062,702.22","15,719,717.72","342,984.50","2.14","2,103,500.44","1,987,638.94","115,861.50","5.51","2,277,303.61","2,165,139.11","112,164.50","4.93","2,983,094.12","2,917,731.62","65,362.50","2.19","8,698,804.05","8,649,208.05","49,596.00","0.57"
"27843  :  โรงพยาบาลศรีณรงค์","11,759,070.46","11,529,673.70","229,396.76","1.95","2,023,390.99","1,970,196.25","53,194.74","2.63","2,229,084.62","2,175,050.50","54,034.12","2.42","3,348,771.68","3,303,381.70","45,389.98","1.36","4,157,823.17","4,081,045.25","76,777.92","1.85"
"27844  :  โรงพยาบาลโนนนารายณ์","10,400,677.13","10,092,373.03","308,304.10","2.96","2,635,078.98","2,555,649.03","79,429.95","3.01","2,819,644.31","2,763,651.46","55,992.85","1.99","2,439,018.45","2,398,320.95","40,697.50","1.67","2,506,935.39","2,374,751.59","132,183.80","5.27"
"10700  :  โรงพยาบาลศรีสะเกษ","290,774,113.59","289,997,319.84","776,793.75","0.27","66,779,547.83","66,613,893.83","165,654.00","0.25","75,253,873.96","75,002,550.96","251,323.00","0.33","78,227,080.85","78,060,003.10","167,077.75","0.21","70,513,610.95","70,320,871.95","192,739.00","0.27"
"10927  :  โรงพยาบาลยางชุมน้อย","19,229,129.18","18,709,681.98","519,447.20","2.70","3,728,925.29","3,522,030.77","206,894.52","5.55","4,041,883.52","3,907,453.38","134,430.14","3.33","4,176,641.99","4,075,435.97","101,206.02","2.42","7,281,678.38","7,204,761.86","76,916.52","1.06"
"10928  :  โรงพยาบาลกันทรารมย์","54,178,280.17","53,764,086.42","414,193.75","0.76","13,181,051.48","13,064,046.48","117,005.00","0.89","13,876,148.74","13,763,053.59","113,095.15","0.82","12,724,798.12","12,659,462.22","65,335.90","0.51","14,396,281.83","14,277,524.13","118,757.70","0.82"
"10929  :  โรงพยาบาลกันทรลักษ์","108,386,307.83","107,850,709.18","535,598.65","0.49","16,995,371.18","16,832,687.68","162,683.50","0.96","17,803,504.78","17,643,615.53","159,889.25","0.90","22,510,771.11","22,405,018.11","105,753.00","0.47","51,076,660.76","50,969,387.86","107,272.90","0.21"
"10930  :  โรงพยาบาลขุขันธ์","91,802,265.53","91,577,082.03","225,183.50","0.25","16,049,121.39","16,000,686.39","48,435.00","0.30","16,695,502.27","16,635,847.27","59,655.00","0.36","18,114,908.20","18,061,292.70","53,615.50","0.30","40,942,733.67","40,879,255.67","63,478.00","0.16"
"10931  :  โรงพยาบาลไพรบึง","27,593,627.17","27,469,916.82","123,710.35","0.45","5,642,879.91","5,611,169.41","31,710.50","0.56","3,684,219.68","3,653,992.18","30,227.50","0.82","4,061,763.73","4,030,585.73","31,178.00","0.77","14,204,763.85","14,174,169.50","30,594.35","0.22"
"10932  :  โรงพยาบาลปรางค์กู่","41,688,472.99","41,267,914.94","420,558.05","1.01","6,023,489.29","5,911,675.29","111,814.00","1.86","5,828,479.29","5,716,755.09","111,724.20","1.92","7,072,389.79","6,989,184.24","83,205.55","1.18","22,764,114.62","22,650,300.32","113,814.30","0.50"
"10933  :  โรงพยาบาลขุนหาญ","65,656,331.52","63,595,313.87","2,061,017.65","3.14","11,112,236.95","10,593,312.58","518,924.37","4.67","11,952,119.45","11,327,877.43","624,242.02","5.22","12,731,308.77","12,270,984.06","460,324.71","3.62","29,860,666.35","29,403,139.80","457,526.55","1.53"
"10934  :  โรงพยาบาลราษีไศล","61,468,308.86","60,714,193.36","754,115.50","1.23","12,071,939.00","11,875,260.90","196,678.10","1.63","12,218,825.83","12,031,663.83","187,162.00","1.53","13,944,983.62","13,784,821.22","160,162.40","1.15","23,232,560.41","23,022,447.41","210,113.00","0.90"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","47,463,263.77","47,125,356.33","337,907.44","0.71","7,661,299.33","7,547,680.93","113,618.40","1.48","8,022,747.58","7,941,905.59","80,841.99","1.01","8,802,954.55","8,728,312.75","74,641.80","0.85","22,976,262.31","22,907,457.06","68,805.25","0.30"
"10936  :  โรงพยาบาลบึงบูรพ์","9,727,931.68","9,650,150.18","77,781.50","0.80","1,395,793.16","1,365,164.16","30,629.00","2.19","1,481,415.67","1,457,725.67","23,690.00","1.60","2,112,318.04","2,096,555.04","15,763.00","0.75","4,738,404.81","4,730,705.31","7,699.50","0.16"
"10937  :  โรงพยาบาลห้วยทับทัน","22,112,723.58","21,858,102.72","254,620.86","1.15","2,888,960.07","2,808,812.57","80,147.50","2.77","3,253,164.89","3,180,760.89","72,404.00","2.23","3,551,360.03","3,506,712.01","44,648.02","1.26","12,419,238.59","12,361,817.25","57,421.34","0.46"
"10938  :  โรงพยาบาลโนนคูณ","21,757,504.31","21,603,158.42","154,345.89","0.71","3,299,042.15","3,265,198.15","33,844.00","1.03","3,341,607.06","3,293,610.06","47,997.00","1.44","3,789,533.94","3,752,217.94","37,316.00","0.98","11,327,321.16","11,292,132.27","35,188.89","0.31"
"10939  :  โรงพยาบาลศรีรัตนะ","21,244,499.55","21,010,287.50","234,212.05","1.10","5,030,943.56","4,959,403.51","71,540.05","1.42","5,980,553.03","5,910,808.03","69,745.00","1.17","5,268,862.09","5,214,003.09","54,859.00","1.04","4,964,140.87","4,926,072.87","38,068.00","0.77"
"10940  :  โรงพยาบาลวังหิน","21,591,595.09","21,380,952.59","210,642.50","0.98","2,923,844.99","2,847,844.99","76,000.00","2.60","2,894,695.10","2,843,167.10","51,528.00","1.78","4,501,522.73","4,473,700.23","27,822.50","0.62","11,271,532.27","11,216,240.27","55,292.00","0.49"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","30,245,535.46","30,144,845.21","100,690.25","0.33","3,636,834.99","3,602,262.44","34,572.55","0.95","3,799,930.87","3,768,709.67","31,221.20","0.82","4,601,712.90","4,583,203.90","18,509.00","0.40","18,207,056.70","18,190,669.20","16,387.50","0.09"
"10942  :  โรงพยาบาลภูสิงห์","25,722,241.19","25,163,093.63","559,147.56","2.17","4,306,997.30","4,101,195.08","205,802.22","4.78","4,571,120.86","4,348,429.83","222,691.03","4.87","5,190,669.82","5,107,476.56","83,193.26","1.60","11,653,453.21","11,605,992.16","47,461.05","0.41"
"10943  :  โรงพยาบาลเมืองจันทร์","6,173,588.20","6,101,402.55","72,185.65","1.17","936,220.19","914,149.18","22,071.01","2.36","1,049,635.92","1,029,299.90","20,336.02","1.94","924,614.88","907,401.76","17,213.12","1.86","3,263,117.21","3,250,551.71","12,565.50","0.39"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","26,393,596.37","25,836,437.62","557,158.75","2.11","4,175,577.93","4,009,748.43","165,829.50","3.97","4,363,422.64","4,143,260.64","220,162.00","5.05","5,114,214.51","4,993,220.01","120,994.50","2.37","12,740,381.29","12,690,208.54","50,172.75","0.39"
"28014  :  โรงพยาบาลพยุห์","10,636,515.60","10,547,586.47","88,929.13","0.84","2,191,456.29","2,163,273.77","28,182.52","1.29","2,126,128.09","2,098,959.63","27,168.46","1.28","2,861,915.95","2,846,086.59","15,829.36","0.55","3,457,015.27","3,439,266.48","17,748.79","0.51"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","3,907,560.48","3,874,969.08","32,591.40","0.83","1,081,727.57","1,071,892.17","9,835.40","0.91","1,080,534.16","1,072,142.26","8,391.90","0.78","983,064.58","974,317.48","8,747.10","0.89","762,234.17","756,617.17","5,617.00","0.74"
"28016  :  โรงพยาบาลศิลาลาด","13,665,068.20","13,474,509.20","190,559.00","1.39","2,459,432.84","2,404,931.34","54,501.50","2.22","2,524,580.92","2,460,040.92","64,540.00","2.56","2,838,095.50","2,805,176.50","32,919.00","1.16","5,842,958.94","5,804,360.44","38,598.50","0.66"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","625,722,704.53","623,315,097.78","2,407,606.75","0.38","164,267,278.12","163,668,982.62","598,295.50","0.36","159,978,478.37","159,363,330.62","615,147.75","0.38","152,481,245.33","151,876,980.33","604,265.00","0.40","148,995,702.71","148,405,804.21","589,898.50","0.40"
"10944  :  โรงพยาบาลศรีเมืองใหม่","38,931,531.84","38,263,182.84","668,349.00","1.72","5,489,032.59","5,305,352.84","183,679.75","3.35","5,928,805.14","5,722,428.64","206,376.50","3.48","7,496,055.51","7,265,083.76","230,971.75","3.08","20,017,638.60","19,970,317.60","47,321.00","0.24"
"10945  :  โรงพยาบาลโขงเจียม","10,584,024.75","10,361,874.75","222,150.00","2.10","2,471,050.50","2,394,978.00","76,072.50","3.08","2,538,983.00","2,479,249.00","59,734.00","2.35","2,835,541.50","2,796,990.00","38,551.50","1.36","2,738,449.75","2,690,657.75","47,792.00","1.75"
