"โรงพยาบาล","B","A","อัตรา(100)"
"10947  :  โรงพยาบาลเขมราฐ","1,798","3","0.17"
"10948  :  โรงพยาบาลนาจะหลวย","1,104","5","0.45"
"10949  :  โรงพยาบาลน้ำยืน","867","4","0.46"
"10950  :  โรงพยาบาลบุณฑริก","615","4","0.65"
"10951  :  โรงพยาบาลตระการพืชผล","453","3","0.66"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","759","2","0.26"
"10953  :  โรงพยาบาลม่วงสามสิบ","487","2","0.41"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","282","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","419","0","0.00"
"10959  :  โรงพยาบาลสำโรง","513","2","0.39"
"10960  :  โรงพยาบาลดอนมดแดง","330","1","0.30"
"10961  :  โรงพยาบาลสิรินธร","62","1","1.61"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","464","2","0.43"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","1","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","2","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","209","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","107","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","65","1","1.54"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","117","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","793","0","0.00"
"10966  :  โรงพยาบาลป่าติ้ว","526","0","0.00"
"10967  :  โรงพยาบาลมหาชนะชัย","521","0","0.00"
"10968  :  โรงพยาบาลค้อวัง","353","0","0.00"
"10969  :  โรงพยาบาลไทยเจริญ","327","0","0.00"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","740","6","0.81"
"11921  :  โรงพยาบาลนายแพทย์หาญ","188","0","0.00"
"04007  :  โรงพยาบาลซับใหญ่","240","0","0.00"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","893","5","0.56"
"10971  :  โรงพยาบาลคอนสวรรค์","295","5","1.69"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","527","0","0.00"
"10973  :  โรงพยาบาลหนองบัวแดง","1,009","0","0.00"
"10974  :  โรงพยาบาลจัตุรัส","783","0","0.00"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","669","1","0.15"
"10976  :  โรงพยาบาลหนองบัวระเหว","318","0","0.00"
"10977  :  โรงพยาบาลเทพสถิต","1,088","1","0.09"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","1,135","4","0.35"
"10979  :  โรงพยาบาลบ้านแท่น","543","10","1.84"
"10980  :  โรงพยาบาลแก้งคร้อ","864","0","0.00"
"10981  :  โรงพยาบาลคอนสาร","314","11","3.50"
"10982  :  โรงพยาบาลภักดีชุมพล","258","0","0.00"
"10983  :  โรงพยาบาลเนินสง่า","232","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","1,096","1","0.09"
"10985  :  โรงพยาบาลชานุมาน","595","0","0.00"
"10986  :  โรงพยาบาลปทุมราชวงศา","533","0","0.00"
"10987  :  โรงพยาบาลพนา","290","0","0.00"
"10988  :  โรงพยาบาลเสนางคนิคม","767","0","0.00"
"10989  :  โรงพยาบาลหัวตะพาน","245","1","0.41"
"10990  :  โรงพยาบาลลืออำนาจ","362","11","3.04"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","421","0","0.00"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0.00"
"11046  :  โรงพยาบาลเซกา","0","0","0.00"
"11047  :  โรงพยาบาลปากคาด","499","0","0.00"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","496","0","0.00"
"11050  :  โรงพยาบาลบุ่งคล้า","124","0","0.00"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","7","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","1","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","1","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","140","0","0.00"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","2","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","662","0","0.00"
"11000  :  โรงพยาบาลน้ำพอง","593","0","0.00"
"11001  :  โรงพยาบาลอุบลรัตน์","0","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","324","0","0.00"
"11004  :  โรงพยาบาลพล","1","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","4","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","699","0","0.00"
"11010  :  โรงพยาบาลชนบท","51","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","0","0","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","78","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","1","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","249","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","87","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","434","6","1.38"
"11014  :  โรงพยาบาลหนองวัวซอ","381","0","0.00"
"11015  :  โรงพยาบาลกุมภวาปี","771","0","0.00"
"11016  :  โรงพยาบาลห้วยเกิ้ง","59","0","0.00"
"11017  :  โรงพยาบาลโนนสะอาด","494","1","0.20"
"11018  :  โรงพยาบาลหนองหาน","704","5","0.71"
"11019  :  โรงพยาบาลทุ่งฝน","260","3","1.15"
"11020  :  โรงพยาบาลไชยวาน","805","3","0.37"
"11021  :  โรงพยาบาลศรีธาตุ","354","1","0.28"
"11022  :  โรงพยาบาลวังสามหมอ","731","4","0.55"
"11023  :  โรงพยาบาลบ้านผือ","769","17","2.21"
"11024  :  โรงพยาบาลน้ำโสม","822","8","0.97"
"11025  :  โรงพยาบาลเพ็ญ","943","0","0.00"
"11026  :  โรงพยาบาลสร้างคอม","445","2","0.45"
"11027  :  โรงพยาบาลหนองแสง","558","5","0.90"
"11028  :  โรงพยาบาลนายูง","366","0","0.00"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","355","6","1.69"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","1,199","0","0.00"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","621","0","0.00"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","16","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","1","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","0","0","0.00"
"10705  :  โรงพยาบาลเลย","933","17","1.82"
"11030  :  โรงพยาบาลนาด้วง","445","14","3.15"
"11031  :  โรงพยาบาลเชียงคาน","744","1","0.13"
"11032  :  โรงพยาบาลปากชม","350","12","3.43"
"11033  :  โรงพยาบาลนาแห้ว","68","3","4.41"
"11034  :  โรงพยาบาลภูเรือ","238","9","3.78"
"11035  :  โรงพยาบาลท่าลี่","172","6","3.49"
"11036  :  โรงพยาบาลวังสะพุง","714","2","0.28"
"11037  :  โรงพยาบาลภูกระดึง","584","5","0.86"
"11038  :  โรงพยาบาลภูหลวง","325","12","3.69"
"11039  :  โรงพยาบาลผาขาว","540","5","0.93"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","430","0","0.00"
"14133  :  โรงพยาบาลเอราวัณ","418","0","0.00"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","56","1","1.79"
"10706  :  โรงพยาบาลหนองคาย","1,544","0","0.00"
"11042  :  โรงพยาบาลโพนพิสัย","422","0","0.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","539","0","0.00"
"11045  :  โรงพยาบาลสังคม","258","0","0.00"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","1,310","0","0.00"
"14558  :  โรงพยาบาลพิสัยเวช","1,007","4","0.40"
"21356  :  โรงพยาบาลสระใคร","161","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","102","0","0.00"
"28811  :  โรงพยาบาลเฝ้าไร่","273","0","0.00"
"28815  :  โรงพยาบาลรัตนวาปี","96","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","0","0","0.00"
"11051  :  โรงพยาบาลแกดำ","384","1","0.26"
"11052  :  โรงพยาบาลโกสุมพิสัย","1,002","0","0.00"
"11053  :  โรงพยาบาลกันทรวิชัย","396","1","0.25"
"11054  :  โรงพยาบาลเชียงยืน","744","0","0.00"
"11055  :  โรงพยาบาลบรบือ","947","1","0.11"
"11056  :  โรงพยาบาลนาเชือก","422","4","0.95"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","753","10","1.33"
"11058  :  โรงพยาบาลวาปีปทุม","818","0","0.00"
"11059  :  โรงพยาบาลนาดูน","283","0","0.00"
"11060  :  โรงพยาบาลยางสีสุราช","219","1","0.46"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","10,158","35","0.34"
"24704  :  โรงพยาบาลกุดรัง","139","1","0.72"
"28843  :  โรงพยาบาลชื่นชม","114","0","0.00"
"10708  :  โรงพยาบาลร้อยเอ็ด","17","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","677","0","0.00"
"11062  :  โรงพยาบาลปทุมรัตต์","338","0","0.00"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","883","0","0.00"
"11064  :  โรงพยาบาลธวัชบุรี","334","0","0.00"
"11065  :  โรงพยาบาลพนมไพร","1","0","0.00"
"11066  :  โรงพยาบาลโพนทอง","734","1","0.14"
"11067  :  โรงพยาบาลโพธิ์ชัย","695","0","0.00"
"11068  :  โรงพยาบาลหนองพอก","475","0","0.00"
"11069  :  โรงพยาบาลเสลภูมิ","546","6","1.10"
"11070  :  โรงพยาบาลสุวรรณภูมิ","945","0","0.00"
"11071  :  โรงพยาบาลเมืองสรวง","194","0","0.00"
"11072  :  โรงพยาบาลโพนทราย","392","1","0.26"
"11073  :  โรงพยาบาลอาจสามารถ","811","1","0.12"
"11074  :  โรงพยาบาลเมยวดี","263","0","0.00"
"11075  :  โรงพยาบาลศรีสมเด็จ","353","0","0.00"
"11076  :  โรงพยาบาลจังหาร","289","0","0.00"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","1,850","17","0.92"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","716","1","0.14"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","87","0","0.00"
"27989  :  โรงพยาบาลเชียงขวัญ","102","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","135","3","2.22"
"10709  :  โรงพยาบาลกาฬสินธุ์","635","0","0.00"
"11077  :  โรงพยาบาลนามน","960","0","0.00"
"11078  :  โรงพยาบาลกมลาไสย","875","0","0.00"
"11079  :  โรงพยาบาลร่องคำ","366","0","0.00"
"11080  :  โรงพยาบาลเขาวง","639","0","0.00"
"11081  :  โรงพยาบาลยางตลาด","1,114","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","488","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","434","1","0.23"
"11084  :  โรงพยาบาลคำม่วง","617","5","0.81"
"11085  :  โรงพยาบาลท่าคันโท","807","0","0.00"
"11086  :  โรงพยาบาลหนองกุงศรี","508","0","0.00"
"11087  :  โรงพยาบาลสมเด็จ","965","1","0.10"
"11088  :  โรงพยาบาลห้วยผึ้ง","628","0","0.00"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","1,205","0","0.00"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","212","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","244","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","266","0","0.00"
"28791  :  โรงพยาบาลสามชัย","103","8","7.77"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","821","18","2.19"
"11090  :  โรงพยาบาลกุดบาก","320","4","1.25"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","449","2","0.45"
"11092  :  โรงพยาบาลพังโคน","793","17","2.14"
"11093  :  โรงพยาบาลวาริชภูมิ","556","13","2.34"
"11094  :  โรงพยาบาลนิคมน้ำอูน","183","0","0.00"
"11095  :  โรงพยาบาลวานรนิวาส","687","5","0.73"
"11096  :  โรงพยาบาลคำตากล้า","814","27","3.32"
"11097  :  โรงพยาบาลบ้านม่วง","672","1","0.15"
"11098  :  โรงพยาบาลอากาศอำนวย","921","29","3.15"
"11099  :  โรงพยาบาลส่องดาว","577","13","2.25"
"11100  :  โรงพยาบาลเต่างอย","177","10","5.65"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","470","2","0.43"
"11102  :  โรงพยาบาลเจริญศิลป์","634","4","0.63"
"11103  :  โรงพยาบาลโพนนาแก้ว","208","9","4.33"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","2,465","1","0.04"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","1,426","8","0.56"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","223","0","0.00"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","11","0","0.00"
"11104  :  โรงพยาบาลปลาปาก","571","0","0.00"
"11105  :  โรงพยาบาลท่าอุเทน","219","0","0.00"
"11106  :  โรงพยาบาลบ้านแพง","539","12","2.23"
"11107  :  โรงพยาบาลนาทม","184","0","0.00"
"11108  :  โรงพยาบาลเรณูนคร","433","0","0.00"
"11109  :  โรงพยาบาลนาแก","469","0","0.00"
"11110  :  โรงพยาบาลศรีสงคราม","551","14","2.54"
"11111  :  โรงพยาบาลนาหว้า","1,177","1","0.08"
"11112  :  โรงพยาบาลโพนสวรรค์","457","0","0.00"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","116","0","0.00"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","259","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","2,872","0","0.00"
"11113  :  โรงพยาบาลนิคมคำสร้อย","360","9","2.50"
"11114  :  โรงพยาบาลดอนตาล","395","4","1.01"
"11115  :  โรงพยาบาลดงหลวง","635","1","0.16"
"11116  :  โรงพยาบาลคำชะอี","345","4","1.16"
"11117  :  โรงพยาบาลหว้านใหญ่","170","7","4.12"
"11118  :  โรงพยาบาลหนองสูง","111","1","0.90"
"06009  :  โรงพยาบาลแม่ตื่น","417","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","0","0","0.00"
"11119  :  โรงพยาบาลจอมทอง","702","1","0.14"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","568","0","0.00"
"11121  :  โรงพยาบาลเชียงดาว","1,034","2","0.19"
"11122  :  โรงพยาบาลดอยสะเก็ด","0","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","222","0","0.00"
"11125  :  โรงพยาบาลฝาง","1,393","3","0.22"
"11126  :  โรงพยาบาลแม่อาย","204","0","0.00"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","428","1","0.23"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0.00"
"11131  :  โรงพยาบาลหางดง","398","6","1.51"
"11132  :  โรงพยาบาลฮอด","453","1","0.22"
"11133  :  โรงพยาบาลดอยเต่า","114","6","5.26"
"11134  :  โรงพยาบาลอมก๋อย","692","3","0.43"
"11135  :  โรงพยาบาลสารภี","0","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","0","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","170","5","2.94"
"11138  :  โรงพยาบาลแม่วาง","292","2","0.68"
"11139  :  โรงพยาบาลแม่ออน","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","18","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","115","1","0.87"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","428","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","116","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","276","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","155","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","126","0","0.00"
"10714  :  โรงพยาบาลลำพูน","4","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","451","1","0.22"
"11141  :  โรงพยาบาลบ้านโฮ่ง","411","0","0.00"
"11142  :  โรงพยาบาลลี้","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","326","20","6.13"
"11144  :  โรงพยาบาลป่าซาง","354","0","0.00"
"11145  :  โรงพยาบาลบ้านธิ","563","9","1.60"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","210","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","111","0","0.00"
"10672  :  โรงพยาบาลลำปาง","3,488","2","0.06"
"11146  :  โรงพยาบาลแม่เมาะ","629","72","11.45"
"11147  :  โรงพยาบาลเกาะคา","90","0","0.00"
"11148  :  โรงพยาบาลเสริมงาม","290","2","0.69"
"11149  :  โรงพยาบาลงาว","137","3","2.19"
"11150  :  โรงพยาบาลแจ้ห่ม","342","0","0.00"
"11151  :  โรงพยาบาลวังเหนือ","262","0","0.00"
"11152  :  โรงพยาบาลเถิน","327","0","0.00"
"11153  :  โรงพยาบาลแม่พริก","270","0","0.00"
"11154  :  โรงพยาบาลแม่ทะ","321","5","1.56"
"11155  :  โรงพยาบาลสบปราบ","407","0","0.00"
"11156  :  โรงพยาบาลห้างฉัตร","605","1","0.17"
"11157  :  โรงพยาบาลเมืองปาน","201","0","0.00"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","1,769","0","0.00"
"11158  :  โรงพยาบาลตรอน","280","1","0.36"
"11159  :  โรงพยาบาลท่าปลา","431","0","0.00"
"11160  :  โรงพยาบาลน้ำปาด","257","0","0.00"
"11161  :  โรงพยาบาลฟากท่า","256","0","0.00"
"11162  :  โรงพยาบาลบ้านโคก","366","0","0.00"
"11163  :  โรงพยาบาลพิชัย","276","4","1.45"
"11164  :  โรงพยาบาลลับแล","263","0","0.00"
"11165  :  โรงพยาบาลทองแสนขัน","371","0","0.00"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","350","1","0.29"
"10715  :  โรงพยาบาลแพร่","0","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","240","0","0.00"
"11167  :  โรงพยาบาลลอง","475","11","2.32"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00"
"11170  :  โรงพยาบาลสอง","398","0","0.00"
"11171  :  โรงพยาบาลวังชิ้น","236","0","0.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","127","4","3.15"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","735","13","1.77"
"10716  :  โรงพยาบาลน่าน","1,337","5","0.37"
"11173  :  โรงพยาบาลแม่จริม","141","25","17.73"
"11174  :  โรงพยาบาลบ้านหลวง","126","0","0.00"
"11175  :  โรงพยาบาลนาน้อย","248","15","6.05"
"11176  :  โรงพยาบาลท่าวังผา","259","0","0.00"
"11177  :  โรงพยาบาลเวียงสา","357","1","0.28"
"11178  :  โรงพยาบาลทุ่งช้าง","177","0","0.00"
"11179  :  โรงพยาบาลเชียงกลาง","158","1","0.63"
"11180  :  โรงพยาบาลนาหมื่น","193","19","9.84"
"11181  :  โรงพยาบาลสันติสุข","172","0","0.00"
"11182  :  โรงพยาบาลบ่อเกลือ","147","6","4.08"
"11183  :  โรงพยาบาลสองแคว","73","16","21.92"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","213","14","6.57"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","11","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","61","6","9.84"
"25017  :  โรงพยาบาลภูเพียง","0","0","0.00"
"10717  :  โรงพยาบาลพะเยา","0","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0.00"
"11184  :  โรงพยาบาลจุน","181","1","0.55"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","328","1","0.30"
"11187  :  โรงพยาบาลปง","105","1","0.95"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","18","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","2,255","1","0.04"
"11189  :  โรงพยาบาลเทิง","538","33","6.13"
"11190  :  โรงพยาบาลพาน","0","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","105","2","1.90"
"11192  :  โรงพยาบาลแม่จัน","0","0","0.00"
"11193  :  โรงพยาบาลเชียงแสน","248","0","0.00"
"11194  :  โรงพยาบาลแม่สาย","1,055","0","0.00"
"11195  :  โรงพยาบาลแม่สรวย","228","0","0.00"
"11196  :  โรงพยาบาลเวียงป่าเป้า","666","0","0.00"
"11197  :  โรงพยาบาลพญาเม็งราย","138","0","0.00"
"11198  :  โรงพยาบาลเวียงแก่น","609","0","0.00"
"11199  :  โรงพยาบาลขุนตาล","235","0","0.00"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","290","0","0.00"
"11201  :  โรงพยาบาลแม่ลาว","117","0","0.00"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","153","0","0.00"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","909","0","0.00"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","143","10","6.99"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","39","0","0.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","741","0","0.00"
"11203  :  โรงพยาบาลขุนยวม","270","0","0.00"
"11204  :  โรงพยาบาลปาย","411","0","0.00"
"11205  :  โรงพยาบาลแม่สะเรียง","988","0","0.00"
"11206  :  โรงพยาบาลแม่ลาน้อย","257","0","0.00"
"11207  :  โรงพยาบาลสบเมย","110","0","0.00"
"11208  :  โรงพยาบาลปางมะผ้า","287","8","2.79"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","0","0","0.00"
"11209  :  โรงพยาบาลโกรกพระ","378","0","0.00"
"11210  :  โรงพยาบาลชุมแสง","228","0","0.00"
"11211  :  โรงพยาบาลหนองบัว","532","1","0.19"
"11212  :  โรงพยาบาลบรรพตพิสัย","260","3","1.15"
"11213  :  โรงพยาบาลเก้าเลี้ยว","252","0","0.00"
"11214  :  โรงพยาบาลตาคลี","429","0","0.00"
"11215  :  โรงพยาบาลท่าตะโก","431","0","0.00"
"11216  :  โรงพยาบาลไพศาลี","587","0","0.00"
"11217  :  โรงพยาบาลพยุหะคีรี","422","0","0.00"
"11218  :  โรงพยาบาลลาดยาว","390","1","0.26"
