"โรงพยาบาล","B","A","อัตรา(100)"
"10947  :  โรงพยาบาลเขมราฐ","0","0","0.00"
"10948  :  โรงพยาบาลนาจะหลวย","0","0","0.00"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0.00"
"10950  :  โรงพยาบาลบุณฑริก","0","0","0.00"
"10951  :  โรงพยาบาลตระการพืชผล","0","0","0.00"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","0","0","0.00"
"10953  :  โรงพยาบาลม่วงสามสิบ","0","0","0.00"
"10954  :  โรงพยาบาลวารินชำราบ","0","0","0.00"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","0","0","0.00"
"10957  :  โรงพยาบาลตาลสุม","0","0","0.00"
"10958  :  โรงพยาบาลโพธิ์ไทร","0","0","0.00"
"10959  :  โรงพยาบาลสำโรง","0","0","0.00"
"10960  :  โรงพยาบาลดอนมดแดง","0","0","0.00"
"10961  :  โรงพยาบาลสิรินธร","0","0","0.00"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","0","0","0.00"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","0","0","0.00"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0.00"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","0","0","0.00"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0.00"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0.00"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0.00"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","0","0","0.00"
"24032  :  โรงพยาบาลนาตาล","0","0","0.00"
"24821  :  โรงพยาบาลนาเยีย","0","0","0.00"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0.00"
"27968  :  โรงพยาบาลน้ำขุ่น","0","0","0.00"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","0","0.00"
"10701  :  โรงพยาบาลยโสธร","0","0","0.00"
"10963  :  โรงพยาบาลทรายมูล","0","0","0.00"
"10964  :  โรงพยาบาลกุดชุม","0","0","0.00"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","744","17","2.28"
"10966  :  โรงพยาบาลป่าติ้ว","544","3","0.55"
"10967  :  โรงพยาบาลมหาชนะชัย","489","16","3.27"
"10968  :  โรงพยาบาลค้อวัง","366","2","0.55"
"10969  :  โรงพยาบาลไทยเจริญ","302","8","2.65"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","722","18","2.49"
"11921  :  โรงพยาบาลนายแพทย์หาญ","181","5","2.76"
"04007  :  โรงพยาบาลซับใหญ่","232","3","1.29"
"10702  :  โรงพยาบาลชัยภูมิ","0","0","0.00"
"10970  :  โรงพยาบาลบ้านเขว้า","821","23","2.80"
"10971  :  โรงพยาบาลคอนสวรรค์","190","7","3.68"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","472","48","10.17"
"10973  :  โรงพยาบาลหนองบัวแดง","957","42","4.39"
"10974  :  โรงพยาบาลจัตุรัส","744","20","2.69"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","654","14","2.14"
"10976  :  โรงพยาบาลหนองบัวระเหว","354","1","0.28"
"10977  :  โรงพยาบาลเทพสถิต","1,119","26","2.32"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","992","2","0.20"
"10979  :  โรงพยาบาลบ้านแท่น","404","20","4.95"
"10980  :  โรงพยาบาลแก้งคร้อ","842","12","1.43"
"10981  :  โรงพยาบาลคอนสาร","278","28","10.07"
"10982  :  โรงพยาบาลภักดีชุมพล","220","2","0.91"
"10983  :  โรงพยาบาลเนินสง่า","211","0","0.00"
"10703  :  โรงพยาบาลอำนาจเจริญ","1,104","24","2.17"
"10985  :  โรงพยาบาลชานุมาน","572","6","1.05"
"10986  :  โรงพยาบาลปทุมราชวงศา","547","14","2.56"
"10987  :  โรงพยาบาลพนา","462","9","1.95"
"10988  :  โรงพยาบาลเสนางคนิคม","812","13","1.60"
"10989  :  โรงพยาบาลหัวตะพาน","236","1","0.42"
"10990  :  โรงพยาบาลลืออำนาจ","358","21","5.87"
"11040  :  โรงพยาบาลบึงกาฬ","0","0","0.00"
"11041  :  โรงพยาบาลพรเจริญ","459","20","4.36"
"11043  :  โรงพยาบาลโซ่พิสัย","0","0","0.00"
"11046  :  โรงพยาบาลเซกา","0","0","0.00"
"11047  :  โรงพยาบาลปากคาด","388","14","3.61"
"11048  :  โรงพยาบาลบึงโขงหลง","0","0","0.00"
"11049  :  โรงพยาบาลศรีวิไล","393","14","3.56"
"11050  :  โรงพยาบาลบุ่งคล้า","128","3","2.34"
"10704  :  โรงพยาบาลหนองบัวลำภู","0","0","0.00"
"10991  :  โรงพยาบาลนากลาง","5","0","0.00"
"10992  :  โรงพยาบาลโนนสัง","1","0","0.00"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0.00"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0.00"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","1","0","0.00"
"10670  :  โรงพยาบาลขอนแก่น","1,087","2","0.18"
"10995  :  โรงพยาบาลบ้านฝาง","0","0","0.00"
"10996  :  โรงพยาบาลพระยืน","0","0","0.00"
"10997  :  โรงพยาบาลหนองเรือ","15","0","0.00"
"10998  :  โรงพยาบาลชุมแพ","0","0","0.00"
"10999  :  โรงพยาบาลสีชมพู","0","0","0.00"
"11000  :  โรงพยาบาลน้ำพอง","649","11","1.69"
"11001  :  โรงพยาบาลอุบลรัตน์","2","0","0.00"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0.00"
"11003  :  โรงพยาบาลเปือยน้อย","463","5","1.08"
"11004  :  โรงพยาบาลพล","0","0","0.00"
"11005  :  โรงพยาบาลแวงใหญ่","0","0","0.00"
"11006  :  โรงพยาบาลแวงน้อย","19","0","0.00"
"11007  :  โรงพยาบาลหนองสองห้อง","0","0","0.00"
"11008  :  โรงพยาบาลภูเวียง","0","0","0.00"
"11009  :  โรงพยาบาลมัญจาคีรี","1,042","7","0.67"
"11010  :  โรงพยาบาลชนบท","14","0","0.00"
"11011  :  โรงพยาบาลเขาสวนกวาง","0","0","0.00"
"11012  :  โรงพยาบาลภูผาม่าน","2","0","0.00"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","0","0","0.00"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","20","0","0.00"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0.00"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0.00"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","0.00"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","0","0.00"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","0","0","0.00"
"14132  :  โรงพยาบาลซำสูง","2","0","0.00"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0.00"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0.00"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0.00"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0.00"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","0","0","0.00"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0.00"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0.00"
"11013  :  โรงพยาบาลกุดจับ","453","18","3.97"
"11014  :  โรงพยาบาลหนองวัวซอ","523","22","4.21"
"11015  :  โรงพยาบาลกุมภวาปี","1,046","1","0.10"
"11016  :  โรงพยาบาลห้วยเกิ้ง","115","4","3.48"
"11017  :  โรงพยาบาลโนนสะอาด","582","5","0.86"
"11018  :  โรงพยาบาลหนองหาน","774","15","1.94"
"11019  :  โรงพยาบาลทุ่งฝน","316","6","1.90"
"11020  :  โรงพยาบาลไชยวาน","814","7","0.86"
"11021  :  โรงพยาบาลศรีธาตุ","418","22","5.26"
"11022  :  โรงพยาบาลวังสามหมอ","783","10","1.28"
"11023  :  โรงพยาบาลบ้านผือ","756","34","4.50"
"11024  :  โรงพยาบาลน้ำโสม","788","24","3.05"
"11025  :  โรงพยาบาลเพ็ญ","926","22","2.38"
"11026  :  โรงพยาบาลสร้างคอม","545","7","1.28"
"11027  :  โรงพยาบาลหนองแสง","567","6","1.06"
"11028  :  โรงพยาบาลนายูง","354","12","3.39"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","309","15","4.85"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","1,169","1","0.09"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","112","1","0.89"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0.00"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0.00"
"25058  :  โรงพยาบาลกู่แก้ว","0","0","0.00"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","2","0","0.00"
"10705  :  โรงพยาบาลเลย","909","58","6.38"
"11030  :  โรงพยาบาลนาด้วง","372","18","4.84"
"11031  :  โรงพยาบาลเชียงคาน","723","22","3.04"
"11032  :  โรงพยาบาลปากชม","340","40","11.76"
"11033  :  โรงพยาบาลนาแห้ว","56","5","8.93"
"11034  :  โรงพยาบาลภูเรือ","242","14","5.79"
"11035  :  โรงพยาบาลท่าลี่","150","9","6.00"
"11036  :  โรงพยาบาลวังสะพุง","654","25","3.82"
"11037  :  โรงพยาบาลภูกระดึง","540","20","3.70"
"11038  :  โรงพยาบาลภูหลวง","308","26","8.44"
"11039  :  โรงพยาบาลผาขาว","483","25","5.18"
"11447  :  โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย","371","47","12.67"
"14133  :  โรงพยาบาลเอราวัณ","385","6","1.56"
"14644  :  โรงพยาบาลจิตเวชเลยราชนครินทร์","0","0","0.00"
"28861  :  โรงพยาบาลหนองหิน","45","3","6.67"
"10706  :  โรงพยาบาลหนองคาย","1,633","22","1.35"
"11042  :  โรงพยาบาลโพนพิสัย","386","0","0.00"
"11044  :  โรงพยาบาลศรีเชียงใหม่","479","0","0.00"
"11045  :  โรงพยาบาลสังคม","196","9","4.59"
"11448  :  โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ","1,332","7","0.53"
"14558  :  โรงพยาบาลพิสัยเวช","966","1","0.10"
"21356  :  โรงพยาบาลสระใคร","147","0","0.00"
"28778  :  โรงพยาบาลโพธิ์ตาก","94","2","2.13"
"28811  :  โรงพยาบาลเฝ้าไร่","278","4","1.44"
"28815  :  โรงพยาบาลรัตนวาปี","90","0","0.00"
"10707  :  โรงพยาบาลมหาสารคาม","12","0","0.00"
"11051  :  โรงพยาบาลแกดำ","337","30","8.90"
"11052  :  โรงพยาบาลโกสุมพิสัย","868","36","4.15"
"11053  :  โรงพยาบาลกันทรวิชัย","302","13","4.30"
"11054  :  โรงพยาบาลเชียงยืน","722","18","2.49"
"11055  :  โรงพยาบาลบรบือ","877","8","0.91"
"11056  :  โรงพยาบาลนาเชือก","330","7","2.12"
"11057  :  โรงพยาบาลพยัคฆภูมิพิสัย","681","15","2.20"
"11058  :  โรงพยาบาลวาปีปทุม","651","36","5.53"
"11059  :  โรงพยาบาลนาดูน","237","16","6.75"
"11060  :  โรงพยาบาลยางสีสุราช","152","5","3.29"
"22953  :  โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม","25,294","1,328","5.25"
"24704  :  โรงพยาบาลกุดรัง","124","8","6.45"
"28843  :  โรงพยาบาลชื่นชม","126","2","1.59"
"10708  :  โรงพยาบาลร้อยเอ็ด","22","0","0.00"
"11061  :  โรงพยาบาลเกษตรวิสัย","590","10","1.69"
"11062  :  โรงพยาบาลปทุมรัตต์","270","8","2.96"
"11063  :  โรงพยาบาลจตุรพักตรพิมาน","971","0","0.00"
"11064  :  โรงพยาบาลธวัชบุรี","357","1","0.28"
"11065  :  โรงพยาบาลพนมไพร","1","0","0.00"
"11066  :  โรงพยาบาลโพนทอง","639","5","0.78"
"11067  :  โรงพยาบาลโพธิ์ชัย","667","1","0.15"
"11068  :  โรงพยาบาลหนองพอก","374","2","0.53"
"11069  :  โรงพยาบาลเสลภูมิ","474","4","0.84"
"11070  :  โรงพยาบาลสุวรรณภูมิ","871","5","0.57"
"11071  :  โรงพยาบาลเมืองสรวง","237","1","0.42"
"11072  :  โรงพยาบาลโพนทราย","329","1","0.30"
"11073  :  โรงพยาบาลอาจสามารถ","843","30","3.56"
"11074  :  โรงพยาบาลเมยวดี","230","14","6.09"
"11075  :  โรงพยาบาลศรีสมเด็จ","296","0","0.00"
"11076  :  โรงพยาบาลจังหาร","291","1","0.34"
"11504  :  โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช","4,271","184","4.31"
"11964  :  โรงพยาบาลทั่วไปขนาดใหญ่จุรีเวช","667","30","4.50"
"27988  :  โรงพยาบาลทุ่งเขาหลวง","67","1","1.49"
"27989  :  โรงพยาบาลเชียงขวัญ","107","0","0.00"
"27990  :  โรงพยาบาลหนองฮี","105","1","0.95"
"10709  :  โรงพยาบาลกาฬสินธุ์","0","0","0.00"
"11077  :  โรงพยาบาลนามน","0","0","0.00"
"11078  :  โรงพยาบาลกมลาไสย","0","0","0.00"
"11079  :  โรงพยาบาลร่องคำ","0","0","0.00"
"11080  :  โรงพยาบาลเขาวง","0","0","0.00"
"11081  :  โรงพยาบาลยางตลาด","0","0","0.00"
"11082  :  โรงพยาบาลห้วยเม็ก","0","0","0.00"
"11083  :  โรงพยาบาลสหัสขันธ์","0","0","0.00"
"11084  :  โรงพยาบาลคำม่วง","0","0","0.00"
"11085  :  โรงพยาบาลท่าคันโท","0","0","0.00"
"11086  :  โรงพยาบาลหนองกุงศรี","0","0","0.00"
"11087  :  โรงพยาบาลสมเด็จ","0","0","0.00"
"11088  :  โรงพยาบาลห้วยผึ้ง","0","0","0.00"
"11449  :  โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์","0","0","0.00"
"11965  :  โรงพยาบาลธีรวัฒน์","0","0","0.00"
"28017  :  โรงพยาบาลนาคู","0","0","0.00"
"28789  :  โรงพยาบาลฆ้องชัย","0","0","0.00"
"28790  :  โรงพยาบาลดอนจาน","0","0","0.00"
"28791  :  โรงพยาบาลสามชัย","0","0","0.00"
"10710  :  โรงพยาบาลสกลนคร","0","0","0.00"
"11089  :  โรงพยาบาลกุสุมาลย์","818","31","3.79"
"11090  :  โรงพยาบาลกุดบาก","272","18","6.62"
"11091  :  โรงพยาบาลพระอาจารย์ฝั้นอาจาโร","434","5","1.15"
"11092  :  โรงพยาบาลพังโคน","700","28","4.00"
"11093  :  โรงพยาบาลวาริชภูมิ","561","21","3.74"
"11094  :  โรงพยาบาลนิคมน้ำอูน","166","5","3.01"
"11095  :  โรงพยาบาลวานรนิวาส","0","0","0.00"
"11096  :  โรงพยาบาลคำตากล้า","781","94","12.04"
"11097  :  โรงพยาบาลบ้านม่วง","729","19","2.61"
"11098  :  โรงพยาบาลอากาศอำนวย","949","27","2.85"
"11099  :  โรงพยาบาลส่องดาว","486","25","5.14"
"11100  :  โรงพยาบาลเต่างอย","165","12","7.27"
"11101  :  โรงพยาบาลโคกศรีสุพรรณ","444","13","2.93"
"11102  :  โรงพยาบาลเจริญศิลป์","588","19","3.23"
"11103  :  โรงพยาบาลโพนนาแก้ว","167","15","8.98"
"11450  :  โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน","2,312","11","0.48"
"11505  :  โรงพยาบาลค่ายกฤษณ์สีวะรา","2,751","26","0.95"
"21323  :  โรงพยาบาลพระอาจารย์แบน  ธนากโร","213","3","1.41"
"24976  :  โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท","0","0","0.00"
"10711  :  โรงพยาบาลนครพนม","183","2","1.09"
"11104  :  โรงพยาบาลปลาปาก","609","23","3.78"
"11105  :  โรงพยาบาลท่าอุเทน","300","13","4.33"
"11106  :  โรงพยาบาลบ้านแพง","480","41","8.54"
"11107  :  โรงพยาบาลนาทม","177","0","0.00"
"11108  :  โรงพยาบาลเรณูนคร","581","2","0.34"
"11109  :  โรงพยาบาลนาแก","456","8","1.75"
"11110  :  โรงพยาบาลศรีสงคราม","496","29","5.85"
"11111  :  โรงพยาบาลนาหว้า","962","78","8.11"
"11112  :  โรงพยาบาลโพนสวรรค์","479","8","1.67"
"11451  :  โรงพยาบาลสมเด็จพระยุพราชธาตุพนม","146","6","4.11"
"12277  :  โรงพยาบาลจิตเวชนครพนมราชนครินทร์","0","0","0.00"
"40840  :  โรงพยาบาลวังยาง","282","0","0.00"
"10712  :  โรงพยาบาลมุกดาหาร","1,613","0","0.00"
"11113  :  โรงพยาบาลนิคมคำสร้อย","336","22","6.55"
"11114  :  โรงพยาบาลดอนตาล","446","2","0.45"
"11115  :  โรงพยาบาลดงหลวง","587","2","0.34"
"11116  :  โรงพยาบาลคำชะอี","270","0","0.00"
"11117  :  โรงพยาบาลหว้านใหญ่","171","13","7.60"
"11118  :  โรงพยาบาลหนองสูง","129","0","0.00"
"06009  :  โรงพยาบาลแม่ตื่น","0","0","0.00"
"10713  :  โรงพยาบาลนครพิงค์","0","0","0.00"
"11119  :  โรงพยาบาลจอมทอง","0","0","0.00"
"11120  :  โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ ๖๐ พรรษา","0","0","0.00"
"11121  :  โรงพยาบาลเชียงดาว","0","0","0.00"
"11122  :  โรงพยาบาลดอยสะเก็ด","0","0","0.00"
"11123  :  โรงพยาบาลแม่แตง","0","0","0.00"
"11124  :  โรงพยาบาลสะเมิง","0","0","0.00"
"11125  :  โรงพยาบาลฝาง","0","0","0.00"
"11126  :  โรงพยาบาลแม่อาย","0","0","0.00"
"11127  :  โรงพยาบาลพร้าว","0","0","0.00"
"11128  :  โรงพยาบาลสันป่าตอง","0","0","0.00"
"11129  :  โรงพยาบาลสันกำแพง","0","0","0.00"
"11130  :  โรงพยาบาลสันทราย","0","0","0.00"
"11131  :  โรงพยาบาลหางดง","0","0","0.00"
"11132  :  โรงพยาบาลฮอด","0","0","0.00"
"11133  :  โรงพยาบาลดอยเต่า","0","0","0.00"
"11134  :  โรงพยาบาลอมก๋อย","0","0","0.00"
"11135  :  โรงพยาบาลสารภี","0","0","0.00"
"11136  :  โรงพยาบาลเวียงแหง","0","0","0.00"
"11137  :  โรงพยาบาลไชยปราการ","0","0","0.00"
"11138  :  โรงพยาบาลแม่วาง","0","0","0.00"
"11139  :  โรงพยาบาลแม่ออน","0","0","0.00"
"11507  :  โรงพยาบาลกองบิน 41","0","0","0.00"
"11508  :  โรงพยาบาลค่ายกาวิละ เชียงใหม่","0","0","0.00"
"11643  :  โรงพยาบาลดอยหล่อ","0","0","0.00"
"11978  :  โรงพยาบาลดารารัศมี","0","0","0.00"
"11992  :  โรงพยาบาลเทพปัญญา 2 โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00"
"11995  :  โรงพยาบาลทั่วไปขนาดใหญ่เซ็นทรัลเชียงใหม่ เมโมเรียล","0","0","0.00"
"11999  :  โรงพยาบาลทั่วไปขนาดใหญ่เชียงใหม่เมดิคอลเซ็นเตอร์","0","0","0.00"
"12279  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1","0","0","0.00"
"12280  :  โรงพยาบาลสวนปรุง","0","0","0.00"
"12281  :  โรงพยาบาลประสาทเชียงใหม่","0","0","0.00"
"13775  :  สถาบันพัฒนาการเด็กราชนครินทร์","0","0","0.00"
"13780  :  โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่","0","0","0.00"
"13785  :  โรงพยาบาลธัญญารักษ์เชียงใหม่","0","0","0.00"
"14550  :  โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ","0","0","0.00"
"14916  :  โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล","0","0","0.00"
"23736  :  โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00"
"10714  :  โรงพยาบาลลำพูน","6","0","0.00"
"11140  :  โรงพยาบาลแม่ทา","482","29","6.02"
"11141  :  โรงพยาบาลบ้านโฮ่ง","491","5","1.02"
"11142  :  โรงพยาบาลลี้","0","0","0.00"
"11143  :  โรงพยาบาลทุ่งหัวช้าง","327","0","0.00"
"11144  :  โรงพยาบาลป่าซาง","384","17","4.43"
"11145  :  โรงพยาบาลบ้านธิ","670","44","6.57"
"12000  :  โรงพยาบาลหริภุญชัยเมโมเรียล","0","0","0.00"
"14555  :  โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน","207","0","0.00"
"24956  :  โรงพยาบาลเวียงหนองล่อง","120","5","4.17"
"10672  :  โรงพยาบาลลำปาง","2,456","9","0.37"
"11146  :  โรงพยาบาลแม่เมาะ","682","47","6.89"
"11147  :  โรงพยาบาลเกาะคา","101","6","5.94"
"11148  :  โรงพยาบาลเสริมงาม","255","16","6.27"
"11149  :  โรงพยาบาลงาว","141","11","7.80"
"11150  :  โรงพยาบาลแจ้ห่ม","308","41","13.31"
"11151  :  โรงพยาบาลวังเหนือ","351","18","5.13"
"11152  :  โรงพยาบาลเถิน","363","8","2.20"
"11153  :  โรงพยาบาลแม่พริก","278","32","11.51"
"11154  :  โรงพยาบาลแม่ทะ","371","11","2.96"
"11155  :  โรงพยาบาลสบปราบ","372","37","9.95"
"11156  :  โรงพยาบาลห้างฉัตร","663","22","3.32"
"11157  :  โรงพยาบาลเมืองปาน","212","9","4.25"
"11512  :  โรงพยาบาลค่ายสุรศักดิ์มนตรี","0","0","0.00"
"12283  :  โรงพยาบาลมะเร็งลำปาง","0","0","0.00"
"10673  :  โรงพยาบาลอุตรดิตถ์","1,526","3","0.20"
"11158  :  โรงพยาบาลตรอน","236","0","0.00"
"11159  :  โรงพยาบาลท่าปลา","413","15","3.63"
"11160  :  โรงพยาบาลน้ำปาด","334","5","1.50"
"11161  :  โรงพยาบาลฟากท่า","145","0","0.00"
"11162  :  โรงพยาบาลบ้านโคก","341","0","0.00"
"11163  :  โรงพยาบาลพิชัย","216","6","2.78"
"11164  :  โรงพยาบาลลับแล","266","12","4.51"
"11165  :  โรงพยาบาลทองแสนขัน","285","0","0.00"
"11509  :  โรงพยาบาลค่ายพิชัยดาบหัก","883","15","1.70"
"10715  :  โรงพยาบาลแพร่","0","0","0.00"
"11166  :  โรงพยาบาลร้องกวาง","0","0","0.00"
"11167  :  โรงพยาบาลลอง","0","0","0.00"
"11169  :  โรงพยาบาลสูงเม่น","0","0","0.00"
"11170  :  โรงพยาบาลสอง","0","0","0.00"
"11171  :  โรงพยาบาลวังชิ้น","0","0","0.00"
"11172  :  โรงพยาบาลหนองม่วงไข่","0","0","0.00"
"11452  :  โรงพยาบาลสมเด็จพระยุพราชเด่นชัย","0","0","0.00"
"10716  :  โรงพยาบาลน่าน","14,249","1,273","8.93"
"11173  :  โรงพยาบาลแม่จริม","121","25","20.66"
"11174  :  โรงพยาบาลบ้านหลวง","98","9","9.18"
"11175  :  โรงพยาบาลนาน้อย","173","20","11.56"
"11176  :  โรงพยาบาลท่าวังผา","192","13","6.77"
"11177  :  โรงพยาบาลเวียงสา","300","2","0.67"
"11178  :  โรงพยาบาลทุ่งช้าง","130","15","11.54"
"11179  :  โรงพยาบาลเชียงกลาง","108","16","14.81"
"11180  :  โรงพยาบาลนาหมื่น","163","10","6.13"
"11181  :  โรงพยาบาลสันติสุข","127","11","8.66"
"11182  :  โรงพยาบาลบ่อเกลือ","151","10","6.62"
"11183  :  โรงพยาบาลสองแคว","37","7","18.92"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","120","6","5.00"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","144","44","30.56"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","58","9","15.52"
"25017  :  โรงพยาบาลภูเพียง","0","0","0.00"
"10717  :  โรงพยาบาลพะเยา","0","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0.00"
"11184  :  โรงพยาบาลจุน","0","0","0.00"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","0","0","0.00"
"11187  :  โรงพยาบาลปง","0","0","0.00"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","9,214","9","0.10"
"11189  :  โรงพยาบาลเทิง","470","45","9.57"
"11190  :  โรงพยาบาลพาน","380","6","1.58"
"11191  :  โรงพยาบาลป่าแดด","97","0","0.00"
"11192  :  โรงพยาบาลแม่จัน","0","0","0.00"
"11193  :  โรงพยาบาลเชียงแสน","260","0","0.00"
"11194  :  โรงพยาบาลแม่สาย","1,873","1","0.05"
"11195  :  โรงพยาบาลแม่สรวย","223","14","6.28"
"11196  :  โรงพยาบาลเวียงป่าเป้า","525","14","2.67"
"11197  :  โรงพยาบาลพญาเม็งราย","124","9","7.26"
"11198  :  โรงพยาบาลเวียงแก่น","682","3","0.44"
"11199  :  โรงพยาบาลขุนตาล","205","10","4.88"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","473","0","0.00"
"11201  :  โรงพยาบาลแม่ลาว","127","1","0.79"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","185","6","3.24"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","1,106","1","0.09"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","121","0","0.00"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","59","1","1.69"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","479","0","0.00"
"11203  :  โรงพยาบาลขุนยวม","223","0","0.00"
"11204  :  โรงพยาบาลปาย","521","3","0.58"
"11205  :  โรงพยาบาลแม่สะเรียง","1,061","10","0.94"
"11206  :  โรงพยาบาลแม่ลาน้อย","249","11","4.42"
"11207  :  โรงพยาบาลสบเมย","213","0","0.00"
"11208  :  โรงพยาบาลปางมะผ้า","269","7","2.60"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","0","0","0.00"
"11209  :  โรงพยาบาลโกรกพระ","398","1","0.25"
"11210  :  โรงพยาบาลชุมแสง","167","0","0.00"
"11211  :  โรงพยาบาลหนองบัว","486","4","0.82"
"11212  :  โรงพยาบาลบรรพตพิสัย","284","15","5.28"
"11213  :  โรงพยาบาลเก้าเลี้ยว","229","1","0.44"
"11214  :  โรงพยาบาลตาคลี","377","9","2.39"
"11215  :  โรงพยาบาลท่าตะโก","435","9","2.07"
"11216  :  โรงพยาบาลไพศาลี","619","7","1.13"
"11217  :  โรงพยาบาลพยุหะคีรี","406","3","0.74"
"11218  :  โรงพยาบาลลาดยาว","411","0","0.00"
