"โรงพยาบาล","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
								2564 (A)","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
                                  2565 (B)","ผลการดำเนินงานในรอบปีงบประมาณ 2565 (A-B)/A*100"
"10857  :  โรงพยาบาลกบินทร์บุรี","207","707","335","382","644","617","199","0","-211","13","41","100"
"10858  :  โรงพยาบาลนาดี","69","72","38","69","131","41","6","0","-90","43","84","100"
"10859  :  โรงพยาบาลบ้านสร้าง","154","141","102","100","157","166","0","0","-2","-18","100","100"
"10860  :  โรงพยาบาลประจันตคาม","5","11","13","111","5","11","2","0","0","0","85","100"
"10861  :  โรงพยาบาลศรีมหาโพธิ","87","86","26","2","6","5","3","0","93","94","88","100"
"10862  :  โรงพยาบาลศรีมโหสถ","0","0","0","0","0","0","0","0","0","0","0","0"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","0","0","2","1","1","1","0","0","0","0","100","100"
"10698  :  โรงพยาบาลนครนายก","11","3","2","5","3","4","5","0","73","-33","-150","100"
"10863  :  โรงพยาบาลปากพลี","76","43","23","22","67","28","13","0","12","35","43","100"
"10864  :  โรงพยาบาลบ้านนา","199","95","54","44","144","68","9","0","28","28","83","100"
"10865  :  โรงพยาบาลองครักษ์","185","70","51","31","84","40","25","0","55","43","51","100"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0","0","0","0","0","0","0","0","0"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","150","200","140","118","171","183","80","0","-14","9","43","100"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","449","347","186","207","400","325","66","0","11","6","65","100"
"10866  :  โรงพยาบาลคลองหาด","9","4","1","0","2","2","1","0","78","50","0","0"
"10867  :  โรงพยาบาลตาพระยา","86","24","22","14","86","32","17","0","0","-33","23","100"
"10868  :  โรงพยาบาลวังน้ำเย็น","85","22","7","1","21","9","6","0","75","59","14","100"
"10869  :  โรงพยาบาลวัฒนานคร","171","60","18","21","161","42","5","0","6","30","72","100"
"10870  :  โรงพยาบาลอรัญประเทศ","328","159","92","88","372","186","62","0","-13","-17","33","100"
"13817  :  โรงพยาบาลเขาฉกรรจ์","34","19","2","9","30","3","2","0","12","84","0","100"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","2","2","0","1","1","3","0","0","50","-50","0","100"
"10871  :  โรงพยาบาลครบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10872  :  โรงพยาบาลเสิงสาง","3","0","0","2","1","0","2","0","67","0","0","100"
"10873  :  โรงพยาบาลคง","49","18","4","18","35","30","4","0","29","-67","0","100"
"10874  :  โรงพยาบาลบ้านเหลื่อม","6","3","1","3","7","7","1","0","-17","-133","0","100"
"10875  :  โรงพยาบาลจักราช","0","0","0","0","0","0","0","0","0","0","0","0"
"10876  :  โรงพยาบาลโชคชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10877  :  โรงพยาบาลด่านขุนทด","10","13","8","8","24","10","5","0","-140","23","38","100"
"10878  :  โรงพยาบาลโนนไทย","0","3","5","3","8","2","3","0","0","33","40","100"
"10879  :  โรงพยาบาลโนนสูง","0","0","0","0","0","0","0","0","0","0","0","0"
"10880  :  โรงพยาบาลขามสะแกแสง","0","0","0","0","0","0","0","0","0","0","0","0"
"10881  :  โรงพยาบาลบัวใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"10882  :  โรงพยาบาลประทาย","0","0","0","0","0","0","0","0","0","0","0","0"
"10883  :  โรงพยาบาลปักธงชัย","1","2","0","0","0","1","0","0","100","50","0","0"
"10884  :  โรงพยาบาลพิมาย","8","6","6","2","5","5","3","0","38","17","50","100"
"10885  :  โรงพยาบาลห้วยแถลง","0","0","0","0","0","0","0","0","0","0","0","0"
"10886  :  โรงพยาบาลชุมพวง","0","0","0","0","0","0","0","0","0","0","0","0"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0","0","0","0","0","0","0","0","0","0"
"10888  :  โรงพยาบาลขามทะเลสอ","0","1","0","0","0","1","0","0","0","0","0","0"
"10889  :  โรงพยาบาลสีคิ้ว","0","0","0","0","0","0","0","0","0","0","0","0"
"10890  :  โรงพยาบาลปากช่องนานา","0","0","0","0","0","0","0","0","0","0","0","0"
"10891  :  โรงพยาบาลหนองบุญมาก","0","0","0","0","0","0","0","0","0","0","0","0"
"10892  :  โรงพยาบาลแก้งสนามนาง","0","0","0","0","0","0","0","0","0","0","0","0"
"10893  :  โรงพยาบาลโนนแดง","0","0","0","0","0","0","0","0","0","0","0","0"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","0","0","0","0","0","0","0","0","0","0","0"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","13","11","4","9","6","10","0","0","54","9","100","100"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","3","6","3","3","5","4","3","0","-67","33","0","100"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0","0","0","0","0","0","0","0","0","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0","0","0","0","0","0","0","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0","0","0","0","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","1","0","0","0","1","0","0","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0","0","0"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","10","11","7","7","6","12","5","0","40","-9","29","100"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","6","1","2","5","2","4","1","0","67","-300","50","100"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","4","0","0","1","1","3","0","0","75","0","0","100"
"27839  :  โรงพยาบาลบัวลาย","0","0","0","0","0","0","0","0","0","0","0","0"
"27840  :  โรงพยาบาลสีดา","0","0","0","0","0","0","0","0","0","0","0","0"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10667  :  โรงพยาบาลบุรีรัมย์","14","19","6","10","176","156","64","0","-1,157","-721","-967","100"
"10895  :  โรงพยาบาลคูเมือง","0","0","0","0","0","0","0","0","0","0","0","0"
"10896  :  โรงพยาบาลกระสัง","0","0","0","0","0","0","0","0","0","0","0","0"
"10897  :  โรงพยาบาลนางรอง","0","0","0","0","0","0","0","0","0","0","0","0"
"10898  :  โรงพยาบาลหนองกี่","0","0","0","0","0","0","0","0","0","0","0","0"
"10899  :  โรงพยาบาลละหานทราย","0","0","0","0","0","0","0","0","0","0","0","0"
"10900  :  โรงพยาบาลประโคนชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0","0","0","0","0","0","0","0","0","0"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0","0","0","0","0","0","0","0","0","0"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0","0","0","0","0","0","0","0","0","0"
"10905  :  โรงพยาบาลสตึก","93","67","44","40","62","47","29","0","33","30","34","100"
"10906  :  โรงพยาบาลปะคำ","8","9","4","4","9","11","8","0","-13","-22","-100","100"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10908  :  โรงพยาบาลหนองหงส์","3","1","1","0","3","1","1","0","0","0","0","0"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10910  :  โรงพยาบาลห้วยราช","0","0","0","0","0","0","0","0","0","0","0","0"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0","0","0","0","0","0","0","0","0","0"
"10912  :  โรงพยาบาลชำนิ","0","0","0","0","0","0","0","0","0","0","0","0"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","0","0","0","0","0","0","0","0","0","0","0"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0","0","0","0","0","0","0","0","0","0"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0","0","0","0","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0","0","0","0","0","0","0","0","0","0"
"23578  :  โรงพยาบาลแคนดง","13","7","5","1","5","8","8","0","62","-14","-60","100"
"28020  :  โรงพยาบาลบ้านด่าน","0","0","0","0","0","0","0","0","0","0","0","0"
"10668  :  โรงพยาบาลสุรินทร์","24","23","23","19","55","47","13","0","-129","-104","43","100"
"10915  :  โรงพยาบาลชุมพลบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10916  :  โรงพยาบาลท่าตูม","0","0","0","0","0","0","0","0","0","0","0","0"
"10917  :  โรงพยาบาลจอมพระ","0","0","0","0","0","0","0","0","0","0","0","0"
"10918  :  โรงพยาบาลปราสาท","0","0","0","2","0","0","1","0","0","0","0","100"
"10919  :  โรงพยาบาลกาบเชิง","0","0","0","0","0","0","0","0","0","0","0","0"
"10920  :  โรงพยาบาลรัตนบุรี","0","0","0","1","0","0","0","0","0","0","0","100"
"10921  :  โรงพยาบาลสนม","0","0","1","1","0","0","0","0","0","0","100","100"
"10922  :  โรงพยาบาลศีขรภูมิ","0","0","0","0","0","0","0","0","0","0","0","0"
"10923  :  โรงพยาบาลสังขะ","2","4","1","1","2","4","0","0","0","0","100","100"
"10924  :  โรงพยาบาลลำดวน","0","0","0","0","0","0","0","0","0","0","0","0"
"10925  :  โรงพยาบาลสำโรงทาบ","0","0","0","0","0","0","0","0","0","0","0","0"
"10926  :  โรงพยาบาลบัวเชด","0","0","3","0","1","0","1","0","0","0","67","0"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0","0","0","0","0","0","0","0","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0","0","0"
"27842  :  โรงพยาบาลเขวาสินรินทร์","1","0","0","0","1","1","1","0","0","0","0","0"
"27843  :  โรงพยาบาลศรีณรงค์","0","0","0","0","0","0","0","0","0","0","0","0"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10700  :  โรงพยาบาลศรีสะเกษ","187","154","108","96","220","201","111","0","-18","-31","-3","100"
"10927  :  โรงพยาบาลยางชุมน้อย","7","5","6","2","0","3","3","0","100","40","50","100"
"10928  :  โรงพยาบาลกันทรารมย์","15","9","5","2","8","7","8","0","47","22","-60","100"
"10929  :  โรงพยาบาลกันทรลักษ์","29","24","20","8","17","17","0","0","41","29","100","100"
"10930  :  โรงพยาบาลขุขันธ์","1","0","0","0","1","5","0","0","0","0","0","0"
"10931  :  โรงพยาบาลไพรบึง","5","0","0","0","4","0","2","0","20","0","0","0"
"10932  :  โรงพยาบาลปรางค์กู่","5","3","11","10","10","3","7","0","-100","0","36","100"
"10933  :  โรงพยาบาลขุนหาญ","14","7","7","11","16","18","5","0","-14","-157","29","100"
"10934  :  โรงพยาบาลราษีไศล","13","10","8","12","20","10","8","0","-54","0","0","100"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","103","55","44","18","42","44","27","0","59","20","39","100"
"10936  :  โรงพยาบาลบึงบูรพ์","30","29","26","22","38","39","16","0","-27","-34","38","100"
"10937  :  โรงพยาบาลห้วยทับทัน","7","10","4","8","6","11","4","0","14","-10","0","100"
"10938  :  โรงพยาบาลโนนคูณ","6","5","1","2","10","2","0","0","-67","60","100","100"
"10939  :  โรงพยาบาลศรีรัตนะ","9","9","7","13","5","9","4","0","44","0","43","100"
"10940  :  โรงพยาบาลวังหิน","18","10","6","3","12","11","5","0","33","-10","17","100"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","4","4","1","2","4","2","3","0","0","50","-200","100"
"10942  :  โรงพยาบาลภูสิงห์","24","10","7","3","7","9","6","0","71","10","14","100"
"10943  :  โรงพยาบาลเมืองจันทร์","6","3","2","1","3","2","1","0","50","33","50","100"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","3","14","4","0","0","0","0","0","100","100","100","0"
"28014  :  โรงพยาบาลพยุห์","12","9","6","2","6","8","2","0","50","11","67","100"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","4","2","3","1","3","2","1","0","25","0","67","100"
"28016  :  โรงพยาบาลศิลาลาด","1","1","1","0","4","8","2","0","-300","-700","-100","0"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","11","7","3","6","5","7","1","0","55","0","67","100"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","1","0","0","0","1","0","0","0","0","0","0"
"10945  :  โรงพยาบาลโขงเจียม","0","0","1","0","0","0","0","0","0","0","100","0"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0","2","0","0","0","0","0","0","0","100"
"10947  :  โรงพยาบาลเขมราฐ","0","0","3","0","0","2","0","0","0","0","100","0"
"10948  :  โรงพยาบาลนาจะหลวย","0","0","0","0","0","0","0","0","0","0","0","0"
"10949  :  โรงพยาบาลน้ำยืน","0","0","0","1","0","0","2","0","0","0","0","100"
"10950  :  โรงพยาบาลบุณฑริก","0","1","0","0","0","0","0","0","0","100","0","0"
"10951  :  โรงพยาบาลตระการพืชผล","0","0","2","4","4","7","1","0","0","0","50","100"
"10952  :  โรงพยาบาลกุดข้าวปุ้น","0","0","0","0","0","1","0","0","0","0","0","0"
"10953  :  โรงพยาบาลม่วงสามสิบ","0","0","1","0","1","1","0","0","0","0","100","0"
"10954  :  โรงพยาบาลวารินชำราบ","18","18","16","7","20","22","4","0","-11","-22","75","100"
"10956  :  โรงพยาบาลพิบูลมังสาหาร","1","2","1","1","1","0","0","0","0","100","100","100"
"10957  :  โรงพยาบาลตาลสุม","0","0","0","0","0","0","0","0","0","0","0","0"
"10958  :  โรงพยาบาลโพธิ์ไทร","0","0","0","0","0","0","0","0","0","0","0","0"
"10959  :  โรงพยาบาลสำโรง","0","0","0","0","0","0","0","0","0","0","0","0"
"10960  :  โรงพยาบาลดอนมดแดง","0","0","0","0","0","0","0","0","0","0","0","0"
"10961  :  โรงพยาบาลสิรินธร","1","0","0","0","0","0","0","0","100","0","0","0"
"10962  :  โรงพยาบาลทุ่งศรีอุดม","1","0","0","0","0","0","0","0","100","0","0","0"
"11443  :  โรงพยาบาลสมเด็จพระยุพราชเดชอุดม","7","5","5","3","6","8","6","0","14","-60","-20","100"
"11495  :  โรงพยาบาลกองบิน 21","0","0","0","0","0","0","0","0","0","0","0","0"
"11496  :  โรงพยาบาลค่ายสรรพสิทธิประสงค์","3","1","0","0","0","0","0","0","100","100","0","0"
"11918  :  โรงพยาบาลเอกชนร่มเกล้า","0","0","0","0","0","0","0","0","0","0","0","0"
"12269  :  โรงพยาบาลพระศรีมหาโพธิ์","0","0","0","0","0","0","0","0","0","0","0","0"
"12270  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10","0","0","0","0","0","0","0","0","0","0","0","0"
"21984  :  โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ","7","14","4","5","11","11","5","0","-57","21","-25","100"
"24032  :  โรงพยาบาลนาตาล","0","0","0","0","1","1","2","0","0","0","0","0"
"24821  :  โรงพยาบาลนาเยีย","0","0","0","0","0","0","0","0","0","0","0","0"
"27967  :  โรงพยาบาลสว่างวีระวงศ์","0","0","0","0","0","0","0","0","0","0","0","0"
"27968  :  โรงพยาบาลน้ำขุ่น","0","2","2","0","1","0","1","0","0","100","50","0"
"27976  :  โรงพยาบาลเหล่าเสือโก้ก","0","1","0","1","0","0","0","0","0","100","0","100"
"10701  :  โรงพยาบาลยโสธร","31","20","11","22","60","58","23","0","-94","-190","-109","100"
"10963  :  โรงพยาบาลทรายมูล","0","1","0","0","5","1","0","0","0","0","0","0"
"10964  :  โรงพยาบาลกุดชุม","1","0","0","6","1","3","1","0","0","0","0","100"
"10965  :  โรงพยาบาลคำเขื่อนแก้ว","4","0","0","0","1","2","1","0","75","0","0","0"
"10966  :  โรงพยาบาลป่าติ้ว","1","1","0","0","1","4","1","0","0","-300","0","0"
"10967  :  โรงพยาบาลมหาชนะชัย","0","1","1","3","4","2","3","0","0","-100","-200","100"
"10968  :  โรงพยาบาลค้อวัง","3","1","0","1","0","0","1","0","100","100","0","100"
"10969  :  โรงพยาบาลไทยเจริญ","0","0","0","0","0","0","0","0","0","0","0","0"
"11444  :  โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา","13","15","14","13","23","16","13","0","-77","-7","7","100"
"11921  :  โรงพยาบาลนายแพทย์หาญ","0","0","0","0","0","0","0","0","0","0","0","0"
"04007  :  โรงพยาบาลซับใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"10702  :  โรงพยาบาลชัยภูมิ","47","41","58","43","68","73","38","0","-45","-78","34","100"
"10970  :  โรงพยาบาลบ้านเขว้า","47","33","30","22","38","44","14","0","19","-33","53","100"
"10971  :  โรงพยาบาลคอนสวรรค์","224","226","176","180","197","206","112","0","12","9","36","100"
"10972  :  โรงพยาบาลเกษตรสมบูรณ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10973  :  โรงพยาบาลหนองบัวแดง","124","118","88","40","111","105","12","0","10","11","86","100"
"10974  :  โรงพยาบาลจัตุรัส","102","66","52","42","78","61","36","0","24","8","31","100"
"10975  :  โรงพยาบาลบำเหน็จณรงค์","22","24","13","4","12","24","17","0","45","0","-31","100"
"10976  :  โรงพยาบาลหนองบัวระเหว","0","0","0","0","0","0","0","0","0","0","0","0"
"10977  :  โรงพยาบาลเทพสถิต","0","0","0","0","0","0","0","0","0","0","0","0"
"10978  :  โรงพยาบาลภูเขียวเฉลิมพระเกียรติ","177","189","97","101","191","154","87","0","-8","19","10","100"
"10979  :  โรงพยาบาลบ้านแท่น","0","0","0","0","0","0","0","0","0","0","0","0"
"10980  :  โรงพยาบาลแก้งคร้อ","198","178","159","161","168","172","102","0","15","3","36","100"
"10981  :  โรงพยาบาลคอนสาร","11","30","5","3","29","9","2","0","-164","70","60","100"
"10982  :  โรงพยาบาลภักดีชุมพล","25","14","14","9","10","15","3","0","60","-7","79","100"
"10983  :  โรงพยาบาลเนินสง่า","5","7","6","15","15","10","9","0","-200","-43","-50","100"
"10703  :  โรงพยาบาลอำนาจเจริญ","128","47","44","38","87","47","21","0","32","0","52","100"
"10985  :  โรงพยาบาลชานุมาน","5","1","1","0","1","1","0","0","80","0","100","0"
"10986  :  โรงพยาบาลปทุมราชวงศา","0","0","0","0","0","0","0","0","0","0","0","0"
"10987  :  โรงพยาบาลพนา","0","0","0","0","0","0","1","0","0","0","0","0"
"10988  :  โรงพยาบาลเสนางคนิคม","0","0","0","0","0","0","0","0","0","0","0","0"
"10989  :  โรงพยาบาลหัวตะพาน","0","0","1","0","1","0","0","0","0","0","100","0"
"10990  :  โรงพยาบาลลืออำนาจ","16","3","0","1","19","3","0","0","-19","0","0","100"
"11040  :  โรงพยาบาลบึงกาฬ","78","105","50","55","79","112","81","0","-1","-7","-62","100"
"11041  :  โรงพยาบาลพรเจริญ","28","37","15","23","35","29","23","0","-25","22","-53","100"
"11043  :  โรงพยาบาลโซ่พิสัย","46","40","18","13","34","39","15","0","26","3","17","100"
"11046  :  โรงพยาบาลเซกา","48","55","37","38","34","45","22","0","29","18","41","100"
"11047  :  โรงพยาบาลปากคาด","1","1","7","5","2","0","3","0","-100","100","57","100"
"11048  :  โรงพยาบาลบึงโขงหลง","12","18","13","7","21","19","8","0","-75","-6","38","100"
"11049  :  โรงพยาบาลศรีวิไล","33","46","22","29","39","34","23","0","-18","26","-5","100"
"11050  :  โรงพยาบาลบุ่งคล้า","8","11","5","3","13","10","0","0","-63","9","100","100"
"10704  :  โรงพยาบาลหนองบัวลำภู","81","104","37","53","48","64","42","0","41","38","-14","100"
"10991  :  โรงพยาบาลนากลาง","0","0","0","0","0","0","0","0","0","0","0","0"
"10992  :  โรงพยาบาลโนนสัง","56","25","23","35","34","38","22","0","39","-52","4","100"
"10993  :  โรงพยาบาลศรีบุญเรือง","0","0","0","0","0","0","0","0","0","0","0","0"
"10994  :  โรงพยาบาลสุวรรณคูหา","0","0","0","0","0","0","0","0","0","0","0","0"
"23367  :  โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0","0","0"
"10670  :  โรงพยาบาลขอนแก่น","126","103","61","67","67","84","32","0","47","18","48","100"
"10995  :  โรงพยาบาลบ้านฝาง","1","2","4","1","0","2","0","0","100","0","100","100"
"10996  :  โรงพยาบาลพระยืน","0","1","0","0","0","0","0","0","0","100","0","0"
"10997  :  โรงพยาบาลหนองเรือ","1","1","0","3","0","1","1","0","100","0","0","100"
"10998  :  โรงพยาบาลชุมแพ","5","4","0","1","1","2","0","0","80","50","0","100"
"10999  :  โรงพยาบาลสีชมพู","5","1","3","3","3","4","2","0","40","-300","33","100"
"11000  :  โรงพยาบาลน้ำพอง","0","0","0","2","1","0","0","0","0","0","0","100"
"11001  :  โรงพยาบาลอุบลรัตน์","1","0","2","1","0","0","0","0","100","0","100","100"
"11002  :  โรงพยาบาลบ้านไผ่","0","0","0","1","0","0","0","0","0","0","0","100"
"11003  :  โรงพยาบาลเปือยน้อย","0","0","0","0","0","0","1","0","0","0","0","0"
"11004  :  โรงพยาบาลพล","5","3","3","0","1","0","0","0","80","100","100","0"
"11005  :  โรงพยาบาลแวงใหญ่","1","0","0","1","0","0","0","0","100","0","0","100"
"11006  :  โรงพยาบาลแวงน้อย","1","0","1","0","0","0","0","0","100","0","100","0"
"11007  :  โรงพยาบาลหนองสองห้อง","3","4","4","1","3","1","0","0","0","75","100","100"
"11008  :  โรงพยาบาลภูเวียง","2","0","0","0","0","0","0","0","100","0","0","0"
"11009  :  โรงพยาบาลมัญจาคีรี","2","1","0","0","1","2","0","0","50","-100","0","0"
"11010  :  โรงพยาบาลชนบท","1","1","0","1","0","0","0","0","100","100","0","100"
"11011  :  โรงพยาบาลเขาสวนกวาง","5","4","8","6","14","5","0","0","-180","-25","100","100"
"11012  :  โรงพยาบาลภูผาม่าน","0","0","0","0","0","0","0","0","0","0","0","0"
"11445  :  โรงพยาบาลสมเด็จพระยุพราชกระนวน","2","0","0","0","1","1","0","0","50","0","0","0"
"11497  :  โรงพยาบาลค่ายศรีพัชรินทร","0","0","0","0","0","0","0","0","0","0","0","0"
"11936  :  โรงพยาบาลขอนแก่นราม","0","0","0","0","0","0","0","0","0","0","0","0"
"12272  :  โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์","0","0","0","0","0","1","0","0","0","0","0","0"
"12273  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7","0","0","1","1","0","0","0","0","0","0","100","100"
"12275  :  โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","0","5","0","1","2","1","1","0","0","80","0","100"
"13777  :  โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น","178","195","27","68","62","127","18","0","65","35","33","100"
"14132  :  โรงพยาบาลซำสูง","0","0","1","0","1","2","0","0","0","0","100","0"
"14196  :  โรงพยาบาลธัญญรักษ์ขอนแก่น","0","0","0","0","0","0","0","0","0","0","0","0"
"24746  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ","0","0","0","0","0","0","0","0","0","0","0","0"
"77649  :  โรงพยาบาลหนองนาคำ","0","0","0","0","0","0","0","0","0","0","0","0"
"77650  :  โรงพยาบาลเวียงเก่า","0","0","0","0","0","0","0","0","0","0","0","0"
"77651  :  โรงพยาบาลโคกโพธิ์ไชย","0","0","0","0","0","0","0","0","0","0","0","0"
"77652  :  โรงพยาบาลโนนศิลา","0","0","0","0","0","0","0","0","0","0","0","0"
"10671  :  โรงพยาบาลอุดรธานี","0","0","0","0","0","640","173","0","0","0","0","0"
"11013  :  โรงพยาบาลกุดจับ","0","0","0","0","0","0","0","0","0","0","0","0"
"11014  :  โรงพยาบาลหนองวัวซอ","21","20","17","19","27","20","13","0","-29","0","24","100"
"11015  :  โรงพยาบาลกุมภวาปี","0","0","0","0","0","0","0","0","0","0","0","0"
"11016  :  โรงพยาบาลห้วยเกิ้ง","0","0","0","0","0","0","0","0","0","0","0","0"
"11017  :  โรงพยาบาลโนนสะอาด","27","25","19","19","23","26","17","0","15","-4","11","100"
"11018  :  โรงพยาบาลหนองหาน","0","0","0","0","0","0","0","0","0","0","0","0"
"11019  :  โรงพยาบาลทุ่งฝน","0","0","0","0","0","0","0","0","0","0","0","0"
"11020  :  โรงพยาบาลไชยวาน","4","6","8","7","7","15","2","0","-75","-150","75","100"
"11021  :  โรงพยาบาลศรีธาตุ","28","33","30","16","33","23","8","0","-18","30","73","100"
"11022  :  โรงพยาบาลวังสามหมอ","2","2","0","4","1","0","1","0","50","100","0","100"
"11023  :  โรงพยาบาลบ้านผือ","3","2","4","0","3","3","5","0","0","-50","-25","0"
"11024  :  โรงพยาบาลน้ำโสม","31","30","19","22","27","26","11","0","13","13","42","100"
"11025  :  โรงพยาบาลเพ็ญ","0","0","0","0","0","0","0","0","0","0","0","0"
"11026  :  โรงพยาบาลสร้างคอม","11","9","8","9","8","9","1","0","27","0","88","100"
"11027  :  โรงพยาบาลหนองแสง","17","15","8","4","12","5","1","0","29","67","88","100"
"11028  :  โรงพยาบาลนายูง","8","5","2","2","3","2","0","0","63","60","100","100"
"11029  :  โรงพยาบาลพิบูลย์รักษ์","14","12","10","5","9","8","0","0","36","33","100","100"
"11446  :  โรงพยาบาลสมเด็จพระยุพราชบ้านดุง","0","0","2","5","0","0","2","0","0","0","0","100"
"11501  :  โรงพยาบาลค่ายประจักษ์ศิลปาคม","0","0","0","0","1","2","0","0","0","0","0","0"
"12276  :  โรงพยาบาลมะเร็งอุดรธานี","0","0","0","0","0","0","0","0","0","0","0","0"
"23951  :  โรงพยาบาลธัญญารักษ์อุดรธานี","0","0","0","0","0","0","0","0","0","0","0","0"
"25058  :  โรงพยาบาลกู่แก้ว","7","11","7","5","6","7","2","0","14","36","71","100"
"25059  :  โรงพยาบาลประจักษ์ศิลปาคม","11","14","10","13","14","10","6","0","-27","29","40","100"
"10705  :  โรงพยาบาลเลย","480","434","308","355","480","503","327","0","0","-16","-6","100"
"11030  :  โรงพยาบาลนาด้วง","0","0","0","0","0","0","0","0","0","0","0","0"
"11031  :  โรงพยาบาลเชียงคาน","2","2","2","0","1","0","1","0","50","100","50","0"
"11032  :  โรงพยาบาลปากชม","37","34","19","28","35","22","17","0","5","35","11","100"
"11033  :  โรงพยาบาลนาแห้ว","6","4","5","3","5","4","2","0","17","0","60","100"
"11034  :  โรงพยาบาลภูเรือ","20","21","9","12","17","19","7","0","15","10","22","100"
"11035  :  โรงพยาบาลท่าลี่","0","0","0","0","0","0","0","0","0","0","0","0"
"11036  :  โรงพยาบาลวังสะพุง","7","7","10","19","10","14","20","0","-43","-100","-100","100"
"11037  :  โรงพยาบาลภูกระดึง","6","1","0","1","3","9","11","0","50","-800","0","100"
"11038  :  โรงพยาบาลภูหลวง","0","0","0","0","0","0","0","0","0","0","0","0"
